Time (s),Volume (m^3),Ar,He,Ne,N2,ethane(1),CH3(4),C2H5(5),CH4(3),H(6),C2H4(9),H2(11),C3H7(16),C2H3(14),C#C(26),C2H2(30),C4H7(28),C4H7(40),C4H7(32),C4H7(44),C4H6(41),C4H6(88),C4H6(42),C4H6(69),C3H5(31),C4H5(34)
0.0002224259654601064,0.1784484826469318,0.0,0.0,0.0,0.0,0.42534545922948935,0.00031807355790111754,0.00029722896772201924,0.036533640015244784,7.807867342719745e-05,0.5206079472691247,0.5721959373862697,2.2504506297419748e-07,1.2367496848033961e-05,0.03352532966733999,2.2232757901328583e-08,1.5957620628297095e-07,6.41838770121686e-10,1.639911503048416e-09,4.693687518319537e-06,0.0008583765837964683,1.384132279905026e-06,7.387428545734388e-10,2.8076149004232445e-05,1.5415982854980603e-08,2.0679990274579965e-08
0.00022732593965469835,0.17916132606354,0.0,0.0,0.0,0.0,0.4196053277847189,0.0003157585581670709,0.0002965254292178871,0.03709048121813135,7.771684819011232e-05,0.5251108684575656,0.578305603317041,2.244429040456719e-07,1.2547849747123645e-05,0.034414185222285315,2.282221402860406e-08,1.6346877649522718e-07,6.574952551241779e-10,1.6793833291285915e-09,4.827720596667942e-06,0.0008928373252237191,1.4397009309830924e-06,7.684668497098301e-10,2.9228437196520145e-05,1.5647027422280914e-08,2.1447532932234202e-08
0.00023222591384929031,0.17986007576877397,0.0,0.0,0.0,0.0,0.413992911917188,0.0003134737443639598,0.00029579924305280007,0.037640343818861534,7.735978932308944e-05,0.5294902502339546,0.584293512992143,2.2380428470756797e-07,1.2725003533186462e-05,0.03530169300441382,2.341077636290373e-08,1.6732505951003824e-07,6.730057877273433e-10,1.7184709147757197e-09,4.9610626102245725e-06,0.0009276227420781854,1.4957931426460933e-06,7.98472288625727e-10,3.03921124515064e-05,1.587250441793519e-08,2.2219851662065888e-08
0.00023712588804388228,0.1805451805006628,0.0,0.0,0.0,0.0,0.40850400828229283,0.00031121866534983294,0.0002950520353214882,0.038183371638062985,7.700733672855088e-05,0.5337503911202767,0.5901635748245804,2.2313206795602133e-07,1.2899020714880733e-05,0.036187720253767194,2.3998356862726805e-08,1.71144350369141e-07,6.88367532486242e-10,1.7571677884281748e-09,5.0936655188768634e-06,0.0009627156080137203,1.5523811365466635e-06,8.287442646053293e-10,3.156658044282203e-05,1.6092536981975333e-08,2.299658673052364e-08
0.00024202586223847424,0.1812170686058419,0.0,0.0,0.0,0.0,0.403134606689815,0.0003089928706813192,0.00029428532640207527,0.038719704055117134,7.665934047600203e-05,0.5378953886276542,0.5959195181734642,2.224289155776257e-07,1.3069962528053698e-05,0.03707214325466277,2.458487348440206e-08,1.7492602526248275e-07,7.035779803458694e-10,1.7954682819604892e-09,5.225484823610436e-06,0.0009980992433473064,1.609438015854705e-06,8.59268343559409e-10,3.275126554293039e-05,1.630724660194677e-08,2.377739178539384e-08
0.0002469258364330662,0.18187614923967615,0.0,0.0,0.0,0.0,0.3978808783217656,0.0003067959113074584,0.00029350053889422653,0.039249476205317636,7.63156600398134e-05,0.5419291515703591,0.6015649042992185,2.216973037695247e-07,1.3237888808149676e-05,0.03795484672247313,2.517024977542268e-08,1.7866953505933037e-07,7.186349226223345e-10,1.833367465520255e-09,5.356479309292573e-06,0.0010337575030425256,1.666937745880558e-06,8.900305536731082e-10,3.394561042612573e-05,1.651675298277859e-08,2.4561934629068583e-08
0.00025182581062765816,0.18252281354343447,0.0,0.0,0.0,0.0,0.39273916487518584,0.00030462734041303237,0.00029269900468980583,0.03977281916469163,7.597616329942188e-05,0.5458554114138928,0.6071031364549251,2.209395373831993e-07,1.3402858159843127e-05,0.038835723239153824,2.5754414500109123e-08,1.823744003845769e-07,7.335364311990469e-10,1.8708610971523296e-09,5.4866109086387826e-06,0.0010696747640342543,1.7248551336361935e-06,9.210173745020244e-10,3.5149075655762476e-05,1.6721173914228518e-08,2.5349894848025095e-08
0.0002567257848222501,0.18315743567466047,0.0,0.0,0.0,0.0,0.3877059685247724,0.000302486714177296,0.00029188197158206954,0.04028986012382102,7.5640725991344e-05,0.5496777327657097,0.6125374692125787,2.2015776318274e-07,1.3564927795833997e-05,0.039714672732504605,2.6337301294274383e-08,1.860402065712824e-07,7.482808382251008e-10,1.9079455722459903e-09,5.615844461627547e-06,0.0011058359127283854,1.783165807678101e-06,9.522157261846247e-10,3.6361139264192876e-05,1.6920625236584656e-08,2.614096591257169e-08
0.0002616257590168421,0.1837803738291929,0.0,0.0,0.0,0.0,0.3827779426535398,0.00030037359256894394,0.000291050609639689,0.04080072255128958,7.530923092184471e-05,0.553399523063697,0.617871017071653,2.1935398161406384e-07,1.3724153826363957e-05,0.04059160199549663,2.6918848346459543e-08,1.8966659995230085e-07,7.628667211996556e-10,1.9446178854946203e-09,5.744147648105728e-06,0.0011422263318932218,1.841846196969736e-06,9.83612958157367e-10,3.758129632275744e-05,1.711522069951255e-08,2.6934851502848003e-08
0.00026603573579197484,0.18433131216065904,0.0,0.0,0.0,0.0,0.37842998915367176,0.0002984949391035649,0.00029029104151232545,0.04125531526154346,7.501416456598973e-05,0.556665877029594,0.6225875066721097,2.1861330602748172e-07,1.3865071212071096e-05,0.041379039178712745,2.7441047561443165e-08,1.928964086706716e-07,7.758574828316475e-10,1.977268525936558e-09,5.858800401802079e-06,0.0011751620443279126,1.8949558014240488e-06,1.012030391265882e-09,3.86859536436357e-05,1.7286297178708085e-08,2.7651521153324373e-08
0.0002704457125671076,0.18487330493926005,0.0,0.0,0.0,0.0,0.3741623844851095,0.0002966378963489236,0.0002895215105343894,0.04170508555846797,7.472212548625654e-05,0.5598557215715355,0.6272268655040242,2.178575890153249e-07,1.4003768742521645e-05,0.04216471050845369,2.796207572776687e-08,1.9609387007595118e-07,7.887181388536135e-10,2.0095818798881082e-09,5.972655464525696e-06,0.0012082620349392929,1.9483303167907297e-06,1.0405903693488445e-09,3.979642614785248e-05,1.7453610771646955e-08,2.837004175610025e-08
0.00027485568934224036,0.18540658329189413,0.0,0.0,0.0,0.0,0.3699729702750808,0.0002948021527029314,0.0002887427286060788,0.04215011631204352,7.443304092890791e-05,0.562971248496509,0.631791103512757,2.1708802601582433e-07,1.4140284750635923e-05,0.04294856060738956,2.8481896121230793e-08,1.9925883534665915e-07,8.014480906838531e-10,2.041556823422078e-09,6.085694413947281e-06,0.0012415166284158168,2.0019541411280337e-06,1.0692845183659942e-09,4.091237943163231e-05,1.7617239933692142e-08,2.909022101871405e-08
0.0002792656661173731,0.18593137028341788,0.0,0.0,0.0,0.0,0.36585966790275304,0.0002929874001060019,0.00028795536905109497,0.042590488306500675,7.414684169577957e-05,0.5660145668258955,0.6362821568006571,2.163057407626776e-07,1.4274656755345487e-05,0.04373053760101274,2.900047434057741e-08,2.0239118587878693e-07,8.140468612797464e-10,2.0731925275955384e-09,6.197900278023891e-06,0.0012749164431023563,2.0558121460291054e-06,1.098104718318684e-09,4.203348919519796e-05,1.7777261692836113e-08,2.981187425439756e-08
0.0002836756428925059,0.18644788071861265,0.0,0.0,0.0,0.0,0.3618204746355009,0.0002911933340883305,0.0002871600689173657,0.04302628031405081,7.386346177288848e-05,0.5689877068325424,0.6407018912111073,2.1551178967086355e-07,1.4406921630757894e-05,0.04451059292020686,2.9517778176562534e-08,2.0549083178056473e-07,8.265140890834829e-10,2.1044884431931415e-09,6.309257497963212e-06,0.0013084523836684625,2.109889664799301e-06,1.127043096906694e-09,4.315944099029558e-05,1.793375164303762e-08,3.0534822448184156e-08
0.00028808561966763864,0.18695632187671504,0.0,0.0,0.0,0.0,0.35785345999693524,0.00028941965356138173,0.0002863574307572092,0.04345756916514757,7.358283810992272e-05,0.5718926238353947,0.6450521056978045,2.1470716599610578e-07,1.4537115422900983e-05,0.04528868111705457,3.0033777489805955e-08,2.0855770829421994e-07,8.388495136298539e-10,2.1354442644271047e-09,6.419751773384466e-06,0.0013421156339762878,2.164172480955233e-06,1.1560920233496182e-09,4.428992997151e-05,1.8086783877274302e-08,3.1258893412420095e-08
0.0002924955964427714,0.18745689369982876,0.0,0.0,0.0,0.0,0.35395676236417106,0.00028766606126069704,0.0002855480247840897,0.043884429815052695,7.330491041931755e-05,0.5747312017555557,0.649334535478548,2.1389280414712864e-07,1.4665273454992753e-05,0.04606475969149081,3.054844409583412e-08,2.1159177551261225e-07,8.510529744065199e-10,2.1660599265614426e-09,6.529370067899481e-06,0.001375897649459678,2.2186468159360518e-06,1.1852441018317942e-09,4.542466064840803e-05,1.823643104178877e-08,3.1983920801118075e-08
0.00029690557321790416,0.18794978917753752,0.0,0.0,0.0,0.0,0.3501285857484355,0.0002859322640961729,0.0002847323911337375,0.04430693540765183,7.302962102146114e-05,0.5775052564793801,0.6535508550187265,2.1306958358645074e-07,1.4791430455407616e-05,0.046838788927593945,3.1061751656514545e-08,2.1459301849507377e-07,8.631244113199318e-10,2.1963356073448855e-09,6.638100570114104e-06,0.00140979015017976,2.2732993179052443e-06,1.2144921654876995e-09,4.65633466439243e-05,1.8382764455305307e-08,3.270974478591999e-08
0.0003013155499930369,0.1884351946859409,0.0,0.0,0.0,0.0,0.34636719676424227,0.0002842179728308453,0.0002839110416631367,0.04472515733671602,7.275691479566571e-05,0.5802165390243204,0.6577026808404839,2.1223833171090883e-07,1.491562036997168e-05,0.04761073174133937,3.1573675579091724e-08,2.1756144210851878e-07,8.750638439455245e-10,2.2262716747427966e-09,6.7459325209488974e-06,0.0014437851138268342,2.328117050465794e-06,1.2438292703452744e-09,4.770571045258236e-05,1.8525853896102935e-08,3.343621133607281e-08
0.0003057255267681697,0.18891329025327436,0.0,0.0,0.0,0.0,0.34267092178232644,0.0002825229019715691,0.00028308446118589597,0.04513916530409513,7.248673886472912e-05,0.5828667385132785,0.6617915741609995,2.1139982708148045e-07,1.503787646994852e-05,0.048380553537823265,3.208419292150303e-08,2.2049707071236017e-07,8.868713702604086e-10,2.2558686841227152e-09,6.852856237485949e-06,0.001477874768498735,2.3830874810152143e-06,1.2732486891053515e-09,4.8851483202226384e-05,1.866576762970329e-08,3.4163170296773955e-08
0.00031013550354330244,0.18938424986426447,0.0,0.0,0.0,0.0,0.3390381442334283,0.0002808467700784824,0.0002822531088409902,0.04554902737517634,7.221904239070707e-05,0.5854574849905696,0.6658190433903373,2.10554803030805e-07,1.5158231406039609e-05,0.04914822207587764,3.259328230259644e-08,2.2339994990505296e-07,8.985471736682141e-10,2.2851273962979345e-09,6.958863062639682e-06,0.0015120515861487733,2.4381984701799072e-06,1.3027439054588093e-09,5.0000404422995034e-05,1.880257274350255e-08,3.4890479408020774e-08
0.0003145454803184352,0.18984824173357354,0.0,0.0,0.0,0.0,0.3354673020850342,0.0002791893000692247,0.00028141742014529194,0.04595481003178929,7.195377662970825e-05,0.5879903520572101,0.6697865464671001,2.0970395003781244e-07,1.527671715535221e-05,0.049913707341663054,3.310092381830204e-08,2.262701415782766e-07,9.100915031062972e-10,2.314048727389811e-09,7.063945255379621e-06,0.0015463082758307059,2.493438260922433e-06,1.332308608250222e-09,5.115222181772186e-05,1.8936334852568492e-08,3.561800108781478e-08
0.00031851445941605467,0.19026001153392524,0.0,0.0,0.0,0.0,0.3323052499466135,0.00027771330728256616,0.0002806619348522591,0.04631658023500759,7.171707701795269e-05,0.5902217026023068,0.6733071942494916,2.0893373659112786e-07,1.538178213529446e-05,0.05060075427695803,3.35565479344037e-08,2.2882543015977967e-07,9.203692463906755e-10,2.3397903434758776e-09,7.157723035428782e-06,0.00157720174698541,2.543254780393567e-06,1.3589711962909328e-09,5.2191131587231964e-05,1.9054171930062106e-08,3.6272840233439784e-08
0.00032248343851367414,0.1906663842351904,0.0,0.0,0.0,0.0,0.32919107573411405,0.0002762520130487291,0.00027990355860958325,0.04667514505955439,7.148227552887175e-05,0.592408474446198,0.6767814075142891,2.0815977637725772e-07,1.5485380926220825e-05,0.05128599117609779,3.401097170149539e-08,2.3135437328812683e-07,9.305410244208251e-10,2.3652604369871163e-09,7.250741959127239e-06,0.0016081492010412081,2.59315835314333e-06,1.3856807944674763e-09,5.3232016468436025e-05,1.9169642029809727e-08,3.6927649640054195e-08
0.0003264524176112936,0.19106747140131214,0.0,0.0,0.0,0.0,0.3261237448192918,0.0002748052236455206,0.00027914256426423144,0.04703054987823486,7.124934031721683e-05,0.5945517070955281,0.6802101527701607,2.0738249342578275e-07,1.558753555495782e-05,0.05196940033101397,3.446418337624006e-08,2.3385704791181497e-07,9.406071466948208e-10,2.390459979282669e-09,7.34299816798039e-06,0.0016391457897951879,2.643141161185921e-06,1.4124332059562538e-09,5.4274708638372526e-05,1.9282790111671223e-08,3.758233844199072e-08
0.0003300244987991511,0.19142402035217668,0.0,0.0,0.0,0.0,0.32340236728390626,0.00027351535701222686,0.0002784556462901982,0.04734774916936038,7.104126884569569e-05,0.596444224420091,0.6832579246027837,2.0668043044213343e-07,1.5678257856969844e-05,0.05258289217114138,3.4871028473818303e-08,2.360870662986404e-07,9.4957660582572e-10,2.4129091173216792e-09,7.425373865664879e-06,0.001667080835420074,2.6881871546382407e-06,1.4365436104578195e-09,5.5214542003043436e-05,1.9382674504487838e-08,3.817138223892488e-08
0.00033359657998700864,0.19177645270814092,0.0,0.0,0.0,0.0,0.32071740689451533,0.0002722369474218311,0.0002777670003395073,0.0476624566610426,7.083466245723969e-05,0.5983030062282171,0.6862702933876463,2.0597628036654062e-07,1.5767843446178487e-05,0.05319487888444211,3.527687542696926e-08,2.3829594590606076e-07,9.584610417034373e-10,2.4351407968799163e-09,7.5071269622096795e-06,0.0016950485264096032,2.733285792888001e-06,1.4606825010494673e-09,5.615559160655879e-05,1.9480745396461952e-08,3.876019559576588e-08
0.00033716866117486615,0.19212484335369684,0.0,0.0,0.0,0.0,0.3180681700836898,0.0002709698592447354,0.00027707680055760845,0.047974703568314514,7.062950009727929e-05,0.6001287476458085,0.6892479075591306,2.052703083707543e-07,1.585630760050688e-05,0.0538053499236861,3.568171724115933e-08,2.4048376067178816e-07,9.672607517162352e-10,2.457155895173999e-09,7.5882556543966995e-06,0.0017230456119543991,2.778431833830781e-06,1.4848470635985298e-09,5.709774488817184e-05,1.957703380794844e-08,3.934871889442724e-08
0.00034074074236272367,0.19246926532508182,0.0,0.0,0.0,0.0,0.31545398111277917,0.00026971395850929693,0.00027638521369227343,0.04828452054839712,7.042576126635124e-05,0.6019221253968329,0.6921913990532446,2.0456276684167062e-07,1.594366531905369e-05,0.054414295423261795,3.608554737387924e-08,2.4265058778269077e-07,9.75976046320954e-10,2.4789553191780932e-09,7.668758415159049e-06,0.0017510689265405595,2.8236201729054014e-06,1.5090345577827824e-09,5.804089223011646e-05,1.9671570070081456e-08,3.99368923823874e-08
0.0003443128235505812,0.19280978977847124,0.0,0.0,0.0,0.0,0.31287418147027585,0.0002684691131573982,0.0002756923995559662,0.04859193771432454,7.022342603346147e-05,0.6036837984313846,0.6951013838634665,2.0385389685095986e-07,1.6029931401079203e-05,0.05502170616944841,3.648835971492944e-08,2.447965117830864e-07,9.846072655671567e-10,2.500540046896399e-09,7.748634039208136e-06,0.0017791153878767667,2.868845839751308e-06,1.5332423153029436e-09,5.898492688846068e-05,1.976438425795194e-08,4.052466067994614e-08
0.0003478849047384387,0.19314648614321558,0.0,0.0,0.0,0.0,0.3103281293120499,0.00026723519287452413,0.00027499851160261784,0.04889698464809013,7.002247504695937e-05,0.6054144085094703,0.6979784625581427,2.031439277634216e-07,1.611512041650464e-05,0.0556275735733851,3.6890148568494457e-08,2.4692162045384956e-07,9.93154762522328e-10,2.521911085432256e-09,7.8278815521728e-06,0.0018071819950493102,2.9141039952334617e-06,1.5574677382798153e-09,5.99297449270559e-05,1.9855505777013747e-08,4.111196979832971e-08
0.0003514569859262962,0.1934794221252053,0.0,0.0,0.0,0.0,0.3078151988746623,0.0002660120689022344,0.00027430369702038357,0.049199690414481106,6.982288950556808e-05,0.6071145808127513,0.7008232208235424,2.0243307786644836e-07,1.6199246679115667e-05,0.05623188964334404,3.729090863475546e-08,2.4902600427390045e-07,1.0016189011058786e-09,2.54306946655388e-09,7.906500225323879e-06,0.0018352658264734756,2.9593899281388315e-06,1.5817082974832426e-09,6.0875245147513416e-05,1.9944963393549827e-08,4.169876537420121e-08
0.00035502906711415373,0.19380866369342498,0.0,0.0,0.0,0.0,0.30533477998558556,0.0002647996141699296,0.00027360809682578226,0.04950008357252107,6.96246510681379e-05,0.6087849244554601,0.7036362299168953,2.0172155540308298e-07,1.62823242985114e-05,0.05683464696130494,3.769063499435519e-08,2.5110975911260483e-07,1.0100000669183714e-09,2.564016273170804e-09,7.984489596557452e-06,0.0018633640381058413,3.0046990522936593e-06,1.6059615307892543e-09,6.18213290290847e-05,2.0032785509869397e-08,4.228499628089058e-08
0.00035860114830201125,0.194134275414499,0.0,0.0,0.0,0.0,0.3028862776480812,0.0002635977033456276,0.00027291184613655197,0.04979819218527026,6.942774186214253e-05,0.6104260329172178,0.7064180470502112,2.0100955878101743e-07,1.6364367153587634e-05,0.05743583866312851,3.808932309524975e-08,2.531729847250944e-07,1.0182986611894935e-09,2.584752624280048e-09,8.061849421887093e-06,0.001891473862027227,3.050026904278367e-06,1.630225041950113e-09,6.276790067836204e-05,2.0119000092229037e-08,4.2870614151874314e-08
0.00036217322948986876,0.19445632007666497,0.0,0.0,0.0,0.0,0.30046911146961686,0.00026240621281722453,0.00027221507466963963,0.05009404383366236,6.923214449697637e-05,0.612038484639068,0.7091692159182061,2.002972767056963e-07,1.644538889966342e-05,0.05803545841125917,3.848696873460618e-08,2.552157822967731e-07,1.026515090901697e-09,2.60527965078114e-09,8.138579664309656e-06,0.0019195926042539094,3.0953691398980997e-06,1.6544964987038832e-09,6.371486675514772e-05,2.0203634396868416e-08,4.345556939941505e-08
0.0003657453106777263,0.19477485910786876,0.0,0.0,0.0,0.0,0.29808271520395413,0.0002612250206183419,0.0002715179069060902,0.05038766562763132,6.903784203745343e-05,0.6136228435006948,0.7118902671217434,1.9958488901193474e-07,1.6525403004423254e-05,0.05863350037312492,3.888356804447806e-08,2.5723825705762584e-07,1.0346497793053209e-09,2.6255985216902895e-09,8.214680524318115e-06,0.0019477176430458118,3.140721531454557e-06,1.678773631309951e-09,6.46621364138921e-05,2.0286715229187806e-08,4.403981413355575e-08
0.0003693173918655838,0.1950899523867549,0.0,0.0,0.0,0.0,0.2957265362801312,0.00026005400635956957,0.0002708204621820488,0.05067908421767707,6.884481797376331e-05,0.6151796593113387,0.7145817186034813,1.9887256728087298e-07,1.6604422718024866e-05,0.059229959199225156,3.927911747727385e-08,2.592405189667518e-07,1.0427031686718916e-09,2.6457104503782698e-09,8.290152399987238e-06,0.0019758464271096145,3.186079964848387e-06,1.7030542309925076e-09,6.560962124109203e-05,2.036826914042774e-08,4.462330531246424e-08
0.0003728894730534413,0.19540165847664387,0.0,0.0,0.0,0.0,0.2934000354660521,0.00025889305127064913,0.00027012285491286394,0.0509683258031499,6.865305619752723e-05,0.6167094681603061,0.7172440759588224,1.981604744844577e-07,1.6682461059506214e-05,0.05982483000746295,3.967361379536697e-08,2.6122267827168574e-07,1.0506757024330802e-09,2.6656166507084933e-09,8.364995848413064e-06,0.0020039764742923326,3.231440437472576e-06,1.72733614881097e-09,6.655723521058229e-05,2.0448322009794115e-08,4.520599860821032e-08
0.0003764615542412988,0.19571003443388751,0.0,0.0,0.0,0.0,0.29110268629567626,0.00025774203821166114,0.00026942519487320286,0.05125541614653063,6.846254096330073e-05,0.6182127930138895,0.7198778329650766,1.9744876590445975e-07,1.675953087697765e-05,0.06041810835625758,4.0067054053265007e-08,2.63184848223073e-07,1.0585678360994882e-09,2.6853183646815595e-09,8.439211639624193e-06,0.002032105369251841,3.276799054456063e-06,1.7516172936475002e-09,6.75048946044206e-05,2.0526899195202048e-08,4.5787850095751984e-08
0.00038003363542915634,0.19601513606301135,0.0,0.0,0.0,0.0,0.2888339747252976,0.0002566008515904764,0.0002687275873725201,0.051540380582167235,6.827325692788523e-05,0.6196901440733635,0.7224834718990913,1.9673758951920636e-07,1.6835644806740707e-05,0.061009790228698596,4.04594355871011e-08,2.651271454106874e-07,1.0663800386121834e-09,2.704816864942535e-09,8.512800711092319e-06,0.002060230762102788,3.3221520264801423e-06,1.7758956310310715e-09,6.845251796457617e-05,2.0604025740054448e-08,4.636881939729837e-08
0.00038360571661701386,0.1963170179948028,0.0,0.0,0.0,0.0,0.286593398886649,0.00025546937737108287,0.00026803013340049225,0.051823244022553415,6.808518913159885e-05,0.6211420190321495,0.7250614637653513,1.9602708600137958e-07,1.6910815293414376e-05,0.0615998720211983,4.085075600710866e-08,2.6704968847558224e-07,1.0741127871627922e-09,2.724113442100718e-09,8.585764159304073e-06,0.0020883503673505355,3.367495668059439e-06,1.8001691822180346e-09,6.940002605732296e-05,2.0679726253895084e-08,4.6948867598841024e-08
0.00038717779780487137,0.19661573341891533,0.0,0.0,0.0,0.0,0.2843804686495894,0.0002543475030842639,0.0002673329298198347,0.05210403096949532,6.789832292204444e-05,0.6225689035311175,0.7276122687001141,1.9531738918769624e-07,1.6985054598557457e-05,0.062188350523373924,4.124101318428025e-08,2.689525971506962e-07,1.0817665633346495e-09,2.743209396034536e-09,8.658103245601993e-06,0.0021164619621234027,3.4128263946913182e-06,1.8244360226601084e-09,7.034734181138048e-05,2.0754024742103177e-08,4.7527954692305755e-08
0.0003907498789927289,0.1969113344555566,0.0,0.0,0.0,0.0,0.2821947052727268,0.0002532351177755337,0.00026663606947957915,0.05238276552309956,6.771264398958573e-05,0.6239712715223691,0.7301363362943393,1.9460862654674874e-07,1.705837476681406e-05,0.06277522290219101,4.1630205239851916e-08,2.708359934314228e-07,1.0893418578110052e-09,2.762106047167343e-09,8.7298193722165e-06,0.0021445633846955167,3.458140720473866e-06,1.8486942807264252e-09,7.129439026705699e-05,2.0826944851675065e-08,4.81060429807793e-08
0.0003943219601805864,0.1972038719503248,0.0,0.0,0.0,0.0,0.2800356410351738,0.0002521321120361888,0.00026593964143619857,0.052659471391455014,6.752813837069983e-05,0.6253495856527682,0.7326341059334452,1.939009193314943e-07,1.7130787690619257e-05,0.06336048668498057,4.2018330534040554e-08,2.7270000230971273e-07,1.0968391733277194e-09,2.7808047426575028e-09,8.80091409632554e-06,0.0021726525328071428,3.503435255397385e-06,1.8729421362554323e-09,7.224109852034659e-05,2.0898509947275627e-08,4.868309803251143e-08
0.0003978940413684439,0.1974933956670896,0.0,0.0,0.0,0.0,0.2779028189217537,0.00025103837797310527,0.0002652437311512727,0.05293417189886744,6.734479239593539e-05,0.6267042975913053,0.7351060070882837,1.9319438271976456e-07,1.7202305098951632e-05,0.06394413974524839,4.240538765663345e-08,2.745447495362642e-07,1.1042590156724477e-09,2.7993068355118238e-09,8.871389118795423e-06,0.0022007273623969423,3.548706703300089e-06,1.8971778194510235e-09,7.318739567659922e-05,2.0968742818820164e-08,4.92590845721645e-08
0.00040146612255630143,0.19777995422998246,0.0,0.0,0.0,0.0,0.2757957923043686,0.00024995380910194427,0.00026454842059780103,0.05320688999434358,6.716259270133638e-05,0.6280358483606256,0.7375524596096702,1.9248912628782064e-07,1.7272938478969155e-05,0.06452618028860069,4.27913754176549e-08,2.763703609443805e-07,1.1116018909650668e-09,2.81761367879442e-09,8.941246238992778e-06,0.0022287858861782905,3.593951859572309e-06,1.9213996096507512e-09,7.413321280147457e-05,2.103766575319612e-08,4.983396689038053e-08
0.00040503820374415895,0.19806359520955746,0.0,0.0,0.0,0.0,0.2737141246527003,0.00024887830038280035,0.0002638537882986689,0.053477648259342474,6.698152622332956e-05,0.629344668638236,0.7399738739954054,1.9178525425469443e-07,1.7342699173515028e-05,0.06510660683963207,4.3176292838670214e-08,2.7817696555925e-07,1.1188683181636957e-09,2.8357266542303128e-09,9.01048739458634e-06,0.0022568261722276804,3.639167608880268e-06,1.9456058341122255e-09,7.507848287523807e-05,2.1105300854281073e-08,5.040771322862438e-08
0.00040861028493201646,0.1983443651387396,0.0,0.0,0.0,0.0,0.2716573892894276,0.0002478117482755496,0.0002631599094709389,0.05374646891432223,6.680158014702614e-05,0.6306311790110041,0.742370651616308,1.910828654852767e-07,1.7411598413870065e-05,0.06568541823084739,4.35601391454393e-08,2.7996469466172184e-07,1.1260588252990756e-09,2.853647162910759e-09,9.079114672142888e-06,0.0022848463429580843,3.6843509235105607e-06,1.9697948671177326e-09,7.602314075468929e-05,2.1171669825757713e-08,5.098029390588623e-08
0.000412182366119874,0.19862230946922674,0.0,0.0,0.0,0.0,0.2696251689862295,0.00024675405064400013,0.00026246685641001386,0.05401337382975857,6.662274195198513e-05,0.6318957903950926,0.7447431850893398,1.903820540235364e-07,1.747964715943355e-05,0.0662626135849791,4.394291375619071e-08,2.817336772758048e-07,1.1331739313245644e-09,2.8713765842146628e-09,9.147130215996544e-06,0.0023128445733168173,3.7294988604640793e-06,1.99396512841177e-09,7.696712310986381e-05,2.123679372861881e-08,5.1551675670478594e-08
0.0004157544473077315,0.19889747273138947,0.0,0.0,0.0,0.0,0.2676170557562669,0.0002457051067192238,0.00026177469832082504,0.05427838453188076,6.644499937689611e-05,0.6331389042519554,0.7470918584692643,1.8968290912552814e-07,1.754685627256307e-05,0.06683819230573826,4.4324616275487273e-08,2.834840459711578e-07,1.1402141694546633e-09,2.8889163292884394e-09,9.214536305871393e-06,0.002340819089686985,3.774608559684602e-06,2.0181150822591126e-09,7.791036838941066e-05,2.1300693472748922e-08,5.212182975270272e-08
0.00041896932037680326,0.1991427778796139,0.0,0.0,0.0,0.0,0.2658300354733652,0.00024476845942260345,0.0002611525760931903,0.05451529213010736,6.628595787779438e-05,0.634239650702453,0.7491855748097328,1.8905517367882193e-07,1.760663542550097e-05,0.06735483065914213,4.4667231723121976e-08,2.850435730408026e-07,1.1464868147378005e-09,2.904541097101983e-09,9.274682668977278e-06,0.0023659744537331035,3.815172297463421e-06,2.0398314437665923e-09,7.875860947432694e-05,2.1357173526696088e-08,5.263389576972532e-08
0.000422184193445875,0.199385896735876,0.0,0.0,0.0,0.0,0.26406193382433224,0.00024383875057461236,0.0002605312789733153,0.05475069780021224,6.612778549795822e-05,0.6353235817633438,0.751260537191765,1.8842891550697054e-07,1.7665750800846744e-05,0.0678701592144731,4.5008978561122583e-08,2.8658822776770074e-07,1.152699641289747e-09,2.9200144042420736e-09,9.334339092334367e-06,0.0023911079906891236,3.855700839782426e-06,2.0615290886719556e-09,7.960616262979156e-05,2.1412693237136147e-08,5.314492407773443e-08
0.0004253990665149468,0.19962685988148776,0.0,0.0,0.0,0.0,0.2623124716317527,0.00024291590955499828,0.0002599108516265735,0.054984616546070945,6.597047380475401e-05,0.6363909714494,0.7533170086844404,1.878041905803559e-07,1.7724209971437154e-05,0.0683841780791907,4.5349856860752154e-08,2.881181078652559e-07,1.158853042128055e-09,2.9353372869731795e-09,9.393507428857723e-06,0.002416218509983556,3.896192266778211e-06,2.0832069860440756e-09,8.045298652246193e-05,2.1467267035432098e-08,5.365489460698296e-08
0.00042861393958401855,0.1998656971561151,0.0,0.0,0.0,0.0,0.26058137513571106,0.0002419998666238386,0.0002592913370305788,0.055217063163765984,6.581401451075217e-05,0.6374420882432442,0.7553552473354256,1.871810522738713e-07,1.778202042697168e-05,0.06889688751694897,4.5689866796856076e-08,2.896333124158197e-07,1.1649474157763958e-09,2.950510793045523e-09,9.452189599668375e-06,0.002441304851706957,3.936644708031496e-06,2.1048641314893107e-09,8.129904087848344e-05,2.1520909166767882e-08,5.4163789544476805e-08
