Time (s),Volume (m^3),Ar,He,Ne,N2,ethane(1),CH3(4),C2H5(5),CH4(3),H(6),C2H4(9),H2(11),C3H7(16),C2H3(14),C#C(26),C2H2(30),C4H7(28),C4H7(40),C4H7(32),C4H7(44),C4H6(41),C4H6(88),C4H6(42),C4H6(69),C3H5(31),C4H5(34),C4H5(183)
0.00010281472657446611,0.15485173228921534,0.0,0.0,0.0,0.0,0.6222291888506224,0.0003849347348268082,0.0002994061144005004,0.02027007607436269,8.921449517863573e-05,0.3547213593967822,0.36934882699116933,2.1384577325601623e-07,6.777205019246441e-06,0.012049216189807047,7.990593863886853e-09,5.764753745736076e-08,2.3186680111162707e-10,5.991969959302303e-10,1.433004606998421e-06,0.00017585133709921555,2.8355243129830457e-07,1.506063692037958e-10,5.471997304685763e-06,7.727002044388228e-09,4.723703628560796e-09,1.5469227555189852e-13
0.00010363157137308595,0.15507024776669567,0.0,0.0,0.0,0.0,0.6203545987520227,0.00038440915429547993,0.00029957574492260543,0.020402634437715558,8.911368103247194e-05,0.3563844705243968,0.371233011321797,2.1425271759557895e-07,6.8244513160061576e-06,0.012187793261930644,8.082493051165999e-09,5.83392847840954e-08,2.3464910972756437e-10,6.06318879738819e-10,1.453019061573813e-06,0.0001790553458359295,2.8871887171404193e-07,1.5336156881037546e-10,5.5759364285040226e-06,7.794200133222511e-09,4.804298271363713e-09,1.5733159623946865e-13
0.0001044484161717058,0.15528763973995893,0.0,0.0,0.0,0.0,0.6184904545208036,0.0003838844066113331,0.000299740888568707,0.020534827217239142,8.901344835396569e-05,0.3580370169145405,0.3731073955137983,2.1465147117585992e-07,6.871555316763806e-06,0.012326621871270305,8.174559048643643e-09,5.903215809463382e-08,2.37435947214577e-10,6.134512771075778e-10,1.4731060556181426e-06,0.00018228551336017056,2.9392749441163e-07,1.5613939751900437e-10,5.680775301457498e-06,7.861201455656276e-09,4.885446701293403e-09,1.5998905239823504e-13
0.00010526526097032563,0.15550391866263702,0.0,0.0,0.0,0.0,0.616636657631552,0.0003833604997157371,0.0002999016133588854,0.020666656323348933,8.891378805708142e-05,0.35967910090890926,0.37497207144014716,2.1504216063053966e-07,6.91851728930334e-06,0.012465697443228837,8.266788822615807e-09,5.972612346682942e-08,2.402271771328421e-10,6.205938426693623e-10,1.4932643941148424e-06,0.000185541710688548,2.9917809140456175e-07,1.5893974425662976e-10,5.786509679499306e-06,7.928004933261793e-09,4.967145183879779e-09,1.6266452173142491e-13
0.00010608210576894547,0.15571909482594204,0.0,0.0,0.0,0.0,0.6147931110160926,0.0003828374413137076,0.00030005798634450765,0.02079812364829425,8.881469086987621e-05,0.3613108233303197,0.37682712960766995,2.1542491014017474e-07,6.965337611196333e-06,0.012605015475867709,8.359179387563055e-09,6.042114668588886e-08,2.430226618654738e-10,6.277462285445653e-10,1.513492901409164e-06,0.00018882380836397845,3.044704539424085e-07,1.617624975289727e-10,5.893135297929614e-06,7.99460953546001e-09,5.0493895706144405e-09,1.653578683833152e-13
0.00010689895056756531,0.1559331783574238,0.0,0.0,0.0,0.0,0.6129597190104781,0.00038231523871286397,0.0003002100728127753,0.02092923106673627,8.871614828139153e-05,0.3629322835384103,0.37867265920741705,2.1579984172233127e-07,7.012016520533438e-06,0.012744571537862242,8.451727804794456e-09,6.111719476676153e-08,2.4582226874178613e-10,6.349080993620412e-10,1.53379039957122e-06,0.00019213167656700918,3.0980437269016537e-07,1.6460754551144372e-10,6.000647873193906e-06,8.06101428961282e-09,5.13217620985836e-09,1.68068972769691e-13
0.00010771579536618515,0.15614617924667085,0.0,0.0,0.0,0.0,0.6111363873446708,0.000381793899092615,0.0003003579374914362,0.02105998043576188,8.861815120575156e-05,0.3645435794396406,0.38050874812373,2.1616707501739087e-07,7.058554462435808e-06,0.012884361267223641,8.544431181600069e-09,6.181423439305611e-08,2.486258637583971e-10,6.420791165656151e-10,1.5541557428826814e-06,0.00019546518503625108,3.1517963760018034e-07,1.6747477598901433e-10,6.109043103432921e-06,8.127218259993379e-09,5.215500849562015e-09,1.7079769564405745e-13
0.00010853264016480499,0.15635810732547906,0.0,0.0,0.0,0.0,0.609323023087179,0.0003812734291565211,0.00030050164293419346,0.02119037359552414,8.852069185508146e-05,0.3661448075459447,0.3823354829873176,2.1652672767659018e-07,7.104951601060464e-06,0.013024380369689977,8.637286670183923e-09,6.251223371981009e-08,2.514333188302206e-10,6.492589567840477e-10,1.5745877668706177e-06,0.00019882420325119748,3.2059603820664335e-07,1.7036407650301201e-10,6.218316670482721e-06,8.193220577027676e-09,5.299360071624644e-09,1.7354392507012785e-13
0.00010934948496342483,0.15656897230574315,0.0,0.0,0.0,0.0,0.607519534658003,0.0003807538356445755,0.0003006412518671004,0.021320412368951883,8.84237610911285e-05,0.36773606295979416,0.3841529491617758,2.168789149386874e-07,7.151208508439695e-06,0.013164624617822376,8.730291467064622e-09,6.321116001217849e-08,2.542445022929403e-10,6.564472875965502e-10,1.5950853609067192e-06,0.00020220860023903014,3.2605336331450514e-07,1.7327533420101807e-10,6.3284642396615895e-06,8.259020390859536e-09,5.3837493169107025e-09,1.7630751174493307e-13
0.0001100846452821827,0.1567578495952441,0.0,0.0,0.0,0.0,0.6059047642038324,0.0003802869559668867,0.0003007634469902305,0.02143714575875068,8.833696956465858e-05,0.3691597437517189,0.38578081361602173,2.1718959463673921e-07,7.192719872908679e-06,0.0132910334971729,8.814121159240284e-09,6.384096100068434e-08,2.5677765370395156e-10,6.62923788778741e-10,1.6135883063520096e-06,0.00020527614800614716,3.3099977160771104e-07,1.7591414612454514e-10,6.428340730261361e-06,8.31806643725322e-09,5.460150300975844e-09,1.7880949811523412e-13
0.00011081980560094055,0.15694588064981319,0.0,0.0,0.0,0.0,0.6042978551017186,0.0003798207956707105,0.000300882416437504,0.02155359486433831,8.82505942168254e-05,0.37057549003198204,0.38740129911649246,2.174944001814601e-07,7.2341181200685084e-06,0.013417618383634018,8.898067572836326e-09,6.447146472616009e-08,2.5931363162554887e-10,6.694066796028823e-10,1.6321426293714288e-06,0.00020836405050295723,3.359790028962438e-07,1.7857056920966045e-10,6.52891845991252e-06,8.3769472925376e-09,5.5369747512124015e-09,1.8132535219423876e-13
0.00011155496591969842,0.15713307186195824,0.0,0.0,0.0,0.0,0.6026987432124382,0.00037935535886973515,0.00030099820263655144,0.02166976098093424,8.81646297935932e-05,0.37198336839701585,0.3890144654375407,2.1779341166673852e-07,7.275403374746197e-06,0.01354437632786012,8.982128751955638e-09,6.510264937997126e-08,2.6185234834022126e-10,6.758957386855978e-10,1.650747513657189e-06,0.00021147221181271462,3.4099090251285497e-07,1.8124452077488265e-10,6.6301942408458945e-06,8.435662420388973e-09,5.614220309044573e-09,1.838549967430809e-13
0.00011229012623845628,0.1573194301155309,0.0,0.0,0.0,0.0,0.6011073652301097,0.00037889064985183315,0.0003011108481592816,0.021785645392923887,8.807907030053146e-05,0.3733834445743377,0.3906203715721006,2.1808670767784747e-07,7.316576029017042e-06,0.013671304421535212,9.066302767910415e-09,6.573449224851161e-08,2.6439371249053333e-10,6.823907359544773e-10,1.6694021791224912e-06,0.0002146005357257541,3.460353153180846e-07,1.839359178890788e-10,6.732164876626667e-06,8.494211326012563e-09,5.691883697538705e-09,1.863983244484434e-13
0.00011302528655721414,0.15750496198066039,0.0,0.0,0.0,0.0,0.5995236586213227,0.0003784266724727466,0.0003012203938980851,0.02190124937463133,8.799391091503117e-05,0.37477578348661034,0.39221907579065973,2.1837436565235372e-07,7.357636190296431e-06,0.013798399795988904,9.150587718304362e-09,6.636697219569565e-08,2.6693763906406565e-10,6.888914573859542e-10,1.688105816586883e-06,0.00021774892604038964,3.511120861850464e-07,1.866446776102215e-10,6.834827164344447e-06,8.552593569979015e-09,5.769962614205531e-09,1.8895525990819363e-13
0.000113760446875972,0.1576896740209213,0.0,0.0,0.0,0.0,0.5979475616603958,0.00037796343072347125,0.0003013268811200362,0.022016574189811768,8.790914578759715e-05,0.3761604492140003,0.3938106356064685,2.1865646150344377e-07,7.398584272447709e-06,0.013925659622309806,9.234981727107895e-09,6.700006717197373e-08,2.6948403937431587e-10,6.953976795730447e-10,1.7068576599679394e-06,0.00022091728629509757,3.5622105956800677e-07,1.893707167748885e-10,6.9381778934206265e-06,8.610808692071292e-09,5.848453812892065e-09,1.9152569681702615e-13
0.00011449560719472986,0.1578735726729531,0.0,0.0,0.0,0.0,0.5963790133587532,0.00037750092809343036,0.0003014303492620721,0.02213162109252862,8.782477040149056e-05,0.37753750506868167,0.39539510784385035,2.1893307029302166e-07,7.439420349390678e-06,0.014053081109709853,9.319482943573407e-09,6.763375637627988e-08,2.7203282975636174e-10,7.019091922225428e-10,1.7256569077186216e-06,0.00022410552008228802,3.6136208000788114e-07,1.921139522475547e-10,7.042213848018584e-06,8.66885629525644e-09,5.927355034573298e-09,1.9410956119617576e-13
0.00011523076751348772,0.15805666433859142,0.0,0.0,0.0,0.0,0.5948179535120979,0.0003770391683115804,0.00030153083839157393,0.022246391326480635,8.774077895923538e-05,0.3789070135446761,0.3969725485917272,2.1920426551499766e-07,7.4801448863747114e-06,0.014180661505763628,9.404089542393972e-09,6.826801825002222e-08,2.745839234984041e-10,7.084257770638216e-10,1.744502814885131e-06,0.00022731353072393394,3.6653499160970034e-07,1.9487430066537185e-10,7.1469318054979285e-06,8.726735975302024e-09,6.006662919736556e-09,1.9670674302802502e-13
0.00011596592783224558,0.15823895529212043,0.0,0.0,0.0,0.0,0.5932643226189481,0.00037657815455153604,0.0003016283865026728,0.022360886126030658,8.765716730653334e-05,0.38026903640384413,0.3985430132825674,2.1947011989705776e-07,7.520757915122492e-06,0.014308398094696785,9.488799722568323e-09,6.890283282227389e-08,2.7713724027446116e-10,7.149472323201462e-10,1.7633945889220775e-06,0.00023054122166472798,3.717396386760008e-07,1.9765167875009897e-10,7.252328539268427e-06,8.784447388515083e-09,6.086375417785764e-09,1.9931717515945702e-13
0.00011662757211912766,0.1584023376319724,0.0,0.0,0.0,0.0,0.5918723579415046,0.00037616388285612387,0.0003017136974193611,0.022463696962083474,8.758223677935496e-05,0.38148850724775196,0.3999505122755852,2.197048813452235e-07,7.557214711660556e-06,0.01442349235176476,9.565125975964109e-09,6.947462090833793e-08,2.7943705533278487e-10,7.208205283105264e-10,1.7804357986358172e-06,0.0002334628901692457,3.764508258596088e-07,2.0016581039991964e-10,7.347763282363896e-06,8.836243482712175e-09,6.158459745198856e-09,2.0167779926557532e-13
0.00011728921640600974,0.15856508108508938,0.0,0.0,0.0,0.0,0.5904863208081326,0.00037575022043559523,0.00030179668449340234,0.022566286573722744,8.750760630614711e-05,0.3827020080576488,0.4013524444138481,2.199354255944762e-07,7.59358164413067e-06,0.014538709028175027,9.641533413350266e-09,7.004682511924119e-08,2.817385441059038e-10,7.266974504708995e-10,1.7975130053317136e-06,0.00023640035078288326,3.8118747861168606e-07,2.0269360762558708e-10,7.443742857115298e-06,8.887902770388231e-09,6.2308673946497706e-09,2.0404901155118984e-13
0.00011795086069289182,0.15872718983162915,0.0,0.0,0.0,0.0,0.5891061693330301,0.0003753371696718391,0.0003018773750830419,0.02266865584084927,8.743327215708127e-05,0.38390958230338224,0.4027488487114034,2.2016180336552866e-07,7.629858989419895e-06,0.014654046218365364,9.718020771028282e-09,7.061943089829333e-08,2.840416480446864e-10,7.325778515359214e-10,1.814625681545392e-06,0.00023935353285825186,3.859494830118908e-07,2.0523500949153788e-10,7.540264901654929e-06,8.939425025191107e-09,6.303596210704022e-09,2.0643074142993777e-13
0.0001186125049797739,0.15888866839467325,0.0,0.0,0.0,0.0,0.5877318620810585,0.0003749247325421539,0.0003019557955100864,0.022770805637266005,8.735923119060992e-05,0.38511127298488407,0.4041397637617153,2.2038406452966078e-07,7.666046866080465e-06,0.014769502040311551,9.79458680090918e-09,7.119242381955978e-08,2.863463091259218e-10,7.384615860388882e-10,1.8317732720157713e-06,0.00024232236585829085,3.907367253176093e-07,2.0778995514364733e-10,7.637327052592224e-06,8.990810044156665e-09,6.376644386215057e-09,2.0882292972122491e-13
0.00011927414926665597,0.15904952107630216,0.0,0.0,0.0,0.0,0.586363358075878,0.000374512911171433,0.0003020319721642542,0.022872736830581577,8.728547993652978e-05,0.38630712262379324,0.4055252277281698,2.2060225796976179e-07,7.702145526912315e-06,0.014885074634508078,9.871230269837566e-09,7.176578938264566e-08,2.8865246902690734e-10,7.443485076136952e-10,1.8489552497274173e-06,0.0002453067791194145,3.955490915822716e-07,2.1035838362274958e-10,7.734926943858561e-06,9.04205762357108e-09,6.450009731192344e-09,2.112255047070415e-13
0.00011993579355353805,0.15920975217237737,0.0,0.0,0.0,0.0,0.5850006167723395,0.0003741017074765856,0.00030210593075709195,0.02297445028249963,8.721201524352922e-05,0.3874971732920684,0.40690527837135493,2.20816432280129e-07,7.738155137715448e-06,0.015000762163626846,9.947949959365282e-09,7.23395138596901e-08,2.909600725321827e-10,7.50238477729415e-10,1.8661710833047238e-06,0.0002483067020496337,4.0038646797462824e-07,2.1294023402208232e-10,7.833062208228387e-06,9.093167599951017e-09,6.523690447482647e-09,2.1363840750129655e-13
0.00012059743784042013,0.15936936593954565,0.0,0.0,0.0,0.0,0.5836435980703713,0.0003736911234078849,0.0003021776968470392,0.023075946848667348,8.713883386211029e-05,0.38868146659766717,0.408279953035068,2.2102663526246333e-07,7.774075910930992e-06,0.015116562812501368,1.0024744665740925e-08,7.291358321796685e-08,2.932690632000773e-10,7.561313548741557e-10,1.8834202492999552e-06,0.0002513220639922154,4.0524874055905915e-07,2.155354453796555e-10,7.93173047654235e-06,9.144139804287675e-09,6.59768450346009e-09,2.1606157157212393e-13
0.0001212590821273022,0.15952836657207548,0.0,0.0,0.0,0.0,0.5822922622905813,0.000373281160779535,0.0003022472955027907,0.02317722737894254,8.706593270042723e-05,0.38986004370982863,0.40964928866991485,2.212329139778159e-07,7.809908030881444e-06,0.015232474787398932,1.0101613199427195e-08,7.34879836158402e-08,2.9557938535751524e-10,7.62026999593369e-10,1.900702222650537e-06,0.00025435279433595965,4.101357954732923e-07,2.1814395676635726e-10,8.030929378734113e-06,9.194974082666265e-09,6.671989945227004e-09,2.1849493293310762e-13
0.00012192072641418428,0.1596867582357025,0.0,0.0,0.0,0.0,0.5809465701792226,0.00037287182137395506,0.0003023147515186146,0.023278292717336894,8.699330865506926e-05,0.39103294535399596,0.41101332182822053,2.2143531484401412e-07,7.84565170596375e-06,0.015348496315949514,1.0178554385053736e-08,7.406270150406094e-08,2.97890984507439e-10,7.679252753074087e-10,1.918016487354801e-06,0.0002573988224506697,4.150475188244063e-07,2.2076570723508624e-10,8.130656543492012e-06,9.245670295701344e-09,6.746604818504444e-09,2.209384275853403e-13
0.00012258237070106635,0.1598445450397705,0.0,0.0,0.0,0.0,0.5796064828936349,0.0003724631068766658,0.00030238008929296483,0.02337914370216996,8.692095871606563e-05,0.39220021182690434,0.41237208867799874,2.2163388374500027e-07,7.881307128253493e-06,0.015464625646640098,1.0255567061081781e-08,7.46377235227922e-08,3.0020380691463604e-10,7.738260474310695e-10,1.9353625299248995e-06,0.0002604600777398552,4.1998379677378126e-07,2.2340063586320995e-10,8.23090959888119e-06,9.296228319960827e-09,6.821527225076369e-09,2.233919933658694e-13
0.0001239056592748305,0.16015832028198884,0.0,0.0,0.0,0.0,0.5769429699388317,0.0003716475590472768,0.0003025045059222265,0.023580205929571493,8.677706918366878e-05,0.3945179978287174,0.4150739657768852,2.2201970564228368e-07,7.952354035120711e-06,0.015697200834937794,1.0409802322109683e-08,7.578862676641895e-08,3.048329075815492e-10,7.856345454528447e-10,1.9701479200075405e-06,0.0002666279875545037,4.299295612720054e-07,2.2870978397505278e-10,8.432983890545635e-06,9.396929357585355e-09,6.972286842807451e-09,2.2832908303075267e-13
0.00012522894784859466,0.16046972430589057,0.0,0.0,0.0,0.0,0.5743014207471815,0.00037083452965621164,0.000302620733873017,0.023780420655410667,8.663424123034014e-05,0.3968137156819888,0.4177552017716949,2.223907334210514e-07,8.023050295223006e-06,0.015930186747349768,1.056430996021555e-08,7.694058854137024e-08,3.0946626581585323e-10,7.974514394967654e-10,2.005054355792483e-06,0.0002728559595059953,4.399721790614308e-07,2.34070914089436e-10,8.637133271735248e-06,9.497076426425938e-09,7.124253380610279e-09,2.333056970239176e-13
0.0001265522364223588,0.16077878875348958,0.0,0.0,0.0,0.0,0.5716815383328072,0.00037002402995816095,0.00030272895742048083,0.023979794394040556,8.649245192428329e-05,0.39908767341581214,0.42041607314553914,2.2274731269762538e-07,8.093397615182985e-06,0.016163570066784903,1.0719081143996252e-08,7.809350701501078e-08,3.1410347203183815e-10,8.092757047321322e-10,2.040077895330198e-06,0.0002791434298360842,4.501107410666077e-07,2.394835395951819e-10,8.843338761155287e-06,9.596668884169949e-09,7.277411547987527e-09,2.3832133461076344e-13
0.00012787552499612297,0.1610855440420075,0.0,0.0,0.0,0.0,0.5690830325715568,0.00036921607024976137,0.0003028293546357501,0.024178333562866344,8.635167998028744e-05,0.4013401719039927,0.42305684996741416,2.2308977780690704e-07,8.163397547158992e-06,0.016397337823253595,1.0874107272233586e-08,7.924728197823439e-08,3.1874412317386474e-10,8.211063350000787e-10,2.0752146337432846e-06,0.00028548983563292277,4.603443395763457e-07,2.4494717455772586e-10,9.051581385501462e-06,9.695706316216823e-09,7.431746058548484e-09,2.433754951911809e-13
0.00012919881356988712,0.16139002074221306,0.0,0.0,0.0,0.0,0.5665056186274976,0.00036841065974561947,0.0003029220995157078,0.024376044503879,8.62119042911941e-05,0.4035715065047465,0.42567779736471306,2.2341845602771164e-07,8.233051701577248e-06,0.016631477314557015,1.1029379921298312e-08,8.040181613811011e-08,3.233878279155783e-10,8.32942352908986e-10,2.110460740554474e-06,0.00029189461482042684,4.7067206822666597e-07,2.504613337215661e-10,9.261842183520479e-06,9.794188421069751e-09,7.5872421046773e-09,2.4846769384401463e-13
0.00013052210214365128,0.1616922480229771,0.0,0.0,0.0,0.0,0.5639490173587814,0.0003676078069081342,0.00030300736119291937,0.024572933477331152,8.607310470460289e-05,0.4057819666380306,0.4282791751439814,2.237336646185409e-07,8.302361689079389e-06,0.016865976126582503,1.118489085860929e-08,8.155701386802827e-08,3.280342016328076e-10,8.447827993357473e-10,2.1458124403972738e-06,0.0002983572063511157,4.810930223118533e-07,2.5602553267751807e-10,9.474102212801138e-06,9.892115067697206e-09,7.743884597465624e-09,2.5359743643632407e-13
0.00013184539071741543,0.16199225512077092,0.0,0.0,0.0,0.0,0.5614129557881644,0.0003668075192326809,0.0003030853040209386,0.024769006654340734,8.59352615810509e-05,0.4079718352940902,0.4308612373524207,2.240357129377732e-07,8.371329117265814e-06,0.017100822157340836,1.134063205857414e-08,8.271278170227852e-08,3.3268286839283796e-10,8.566267373827916e-10,2.1812660218251503e-06,0.000304877050497011,4.916062992534083e-07,2.6163928810874017e-10,9.688342557650277e-06,9.989486281639906e-09,7.901658738359922e-09,2.5876423834373495e-13
0.0001331686792911796,0.16229007019901648,0.0,0.0,0.0,0.0,0.5588971666364466,0.0003660098035653294,0.0003031560883751976,0.024964270122998393,8.579835529190676e-05,0.4101413895198292,0.4334242327140751,2.2432490224522277e-07,8.439955765357613e-06,0.017336003592900356,1.1496595686629604e-08,8.386902878272313e-08,3.373334627509866e-10,8.684732561408756e-10,2.2168178588569647e-06,0.00031145358885712636,5.022109986123063e-07,2.673021178070555e-10,9.904544333083282e-06,1.0086302222533082e-08,8.060549693624382e-09,2.639676137897141e-13
0.00013449196786494375,0.16258572123161766,0.0,0.0,0.0,0.0,0.5564013874629284,0.0003652146660881412,0.0003032198697942671,0.02515872989990062,8.566236817859832e-05,0.41229090131638746,0.4359684054345024,2.2460152583264933e-07,8.508243088154251e-06,0.017571508864659316,1.1652774070906191e-08,8.502566596834748e-08,3.419856261690991e-10,8.803214640987658e-10,2.2524643454872703e-06,0.000318086264561135,5.129062224172379e-07,2.730135408485933e-10,1.0122688691644265e-05,1.0182563224582573e-08,8.220543209030524e-09,2.692070959754923e-13
0.0001358152564387079,0.16287923534772036,0.0,0.0,0.0,0.0,0.5539253608244784,0.00036442211222897935,0.0003032768006576437,0.02535239192775711,8.552728204589754e-05,0.4144206374713617,0.43849399505244585,2.248658694520927e-07,8.576192813110275e-06,0.01780732665690725,1.1809159707242547e-08,8.618260602063454e-08,3.4663900776113273e-10,8.921704882725305e-10,2.288201953715916e-06,0.0003247745222682469,5.23691075163119e-07,2.7877307759711056e-10,1.034275682496585e-05,1.0278269683428369e-08,8.381624620510229e-09,2.7448220468083446e-13
0.00013713854501247206,0.16317063934990655,0.0,0.0,0.0,0.0,0.5514688342963616,0.00036363214668722076,0.0003033270291477476,0.02554526207462642,8.539307955375081e-05,0.41653085953812236,0.44100123642088795,2.2511821155911998e-07,8.643806604547159e-06,0.018043445908167213,1.1965745260075622e-08,8.733976380412762e-08,3.5129326509986727e-10,9.040194777121972e-10,2.3240272227457176e-06,0.00033151780830008304,5.345646640251356e-07,2.8458024981908163e-10,1.0564729968419958e-05,1.037342214448258e-08,8.543779505450691e-09,2.797924675927033e-13
0.0001384618335862362,0.16345995946187317,0.0,0.0,0.0,0.0,0.5490315603728994,0.0003628447735256626,0.00030337069971950404,0.02573734613488836,8.525974381464032e-05,0.4186218239390598,0.44349035980030016,2.2535882343788172e-07,8.71108613840983e-06,0.01827985580600656,1.212252355899935e-08,8.849705613092548e-08,3.5594806359143064e-10,9.158676013690587e-10,2.3599367437338296e-06,0.00033831557075575023,5.455260990444164e-07,2.9043458078388306e-10,1.0788589405307288e-05,1.046802125681583e-08,8.706993581810751e-09,2.8513741700152003e-13
0.00013978512216000037,0.16374722145385232,0.0,0.0,0.0,0.0,0.5466132962172973,0.00036205999606962795,0.00030340795260061385,0.025928649832055565,8.512725913303252e-05,0.4206937822267939,0.44596159109389855,2.255879694528046e-07,8.778032923218477e-06,0.018516545774854384,1.2279487590685632e-08,8.965440167145395e-08,3.606030761164215e-10,9.277140481882854e-10,2.3959271457641854e-06,0.00034516725975026097,5.565744935123475e-07,2.9633559546801993e-10,1.1014316474304167e-05,1.0562067817735729e-08,8.87125303089053e-09,2.90516600371235e-13
0.00014110841073376452,0.16403245055270677,0.0,0.0,0.0,0.0,0.544213803583598,0.000361277817077792,0.00030343892526362234,0.02611917881972214,8.499560924293547e-05,0.4227469811643933,0.4484151519203678,2.2580590721784548e-07,8.844648721326168e-06,0.018753505471370856,1.243663049581343e-08,9.081172083471168e-08,3.652579825482199e-10,9.395580238601542e-10,2.431995136466791e-06,0.0003520723273781606,5.677089639122438e-07,3.0228282052997055e-10,1.1241892570577996e-05,1.0655562663882253e-08,9.03654360712311e-09,2.959295511867383e-13
0.00014243169930752868,0.1643156714927335,0.0,0.0,0.0,0.0,0.5418328492996143,0.00036049823881678157,0.00030346375106083637,0.02630893867372404,8.486477886656537e-05,0.42478166222273833,0.4508512591634144,2.2601288767859228e-07,8.910935187696621e-06,0.018990724809037716,1.2593945585376305e-08,9.196893597014879e-08,3.6991247056499244e-10,9.51398754732943e-10,2.468137479678344e-06,0.0003590302280829936,5.789286305148382e-07,3.0827578462649056e-10,1.1471299157269321e-05,1.0748506793651866e-08,9.202851437284819e-09,3.0137581512643403e-13
0.00014375498788129283,0.16459690862160106,0.0,0.0,0.0,0.0,0.5394702036869703,0.0003597212630015759,0.00030348256025819476,0.026497934915822353,8.473475359729856e-05,0.4267980632284104,0.4532701264474162,2.262091558135829e-07,8.97689385128629e-06,0.019228193878510096,1.2751426287862658e-08,9.312597117374546e-08,3.745662348697022e-10,9.632354852937967e-10,2.504350965065194e-06,0.0003660404181483672,5.902326165577489e-07,3.1431401797948753e-10,1.1702517750691425e-05,1.0840901272758511e-08,9.370163053841015e-09,3.0685495115427e-13
0.000145078276455057,0.16487618583005892,0.0,0.0,0.0,0.0,0.5371256413255991,0.0003589468908120269,0.000303495480575693,0.026686173001569488,8.460551847926228e-05,0.4287964175652818,0.45567196342422794,2.2639495059025942e-07,9.042526515907729e-06,0.019465902985730466,1.2909066174531525e-08,9.428275197067574e-08,3.792189759137394e-10,9.750674740809956e-10,2.5406324747123273e-06,0.00037310235607638343,6.01620048855873e-07,3.2039705270536884e-10,1.1935529934080213e-05,1.0932747230679962e-08,9.538464366474308e-09,3.123664978392612e-13
0.00014640156502882115,0.16515352654716262,0.0,0.0,0.0,0.0,0.5347989411283901,0.0003581751228455394,0.00030350263582132016,0.026873658318718942,8.447705987706618e-05,0.43077695409782246,0.4580569757042301,2.265705049189464e-07,9.107834724059917e-06,0.019703842656294625,1.30668589623079e-08,9.543920611912933e-08,3.8387040313000683e-10,9.868940029602314e-10,2.576978916798469e-06,0.00038021550284567557,6.130900582171701e-07,3.265244230312479e-10,1.2170317363836815e-05,1.102404590956857e-08,9.707742203433832e-09,3.1791002383170005e-13
0.0001477248536025853,0.1654289539229598,0.0,0.0,0.0,0.0,0.5324898858193338,0.00035740595909428894,0.00030350414704865533,0.02706039619490148,8.434936421568901e-05,0.4327398977146382,0.4604253653438695,2.2673604586544197e-07,9.172820109980653e-06,0.01994200360874997,1.322479849607517e-08,9.659526264529503e-08,3.885202310514868e-10,9.987143667936864e-10,2.6133872540980927e-06,0.00038737932172968394,6.246417791498654e-07,3.3269566514284507e-10,1.2406861765191526e-05,1.1114798613594693e-08,9.87798316728725e-09,3.23485090391258e-13
0.00014904814217634946,0.16570249039397542,0.0,0.0,0.0,0.0,0.5301982623619189,0.0003566393991813509,0.00030350013226563936,0.02724639189042234,8.422241820402484e-05,0.43468546888176135,0.46277733044612085,2.2689179455736402e-07,9.237484349007165e-06,0.020180376775986483,1.3382878762860809e-08,9.775085180553965e-08,3.931681791591163e-10,1.0105278734182354e-09,2.6498545048128217e-06,0.0003945932786565757,6.362743504428195e-07,3.389103174965747e-10,1.2645144944865989e-05,1.1205006735487116e-08,1.0049173691565195e-08,3.2909125324197e-13
0.0001503714307501136,0.16597415812072178,0.0,0.0,0.0,0.0,0.5279238614049624,0.00035587544240331685,0.00030349070657248716,0.027431650606686005,8.40962092519435e-05,0.4366138842209672,0.4651130656777127,2.270379671471613e-07,9.301829012582177e-06,0.02041895327730399,1.3541093873312411e-08,9.890590577551876e-08,3.9781397465349055e-10,1.022333850303056e-09,2.686377726514645e-06,0.00040185684200825107,6.479869148413489e-07,3.4516792064841783e-10,1.2885148785215943e-05,1.1294671747468612e-08,1.022130073971578e-08,3.347280854616434e-13
0.00015169471932387777,0.16624397910932906,0.0,0.0,0.0,0.0,0.5256664775083787,0.0003551140875311192,0.0003034759825415401,0.027616177482094047,8.397072462788344e-05,0.43852535627365674,0.4674327620594553,2.2717477481071995e-07,9.365855792445741e-06,0.020657724429653274,1.3699438069152382e-08,1.0006035894480925e-07,4.0245735363991927e-10,1.0341316464683149e-09,2.7229540512576063e-06,0.0004091694829032402,6.597786195034829e-07,3.5146801749760447e-10,1.3126855253553187e-05,1.1383795177236187e-08,1.0394351437329703e-08,3.4039516543794765e-13
0.00015301800789764192,0.1665119746377286,0.0,0.0,0.0,0.0,0.5234259089462329,0.00035435533292722246,0.0003034560696989862,0.02779997759479331,8.384595238607848e-05,0.4404200937070058,0.46973660715021515,2.2730242292687846e-07,9.429566279766105e-06,0.020896681737783473,1.3857905716644087e-08,1.0121414627881663e-07,4.0709805453978167e-10,1.0459206182214137e-09,2.7595806406581754e-06,0.00041653067522151105,6.716486160399355e-07,3.5781015330741393e-10,1.3370246402753723e-05,1.1472378637282135e-08,1.0568312787171831e-08,3.460920675362496e-13
