Time (s),Volume (m^3),Ar,He,Ne,N2,ethane(1),CH3(4),C2H5(5),CH4(3),H(6),C2H4(9),H2(11),C3H7(16),C2H3(14),C#C(26),C2H2(30),C4H7(28),C4H7(40)
7.412238579419255e-06,0.11597189600072658,0.0,0.0,0.0,0.0,0.9660858936051628,0.0004426231605898517,0.0001994521800868617,0.0014926961221356518,0.00011412478616770088,0.03267203378691905,0.032118032270169405,3.0234277855907315e-08,3.544374336015823e-07,7.455956376505795e-05,4.944504356007789e-11,6.894310518093187e-10,2.7729920522726127e-12
7.498617813939469e-06,0.116029990539245,0.0,0.0,0.0,0.0,0.9655599434763394,0.00044251482562464886,0.00019980370537841952,0.0015138531926844239,0.00011409657576160101,0.033184718135369676,0.03262510371775533,3.068594295116509e-08,3.605785634673816e-07,7.694258534966953e-05,5.102537381588211e-11,7.120883623626232e-10,2.8641230564725327e-12
7.584997048459682e-06,0.11608801288215762,0.0,0.0,0.0,0.0,0.9650346805094844,0.0004424111942749105,0.00020014863568906251,0.0015349964632665944,0.00011406524326226836,0.03369669117430907,0.033131539602356985,3.113661695588081e-08,3.667194618565421e-07,7.93608986491596e-05,5.262910823782752e-11,7.35083987470888e-10,2.9566148113937346e-12
7.662738359527874e-06,0.11614017017469594,0.0,0.0,0.0,0.0,0.9645625407817503,0.000442321808013449,0.00020045379503776117,0.001554013661917377,0.00011403460039635644,0.03415684913619388,0.033586778662170365,3.154137210783439e-08,3.7224616629327693e-07,8.15674215174919e-05,5.4092391236661784e-11,7.560682419293573e-10,3.0410165404182406e-12
7.740479670596065e-06,0.11619226706579514,0.0,0.0,0.0,0.0,0.9640909743322569,0.00044223596937966006,0.00020075426159626446,0.0015730197889417576,0.00011400183403521265,0.03461641393608196,0.03404148548945789,3.194531794512748e-08,3.777728598913719e-07,8.380228359092697e-05,5.5574467753588126e-11,7.773245675541238e-10,3.126512579351687e-12
7.818220981664256e-06,0.1162443027791747,0.0,0.0,0.0,0.0,0.9636199878925843,0.00044215355188059676,0.00020105031195540225,0.0015920149017553554,0.00011396711570147774,0.035075378715109004,0.034495653019610745,3.234845109233776e-08,3.8329962870742654e-07,8.606537002242795e-05,5.7075261626226856e-11,7.988520689369455e-10,3.2130993267335247e-12
7.895962292732447e-06,0.11629627660982758,0.0,0.0,0.0,0.0,0.9631495875255712,0.00044207442877227803,0.00020134220468078824,0.0016109990611162693,0.00011393060506761441,0.03553373729823647,0.03494927486987709,3.27507684592629e-08,3.888265591121851e-07,8.83565673595076e-05,5.859469761701954e-11,8.206498709358489e-10,3.300773262614998e-12
7.973703603800638e-06,0.11634818792781261,0.0,0.0,0.0,0.0,0.9626797786724689,0.0004419984736403704,0.00020163018141477996,0.0016299723305144929,0.00011389245071881644,0.03599148414602724,0.03540234529157846,3.315226716826684e-08,3.943537373141661e-07,9.067576352765487e-05,6.013270140223078e-11,8.427171159936598e-10,3.389530937775947e-12
8.051444914868829e-06,0.11640003616663028,0.0,0.0,0.0,0.0,0.9622105661955626,0.00044192556086212245,0.00020191446791434668,0.0016489347756619293,0.00011385279082610726,0.03644861431103264,0.03585485912689119,3.355294436297736e-08,3.998812488833556e-07,9.302284780923042e-05,6.168919955795334e-11,8.650529641576784e-10,3.4793689738039725e-12
8.12918622593702e-06,0.1164518208193476,0.0,0.0,0.0,0.0,0.9617419544196217,0.000441855566060572,0.0002021952750302258,0.0016678864639930399,0.00011381175382704958,0.03690512339540669,0.03630681176681721,3.3952797300084766e-08,4.0540917828698393e-07,9.539771082263222e-05,6.326411954629156e-11,8.876565919114905e-10,3.5702840583958654e-12
8.20692753700521e-06,0.11650354143566902,0.0,0.0,0.0,0.0,0.9612739471719901,0.00044178836654122606,0.00020247279965254647,0.0016868274641837246,0.00011376945908558608,0.0373610075099136,0.03675819911053268,3.435182334141629e-08,4.1093760854675956e-07,9.780024450142696e-05,6.485738970152214e-11,9.105271905198794e-10,3.662272938700532e-12
8.284668848073401e-06,0.11655519761791204,0.0,0.0,0.0,0.0,0.9608065478197128,0.0004417238416565957,0.00020274722560982163,0.0017057578457322423,0.00011372601749604928,0.037816263235953634,0.037209017527724327,3.475001994184582e-08,4.1646662087887365e-07,0.00010023034207126665,6.64689392147861e-11,9.33663965076395e-10,3.755332417488201e-12
8.440151470209785e-06,0.11665831532818338,0.0,0.0,0.0,0.0,0.9598735841604752,0.0004416023449014954,0.00020328745628680163,0.0017435870331166778,0.00011363609821812333,0.038724878004464204,0.0381089352182705,3.5543915151101314e-08,4.275267058282947e-07,0.00010517280808462241,6.974659725654115e-11,9.807329254101872e-10,3.944650634997505e-12
8.595634092346169e-06,0.11676117166960939,0.0,0.0,0.0,0.0,0.9589430823981582,0.0004414901611576762,0.00020381720665155981,0.0017813745863592542,0.00011354273414639403,0.039630948511103894,0.039006543961391305,3.633446465531675e-08,4.3859003779601196e-07,0.00011022427950553889,7.309654367210354e-11,1.0288573528328904e-09,4.138214095068971e-12
8.751116714482552e-06,0.11686376495968125,0.0,0.0,0.0,0.0,0.9580150560688718,0.00044138642241773105,0.000204337555539877,0.0018191210603464543,0.00011344656043152067,0.04053446110736953,0.039901828432979174,3.7121651915072944e-08,4.496571803610767e-07,0.00011538394592575097,7.651824102824792e-11,1.0780312894474037e-09,4.335998834171061e-12
8.906599336618936e-06,0.11696609409525108,0.0,0.0,0.0,0.0,0.9570895140763481,0.00044129031088498106,0.00020484944106413417,0.0018568269985087121,0.00011334812266698574,0.0414354068804833,0.04079477806081284,3.790546211311764e-08,4.607286511279295e-07,0.00012065101497846573,8.001116385620772e-11,1.1282489108426133e-09,4.537981425672495e-12
9.06208195875532e-06,0.11706815835231914,0.0,0.0,0.0,0.0,0.9561664613741627,0.0004412010608937635,0.000205353678336878,0.0018944929282974715,0.00011324788859693525,0.04233378095565993,0.041685386330272856,3.868588228526919e-08,4.7180492152729954e-07,0.0001260247114279441,8.357479804791907e-11,1.1795045048047507e-09,4.744138894216098e-12
9.217564580891703e-06,0.11716995743497062,0.0,0.0,0.0,0.0,0.9552458995596218,0.00044111795957590906,0.0002058509750915547,0.0019321193579164282,0.00011314625849907679,0.04322958188879925,0.04257365017948973,3.946290125572608e-08,4.828864149036668e-07,0.00013150427627213425,8.720864026092026e-11,1.231792454912981e-09,4.954448649737943e-12
9.373047203028087e-06,0.1172714913525016,0.0,0.0,0.0,0.0,0.9543278273887582,0.0004410403465036085,0.000206341945530817,0.0019697067741086586,0.0001130435742305226,0.04412281113979932,0.04345956947441896,4.0236509703443185e-08,4.939735079355634e-07,0.00013708896586876347,9.091219733880733e-11,1.2851072143439869e-09,5.168888382105624e-12
9.52852982516447e-06,0.11737276039199378,0.0,0.0,0.0,0.0,0.9534122412191705,0.0004409676124983717,0.00020682712243434118,0.002007255640841518,0.0001129401271349767,0.04501347261970187,0.04434314655706544,4.100670013782175e-08,5.050665316604017e-07,0.0001427780510950792,9.468498575400454e-11,1.3394433032327047e-09,5.3874360505024186e-12
9.684012447300854e-06,0.11747376507244975,0.0,0.0,0.0,0.0,0.9524991353896494,0.00044089919782948014,0.0002073069677462053,0.0020447663986981317,0.00011283616490177854,0.045901572302482534,0.04522438585784394,4.1773466873863056e-08,5.161657734347486e-07,0.00014857081654737222,9.852653107691679e-11,1.3947952880508271e-09,5.6100698004851516e-12
9.839495069437238e-06,0.11757450610620378,0.0,0.0,0.0,0.0,0.9515885025464851,0.0004408345900121756,0.00020778188183812982,0.00208223946478851,0.00011273189754441926,0.046787117891379584,0.046103293562082905,4.2536806002993716e-08,5.272714789299431e-07,0.00015446655978359203,1.0243636747365906e-10,1.4511577750171612e-09,5.836767937479091e-12
9.994977691573621e-06,0.11767498436772877,0.0,0.0,0.0,0.0,0.9506803339245229,0.00044077332135125777,0.00020825221164549117,0.0021196752330450356,0.00011262750260258602,0.047670118531494554,0.04697987732252414,4.329671534553424e-08,5.383838548274564e-07,0.00016046459061134236,1.0641403723388035e-10,1.5085254012289002e-09,6.067508891107096e-12
9.999999999999997e-06,0.1177752008666486,0.0,0.0,0.0,0.0,0.9506510397696497,0.00044077139304169474,0.00020826733104198144,0.0021208838436753475,0.00011262413012977947,0.047698598383578164,0.047008153568369807,4.332120429824502e-08,5.387429135026928e-07,0.0001606600331679324,1.0654364743016964e-10,1.5103951543638639e-09,6.075029310723369e-12
1.0150460313710005e-05,0.1177752008666486,0.0,0.0,0.0,0.0,0.949774619588583,0.0004407149663193251,0.0002087182577821087,0.0021570740748161946,0.00011252312967754377,0.04855058456293254,0.04785414601212918,4.40531943937144e-08,5.495030713362195e-07,0.00016656423042254217,1.1045909032953425e-10,1.5668928290133296e-09,6.302271192471057e-12
1.0305942935846389e-05,0.11787515672434716,0.0,0.0,0.0,0.0,0.9488713486399248,0.0004406591388413741,0.00020918028075299626,0.002194436339688672,0.00011241890436033543,0.049428527309688775,0.048726109512463374,4.480624424733861e-08,5.606292649931199e-07,0.00017276481157461678,1.1457108400450678e-10,1.6262547381641624e-09,6.541033442925478e-12
1.0461425557982772e-05,0.11797485315363554,0.0,0.0,0.0,0.0,0.9479705093924112,0.0004406054895555085,0.00020963850636230896,0.0022317623564692937,0.0001123149316375329,0.05030395889952574,0.04959577853294019,4.555586754319819e-08,5.717625412920396e-07,0.00017906567681700745,1.187495823942976e-10,1.6866058246295852e-09,6.783774308800442e-12
1.0616908180119156e-05,0.11807429144162222,0.0,0.0,0.0,0.0,0.9470720895228433,0.00044055370310880723,0.00021009313043056162,0.00226905243426635,0.00011221129883583562,0.05117689211026038,0.05046316445639872,4.630206837892881e-08,5.829029774850234e-07,0.00018546617876150922,1.2299415617476675e-10,1.7479407957539211e-09,7.030472502263051e-12
1.077239080225554e-05,0.11817347293517498,0.0,0.0,0.0,0.0,0.9461760761991646,0.0004405034955271559,0.00021054432289941221,0.0023063068636268967,0.00011210807817742771,0.05204734023868597,0.05132827920725976,4.7044852232826614e-08,5.940506250811617e-07,0.00019196567939445088,1.2730438223862938e-10,1.8102543693159426e-09,7.281106777449222e-12
1.0927873424391923e-05,0.11827239902862063,0.0,0.0,0.0,0.0,0.9452824561895055,0.0004404546116825638,0.00021099223140639607,0.0023435259177003276,0.0001120053289851545,0.05291531698908351,0.05219113513924736,4.778422588130433e-08,6.052055124143952e-07,0.00019856354962842292,1.3167984339817742e-10,1.8735412705504724e-09,7.535655918484251e-12
1.1083356046528307e-05,0.11837107115313686,0.0,0.0,0.0,0.0,0.9443912159545951,0.0004404068228748069,0.00021143698438399203,0.0023807098534050163,0.00011190309958961125,0.053780836378746436,0.05305174494010681,4.852019731570501e-08,6.163676469014787e-07,0.0002052591688909522,1.3612012811250312e-10,1.937796233330088e-09,7.794098744235694e-12
1.123883866866469e-05,0.11846949076780178,0.0,0.0,0.0,0.0,0.9435023417258908,0.0004403599245416305,0.00021187869375166563,0.00241785891257742,0.00011180142896722835,0.054643912658103734,0.053910121550930216,4.9252775658991006e-08,6.275370173784733e-07,0.00021205192474775512,1.406248302376534e-10,2.0030139978260198e-09,8.056414098905269e-12
1.1394321290801074e-05,0.11856765935198804,0.0,0.0,0.0,0.0,0.9426158195715025,0.000440313734106725,0.0002123174572433382,0.002454973323087683,0.00011170034815633464,0.05550456024332892,0.05476627809797664,4.998197108315028e-08,6.387135960586109e-07,0.00021894121255800958,1.4519354879801856e-10,2.0691893126132695e-09,8.322580860495819e-12
1.1549803912937458e-05,0.11866557839905843,0.0,0.0,0.0,0.0,0.9417316354516974,0.0004402680889691851,0.00021275336042793672,0.002492053299910801,0.00011159988146976178,0.056362793659597996,0.05562022783517134,5.0707794727824436e-08,6.498973405801325e-07,0.00022592643515923606,1.4982588777735621e-10,2.1363169327750686e-09,8.592577933187299e-12
1.1705286535073841e-05,0.11876324941098397,0.0,0.0,0.0,0.0,0.9408497752654382,0.0004402228446335724,0.0002131864784497361,0.0025290990461470293,0.00011150004754318811,0.057218627493521676,0.05647198409579969,5.143025862130061e-08,6.610881956190857e-07,0.00023300700257911802,1.5452145592768057e-10,2.204391623317721e-09,8.86638426107164e-12
1.1860769157210225e-05,0.11886067389390856,0.0,0.0,0.0,0.0,0.9399702248892572,0.00044017787297830443,0.0002136168775381047,0.002566110753986883,0.00011140086022615452,0.05807207635340788,0.05732156025207237,5.214937560403132e-08,6.722860946921481e-07,0.00024018233177210144,1.5927986659458467e-10,2.2734081567611317e-09,9.143978818461643e-12
1.2171734401482992e-05,0.11905478929843084,0.0,0.0,0.0,0.0,0.9382179971348513,0.00044008830797124854,0.00021446974635372815,0.0026400327739209365,0.00011120446114216429,0.05977187751525939,0.059014225753547075,5.357762388126588e-08,6.947027096735938e-07,0.0002548149765478375,1.6898369091247913e-10,2.4142458970325685e-09,9.710448738629708e-12
1.2451603121328482e-05,0.11922866510788628,0.0,0.0,0.0,0.0,0.9366487505868504,0.0004400076283396756,0.00021522855344976752,0.0027064479159570726,0.00011102997918364465,0.06129368789558319,0.06053030262313201,5.485174385834869e-08,7.14900904552496e-07,0.0002683027267162926,1.7792826396606378e-10,2.5441687563858798e-09,1.0233017417018868e-11
1.2731471841173972e-05,0.11940176542002955,0.0,0.0,0.0,0.0,0.9350867700303497,0.0004399264326060036,0.00021597929325362035,0.0027727553534088603,0.00011085765926403538,0.06280799619662393,0.06203952268794361,5.6115249276033783e-08,7.351205162111971e-07,0.000282088730644744,1.8707062792359525e-10,2.677062440083274e-09,1.0767535184187353e-11
1.3011340561019462e-05,0.11957409886160426,0.0,0.0,0.0,0.0,0.9335319754432417,0.000439844383646116,0.00021672216418117707,0.002838955918483293,0.00011068748797208897,0.06431488517240459,0.06354196203623923,5.736823551736895e-08,7.55360913629672e-07,0.00029616981101065906,1.9640867570151152e-10,2.812896942455558e-09,1.1313881352957897e-11
1.3291209280864952e-05,0.11974567381559612,0.0,0.0,0.0,0.0,0.9319842880099733,0.0004397612201648919,0.00021745733662953715,0.0029050503857988128,0.00011051943957635164,0.06581443633123818,0.06503769564762713,5.86108015270436e-08,7.756214362985628e-07,0.00031054284856955525,2.0594033873149827e-10,2.9516424395705358e-09,1.1871935967125815e-11
1.3571078000710441e-05,0.11991649861840102,0.0,0.0,0.0,0.0,0.9304436302349155,0.00043967674234001363,0.00021818496025352533,0.002971039481384694,0.00011035348026037316,0.06730672982014607,0.06652679726973056,5.984304909872604e-08,7.959014006334253e-07,0.00032520477976285585,2.156635853741036e-10,3.0932693210715503e-09,1.2441579929518533e-11
1.3850946720555931e-05,0.1200865814084176,0.0,0.0,0.0,0.0,0.9289099260096363,0.0004395907999446928,0.00021890516952139538,0.003036923890255828,0.00011018957112061021,0.06879184435625375,0.06800933934292742,6.106508208435866e-08,8.162001102730921e-07,0.00034015259463682636,2.2557641953864993e-10,3.237748170600375e-09,1.3022694923253472e-11
1.4130815440401421e-05,0.12025593019945023,0.0,0.0,0.0,0.0,0.9273831006431512,0.0004395032825210608,0.00021961808785675658,0.003102704262802401,0.00011002767023030918,0.07026985719596884,0.06948539296366157,6.227700563000384e-08,8.365168671532535e-07,0.00035538333497903596,2.3567687944740144e-10,3.3850498173870126e-09,1.361516361923926e-11
1.4410684160246911e-05,0.12042455284428558,0.0,0.0,0.0,0.0,0.9258630808642649,0.0004394141114014673,0.0002203238303956646,0.003168381220086399,0.00010986773418737897,0.07174084413286681,0.0709550278770001,6.347892580042143e-08,8.568509734716803e-07,0.00037089409267482385,2.4596303654563125e-10,3.5351453574364314e-09,1.421886976139257e-11
1.4690552880092401e-05,0.12059245704682388,0.0,0.0,0.0,0.0,0.9243497948080107,0.0004393232332219288,0.00022102250603235754,0.0032339553582240404,0.00010970971912955628,0.07320487951174741,0.0724183124860341,6.467094913176431e-08,8.772017359111439e-07,0.0003866820082144097,2.5643299451159003e-10,3.6880060933718025e-09,1.4833697924679206e-11
1.497042159993789e-05,0.12075965036098049,0.0,0.0,0.0,0.0,0.9228431719929108,0.00043923061464676825,0.00022171421900328778,0.003299427252008139,0.00010955358137986572,0.07466203625199648,0.07387531387113366,6.58531820612137e-08,8.975684712965377e-07,0.0004027442693064212,2.670848883370476e-10,3.843603611671857e-09,1.545953382577224e-11
1.525029031978338e-05,0.120926140196266,0.0,0.0,0.0,0.0,0.921343143292696,0.000439136238080868,0.00022239906994237518,0.0033647974579014113,0.00010939927801381011,0.07611238587674539,0.07532609781528568,6.702573080370203e-08,9.179505063802094e-07,0.00041907810959366664,2.779168834756408e-10,4.001909805914915e-09,1.6096264416544275e-11
1.553015903962887e-05,0.12109193381976309,0.0,0.0,0.0,0.0,0.9198496409037147,0.00043904009821215566,0.000223077156667587,0.0034300665164997256,0.00010924676717538444,0.07755599854636105,0.0767707288342058,6.818870114880784e-08,9.383471802027547e-07,0.00043568080746063956,2.889271750520506e-10,4.162896769213595e-09,1.6743777451425736e-11
1.5810027759474362e-05,0.12125703836001692,0.0,0.0,0.0,0.0,0.9183625983086624,0.0004389421992376869,0.00022374857473514648,0.0034952349545590423,0.00010909600821790578,0.07899294309566801,0.07820927021049229,6.934219797323456e-08,9.587578457702095e-07,0.0004525496849016821,3.0011398711141184e-10,4.3265368943248545e-09,1.740196189005787e-11
1.6089896479319854e-05,0.12142146081119247,0.0,0.0,0.0,0.0,0.9168819502393436,0.0004388425526567707,0.00022441341774642753,0.003560303286650472,0.00010894696182119872,0.08042328707222106,0.07964178402903332,7.048632527880791e-08,9.791818695953249e-07,0.00046968210645498965,3.114755719123843e-10,4.4928029067250075e-09,1.8070708030327585e-11
1.6369765199165345e-05,0.121585208036161,0.0,0.0,0.0,0.0,0.9154076326399674,0.0004387411755187453,0.00022507177757932734,0.0036252720165112,0.00010879959001628297,0.08184709677399282,0.08106833121209414,7.162118620497233e-08,9.996186332938625e-07,0.0004870754781873447,3.2301020925386154e-10,4.661667729166831e-09,1.874990696360019e-11
1.6649633919010837e-05,0.12174828677129024,0.0,0.0,0.0,0.0,0.9139395826311358,0.0004386380890279698,0.00022572374454899895,0.0036901416381550914,0.00010865385617348971,0.08326443728634782,0.08248897155386203,7.274688254359796e-08,1.0200675327127456e-06,0.0005047272467149309,3.347162058256131e-10,4.833104575483352e-09,1.9439450952004382e-11
1.6929502638856328e-05,0.12191070363016632,0.0,0.0,0.0,0.0,0.9124777384750307,0.00043853331743981864,0.00022636940749444376,0.0037549126367840803,0.00010850972498225327,0.08467537251780442,0.0839037637539274,7.386351485884063e-08,1.0405279775165243e-06,0.0005226348982641818,3.4659189458547586e-10,5.0070869995840375e-09,2.013923362550474e-11
1.720937135870182e-05,0.12207246510667043,0.0,0.0,0.0,0.0,0.9110220395416743,0.0004384268871925127,0.0002270088538315546,0.0038195854895377856,0.00010836716239936895,0.086079965234686,0.08531276544980067,7.497118270422911e-08,1.0609993926004034e-06,0.0005407959577648827,3.586356341579269e-10,5.183588764839374e-09,2.084914945655505e-11
1.748924007854731e-05,0.12223357757898551,0.0,0.0,0.0,0.0,0.9095724262763786,0.000438318826229553,0.0002276421695768823,0.0038841606661113026,0.00010822613558928179,0.08747827709455465,0.08671603324832587,7.606998407838741e-08,1.0814812164547574e-06,0.0005592079879750741,3.7084580825375355e-10,5.36258390241447e-09,2.1569093994713007e-11
1.7769108798392803e-05,0.12239404731268227,0.0,0.0,0.0,0.0,0.9081288401686992,0.0004382091634739635,0.00022826943935648494,0.003948638629264593,0.00010808661286060644,0.08887036867810488,0.08811362275566127,7.716001555295105e-08,1.1019729003729636e-06,0.0005778685886342929,3.8322082510851953e-10,5.544046773016753e-09,2.2298964115000335e-11
1.8048977518238294e-05,0.12255388046393872,0.0,0.0,0.0,0.0,0.9066912237228303,0.0004380979284210296,0.0002288907464054912,0.0040130198352460135,0.00010794856360449596,0.09025629951958211,0.08950558860587052,7.824137271621079e-08,1.122473909918681e-06,0.0005967753956392406,3.9575911693588917e-10,5.727951968276932e-09,2.3038657621255736e-11
1.8328846238083786e-05,0.1227130830827703,0.0,0.0,0.0,0.0,0.9052595204293932,0.0004379851508258136,0.00022950617256881634,0.004077304734146924,0.00010781195823413973,0.09163612813577336,0.09089198448816918,7.931414953498965e-08,1.1429837234436401e-06,0.0006159260802464466,4.0845913939886526e-10,5.914274328699764e-09,2.3788073318319923e-11
1.8608714957929277e-05,0.12287166111578772,0.0,0.0,0.0,0.0,0.9038336747384687,0.00043787086046399523,0.00023011579830070343,0.004141493770201117,0.00010767676812661077,0.09300991205372089,0.09227286317296547,8.037843840967999e-08,1.1635018305046957e-06,0.000635318348297428,4.213193710959528e-10,6.102988994760101e-09,2.4547111217550276e-11
1.888858367777477e-05,0.1230296204090729,0.0,0.0,0.0,0.0,0.9024136320338307,0.00043775508695109255,0.0002307197026617345,0.0042055873820392485,0.00010754296556742512,0.09437770783720702,0.09364827653673564,8.143433088956491e-08,1.1840277336815305e-06,0.0006549499394627189,4.34338313059814e-10,6.294071354551504e-09,2.5315672326276632e-11
1.916845239762026e-05,0.12318696671077876,0.0,0.0,0.0,0.0,0.9009993386083208,0.00043763785960948944,0.00023131796332012596,0.004269586002906951,0.00010741052369963787,0.09573957111207222,0.09501827558579214,8.248191693110851e-08,1.2045609476083674e-06,0.0006748186265095081,4.47514488271594e-10,6.48749705000517e-09,2.6093658672795486e-11
1.9448321117465752e-05,0.12334370567373029,0.0,0.0,0.0,0.0,0.8995907416403062,0.0004375192073708202,0.00023191065655843579,0.004333490060853804,0.00010727941647657798,0.0970955565904157,0.09638291047899168,8.352128478075672e-08,1.225100996628554e-06,0.0006949222145909663,4.608464411896424e-10,6.68324197653529e-09,2.68809733049371e-11
1.9728189837311244e-05,0.12349984285783595,0.0,0.0,0.0,0.0,0.8981877891711372,0.0004373991587046725,0.00023249785727928713,0.004397299978899207,0.00010714961861887383,0.09844571809377886,0.09774223054947252,8.455252202610328e-08,1.245647416688275e-06,0.0007152585405505035,4.743327372881083e-10,6.881282275237416e-09,2.767752025871619e-11
2.0008058557156735e-05,0.12365538373245322,0.0,0.0,0.0,0.0,0.8967904300835282,0.00043727774157049904,0.00023307963901618136,0.004461016175179568,0.00010702110557502941,0.0997901085753789,0.09909628432548902,8.55757147721994e-08,1.2661997552483318e-06,0.0007358254722468654,4.879719626093637e-10,7.081594377107918e-09,2.848320473616716e-11
2.0287927277002227e-05,0.12381033367861127,0.0,0.0,0.0,0.0,0.8953986140807916,0.0004371549833856037,0.0002336560739499277,0.004524639063080405,0.00010689385348547923,0.10112878014146731,0.10044511955041771,8.659094722453577e-08,1.2867575682156594e-06,0.0007566209079005993,5.017627233306281e-10,7.284154919260256e-09,2.929793276833911e-11
2.056779599684772e-05,0.1239646979911872,0.0,0.0,0.0,0.0,0.8940122916668721,0.0004370309110039229,0.0002342272329234072,0.004588169051356117,0.00010676783914901475,0.10246178407186587,0.10178878320198095,8.759830314877799e-08,1.307320421635625e-06,0.0007776427754535598,5.157036453391964e-10,7.488940744237294e-09,3.0121611212570755e-11
2.084766471669321e-05,0.12411848188096794,0.0,0.0,0.0,0.0,0.8926314141271319,0.00043690555070662827,0.00023479318545817376,0.0046516065442397635,0.00010664303999297891,0.10378917083974061,0.1031273215107442,8.85978650291034e-08,1.3278878926769154e-06,0.0007988890319460165,5.29793373819351e-10,7.695929050610646e-09,3.095414835819981e-11
2.11275334365387e-05,0.12427169047667348,0.0,0.0,0.0,0.0,0.8912559335098389,0.00043677892820004246,0.0002353539997786857,0.004714951941544559,0.00010651943404524644,0.10511099013064241,0.10446077997792332,8.958971318533319e-08,1.3484595660752847e-06,0.0008203576629156402,5.440305728538225e-10,7.905097218532396e-09,3.179545322488064e-11
2.1407402156384193e-05,0.12442432882686266,0.0,0.0,0.0,0.0,0.8898858026083066,0.0004366510686158112,0.00023590974283282536,0.00477820563875882,0.0001063969999090134,0.1064272908608882,0.10578920339256503,9.057392771158046e-08,1.3690350351426597e-06,0.0008420466818077889,5.584139250326934e-10,8.116422740790942e-09,3.2645435285334595e-11
2.1687270876229685e-05,0.12457640190182413,0.0,0.0,0.0,0.0,0.8885209749436542,0.0004365219965176964,0.00023646048031275576,0.004841368027135198,0.0001062757167387168,0.10773812119530331,0.10711263584811999,9.155058773877387e-08,1.389613904031994e-06,0.0008639541294001431,5.729421310718189e-10,8.329883544712873e-09,3.350400576006303e-11
2.1967139596075176e-05,0.12472791459534653,0.0,0.0,0.0,0.0,0.8871614047481358,0.0004363917359119529,0.00023700627668166873,0.004904439493775301,0.00010615556421928337,0.10904352856437931,0.10843112075846663,9.25197698751098e-08,1.4101957839306352e-06,0.0008860780732490234,5.876139094456869e-10,8.545457770505913e-09,3.437107672576955e-11
2.2247008315920668e-05,0.1248788717264951,0.0,0.0,0.0,0.0,0.8858070469490348,0.00043626031025577523,0.00023754719519991876,0.004967420421710133,0.00010603652254448812,0.11034355968084739,0.10974470087338621,9.348155067308783e-08,1.430780293098239e-06,0.0009084166071473092,6.024279960279103e-10,8.763123518577754e-09,3.524656009910899e-11
2.252687703576616e-05,0.12502927804136788,0.0,0.0,0.0,0.0,0.8844578571515314,0.0004361277424707634,0.0002380832979448368,0.005030311189985008,0.0001059185723995709,0.11163826055732302,0.11105341829502131,9.443600604186874e-08,1.451367060344908e-06,0.0009309678505403831,6.173831437038708e-10,8.982859434351014e-09,3.613036998887072e-11
2.280674575561165e-05,0.12517913821333143,0.0,0.0,0.0,0.0,0.8831137916267745,0.00043599405495598837,0.0002386146458432931,0.005093112173717562,0.00010580169494024767,0.11292767651857555,0.11235731448932876,9.538320943237329e-08,1.4719557206286983e-06,0.0009537299481235396,6.324781221037959e-10,9.204644265347915e-09,3.7022420914473525e-11
2.3086614475457142e-05,0.12532845684916036,0.0,0.0,0.0,0.0,0.8817748072963791,0.00043585926959879465,0.00023914129868383952,0.005155823744174068,0.00010568587178765972,0.11421185221750005,0.11365643030096594,9.632323407353683e-08,1.4925459162480346e-06,0.0009767010693120283,6.477117172512663e-10,9.428456901710328e-09,3.792262796899324e-11
2.3366483195302634e-05,0.12547723848470282,0.0,0.0,0.0,0.0,0.8804408617172077,0.0004357234077911837,0.0002396633151632205,0.005218446268843043,0.00010557108499057219,0.11549083165077076,0.11495080596790282,9.725615210213559e-08,1.5131372979784307e-06,0.0009998794077169945,6.630827312156902e-10,9.654276564518619e-09,3.8830907576586094e-11
2.3646351915148125e-05,0.12562548758918815,0.0,0.0,0.0,0.0,0.8791119130672149,0.0004355864904420984,0.00024018075288123546,0.005280980111505084,0.00010545731704329623,0.11676465817344467,0.11624048113500669,9.818203444890375e-08,1.533729522434225e-06,0.001023263180661459,6.785899817913257e-10,9.882082651589013e-09,3.9747176872263394e-11
2.3926220634993617e-05,0.12577320856678095,0.0,0.0,0.0,0.0,0.877787920132644,0.0004354485379934318,0.00024069366841395325,0.005343425632293388,0.00010534455082116158,0.11803337451210032,0.11752549486632745,9.910095114230121e-08,1.5543222549980972e-06,0.0010468506287319667,6.942323021999427e-10,1.0111854720658053e-08,4.0671353634260735e-11
2.420608935483911e-05,0.12592040575746757,0.0,0.0,0.0,0.0,0.8764688422948762,0.00043530957042827725,0.00024120211725769486,0.0054057831877607175,0.00010523276965094563,0.1192970227784593,0.11880588565771787,1.0001297120542687e-07,1.5749151649394765e-06,0.0010706400153299143,7.100085407932841e-10,1.0343572629416577e-08,4.160335684727253e-11
2.44859580746846e-05,0.12606708343922435,0.0,0.0,0.0,0.0,0.8751546395185926,0.00043516960729161316,0.00024170615398359216,0.005468053130932668,0.00010512195716228212,0.12055564448145142,0.12008169144818491,1.0091816267226018e-07,1.595507933000427e-06,0.0010946296262466031,7.259175607712543e-10,1.0577216335786115e-08,4.2543105899137046e-11
