Time (s),Volume (m^3),Ar,He,Ne,N2,ethane(1),CH3(4),C2H5(5),CH4(3),H(6),C2H4(9),H2(11),C3H7(16),C2H3(14),C#C(26),C2H2(30),C4H7(28),C4H7(40),C4H7(32),C4H7(44),C4H6(41),C4H6(88)
0.00013014457581464312,0.16160576984556915,0.0,0.0,0.0,0.0,0.5646755553318173,0.0003678388383614228,0.0003029906432042952,0.02451681765358341,8.611358409007861e-05,0.4051576523293745,0.42753549423671333,2.2364944478738144e-07,8.280586355212956e-06,0.0167940267592203,1.1137176700199092e-08,8.222691508303974e-08,3.307286419935265e-10,8.508990401373298e-10,2.1913039834696927e-06,0.00030664056689626176,4.944669324762857e-07
0.00013081559529352018,0.16175848746869625,0.0,0.0,0.0,0.0,0.5633840325900265,0.0003674323474610912,0.000303032202151851,0.02461646242479383,8.604343609221106e-05,0.40627369437061867,0.42884994856000536,2.2380618557712415e-07,8.315624753662645e-06,0.016912943782770418,1.1216038071126984e-08,8.282248044134018e-08,3.331240927081714e-10,8.56995531580304e-10,2.2097864572216625e-06,0.00031004979563873617,4.999644204408356e-07
0.00013148661477239724,0.16191063571897632,0.0,0.0,0.0,0.0,0.5620977759906901,0.0003670265164546939,0.0003030718884708968,0.024715897770841266,8.59735331313372e-05,0.40738445804693085,0.43015944983352,2.2395956023859814e-07,8.350574937902577e-06,0.017031948714881114,1.1294957739769192e-08,8.341821114399592e-08,3.3552020846193515e-10,8.630930948386538e-10,2.2282962074759946e-06,0.00031347430349201207,5.054865464900243e-07
0.0001321576342512743,0.1620622183108812,0.0,0.0,0.0,0.0,0.5608167505921996,0.00036662134632650824,0.0003031097236751258,0.024815124486848857,8.590387196997265e-05,0.40848997957834926,0.43146403057205474,2.2410960769928813e-07,8.385437297204141e-06,0.01715104000905415,1.1373934680545176e-08,8.401409436882193e-08,3.3791693768212083e-10,8.691916013964011e-10,2.2468327708230787e-06,0.0003169140150815253,5.110331890799363e-07
0.00013282865373015135,0.16221323890527864,0.0,0.0,0.0,0.0,0.5595409218058207,0.0003662168380411748,0.0003031457281641892,0.024914143362788337,8.583445058477567e-05,0.40959029481778597,0.4327637229606516,2.242563670291245e-07,8.42021196020268e-06,0.017270216136835378,1.1452967879840583e-08,8.461011855367618e-08,3.4031423386410476e-10,8.752909356815239e-10,2.265395658960174e-06,0.0003203688551396276,5.166042268389638e-07
0.0001334996732090284,0.1623637011601515,0.0,0.0,0.0,0.0,0.5582702553717716,0.0003658129923342436,0.0003031799219213859,0.025012955183786725,8.576526704475677e-05,0.4106854392748256,0.43405855887772304,2.243998766063148e-07,8.454899036650792e-06,0.017389475586828566,1.153205633535325e-08,8.520627205427923e-08,3.4271205017289856e-10,8.813909814850754e-10,2.2839843697374354e-06,0.00032383874855769306,5.221995386519488e-07
0.00013417069268790546,0.16251360857099803,0.0,0.0,0.0,0.0,0.5570047174145941,0.0003654098099173486,0.0003032123254089291,0.025111560729303505,8.569631846105912e-05,0.4117754480574416,0.43534856984270626,2.245401741054618e-07,8.489498835718998e-06,0.01750881686686783,1.1611199057533854e-08,8.580254260770877e-08,3.4511033728524066e-10,8.874916160029577e-10,2.3025984299553345e-06,0.00032732362031134615,5.278190035396599e-07
0.00013484171216678251,0.16266296482757428,0.0,0.0,0.0,0.0,0.5557442743668627,0.00036500729147390473,0.00030324295830730515,0.02520996077422016,8.562760263404919e-05,0.4128603559529011,0.43663378708736605,2.2467729647463272e-07,8.52401157098311e-06,0.017628238500470492,1.169039506723361e-08,8.639891855291666e-08,3.4750904829869413e-10,8.935927229678466e-10,2.3212373667145423e-06,0.0003308233954615886,5.334625006604854e-07
0.00013551273164565957,0.16281177335589084,0.0,0.0,0.0,0.0,0.554488893017157,0.0003646054377978096,0.00030327184057111394,0.02530815608814202,8.555911691256537e-05,0.4139401973768217,0.437914241510576,2.2481128092822015e-07,8.558437520353002e-06,0.017747739028830648,1.1769643397026298e-08,8.699538880790226e-08,3.4990813863983613e-10,8.996941911867418e-10,2.339900722898589e-06,0.00033433799915783506,5.391299093154003e-07
0.00013618375112453663,0.16296003762764663,0.0,0.0,0.0,0.0,0.5532385404877522,0.0003642042494719649,0.00030329899101147684,0.02540614743569852,8.549085966462822e-05,0.41501500639734973,0.43918996370014884,2.2494216367520259e-07,8.592776769254097e-06,0.017867317010573654,1.184894309104549e-08,8.759194152927929e-08,3.523075606728416e-10,9.057959031115139e-10,2.358588010143028e-06,0.0003378673567196019,5.448211090796247e-07
0.00013685477060341368,0.16310776116808004,0.0,0.0,0.0,0.0,0.5519931841941245,0.00036380372694653357,0.0003033244286101101,0.025503935577098888,8.542282865792786e-05,0.41608481677617604,0.44046098397053524,2.2506998040511598e-07,8.62702953224426e-06,0.017986971019260133,1.1928293203329263e-08,8.8188565898841e-08,3.5470727088530287e-10,9.118977505516356e-10,2.3772987599713066e-06,0.0003414113935935584,5.505359797334586e-07
0.00013752579008229074,0.16325494740118796,0.0,0.0,0.0,0.0,0.5507527918681207,0.0003634038708067175,0.0003033481727052504,0.02560152126780134,8.535502105549319e-05,0.4171496619447302,0.4417273323403018,2.2519476619845428e-07,8.661196178773217e-06,0.018106699643994566,1.2007692798223797e-08,8.878525019602266e-08,3.571072221354027e-10,9.179996164434277e-10,2.396032533502599e-06,0.00034497003526956656,5.562744011268997e-07
0.0001381968095611678,0.16340159961536102,0.0,0.0,0.0,0.0,0.5495173315432923,0.00036300468154223627,0.00030337024142172394,0.025698905258718974,8.528743533175742e-05,0.41820957502061035,0.44298903854654337,2.2531655647243957e-07,8.695276767354312e-06,0.018226501489572534,1.2087140950481054e-08,8.938198408054475e-08,3.595073728330241e-10,9.241013977240769e-10,2.4147888630483576e-06,0.00034854320740447634,5.620362533790897e-07
0.00013886782904004485,0.1635477212532693,0.0,0.0,0.0,0.0,0.5482867715842284,0.00036260615945503903,0.000303390652936949,0.025796088295706003,8.522006940278995e-05,0.41926458877541245,0.44424613201798435,2.2543538543311074e-07,8.729271507488523e-06,0.018346375177775556,1.2166636746117427e-08,8.997875650150925e-08,3.6190767852984905e-10,9.302029844612595e-10,2.433567284527331e-06,0.0003521308358522181,5.678214169270637e-07
0.0001395388485189219,0.16369331561587536,0.0,0.0,0.0,0.0,0.547061080688147,0.0003622083050024621,0.0003034094258489663,0.025893071119589918,8.51529205148305e-05,0.42031473563353244,0.4454986418722025,2.2555128659147367e-07,8.763180771262336e-06,0.018466319346652434,1.2246179281937167e-08,9.057555618684472e-08,3.643080938879603e-10,9.363042639628001e-10,2.4523673706248376e-06,0.00035573284650880006,5.736297722757375e-07
0.00014020986799779896,0.16383838598103345,0.0,0.0,0.0,0.0,0.5458402278482174,0.0003618111186521172,0.0003034265777322119,0.025989854466686196,8.508598707877339e-05,0.42136004771151303,0.4467465969504532,2.2566429416407564e-07,8.797004673708281e-06,0.01858633264944493,1.2325767664819947e-08,9.117237300494176e-08,3.6670857815654456e-10,9.424051356159054e-10,2.471188675677755e-06,0.0003593491654067946,5.794612001501303e-07
0.00014088088747667602,0.16398293560082874,0.0,0.0,0.0,0.0,0.544624182327269,0.00036141460062760853,0.000303442125938257,0.02608643906914852,8.50192673674524e-05,0.42240055684415717,0.44799002584309705,2.2577444109680039e-07,8.830743353075155e-06,0.018706413753473334,1.2405401010981798e-08,9.17691966346957e-08,3.691090898226178e-10,9.485054966700129e-10,2.4900307389768223e-06,0.0003629797187963725,5.853155816261947e-07
0.00014155190695555307,0.16412696771427598,0.0,0.0,0.0,0.0,0.5434129136848216,0.0003610187511964286,0.00030345608829386876,0.026182825654581993,8.495275879359773e-05,0.4234362945562476,0.4492289568633862,2.2588175974625089e-07,8.864397163634808e-06,0.01882656134070994,1.2485078446355416e-08,9.23660160552724e-08,3.7150958455877737e-10,9.546052372685706e-10,2.5088931362822427e-06,0.00036662443301198154,5.911927979158489e-07
0.00014222292643443013,0.1642704855148677,0.0,0.0,0.0,0.0,0.5422063917826462,0.0003606235707065292,0.00030346848192431305,0.026279014945969743,8.488645955345987e-05,0.42446729205804923,0.4504634180420778,2.2598628253926034e-07,8.897966294608988e-06,0.01894677410832197,1.25647991069502e-08,9.296282132902237e-08,3.739100223943444e-10,9.60704258540209e-10,2.5277754436812344e-06,0.00037028323449070605,5.970927303964203e-07
0.00014289394591330718,0.16441349215709983,0.0,0.0,0.0,0.0,0.541004586753377,0.00036022905929573775,0.0003034793234555435,0.026375007662050788,8.48203681154472e-05,0.42549358027711937,0.45169343715793503,2.2608804162844074e-07,8.93145085836795e-06,0.019067050767692946,1.2644562138203306e-08,9.35596025985683e-08,3.76310363681514e-10,9.668024626815934e-10,2.546677211991673e-06,0.00037395604991022395,6.030152608332143e-07
0.00014356496539218424,0.16455599078896702,0.0,0.0,0.0,0.0,0.5398074690125163,0.0003598352170886999,0.0003034886298760676,0.026470804517161696,8.475448219216373e-05,0.4265151898453663,0.45291904172582675,2.2618706807268776e-07,8.96485115857735e-06,0.019187390044339354,1.272436669492432e-08,9.415634932380104e-08,3.787105660264291e-10,9.72899744754372e-10,2.565598019528698e-06,0.0003776428060733295,6.089602711933544e-07
0.0001442359848710613,0.1646979845162766,0.0,0.0,0.0,0.0,0.5386150092514272,0.000359442044146443,0.00030349641744140484,0.02656640622133237,8.468880017864023e-05,0.4275321511074384,0.45414025900336047,2.262833929019797e-07,8.998167344061732e-06,0.01930779067792986,1.2804211941308046e-08,9.475305186632374e-08,3.8111059066204955e-10,9.78996009002438e-10,2.58453744163291e-06,0.00038134342994434794,6.14927643704356e-07
0.00014490700434993835,0.1648394764121433,0.0,0.0,0.0,0.0,0.5374271784527976,0.00035904954074594825,0.00030350270303872303,0.0266618134800542,8.462331962999342e-05,0.42854449410363143,0.4553571159756888,2.26377047078987e-07,9.03139977669106e-06,0.01942825142227169,1.2884097050925453e-08,9.534970014873786e-08,3.8351039705561243e-10,9.850911552561206e-10,2.60349507954804e-06,0.0003850578485651161,6.209172607188219e-07
0.0001455780238288154,0.1649804695324752,0.0,0.0,0.0,0.0,0.5362439478749227,0.00035865770711799894,0.0003035075026230101,0.026757026994551732,8.455803913140829e-05,0.4295522485875674,0.4565696393707372,2.2646806059082157e-07,9.064548593994327e-06,0.019548771045273045,1.2964021206698753e-08,9.59462846497718e-08,3.8590994691117183e-10,9.911850889320402e-10,2.6224705130591737e-06,0.0003887859891378465,6.269290048478588e-07
0.00014624904330769246,0.16512096688152872,0.0,0.0,0.0,0.0,0.5350652890292801,0.00035826654328107463,0.00030351083199305784,0.026852047462039896,8.449295709443148e-05,0.4305554440482848,0.45777785568096035,2.2655646382452836e-07,9.09761395876891e-06,0.019669348328031182,1.3043983600296666e-08,9.654279612290856e-08,3.8830920303788907e-10,9.972777184614067e-10,2.641463318036131e-06,0.0003925277790949402,6.329627590737991e-07
0.00014759108226544655,0.16540048620473838,0.0,0.0,0.0,0.0,0.5327215743543054,0.00035748622418609077,0.0003035131418775748,0.027041512016505294,8.436338133870987e-05,0.4325482740046075,0.4601814713653615,2.267255553274836e-07,9.16349514921071e-06,0.019910671088271787,1.32040199280321e-08,9.773556093322731e-08,3.931066770309022e-10,1.0094586776133977e-09,2.6794993872984905e-06,0.0004000520181984207,6.450958318526976e-07
0.00014879891732742524,0.16565038781003988,0.0,0.0,0.0,0.0,0.5306275861572456,0.0003567862267497161,0.0003035103482014219,0.027211376801696854,8.424742363054415e-05,0.43432651921742066,0.46233025591369886,2.2686910126840964e-07,9.222505114176422e-06,0.020128046819291423,1.3348175471843865e-08,9.880870426838203e-08,3.974230160079382e-10,1.0204161357069833e-09,2.713787207999612e-06,0.00040686978988175383,6.560897037591746e-07
0.00015000675238940393,0.16589872918798476,0.0,0.0,0.0,0.0,0.5285479792564717,0.00035608839820608395,0.000303503029635202,0.027380626767153055,8.413208164502226e-05,0.43609043935245095,0.4644654863897828,2.2700463670030155e-07,9.28124813410362e-06,0.02034559101634201,1.3492442736116528e-08,9.988146576282525e-08,4.0173781916598146e-10,1.0313679281360608e-09,2.7481250758463685e-06,0.00041373066471495675,6.671530809629999e-07
0.00015121458745138262,0.1661455263268954,0.0,0.0,0.0,0.0,0.5264825966092673,0.00035539273776459,0.0003034912720896993,0.02754926583351839,8.401734608664893e-05,0.4378401968935573,0.46658730881125826,2.2713232264955121e-07,9.339725409140205e-06,0.02056329703144388,1.3636817312155473e-08,1.0095379340329996e-07,4.060508773001281e-10,1.042313539935874e-09,2.7825107052108454e-06,0.00042063422549015576,6.782852907025999e-07
0.0001524224225133613,0.16639079598905343,0.0,0.0,0.0,0.0,0.5244312837740778,0.00035469924428265697,0.0003034751598182729,0.027717297879389913,8.390320751802058e-05,0.43957595161060586,0.4686958667714074,2.2725231682343338e-07,9.397938215683934e-06,0.020781158348314368,1.3781294878602691e-08,1.0202563609227309e-07,4.103619848886482e-10,1.0532524654730571e-09,2.816941852520482e-06,0.0004275800569134193,6.894856633027172e-07
0.00015363025757534,0.16663455424715087,0.0,0.0,0.0,0.0,0.5223938888324162,0.00035400791633297606,0.0003034547751142339,0.02788472674228935,8.37896568580335e-05,0.4412978606413567,0.4707913015121663,2.2736477348579785e-07,9.455887794236038e-06,0.020999168578423592,1.3925871198821073e-08,1.0309694382151758e-07,4.1467094079115977e-10,1.0641842102801287e-09,2.8514163080728434e-06,0.0004345677456359038,7.00753532224583e-07
0.00015483809263731868,0.16687681675568392,0.0,0.0,0.0,0.0,0.5203702619211217,0.0003533187522238838,0.0003034301985816098,0.02805155622607249,8.367668539160498e-05,0.4430060789795346,0.4728737523602918,2.2746984337497182e-07,9.513575360718274e-06,0.021217321437277673,1.4070542105166365e-08,1.0416766773555742e-07,4.1897754850381383e-10,1.075108291574195e-09,2.885931895926624e-06,0.00044159687995000126,7.120882335759669e-07
0.00015725376276127604,0.16735691796160862,0.0,0.0,0.0,0.0,0.5163637269161541,0.00035194690759146407,0.0003033687830444278,0.028383432037522204,8.345244565216372e-05,0.44638204876012016,0.4770002464743716,2.2765840953321475e-07,9.628169415021977e-06,0.021654030619755894,1.4360151480824307e-08,1.0630717312972244e-07,4.2758295117675287e-10,1.0969315783121171e-09,2.955077929607926e-06,0.0004557778504782838,7.34955497277301e-07
0.0001594116307474421,0.16778087570571815,0.0,0.0,0.0,0.0,0.5128299097662057,0.0003507287652300868,0.0003033005060760437,0.028677899257364036,8.325401259553659e-05,0.44935290523605476,0.48064377210975034,2.2780329500605208e-07,9.729659931280422e-06,0.02204455668974506,1.4619133924684882e-08,1.0821590911554044e-07,4.35260165639156e-10,1.1163953576622093e-09,3.016962894907251e-06,0.0004685815709442474,7.556019020100727e-07
0.00016156949873360817,0.1682002915380377,0.0,0.0,0.0,0.0,0.5093378585076365,0.0003495174939638187,0.00030322000437711205,0.028970509660265695,8.305730285636573e-05,0.45228231625823734,0.4842478812567638,2.279267640915595e-07,9.830332935688088e-06,0.022435447584665966,1.4878358307001062e-08,1.1012207784416778e-07,4.429270542188626e-10,1.1358277368685019e-09,3.078947379994408e-06,0.00048151138341603634,7.764516344058977e-07
0.00016372736671977424,0.16861524714919546,0.0,0.0,0.0,0.0,0.5058868001581714,0.00034831307672037067,0.00030312768074319157,0.029261283572518677,8.286227275667342e-05,0.4551710805369122,0.48781329240407684,2.2802956860646188e-07,9.930195531191907e-06,0.022826671587715914,1.5137803594360517e-08,1.1202543424646369e-07,4.5058263121205146e-10,1.1552263050613052e-09,3.1410201478115605e-06,0.0004945650146541873,7.975010287903007e-07
0.0001658852347059403,0.1690258226051741,0.0,0.0,0.0,0.0,0.5024759825091553,0.0003471154944466967,0.0003030239223160856,0.02955024096275049,8.266888185601057e-05,0.45801997511227033,0.49134070470095215,2.2811243047885686e-07,1.002925441365767e-05,0.02321819802908229,1.539744944767633e-08,1.139257419366352e-07,4.582259458405899e-10,1.1745887406108166e-09,3.2031702173857116e-06,0.0005077402138036899,8.187464555843137e-07
0.00016804310269210638,0.16943209548925567,0.0,0.0,0.0,0.0,0.49910467355756705,0.00034592472629684965,0.00030290910310865055,0.029837401450500855,8.247709011956359e-05,0.46082975594526604,0.4948307984868394,2.2817604658022376e-07,1.0127516540618712e-05,0.023609997256015026,1.56572762023397e-08,1.1582277315645746e-07,4.658560820276853e-10,1.1939128090082143e-09,3.2653869457919877e-06,0.0005210347520691659,8.40184320780916e-07
0.00017020097067827245,0.16983414141581502,0.0,0.0,0.0,0.0,0.49577216093577664,0.00034474074981167717,0.0003027835832120306,0.030122784313263453,8.228685950315091e-05,0.4636011585142556,0.49828423582477627,2.2822108678505402e-07,1.0224988810870004e-05,0.024002040603385344,1.5917264848695853e-08,1.1771630932530788e-07,4.734721606101965e-10,1.2131963686333999e-09,3.327660007382199e-06,0.0005344464230107964,8.618110664221248e-07
0.00017235883866443852,0.17023203412084248,0.0,0.0,0.0,0.0,0.4924777510244937,0.0003435635411397791,0.0003026477104004376,0.030406408497141654,8.2098153135428e-05,0.46633489874033607,0.5017016613314074,2.2824819750166944e-07,1.0321678093706843e-05,0.02439430034723898,1.6177397001242165e-08,1.19606139425121e-07,4.81073332842697e-10,1.232437355014898e-09,3.3899793534802424e-06,0.0005479730431254153,8.836231715360035e-07
0.0001745167066506046,0.17062584548090556,0.0,0.0,0.0,0.0,0.48922076799325614,0.00034239307483446737,0.0003025018190154745,0.030688292628776433,8.191093710489777e-05,0.46903167399049867,0.5050837030755739,2.2825799836837299e-07,1.0417590958547008e-05,0.024786749655635106,1.643765486602652e-08,1.2149206069890567e-07,4.886587832069925e-10,1.2516337878694634e-09,3.4523351905114825e-06,0.0005616124523912825,9.056171530151383e-07
0.00017667457463677066,0.1710156452422653,0.0,0.0,0.0,0.0,0.486000553569227,0.00034122932406995416,0.0003023462326446032,0.030968455018750785,8.172517747795633e-05,0.47169216331665176,0.5084309727937033,2.2825108959999865e-07,1.0512734111642839e-05,0.025179362576089152,1.669802123231962e-08,1.2337387705135538e-07,4.962277229791686e-10,1.2707837542220254e-09,3.514718002714811e-06,0.0005753625141472615,9.277895654218495e-07
0.00017883244262293673,0.17140150154341693,0.0,0.0,0.0,0.0,0.4828164665468264,0.0003400722609305835,0.0003021812631982433,0.03124691366814382,8.154084174936094e-05,0.47431702796923014,0.5117440663474367,2.2822804845730114e-07,1.0607114330562164e-05,0.02557211400979629,1.695847945552105e-08,1.252514013503347e-07,5.037793994864843e-10,1.2898854307880526e-09,3.5771185974691775e-06,0.0005892211150988394,9.501370009979434e-07
0.0001809903106091028,0.1717834809534038,0.0,0.0,0.0,0.0,0.4796678818121321,0.0003389218565914437,0.00030200721231530913,0.031523686281475075,8.135789872157549e-05,0.4769069124155048,0.5150235646348176,2.28189432582057e-07,1.070073820332436e-05,0.025964979660746002,1.7219013423413918e-08,1.271244523645211e-07,5.113130837901397e-10,1.3089370550763405e-09,3.639528005429971e-06,0.0006031861656523301,9.726560902034624e-07
0.00018314817859526887,0.172161648095159,0.0,0.0,0.0,0.0,0.4765541899596836,0.00033777808107060813,0.00030182437042438026,0.031798790271796294,8.117631927229406e-05,0.4794624447404848,0.5182700339492439,2.281357771507082e-07,1.0793612215986172e-05,0.026357936016199107,1.747960754321806e-08,1.2899285620903553e-07,5.18828076499781e-10,1.3279369386864445e-09,3.701937494839369e-06,0.0006172556000237461,9.953435018924633e-07
0.00018530604658143493,0.17253606620816658,0.0,0.0,0.0,0.0,0.4734747967424401,0.0003366409034511525,0.00030163301948850385,0.03207224276795792,8.099607364239369e-05,0.4819842372191483,0.5214840264931274,2.28067602431413e-07,1.0885743014548581e-05,0.026750960317498077,1.774024672223223e-08,1.3085644632227258e-07,5.263237076803665e-10,1.346883466127615e-09,3.764338664018806e-06,0.0006314273762659051,1.0181959433564597e-06
0.000187463914567601,0.1729067970005881,0.0,0.0,0.0,0.0,0.4704291223656761,0.0003355102917223217,0.0003014334295109921,0.03234406062430549,8.081713603668032e-05,0.48447288705761554,0.5246660810379191,2.2798540346858023e-07,1.0977136774072296e-05,0.027144030524305595,1.800091634411894e-08,1.327150601441749e-07,5.337993234916007e-10,1.3657750649689274e-09,3.826723183917635e-06,0.0006456994765609008,1.0412101607964662e-06
0.00018940599575515047,0.17323735167738588,0.0,0.0,0.0,0.0,0.4677163773411331,0.0003344983280783137,0.00030124697236098814,0.032587312788801295,8.06571870547736e-05,0.4866848165448318,0.5275030577399623,2.278998356023818e-07,1.1058766561784023e-05,0.02749781531328654,1.823553333006155e-08,1.3438343154743842e-07,5.405097565543293e-10,1.3827293180209351e-09,3.882848500326609e-06,0.0006586284952612,1.0620586164800555e-06
0.00019134807694269994,0.17356501112273884,0.0,0.0,0.0,0.0,0.465030083604363,0.00033349163228011633,0.00030105424036604335,0.03282926623500075,8.049825633906701e-05,0.4888707869198667,0.5303149647149298,2.2780364055564934e-07,1.1139809347579239e-05,0.027851604917432167,1.8470153509271573e-08,1.3604753978009246e-07,5.472030425232607e-10,1.3996368340329159e-09,3.938948289814666e-06,0.0006716357238261966,1.0830331882548703e-06
0.00019329015813024941,0.17388981725530583,0.0,0.0,0.0,0.0,0.4623698471194993,0.0003324901796458516,0.00030085541321301957,0.03306993269882928,8.034032611031404e-05,0.4910312036871208,0.5331021681194922,2.2769714701630275e-07,1.122026961783739e-05,0.02820538468642758,1.870476716620127e-08,1.3770727910885367e-07,5.538787561237061e-10,1.4164965949007061e-09,3.995016984413372e-06,0.0006847197409740203,1.1041315842561194e-06
0.00019523223931779889,0.1742118111056968,0.0,0.0,0.0,0.0,0.45973528227206656,0.0003314939450719604,0.00030065066562244254,0.03330932375090706,8.018337837160347e-05,0.49316646357048816,0.5358650262878499,2.275806743329681e-07,1.1300152119454478e-05,0.028559140384877436,1.89393648604622e-08,1.39362549984083e-07,5.605364969525013e-10,1.4333076424307738e-09,4.051049275985839e-06,0.00069787914102118,1.1253515377719536e-06
0.00019717432050534836,0.17453103283024393,0.0,0.0,0.0,0.0,0.45712601164437194,0.00033050290310842104,0.0003004401668427648,0.03354745079973972,8.002739631093166e-05,0.49527695474880773,0.538603889941093,2.274545311769118e-07,1.1379461339941525e-05,0.028912858180962925,1.917393741930301e-08,1.4101325501615124e-07,5.671758732943567e-10,1.4500690416575384e-09,4.107039947951708e-06,0.0007111125340019891,1.1466908074359075e-06
0.00019911640169289783,0.1748475217249127,0.0,0.0,0.0,0.0,0.454541665817397,0.00032951702799819364,0.00030022408135045527,0.03378432509459397,7.987236350902511e-05,0.4973630570623074,0.5413191023718652,2.2731901714310114e-07,1.1458201750306985e-05,0.029266524635767312,1.9408475930530474e-08,1.42659300301115e-07,5.737965074539159e-10,1.4667798924091653e-09,4.162983896022416e-06,0.0007244185456140903,1.1681471771391885e-06
0.0002010584828804473,0.1751613163212823,0.0,0.0,0.0,0.0,0.451981883094107,0.00032853629358268034,0.000300002568578795,0.03401995772951996,7.971826429301086e-05,0.4994251423019046,0.5440109997027701,2.2717442190176283e-07,1.1536377733908159e-05,0.029620126689072268,1.9642971733090178e-08,1.443005948759728e-07,5.803980335647258e-10,1.483439324683669e-09,4.2188761599901815e-06,0.0007377958171746076,1.1897184559598926e-06
0.00020300056406799677,0.1754724543323708,0.0,0.0,0.0,0.0,0.4494463092764662,0.0003275606735402483,0.0002997757839766622,0.03425435964652405,7.956508259297285e-05,0.501463574441703,0.54667991109371,2.2702102784580228e-07,1.1613993957846287e-05,0.029973651646907896,1.9877416408810096e-08,1.4593705380064982e-07,5.869801099854084e-10,1.5000465259653755e-09,4.2747119794571296e-06,0.0007512430054602581,1.2114024779053556e-06
0.00020494264525554624,0.17578097270034143,0.0,0.0,0.0,0.0,0.4469345974467936,0.0003265901412120433,0.0002995438777558013,0.03448754163883903,7.941280415863114e-05,0.5034787098685471,0.5493261589462026,2.268591066818982e-07,1.1691054554763539e-05,0.030327087171245572,2.0111801775565387e-08,1.4756859122566685e-07,5.935423914168544e-10,1.5166006790607815e-09,4.330486620236267e-06,0.0007647587828502427,1.2331971021421946e-06
0.0002068847264430957,0.17608690762810314,0.0,0.0,0.0,0.0,0.44444640853425654,0.0003256246697529645,0.00029930699613619284,0.03471951433847069,7.926141408524493e-05,0.5054708967905595,0.5519500583777452,2.2668892359825697e-07,1.1767563993257349e-05,0.03068042130603065,2.0346119904542174e-08,1.491951275730408e-07,6.000845577848015e-10,1.5331010259946383e-09,4.386195538411893e-06,0.0007783418386358376,1.255100215108503e-06
0.00020882680763064518,0.17639029486377436,0.0,0.0,0.0,0.0,0.4419814085442847,0.000324664232012554,0.00029906528152823963,0.034950288272058865,7.911089855409308e-05,0.5074404781265485,0.5545519197947106,2.2651073349721723e-07,1.1843526614231189e-05,0.031033642342135632,2.058036303067959e-08,1.508165858894352e-07,6.066062995717069e-10,1.5495468365811385e-09,4.441834318777049e-06,0.0007919908734146412,1.2771097214741606e-06
0.00021076888881819465,0.17669116875992738,0.0,0.0,0.0,0.0,0.43953927085520883,0.0003237088007020183,0.0002988188730059433,0.0351798738123446,7.896124314447677e-05,0.5093877891116553,0.5571320467607206,2.2632479022516072e-07,1.191894680899628e-05,0.031386738927843744,2.0814523625938348e-08,1.5243289161858184e-07,6.131073169013902e-10,1.5659374020238664e-09,4.497398655296634e-06,0.0008057046044770645,1.2992235528266757e-06
0.00021271097000574412,0.1769895624763624,0.0,0.0,0.0,0.0,0.4371196776125073,0.0003227583488041589,0.0002985679036372408,0.03540828114780309,7.881243525184007e-05,0.5113131558469474,0.5596907347031058,2.2613133123645032e-07,1.1993828704079715e-05,0.03173970013581679,2.1048594443711336e-08,1.5404397196020012e-07,6.195873169605064e-10,1.5822720357662606e-09,4.5528843240127e-06,0.0008194817694163378,1.3214396734926248e-06
0.00021445884307453865,0.17725602510668648,0.0,0.0,0.0,0.0,0.4349610600541048,0.0003219071768242739,0.00029833823974736534,0.03561284872942311,7.86792222886127e-05,0.5130274893830146,0.561975464349417,2.2595098572374347e-07,1.2060765607607081e-05,0.03205724061557312,2.1259175544692757e-08,1.5548942027459541e-07,6.254011208539619e-10,1.596924853758192e-09,4.602750791150658e-06,0.0008319344190781079,1.3415199708884209e-06
0.00021620671614333318,0.17752053098604312,0.0,0.0,0.0,0.0,0.43282022469116244,0.0003210599955325719,0.00029810508061829113,0.03581647742380033,7.854667606875629e-05,0.5147245391398224,0.564243273427813,2.257649090576351e-07,1.2127273069365723e-05,0.03237465512229123,2.146967310503069e-08,1.5693053349191956e-07,6.311974883548819e-10,1.6115314001285655e-09,4.6525473821695015e-06,0.0008444365324907636,1.3616800302893384e-06
0.0002179545892121277,0.1777831028988459,0.0,0.0,0.0,0.0,0.4306969512658576,0.000320216784439213,0.0002978685165389007,0.03601917441279233,7.841478788351513e-05,0.5164045309080907,0.5664943666761204,2.2557326305541356e-07,1.2193353913746244e-05,0.03269193624212019,2.168008220813304e-08,1.5836726341496396e-07,6.369762256070684e-10,1.6260912220140477e-09,4.7022712021781634e-06,0.000856987217496098,1.3819184130600771e-06
0.00021970246228092223,0.17804376397352867,0.0,0.0,0.0,0.0,0.4285910238099515,0.0003193775234007802,0.00029762863562431775,0.036220946785464,7.828354851244054e-05,0.5180676860105774,0.5687289448522159,2.2537620511488268e-07,1.2259011509598297e-05,0.03300907676601527,2.189039807322761e-08,1.5979956700310642e-07,6.427371594948542e-10,1.640603915450151e-09,4.751919599763031e-06,0.000869585592385685,1.402233697416277e-06
0.00022145033534971676,0.17830253697861334,0.0,0.0,0.0,0.0,0.4265022300697119,0.0003185421920857956,0.0002973855235190041,0.0364218015498418,7.815295043675441e-05,0.5197142219012834,0.5709472052691659,2.2517388810054654e-07,1.2324248209713314e-05,0.033326069663755065,2.210061603813121e-08,1.6122739856243425e-07,6.484801062306742e-10,1.6550690540089534e-09,4.801489738081163e-06,0.0008822307853900626,1.4226244775998515e-06
