Time (s),Volume (m^3),Ar,He,Ne,N2,methane(1),oxygen(2),CH3(5),HO2(7),CH3O2(12),H(6),CH3O2(19),OH(D)(9),CH2O(25),H2O(35),CC(14),O(T)(10),OO(11),CHO(34),CHO3(63),CHO3(75),CO2(114),COO(15),CH3O(17),C2H5(58),C2H4(166),CHO3(116),CHO2(70),C3H7(186),C2H5O(189),C2H3(183),C#C(234)
0.00020997176077823735,0.11223648026063567,0.0,0.0,0.0,0.0,0.329295240085992,0.6694755311832777,9.319056102783662e-05,0.00011304466646839902,7.250655415085985e-07,1.1856159753588149e-07,2.295235680026697e-15,5.251976763432156e-07,0.0002875201276350709,0.0004798143893857055,0.0001475396684943622,7.317899694859467e-08,4.724066821626706e-08,3.278369656072837e-08,2.417156400187249e-07,1.3709084555527946e-15,2.6305847333251943e-05,1.528401648508433e-10,8.633932175073672e-10,3.977059665878436e-10,8.302346324694569e-07,1.3246539565831043e-17,1.4206742040726325e-16,1.6717478541737436e-13,2.6816952942036055e-14,3.112486240419423e-13,1.0970264545610009e-09
0.00021399477422299698,0.11223613006015816,0.0,0.0,0.0,0.0,0.32927298085647944,0.6694595806495959,9.390632585197536e-05,0.00011486218490276664,7.306194014701603e-07,1.2046806108621692e-07,2.312816741445192e-15,5.327018898419943e-07,0.00029614667773176183,0.0004965540922777772,0.0001532158948502051,7.397047980288991e-08,4.807885127765252e-08,3.383797141164647e-08,2.4949119005587455e-07,1.4150080732400537e-15,2.7732994812377594e-05,1.564759683620866e-10,8.779594746315763e-10,4.177276977054641e-10,8.91550468859193e-07,1.416476113698379e-17,1.4724574915363967e-16,1.8090076034115933e-13,2.920905889917426e-14,3.379383307783716e-13,1.2173756071951166e-09
0.0002180177876677566,0.11223577529804292,0.0,0.0,0.0,0.0,0.329250453731505,0.6694434450902693,9.461368720195116e-05,0.00011666900854301011,7.361074766035766e-07,1.2236357754733988e-07,2.3301895574744793e-15,5.401871649711239e-07,0.0003048332026037727,0.0005135343605049143,0.0001589745131163277,7.47551624063547e-08,4.8915288398038574e-08,3.490280659085834e-08,2.5734435680542883e-07,1.459547899963889e-15,2.920555136309836e-05,1.6012052341963783e-10,8.925220101312384e-10,4.3830214261759697e-10,9.559099941805077e-07,1.512651412592517e-17,1.52518050376295e-16,1.9542143374496955e-13,3.175778980869837e-14,3.662792136164283e-13,1.347915777837511e-09
0.00022204080111251623,0.11223541600493916,0.0,0.0,0.0,0.0,0.3292276597609237,0.6694271245162408,9.531304444023456e-05,0.00011846543720421353,7.415328739848959e-07,1.2424846137177935e-07,2.347363963738289e-15,5.476549258904885e-07,0.0003135786316742516,0.0005307547392943247,0.00016481502526116554,7.553331238506085e-08,4.975009254684386e-08,3.597810799090265e-08,2.652744335614577e-07,1.5045239275886127e-15,3.072396594237712e-05,1.6377394461421177e-10,9.070827904393292e-10,4.594343202996825e-10,1.0233956596116857e-06,1.6132974196859505e-17,1.578853302731804e-16,2.1076512930637503e-13,3.4469993025730956e-14,3.963373099350814e-13,1.489269249401876e-09
0.00022606381455727586,0.11223505220931415,0.0,0.0,0.0,0.0,0.3292045999401404,0.6694106189060373,9.600476447768234e-05,0.00012025176592211682,7.468984480187452e-07,1.2612302186962723e-07,2.3643489960148416e-15,5.551065046365226e-07,0.0003223819333831519,0.0005482148178043642,0.0001707369585884227,7.630518018651514e-08,5.0583375363381086e-08,3.7063785608269746e-08,2.732807439487645e-07,1.5499323200015776e-15,3.2288683489779395e-05,1.6743634419124075e-10,9.216436445944225e-10,4.811292884255798e-10,1.0940906169259274e-06,1.7185328471131056e-17,1.633486193242872e-16,2.2696064440451733e-13,3.735268831231622e-14,4.281800821382572e-13,1.6420828179860722e-09
0.00023008682800203549,0.11223468393769315,0.0,0.0,0.0,0.0,0.32918127521339585,0.6693939282085715,9.668918566800743e-05,0.0001220282847434612,7.522068307572636e-07,1.2798756302136834e-07,2.381152986213128e-15,5.625431518365355e-07,0.00033124211231655844,0.0005659142264036213,0.0001767398634780517,7.707100095769485e-08,5.141524705381006e-08,3.815975325892045e-08,2.813626398079171e-07,1.595769401117972e-15,3.390014509745521e-05,1.7110783333028146e-10,9.362062839319112e-10,5.033921428534298e-10,1.1680787228900467e-06,1.8284775669850956e-17,1.6890897135743157e-16,2.4403725355426107e-13,4.0413070193338793e-14,4.618764343702193e-13,1.8070283088268238e-09
0.0002341098414467951,0.11223431121486664,0.0,0.0,0.0,0.0,0.32915768647669663,0.6693770523455902,9.736662115025106e-05,0.0001237952785596578,7.574604579215458e-07,1.2984238333107992e-07,2.3977836447452407e-15,5.699660458880342e-07,0.00034015820667912804,0.000583852634262284,0.0001828233114182226,7.783099615998111e-08,5.224581630601988e-08,3.926592832865716e-08,2.8951949933960817e-07,1.6420316443564174e-15,3.555878816858703e-05,1.7478852318421783e-10,9.507723187961271e-10,5.262280174184139e-10,1.2454445435957946e-06,1.9432526257655097e-17,1.7456746274840447e-16,2.620247119957176e-13,4.3658510358754607e-14,4.974967296638618e-13,1.984803097942611e-09
0.00023813285489155474,0.11223393406406905,0.0,0.0,0.0,0.0,0.3291338345804364,0.6693599912138178,9.803736171769411e-05,0.0001255530269775049,7.626615912362999e-07,1.3168777571409905e-07,2.4142481312279867e-15,5.7737630081768e-07,0.00034912928606058147,0.0006020297472110924,0.00018898689328727858,7.858537495834424e-08,5.307519021990179e-08,4.038223155308124e-08,2.977507254690734e-07,1.6887156633626468e-15,3.7265046565707104e-05,1.7847852570422139e-10,9.653432726705664e-10,5.496420839565738e-10,1.3262733587626147e-06,2.0629802586872257e-17,1.803251917346998e-16,2.8095325942944255e-13,4.709656011129252e-14,5.351128075088767e-13,2.1761306396054286e-09
0.00024215586833631437,0.11223355250713425,0.0,0.0,0.0,0.0,0.3291097203317555,0.6693427446868411,9.870167828174002e-05,0.00012730180422156642,7.67812337611301e-07,1.3352402741411135e-07,2.4305531152028487e-15,5.847749730084209e-07,0.0003581544494539564,0.000620445305829316,0.00019523021784987568,7.933433541744485e-08,5.3903474250828044e-08,4.150858682270088e-08,3.0605574439767794e-07,1.7358182037947152e-15,3.90193507500762e-05,1.8217795427471863e-10,9.799205940782651e-10,5.736395524932591e-10,1.41065116604163e-06,2.1877839041410628e-17,1.861832778254233e-16,3.008536238801088e-13,5.0734952858291886e-14,5.747980018170813e-13,2.3817609997801595e-09
0.000246178881781074,0.11223316656462985,0.0,0.0,0.0,0.0,0.3290853444966737,0.6693253126167699,9.935982399055986e-05,0.00012904187906364725,7.729146656351719e-07,1.3535141994540324e-07,2.4467048283479734e-15,5.921630669602163e-07,0.0003672328234894725,0.0006390990837287251,0.00020155291043609923,8.007806553318609e-08,5.47307721644724e-08,4.264492100934729e-08,3.144340043131119e-07,1.783336136007777e-15,4.082212791312409e-05,1.8588692418139618e-10,9.94505666565453e-10,5.982256715372664e-10,1.4986646853417143e-06,2.317788217956513e-17,1.921428612922282e-16,3.217570256670408e-13,5.4581606645610575e-14,6.166271592546012e-13,2.6024713956627046e-09
0.00025020189522583365,0.11223277625597451,0.0,0.0,0.0,0.0,0.3290607078020293,0.669307694835712,0.00010001203605409903,0.0001307735147755104,7.779704197832163e-07,1.3717022905670532e-07,2.4627091094538577e-15,5.995415402283466e-07,0.00037636356085329187,0.0006579908860054744,0.00020795461177667052,8.081674412436393e-08,5.5557186001389206e-08,4.3791163810628167e-08,3.2288497423376837e-07,1.8312664484998916e-15,4.267380210079477e-05,1.8960555293510858e-10,1.0090998170482465e-09,6.234057284355761e-10,1.590401363189869e-06,2.4531190875174164e-17,1.9820510272828386e-16,3.4369518146349235e-13,5.864462673179787e-14,6.606766579148455e-13,2.839066741435159e-09
0.0002542249086705933,0.11223238159953991,0.0,0.0,0.0,0.0,0.32903581093724993,0.6692898911570809,0.00010065853731950418,0.00013249696910156038,7.829813326823251e-07,1.3898072471360778e-07,2.478571443248602e-15,6.069113076634439e-07,0.0003855458388650912,0.0006771205478360886,0.00021443497697131467,8.15505416054649e-08,5.6382816050005765e-08,4.494724760971524e-08,3.3140814296719146e-07,1.879606242004777e-15,4.457479433151418e-05,1.933339604739364e-10,1.0237043227699668e-09,6.491850497566779e-10,1.6859493771316222e-06,2.5939036456781857e-17,2.0437118266453614e-16,3.6670030843241055e-13,6.293230820109583e-14,7.070244263133666e-13,3.092380200345042e-09
0.00025824792211535296,0.11223198261273988,0.0,0.0,0.0,0.0,0.3290106545559796,0.6692719013767653,0.00010129953763447337,0.00013421249424868477,7.879490357249158e-07,1.4078317109696027e-07,2.4942969939969236e-15,6.142732450594686e-07,0.00039477885819226067,0.00069648793319731,0.00022099367457078595,8.22796206585251e-08,5.720776082687655e-08,4.6113107348210654e-08,3.400030181658408e-07,1.9283527241365134e-15,4.6525522708394844e-05,1.9707226926372918e-10,1.0383204170842905e-09,6.755690016790344e-10,1.785397640173199e-06,2.74027028445865e-17,2.1064230123431908e-16,3.9080512842881883e-13,6.745313861395093e-14,7.557499626883776e-13,3.3632737432090276e-09
0.0002622709355601126,0.11223157931210946,0.0,0.0,0.0,0.0,0.3289852392775799,0.6692537252741793,0.00010193523503049495,0.00013592033689084846,7.928750682807633e-07,1.4257782661504505e-07,2.5098906346607253e-15,6.21628192300314e-07,0.00040406184168187664,0.0007160929336926308,0.00022763038575593453,8.300413681931678e-08,5.803211706321221e-08,4.7288680410167484e-08,3.486691254658367e-07,1.9775032045048684e-15,4.852640252620204e-05,2.0082060431489993e-10,1.0529492942490441e-09,7.025629903659504e-10,1.8888358052645824e-06,2.892348668497563e-17,2.170196778786451e-16,4.160428722582646e-13,7.221580069360119e-14,8.069343545894394e-13,3.6526387134368016e-09
0.00026629394900487226,0.11223117171337413,0.0,0.0,0.0,0.0,0.3289595656885226,0.6692353626132092,0.0001025658167532118,0.00013762073818638778,7.977608857187598e-07,1.4436494392763378e-07,2.525356972292425e-15,6.289769560824365e-07,0.0004133940332944695,0.0007359354674709577,0.0002343448035996616,8.372423899086881e-08,5.8855979696841146e-08,4.8473906515647034e-08,3.574060076966226e-07,2.0270550902328386e-15,5.057784637352769e-05,2.045790931309772e-10,1.0675921133893119e-09,7.301724623128431e-10,1.9963542698202587e-06,3.0502697482531536e-17,2.235045510857361e-16,4.4244728398056005e-13,7.722917504743138e-14,8.606602987370407e-13,3.9613963986645554e-09
0.0002743399758943915,0.11223034368078194,0.0,0.0,0.0,0.0,0.32890744576735964,0.6691980765988756,0.00010381233327328397,0.00014100015399755783,8.074173159630242e-07,1.4791754607037193e-07,2.555924961371946e-15,6.436590071550041e-07,0.00043220311670114043,0.0007763329344352174,0.00024800558721456976,8.515176635493549e-08,6.050259493803827e-08,5.087308785127904e-08,3.750903500323903e-07,2.1273531699906e-15,5.4834063552116454e-05,2.1212705328969664e-10,1.096924054643065e-09,7.872598443101777e-10,2.223997436578856e-06,3.384170296653049e-17,2.3680183507435777e-16,4.988936779705966e-13,8.804458883283327e-14,9.760757951974372e-13,4.640928279393175e-09
0.0002815814000949589,0.11222958389515639,0.0,0.0,0.0,0.0,0.32885965967005765,0.6691638784983062,0.00010491838976669134,0.00014401848639370552,8.159836784302571e-07,1.5109152572607356e-07,2.583042278628724e-15,6.568591964557887e-07,0.00044929239828036795,0.0008135027069504359,0.0002605631912826917,8.642281805529274e-08,6.198377620284539e-08,5.306480423762102e-08,3.912440494035994e-07,2.2189700928980725e-15,5.884167504315332e-05,2.1895626877950585e-10,1.123381495979344e-09,8.407989157789358e-10,2.443753181379187e-06,3.706003281318087e-17,2.4914983572850436e-16,5.54034619297834e-13,9.87291370282231e-14,1.0895051263933927e-12,5.328706107215359e-09
0.00028882282429552625,0.11222881039731428,0.0,0.0,0.0,0.0,0.32881104439272435,0.6691290716497135,0.00010601037520241528,0.00014701621113631888,8.244391975741302e-07,1.5424475272606827e-07,2.609808715718046e-15,6.7005060154061e-07,0.0004665302254001679,0.0008514419285629952,0.0002733682704616712,8.76816237848638e-08,6.346475275035566e-08,5.528695609136687e-08,4.0762066354109647e-07,2.3118512937250924e-15,6.301941679893556e-05,2.258204646319693e-10,1.1499008222879767e-09,8.964187300662881e-10,2.678169466699036e-06,4.0488632602090464e-17,2.6186623466594047e-16,6.135042757229429e-13,1.1037344351531345e-13,1.2125308902963634e-12,6.095074702158611e-09
0.0002960642484960936,0.1122280232558389,0.0,0.0,0.0,0.0,0.32876160232027574,0.6690936542117004,0.00010708908834608199,0.00014999454084174918,8.327900770222762e-07,1.573784990379044e-07,2.6362439105750044e-15,6.832369788753254e-07,0.00048391283905802935,0.0008901509639468666,0.0002864193890400465,8.892886126457099e-08,6.494601380590575e-08,5.7539264800875265e-08,4.242180623682388e-07,2.405984691583025e-15,6.736960918513623e-05,2.3272045273482122e-10,1.1764878408713304e-09,9.541525361157478e-10,2.9278010131993783e-06,4.413562054002319e-17,2.749589177294582e-16,6.775185716695703e-13,1.2303682500885774e-13,1.3456962558994245e-12,6.94656757619273e-09
0.000303305672696661,0.1122272225355492,0.0,0.0,0.0,0.0,0.3287113355777305,0.6690576242316573,0.00010815526391604716,0.00015295463444783334,8.410420214819852e-07,1.6049398089141315e-07,2.6623659217745066e-15,6.964218641201133e-07,0.000501436640377586,0.0009296303914723169,0.00029971519563441127,9.016516388795713e-08,6.64280303653979e-08,5.982146995474737e-08,4.410342493533713e-07,2.501358962993721e-15,7.189455098785061e-05,2.396570566873188e-10,1.2031481409211435e-09,1.0140340247231605e-09,3.1932107232157484e-06,4.8009259792217736e-17,2.8843595720511654e-16,7.462991837710129e-13,1.3678090459195152e-13,1.4895629654443317e-12,7.890080575448974e-09
0.00031054709689722835,0.11222640829588583,0.0,0.0,0.0,0.0,0.32866024604618893,0.669020979654349,0.00010920957959886935,0.00015589759862874903,8.492002913810438e-07,1.6359236025753884e-07,2.6881914014999166e-15,7.096085896337074e-07,0.0005190981797828008,0.0009698809912163968,0.0003132544163088588,9.139112452343731e-08,6.791125553859163e-08,6.213332816974559e-08,4.5806735284036235e-07,2.597963492719995e-15,7.659652076689156e-05,2.466311056576863e-10,1.2298871019891248e-09,1.076097319823349e-09,3.474969766413185e-06,5.2117960142866994e-17,3.0230560965129323e-16,8.200736078870802e-13,1.5166966683525463e-13,1.644711724680791e-12,8.93288385845425e-09
0.0003177885210977957,0.11222558059283534,0.0,0.0,0.0,0.0,0.3286083353776018,0.6689837183295262,0.00011025266191571106,0.00015882448929957247,8.572697485525436e-07,1.666747464219166e-07,2.7137357401608493e-15,7.228002996130278e-07,0.0005368941471972248,0.001010903733915899,0.00032703584840873957,9.260729876951326e-08,6.939612492845618e-08,6.447461199567049e-08,4.7531561794226315e-07,2.6957883277898877e-15,8.1477778121856e-05,2.536434303341447e-10,1.256709904502539e-09,1.1403769712391698e-09,3.7736576647317163e-06,5.647027958135628e-17,3.1657631383337075e-16,8.990752374216407e-13,1.6776951378283187e-13,1.811742610192199e-12,1.008263412834881e-08
0.0003250299452983631,0.11222473947852415,0.0,0.0,0.0,0.0,0.32855560500848774,0.6689458380187105,0.0001112850911718936,0.00016173631318839218,8.652548947604092e-07,1.6974219763487656e-07,2.7390131883478927e-15,7.359999635831086e-07,0.0005548213631200251,0.00105269977073172,0.00034105835498582615,9.381420777000988e-08,7.088305703357289e-08,6.684510895514141e-08,4.927773993468852e-07,2.794824136692982e-15,8.654056487773363e-05,2.606948613807236e-10,1.2836215445726902e-09,1.2069079656426944e-09,4.089862375742752e-06,6.107492720277381e-17,3.312566890193095e-16,9.835434702763056e-13,1.8514932623051844e-13,1.9912755263290125e-12,1.1347387110887548e-08
0.00033227136949893045,0.11222388500199215,0.0,0.0,0.0,0.0,0.3285020561726912,0.6689073364012608,0.00011230740564282756,0.00016463402945860524,8.731599043117918e-07,1.7279572278846878e-07,2.7640369600689685e-15,7.492103868947926e-07,0.0005728767704823524,0.0010952704237431417,0.0003553208597365172,9.501234066700462e-08,7.237245370247229e-08,6.92446206266431e-08,5.10451154557164e-07,2.8950621710426045e-15,9.178710619379981e-05,2.677862236058799e-10,1.3106268321245534e-09,1.2757257153215476e-09,4.424180374483406e-06,6.594076468120979e-17,3.4635553344414806e-16,1.0737237780271413e-12,2.0388052143775867e-13,2.183950615429956e-12,1.2735610289417982e-08
0.0003395127936994978,0.11222301720934187,0.0,0.0,0.0,0.0,0.32844768991335205,0.6688682110798833,0.00011332010525807794,0.0001675185513576212,8.809886527588212e-07,1.7583628312462465e-07,2.788819323606306e-15,7.624342203374665e-07,0.0005910574271214073,0.0011386171770259702,0.0003698223423152736,9.62021568133798e-08,7.386470060342833e-08,7.167296173010242e-08,5.283354371691309e-07,2.9964942274513296e-15,9.721961160284123e-05,2.7491833188307384e-10,1.337730392568567e-09,1.3468660397959818e-09,4.777216732859327e-06,7.107680695320571e-17,3.618818225818116e-16,1.1698677740249658e-12,2.2403710904393189e-13,2.3904286626020215e-12,1.4256195891622128e-08
0.0003467542179000652,0.11222213614409733,0.0,0.0,0.0,0.0,0.3283925070941835,0.6688284595856805,0.00011432365488936348,0.00017039074787562666,8.887447424798691e-07,1.7886479397428967e-07,2.813371682495375e-15,7.75673970001014e-07,0.0006093604987824266,0.001182741668238863,0.000384561833963379,9.738408778824971e-08,7.536016768557374e-08,7.412995935984368e-08,5.464288910403537e-07,3.0991126144568676e-15,0.00010284027598599919,2.820919917551274e-10,1.3649366817859668e-09,1.4203651823740178e-09,5.149585197082322e-06,7.649222566639297e-17,3.778447078298222e-16,1.2722333287859954e-12,2.456957572070128e-13,2.6113915864517614e-12,1.5918474133984465e-08
0.00035399564210063255,0.1122212418474212,0.0,0.0,0.0,0.0,0.32833650841010337,0.6687880793827891,0.0001153184872938007,0.00017325144540451278,8.964315256171305e-07,1.8188212646867828e-07,2.8377046481350913e-15,7.889320051062781e-07,0.0006277832526019832,0.0012276456806819647,0.00039953841342566155,9.855853924569525e-08,7.68592096748543e-08,7.661545224184964e-08,5.647302448254743e-07,3.2029101215299533e-15,0.00010865128048723005,2.893079945010985e-10,1.3922499821626992e-09,1.4962597985492955e-09,5.541908262749845e-06,8.219635064821789e-17,3.9425351533923504e-16,1.3810846365923396e-12,2.689358531038712e-13,2.8475428651361336e-12,1.773222672335373e-08
0.0003612370663011999,0.11222033435838008,0.0,0.0,0.0,0.0,0.3282796943972511,0.6687470678726314,0.00011630500572480272,0.00017610142938901074,9.040521244304301e-07,1.8488910924295058e-07,2.861828104218888e-15,8.022105650781868e-07,0.0006463230510467979,0.0012733311358046231,0.0004147512031465219,9.972589259927373e-08,7.836216657600971e-08,7.912928991694088e-08,5.832383060776056e-07,3.3078799856199504e-15,0.00011465479336955461,2.965671132252234e-10,1.4196744005056982e-09,1.5745869226211993e-09,5.954817246872948e-06,8.819866907316233e-17,4.1111774430673427e-16,1.4966922709527879e-12,2.938395559528635e-13,3.0996079250949856e-12,1.9707700615451116e-08
0.0003684784905017673,0.11221941371415683,0.0,0.0,0.0,0.0,0.3282220654424371,0.6687054223978256,0.00011728358625511563,0.000178941445963566,9.116094493555401e-07,1.8788653015774327e-07,2.885751263899352e-15,8.155117674616047e-07,0.0006649773462659345,0.0013198000861270112,0.0004301993657168636,1.0088650655615801e-07,7.986936414806484e-08,8.167133212060492e-08,6.019519563965424e-07,3.4140158636375964e-15,0.00012085297081634837,3.038701058185795e-10,1.447213886655831e-09,1.6553839935274848e-09,6.388952357474736e-06,9.450882985635216e-17,4.284470659179766e-16,1.6193333087066012e-12,3.204918691840947e-13,3.36833466971453e-12,2.1855622035751966e-08
0.00037571991470233465,0.11221847995025881,0.0,0.0,0.0,0.0,0.3281636217920727,0.6686631402457964,0.00011825457987057838,0.00018177220356766787,9.191062153249511e-07,1.9087513796467043e-07,2.9094827214525536e-15,8.288376140179526e-07,0.0006837436748111644,0.001367054708539842,0.00044588210054027444,1.0204071853608082e-07,8.138111440804504e-08,8.424144820997424e-08,6.208701471841882e-07,3.521311808381583e-15,0.000127247957681444,3.1121771091329913e-10,1.4748722289759307e-09,1.7386888498705338e-09,6.844962760764724e-06,1.0113664576676307e-16,4.462513225899409e-16,1.7492913988514356e-12,3.489807059041084e-13,3.654493934252629e-12,2.418721076492003e-08
0.000382961338902902,0.11221753310069811,0.0,0.0,0.0,0.0,0.3281043635606164,0.6686202186521271,0.00011921831438011982,0.00018459437453275158,9.265449566766628e-07,1.93855643934301e-07,2.9330304994726017e-15,8.421899960021538e-07,0.0007026196526907014,0.0014150972979483586,0.00046179864069431924,1.0318884599560105e-07,8.289771613786367e-08,8.683951639532714e-08,6.39991894301995e-07,3.629762238237784e-15,0.00013384188819039842,3.1861064324507473e-10,1.502653047161053e-09,1.8245396731066416e-09,7.323506644644349e-06,1.0809209000136484e-16,4.645405260792351e-16,1.8868567989635246e-12,3.793969344777194e-13,3.958879834920352e-12,2.6714194683350142e-08
0.0003902027631034694,0.11221657319816356,0.0,0.0,0.0,0.0,0.3280442907385764,0.6685766548036759,0.0001201750961558771,0.00018740859663712742,9.339280406628015e-07,1.968287235008483e-07,2.9564020916339523e-15,8.555707009484873e-07,0.0007216029707287535,0.0014639302612376834,0.0004779482499725333,1.0433118765537806e-07,8.441945534919716e-08,8.946542322641675e-08,6.593162738630755e-07,3.739361913313956e-15,0.00014063688659556668,3.260495990544081e-10,1.5305598162593221e-09,1.9129750243625707e-09,7.825251279489699e-06,1.1538530176723043e-16,4.833248565923838e-16,2.0323265076672503e-12,4.1183445737897645e-13,4.2823103368315475e-12,2.9448824581207924e-08
0.00039744418730403675,0.11221560027417612,0.0,0.0,0.0,0.0,0.3279834032000843,0.668532445841472,0.00012112521171801609,0.00019021547462637502,9.41257679801643e-07,1.997950178327727e-07,2.979604501792458e-15,8.689814178787792e-07,0.0007406913902115959,0.0015135561115476178,0.0004943302200977357,1.0546802464530633e-07,8.594660577254183e-08,9.211906320065437e-08,6.788424191909444e-07,3.850105918191002e-15,0.00014763506778809284,3.335352531332499e-10,1.5585958636409783e-09,2.0040338566775443e-09,8.350873076561639e-06,1.2302659026347392e-16,5.026146626077238e-16,2.1860043389126293e-12,4.4639028619250477e-13,4.625627758723503e-12,3.240388923701295e-08
0.0004046856115046041,0.11221461435923971,0.0,0.0,0.0,0.0,0.3279217007100617,0.6684875888634148,0.00012206892918027494,0.0001930155816950825,9.485359431869974e-07,2.0275513533942596e-07,3.002644279785789e-15,8.824237412935952e-07,0.0007598827388055321,0.0015639774628395174,0.0005109438680994956,1.0659962157527962e-07,8.747942934999114e-08,9.48003380044988e-08,6.985695158964101e-07,3.9619896340011344e-15,0.00015483853786850497,3.4106825257754396e-10,1.5867643548487565e-09,2.0977554239486706e-09,8.901057642301604e-06,1.3102642716146153e-16,5.224204585908555e-16,2.348200933539156e-12,4.831645733620554e-13,4.9896990528057775e-12,3.559273075586527e-08
0.0004119270357051715,0.11221361548297686,0.0,0.0,0.0,0.0,0.3278591829310108,0.6684420809267896,0.00012300649956733557,0.00019580946092838397,9.557647666931591e-07,2.0570965320736348e-07,3.025527553737788e-15,8.958991770483831e-07,0.0007791749067229113,0.0016151970247339548,0.0005277885338415747,1.077262275268971e-07,8.901817667455684e-08,9.750915606264273e-08,7.18496797986717e-07,4.07500871636065e-15,0.0001622493946778226,3.4864922465706947e-10,1.6150683237390587e-09,2.194179327574109e-09,9.476499829692943e-06,1.3939545329951858e-16,5.4275292415827295e-16,2.5192339004241298e-12,5.222606971487144e-13,5.3754164090073245e-12,3.902926017519171e-08
0.00041916845990573885,0.11221260367425359,0.0,0.0,0.0,0.0,0.3277958494294518,0.668395919050621,0.00012393815802413233,0.00019859762670231709,9.62945962391596e-07,2.08659118854236e-07,3.0482600598675916e-15,9.094091469472997e-07,0.0007985658431152836,0.0016672175976061349,0.0005448635776858598,1.0884807698437606e-07,9.05630874538107e-08,1.0024543236163987e-07,7.386235460832326e-07,4.1891590852614204e-15,0.00016986972829211535,3.562787753595378e-10,1.6435106727636575e-09,2.2933455629932773e-09,1.0077903787631535e-05,1.4814448668101743e-16,5.636229048277991e-16,2.699427903353153e-12,5.637853547311073e-13,5.78369784959779e-12,4.2727973344321664e-08
0.0004264098841063062,0.11221157896129787,0.0,0.0,0.0,0.0,0.32773169968201654,0.6683491002178756,0.0001248641249349336,0.00020138056604000033,9.70081227342163e-07,2.11604051287542e-07,3.070847170318612e-15,9.229549917284881e-07,0.0008180535526844897,0.0017200420679251594,0.0005621683782874846,1.0996539071506208e-07,9.211439097674359e-08,1.0300908767610768e-07,7.589490829260683e-07,4.304436899574908e-15,0.00017770162148234372,3.639574803660869e-10,1.6720941487167695e-09,2.3952943809271243e-09,1.0705983005861577e-05,1.5728450893381148e-16,5.850414090974093e-16,2.8891146395370844e-12,6.078485718634552e-13,6.215487401602496e-12,4.670396706317698e-08
0.0004336513083068736,0.11221054137181047,0.0,0.0,0.0,0.0,0.3276667330812273,0.6683016213775298,0.00012578460695011732,0.00020415873992354793,9.771721515238783e-07,2.145449425157422e-07,3.093293918263851e-15,9.365379762108937e-07,0.0008376360924952935,0.0017736734038213237,0.0005797023305130387,1.1107837658689538e-07,9.367230651698594e-08,1.0580004811791107e-07,7.794727694151695e-07,4.420838534599004e-15,0.00018574715014068745,3.716858953600706e-10,1.700821379400357e-09,2.5000663362624554e-09,1.1361460356668346e-05,1.6682667226397476e-16,6.070196074262545e-16,3.0886329869499213e-12,6.545637901350733e-13,6.671755718771682e-12,5.097295548807278e-08
0.00044089273250744095,0.1122094909330633,0.0,0.0,0.0,0.0,0.32760094894097563,0.668253479446503,0.00012669979792914604,0.00020693258456257215,9.842202251581737e-07,2.1748225888002636e-07,3.1156050210881846e-15,9.501592934988843e-07,0.000857311568973637,0.0018281146508737547,0.0005974648434723434,1.121872303358942e-07,9.523704376804573e-08,1.0861824521863097e-07,8.001940040744269e-07,4.538360579018722e-15,0.00019400838367555285,3.794645569260472e-10,1.729694880391086e-09,2.6077023936451522e-09,1.204506813506025e-05,1.7678231481634198e-16,6.295688344798738e-16,3.2983291138430344e-12,7.040479919906837e-13,7.15350082887339e-12,5.555128681594108e-08
0.0004481341567080083,0.1122084276719977,0.0,0.0,0.0,0.0,0.3275343465017069,0.6682046713114782,0.00012760987981641578,0.00020970251261702248,9.912268456375856e-07,2.204164422505827e-07,3.1377849023213788e-15,9.638200671729947e-07,0.0008770781350867854,0.0018833689281084467,0.0006154553386619333,1.1329213629561718e-07,9.680880327679695e-08,1.1146361513554469e-07,8.211122191562854e-07,4.6569998128130565e-15,0.0002024873853775152,3.8729396943706773e-10,1.758717016876442e-09,2.718243727534788e-09,1.2757548094372551e-05,1.871629389863755e-16,6.527005852807739e-16,3.5185564161381478e-12,7.564216790472354e-13,7.66174815806352e-12,6.045596022668782e-08
0.0004553755809085757,0.112207351615315,0.0,0.0,0.0,0.0,0.327466924935334,0.6681551938306136,0.00012851502344701923,0.0002124689143748089,9.981933237266173e-07,2.2334791130548758e-07,3.159837711267232e-15,9.77521355763464e-07,0.0008969339876906456,0.0019394394241912182,0.0006336732482125537,1.1439326807367845e-07,9.838777680081783e-08,1.143360981216129e-07,8.422268762672106e-07,4.776753182444596e-15,0.00021118621275720943,3.951746175860749e-10,1.7878900463902435e-09,2.8317317567969868e-09,1.3499651478307667e-05,1.979802165387622e-16,6.764265135574458e-16,3.7496756662957934e-12,8.118089525368699e-13,8.197551129073873e-12,6.570464309105017e-08
