Time (s),Volume (m^3),Ar,He,Ne,N2,methane(1),oxygen(2),CH3(5),HO2(7),CH3O2(12),H(6),CH3O2(19),OH(D)(9),CH2O(25),H2O(35),CC(14),O(T)(10),OO(11),CHO(34),CHO3(63),CHO3(75),CO2(114),COO(15),CH3O(17),C2H5(58),C2H4(166),CHO3(116),CHO2(70),C3H7(186),C2H5O(189),C2H3(183),C#C(234),C2H2(247),C3H5(249),S(250),C2H2O(255),C2H2O(276),C2H2O(282),S(407),S(416),S(492),S(435),CH2(T)(8),S(434),C3H6(211),C3H6(209),C3H6(813),C3H7(212),S(491),S(144)
8.040676010519531e-07,0.11224537175940338,0.0,0.0,0.0,0.0,0.3299995095136663,0.6699995071625986,4.824669469959009e-07,4.837744281787306e-07,3.754710397396558e-09,7.229976728238804e-10,1.1885745719975185e-17,1.5921936461641143e-09,4.240891042455348e-09,4.15626874590852e-09,1.0305690369878282e-11,2.944789216260263e-10,1.6385181614992697e-10,1.7444705914138168e-13,7.914077535643215e-13,4.488528602985298e-21,2.3427603566536477e-13,8.273592532924467e-15,1.956057450089386e-12,7.821794133450546e-19,5.559642344242802e-18,1.6717756468300672e-27,4.1413309965695175e-22,5.144036791098226e-27,5.396628250264568e-28,1.4696643219764266e-26,1.8556572624433205e-25,1.230553028805987e-31,2.074971586311696e-34,2.4321625277263085e-39,5.12867025542064e-38,5.469002430106997e-37,4.686414441966187e-33,1.7008913664096707e-39,1.293703053786278e-39,5.928233184850847e-30,7.119058035858343e-33,9.500185502830446e-15,3.155437123265355e-36,3.0134318749035907e-35,5.700042705522197e-26,8.681266248732334e-33,5.812442658597093e-28,1.72943695825623e-36,2.737797247438683e-41
8.329376407655276e-07,0.1122453717540142,0.0,0.0,0.0,0.0,0.3299994916202667,0.6699994892727534,4.999111180363363e-07,5.011394993585607e-07,3.8905286010060785e-09,7.410756197671074e-10,1.2315685838992695e-17,1.6650130406973963e-09,4.551786211372911e-09,4.523813248520515e-09,1.1459788886474635e-11,3.0718201251353876e-10,1.7062236637566292e-10,1.901067919509698e-13,8.752271367797912e-13,4.963916542324372e-21,2.690077472391025e-13,8.698011509519016e-15,2.0273077291606487e-12,8.770006188211074e-19,6.457085719658902e-18,1.8827569762653987e-27,4.579947247535869e-22,6.192097846404157e-27,6.556488534719714e-28,1.7480693852343896e-26,2.2841042230575585e-25,1.514673690149905e-31,2.646608455360803e-34,3.1011764413387754e-39,6.540224354597143e-38,6.974225503639135e-37,6.18951997736844e-33,2.2465208137236312e-39,1.695005997354391e-39,7.605980475886242e-30,9.133789440375783e-33,1.0614830332784453e-14,4.048456328310269e-36,3.765060964333122e-35,7.111014861456144e-26,1.0830501921997332e-32,7.002122705574874e-28,2.2932738610389262e-36,3.6155950317786873e-41
8.61807680479102e-07,0.11224537174891408,0.0,0.0,0.0,0.0,0.32999947370582944,0.6699994713698845,5.173650167317475e-07,5.185037006709563e-07,4.026422535127467e-09,7.591527672039508e-10,1.274586568718809e-17,1.7379299313533563e-09,4.87373898958595e-09,4.907803065617347e-09,1.2697329971325631e-11,3.1989504410113783e-10,1.773933486741454e-10,2.0656741933051615e-13,9.643060776674526e-13,5.469134458955463e-21,3.0734406348598824e-13,9.131327881327237e-15,2.098625403352686e-12,9.7955068803526e-19,7.461336065385064e-18,2.1133555799195236e-27,5.0460862066157135e-22,7.406838477534238e-27,7.910311822517959e-28,2.0674570287574913e-26,2.7922133399932647e-25,1.8516219462650426e-31,3.34855552110753e-34,3.922404678532177e-39,8.273117947816143e-38,8.822111760632017e-37,8.098621065114858e-33,2.9395476462171965e-39,2.2015883869192475e-39,9.670399064062051e-30,1.1612850106770476e-32,1.1812205507664047e-14,5.147290137414281e-36,4.6686554743206736e-35,8.804335694379454e-26,1.3409877205885798e-32,8.381837441857554e-28,3.011857714071645e-36,4.730990661701285e-41
8.906777201926765e-07,0.11224537174410272,0.0,0.0,0.0,0.0,0.329999455770332,0.669999453453984,5.348286524168033e-07,5.35867033338908e-07,4.162392272725656e-09,7.77229116494133e-10,1.3176285495536479e-17,1.8109320132595002e-09,5.206755945661525e-09,5.3082587601797835e-09,1.4021274892098924e-11,3.326169838265516e-10,1.841645947559851e-10,2.238400860846209e-13,1.0587500893687445e-12,6.004780778608192e-21,3.4950652407064865e-13,9.573548474091903e-15,2.1700105325176584e-12,1.0901827834090048e-18,8.580951481564201e-18,2.3648938510095848e-27,5.540300027297706e-22,8.807908702969423e-27,9.482027441686603e-28,2.43227776275104e-26,3.3915070974374536e-25,2.249038930351687e-31,4.204817777749127e-34,4.923814984809784e-39,1.038642653322021e-37,1.1075656875904769e-36,1.0504411195077256e-32,3.812901105489072e-39,2.8362746009021396e-39,1.2191552879236605e-29,1.464037416823581e-32,1.309497580102191e-14,6.489231672902416e-36,5.748324601185771e-35,1.0824149653212872e-25,1.6486651854005546e-32,9.97408405135001e-28,3.920299213097411e-36,6.137298370328736e-41
9.195477599062509e-07,0.11224537173957982,0.0,0.0,0.0,0.0,0.3299994378137554,0.6699994355250433,5.523020317179984e-07,5.532294985861378e-07,4.29843786562488e-09,7.953046689808517e-10,1.3606945428090906e-17,1.8840092250052494e-09,5.5508436535613825e-09,5.725198381074439e-09,1.5434589820310688e-11,3.4534699985449306e-10,1.909359764588669e-10,2.4193555104193645e-13,1.1586609730350084e-12,6.57143287418073e-21,3.9572099072434596e-13,1.0024680074023389e-14,2.2414631654174816e-12,1.209255523543906e-18,9.82487536477047e-18,2.638758631296579e-27,6.063121439730006e-22,1.0416535159256766e-26,1.12975604932895e-27,2.847309699328694e-26,4.094738956124333e-25,2.7153821025270034e-31,5.242856581579263e-34,6.13738709978784e-39,1.294770467559012e-37,1.3806898251251033e-36,1.3513928571249277e-32,4.905444864774952e-39,3.625839952448763e-39,1.5248937677706584e-29,1.831182151307041e-32,1.446577382912115e-14,8.11659436152532e-36,7.031037160384121e-35,1.3219722559925325e-25,2.0135889636955763e-32,1.1803171826056585e-27,5.060132966794377e-36,7.897505452067795e-41
9.484177996198253e-07,0.11224537173534492,0.0,0.0,0.0,0.0,0.3299994198360819,0.6699994175830538,5.697851590542101e-07,5.705910976368277e-07,4.434559348416005e-09,8.133794259936703e-10,1.4037845594351246e-17,1.957153342845469e-09,5.90600869106675e-09,6.158637926530376e-09,1.694024582617313e-11,3.5808442140437867e-10,1.9770739588124468e-10,2.6086420134371513e-13,1.264136955670814e-12,7.169647847528593e-21,4.4621749528603795e-13,1.048472943358963e-14,2.3129833417684915e-12,1.3371330012294419e-18,1.1202442325042804e-17,2.936402749393243e-27,6.615064472047861e-22,1.2255594275490325e-26,1.338492747298712e-27,3.317672546730962e-26,4.915982611213291e-25,3.2599844418698764e-31,6.493959929355368e-34,7.599540036205765e-39,1.603388953377887e-37,1.7097878499832536e-36,1.7252849700284348e-32,6.262809640169522e-39,4.6015277542506945e-39,1.8932329819279541e-29,2.2734996982424366e-32,1.592720086336342e-14,1.0077163715386478e-35,8.546856143184278e-35,1.6045846395406147e-25,2.4441075229862531e-32,1.3895306543730646e-27,6.480232052332964e-36,1.008564152122304e-40
9.772878393333998e-07,0.11224537173139776,0.0,0.0,0.0,0.0,0.3299994018372961,0.6699993996280074,5.87278037037762e-07,5.879518317154015e-07,4.57075674158729e-09,8.314533888508395e-10,1.4468986059174804e-17,2.03035765146108e-09,6.272257638523151e-09,6.608591716477717e-09,1.8541218873846294e-11,3.708287079414516e-10,2.0447877853739053e-10,2.8063606620207975e-13,1.3752728227220723e-12,7.79996328144813e-21,5.012300934816287e-13,1.0953703276360173e-14,2.3845710938805526e-12,1.4741848013698847e-18,1.272338412228762e-17,3.2593464900401076e-27,7.196625144200845e-22,1.4349686778577066e-26,1.5774333466428483e-27,3.848841837237346e-26,5.870725049535571e-25,3.8931161580585314e-31,7.993639959078937e-34,9.351590447257298e-39,1.9732270161345205e-37,2.104167906840009e-36,2.1868021865289964e-32,7.938312479229795e-39,5.799612717242559e-39,2.3342673946579703e-29,2.803111628040278e-32,1.74818275984462e-14,1.2424669819469125e-35,1.0329184924006581e-34,1.9363262804678872e-25,2.94947596306781e-32,1.6278676396324937e-27,8.237819188582469e-36,1.2788291966112741e-40
9.999999999999997e-07,0.11224537172773796,0.0,0.0,0.0,0.0,0.3299993876627417,0.6699993854935281,6.010465985625546e-07,6.016089744984886e-07,4.677957060767241e-09,8.456716810203584e-10,1.4808334664645703e-17,2.087986426081659e-09,6.5681810606193045e-09,6.9741866791621764e-09,1.9869644868733688e-11,3.808592201212768e-10,2.098057857033841e-10,2.967896087652082e-13,1.4667414069678751e-12,8.318734240915135e-21,5.478378228331752e-13,1.1328923156555774e-14,2.4409369372351687e-12,1.5886963519569848e-18,1.4027280778249385e-17,3.532223122157971e-27,7.675269396303137e-22,1.6193525573278664e-26,1.788749143660263e-27,4.313252594254572e-26,6.726688791741652e-25,4.460743778329456e-31,9.374190077565057e-34,1.0963965605046113e-38,2.3136049229010152e-37,2.4671328684113066e-36,2.622522568198938e-32,9.520180861927663e-39,6.925604706410048e-39,2.739656154149133e-29,3.2899179449677985e-32,1.8772018647320482e-14,1.4582443816176196e-35,1.1942677015356064e-34,2.2361960710694883e-25,3.406298046428182e-32,1.837804180548771e-27,9.900883158208313e-36,1.5341350790866885e-40
1.006157879046974e-06,0.11224537172773796,0.0,0.0,0.0,0.0,0.329999383817384,0.6699993816598957,6.04780666802496e-07,6.053117020463482e-07,4.707030054085381e-09,8.495265588611909e-10,1.490036685088327e-17,2.1036166733471054e-09,6.6495970778152275e-09,7.075072697447703e-09,2.0240489817131816e-11,3.83579424301148e-10,2.1125006806891193e-10,3.0126083015581675e-13,1.4921600457018052e-12,8.462897963515662e-21,5.609967241341795e-13,1.1431608301046276e-14,2.456226447998105e-12,1.6207860179853039e-18,1.4397835621749084e-17,3.609179006596692e-27,7.8082821358122975e-22,1.6725213534430083e-26,1.8498271098354186e-27,4.446663393795695e-26,6.975963439027665e-25,4.626048944364494e-31,9.78205894348122e-34,1.1440243494424792e-38,2.414152557587939e-37,2.5743527191612047e-36,2.753025029173181e-32,9.993968457653371e-39,7.262012972879391e-39,2.8593009463186393e-29,3.433591847237243e-32,1.9132194871896498e-14,1.5219280470725386e-35,1.2415025296850359e-34,2.323910550797955e-25,3.5399234393546956e-32,1.898353946045122e-27,1.0399580958002553e-35,1.6106265188806442e-40
1.0350279187605484e-06,0.11224537172436512,0.0,0.0,0.0,0.0,0.3299993657763327,0.6699993636787103,6.222930482766001e-07,6.226707098540735e-07,4.843379285445065e-09,8.675989373257182e-10,1.533198796800457e-17,2.1769259437275806e-09,7.0380335915134154e-09,7.558092696159268e-09,2.2041044395597736e-11,3.963362200312712e-10,2.1802122182904525e-10,3.227478458370627e-13,1.6148869051049779e-12,9.158952583208236e-21,6.257590735488927e-13,1.1918451184858838e-14,2.527949425415399e-12,1.7773172707563628e-18,1.623634076776699e-17,3.9875596864702e-27,8.450497429386548e-22,1.9410452729910225e-26,2.159162136331412e-27,5.1173680480848044e-26,8.250305896022351e-25,5.471122802289699e-31,1.190448503334335e-33,1.391811761672275e-38,2.937283456755541e-37,3.132197934610516e-36,3.443735685331174e-32,1.2501600891316548e-38,9.036953078853619e-39,3.480943568903772e-29,4.18008249254504e-32,2.0880814335177946e-14,1.8528114904020765e-35,1.4845247551514213e-34,2.7747361865503917e-25,4.2267235054944646e-32,2.204231271084613e-27,1.3042891928639696e-35,2.015642384773724e-40
1.0638979584741228e-06,0.11224537172127899,0.0,0.0,0.0,0.0,0.3299993477141305,0.6699993456844429,6.39815180407419e-07,6.400288563627783e-07,4.9798044275441915e-09,8.856705255388787e-10,1.5763849384828208e-17,2.250281824381707e-09,7.437573762171272e-09,8.057662628652077e-09,2.3945873231065276e-11,4.0909881254634176e-10,2.247922074097074e-10,3.4510614626277253e-13,1.7435386087696558e-12,9.888610403197831e-21,6.957624449048181e-13,1.2414238586313408e-14,2.5997400433955994e-12,1.9441647219947803e-18,1.824985857550599e-17,4.396219467312613e-27,9.123716929686942e-22,2.243563840279139e-26,2.5091756276287727e-27,5.867586610517749e-26,9.71407620471243e-25,6.441815487129738e-31,1.4411778971724435e-33,1.6844304561247728e-38,3.5551060124814446e-37,3.79101842731972e-36,4.2817528649913494e-32,1.5544056707476277e-38,1.1179680278584162e-38,4.2132115490905746e-29,5.059414444836712e-32,2.2730169082154505e-14,2.2425777997311612e-35,1.7664872865384179e-34,3.296935397135235e-25,5.022267432496872e-32,2.5489662593151737e-27,1.6257156196824998e-35,2.5073691318536118e-40
1.092767998187697e-06,0.11224537171847909,0.0,0.0,0.0,0.0,0.3299993296307663,0.6699993276770848,6.573470613433318e-07,6.573861427963594e-07,5.116305466023495e-09,9.037413247896452e-10,1.6195951055899744e-17,2.323681351706386e-09,7.848224171758582e-09,8.573792669796821e-09,2.595797182440309e-11,4.2186697381642457e-10,2.3156300016469357e-10,3.683444566707244e-13,1.878197405815699e-12,1.0652337905563248e-20,7.712556325043844e-13,1.2918977147587762e-14,2.671598315914689e-12,2.1217200938771875e-18,2.0449769141024983e-17,4.836962098966049e-27,9.828371059971202e-22,2.5833040327958419e-26,2.9038643231772793e-27,6.704365084592851e-26,1.1389422568453597e-24,7.552814627295342e-31,1.7360913022986616e-33,2.0284966054169827e-38,4.281601139376641e-37,4.565722868034893e-36,5.293297563787841e-32,1.9216533925719263e-38,1.375323628893523e-38,5.071631712938365e-29,6.090232432023901e-32,2.468271424016252e-14,2.6994914818431537e-35,2.092336829935125e-34,3.89942396771411e-25,5.940140565417611e-32,2.9362597164962617e-27,2.0145274234432197e-35,3.1013245130445748e-40
1.1216380379012714e-06,0.11224537171596517,0.0,0.0,0.0,0.0,0.32999931152622947,0.6699993096566284,6.748886885804143e-07,6.7474257037833e-07,5.252882381431506e-09,9.218113363623565e-10,1.66282929196451e-17,2.3971221132313453e-09,8.269991401205094e-09,9.106492390221844e-09,2.808034055261664e-11,4.346405198666132e-10,2.383335814506511e-10,3.9247120591873414e-13,2.018942696323651e-12,1.1450585413842201e-20,8.524908007029597e-13,1.3432673496491387e-14,2.7435242542616014e-12,2.3103806851593847e-18,2.284787966986301e-17,5.311665353208e-27,1.0564875335935438e-21,2.9637045265663774e-26,3.347495106845477e-27,7.635180124542406e-26,1.3300430459937414e-24,8.820092561844581e-31,2.0815523420027947e-33,2.4313968558597043e-38,5.132378623413745e-37,5.4729568887458806e-36,6.508391686652069e-32,2.3628028334668157e-38,1.6829286954801e-38,6.073349406755362e-29,7.293124690225961e-32,2.674087752558959e-14,3.2326785377846896e-35,2.4674954660940202e-34,4.591953389388651e-25,6.995201770731755e-32,3.3700559808851716e-27,2.4825243046032745e-35,3.815290931720153e-40
1.1793781173284203e-06,0.11224537171179369,0.0,0.0,0.0,0.0,0.3299992752535997,0.6699992735763856,7.100011693229367e-07,7.09452853879229e-07,5.52626374477902e-09,9.57949001591537e-10,1.7493696914129355e-17,2.544119902201588e-09,9.146902636192442e-09,1.0221636730132696e-08,3.266791428718922e-11,4.6020320521425356e-10,2.5187405772107044e-10,4.4342231886669105e-13,2.318996732356433e-12,1.31523644631585e-20,1.0332119026142194e-12,1.4486966004826886e-14,2.8875791627855316e-12,2.7226347026609756e-18,2.828810133252287e-17,6.370841947694035e-27,1.2135025091721754e-21,3.8613493444066383e-26,4.400066226853779e-27,9.811074506866247e-26,1.793617635157294e-24,1.1894273399191272e-30,2.9532621226964472e-33,3.447509779761907e-38,7.278233847845056e-37,7.761208399733786e-36,9.691052771387244e-32,3.518295562717571e-38,2.4824073175208943e-38,8.58402576257695e-29,1.0308012295509396e-31,3.118363533923076e-14,4.569043207055117e-35,3.3900019029640345e-34,6.290651948049661e-25,9.583198466456461e-32,4.394209354401053e-27,3.711919227709262e-35,5.687352194498952e-40
1.2371181967555692e-06,0.11224537170876173,0.0,0.0,0.0,0.0,0.32999923889616684,0.6699992374436481,7.451525936092106e-07,7.441597166437095e-07,5.7999482917605605e-09,9.940835314320006e-10,1.8360060653420966e-17,2.6912634912030044e-09,1.00683600811354e-08,1.1403163914247179e-08,3.773269487895401e-11,4.857859908795705e-10,2.6541356081575384e-10,4.980213950040213e-13,2.6442828486249953e-12,1.4997249155256178e-20,1.2400061475885125e-12,1.557716890166513e-14,3.03190482211982e-12,3.1842173126554434e-18,3.467375363438446e-17,7.590295051742156e-27,1.3837212642143995e-21,4.9685590292656904e-26,5.706841322572279e-27,1.2464299035197287e-25,2.3857302103311924e-24,1.582085430090625e-30,4.122868101105329e-33,4.809939136136582e-38,1.0155769142921439e-36,1.0829693362219758e-35,1.4163411606935213e-31,5.142020006084582e-38,3.594523212342589e-38,1.1919113700298025e-28,1.4312864588068744e-31,3.6077335164158234e-14,6.344219716211965e-35,4.588145754762637e-34,8.48987218586567e-25,1.2933822294975756e-31,5.658217739714796e-27,5.445520163785503e-35,8.321611310041174e-40
1.294858276182718e-06,0.11224537170686641,0.0,0.0,0.0,0.0,0.32999920245386116,0.6699992012583491,7.803429277565904e-07,7.788631684407086e-07,6.073935760196611e-09,1.0302149360487698e-09,1.9227383307581588e-17,2.838545103425573e-09,1.1034416315342892e-08,1.2651137943975656e-08,4.329886064412837e-11,5.113882975157388e-10,2.789520478057905e-10,5.563262647247105e-13,2.9953439660269914e-12,1.6988318706902235e-20,1.4750008158626826e-12,1.670333482808828e-14,3.1765012660859568e-12,3.698509296666883e-18,4.211528914172393e-17,8.987824589049928e-27,1.5674279264909787e-21,6.321324584448683e-26,7.312803462085274e-27,1.5671804620333585e-25,3.1338715991206817e-24,2.0782141637095947e-30,5.671737495627459e-33,6.612934281900162e-38,1.3964195310415174e-36,1.4890841959506618e-35,2.0351662672113572e-31,7.388693480927242e-38,5.117561651810876e-38,1.6285920802498452e-28,1.955661668885009e-31,4.1440461611354236e-14,8.668552247381178e-35,6.125865367430942e-34,1.1303510508305174e-24,1.722062889707815e-31,7.203395500328572e-27,7.85185706686685e-35,1.197142418071581e-39
1.352598355609867e-06,0.11224537170610491,0.0,0.0,0.0,0.0,0.3299991659266162,0.6699991650204223,8.155721349177736e-07,8.135632190290305e-07,6.348225863203708e-09,1.0663432255749725e-09,2.0095663968471327e-17,2.9859596053468928e-09,1.2045123878721021e-08,1.3965619955192482e-08,4.9390667712924236e-11,5.370097431607761e-10,2.9248949533831875e-10,6.183909749226766e-13,3.3726866411143175e-12,1.912844609173748e-20,1.7403669271859567e-12,1.78655162932699e-14,3.3213685152732567e-12,4.268982234412293e-18,5.073057894283767e-17,1.0582517712069088e-26,1.764887596598844e-21,7.959851610738896e-26,9.268340412093317e-27,1.9519003771151849e-25,4.069862130812769e-24,2.6989153142385404e-30,7.698493303631936e-33,8.970628127553625e-38,1.894476842161e-36,2.0201919716325374e-35,2.879435175951549e-31,1.0453810130257308e-37,7.173793567249192e-38,2.1929296493266804e-28,2.6333283521980685e-31,4.729110444285071e-14,1.167236748282437e-34,8.078126245302573e-34,1.4864565619272324e-24,2.26462845006268e-31,9.075908009022328e-27,1.1144365647274785e-34,1.6957389364335968e-39
1.4103384350370158e-06,0.11224537170647435,0.0,0.0,0.0,0.0,0.3299991293143669,0.669999128729801,8.508401760674772e-07,8.482598781567787e-07,6.622818296897271e-09,1.1024684101176193e-09,2.0964901674132546e-17,3.1335036544553957e-09,1.3100535268613226e-08,1.5346669144516988e-08,5.603244997947192e-11,5.626500778096717e-10,3.0602589231123297e-10,6.84266063059764e-13,3.7767837014685074e-12,2.1420312987006534e-20,2.0383163298520892e-12,1.9063765696188338e-14,3.466506581101917e-12,4.899198983857622e-18,6.064510981545571e-17,1.2394774984524765e-26,1.9763477270378727e-21,9.928853581234794e-26,1.1629622722999135e-26,2.410032478350556e-25,5.2303188582373445e-24,3.4684716339539985e-30,1.032171394730457e-32,1.202012105433377e-37,2.5387313898565536e-36,2.707198451004378e-35,4.016537166698028e-31,1.4581983537666714e-37,9.91375779534619e-38,2.9135964294865945e-28,3.4987161877555246e-31,5.364697057524987e-14,1.5508280547213768e-34,1.053224452180901e-33,1.932733331140224e-24,2.9445910887675515e-31,1.1327109911593087e-26,1.5590673179014358e-34,2.368121805710517e-39
