Time (s),Volume (m^3),Ar,He,Ne,N2,methane(1),oxygen(2),CH3(5),HO2(7),CH3O2(12),H(6),CH3O2(19),OH(D)(9),CH2O(25),H2O(35),CC(14),O(T)(10),OO(11),CHO(34),CHO3(63),CHO3(75),CO2(114),COO(15),CH3O(17),C2H5(58),C2H4(166),CHO3(116),CHO2(70),C3H7(186),C2H5O(189),C2H3(183),C#C(234),C2H2(247),C3H5(249),S(250),C2H2O(255),C2H2O(276),C2H2O(282),S(407),S(416),S(492),S(435),CH2(T)(8),S(434),C3H6(211),C3H6(209),C3H6(813),C3H7(212),S(491),S(144)
0.00039038648958045365,0.11221654925215103,0.0,0.0,0.0,0.0,0.32804275030043806,0.6685755458186208,0.00012019736645549047,0.00018747048354684652,9.340997619125043e-07,1.9689448019439367e-07,2.957114740305349e-15,8.554296465229606e-07,0.0007220938814476663,0.001465194346901054,0.00047835131932566255,1.0435685415193285e-07,8.446611388251695e-08,8.952723762199414e-08,6.597711021446484e-07,3.7419415061821475e-15,0.0001408055867907684,3.2621741334090627e-10,1.531192765865216e-09,1.9156266877472045e-09,7.827093425724483e-06,1.1550468939483337e-16,4.837750603184672e-16,1.8194076704495854e-12,4.1186358436448376e-13,4.281588170373338e-12,2.9331615548769476e-08,1.9451641047570597e-14,8.209460213613546e-15,1.490158999565223e-19,3.1587979682022e-18,3.3684118871884973e-17,5.0808670652723664e-11,1.835250995037337e-17,9.304496448054146e-17,3.762512311426231e-15,4.51465416215825e-18,9.962719771421075e-09,2.0026849055074117e-21,8.157680844182674e-18,1.2736470586865196e-08,1.94132787774941e-15,2.1609344826765763e-13,2.110075390745948e-14,3.1475959254880774e-19
0.0003921539712441822,0.11221631289500367,0.0,0.0,0.0,0.0,0.32802795894206965,0.6685648108816441,0.00012042981159662119,0.00018815621562265177,9.358931257698481e-07,1.9761907836810766e-07,2.9627932668704136e-15,8.586977022409211e-07,0.0007267441432378596,0.0014772388119888844,0.0004823296883070947,1.0463478980525485e-07,8.483846073149454e-08,9.017250049385692e-08,6.64519309542375e-07,3.768871322297716e-15,0.00014249603863198003,3.280404154888073e-10,1.5380242926674673e-09,1.9376295519259216e-09,7.953042065678047e-06,1.1733819413723977e-16,4.884390351023714e-16,1.852266932706051e-12,4.2009073285496283e-13,4.363413691995365e-12,3.002746933157239e-08,1.9913105510125812e-14,8.420601711855468e-15,1.5310943883435552e-19,3.245546390306902e-18,3.460916827092313e-17,5.226414203130261e-11,1.8877974824791055e-17,9.6060646133478e-17,3.828389750568019e-15,4.593652945472698e-18,1.001601005097115e-08,2.0377497368004794e-21,8.342471040275149e-18,1.3028689354533039e-08,1.985868678242173e-15,2.200466036610694e-13,2.170492860100305e-14,3.2377205633427205e-19
0.00039392145290791076,0.112216075762363,0.0,0.0,0.0,0.0,0.3280131190420336,0.6685540374626144,0.00012066186408299934,0.00018884152183783616,9.376833403679106e-07,1.9834328463457434e-07,2.9684618321792056e-15,8.61967572332579e-07,0.0007314006326629706,0.0014893305565778872,0.00048632188677106116,1.0491240243598235e-07,8.52111354418955e-08,9.081941391004925e-08,6.692795224406042e-07,3.795869228517006e-15,0.00014419862803734335,3.29866187854248e-10,1.544863511992864e-09,1.959789393254497e-09,8.080419163547161e-06,1.1919259047291797e-16,4.931332899348105e-16,1.885566903031492e-12,4.284452104013266e-13,4.446432995137662e-12,3.0736504293611444e-08,2.0383311242799353e-14,8.636178462945247e-15,1.5729596349381111e-19,3.3342645688139087e-18,3.555522233992569e-17,5.3753910421420576e-11,1.9415812059817574e-17,9.915889034940116e-17,3.895130096719053e-15,4.673685027405094e-18,1.0069395990887227e-08,2.073273871689666e-21,8.530569423143912e-18,1.3326201590465246e-08,2.0312163241603224e-15,2.2405410426046052e-13,2.232332943821068e-14,3.3299673126660883e-19
0.0003956889345716393,0.11221583785467681,0.0,0.0,0.0,0.0,0.32799823059693684,0.6685432255192935,0.00012089352783035821,0.00018952641058755625,9.394704359705122e-07,1.9906710775758143e-07,2.97412053206016e-15,8.652392802112688e-07,0.0007360633180979482,0.001501469618651743,0.0004903279047540899,1.0518969591402053e-07,8.558414183943743e-08,9.14679764780115e-08,6.74051728961302e-07,3.8229351574731624e-15,0.0001459133856409039,3.316947185221e-10,1.5517103986035472e-09,1.9821067844465065e-09,8.20923461009177e-06,1.2106802252673193e-16,4.978579560488775e-16,1.919311567437285e-12,4.3692844054180584e-13,4.530658488188772e-12,3.1458910230852346e-08,2.0862384111251307e-14,8.856262905555815e-15,1.615771397671583e-19,3.4249877776621904e-18,3.652265722563124e-17,5.5278616903921374e-11,1.9966252627246325e-17,1.0234151946682673e-16,3.962741211951667e-15,4.75475978582902e-18,1.0122877814380669e-08,2.1092614949777872e-21,8.72202025443668e-18,1.3629078816625393e-08,2.077381717086824e-15,2.281164687409677e-13,2.295622200650731e-14,3.424375791089908e-19
0.00039745641623536787,0.112215599172371,0.0,0.0,0.0,0.0,0.32798329360307066,0.6685323750093192,0.00012112480670693301,0.00019021089017421804,9.412544420801948e-07,1.997905570293345e-07,2.9797694599502197e-15,8.685128490284204e-07,0.0007407321681084203,0.001513656036486666,0.0004943477323622254,1.0546667406437416e-07,8.595748370854929e-08,9.211818634957181e-08,6.78835917885712e-07,3.8500690455380134e-15,0.00014764034205143567,3.335261316021363e-10,1.5585653382522071e-09,2.0045822264340868e-09,8.339498322975253e-06,1.2296464222268375e-16,5.02613220562438e-16,1.953505035128696e-12,4.455418797685429e-13,4.616102770734786e-12,3.219487855409612e-08,2.1350451052040923e-14,9.080930185246634e-15,1.6595471074296631e-19,3.517752915208385e-18,3.751186639689825e-17,5.6838910418258925e-11,2.052953027854367e-17,1.0561046832986601e-16,4.031231015923349e-15,4.8368866639002325e-18,1.017645573899355e-08,2.145716822120649e-21,8.91686823022309e-18,1.393739310652e-08,2.124375842672309e-15,2.3223423167016507e-13,2.3603875097120224e-14,3.520986094156601e-19
0.0003992238978990964,0.11221535971589361,0.0,0.0,0.0,0.0,0.32796830805625427,0.6685214858901418,0.00012135570449374656,0.0001908949687623001,9.430353878861921e-07,2.0051364122585706e-07,2.9854087082624502e-15,8.717883014701596e-07,0.0007454071515487802,0.001525889848800161,0.0004983813598111764,1.0574334063680714e-07,8.633116483833227e-08,9.277004220224137e-08,6.836320777119164e-07,3.877270827477215e-15,0.00014937952784020966,3.353604402325207e-10,1.5654283999026205e-09,2.02721630829987e-09,8.47122026080104e-06,1.2488261468437628e-16,5.073992630185415e-16,1.9881513864648256e-12,4.5428702383567415e-13,4.7027786238129024e-12,3.294460314103554e-08,2.1847640637678636e-14,9.310256366238913e-15,1.7043044328546938e-19,3.61259738378573e-18,3.852324869678397e-17,5.843545082245262e-11,2.1105882689727215e-17,1.0896770724054936e-16,4.100607411175575e-15,4.920075083001643e-18,1.0230129980731693e-08,2.1826440594643326e-21,9.11515852884249e-18,1.4251217376297649e-08,2.1722098150053898e-15,2.364079273521063e-13,2.4266562008225116e-14,3.619838989709294e-19
0.000400991379562825,0.11221511948565709,0.0,0.0,0.0,0.0,0.3279532739520656,0.6685105581191132,0.00012158622494534989,0.00019157865444925366,9.448133029592127e-07,2.0123636808023313e-07,2.991038370592397e-15,8.750656598650749e-07,0.0007500882374194517,0.0015381710945332402,0.0005024287773636906,1.0601969935220869e-07,8.670518895858896e-08,9.342354341612176e-08,6.884401962766327e-07,3.904540434306225e-15,0.00015113097355909746,3.3719745041354305e-10,1.5722990239815874e-09,2.050009720414081e-09,8.604410403555174e-06,1.268220915884947e-16,5.122161708837697e-16,2.0232545665354827e-12,4.631653414523772e-13,4.7906987484136e-12,3.370827919617339e-08,2.2354082320566002e-14,9.544315790977096e-15,1.7500605293925939e-19,3.709557512153237e-18,3.955719152019314e-17,6.0068905020732e-11,2.169555012093719e-17,1.124151280421946e-16,4.1708783477309985e-15,5.004334524257832e-18,1.028390074728263e-08,2.220047438626516e-21,9.316936515844575e-18,1.4570624993384884e-08,2.2208948169599304e-15,2.406380738157324e-13,2.4944558995405026e-14,3.7209756867470253e-19
0.00040275886122655353,0.11221487848210608,0.0,0.0,0.0,0.0,0.3279381912856673,0.6684995916534217,0.00012181637173860938,0.00019226195520728504,9.465882152345983e-07,2.0195874641241544e-07,2.9966585354365583e-15,8.783449464320762e-07,0.0007547753949743692,0.0015504998130173385,0.000506489975378343,1.0629575386242819e-07,8.707955967028554e-08,9.407868810583485e-08,6.932602629958832e-07,3.9318778059977086e-15,0.00015289470972685456,3.390372930918833e-10,1.5791775932100863e-09,2.0729629391653004e-09,8.739078768705858e-06,1.2878320586886593e-16,5.170640917168175e-16,2.058818718372335e-12,4.721782712312718e-13,4.879875809481144e-12,3.4486104185455695e-08,2.2869907052810406e-14,9.783184651144818e-15,1.7968330291021147e-19,3.808670633414094e-18,4.061409297194229e-17,6.173994997817387e-11,2.229877643636578e-17,1.1595469115113333e-16,4.242051939244989e-15,5.089674662914006e-18,1.0337768246592091e-08,2.257931278323379e-21,9.522248099293048e-18,1.4895690096151638e-08,2.2704421489191046e-15,2.4492520824600954e-13,2.563814647892719e-14,3.824438015514175e-19
0.0004045263428902821,0.1122146367056548,0.0,0.0,0.0,0.0,0.3279230600518251,0.6684885864500975,0.00012204614848301702,0.00019294487889047718,9.483601523338147e-07,2.026807851071211e-07,3.00226929025225e-15,8.816261829670516e-07,0.0007594685937101079,0.0015628760439575032,0.0005105649443003466,1.0657150775973459e-07,8.745428067648163e-08,9.47354747380955e-08,6.980922671764549e-07,3.9592828819035145e-15,0.0001546707668305267,3.40880065883094e-10,1.5860644360994238e-09,2.0960765188638433e-09,8.87523541019663e-06,1.3076613387369828e-16,5.219432552368178e-16,2.0948480585693676e-12,4.813273683336572e-13,4.970322956975987e-12,3.527827781920585e-08,2.3395247274907197e-14,1.0026943295597631e-14,1.8446407749752297e-19,3.9099766262707024e-18,4.169437830206792e-17,6.344927314323963e-11,2.2915809189533258e-17,1.195885358775383e-16,4.314136221790367e-15,5.176105074892477e-18,1.0391732682892577e-08,2.296299855979149e-21,9.731139749756888e-18,1.522648758674e-08,2.3208632276823367e-15,2.492698845092529e-13,2.6347609122108433e-14,3.9302684391900853e-19
0.00040629382455401064,0.11221439415673008,0.0,0.0,0.0,0.0,0.3279078802449896,0.6684775424660434,0.00012227555873891479,0.0001936274332606118,9.501291419349862e-07,2.0340249210485738e-07,3.007870722665342e-15,8.849093909957314e-07,0.0007641678033165804,0.0015752998273567758,0.0005146536746408116,1.0684696458986194e-07,8.78293555883739e-08,9.539390230345342e-08,7.029361977306626e-07,3.986755599139143e-15,0.0001564591753320118,3.4272570227915596e-10,1.5929593731718974e-09,2.1193510805608938e-09,9.012890411612346e-06,1.3277103141884663e-16,5.268537946623201e-16,2.131346681287921e-12,4.906141423384213e-13,5.062053192417118e-12,3.608500165091904e-08,2.393023664967487e-14,1.0275669836466495e-14,1.8935019218193397e-19,4.013513929570589e-18,4.279845740658837e-17,6.519757075599634e-11,2.3546899164431795e-17,1.2331869723566658e-16,4.3871392964428336e-15,5.263635417774471e-18,1.0445794257373625e-08,2.3351574836155507e-21,9.943658197971626e-18,1.556309299321987e-08,2.3721695654549504e-15,2.536726400217355e-13,2.7073235290060453e-14,4.038509973150191e-19
0.0004080613062177392,0.11221415083574492,0.0,0.0,0.0,0.0,0.3278926518593487,0.6684664596580566,0.00012250460602734425,0.00019430962600278814,9.518952113393704e-07,2.0412387521750912e-07,3.0134629191227194e-15,8.881945916819487e-07,0.0007688729936439804,0.001587771203465422,0.0005187561569654274,1.0712212786105229e-07,8.820478792001219e-08,9.605396970805223e-08,7.077920437652948e-07,4.014295895923448e-15,0.00015825996567210782,3.445741481546445e-10,1.5998622477327788e-09,2.1427872227904336e-09,9.152053881232009e-06,1.3479804231392825e-16,5.317958186602501e-16,2.168318697481305e-12,5.000400880492933e-13,5.155079528393143e-12,3.690647876902162e-08,2.4475009857841512e-14,1.052944294082725e-14,1.943434773560428e-19,4.119321298314705e-18,4.3926743552851797e-17,6.698554671036106e-11,2.419229989497095e-17,1.2714723308067609e-16,4.461069365457549e-15,5.352275469885076e-18,1.0499953165808421e-08,2.3745085271097996e-21,1.0159850516457248e-17,1.5905582364784323e-08,2.4243727538733913e-15,2.581340132133507e-13,2.781531650872585e-14,4.1492061042705544e-19
0.00040982878788146774,0.11221390674312096,0.0,0.0,0.0,0.0,0.32787737488871904,0.6684553379827876,0.00012273329380550524,0.00019499146468936166,9.536583869865883e-07,2.0484494281794155e-07,3.0190459633544314e-15,8.914818059896511e-07,0.0007735841347700231,0.001600290212885921,0.0005228723819194591,1.0739700102340575e-07,8.858058120193704e-08,9.671567546946968e-08,7.126597949980187e-07,4.0419037139392264e-15,0.000160073168261942,3.4642548304330944e-10,1.606773313818686e-09,2.1663854914214846e-09,9.292735962959454e-06,1.3684732610871002e-16,5.367695132696183e-16,2.205768347151233e-12,5.096067493784233e-13,5.249415208476395e-12,3.774291447643599e-08,2.502970304870719e-14,1.0788344139668906e-14,1.9944584407719032e-19,4.227439184540629e-18,4.507966810470475e-17,6.881391526798816e-11,2.4852268598506225e-17,1.3107631981561195e-16,4.5359346543829714e-15,5.442035033420908e-18,1.0554209602259788e-08,2.4143573647396e-21,1.0379764313030481e-17,1.6254032502191873e-08,2.477484499129774e-15,2.626545599815407e-13,2.8574148552159375e-14,4.2624009531174393e-19
0.0004115962695451963,0.11221366187926937,0.0,0.0,0.0,0.0,0.32786204932659097,0.6684441773967545,0.00012296162547845282,0.00019567295679467662,9.554186950175287e-07,2.0556570311503301e-07,3.0246199381329728e-15,8.947710546687966e-07,0.0007783011969729329,0.0016128568965312784,0.0005270023402156572,1.0767158747849543e-07,8.895673897915105e-08,9.737901825882729e-08,7.175394412090413e-07,4.069578995223797e-15,0.00016189881348645843,3.4827975688226107e-10,1.6136927458339407e-09,2.1901464584904064e-09,9.434946832488183e-06,1.3891905010610134e-16,5.417750737116624e-16,2.2436998792696084e-12,5.193156959391102e-13,5.345073604053048e-12,3.859451606931063e-08,2.55944536934057e-14,1.1052455957929551e-14,2.0465922966582412e-19,4.33790859578281e-18,4.625766834958328e-17,7.068340039549422e-11,2.5527065979362528e-17,1.3510816995627428e-16,4.611743401725562e-15,5.5329239248887205e-18,1.0608563757874364e-08,2.454708381680519e-21,1.060344760177748e-17,1.6608520881810376e-08,2.5315166103945523e-15,2.672348392790425e-13,2.9350031202588874e-14,4.378139238155616e-19
0.00041336375120892485,0.11221341624460208,0.0,0.0,0.0,0.0,0.32784667516618665,0.6684329778563679,0.0001231896044065348,0.00019635410971403724,9.57176161553476e-07,2.0628616360082152e-07,3.030184926160367e-15,8.980623581331203e-07,0.0007830241506960846,0.0016254712955698497,0.0005311460226225391,1.0794589058721671e-07,8.933326469207956e-08,9.804399712801655e-08,7.224309719171257e-07,4.097321680332375e-15,0.00016373693170918983,3.501368971125475e-10,1.620620340201722e-09,2.2140707419269805e-09,9.578696691870607e-06,1.41013366831994e-16,5.468126195222903e-16,2.2821174688996917e-12,5.291684732621219e-13,5.442068054602629e-12,3.946149250546669e-08,2.6169400365030517e-14,1.1321860210141492e-14,2.0998554946413248e-19,4.4507700820374375e-18,4.7461176695924546e-17,7.259473406176879e-11,2.6216955643971566e-17,1.3924496511815215e-16,4.688503926858466e-15,5.6249520590061926e-18,1.0663015821278891e-08,2.495566006150741e-21,1.0830948698950891e-17,1.6969125542803453e-08,2.586480982621244e-15,2.7187540066754386e-13,3.0143267566728274e-14,4.496466173762855e-19
0.0004151312328726534,0.11221316983953294,0.0,0.0,0.0,0.0,0.32783125240028954,0.6684217393178599,0.00012341723387476104,0.00019703493070996373,9.58930811944772e-07,2.070063318494955e-07,3.035741007711368e-15,9.013557364466155e-07,0.0007877529666533666,0.0016381334515900834,0.0005353034199997788,1.0821991364145429e-07,8.971016170543349e-08,9.871061095897963e-08,7.273343770562941e-07,4.1251317121753255e-15,0.0001655875532585834,3.5199688984222603e-10,1.6275560627677498e-09,2.2381589288048874e-09,9.723995787357152e-06,1.431304268354813e-16,5.518822823785451e-16,2.3210253416223277e-12,5.391666300968477e-13,5.540411949041533e-12,4.034405553291532e-08,2.6754683487026004e-14,1.1596639552785968e-14,2.1542673760636837e-19,4.5660645935429654e-18,4.8690629820184043e-17,7.454866142029846e-11,2.6922205952314563e-17,1.434889118120596e-16,4.766224603771845e-15,5.7181294151985565e-18,1.0717565978890918e-08,2.536934695440113e-21,1.106231647318711e-17,1.7335925468511866e-08,2.6423896546775823e-15,2.765767991104873e-13,3.095416622398982e-14,4.617427790678439e-19
0.00041689871453638196,0.11221292266446141,0.0,0.0,0.0,0.0,0.3278157810214179,0.6684104617373587,0.00012364451712940918,0.00019771542696276243,9.606826708257133e-07,2.0772621612894171e-07,3.0412882608060156e-15,9.046512093868869e-07,0.0007924876157211308,0.0016508434064345279,0.0005394745232585481,1.0849365989517822e-07,9.008743343566233e-08,9.937885819676048e-08,7.322496471384128e-07,4.153009036939484e-15,0.00016745070844169984,3.5385987377187204e-10,1.634500347351045e-09,2.262411551059555e-09,9.870854392419934e-06,1.4527039884277815e-16,5.569842876581061e-16,2.3604278681308368e-12,5.493117711607033e-13,5.640118933545565e-12,4.124241863358191e-08,2.7350444632704482e-14,1.1876880117982972e-14,2.209848282388695e-19,4.683835182685732e-18,4.9946486815254887e-17,7.654593637197132e-11,2.7643088346457414e-17,1.4784236439042375e-16,4.8449138275852386e-15,5.812465993166187e-18,1.0772214411439621e-08,2.5788189180876653e-21,1.129760026052638e-17,1.7709000228156553e-08,2.6992547547327234e-15,2.81339609588378e-13,3.178303931249536e-14,4.741070650493805e-19
0.0004186661962001105,0.11221267471980204,0.0,0.0,0.0,0.0,0.32780026102169324,0.6683991450708304,0.00012387145734440752,0.0001983956055317834,9.624317626541632e-07,2.0844582405679767e-07,3.04682676288202e-15,9.079487964363234e-07,0.0007972280690223439,0.0016636012023293326,0.0005436593233918693,1.0876713253841878e-07,9.046508328881561e-08,1.0004873772139335e-07,7.371767724450177e-07,4.1809535995055794e-15,0.0001693264275338871,3.5572585882710017e-10,1.641453249387542e-09,2.286829204360228e-09,1.001928282202192e-05,1.4743345237189272e-16,5.621188230898544e-16,2.4003293715375267e-12,5.596055169864646e-13,5.741202780201522e-12,4.215679793804161e-08,2.7956827131864526e-14,1.21626687325224e-14,2.266618732834719e-19,4.804125280449192e-18,5.1229210811234063e-17,7.858732495543434e-11,2.83798786323556e-17,1.5230770730521611e-16,4.924580035065826e-15,5.907971841619521e-18,1.0826961298172181e-08,2.6212231648008962e-21,1.1536849915219717e-17,1.808843028587947e-08,2.7570885473623322e-15,2.861644039578153e-13,3.2630203976743305e-14,4.867442061600704e-19
0.00042043367786383907,0.11221242600594442,0.0,0.0,0.0,0.0,0.327784692393035,0.6683877892741574,0.00012409805767285117,0.00019907547341853533,9.641781123478618e-07,2.0916516198611365e-07,3.052356592816989e-15,9.112485168348829e-07,0.000801974297804595,0.0016764068816946909,0.000547857811426434,1.090403347371145e-07,9.084311447834492e-08,1.0072024909182694e-07,7.421157426513813e-07,4.208965341317174e-15,0.00017121474079404223,3.575946233680252e-10,1.648414111987583e-09,2.311412563505459e-09,1.0169291412815486e-05,1.496197284924537e-16,5.6728592557078005e-16,2.4407340087509967e-12,5.700494291992793e-13,5.843677097802686e-12,4.308741100084783e-08,2.8573975258634134e-14,1.2454089573718823e-14,2.3245984653360266e-19,4.9269766821318006e-18,5.253924749594901e-17,8.067360105005275e-11,2.9132855503388323e-17,1.568872076031444e-16,5.005231768464505e-15,6.004657140028838e-18,1.0881806811516648e-08,2.6641519824313885e-21,1.1780115480802172e-17,1.847429658495077e-08,2.815903370172392e-15,2.9105173195556254e-13,3.349598065608871e-14,4.996589823884049e-19
0.0004222011595275676,0.11221217652330187,0.0,0.0,0.0,0.0,0.3277690751270136,0.668376394303083,0.00012432432120352546,0.00019975503751348044,9.659217432340624e-07,2.098842377897213e-07,3.0578778245102052e-15,9.14550389490105e-07,0.0008067262735315577,0.001689260487290218,0.000552069978460134,1.0931326959841162e-07,9.122153018603135e-08,1.0139339077589728e-07,7.470665487581804e-07,4.237044211333887e-15,0.00017311567845303312,3.594663186762456e-10,1.6553833861282921e-09,2.336162146615051e-09,1.0320890539324049e-05,1.518293820496509e-16,5.724857813471106e-16,2.4816461892428815e-12,5.806451041057179e-13,5.94755562249558e-12,4.403447780345812e-08,2.920203489657499e-14,1.2751229829214336e-14,2.3838080240373197e-19,5.0524328792745046e-18,5.3877060645256505e-17,8.280554971118768e-11,2.990230164105276e-17,1.6158324635036523e-16,5.0868775925997976e-15,6.102532090945743e-18,1.0936751123531944e-08,2.7076099298449308e-21,1.2027447569567616e-17,1.8866680887152815e-08,2.875711685528699e-15,2.960021714727571e-13,3.438069441360141e-14,5.128562426947608e-19
0.0004239686411912962,0.11221192627226577,0.0,0.0,0.0,0.0,0.32775340921486706,0.6683649601132144,0.00012455025096923367,0.00020043430460343892,9.67662678425961e-07,2.1060305932578184e-07,3.0633905311465906e-15,9.178544330621994e-07,0.000811483967874088,0.0017021620621999146,0.0005562958156542925,1.0958594017902041e-07,9.160033380672057e-08,1.0206816143125063e-07,7.52029181746976e-07,4.265190158406076e-15,0.00017502927071487594,3.6134104834562444e-10,1.6623614184824848e-09,2.361078522193273e-09,1.0474090613004225e-05,1.5406259913719513e-16,5.777186539016178e-16,2.5230703868791124e-12,5.913942355736353e-13,6.052852543517899e-12,4.4998220735361064e-08,2.984115352616556e-14,1.3054181366850981e-14,2.444269330955895e-19,5.1805402596947464e-18,5.5243144919711505e-17,8.498396763831422e-11,3.068850381368574e-17,1.6639841541758652e-16,5.1695260645683575e-15,6.201606880446935e-18,1.099179440233296e-08,2.7516015618008386e-21,1.2278897413585227e-17,1.9265665764966414e-08,2.9365260793659534e-15,3.010163170283985e-13,3.5284675011444156e-14,5.263409061358043e-19
0.00042573612285502473,0.1122116752532365,0.0,0.0,0.0,0.0,0.3277376946475692,0.6683534866600507,0.00012477584996264422,0.00020111328139467153,9.694009411898786e-07,2.1132163334758617e-07,3.0688947863907255e-15,9.211606660527287e-07,0.0008162473526681917,0.001715111649766859,0.0005605353142177946,1.0985834949615651e-07,9.197952852553228e-08,1.0274456024825497e-07,7.570036321992171e-07,4.293403129116094e-15,0.00017695554776223356,3.632187347315869e-10,1.669347989220078e-09,2.3861623132379407e-09,1.062890207531073e-05,1.563195356326121e-16,5.829846613420665e-16,2.5650109293794063e-12,6.022984500226176e-13,6.159581841013315e-12,4.5978864163020015e-08,3.0491479938940673e-14,1.3363032931955428e-14,2.5060033588917886e-19,5.3113432241454055e-18,5.66379737906325e-17,8.720966129381642e-11,3.1491752389241544e-17,1.7133516273451777e-16,5.2531858404364645e-15,6.3018918184285075e-18,1.1046936813454825e-08,2.796131485734807e-21,1.2534516508565886e-17,1.9671334455090012e-08,2.998359238861035e-15,3.0609474178322055e-13,3.6208256328533565e-14,5.401179531777449e-19
0.0004275036045187533,0.11221142346660576,0.0,0.0,0.0,0.0,0.3277219314158734,0.668341973899,0.00012500112114436168,0.00020179197452660733,9.711365544677474e-07,2.1203996652067448e-07,3.074390662891529e-15,9.244691065899012e-07,0.0008210163998865598,0.0017281092935487908,0.0005647884653989144,1.1013050053548653e-07,9.235911739671021e-08,1.0342258637883073e-07,7.619898908408191e-07,4.321683070865885e-15,0.00017889453975989154,3.650993172455232e-10,1.6763429175618547e-09,2.4114141284708777e-09,1.078533539268949e-05,1.5860033931291087e-16,5.88283899009505e-16,2.607472165757323e-12,6.133593664409672e-13,6.267757525318387e-12,4.6976634099265545e-08,3.1153164018245056e-14,1.3677873868500416e-14,2.569031244767548e-19,5.444886521304907e-18,5.806202443947262e-17,8.948344564100025e-11,3.231234078799747e-17,1.7639596234421915e-16,5.3378656596437316e-15,6.4033973140248404e-18,1.1102178517938396e-08,2.841204353460354e-21,1.2794356706744067e-17,2.008377074721855e-08,3.0612239354801695e-15,3.112380202967469e-13,3.71517757527204e-14,5.541924166295046e-19
0.00042927108618248184,0.11221117091277077,0.0,0.0,0.0,0.0,0.3277061195102225,0.6683304217853449,0.00012522606742221306,0.00020247039053924876,9.72869540404597e-07,2.1275806622927936e-07,3.0798782307809887e-15,9.277797725614247e-07,0.0008257910816960309,0.0017411550374094192,0.000569055260503598,1.1040239623332734e-07,9.273910358170357e-08,1.0410223857782277e-07,7.669879489506439e-07,4.350029934192491e-15,0.0001808462768474446,3.66982883304721e-10,1.6833464826007113e-09,2.4368345340946858e-09,1.0943401067586746e-05,1.6090518194907045e-16,5.936165799650985e-16,2.6504585941244953e-12,6.245786719157613e-13,6.377393892251165e-12,4.7991758931553845e-08,3.1826357222187434e-14,1.3998797180282261e-14,2.6333751674688966e-19,5.5812170909905604e-18,5.95157974130858e-17,9.180614714810111e-11,3.315056650506295e-17,1.8158344357889435e-16,5.423574257549129e-15,6.506133766097527e-18,1.1157519674568073e-08,2.886824814621733e-21,1.3058470437606574e-17,2.0503059228438622e-08,3.1251330622301865e-15,3.164467487523296e-13,3.811557537810903e-14,5.685693995031162e-19
0.0004310385678462104,0.1122109175921221,0.0,0.0,0.0,0.0,0.3276902589207862,0.6683188302742551,0.00012545069166102445,0.00020314853588672708,9.745999209240529e-07,2.134759396628346e-07,3.0853575594811e-15,9.310926817247598e-07,0.0008305713704346158,0.0017542489254821268,0.0005733356908861662,1.1067403948486175e-07,9.311949027985468e-08,1.0478351571417449e-07,7.71997797863031e-07,4.378443669947568e-15,0.00018281078914226666,3.6886948509860455e-10,1.6903588644411112e-09,2.462424115066469e-09,1.1103109634596923e-05,1.6323423892774433e-16,5.989829194956879e-16,2.6939747163680783e-12,6.359580721008592e-13,6.4885053521365525e-12,4.9024469184404396e-08,3.2511212426097716e-14,1.432589689384646e-14,2.699057579508741e-19,5.720382452028402e-18,6.099979943263633e-17,9.41786030526344e-11,3.4006730903378586e-17,1.8690027504198095e-16,5.510320402376622e-15,6.610111611628768e-18,1.1212960439215832e-08,2.932997536357063e-21,1.3326910564454087e-17,2.0929285202537244e-08,3.1900996213594842e-15,3.2172152582713057e-13,3.9100001743362474e-14,5.832540711100178e-19
0.00043280604950993894,0.11221066350505231,0.0,0.0,0.0,0.0,0.3276743496374444,0.6683071993207808,0.00012567499667667494,0.0002038264169334998,9.763277178727458e-07,2.1419359324231725e-07,3.090828718166936e-15,9.344078515714339e-07,0.0008353572386225652,0.0017673910021872071,0.0005776297479528797,1.109454331397782e-07,9.350028052096826e-08,1.0546641700703197e-07,7.770194287376215e-07,4.406924227992793e-15,0.00018478810673826988,3.707590561438003e-10,1.6973798726968506e-09,2.4881834901603436e-09,1.1264471662928912e-05,1.6558766607729283e-16,6.043830321878836e-16,2.738024953544374e-12,6.474992365188868e-13,6.601106245248377e-12,5.0074997692628475e-08,3.3207884037405765e-14,1.4659265821634094e-14,2.766100546358472e-19,5.862429316360657e-18,6.251452861501287e-17,9.660166189683605e-11,3.4881139454529127e-17,1.9234906942762e-16,5.5981129575456234e-15,6.715341403870692e-18,1.1268500966141022e-08,2.979727236473475e-21,1.3599730345845859e-17,2.1362534747494014e-08,3.2561367331212697e-15,3.270629384970372e-13,4.0105406094757246e-14,5.982516709850367e-19
