Time (s),Volume (m^3),Ar,He,Ne,N2,methane(1),oxygen(2),CH3(5),HO2(7),CH3O2(12),H(6),CH3O2(19),OH(D)(9),CH2O(25),H2O(35),CC(14),O(T)(10),OO(11),CHO(34),CHO3(63),CHO3(75),CO2(114),COO(15),CH3O(17),C2H5(58),C2H4(166),CHO3(116),CHO2(70),C3H7(186),C2H5O(189)
4.308877490390915e-05,0.11224541925499629,0.0,0.0,0.0,0.0,0.3299475271918606,0.6699559334059803,3.2392602639328296e-05,2.545048901615767e-05,2.521880892616106e-07,2.6810647247396553e-08,7.983155019357635e-16,1.3256418179369215e-07,1.4895058711738686e-05,2.1199948125955183e-05,2.353604019211846e-06,2.2008796500673757e-08,9.987733709273951e-09,1.4866732433341646e-09,1.0886023421791535e-08,6.174090153263255e-17,2.1197027853910115e-07,1.2212989317438236e-11,1.6881752454943943e-10,1.9565502735107776e-12,6.11370369976514e-10,2.69570331110262e-20,5.724888541760218e-18,4.2779986991213434e-17,4.983258097369988e-18
4.446231933778763e-05,0.11224541256616047,0.0,0.0,0.0,0.0,0.32994490710609525,0.6699538608811124,3.347041750666486e-05,2.6254849015178274e-05,2.605785683708879e-07,2.765332969706329e-08,8.24876033007424e-16,1.371628787876551e-07,1.59131157863465e-05,2.2648323666126416e-05,2.5997850672269017e-06,2.273440097291768e-08,1.0307884899069457e-08,1.5917714998731992e-09,1.1658884304980562e-08,6.612424022730405e-17,2.343299948312759e-07,1.3007446332112846e-11,1.7567581473117173e-10,2.2281049783438366e-12,7.190588355471032e-10,3.083307793401252e-20,6.1332965622766285e-18,5.1989876824875284e-17,6.064380393437347e-18
4.58358637716661e-05,0.11224540473948427,0.0,0.0,0.0,0.0,0.32994222732120637,0.6699517454680932,3.4539859697570696e-05,2.7058910715756617e-05,2.689037992434762e-07,2.849575716338297e-08,8.512300171520246e-16,1.4175157067454243e-07,1.6965117415366053e-05,2.4146062781101714e-05,2.8622513931875177e-06,2.345587688115289e-08,1.0628198868995004e-08,1.7006314503264017e-09,1.2459540534303299e-08,7.06652223206002e-17,2.582506355812429e-07,1.3823400323696954e-11,1.8256935879923938e-10,2.5263542171951095e-12,8.414203738627921e-10,3.51159877487913e-20,6.55665960102942e-18,6.278118288114303e-17,7.333795619549514e-18
4.720940820554458e-05,0.11224539573301635,0.0,0.0,0.0,0.0,0.32993948803655476,0.6699495873217621,3.5600152020312034e-05,2.7862647466596632e-05,2.77157730492914e-07,2.9337894610588395e-08,8.773582983676787e-16,1.4632777587149453e-07,1.8050830203048616e-05,2.5693047606401453e-05,3.1413827371705497e-06,2.4172831029457983e-08,1.094866926485378e-08,1.8132417107553023e-09,1.3287910544225672e-08,7.536338520745787e-17,2.837872690194918e-07,1.4660212824966293e-11,1.8949300737960217e-10,2.8527480655757403e-12,9.798678864470692e-10,3.9832724676814305e-20,6.994962611764054e-18,7.535599635316151e-17,8.816263370991305e-18
4.858295263942305e-05,0.11224538550758056,0.0,0.0,0.0,0.0,0.32993668948079036,0.6699473866253314,3.665056338443786e-05,2.8666029555655144e-05,2.8533466976698873e-07,3.017970402642553e-08,9.032428571954706e-16,1.508891256372662e-07,1.9169995660176023e-05,2.728913433583522e-05,3.437533541144612e-06,2.4884892155303662e-08,1.126928839887057e-08,1.929587901261333e-09,1.4143890518965363e-08,8.021814008885569e-17,3.1099477933873714e-07,1.551722586261491e-11,1.9644173344224742e-10,3.2087238006116773e-12,1.1358886931969938e-09,4.5010873902833094e-20,7.448179768085253e-18,8.993262870697048e-17,1.0538680186469579e-17
4.995649707330153e-05,0.11224537402683203,0.0,0.0,0.0,0.0,0.3299338319103691,0.6699451435888555,3.769041001287324e-05,2.9469024461712477e-05,2.9342929318174604e-07,3.1021144703932954e-08,9.288668405833427e-16,1.5543336927918913e-07,2.0322331580020358e-05,2.893415445826593e-05,3.7510324142675076e-06,2.5591711607716026e-08,1.1590047341907501e-08,2.0496527673312295e-09,1.502735528164688e-08,8.5228777014724e-17,3.3992782342138083e-07,1.6393765133885877e-11,2.0341064729993602e-10,3.5957004184708057e-12,1.3110437299486076e-09,5.0678604223085734e-20,7.916274912775263e-18,1.0674589977905405e-16,1.253014480630701e-17
5.133004150718e-05,0.11224536125729608,0.0,0.0,0.0,0.0,0.32993091560801374,0.6699428584476587,3.871905634153329e-05,3.027159710684046e-05,3.014366523220838e-07,3.1862173522157414e-08,9.542145840468637e-16,1.5995837848699228e-07,2.1507533456941777e-05,3.0627916045392864e-05,4.08218176084068e-06,2.62929638710843e-08,1.1910936016827755e-08,2.1734163089317897e-09,1.5938159241632713e-08,9.03944702568048e-17,3.706407893898642e-07,1.7289143160112135e-11,2.10395010281433e-10,4.0150734348102035e-12,1.5069664703798964e-09,5.686462867742145e-20,8.399202036427344e-18,1.260473500737003e-16,1.482201615708556e-17
5.270358594105848e-05,0.11224534716838898,0.0,0.0,0.0,0.0,0.32992794088113175,0.6699405314607215,3.9735915612402064e-05,3.1073710108286096e-05,3.0935217885526517e-07,3.270274522420178e-08,9.79271626273563e-16,1.6446215079659417e-07,2.2725275938027202e-05,3.237020508118338e-05,4.431257567175202e-06,2.698834693701273e-08,1.2231943292429264e-08,2.3008559163463352e-09,1.687613739261425e-08,9.571428396939955e-17,4.0318775708853714e-07,1.8202662393107325e-11,2.173902470262041e-10,4.468210013294706e-12,1.7253615880282866e-09,6.359816557986419e-20,8.896905781609375e-18,1.4810537661344045e-16,1.744796379644874e-17
5.407713037493695e-05,0.11224533173242278,0.0,0.0,0.0,0.0,0.329924908060201,0.6699381629090455,4.0740450168991906e-05,3.187532402836625e-05,3.1717168682682613e-07,3.3542812691106666e-08,1.004024716390755e-15,1.6894281219605923e-07,2.3975214298357407e-05,3.416078682370273e-05,4.798509342132188e-06,2.7677582528118108e-08,1.2553057077393114e-08,2.4319465117289485e-09,1.7841106353916797e-08,1.0118717809520893e-16,4.3762246059006666e-07,1.9133618251853084e-11,2.2439195636427698e-10,4.956444460816549e-12,1.9680033763482015e-09,7.090890024093412e-20,9.409321968709063e-18,1.7320529278165723e-16,2.0444010658853745e-17
5.545067480881543e-05,0.11224531492459358,0.0,0.0,0.0,0.0,0.3299218174971331,0.6699357530940026,4.1732171465759735e-05,3.267639762105252e-05,3.248913727290688e-07,3.4382327210177155e-08,1.0284618141823587e-15,1.7339861889423594e-07,2.5256985930743456e-05,3.5999407190284724e-05,5.1841602047725986e-06,2.8360416179026396e-08,1.2874264413718033e-08,2.566660695341649e-09,1.8832865447371715e-08,1.0681201447289437e-16,4.7399825280418996e-07,2.0081302068733315e-11,2.313959207613877e-10,5.481074121257588e-12,2.2367339465416923e-09,7.88269476506199e-20,9.936378139561807e-18,2.0164931363401934e-16,2.3848568048341136e-17
5.68242192426939e-05,0.11224529672295461,0.0,0.0,0.0,0.0,0.329918669563624,0.6699333023356759,4.2710639805382505e-05,3.347688807401532e-05,3.325078134504406e-07,3.5221238736482215e-08,1.0525720835975436e-15,1.778279582800963e-07,2.65702118410811e-05,3.78857941572353e-05,5.588407111396609e-06,2.9036617181010475e-08,1.3195551569142428e-08,2.7049688954413035e-09,1.9851197802107124e-08,1.1258756310298145e-16,5.123680722517471e-07,2.1045003926576918e-11,2.3839811432527105e-10,6.043355692689135e-12,2.5334612243607487e-09,8.738281636432151e-20,1.0477994114962779e-17,2.3375646912240947e-16,2.7702462925597252e-17
5.819776367657238e-05,0.11224527710837542,0.0,0.0,0.0,0.0,0.32991546464950405,0.6699308109712105,4.367546381979674e-05,3.427675124499196e-05,3.400179622296939e-07,3.605949614637498e-08,1.0763458799433945e-15,1.8222934910748092e-07,2.7914498140850706e-05,3.9819659165584664e-05,6.0114212132674154e-06,2.9705978397742913e-08,1.351690412808803e-08,2.8468395207993716e-09,2.089587147972462e-08,1.1851250852938486e-16,5.527844120520521e-07,2.2024015369889508e-11,2.4539470938374554e-10,6.644501985974269e-12,2.8601567681922332e-09,9.660737380611658e-20,1.103408256222656e-17,2.6986244855781555e-16,3.204895763229891e-17
5.957130811045085e-05,0.11224525606448754,0.0,0.0,0.0,0.0,0.32991220316109376,0.6699282793531722,4.462629971258476e-05,3.5075941891449444e-05,3.4741914275177603e-07,3.6897047482011214e-08,1.0997747311951226e-15,1.8660144094576978e-07,2.9289437528747485e-05,4.1800698524807996e-05,6.453348335498821e-06,3.0368315960510926e-08,1.3838307080695677e-08,2.992239114863573e-09,2.196664061251531e-08,1.2458545629488574e-16,5.95299291156803e-07,2.3017631975842344e-11,2.523820816589498e-10,7.285679135942553e-12,3.2188534314902913e-09,1.0653181317452529e-19,1.1604549569054281e-17,3.103193804252715e-16,3.693376228448997e-17
6.094485254432933e-05,0.11224523357761837,0.0,0.0,0.0,0.0,0.3299088855195758,0.6699257078479312,4.556285028163354e-05,3.587441389262195e-05,3.547090415328655e-07,3.7733840185974515e-08,1.1228513138904735e-15,1.909430129419161e-07,3.069461075394421e-05,4.3828594806901684e-05,6.914309566945018e-06,3.102346885195041e-08,1.415974490956261e-08,3.1411325106038974e-09,2.306324654760294e-08,1.3080493943022596e-16,6.399642278492473e-07,2.4025155772826114e-11,2.5935681407462193e-10,7.9680042697676e-12,3.6116428930269467e-09,1.1718762210632963e-19,1.2189295220090325e-17,3.5549555234227773e-16,4.240504014713253e-17
6.23183969782078e-05,0.11224520963671386,0.0,0.0,0.0,0.0,0.3299055121593912,0.6699230968340723,4.6484863741994273e-05,3.667212046311548e-05,3.61885698749759e-07,3.856982132524918e-08,1.1455694240996378e-15,1.952529719432648e-07,3.21295880540455e-05,4.5903018223713924e-05,7.3944019504650266e-06,3.1671298387896795e-08,1.448120167383099e-08,3.2934829851275017e-09,2.4185418990204136e-08,1.371694249381946e-16,6.868302155134975e-07,2.5045897496647405e-11,2.663156992445756e-10,8.692543631002556e-12,4.040673078509554e-09,1.2860655322443342e-19,1.2788214172706394e-17,4.0577507651310376e-16,4.8513406372732775e-17
6.369194141208628e-05,0.11224518423325174,0.0,0.0,0.0,0.0,0.32990208352666633,0.6699204467008432,4.739213236954425e-05,3.746901435738372e-05,3.689474976740644e-07,3.940493780391099e-08,1.1679239439786004e-15,1.995303500336437e-07,3.3593930561378105e-05,4.802362798097194e-05,7.893699262637405e-06,3.2311687607328216e-08,1.4802661090318213e-08,3.4492524131975866e-09,2.5332877139564795e-08,1.436773202361767e-16,7.359477006657931e-07,2.6079178676692005e-11,2.7325574070039765e-10,9.460311152007936e-12,4.508145496887033e-09,1.4082059666651187e-19,1.3401196228741262e-17,4.615575064708404e-16,5.531192054719051e-17
6.506548584596475e-05,0.11224515736114628,0.0,0.0,0.0,0.0,0.32989860007767846,0.669917757846645,4.828449098641641e-05,3.826504806449076e-05,3.7589315287447794e-07,4.0239136564033506e-08,1.1899108044227894e-15,2.0377430153738892e-07,3.508719167187092e-05,5.019007360302078e-05,8.412252871861957e-06,3.294454058060142e-08,1.5124106611420556e-08,3.608401418847745e-09,2.650533081154483e-08,1.5032697952297711e-16,7.873665632271484e-07,2.7124333546561906e-11,2.8017415292482333e-10,1.0272267462329693e-11,5.016312514159412e-09,1.5386195466314647e-19,1.4028126899137145e-17,5.232574112169049e-16,6.285607353553879e-17
6.643903027984323e-05,0.11224512901664548,0.0,0.0,0.0,0.0,0.32989506227736404,0.6699150306775687,4.916181530923877e-05,3.9060173992685855e-05,3.827216973510187e-07,4.107236477443059e-08,1.2115269443397758e-15,2.0798409954729205e-07,3.660891837140402e-05,5.240199622288036e-05,8.950092663792945e-06,3.356978164625945e-08,1.544552149956314e-08,3.770889524343612e-09,2.7702481542264302e-08,1.5711671003823276e-16,8.411360990052972e-07,2.8180710775779874e-11,2.8706836026421e-10,1.1129319315994635e-11,5.567474586745026e-09,1.6776301820720442e-19,1.4668887958640458e-17,5.913039130666235e-16,7.120376915877865e-17
6.78125747137217e-05,0.11224509919822256,0.0,0.0,0.0,0.0,0.32989147059787843,0.6699122656059875,5.0024020181038306e-05,3.985434464342139e-05,3.8943246876363e-07,4.190457000697299e-08,1.232770267055144e-15,2.1215913203299457e-07,3.8158652515138916e-05,5.4659029832832236e-05,9.507228023190233e-06,3.418735458663914e-08,1.576688889800888e-08,3.936675295807888e-09,2.8924023667694753e-08,1.6404477818539588e-16,8.973050043431911e-07,2.9247675021127574e-11,2.939359947990832e-10,1.2032319416728312e-11,6.163977475478157e-09,1.8255634583108597e-19,1.5323357987976227e-17,6.661401955939043e-16,8.041530126076528e-17
6.918611914760018e-05,0.11224506790646231,0.0,0.0,0.0,0.0,0.3298878255172075,0.6699094630492028,5.0871057707235774e-05,4.064751277454848e-05,3.960250949142183e-07,4.2735700400328804e-08,1.2536395943550741e-15,2.1629889758616064e-07,3.973593205597047e-05,5.696080249135173e-05,1.0083648861538137e-05,3.479722175233216e-08,1.608819189787876e-08,4.105716484892186e-09,3.0169645374575996e-08,1.7110941549208822e-16,9.559213628816565e-07,3.032460829802669e-11,3.0077489325589394e-10,1.2982066616779418e-11,6.808209460140675e-09,1.9827464448513055e-19,1.5991412901160416e-17,7.482229880448507e-16,9.055332674127855e-17
7.055966358147865e-05,0.11224503514394381,0.0,0.0,0.0,0.0,0.32988412751783835,0.6699066234281548,5.170291531551859e-05,4.1439631552519924e-05,4.0249947863621933e-07,4.356570481108094e-08,1.274134618653419e-15,2.2040300085789622e-07,4.1340292218860004e-05,5.930693748279943e-05,1.0679326680150817e-05,3.539936314527221e-08,1.6409413601272873e-08,4.277970165948185e-09,3.1439029718548525e-08,1.7830882438451514e-16,1.0170326343751593e-06,3.1410911174062033e-11,3.0758309304596413e-10,1.3979306462355767e-11,7.502598573107523e-09,2.1495075248915064e-19,1.6672926455875728e-17,8.380220324683853e-16,1.016828351385456e-16
7.193320801535713e-05,0.11224500091512019,0.0,0.0,0.0,0.0,0.32988037708549023,0.6699037471661908,5.2519613758557916e-05,4.223065469352235e-05,4.088557822393823e-07,4.4394532952270416e-08,1.2942558537507987e-15,2.24471147742435e-07,4.2971266618410054e-05,6.169705442687151e-05,1.1294215658943468e-05,3.5993775469846584e-08,1.6730537180417618e-08,4.453392868219699e-09,3.2731855605901826e-08,1.8564118375552553e-16,1.0806856454919794e-06,3.2506003788274165e-11,3.143588275191846e-10,1.5024732056638984e-11,8.249609869240653e-09,2.3261762451013494e-19,1.7367770745097743e-17,9.36019539602145e-16,1.1387111534242427e-16
7.33067524492356e-05,0.11224496522619715,0.0,0.0,0.0,0.0,0.32987657470790965,0.6699008346879047,5.332120507756165e-05,4.302053659354291e-05,4.150944116498746e-07,4.5222135519501956e-08,1.3140045846292202e-15,2.285031403591497e-07,4.462838831762105e-05,6.413077033537649e-05,1.1928253761583542e-05,3.65804711609788e-08,1.705154593279759e-08,4.631940702645937e-09,3.4047798735847277e-08,1.9310465430878314e-16,1.1469265825234626e-06,3.3609326701202136e-11,3.2110052052044787e-10,1.6118985209913066e-11,9.051742747631026e-09,2.5130831850240786e-19,1.8075816668418524e-17,1.0427096392656279e-15,1.2718772000895196e-16
7.468029688311408e-05,0.11224492808501023,0.0,0.0,0.0,0.0,0.32987272087373054,0.6698978864180394,5.4107770543559835e-05,4.380923244745347e-05,4.212160003772764e-07,4.604846430482664e-08,1.3333828166986982e-15,2.3249887188255556e-07,4.6311190826323335e-05,6.660770061445013e-05,1.258136384833199e-05,3.715947739761097e-08,1.737242333226215e-08,4.813569482934052e-09,3.538653250072634e-08,2.0069738366436537e-16,1.215800985921383e-06,3.472034158183749e-11,3.278067803361829e-10,1.7262657845483553e-11,9.911528339194284e-09,2.7105598453211894e-19,1.879693438177141e-17,1.1585978306617586e-15,1.417044282289877e-16
7.605384131699255e-05,0.11224488950090263,0.0,0.0,0.0,0.0,0.32986881607140145,0.6698949027804579,5.48794185921256e-05,4.459669835726591e-05,4.272213934307388e-07,4.687347229868701e-08,1.3523932248829572e-15,2.3645832126722784e-07,4.80192090382991e-05,6.912746001083794e-05,1.3253454788525805e-05,3.773083510944891e-08,1.7693153076125178e-08,4.998234840624809e-09,3.67477288420534e-08,2.0841751121387456e-16,1.2873537465777926e-06,3.5838531738654975e-11,3.344763931167767e-10,1.8456293629742148e-11,1.0831526972501225e-08,2.9189385539597033e-19,1.9530993724510752e-17,1.284200437584813e-15,1.5749520697931078e-16
7.742738575087103e-05,0.11224484948460366,0.0,0.0,0.0,0.0,0.32986486078818006,0.6698918841971854,5.5636282765975e-05,4.5382891429774276e-05,4.3311163129676904e-07,4.7697113780270035e-08,1.3710391029002176e-15,2.403815479115258e-07,4.975198010659659e-05,7.168966350135871e-05,1.3944422565326757e-05,3.8294597984227774e-08,1.8013719128302527e-08,5.185892333938486e-09,3.8131059060762797e-08,2.1626317271581517e-16,1.3616291037580452e-06,3.696340250271807e-11,3.411083158582874e-10,1.9700389794883806e-11,1.1814325728595497e-08,3.1385523893416897e-19,2.0277864623039888e-17,1.4200440730894634e-15,1.7463617185466508e-16
7.88009301847495e-05,0.11224480804810918,0.0,0.0,0.0,0.0,0.3298608555091954,0.6698888310875144,5.637851967858388e-05,4.6167769863855595e-05,4.388879340809377e-07,4.851934439666728e-08,1.3893243130628803e-15,2.442686863007825e-07,5.1509044256989225e-05,7.42939271251174e-05,1.4654151366054386e-05,3.8850831482127425e-08,1.8334105758555152e-08,5.3764975502480345e-09,3.953619458047492e-08,2.242325046245147e-16,1.4386706445948824e-06,3.8094481471522026e-11,3.477016690237399e-10,2.0995399123371076e-11,1.2862536093941471e-08,3.3697351193007973e-19,2.103741747040831e-17,1.56666511770398e-15,1.9320554754511276e-16
8.017447461862798e-05,0.11224476520456422,0.0,0.0,0.0,0.0,0.329856800716579,0.6698857438671828,5.710630701063445e-05,4.6951293027748806e-05,4.4455168590548147e-07,4.934012123128403e-08,1.407253236887269e-15,2.4811994066724086e-07,5.3289945539945315e-05,7.693986875844996e-05,1.538251465212197e-05,3.939961186332409e-08,1.865429757792672e-08,5.570006202083033e-09,4.096280766301777e-08,2.3232364814825846e-16,1.5185213050495614e-06,3.923131862274222e-11,3.5425572888060117e-10,2.234173206419648e-11,1.3978791719075316e-08,3.612821154834661e-19,2.180952348151364e-17,1.7246092147818005e-15,2.1328362848554814e-16
8.154801905250645e-05,0.11224472096814837,0.0,0.0,0.0,0.0,0.3298526968886601,0.6698826229476168,5.781984154977782e-05,4.773342152667283e-05,4.501044196444467e-07,5.015940286197642e-08,1.4248307267718727e-15,2.5193557970056255e-07,5.509423252184774e-05,7.962710883296428e-05,1.6129376203292667e-05,3.994102523401924e-08,1.8974279570482352e-08,5.766374216620644e-09,4.241057207583342e-08,2.405347530345351e-16,1.6012233722448564e-06,4.0373486307410354e-11,3.6076991962684936e-10,2.3739758952263924e-11,1.5165746289020238e-08,3.8681455174052784e-19,2.259405502374372e-17,1.894430786089739e-15,2.3495274006433284e-16
8.292156348638493e-05,0.11224467535396476,0.0,0.0,0.0,0.0,0.32984854449923,0.669879468735237,5.851933728288966e-05,4.8514117261178615e-05,4.555478020678179e-07,5.0977149409423875e-08,1.4420620589702565e-15,2.557159313392523e-07,5.692145891653739e-05,8.235527099738479e-05,1.6894591131659496e-05,4.04751666156472e-08,1.9294037121471178e-08,5.9655578186683646e-09,4.3879163711261217e-08,2.488639810823481e-16,1.68681848807442e-06,4.152057913225663e-11,3.6724380537349305e-10,2.5189812303745074e-11,1.6426071510086864e-08,4.13604381862219e-19,2.3390885923079262e-17,2.0766925702373597e-15,2.582972007367861e-16
8.42951079202634e-05,0.11224462837793293,0.0,0.0,0.0,0.0,0.3298443440168683,0.6698762816308331,5.920502354872045e-05,4.929334347665757e-05,4.608836194561475e-07,5.17933225762649e-08,1.458952888053367e-15,2.5946137766988674e-07,5.877118415854992e-05,8.512398272421334e-05,1.7678006861419814e-05,4.100213904133697e-08,1.961355604204781e-08,6.167513607187421e-09,4.536826115802001e-08,2.573095093834208e-16,1.7753476539932881e-06,4.267221374104472e-11,3.736770820465715e-10,2.669218916199526e-11,1.776245521632408e-08,4.416852251118419e-19,2.4199891745844388e-17,2.2719651860688227e-15,2.8340328534722776e-16
8.566865235414188e-05,0.11224458005668557,0.0,0.0,0.0,0.0,0.32984009590433383,0.6698730620289967,5.987714325761145e-05,5.007106480445085e-05,4.661137637376201e-07,5.260788567753937e-08,1.4755092030256343e-15,2.6317234995764597e-07,6.0642973919672346e-05,8.793287586248871e-05,1.847946407115611e-05,4.1522052683098736e-08,1.993282259069928e-08,6.37219862544563e-09,4.687754622551057e-08,2.6586953329581595e-16,1.8668512368952696e-06,4.382802850469995e-11,3.8006956926665254e-10,2.8247153470510505e-11,1.917759959762373e-08,4.710907589443988e-19,2.502095005644451e-17,2.480826722672433e-15,3.103591899216867e-16
8.704219678802035e-05,0.11224453040747012,0.0,0.0,0.0,0.0,0.329835800618015,0.6698698103176162,6.053595118377512e-05,5.084724729501879e-05,4.7124021919034766e-07,5.3420803662989495e-08,1.491737285230347e-15,2.668493238283621e-07,6.253640057066676e-05,9.078158713816111e-05,1.9298797595943987e-05,4.203502401262664e-08,2.025182349153189e-08,6.579570424923998e-09,4.840670442182536e-08,2.7454226915500524e-16,1.9613689759844503e-06,4.498768312990372e-11,3.864212022587378e-10,2.9854938451389985e-11,2.067421955032028e-08,5.018547199821853e-19,2.585394065156577e-17,2.7038623572205887e-15,3.3925499815218235e-16
8.841574122189883e-05,0.11224447944805481,0.0,0.0,0.0,0.0,0.3298314586074399,0.6698665268774281,6.118171233453069e-05,5.162185844364095e-05,4.7626504974407853e-07,5.423204313177386e-08,1.5076436681524971e-15,2.7049281461915e-07,6.445104359019288e-05,9.366975860379625e-05,2.013583728718224e-05,4.254117499806088e-08,2.057054594957914e-08,6.7895871231323985e-09,4.995542538658713e-08,2.833259567287452e-16,2.0589399905500457e-06,4.615085819560924e-11,3.9273202384035495e-10,3.151574896983439e-11,2.2255041150069326e-08,5.340109057650885e-19,2.6698745771427963e-17,2.941664001437858e-15,3.701826497541709e-16
8.97892856557773e-05,0.11224442719663966,0.0,0.0,0.0,0.0,0.3298270703148419,0.6698632120816249,6.181470039985094e-05,5.2394867209122526e-05,4.8119038690743e-07,5.5041572340147964e-08,1.5232350992017672e-15,2.741033729116942e-07,6.638648992311263e-05,9.65970380394913e-05,2.099040882857442e-05,4.304063233853841e-08,2.0888977663296356e-08,7.002207455516682e-09,5.152340327994041e-08,2.922188614232722e-16,2.15960278855627e-06,4.731725462664278e-11,3.9900217653053827e-10,3.322976386727575e-11,2.3922800245837576e-08,5.675931771679316e-19,2.7555250288785935e-17,3.194829977111833e-15,4.0323591084066867e-16
9.116283008965578e-05,0.1122443736717724,0.0,0.0,0.0,0.0,0.3298226361747799,0.6698598662955151,6.243519628461696e-05,5.316624402598361e-05,4.860184183392959e-07,5.5849361202657965e-08,1.5385185035346777e-15,2.7768158025945e-07,6.834233429047958e-05,9.956307930701863e-05,2.1862334507185482e-05,4.3533526737883235e-08,2.120710683441011e-08,7.217390821662367e-09,5.3110337129192855e-08,3.0121927624930454e-16,2.2633952759616794e-06,4.84865931131971e-11,4.0523189481741603e-10,3.499713824780927e-11,2.5680241172993006e-08,6.026354613828003e-19,2.842334187646049e-17,3.463964720712012e-15,4.3851034642127313e-16
9.253637452353425e-05,0.11224431889226966,0.0,0.0,0.0,0.0,0.32981815661380964,0.6698564898762316,6.304348672509823e-05,5.3935960810605886e-05,4.907513770762288e-07,5.665538128738529e-08,1.553500949953265e-15,2.812280451173989e-07,7.031817945360555e-05,0.00010256754265932124,2.2751433938948416e-05,4.401999221834845e-08,2.1524922175292037e-08,7.435097326018983e-09,5.471593113474619e-08,3.103255235571535e-16,2.3703547666855874e-06,4.965861348461607e-11,4.114214976172977e-10,3.681800570461288e-11,2.7530115582745002e-08,6.391717553696818e-19,2.930291115425201e-17,3.7496785168685804e-15,4.761032951010381e-16
9.390991895741273e-05,0.11224426287714283,0.0,0.0,0.0,0.0,0.32981363205020353,0.6698530831724905,6.36398629903771e-05,5.47039909618043e-05,4.953915314213804e-07,5.7459605805764817e-08,1.568189618897957e-15,2.8474339898057514e-07,7.231363643466038e-05,0.00010561009500756138,2.3657524748404794e-05,4.450016547492115e-08,2.1842412914025925e-08,7.655287813384411e-09,5.6339894937073495e-08,3.1953595655090404e-16,2.480517993142498e-06,5.083307404542148e-11,4.1757138095352556e-10,3.869248047499962e-11,2.9475181384548126e-08,6.772361296850266e-19,3.0193851816147704e-17,4.052587260185701e-15,5.16113846023845e-16
9.52834633912912e-05,0.11224420564552913,0.0,0.0,0.0,0.0,0.32980906289371587,0.6698496465243905,6.422461966871757e-05,5.5470309356282245e-05,4.999411754949866e-07,5.826200959748535e-08,1.5825917725346054e-15,2.8822829273536407e-07,7.432832469629817e-05,0.00010869041014797959,2.4580423202829536e-05,4.497418527033998e-08,2.215956879733553e-08,7.877923899400466e-09,5.7981943846589566e-08,3.2884896059214315e-16,2.593921117269085e-06,5.2009750881052276e-11,4.2368201087893884e-10,4.0620659514620095e-11,3.151820179754603e-08,7.168627326044508e-19,3.1096060738778404e-17,4.373312244623231e-15,5.586428180774901e-16
9.665700782516968e-05,0.1122441472166283,0.0,0.0,0.0,0.0,0.329804449545393,0.6698461802632588,6.479805353824037e-05,5.623489233941735e-05,5.044026204414095e-07,5.906256911096159e-08,1.5967147269198857e-15,2.916833932255663e-07,7.636187228281913e-05,0.00011180816895085276,2.5519944801214963e-05,4.5442191870652324e-08,2.2476380091537776e-08,8.102967996319486e-09,5.964179903832791e-08,3.3826295430408412e-16,2.7105997419720196e-06,5.31884371402876e-11,4.2975391666164947e-10,4.260262448308767e-11,3.366194450668798e-08,7.580857944620091e-19,3.2009438072113296e-17,4.712479979475781e-15,6.037927413527239e-16
9.803055225904815e-05,0.1122440876096427,0.0,0.0,0.0,0.0,0.32979979239742196,0.6698426847115304,6.536046252070377e-05,5.6997717711810003e-05,5.087781862833878e-07,5.9861262379846e-08,1.6105658262154722e-15,2.9510938003341685e-07,7.841391592537142e-05,0.00011496305951385111,2.64759048188734e-05,4.590432652085285e-08,2.2792837581682577e-08,8.3303833343075e-09,6.131918771338277e-08,3.477763904871976e-16,2.830588922928718e-06,5.4368942300811964e-11,4.357876842499397e-10,4.463844363496782e-11,3.5909180918794934e-08,8.00939632135898e-19,3.293388731340212e-17,5.070722030807553e-15,6.516678408272451e-16
9.940409669292663e-05,0.11224402684372387,0.0,0.0,0.0,0.0,0.3297950918330177,0.6698391601826685,6.591214471670183e-05,5.775876471201219e-05,5.130701944103193e-07,6.065806899602964e-08,1.6241524189092773e-15,2.985069424741467e-07,8.048410111367452e-05,0.00011815477728208751,2.744811880866343e-05,4.636073095989668e-08,2.3108932569035358e-08,8.560133978552553e-09,6.301384322909958e-08,3.573877568575961e-16,2.9539231806770695e-06,5.555109142386048e-11,4.417839500284693e-10,4.6728173611581694e-11,3.826268551357885e-08,8.454586536163974e-19,3.386931536538651e-17,5.44867488706372e-15,7.023740222262073e-16
9.999999999999998e-05,0.11224396493792259,0.0,0.0,0.0,0.0,0.32979303911461183,0.6698376221531104,6.61482271620836e-05,5.808838193486636e-05,5.149068498122453e-07,6.100316673010979e-08,1.6299664547113712e-15,2.999722874380102e-07,8.138779252316188e-05,0.00011955086244102196,2.7874916624993872e-05,4.655699256208597e-08,2.324595348680166e-08,8.660527269654387e-09,6.375436309461816e-08,3.6158767103848317e-16,3.008479967667957e-06,5.606442953493177e-11,4.4437389699317964e-10,4.765156943589406e-11,3.9317491595995134e-08,8.652995692434117e-19,3.427853674751941e-17,5.618939612635677e-15,7.252802107938227e-16
