Time (s),Volume (m^3),Ar,He,Ne,N2,methane(1),oxygen(2),CH3(5),HO2(7),CH3O2(12),H(6),CH3O2(19),OH(D)(9),CH2O(25),H2O(35),CC(14),O(T)(10),OO(11),CHO(34),CHO3(63),CHO3(75),CO2(114),COO(15),CH3O(17),C2H5(58),C2H4(166),CHO3(116),CHO2(70),C3H7(186),C2H5O(189)
3.410250343933492e-07,0.11224537188557582,0.0,0.0,0.0,0.0,0.3299997936755653,0.6699997923228411,2.0397544310979545e-07,2.0513860516347004e-07,1.5864073564772703e-09,4.3293745605667845e-10,5.021860469484227e-18,4.701779786213342e-10,7.601015559128817e-10,4.6534883041701686e-10,7.83246561714844e-13,9.530935696880512e-11,5.615254797931918e-11,2.179555603151498e-14,6.20257251404738e-14,3.517835614185596e-22,7.371386843612035e-15,2.6757579806788324e-15,8.22328585866096e-13,4.834581901657972e-20,1.4353585786029456e-19,9.005486453759005e-29,3.24584844339015e-23,6.194895442818189e-29,4.060681436584495e-30
3.492027633139982e-07,0.11224537188269768,0.0,0.0,0.0,0.0,0.32999978870163055,0.6699997873155025,2.0887413089871285e-07,2.100615246984802e-07,1.6245482181032743e-09,4.3806199885594645e-10,5.142598158964786e-18,4.880966618868581e-10,7.970655147006064e-10,4.95977664763183e-10,8.409818831662162e-13,9.862492157979518e-11,5.7998768207032295e-11,2.3077251269224782e-14,6.671486102215086e-14,3.7837834488496297e-22,8.131517387163168e-15,2.756780699959882e-15,8.422068370623474e-13,5.224074947584522e-20,1.5895350231705303e-19,1.1328293504925823e-28,3.491104085223681e-23,7.028579773321581e-29,4.670808779188884e-30
3.5738049223464716e-07,0.11224537187984253,0.0,0.0,0.0,0.0,0.32999978372619365,0.6699997823071314,2.1377343158772442e-07,2.1498437287296225e-07,1.6626935526730597e-09,4.4318647301621685e-10,5.263349404740888e-18,5.061574876900321e-10,8.349083302960637e-10,5.277565039942224e-10,9.014899884785685e-13,1.0195687483271108e-10,5.985046105991515e-11,2.4402327438771446e-14,7.162733600591932e-14,4.0623981576797265e-22,8.94835835525522e-15,2.8354901356888975e-15,8.620942504595051e-13,5.63449255701213e-20,1.7559775056728656e-19,1.2328291938025448e-28,3.7481564515213073e-23,7.950473525701857e-29,5.3536518546981084e-30
3.6555822115529614e-07,0.11224537187701081,0.0,0.0,0.0,0.0,0.32999977874924474,0.6699997772977268,2.1867335431308792e-07,2.199071497092146e-07,1.700843815722437e-09,4.483108809299636e-10,5.3841161959190134e-18,5.243534737715802e-10,8.736301238311181e-10,5.606942308449249e-10,9.648362695913152e-13,1.0530425964195998e-10,6.170721483259695e-11,2.5771254505338406e-14,7.676762134079897e-14,4.353933304683246e-22,9.8245717304917e-15,2.915843663566535e-15,8.819850033902899e-13,6.066429723963453e-20,1.9353359350536432e-19,1.3241506143652225e-28,4.017140366136171e-23,8.967474793396979e-29,6.115670863987361e-30
3.737359500759451e-07,0.1122453718742021,0.0,0.0,0.0,0.0,0.32999977377077466,0.6699997722872888,2.2357390816297266e-07,2.2482985523036317e-07,1.7389990216368027e-09,4.5343522231330245e-10,5.504898634013288e-18,5.426779586969303e-10,9.132310163383921e-10,5.9479929699652e-10,1.031086148331131e-12,1.0866617529782384e-10,6.356864811861513e-11,2.7184494982897678e-14,8.21401448713655e-14,4.658640015706315e-22,1.0762871537846079e-14,2.9972138601855284e-15,9.018800617911226e-13,6.520485067611772e-20,2.1282783607570754e-19,1.4199715986346323e-28,4.298276988176882e-23,1.0086861015388186e-28,6.963731827621153e-30
3.819136789965941e-07,0.11224537187141687,0.0,0.0,0.0,0.0,0.3299997687907743,0.6699997672758169,2.2847510172476944e-07,2.2975248945978452e-07,1.7771591991999398e-09,4.5855949702896567e-10,5.625696810139666e-18,5.611245955917721e-10,9.537111305961413e-10,6.300797250558337e-10,1.1003050776649677e-12,1.1204177698558522e-10,6.543440953173739e-11,2.864250647572111e-14,8.774928698442486e-14,4.976766727686315e-22,1.1766025412390573e-14,3.0792307020184265e-15,9.217800100914616e-13,6.997260801346441e-20,2.3354917827005774e-19,1.5204139152518153e-28,4.591795539365199e-23,1.1316288658368447e-28,7.905105789118907e-30
3.900914079172431e-07,0.11224537186865495,0.0,0.0,0.0,0.0,0.3299997638092353,0.6699997622633115,2.333769430887402e-07,2.3467505242106974e-07,1.8153244156463306e-09,4.6368370517921887e-10,5.746510937132726e-18,5.79687337838728e-10,9.950705910797814e-10,6.665431321157809e-10,1.1725585415628213e-12,1.154302717491977e-10,6.730417495315263e-11,3.0145742374892305e-14,9.359938095303558e-14,5.308559205468918e-22,1.283685356159016e-14,3.161938903424075e-15,9.416848159411756e-13,7.49736261347561e-20,2.5576820932895423e-19,1.6256024568966329e-28,4.8979227747427315e-23,1.2663796291277658e-28,8.947473591431263e-30
4.0644686575854103e-07,0.11224537186320108,0.0,0.0,0.0,0.0,0.3299997538415098,0.6699997522351976,2.43182599635082e-07,2.445199646347393e-07,1.8916702060704424e-09,4.739319220949893e-10,5.9881878062430266e-18,6.171382737662018e-10,1.0804280551523936e-09,7.430475979625302e-10,1.3264311553541187e-12,1.2224298648615763e-10,7.10545318403501e-11,3.328968027921606e-14,1.060395426644055e-13,6.014112330474678e-22,1.519305499814414e-14,3.329459836157281e-15,9.81509082320729e-13,8.569983504436872e-20,3.049906079531408e-19,1.8507267021992256e-28,5.54889907406195e-23,1.5747165385089014e-28,1.1368033892043117e-29
4.211667778157092e-07,0.1122453718583725,0.0,0.0,0.0,0.0,0.32999974486521877,0.669999743206357,2.520099789066911e-07,2.5338014213148513e-07,1.9603992287369023e-09,4.831550904316987e-10,6.2057533710602376e-18,6.511861292804894e-10,1.160258413338094e-09,8.160164035845203e-10,1.4759521756428458e-12,1.2841148947200174e-10,7.444076164496041e-11,3.6278351488445764e-14,1.1810230140413218e-13,6.698260762744205e-22,1.7574402251725307e-14,3.4826768083056997e-15,1.0173677160533902e-12,9.621262903138262e-20,3.551590488010101e-19,2.0708603161881736e-28,6.180126447118352e-23,1.9014882529048365e-28,1.397785144450933e-29
4.358866898728774e-07,0.11224537185361971,0.0,0.0,0.0,0.0,0.3299997358838298,0.6699997341741633,2.608395647662157e-07,2.622400890968393e-07,2.029145421690366e-09,4.92378044197615e-10,6.423373289381101e-18,6.855284325325795e-10,1.2429398497083324e-09,8.929202665418322e-10,1.6363249030695338e-12,1.3461143712147588e-10,7.783593026746843e-11,3.942039933062379e-14,1.3101109527382064e-13,7.430392714097446e-22,2.02211727257331e-14,3.638167111954297e-15,1.0532424906295523e-12,1.0757693698243139e-19,4.113636498137437e-19,2.3083980615564173e-28,6.855625706923167e-23,2.2808846521259495e-28,1.7054491796125151e-29
4.5060660193004555e-07,0.11224537184894275,0.0,0.0,0.0,0.0,0.32999972689730744,0.669999725138615,2.696713909013646e-07,2.710998056761168e-07,2.097909046690758e-09,5.016007837544054e-10,6.641048389821293e-18,7.201391679508727e-10,1.328473135131715e-09,9.73791493351702e-10,1.8079323634837426e-12,1.4083967391328134e-10,8.123887058299972e-11,4.2718306710546375e-14,1.4478960411383028e-13,8.211851204517794e-22,2.3151612828132087e-14,3.795921102746458e-15,1.0891335624620301e-12,1.1982931063063206e-19,4.740846906370185e-19,2.5641380028660193e-28,7.576635993771895e-23,2.71912355079272e-28,2.0659318556117474e-29
4.653265139872137e-07,0.11224537184434166,0.0,0.0,0.0,0.0,0.32999971790561944,0.6699997160997112,2.7850548786691886e-07,2.799592920163758e-07,2.1666903467445027e-09,5.108233094762254e-10,6.858779441631288e-18,7.549945291586753e-10,1.4168590507388993e-09,1.058659571845767e-09,1.991157909412037e-12,1.4709336815948095e-10,8.464856364754042e-11,4.617451137367999e-14,1.594610726015233e-13,9.043954573391447e-22,2.6384462861618025e-14,3.955981119022422e-15,1.1250409980148966e-12,1.3300665492688303e-19,5.438225622806821e-19,2.8389007109652665e-28,8.344373676982805e-23,3.222910424430005e-28,2.485901960638323e-29
4.800464260443819e-07,0.11224537183981642,0.0,0.0,0.0,0.0,0.32999970890873614,0.6699997070574503,2.8734188334124007e-07,2.8881854826628317e-07,2.235489536114697e-09,5.200456216871258e-10,7.076567123072899e-18,7.900727660009652e-10,1.5080983870259673e-09,1.1475513871312676e-09,2.1863852231974386e-12,1.5336998214142662e-10,8.80641217666706e-11,4.979140678154704e-14,1.7504831561850807e-13,9.927996783914674e-22,2.993895099669922e-14,4.118332034125815e-15,1.1609649372896182e-12,1.4714623087887293e-19,6.210980656209401e-19,3.133530303682631e-28,9.160032635746381e-23,3.7994589789447358e-28,2.972584206661973e-29
4.9476633810155e-07,0.11224537183536717,0.0,0.0,0.0,0.0,0.32999969990663075,0.6699996980118312,2.961806023610858e-07,2.9767757457596466e-07,2.304306808128105e-09,5.292677206943271e-10,7.294412046132785e-18,8.253540312357868e-10,1.6021919430377906e-09,1.2404914347160105e-09,2.3939983191828995e-12,1.596672433080932e-10,9.14847725364239e-11,5.357134279459845e-14,1.9157372506745608e-13,1.086524780971471e-21,3.383478594948593e-14,4.282955841313769e-15,1.1969055137654398e-12,1.6228565688598376e-19,7.064526711942291e-19,3.4488954733680903e-28,1.0024784615842722e-22,4.456513736144799e-28,3.5337854813954905e-29
5.242061622158864e-07,0.11224537182669632,0.0,0.0,0.0,0.0,0.3299996818866583,0.6699996799105139,3.138650992449483e-07,3.15394937981663e-07,2.4419962966537886e-09,5.47711280345997e-10,7.730275822136332e-18,8.964549334978109e-10,1.7989449487892581e-09,1.4386034042819005e-09,2.8479195803277475e-12,1.723157934412985e-10,9.833875898892455e-11,6.16295218980305e-14,2.275265421008943e-13,1.2904338869746589e-21,4.273168465751326e-14,4.619100539967825e-15,1.2688368401592175e-12,1.9571631612674593e-19,9.03669585866861e-19,4.145434794404527e-28,1.1906146369827274e-22,6.0459008859548275e-28,4.914029481416951e-29
5.536459863302227e-07,0.11224537181832916,0.0,0.0,0.0,0.0,0.32999966384553214,0.66999966179575,3.3155913429811713e-07,3.3311138345872343e-07,2.5797600055025367e-09,5.661539905986634e-10,8.166374546722846e-18,9.68171080822873e-10,2.007124602698966e-09,1.6531510486842157e-09,3.3560004815017225e-12,1.8502517831841178e-10,1.0520613641366898e-10,7.036700216168058e-14,2.6749049785733164e-13,1.5170924681506116e-21,5.3242119090882506e-14,4.964212018141545e-15,1.340835950672181e-12,2.336067174620788e-19,1.1402261442380332e-18,4.935991319361775e-28,1.399740585828583e-22,8.064450130605118e-28,6.701664557732562e-29
5.830858104445591e-07,0.11224537181026552,0.0,0.0,0.0,0.0,0.32999964578311125,0.6699996436675294,3.4926283436355734e-07,3.5082691224775914e-07,2.717598974511785e-09,5.845958538452972e-10,8.602711511556516e-18,1.0403978760549843e-09,2.2267375306315926e-09,1.884263651696154e-09,3.921325166593088e-12,1.9778427698974756e-10,1.1208357068643893e-10,7.980108884197869e-14,3.116303133199785e-13,1.7674347519635628e-21,6.554018121461843e-14,5.3187574288843615e-15,1.412902705720732e-12,2.7627065499674784e-19,1.421218774088912e-18,5.828484229059934e-28,1.6307182789442526e-22,1.0595419269966052e-27,8.982631628726394e-29
6.125256345588954e-07,0.11224537180250531,0.0,0.0,0.0,0.0,0.32999962769927865,0.6699996255258432,3.6697630236560674e-07,3.6854152560205595e-07,2.8555140039270505e-09,6.030368720573705e-10,9.039289249859235e-18,1.1130488668162992e-09,2.457790432761076e-09,2.1320486135839057e-09,4.546983135693464e-12,2.1058417039887688e-10,1.1896853732624627e-10,8.994846341811503e-14,3.601046961782113e-13,2.0423608610288076e-21,7.980683270957693e-14,5.682719494663557e-15,1.48503758676697e-12,3.240276342814508e-19,1.752093335275404e-18,6.831308549992408e-28,1.8843782212771358e-22,1.3732658602765723e-27,1.1854617449825365e-28
6.419654586732318e-07,0.11224537179504812,0.0,0.0,0.0,0.0,0.3299996095939372,0.6699996073706821,3.8469962145853435e-07,3.8625522478516805e-07,2.9935057041142423e-09,6.214770468903668e-10,9.476109693778029e-18,1.1860527886228068e-09,2.700290069737435e-09,2.396595208895266e-09,5.236069246673818e-12,2.2341771243014634e-10,1.258591283875651e-10,1.0082520659846802e-13,4.130665644035087e-13,2.3427380811404797e-21,9.622966040934792e-14,6.05573610676195e-15,1.5572415055552313e-12,3.7720288651491765e-19,2.1386512287899954e-18,7.953357413043842e-28,2.161520621886522e-22,1.7581335093924614e-27,1.5427883860635696e-28
6.714052827875681e-07,0.11224537178789382,0.0,0.0,0.0,0.0,0.32999959146700647,0.669999589202037,4.024328582386264e-07,4.0396801106902537e-07,3.1315745592557085e-09,6.399163799338264e-10,9.913174376018708e-18,1.2593511937011067e-09,2.954243252122623e-09,2.6779775333249776e-09,5.991683717302267e-12,2.3627920990889415e-10,1.3275391893693433e-10,1.1244682021693823e-13,4.706632566094777e-13,2.6694020543442395e-21,1.150026458940318e-13,6.437496999784855e-15,1.6295152296747676e-12,4.3612739605545075e-19,2.5870562140136817e-18,9.2040530708913e-28,2.462916494731168e-22,2.2258687515228386e-27,1.9826168225195623e-28
7.008451069019044e-07,0.11224537178104205,0.0,0.0,0.0,0.0,0.32999957331841945,0.6699995710198987,4.2017606586433107e-07,4.2167988573194717e-07,3.269721084401687e-09,6.583548734178944e-10,1.0350484927002964e-17,1.332896085321511e-09,3.219656830094323e-09,2.976257450109715e-09,6.816932122405913e-12,2.491641008204966e-10,1.3965183144629225e-10,1.2482824962980692e-13,5.33036751116111e-13,3.0231580213767054e-21,1.3632592560743474e-13,6.828920020885461e-15,1.7018576486611537e-12,5.011379106491597e-19,3.1038409552200496e-18,1.059335271272502e-27,2.7893088051032347e-22,2.78948048800199e-27,2.5187523431797367e-28
7.302849310162408e-07,0.11224537177449244,0.0,0.0,0.0,0.0,0.3299995551481195,0.6699995528242582,4.3792928726618186e-07,4.3939085005750775e-07,3.407945435759494e-09,6.767925280429189e-10,1.0788041841211145e-17,1.4066478580333594e-09,3.4965376828840248e-09,3.2914871327436977e-09,7.714925384268887e-12,2.6206868408936114e-10,1.4655202681016077e-10,1.3798390592701562e-13,6.003238849722055e-13,3.4047820638676554e-21,1.6040555060492242e-13,7.228411653175708e-15,1.7742713382506866e-12,5.725769384654324e-19,3.695913036117379e-18,1.213181927824017e-27,3.141413615527747e-22,3.463336411386208e-27,3.166529272904819e-28
7.597247551305771e-07,0.11224537176824477,0.0,0.0,0.0,0.0,0.3299995369560591,0.6699995346151062,4.556925559184549e-07,4.5710090533294174e-07,3.5462481476836727e-09,6.952293468201973e-10,1.1225846810176532e-17,1.4805740900019635e-09,3.7848927164829156e-09,3.623710446849487e-09,8.688779762133027e-12,2.749899973632168e-10,1.5345387223571412e-10,1.5192768563381987e-13,6.726565429698893e-13,3.815022176350113e-21,1.8745327825837373e-13,7.63842059951086e-15,1.8467528339555513e-12,6.507927772478634e-19,4.370560897331513e-18,1.3830538960642348e-27,3.519921075357509e-22,4.2632483551728716e-27,3.942889679418218e-28
7.891645792449135e-07,0.11224537176229865,0.0,0.0,0.0,0.0,0.3299995187421986,0.6699995163924336,4.7346589804164174e-07,4.7481005284914717e-07,3.684629395789488e-09,7.136653311396976e-10,1.1663900389818718e-17,1.5546484055379119e-09,4.0847288565079885e-09,3.972964288857534e-09,9.741616848355411e-12,2.8792569331831303e-10,1.6035690383112164e-10,1.666729890598717e-13,7.501618323587855e-13,4.254599257164909e-21,2.1768638019470973e-13,8.058699004682189e-15,1.919302645246727e-12,7.361395534650847e-19,5.13546068120835e-18,1.5701251360891403e-27,3.9254963345265436e-22,5.206549517961996e-27,4.866494104190336e-28
8.186044033592498e-07,0.1122453717566536,0.0,0.0,0.0,0.0,0.3299995005065036,0.6699994981562324,4.912493342670342e-07,4.925182938998241e-07,3.823088970060044e-09,7.321004805415531e-10,1.2102201915311837e-17,1.6288492493313932e-09,4.3960530427644225e-09,4.339280069054718e-09,1.0876563564948747e-11,3.008738893698277e-10,1.6726077059644033e-10,1.8223273897822682e-13,8.32962265109773e-13,4.724208142183337e-21,2.513274423112896e-13,8.485894984706763e-15,1.9919258658595307e-12,8.289772296255854e-19,5.9986831002481065e-18,1.775639215331215e-27,4.358780497242271e-22,6.312175909650854e-27,5.957815803619679e-28
8.480442274735862e-07,0.11224537175130941,0.0,0.0,0.0,0.0,0.32999948224894504,0.6699994799064929,5.090428798589418e-07,5.102256297796419e-07,3.961627325562463e-09,7.505347982786675e-10,1.254075282720142e-17,1.7031589055593343e-09,4.718872228708346e-09,4.722684867598089e-09,1.2096752154740997e-11,3.1383305503608803e-10,1.741651957597885e-10,1.986193994356207e-13,9.211759419749736e-13,5.22451864871719e-21,2.886041621974746e-13,8.923054643610734e-15,2.0646180704994345e-12,9.296716066794155e-19,6.968699648386738e-18,2.0008933246840506e-27,4.820391585998781e-22,7.600756528285595e-27,7.239224208977972e-28
8.774840515879225e-07,0.11224537174626575,0.0,0.0,0.0,0.0,0.32999946396949764,0.6699994616432059,5.268465463532349e-07,5.279320617848438e-07,4.100244672652623e-09,7.689682864529921e-10,1.2979553791382725e-17,1.7775629028078116e-09,5.053193376120742e-09,5.1232021088168045e-09,1.3405320170532038e-11,3.26801958582841e-10,1.8106996726946405e-10,2.1584499337476598e-13,1.0149167216637114e-12,5.756176535012987e-21,3.2974916234053045e-13,9.371296386800851e-15,2.1373776806970007e-12,1.0385943521852151e-18,8.054388661392701e-18,2.247254217783806e-27,5.310925426180995e-22,9.094695975981438e-27,8.735099270735984e-28
9.069238757022589e-07,0.11224537174152209,0.0,0.0,0.0,0.0,0.3299994456681392,0.669999443366363,5.446603423983674e-07,5.456375912132076e-07,4.238940738749569e-09,7.874009446542514e-10,1.3418603944979862e-17,1.8520495108039316e-09,5.399023452387914e-09,5.540852120037428e-09,1.4805410468306218e-11,3.397796243821679e-10,1.8797493162365816e-10,2.339211190885606e-13,1.114294377907132e-12,6.319804391055839e-21,3.749998168351527e-13,9.827474596613339e-15,2.210209432638515e-12,1.1561230328195858e-18,9.265041761963182e-18,2.5161684768032383e-27,5.830956467618116e-22,1.0818259365066388e-26,1.047193320294213e-27
9.363636998165952e-07,0.11224537173707806,0.0,0.0,0.0,0.0,0.3299994273448507,0.6699994250759553,5.624842736354327e-07,5.633422193628886e-07,4.377715500942163e-09,8.058327739912503e-10,1.385790321546586e-17,1.9266092553250716e-09,5.756369431135964e-09,5.975652690377794e-09,1.6300171204698567e-11,3.5276528128703087e-10,1.9487997795752343e-10,2.52858965133011e-13,1.2194147432756754e-12,6.916002454240982e-21,4.2459809326548096e-13,1.0291073439187884e-14,2.2831141511162737e-12,1.2826411335181583e-18,1.0610370924581775e-17,2.809143278773143e-27,6.381038538111804e-22,1.2797666755238169e-26,1.2478435090619347e-27
9.658035239309315e-07,0.11224537173293336,0.0,0.0,0.0,0.0,0.3299994089996148,0.6699994067719738,5.803183432385962e-07,5.810459475319734e-07,4.516569305631034e-09,8.24263777504791e-10,1.429745269939542e-17,2.001234408163491e-09,6.125238290356148e-09,6.427619672025444e-09,1.7892755832030236e-11,3.657583056901028e-10,2.017850193527293e-10,2.7266932604191416e-13,1.3303798620628582e-12,7.545349476465766e-21,4.787903843826498e-13,1.076489984533811e-14,2.3560877128997764e-12,1.4185380651304182e-18,1.2100515104327952e-17,3.127759255940595e-27,6.961705643021316e-22,1.5061183676867207e-26,1.4785623220465727e-27
9.952433480452677e-07,0.11224537172908776,0.0,0.0,0.0,0.0,0.32999939063241623,0.6699993884544093,5.981625529841635e-07,5.987487770188114e-07,4.655502274644365e-09,8.426939572888484e-10,1.4737252782425706e-17,2.0759186069937583e-09,6.505637009152238e-09,6.896767418037431e-09,1.9586323091793345e-11,3.787581848539623e-10,2.0868998428430986e-10,2.93362618689866e-13,1.4472881485597054e-12,8.208403621794855e-21,5.378273330949025e-13,1.1250165627404281e-14,2.429128366603386e-12,1.5642091750842509e-18,1.3746046117671118e-17,3.473660807460253e-27,7.573472793893491e-22,1.7639210788996943e-26,1.742695396497289e-27
