Time (s),Volume (m^3),Ar,He,Ne,N2,methane(1),oxygen(2),CH3(5),HO2(7),CH3O2(12),H(6),CH3O2(19),OH(D)(9),CH2O(25),H2O(35),CC(14),O(T)(10),OO(11),CHO(34),CHO3(63),CHO3(75),CO2(114),COO(15),CH3O(17),C2H5(58),C2H4(166),CHO3(116),CHO2(70),C3H7(186),C2H5O(189),C2H3(183),C#C(234),C2H2(247),C3H5(249),S(250),C2H2O(255),C2H2O(276),C2H2O(282),S(407),S(416),S(492),S(435),CH2(T)(8),S(434),C3H6(211),C3H6(209),C3H6(813),C3H7(212),S(491),S(144),CH2O(26),CHO4(125),C2H4O(223),C2H4O(64),S(1075)
0.003845775015973993,0.11161795867263369,0.0,0.0,0.0,0.0,0.20153111977883925,0.524008859577429,0.000311651226372865,0.0015371658175643641,1.908433738147775e-06,2.1121283882979605e-06,6.187724475491813e-15,1.203029482845757e-05,0.007057755790647264,0.17344686729426922,0.011074383944696741,6.10481203040227e-07,1.4899671616469057e-06,3.3728739242920093e-06,1.9600108932425165e-05,1.1116360319745746e-13,0.05317612899305163,6.948342393741609e-09,2.4058605217069693e-08,7.473761157233055e-07,0.01519656937997371,6.167471684898551e-13,5.744638549116766e-13,9.63688103743173e-09,7.810856148145536e-09,1.1455023998311906e-07,0.0037571763692275276,2.4916203820180256e-09,2.8556032201572005e-09,1.5735078426799788e-13,3.3158356907024645e-12,3.535870439388274e-11,4.1833119733486856e-05,1.1906546466680143e-11,6.31520505311455e-10,2.9588577123096627e-10,3.3396151591254986e-13,1.047542990543527e-06,1.5750181192184874e-16,1.005938309876675e-12,0.0013001842892204922,1.981779031680323e-10,7.5240722240589e-09,1.325471766812746e-08,7.46141600357224e-15,9.841106809596208e-11,2.1948057642873535e-12,0.0004481530741222765,0.001479382963871638,1.4519487766675471e-13
0.0038506722673929826,0.11161838730385683,0.0,0.0,0.0,0.0,0.20126896233445338,0.5236342229489883,0.00031158886859772983,0.0015371258979449383,1.9066804143112954e-06,2.113627462340957e-06,6.182636078954277e-15,1.2041664131862378e-05,0.007055180519743577,0.17388519961444368,0.011067135588195571,6.109705651804857e-07,1.4895612450678925e-06,3.375908779778482e-06,1.960364950871858e-05,1.1118368425922865e-13,0.05332826225987187,6.946737688553299e-09,2.405289206342326e-08,7.482757045300663e-07,0.015223718660707524,6.190937905067181e-13,5.764792814047545e-13,9.654084284469663e-09,7.832277578115608e-09,1.1496192716386866e-07,0.0037737231528675867,2.502593596869053e-09,2.8679360012636986e-09,1.580390533822853e-13,3.330376045657437e-12,3.551375674283215e-11,4.203051978690459e-05,1.1954131910123992e-11,6.34481580384324e-10,2.974761328184048e-10,3.357712091615119e-13,1.0508747552432206e-06,1.5834837259000811e-16,1.0112347286701334e-12,0.0013072306094299084,1.9925192402700311e-10,7.565344927483136e-09,1.3307691816830363e-08,7.49123649268589e-15,9.880432648482108e-11,2.2010193397961167e-12,0.0004500990848574944,0.0014865476852900577,1.458683106386357e-13
0.003855569518811972,0.11161881771766759,0.0,0.0,0.0,0.0,0.20100695087568898,0.523259519659005,0.0003115257888995975,0.001537075665292869,1.90492296245767e-06,2.1151145532235303e-06,6.177532858404831e-15,1.2052969328433252e-05,0.007052579371640645,0.17432353223465927,0.0110598476227164,6.114576618770835e-07,1.4891400284275085e-06,3.3789219907158537e-06,1.9607036410579494e-05,1.1120289374505826e-13,0.053480479613241566,6.945070289000938e-09,2.4046967901608282e-08,7.491677282062127e-07,0.015250750088750969,6.214413914490846e-13,5.78494568374178e-13,9.671194673933089e-09,7.853623207642005e-09,1.153731836607736e-07,0.0037902868375556233,2.513578019870142e-09,2.8802726932447874e-09,1.5872692148259568e-13,3.3449084558953393e-12,3.566872437259478e-11,4.222811993967905e-05,1.2001691801776554e-11,6.374412114292813e-10,2.990683563999504e-10,3.3758318696150556e-13,1.0542012549716549e-06,1.5919592443135403e-16,1.0165397659604845e-12,0.0013142949183503614,2.0032868677869912e-10,7.606707810753481e-09,1.3360637523504067e-08,7.52104097106348e-15,9.919737370011992e-11,2.207221167275554e-12,0.0004520463615052347,0.0014937228823016398,1.4654214281628005e-13
0.003860466770230962,0.1116192498904847,0.0,0.0,0.0,0.0,0.20074508714451422,0.5228847525761081,0.00031146199133736047,0.00153701516016108,1.9031614279228265e-06,2.1165896793895925e-06,6.172414940649353e-15,1.2064210473035529e-05,0.007049952501487408,0.17476186159222937,0.01105252047242689,6.119424937700786e-07,1.4887035811264891e-06,3.3819135869285443e-06,1.961027018715413e-05,1.1122123476946418e-13,0.05363277993760643,6.943340501139474e-09,2.4040833757751644e-08,7.500521877587794e-07,0.015277663432546154,6.23789935771716e-13,5.805096835945197e-13,9.688212062666032e-09,7.87489255816198e-09,1.157840001829331e-07,0.00380686716808678,2.5245734817788696e-09,2.8926130406306598e-09,1.5941436804872822e-13,3.359432490661543e-12,3.5823602689780895e-11,4.242591655222831e-05,1.2049225030871251e-11,6.403993000216408e-10,3.006624028649289e-10,3.3939740566950694e-13,1.0575224055447173e-06,1.6004444662708187e-16,1.0218533092232886e-12,0.0013213771167841053,2.014081763031093e-10,7.64816001668025e-09,1.3413553551586401e-08,7.550828742612867e-15,9.959020056214243e-11,2.2134111324644098e-12,0.0004539948646822422,0.0015009084162515309,1.4721635702818942e-13
0.0038653640216499514,0.11161968379875829,0.0,0.0,0.0,0.0,0.20048337287277418,0.5225099245595991,0.0003113974800301135,0.0015369444234385236,1.901395856492735e-06,2.1180528597912167e-06,6.167282456801823e-15,1.2075387622722322e-05,0.007047300064571144,0.1752001841383234,0.011045154559983209,6.124250616083087e-07,1.4882519732047892e-06,3.3848835990301555e-06,1.9613351393123895e-05,1.1123871047835735e-13,0.05378516211954154,6.941548633969406e-09,2.4034490668010647e-08,7.509290847222501e-07,0.015304458467171001,6.26139387779922e-13,5.825245949623914e-13,9.705136311934736e-09,7.896085155881888e-09,1.161943674851177e-07,0.0038234638895406924,2.535579813541481e-09,2.904956786579724e-09,1.601013726748304e-13,3.3739477215629536e-12,3.597838712618323e-11,4.262390598973972e-05,1.2096730492178418e-11,6.433557482418107e-10,3.022582292238657e-10,3.4121381696797387e-13,1.0608381503552462e-06,1.6089391629380387e-16,1.0271752403841798e-12,0.0013284771047080064,2.024903773544155e-10,7.68970068182305e-09,1.3466438670670232e-08,7.580599114706734e-15,9.998279793687341e-11,2.2195891224131943e-12,0.0004559445550390744,0.001508104148155459,1.4789093604189005e-13
0.003870261273068941,0.11162011941919711,0.0,0.0,0.0,0.0,0.2002218097822645,0.5221350384593897,0.00031133225905969746,0.00153686349633731,1.8996262933860206e-06,2.1195041140133976e-06,6.162135534160391e-15,1.2086500838584172e-05,0.0070446222162697,0.17563849633805234,0.011037750306501268,6.129053662482687e-07,1.487785275331156e-06,3.3878320588858406e-06,1.9616280588786092e-05,1.1125532404949988e-13,0.05393762504779883,6.9396949980467586e-09,2.4027939673637636e-08,7.517984210715948e-07,0.01533113497413034,6.284897121261878e-13,5.845392706953333e-13,9.721967290952534e-09,7.91720053640859e-09,1.1660427642200817e-07,0.003840076747309809,2.5465968463116646e-09,2.917303677600633e-09,1.6078791505196008e-13,3.388453722227467e-12,3.6133073135145446e-11,4.282208462249807e-05,1.2144207085899924e-11,6.463104586023085e-10,3.0385579819278456e-10,3.4303237937581216e-13,1.0641484079553996e-06,1.6174431358501633e-16,1.03250544998399e-12,0.0013355947814285285,2.0357527458461376e-10,7.731328941176464e-09,1.3519291656396839e-08,7.610351398122571e-15,1.0037515673519286e-10,2.2257550252884764e-12,0.0004578953932633798,0.001515309938711347,1.4856586271513593e-13
0.0038751585244879306,0.11162055672856425,0.0,0.0,0.0,0.0,0.19996039958458706,0.5217600971158382,0.00031126633255232914,0.001536772420396914,1.8978527841233484e-06,2.1209434621923267e-06,6.156974303372582e-15,1.2097550186041416e-05,0.007041919112073312,0.1760767946706438,0.011030308131545478,6.133834086869609e-07,1.4873035587827911e-06,3.390758999753279e-06,1.9619058340866788e-05,1.1127107869711518e-13,0.05409016761335841,6.9377799065201014e-09,2.402118182469346e-08,7.526601993194323e-07,0.01535769274150389,6.308408738706983e-13,5.865536791992926e-13,9.738704873657302e-09,7.938238244854932e-09,1.1701371793036428e-07,0.0038567054871090655,2.557624411456971e-09,2.9296534592305415e-09,1.6147397495512168e-13,3.4029500680281294e-12,3.628765618862086e-11,4.302044882612676e-05,1.2191653717582918e-11,6.492633339932161e-10,3.054550677133911e-10,3.448530456662851e-13,1.0674531216413888e-06,1.625956161129764e-16,1.037843821159885e-12,0.0013427300454532467,2.0466285252393148e-10,7.773043926107764e-09,1.3572111290363888e-08,7.640084906990874e-15,1.0076726791220588e-10,2.2319087302335366e-12,0.00045984734008392434,0.0015225256483105936,1.4924111986369978e-13
0.00388005577590692,0.11162099570386665,0.0,0.0,0.0,0.0,0.19969914398120103,0.5213851033596808,0.0003111997046005849,0.001536671237472712,1.896075373814805e-06,2.122370924864432e-06,6.151798891671957e-15,1.2108535733009209e-05,0.007039190907540637,0.17651507562953922,0.011022828453100103,6.138591899950933e-07,1.4868068953996344e-06,3.393664455809795e-06,1.962168522193824e-05,1.112859776685836e-13,0.05424278870947756,6.935803673815957e-09,2.4014218175439134e-08,7.535144222676417e-07,0.015384131563762005,6.33192838042547e-13,5.885677889142884e-13,9.755348939618592e-09,7.959197831705716e-09,1.1742268298833909e-07,0.0038733498550019628,2.5686623405761054e-09,2.9420058788137727e-09,1.6215953226452626e-13,3.4174363365157657e-12,3.644213178178568e-11,4.321899498191811e-05,1.2239069298370873e-11,6.522142777746824e-10,3.070559989542142e-10,3.4667577247144874e-13,1.070752212416044e-06,1.6344780320748983e-16,1.0431902411591335e-12,0.001349882794629405,2.0575309560194657e-10,7.814844761415513e-09,1.3624896360395257e-08,7.669798958947021e-15,1.0115912246923309e-10,2.2380501275633534e-12,0.000461800356273204,0.0015297511370494616,1.4991669033573898e-13
0.0038849530273259098,0.11162143632218097,0.0,0.0,0.0,0.0,0.19943804466328435,0.5210100600118863,0.0003111323793441632,0.0015365599897327299,1.8942941078476739e-06,2.123786523073585e-06,6.146609429624854e-15,1.2119457549809324e-05,0.007036437758320285,0.17695333572255967,0.011015311687559608,6.143327113471732e-07,1.4862953576094456e-06,3.39654846203187e-06,1.9624161809823238e-05,1.1130002424106443e-13,0.054395487231739724,6.933766617043107e-09,2.4007049789212596e-08,7.543610932194066e-07,0.015410451241897983,6.355455696203836e-13,5.905815684384934e-13,9.771899373749085e-09,7.9800788527976e-09,1.1783116262940772e-07,0.003890009597407222,2.5797104655033455e-09,2.954360683236354e-09,1.6284456696842136e-13,3.431912107476766e-12,3.659649543365524e-11,4.341771947705701e-05,1.2286452745099997e-11,6.55163193792445e-10,3.086585501016072e-10,3.485005128261288e-13,1.0740456239912215e-06,1.643008526110296e-16,1.048544593103926e-12,0.0013570529260297538,2.0684598813018652e-10,7.856730567075324e-09,1.3677645660648761e-08,7.699492875191929e-15,1.0155071145462273e-10,2.24417910878725e-12,0.0004637544026491625,0.0015369862647403648,1.5059255696036317e-13
0.0038898502787448994,0.11162187856081968,0.0,0.0,0.0,0.0,0.19917710331178348,0.5206349698835858,0.0003110643608921436,0.0015364387196465513,1.8925090311478643e-06,2.1251902784578638e-06,6.141406044512636e-15,1.2130315710582913e-05,0.007033659820110167,0.1773915714719986,0.01100775824970234,6.148039740220441e-07,1.4857690184153116e-06,3.3994110545726257e-06,1.9626488687670037e-05,1.1131322172192081e-13,0.05454826207810115,6.9316690547031596e-09,2.3999677733949545e-08,7.552002158992906e-07,0.015436651583255632,6.378990339354059e-13,5.925949866721058e-13,9.788356067969968e-09,8.000880873137568e-09,1.1823914798378809e-07,0.003906684461124705,2.5907686183257234e-09,2.9667176220216695e-09,1.6352905915332541e-13,3.4463769627461573e-12,3.675074268509072e-11,4.3616618704925695e-05,1.2333802980258434e-11,6.581099863369128e-10,3.1026268326805987e-10,3.503272244645246e-13,1.0773332794331688e-06,1.6515474415584664e-16,1.0539067656235635e-12,0.001364240336079553,2.079415143214856e-10,7.89870046159216e-09,1.373035799157776e-08,7.729165980470435e-15,1.0194202596345387e-10,2.2502955664913158e-12,0.0004657094400783248,0.001544230890923186,1.5126870263516312e-13
0.003894747530163889,0.11162232239717372,0.0,0.0,0.0,0.0,0.19891632159729303,0.5202598357759277,0.00031099565339152486,0.001536307469987477,1.890720188904097e-06,2.1265822131689025e-06,6.136188866587995e-15,1.2141110293400379e-05,0.007030857248673858,0.17782977941477793,0.011000168552679067,6.152729794323079e-07,1.4852279513857384e-06,3.4022522708874304e-06,1.9628666444538396e-05,1.1132557345204332e-13,0.05470111214893959,6.929511307604045e-09,2.3992103085440886e-08,7.560317945427263e-07,0.015462732401645102,6.402531966551732e-13,5.946080126898113e-13,9.80471891859724e-09,8.021603466713523e-09,1.1864663026018467e-07,0.003923374193345497,2.601836631389718e-09,2.979076443826633e-09,1.6421298900687877e-13,3.4608304862610355e-12,3.6904869099368887e-11,4.381568906534406e-05,1.238111893204572e-11,6.610545601569333e-10,3.1186835655751496e-10,3.5215586029200374e-13,1.080615123198168e-06,1.6600945554055193e-16,1.0592766412345522e-12,0.0013714449204514077,2.0903965827395685e-10,7.940753559471666e-09,1.3783032159994765e-08,7.758817603107113e-15,1.0233305713801979e-10,2.2563993943583463e-12,0.0004676654294794585,0.0015514848748766005,1.5194511021755553e-13
0.0038996447815828786,0.11162276780886492,0.0,0.0,0.0,0.0,0.19865570118009696,0.5198846604800075,0.0003109262609600381,0.001536166283821825,1.8889276259005207e-06,2.1279623497593086e-06,6.1309580230546675e-15,1.2151841378862686e-05,0.007028030199802041,0.17826795610254298,0.01099254300798774,6.157397290673926e-07,1.4846722306135149e-06,3.4050721493416727e-06,1.9630695674911896e-05,1.1133708280308435e-13,0.054854036347101204,6.9272936978138385e-09,2.3984326923611647e-08,7.568558336856917e-07,0.01548869351717994,6.426080234443214e-13,5.966206156323277e-13,9.82098782792799e-09,8.042246213154105e-09,1.1905360071549592e-07,0.003940078541676114,2.6129143373173066e-09,2.9914368994086717e-09,1.6489633682881916e-13,3.475272264282815e-12,3.7058870264552115e-11,4.401492696488003e-05,1.2428399534525203e-11,6.639968205085282e-10,3.134755316183214e-10,3.5398637745284877e-13,1.0838910801163988e-06,1.6686496635034718e-16,1.064654107289835e-12,0.0013786665741852625,2.1014040398928117e-10,7.982888969404217e-09,1.3835666979236774e-08,7.788447075099312e-15,1.0272379616904438e-10,2.2624904872608554e-12,0.0004696223318260769,0.001558748075629384,1.526217626141957e-13
0.003904542033001868,0.11162321477360097,0.0,0.0,0.0,0.0,0.19839524371004796,0.5195094467767342,0.00031085618775635564,0.001536015204505596,1.8871313871405322e-06,2.1293307112813977e-06,6.125713644028468e-15,1.216250905009897e-05,0.007025178829329986,0.17870609810181307,0.01098488202546377,6.162042245174291e-07,1.4841019307313584e-06,3.407870729098098e-06,1.9632576978245127e-05,1.113477531748896e-13,0.05500703357794724,6.925016549825858e-09,2.3976350336591803e-08,7.576723383499261e-07,0.015514534756387468,6.449634799967794e-13,5.986327648230349e-13,9.837162703623302e-09,8.062808697987634e-09,1.194600506692454e-07,0.003956797254145923,2.6240015690108833e-09,3.0037987392664423e-09,1.6557908302673265e-13,3.4897018853074134e-12,3.7212741792530513e-11,4.4214328817069676e-05,1.2475643727648608e-11,6.669366731394045e-10,3.1508416705572095e-10,3.558187294207136e-13,1.0871610956790157e-06,1.6772125455066948e-16,1.0700390468383822e-12,0.0013859051915893561,2.112437353576107e-10,8.025105796209698e-09,1.3888261269195963e-08,7.818053732134478e-15,1.031142342959209e-10,2.2685687412114774e-12,0.0004715801081483313,0.0015660203519716686,1.5329864272421835e-13
0.003909439284420858,0.11162366326931822,0.0,0.0,0.0,0.0,0.19813495082661267,0.5191341974367629,0.0003107854379101076,0.0015358542756740974,1.8853315172075149e-06,2.130687321344667e-06,6.120455856543679e-15,1.2173113393844563e-05,0.007022303293100179,0.17914420199406964,0.010977186013256245,6.166664674721197e-07,1.4835171268995898e-06,3.4106480504311305e-06,1.9634310958999004e-05,1.1135758799569861e-13,0.055160102749399045,6.9226801893332926e-09,2.396817441648832e-08,7.584813139598702e-07,0.015540255952048524,6.473195323396649e-13,6.006444298712845e-13,9.853243459769236e-09,8.083290515650876e-09,1.1986597153506947e-07,0.0039735300792316216,2.6350981596695e-09,3.016161716252146e-09,1.6626120811465527e-13,3.504118940048912e-12,3.7366479318847856e-11,4.441389104270812e-05,1.2522850457287468e-11,6.698740242837522e-10,3.166942248893039e-10,3.5765287375266575e-13,1.0904250962200515e-06,1.6857829992432312e-16,1.0754313475224173e-12,0.0013931606663559132,2.1234963617520246e-10,8.067403143140832e-09,1.3940813856356704e-08,7.847636913610969e-15,1.0350436280697597e-10,2.2746340533304633e-12,0.0004735387195360169,0.0015733015624661876,1.5397573350659274e-13
0.003914336535839848,0.11162411327404276,0.0,0.0,0.0,0.0,0.19787482415876198,0.5187589152203598,0.0003107140155859065,0.001535683541243066,1.8835280609150473e-06,2.1320322040412823e-06,6.1151847904884146e-15,1.2183654500453178e-05,0.007019403746976913,0.17958226437590089,0.010969455377817114,6.171264597500784e-07,1.4829178947990203e-06,3.4134041548380525e-06,1.9635898227056344e-05,1.1136659072450177e-13,0.05531324277198423,6.920284944156306e-09,2.395980026265221e-08,7.592827664298497e-07,0.01556585694330075,6.496761467898471e-13,6.026555805550434e-13,9.869230014853389e-09,8.103691269100726e-09,1.2027135480296068e-07,0.003990276765866899,2.646203942795263e-09,3.02852558254868e-09,1.6694269271795075e-13,3.518523021536738e-12,3.7520078503737816e-11,4.461361007008142e-05,1.2570018675310712e-11,6.728087806850205e-10,3.1830566357540616e-10,3.594887637099453e-13,1.0936830285305876e-06,1.6943608035749035e-16,1.080830891731384e-12,0.0014004328914646112,2.134580901297055e-10,8.109780109463726e-09,1.3993323573878949e-08,7.877195962684983e-15,1.0389417304009933e-10,2.280686321886575e-12,0.00047549812714193476,0.0015805915654595257,1.5465301789046042e-13
0.003919233787258838,0.11162456476602808,0.0,0.0,0.0,0.0,0.19761486532501285,0.5183836028773363,0.0003106419249191674,0.0015355030453982194,1.8817210626578673e-06,2.1333653838602247e-06,6.109900572697838e-15,1.219413246281257e-05,0.007016480346809558,0.18002028185908855,0.010961690523878178,6.175842032473272e-07,1.4823043105917823e-06,3.41613908470413e-06,1.9637339397308186e-05,1.1137476484869394e-13,0.055466452558881496,6.9178311432418e-09,2.3951228978119022e-08,7.600767019718951e-07,0.015591337575480129,6.520332897010234e-13,6.046661867460893e-13,9.885122293459006e-09,8.124010567207565e-09,1.2067619201718627e-07,0.004007037063465686,2.657318752208762e-09,3.040890092646644e-09,1.6762351757784083e-13,3.5329137252059178e-12,3.767353503308631e-11,4.481348233526262e-05,1.261714733967401e-11,6.757408496169062e-10,3.1991844524295915e-10,3.6132635694585635e-13,1.096934820217962e-06,1.7029457569117647e-16,1.0862375668957331e-12,0.0014077217592972633,2.1456908081764012e-10,8.152235789447197e-09,1.4045789261697128e-08,7.90673022632625e-15,1.0428365638346726e-10,2.286725446325756e-12,0.0004774582921843092,0.0015878902190933348,1.553304788663297e-13
0.003924131038677828,0.11162501772362088,0.0,0.0,0.0,0.0,0.19735507593331567,0.5180082631469233,0.00031056917008398006,0.0015353128325922376,1.8799105670418e-06,2.1346868857775464e-06,6.104603332881679e-15,1.2204547376382534e-05,0.00701353324844921,0.18045825107074892,0.010953891854442031,6.180396999583324e-07,1.4816764509350514e-06,3.4188528831995265e-06,1.963863508931465e-05,1.1138211388215098e-13,0.05561973102596511,6.915319117747444e-09,2.3942461673420685e-08,7.608631272759561e-07,0.015616697700225422,6.5439092750903e-13,6.066762185152227e-13,9.900920225276116e-09,8.1442480251401e-09,1.2108047478988156e-07,0.0040238107219293185,2.668442422053813e-09,3.05325500072788e-09,1.6830366354763774e-13,3.547290648815808e-12,3.782684461756499e-11,4.501350428232276e-05,1.2664235414441981e-11,6.786701388695579e-10,3.2153252866887374e-10,3.6316560707128775e-13,1.1001804196200172e-06,1.711537639821965e-16,1.0916512556640651e-12,0.0014150271615416205,2.1568259172973592e-10,8.194769274108468e-09,1.4098209766547265e-08,7.936239055333297e-15,1.0467280427575459e-10,2.2927513272263173e-12,0.0004794191759487683,0.0015951973813155018,1.560080994184844e-13
0.003929028290096818,0.1116254721253964,0.0,0.0,0.0,0.0,0.19709545758110367,0.5176328987577099,0.0003104957552236776,0.0015351129475345256,1.8780966182455806e-06,2.135996735291449e-06,6.0992931975715256e-15,1.2214899340029325e-05,0.007010562607711686,0.18089616865341215,0.010946059770760038,6.184929519713985e-07,1.4810343929667478e-06,3.4215455945465592e-06,1.963978592729628e-05,1.1138864136518082e-13,0.055773077091847895,6.912749199824971e-09,2.3933499462380324e-08,7.61642049411201e-07,0.01564193717531584,6.567490269601328e-13,6.086856462069206e-13,9.916623746159783e-09,8.164403266689423e-09,1.2148419482521118e-07,0.0040405974916704075,2.6795747868132897e-09,3.0656200633654967e-09,1.6898311159521098e-13,3.5616533925126784e-12,3.79800029932986e-11,4.5213672363611126e-05,1.2711281869850917e-11,6.81596556760929e-10,3.2314787621135246e-10,3.65006471979615e-13,1.103419755375057e-06,1.7201362519359233e-16,1.0970718454751501e-12,0.0014223489893071953,2.1679860626858536e-10,8.237379652880447e-09,1.4150583942036383e-08,7.965721804372497e-15,1.0506160820663912e-10,2.2987638663059044e-12,0.0004813807397912141,0.0016025129098912916,1.5668586259394109e-13
0.003933925541515808,0.11162592795002303,0.0,0.0,0.0,0.0,0.19683601185518543,0.517257512427514,0.00031042168451692796,0.0015349034351919834,1.8762792606744581e-06,2.137294958356405e-06,6.093970296293328e-15,1.2225188455988727e-05,0.007007568580393116,0.18133403126515865,0.010938194672322842,6.189439615005201e-07,1.4803782142997688e-06,3.424217264119073e-06,1.964079254043728e-05,1.1139435086624326e-13,0.05592648967792519,6.910121723629101e-09,2.3924343465644918e-08,7.624134759219738e-07,0.015667055864775653,6.591075550655682e-13,6.106944403333161e-13,9.932232796345598e-09,8.184475923823839e-09,1.2188734390269306e-07,0.0040573971236213015,2.6907156813147384e-09,3.0779850365279076e-09,1.6966184280612256e-13,3.5760015588918856e-12,3.813300592252791e-11,4.541398303997456e-05,1.27582856823693e-11,6.845200121522173e-10,3.247644465978716e-10,3.668489051862329e-13,1.1066527776262676e-06,1.7287413735587078e-16,1.102499218576871e-12,0.0014296871330263367,2.179171077335659e-10,8.280066011431404e-09,1.4202910648708409e-08,7.995177832015187e-15,1.0545005971730216e-10,2.3047629664456657e-12,0.00048334294514093497,0.0016098366624144917,1.5736375141764468e-13
0.003938822792934798,0.11162638517640017,0.0,0.0,0.0,0.0,0.19657674033179542,0.5168821068633266,0.00031034696210991086,0.001534684340778395,1.8744585382807778e-06,2.138581581315261e-06,6.0886347552301956e-15,1.223541482900838e-05,0.0070045513222323314,0.18177183557969526,0.010930296956838854,6.193927308357927e-07,1.4797079929841589e-06,3.426867938149392e-06,1.9641655562525486e-05,1.1139924597990774e-13,0.05607996770841734,6.907437024229114e-09,2.391499480683366e-08,7.63177414638509e-07,0.015692053638706988,6.614664789099026e-13,6.12702571523658e-13,9.947747322151845e-09,8.204465634664653e-09,1.222899138613731e-07,0.0040742093692571835,2.701864940745694e-09,3.0903496787095714e-09,1.7033983838592633e-13,3.5903347530430416e-12,3.828584919409137e-11,4.561443278104285e-05,1.2805245834762395e-11,6.874404144590494e-10,3.263822025386658e-10,3.686928649702118e-13,1.1098794157942155e-06,1.7373528061945354e-16,1.1079332626329064e-12,0.0014370414825742716,2.190380793391365e-10,8.322827431172567e-09,1.4255188754116741e-08,8.024606500778524e-15,1.058381504009554e-10,2.3107485316964523e-12,0.0004853057535029436,0.0016171684963185078,1.5804174898614244e-13
0.003943720044353788,0.11162684378351984,0.0,0.0,0.0,0.0,0.19631764457648146,0.5165066847611882,0.0003102715921886964,0.0015344557097520738,1.872634495251707e-06,2.1398566309822288e-06,6.083286703729713e-15,1.2245578566398184e-05,0.007001510988929452,0.1822095782864889,0.01092236702022656,6.198392623643542e-07,1.4790238075217835e-06,3.4294976636344896e-06,1.9642375631697228e-05,1.1140333032540683e-13,0.05623351011041205,6.904695438755644e-09,2.39054546165779e-08,7.639338738667885e-07,0.015716930373401838,6.638257656936665e-13,6.147100106172155e-13,9.963167274690818e-09,8.224372043877834e-09,1.2269189661180427e-07,0.004091033980602085,2.713022400657664e-09,3.10271374792788e-09,1.710170796579068e-13,3.6046525824985238e-12,3.8438528622876096e-11,4.58150180654267e-05,1.2852161316122222e-11,6.903576736439957e-10,3.2800110287946306e-10,3.7053830495179676e-13,1.1130996221065725e-06,1.7459703307779038e-16,1.1133738598469076e-12,0.0014444119271651013,2.2016150419898575e-10,8.365662990714251e-09,1.4307417132858555e-08,8.054007177144761e-15,1.0622587190310749e-10,2.3167204672498913e-12,0.0004872691264599875,0.0016245082688874154,1.587198383876351e-13
0.003948617295772778,0.11162730375060916,0.0,0.0,0.0,0.0,0.1960587261441653,0.5161312488061379,0.0003101955789035411,0.001534217587805282,1.8708071753003524e-06,2.14112013466029e-06,6.077926267537348e-15,1.2255679778687854e-05,0.006998447736106586,0.18264725609083496,0.010914405256593644,6.202835585602813e-07,1.478325736847939e-06,3.432106488566686e-06,1.9642953390384813e-05,1.1140660754633791e-13,0.05638711581390524,6.901897305089813e-09,2.3895724027973305e-08,7.646828622616846e-07,0.015741685951164364,6.661853829099874e-13,6.167167287181666e-13,9.978492611164523e-09,8.244194804479564e-09,1.2309328415507935e-07,0.004107870710252903,2.724187896982064e-09,3.1150770048489756e-09,1.716935480665387e-13,3.6189546573162666e-12,3.859104005070076e-11,4.601573538099003e-05,1.2899031121935481e-11,6.932717002321085e-10,3.296211106519873e-10,3.723851837586663e-13,1.1163133264711636e-06,1.7545937505242563e-16,1.118820898037556e-12,0.0014517983554785002,2.212873653453427e-10,8.40857176719191e-09,1.4359594666649562e-08,8.083379231603375e-15,1.0661321592210723e-10,2.3226786794553733e-12,0.0004892330256752779,0.0016318558372669762,1.5939800278344334e-13
0.0039535145471917684,0.11162776505698457,0.0,0.0,0.0,0.0,0.1957999865790306,0.5157558016720871,0.0003101189264438293,0.0015339700208652498,1.8689766223999259e-06,2.1423721200854403e-06,6.0725535758532925e-15,1.2265718579566786e-05,0.006995361719327172,0.18308486571398735,0.01090641205822936,6.207256220216439e-07,1.4776138603282061e-06,3.4346944620241073e-06,1.964338948555087e-05,1.1140908131199249e-13,0.05654078375184274,6.899042963040642e-09,2.3885804180695077e-08,7.654243889468648e-07,0.01576632026043079,6.685452983053191e-13,6.187226971000003e-13,9.993723293002215e-09,8.263933577417077e-09,1.2349406856732175e-07,0.0041247193113859056,2.735361266034522e-09,3.1274392093969333e-09,1.723692251788736e-13,3.633240590106118e-12,3.87433793465965e-11,4.6216581225052977e-05,1.2945854254126296e-11,6.96182405318929e-10,3.3124218467044504e-10,3.742334549350024e-13,1.1195204835283606e-06,1.7632228462003623e-16,1.1242742591288136e-12,0.001459200655547249,2.224156457118356e-10,8.45155283427472e-09,1.4411720244371332e-08,8.112722038677682e-15,1.0700017420950712e-10,2.3286230758278737e-12,0.0004911974128953925,0.001639211058475643,1.6007622531452425e-13
