Time (s),Volume (m^3),Ar,He,Ne,N2,methane(1),oxygen(2),CH3(5),HO2(7),CH3O2(12),H(6),CH3O2(19),OH(D)(9),CH2O(25),H2O(35),CC(14),O(T)(10),OO(11),CHO(34),CHO3(63),CHO3(75),CO2(114),COO(15),CH3O(17),C2H5(58),C2H4(166),CHO3(116),CHO2(70),C3H7(186),C2H5O(189),C2H3(183),C#C(234),C2H2(247),C3H5(249),S(250)
8.596370105997562e-05,0.11224456950314363,0.0,0.0,0.0,0.0,0.32983917720810163,0.6698723662255732,6.0019772362481307e-05,5.023793013773337e-05,4.6722362820004314e-07,5.2782651861327794e-08,1.4790225412149585e-15,2.6396504032172964e-07,6.104788637546413e-05,8.854145737135e-05,1.8653961411790896e-05,4.163282451014557e-08,2.0001375108115115e-08,6.416518559166275e-09,4.720435602992619e-08,2.67723059711003e-16,1.8868988895320692e-06,4.407682144453226e-11,3.814373968556624e-10,2.8588053076967743e-11,1.948718586186033e-08,4.775833913350219e-19,2.5198880764478598e-17,2.5268810307781174e-15,3.163194115986564e-16,4.165403260793848e-15,4.93232470401137e-12,3.270933879500021e-18,6.803609281327457e-19,2.481213603707783e-22
8.759193921906435e-05,0.11224451016805287,0.0,0.0,0.0,0.0,0.32983406837497714,0.669868499948338,6.079595686033547e-05,5.11574697576878e-05,4.732634014505312e-07,5.3745699872111724e-08,1.4981417821357961e-15,2.6831156565313663e-07,6.33001860624871e-05,9.193282264093107e-05,1.963169529353678e-05,4.223841564659684e-08,2.0379428238479546e-08,6.663311512856974e-09,4.902422732253578e-08,2.780445967871973e-16,2.000051805084112e-06,4.545282539415248e-11,3.8895191465285725e-10,3.051327574261739e-11,2.1291065839623367e-08,5.145557902993743e-19,2.619065050826045e-17,2.7964983862841787e-15,3.512919416311295e-16,4.616879847235388e-15,5.592535752503518e-12,3.708761272183105e-18,7.814076700502005e-19,2.864829708192242e-22
8.922017737815308e-05,0.11224444900200874,0.0,0.0,0.0,0.0,0.32982889413274047,0.6698645892952856,6.155396046151635e-05,5.207478368546336e-05,4.791615585455812e-07,5.4706371173038365e-08,1.5168127292223482e-15,2.7261134488366766e-07,6.558206659246953e-05,9.537944014474172e-05,2.0634212993410038e-05,4.2834493299262835e-08,2.07570831732343e-08,6.913797896898986e-09,5.08714164126655e-08,2.8852106880936963e-16,2.117517036054338e-06,4.683360540865944e-11,3.964091501754919e-10,3.251311542799092e-11,2.3214736257841787e-08,5.535036343024509e-19,2.7198957413338853e-17,3.0871898817272177e-15,3.8917069200034935e-16,5.104691617412873e-15,6.323371843333811e-12,4.1934245681972656e-18,8.945399484803949e-19,3.297292061579509e-22
9.08484155372418e-05,0.11224438603562475,0.0,0.0,0.0,0.0,0.3298236552118135,0.6698606348816434,6.229424518121405e-05,5.2989821427232105e-05,4.849216976435715e-07,5.566461425370019e-08,1.535046772647219e-15,2.768653211305599e-07,6.789284624347512e-05,9.888072810613839e-05,2.1661221251304975e-05,4.342127190105692e-08,2.1134319836712494e-08,7.167909512964657e-09,5.27454177843307e-08,2.9914960870558433e-16,2.2393582338819037e-06,4.8218680349622526e-11,4.0380941927319354e-10,3.458785046166034e-11,2.526275603666489e-08,5.944833874368285e-19,2.822361197808393e-17,3.3999562600333495e-15,4.301131966108707e-16,5.630685930537272e-15,7.130435650479116e-12,4.728639253057176e-18,1.0208450328850558e-18,3.7834673503652144e-22
9.247665369633053e-05,0.11224432130010947,0.0,0.0,0.0,0.0,0.32981835232707735,0.6698566373067287,6.30172856729188e-05,5.390253541117471e-05,4.905475152577731e-07,5.6620380871202505e-08,1.5528556139290357e-15,2.810744939530355e-07,7.02318589593031e-05,0.00010243611712061207,2.2712420943607274e-05,4.399897299530458e-08,2.1511119155825417e-08,7.425579521061214e-09,5.4645735892614685e-08,3.0992740595552376e-16,2.3656378726880563e-06,4.960760642401387e-11,4.1115320822146775e-10,3.67377146274512e-11,2.7439699208728436e-08,6.375516390835515e-19,2.9264430405167796e-17,3.735809994274737e-15,4.742805070635689e-16,6.196742355248023e-15,8.019609859533048e-12,5.318306505613474e-18,1.161474172744301e-18,4.328567113294266e-22
9.410489185541926e-05,0.11224425482708923,0.0,0.0,0.0,0.0,0.32981298617718113,0.6698525971533433,6.372356612469718e-05,5.481288099299082e-05,4.960427820862796e-07,5.7573626031139654e-08,1.5702511894227905e-15,2.8523991012224414e-07,7.259845489846587e-05,0.00010604505081278075,2.3787508708834437e-05,4.456782369315988e-08,2.188746307379617e-08,7.686742526997799e-09,5.6571885815945976e-08,3.208517102899777e-16,2.4964172735128325e-06,5.0999976117128934e-11,4.1844115740101175e-10,3.896290240757882e-11,2.975015235348917e-08,6.827651277113407e-19,3.032123491006313e-17,4.0957745645414405e-15,5.218371150561623e-16,6.804771648103105e-15,8.997061900762801e-12,5.9665163368413644e-18,1.3176442655574335e-18,4.938161782998032e-22
9.573313001450799e-05,0.11224418664844578,0.0,0.0,0.0,0.0,0.329807557443978,0.6698485149872963,6.441357739111755e-05,5.5720816446902715e-05,5.01411320677768e-07,5.852430796006556e-08,1.5872455996215534e-15,2.8936265504088404e-07,7.499200086787706e-05,0.00010970698638036168,2.4886178446598937e-05,4.512805524476925e-08,2.2263334557934775e-08,7.951334656956456e-09,5.8523393804021326e-08,3.319198347984744e-16,2.6317566299661944e-06,5.239541876403082e-11,4.2567405052969957e-10,4.126357435983505e-11,3.219871233653879e-08,7.301807510412306e-19,3.139385397982793e-17,4.480884150475224e-15,5.729509305284471e-16,7.456714967979726e-15,1.0069248556947705e-11,6.677550645588995e-18,1.490639566461915e-18,5.618194584589195e-22
9.736136817359672e-05,0.11224411679616675,0.0,0.0,0.0,0.0,0.32980206679208307,0.6698443913570388,6.508781435906137e-05,5.662630294367835e-05,5.066569849288372e-07,5.947238805241697e-08,1.6038510442496722e-15,2.934438447433133e-07,7.74118806495222e-05,0.00011342139503272487,2.600812269132411e-05,4.567990172286017e-08,2.2638717601356574e-08,8.219293615349769e-09,6.049979773404169e-08,3.4312915851675303e-16,2.7717150350562164e-06,5.3793596156197986e-11,4.3285279178031765e-10,4.363986114508474e-11,3.4789984341533065e-08,7.798555578590648e-19,3.248212258957612e-17,4.8921831839707e-15,6.27793237875231e-16,8.154543400330993e-15,1.1242920461364871e-11,7.455886201475292e-18,1.6818131671007391e-18,6.374995197686623e-22
9.898960633268545e-05,0.11224404530221073,0.0,0.0,0.0,0.0,0.32979651486854167,0.6698402267934106,6.574677354346068e-05,5.752930451704909e-05,5.117836413612505e-07,6.04178308128404e-08,1.6200797629968097e-15,2.97484618439143e-07,7.985749522831547e-05,0.00011718776233161277,2.7153033863245618e-05,4.6223598816377013e-08,2.3013597219928145e-08,8.490558732353689e-09,6.250064747054001e-08,3.544771284676021e-16,2.916350508972667e-06,5.5194200808804227e-11,4.399783902989711e-10,4.609186786608505e-11,3.7528580176430924e-08,8.318467752700442e-19,3.358588236183137e-17,5.3307257682701634e-15,6.865386243181051e-16,8.90025721112492e-15,1.2525126500909188e-11,8.306197564876542e-18,1.8925886252615835e-18,7.215294051027819e-22
9.999999999999998e-05,0.11224397219838447,0.0,0.0,0.0,0.0,0.32979303912400554,0.6698376221422055,6.61482229167363e-05,5.8088392744355575e-05,5.149068167570479e-07,6.100317933837503e-08,1.6299663500726166e-15,2.9997228243264725e-07,8.138779055066986e-05,0.00011955086468898127,2.7874915064495068e-05,4.655699303602299e-08,2.324596727089145e-08,8.660527096142892e-09,6.375436181989338e-08,3.615876638087701e-16,3.0084799486730144e-06,5.606443602697919e-11,4.443739010603485e-10,4.765155678253518e-11,3.930410330698683e-08,8.652995463559103e-19,3.4278536264309627e-17,5.617025922050593e-15,7.250332305024442e-16,9.387972719473095e-15,1.3378580075131616e-11,8.8721762404598e-18,2.033894004825015e-18,7.781840917281498e-22
0.00010061784449177417,0.11224397219838447,0.0,0.0,0.0,0.0,0.3297909023025994,0.66983602180948,6.639095090699214e-05,5.842978801985876e-05,5.167951521413653e-07,6.13606037991484e-08,1.6359439817685405e-15,3.014861316991375e-07,8.232826292926545e-05,0.00012100558844144243,2.8320605400150536e-05,4.675938273317221e-08,2.3387959445464587e-08,8.765071002407717e-09,6.452550513719732e-08,3.659612612025649e-16,3.0657200276178687e-06,5.659695753680967e-11,4.4705195472852206e-10,4.8619678894558465e-11,4.041911683764434e-08,8.862118250336216e-19,3.470498168689506e-17,5.7975756229767885e-15,7.493649820715066e-16,9.695885290711552e-15,1.3923218138042489e-11,9.233359953083451e-18,2.1244617149701303e-18,8.146236509270416e-22
0.0001022460826508629,0.11224389751623354,0.0,0.0,0.0,0.0,0.3297852297055671,0.6698317769004761,6.702083989636846e-05,5.932772307130744e-05,5.216953598011925e-07,6.230067753998443e-08,1.6514558643141089e-15,3.0544955023598426e-07,8.482361947194458e-05,0.00012487438829665118,2.9510532774075468e-05,4.728748920825029e-08,2.376179131409963e-08,9.042773107766381e-09,6.657394531868676e-08,3.775791439465762e-16,3.2198795516920707e-06,5.800161843317359e-11,4.5407467147306633e-10,5.122336106438211e-11,4.3466215317863956e-08,9.43008309322322e-19,3.5839275812745254e-17,6.293805888125035e-15,8.164534926610663e-16,1.0543485037099036e-14,1.544485366516774e-11,1.0242452061644729e-17,2.3790018709962454e-18,9.17539661991281e-22
0.00010387432080995163,0.11224382128694464,0.0,0.0,0.0,0.0,0.3297794976707697,0.6698274925438011,6.763692968667331e-05,6.022308199645912e-05,5.264880735671544e-07,6.323802545048183e-08,1.6666274689508247e-15,3.0937604418386007e-07,8.734301794997885e-05,0.00012879369169340854,3.072251439781974e-05,4.7808152612318724e-08,2.4135080850796708e-08,9.323609433725268e-09,6.864555518715843e-08,3.8932843531536696e-16,3.3788840561578803e-06,5.940796025552921e-11,4.6104778936897535e-10,5.390296689102657e-11,4.667449963711585e-08,1.0022940386873081e-18,3.6988626884240654e-17,6.8204986214443126e-15,8.879885558730954e-16,1.144514186007979e-14,1.7098002404504672e-11,1.1338758849569445e-17,2.6578537940690047e-18,1.0310791661809044e-21
0.00010550255896904036,0.11224374354125985,0.0,0.0,0.0,0.0,0.329773706773572,0.6698231691991154,6.823970362398657e-05,6.111583975910636e-05,5.311770572268738e-07,6.417262375882745e-08,1.6814707101614725e-15,3.132667829531887e-07,8.988592874301407e-05,0.00013276304331263144,3.195625242660405e-05,4.832160515737899e-08,2.450781705236537e-08,9.607526079027282e-09,7.073993455634807e-08,4.0120686562247775e-16,3.542787559921988e-06,6.08157875345493e-11,4.679726206552645e-10,5.66585387684386e-11,5.0048596078119775e-08,1.064127054820601e-18,3.815290395579762e-17,7.378744948727862e-15,9.64157811559008e-16,1.2402968772931358e-14,1.8890948864477443e-11,1.2527774295689766e-17,2.9627392889300716e-18,1.156089668855074e-21
0.00010713079712812909,0.11224366430940119,0.0,0.0,0.0,0.0,0.3297678575714738,0.6698188073084871,6.882963785592578e-05,6.200597388915396e-05,5.357660184803612e-07,6.510445140660876e-08,1.6959973248774215e-15,3.171229306527914e-07,9.245183936835779e-05,0.00013678200268107428,3.321145346054203e-05,4.882807619500425e-08,2.4879989866936383e-08,9.894470853155144e-09,7.285669588601901e-08,4.132122369042771e-16,3.711643155586051e-06,6.222492716750481e-11,4.748505208733337e-10,5.949011138441607e-11,5.359313261247834e-08,1.128565607904298e-18,3.933198298532689e-17,7.969645113354691e-15,1.0451521565541132e-15,1.341910660225627e-14,2.0832296863514438e-11,1.3815204133412344e-17,3.2954587021285426e-18,1.2934658349955597e-21
0.00010875903528721782,0.11224358362100591,0.0,0.0,0.0,0.0,0.3297619506042664,0.6698144072965985,6.940720013939083e-05,6.289346440546268e-05,5.402585996577166e-07,6.603348994691581e-08,1.7102188430952896e-15,3.2094564194640303e-07,9.504025427907849e-05,0.0001408501440770672,3.448782915383286e-05,4.932779160069105e-08,2.5251590169758517e-08,1.0184393266617593e-08,7.499546423261084e-08,4.2534242264007185e-16,3.885503039135314e-06,6.363522448268264e-11,4.81682872256504e-10,6.2397713736051e-11,5.731273849813953e-08,1.1956681830145588e-18,4.0525746780227666e-17,8.594307976979619e-15,1.1311656678507711e-15,1.449572371724907e-14,2.2930973632030574e-11,1.5206968571001336e-17,3.657892501539671e-18,1.4441509699447031e-21
0.00011038727344630654,0.11224350150507152,0.0,0.0,0.0,0.0,0.3297559863942424,0.6698099695710068,6.997284881426352e-05,6.377829373497203e-05,5.446583697163469e-07,6.695972346517682e-08,1.7241465625525492e-15,3.247360583824061e-07,9.765069461498368e-05,0.0001449670563869931,3.578509673671596e-05,4.9820973239614736e-08,2.5622609739658655e-08,1.0477244520742563e-08,7.715587714137371e-08,4.3759536714054305e-16,4.0644185394465964e-06,6.504654840559006e-11,4.884710921228267e-10,6.538137269310514e-11,6.121204402837406e-08,1.2654935306071506e-18,4.173408493165528e-17,9.253851313277626e-15,1.2223956360918786e-15,1.5635015666193686e-14,2.5196233900502077e-11,1.670920500263857e-17,4.052003245914425e-18,1.6091385197328998e-21
0.00011201551160539527,0.11224341798990885,0.0,0.0,0.0,0.0,0.3297499654464545,0.6698054945224422,7.052703193168592e-05,6.466044662906169e-05,5.489688174706349e-07,6.788313847213086e-08,1.7377915272865825e-15,3.284953052354978e-07,0.00010028269791261045,0.00014913234291828167,3.710297945626187e-05,5.030783850948355e-08,2.5993041233500643e-08,1.0772977486244333e-08,7.933758450582806e-08,4.499690847504463e-16,4.248440147508149e-06,6.645878602882364e-11,4.952166151157631e-10,6.844111481212919e-11,6.529568042104939e-08,1.3381006334188296e-18,4.2956893742169475e-17,9.949402110529266e-15,1.3190426207912087e-15,1.683920566736393e-14,2.7637663981388785e-11,1.832827071540322e-17,4.479837042451463e-18,1.789473460735983e-21
0.000113643749764484,0.11224333310310425,0.0,0.0,0.0,0.0,0.32974388824901435,0.6698009825251505,7.107018652579157e-05,6.553991007787936e-05,5.531933459258117e-07,6.88037237905072e-08,1.7511645096963245e-15,3.322244887165132e-07,0.00010293581777987893,0.00015334562117450237,3.844120694205525e-05,5.078859995372426e-08,2.636287815628451e-08,1.107154667514221e-08,8.15402483942391e-08,4.624616588644118e-16,4.437617545258888e-06,6.78718366442198e-11,5.019208731199109e-10,7.157696715900234e-11,6.956827983173272e-08,1.413548729306142e-18,4.419407610073798e-17,1.0682096000352857e-14,1.4213103620660129e-15,1.8110544556012833e-14,3.026518585353685e-11,2.0070745597896598e-17,4.94352508053596e-18,1.986253805390832e-21
0.00011527198792357273,0.11224324687148896,0.0,0.0,0.0,0.0,0.3297377552734275,0.6697964339372627,7.160273801768807e-05,6.641667322317746e-05,5.573352676188725e-07,6.972147047829551e-08,1.764275995806678e-15,3.359246935401118e-07,0.00010560962354065793,0.0001576065225976506,3.9799515502741625e-05,5.1263464939564364e-08,2.673211483378772e-08,1.1372908216434918e-08,8.376354282935086e-08,4.750712406779878e-16,4.631999633966677e-06,6.928561946549377e-11,5.085853118690125e-10,7.47889602630462e-11,7.403447547101014e-08,1.4918973520453362e-18,4.5445541364193415e-17,1.1453077619098344e-14,1.5294058142492502e-15,1.945131035276274e-14,3.30890612540686e-11,2.1943434853832382e-17,5.445285771069787e-18,2.200632161894909e-21
0.00011690022608266146,0.11224315932111527,0.0,0.0,0.0,0.0,0.3297315669749575,0.6697918491011949,7.21250997406389e-05,6.729072727043275e-05,5.613978009411237e-07,7.063637172267903e-08,1.7771361736168715e-15,3.39596980931184e-07,0.00010830369985423428,0.0001619146922823194,4.117764835924707e-05,5.173263539718245e-08,2.7100746385289682e-08,1.1677019822608389e-08,8.600715354805259e-08,4.877960478243219e-16,4.831634562073319e-06,7.070006875201647e-11,5.152113767756509e-10,7.807712957792789e-11,7.869890181743426e-08,1.573206285738011e-18,4.6711205247200686e-17,1.2263501193977784e-14,1.6435392467568524e-15,2.0863808978080592e-14,3.611989578222578e-11,2.395337172355336e-17,5.987426253504298e-18,2.4338171322615883e-21
0.00011852846424175019,0.11224307047723914,0.0,0.0,0.0,0.0,0.32972532379301567,0.6697872283440682,7.263767257601916e-05,6.816206540080522e-05,5.653840673136545e-07,7.154842271860291e-08,1.789754924153625e-15,3.43242386941479e-07,0.00011101764631418033,0.00016626978866626197,4.257535582029906e-05,5.219630761387721e-08,2.746876869033664e-08,1.1983840748707295e-08,8.827077774728841e-08,5.006343629329488e-16,5.0365697524459855e-06,7.21151247902589e-11,5.218004864009167e-10,8.14415151906579e-11,8.356619491419898e-08,1.6575355818850664e-18,4.7990989642104314e-17,1.3114529832632243e-14,1.7639241410548738e-15,2.2350374440577963e-14,3.9368643022140924e-11,2.610782021810086e-17,6.5723438425922744e-18,2.687074838841449e-21
0.00012015670240083891,0.1122429803643087,0.0,0.0,0.0,0.0,0.3297190261515711,0.6697825719781455,7.314084468985336e-05,6.903068268321047e-05,5.692970891088687e-07,7.245762060020151e-08,1.8021418149099955e-15,3.4686192101186233e-07,0.00011375107703069452,0.0001706714832014354,4.3992395405670196e-05,5.2654672077565545e-08,2.783617835937964e-08,1.2293331759155475e-08,9.055412379317424e-08,5.135845319804465e-16,5.2468519289864425e-06,7.353074459154867e-11,5.2835405778608e-10,8.488216418071383e-11,8.864099273064274e-08,1.744945614817545e-18,4.928482246762187e-17,1.4007335858699145e-14,1.890777208913206e-15,2.391336822489138e-14,4.284660868728924e-11,2.8414277867662155e-17,7.202528369300816e-18,2.961730559596825e-21
0.00012178494055992764,0.11224288900595743,0.0,0.0,0.0,0.0,0.32971267445957564,0.6697778803012848,7.363499135999234e-05,6.989657598712e-05,5.731397883258388e-07,7.33639643430215e-08,1.8143060956409605e-15,3.504565648902038e-07,0.00011650362020031789,0.00017511946000916615,4.542853192230189e-05,5.310791336634092e-08,2.820297270749517e-08,1.2605455087872064e-08,9.285691091785595e-08,5.266449625708764e-16,5.46252714255443e-06,7.494689849547364e-11,5.34873498040994e-10,8.839913200659938e-11,9.392793558218019e-08,1.835497021341349e-18,5.0592637550043696e-17,1.4943101740966014e-14,2.0243185478413618e-15,2.5555180154887465e-14,4.6565454787779654e-11,3.0880478485163447e-17,7.88056377727559e-18,3.259170136728198e-21
0.00012341317871901637,0.11224279642500219,0.0,0.0,0.0,0.0,0.329706269111402,0.6697731535973986,7.412047488480733e-05,7.075974389653338e-05,5.769149858982996e-07,7.426745463527884e-08,1.82625669616137e-15,3.5402727181364466e-07,0.0001192749176664536,0.00017961341552290557,4.688353749819986e-05,5.35562100792811e-08,2.856914971965759e-08,1.2920174388911656e-08,9.517886891969877e-08,5.398141222351326e-16,5.683640796170577e-06,7.63635567400005e-11,5.413601675992162e-10,9.199248123066127e-11,9.943166660215298e-08,1.9292507088507002e-18,5.191437439661105e-17,1.5923019193659567e-14,2.1647715239703894e-15,2.7278228886655997e-14,5.0537203826332883e-11,3.3514394948887174e-17,8.609129418787152e-18,3.580841514623231e-21
0.0001250414168781051,0.11224270264344553,0.0,0.0,0.0,0.0,0.3296998104872914,0.6697683921369222,7.459764456470345e-05,7.16201866251414e-05,5.806254015126359e-07,7.516809382075773e-08,1.8380022257947327e-15,3.5757496583846076e-07,0.00012206462447367594,0.00018415305812173317,4.835719157873764e-05,5.399973480298366e-08,2.893470802027581e-08,1.3237454698382414e-08,9.751973783537763e-08,5.530905365717544e-16,5.91023766947487e-06,7.778070337615176e-11,5.478154142607052e-10,9.566228326216474e-11,1.051568322477996e-07,2.026267932001639e-18,5.3249978023701305e-17,1.694828936611891e-14,2.3123627550790642e-15,2.9084961014729286e-14,5.477424302442808e-11,3.632424200509641e-17,9.391002619994943e-18,3.928256469568583e-21
0.00012666965503719386,0.11224260768248105,0.0,0.0,0.0,0.0,0.32969329895380406,0.6697635961772832,7.506683674798687e-05,7.247790593315775e-05,5.842736539853032e-07,7.606588581637378e-08,1.8495509745574436e-15,3.611005414389256e-07,0.0001248724084187688,0.00018873810775731485,4.9849280889700974e-05,5.4438654110987797e-08,2.9299646850160058e-08,1.3557262392856378e-08,9.987926760284372e-08,5.664727873351575e-16,6.142361942419925e-06,7.919833579176278e-11,5.542405740714328e-10,9.940861994769669e-11,1.1110808283514312e-07,2.126610215198018e-18,5.459939886123251e-17,1.8020124206361272e-14,2.4673223305183266e-15,3.0977851981053523e-14,5.928932857649519e-11,3.9318479089257613e-17,1.0229060426643674e-17,4.30299203369233e-21
0.0001282978931962826,0.11224251156250246,0.0,0.0,0.0,0.0,0.3296867348642756,0.6697587659633751,7.552837493350731e-05,7.333290504622128e-05,5.87862262094425e-07,7.6960835974836e-08,1.8609109157710393e-15,3.6460486333642516e-07,0.0001276979496010029,0.0001933682955768516,5.1359599371110036e-05,5.4873128592708306e-08,2.9663966031817832e-08,1.3879565134990036e-08,1.0225721774223906e-07,5.79959510625464e-16,6.380057218183631e-06,8.061644515126688e-11,5.60636919823738e-10,1.032315814823681e-10,1.1729007310198125e-07,2.2303393463785177e-18,5.596259248140252e-17,1.9139745350109968e-14,2.629883686497329e-15,3.29594069799601e-14,6.409558993725103e-11,4.250581316924303e-17,1.1126280662056063e-17,4.7066920276696344e-21
0.00012992613135537134,0.1122424143031149,0.0,0.0,0.0,0.0,0.3296801185592717,0.6697539017280254,7.598256992303471e-05,7.418518857614814e-05,5.91393645715048e-07,7.785295103981609e-08,1.872089709688692e-15,3.6808876639810303e-07,0.00013054093997368125,0.00019804336354435804,5.2887948085598836e-05,5.530331290689707e-08,3.002766593789519e-08,1.4204331833196294e-08,1.0465335701679345e-07,5.935493949660166e-16,6.623366545295505e-06,8.203503343196224e-11,5.670057028612135e-10,1.0713126746552928e-10,1.2370746278265124e-07,2.337517484451678e-18,5.733951940741962e-17,2.0308384004795982e-14,2.8002835289877155e-15,3.503215970580022e-14,6.920653414359392e-11,4.589520161145175e-17,1.2085744725172991e-17,5.1410689060563206e-21
0.00013155436951446008,0.11224231592314927,0.0,0.0,0.0,0.0,0.3296734503670413,0.6697490036924629,7.64297200164614e-05,7.503476244388204e-05,5.94870127354966e-07,7.874223908639749e-08,1.8830947083494217e-15,3.7155305571964563e-07,0.00013340108289907997,0.00020276306406219667,5.443413510483215e-05,5.572935585700904e-08,3.039074747322522e-08,1.4531532602141747e-08,1.0706746308348202e-07,6.072411793218606e-16,6.872332438973422e-06,8.345411802777577e-11,5.733481686504737e-10,1.1110778894841526e-10,1.3036491718928733e-07,2.4482070626327712e-18,5.87301450801199e-17,2.1527282870005805e-14,2.9787621279018745e-15,3.719867316165741e-14,7.463605016570879e-11,4.9495855066301365e-17,1.3110639576923719e-17,5.607905206161033e-21
0.00013318260767354882,0.11224221644067765,0.0,0.0,0.0,0.0,0.3296667306039668,0.669744072066779,7.687011124380158e-05,7.588163380508676e-05,5.982939340130482e-07,7.962870937232909e-08,1.893932961428016e-15,3.74998506913677e-07,0.0001362780927085617,0.000207527159594615,5.5997975377147925e-05,5.615140048645805e-08,3.075321204158185e-08,1.4861138705957273e-08,1.0949932217366577e-07,6.21033651287731e-16,7.12699690166904e-06,8.487370400162578e-11,5.796654853362148e-10,1.1516126574366721e-10,1.3726710780434675e-07,2.5624707588105352e-18,6.013443953882272e-17,2.2797694836755573e-14,3.1655631992126063e-15,3.946154112654425e-14,8.039841329180432e-11,5.3317240376023056e-17,1.4204258450307988e-17,6.109055049288766e-21
0.00013481084583263756,0.11224211587303123,0.0,0.0,0.0,0.0,0.3296599595750069,0.6697391070503798,7.730401762855697e-05,7.672581097793229e-05,6.016671991639876e-07,8.0512372303411e-08,1.9046112225592724e-15,3.7842586641074006e-07,0.00013917169426907322,0.00021233542229492932,5.75792905793814e-05,5.6569584189625414e-08,3.1115061512148235e-08,1.519312251709857e-08,1.1194872876183643e-07,6.349256452102844e-16,7.387401442829087e-06,8.629380356435851e-11,5.859587907805987e-10,1.1929182666546553e-10,1.4441871287000036e-07,2.680371646680059e-18,6.15523771948881e-17,2.4120882349734352e-14,3.36093373713075e-15,4.1823386508897686e-14,8.650828954916045e-11,5.736908350653732e-17,1.537000386572642e-17,6.64644612433903e-21
0.0001364390839917263,0.11224201423681913,0.0,0.0,0.0,0.0,0.32965313757413406,0.6697341088324329,7.773170147700129e-05,7.756730337328266e-05,6.04991965016397e-07,8.139323940563534e-08,1.915135956485442e-15,3.818358518654641e-07,0.00014208162255749417,0.00021718763363766277,5.917790895555735e-05,5.698403883603905e-08,3.147629820809206e-08,1.552745748193677e-08,1.1441548521922338e-07,6.48916040223458e-16,7.653587097881625e-06,8.771444887589291e-11,5.922292306572398e-10,1.234996122426042e-10,1.5182441796764665e-07,2.8019730794891176e-18,6.298393691155899e-17,2.5498120032379903e-14,3.565124390232837e-15,4.428686184815139e-14,9.298074015303939e-11,6.166137249780688e-17,1.6611389995028253e-17,7.222081179585797e-21
0.0001388138492926113,0.11224186411860917,0.0,0.0,0.0,0.0,0.3296430969689087,0.6697267598366361,7.834483305145413e-05,7.878981810063279e-05,6.097581607062708e-07,8.267298678335824e-08,1.9302236179807616e-15,3.867795433258418e-07,0.00014635446277751497,0.00022434288578284834,6.154015563816479e-05,5.758209041595584e-08,3.200206464347231e-08,1.601924359814051e-08,1.1804393357819765e-07,6.694950583412373e-16,8.052263959029959e-06,8.978745144158418e-11,6.013357725720695e-10,1.297753771500756e-10,1.6309081026491428e-07,2.9860932366816965e-18,6.509623690135966e-17,2.7606366219849343e-14,3.87927315630492e-15,4.8067571373252774e-14,1.031028170906001e-10,6.837395822862258e-17,1.856506959449075e-17,8.134519098193203e-21
0.0001411886145934963,0.112241711807832,0.0,0.0,0.0,0.0,0.3296329493787469,0.6697193411156901,7.89459960987097e-05,8.000668019351236e-05,6.144310613288195e-07,8.394685584558035e-08,1.9450159487248475e-15,3.9168977247616444e-07,0.00015066073463835083,0.00023159056316097778,6.393836938739148e-05,5.817285014861561e-08,3.25265435114966e-08,1.6515901389383394e-08,1.2170832344549454e-07,6.902779214301196e-16,8.463448798937245e-06,9.18616831689586e-11,6.103990092353454e-10,1.362162268759838e-10,1.7492230061825373e-07,3.178419021233017e-18,6.723743965870914e-17,2.9836349388313616e-14,4.213527001366597e-15,5.2078627065505083e-14,1.1407863860534948e-10,7.565271570547731e-17,2.0699076830926232e-17,9.139499428227433e-21
0.00014356337989438131,0.1122415573483289,0.0,0.0,0.0,0.0,0.329622695601424,0.6697118531509366,7.953587921726319e-05,8.121792959096812e-05,6.19016027718569e-07,8.521489291794278e-08,1.9595299188790856e-15,3.965684528993173e-07,0.00015499972048987562,0.00023893008478312132,6.637208758974403e-05,5.875666787111181e-08,3.3049746465831804e-08,1.7017359513824848e-08,1.2540812353813015e-07,7.112616162819163e-16,8.887263983060107e-06,9.393731628061203e-11,6.194221870395465e-10,1.4282270471089007e-10,1.8733352532517108e-07,3.379150688520676e-18,6.940752423643936e-17,3.219214967742303e-14,4.56870383781019e-15,5.63286055157945e-14,1.2595957607513334e-10,8.353171252307457e-17,2.3025640206086054e-17,1.0244141021657073e-20
0.00014593814519526632,0.11224140078114997,0.0,0.0,0.0,0.0,0.32961233639409415,0.6697042963865927,8.011512547911313e-05,8.242360979819816e-05,6.23518066453636e-07,8.647714762416721e-08,1.9737813770339947e-15,4.0141738255178377e-07,0.00015937073961945286,0.0002463609041357106,6.884087323599462e-05,5.9333871771499726e-08,3.3571686682123676e-08,1.7523550518042413e-08,1.2914283149528428e-07,7.324432937190958e-16,9.323830105213761e-06,9.601445720771125e-11,6.284082195055454e-10,1.4959539311514434e-10,2.0033916614446684e-07,3.588489280820416e-18,7.16064857044732e-17,3.467790160378279e-14,4.945638666137811e-15,6.082623115249762e-14,1.3879889009778218e-10,9.204626913688233e-17,2.5557530838612403e-17,1.1455939076118593e-20
