Time (s),Volume (m^3),Ar,He,Ne,N2,methane(1),oxygen(2),CH3(5),HO2(7),CH3O2(12),H(6),CH3O2(19),OH(D)(9),CH2O(25),H2O(35),CC(14),O(T)(10),OO(11),CHO(34),CHO3(63),CHO3(75),CO2(114),COO(15),CH3O(17),C2H5(58),C2H4(166),CHO3(116),CHO2(70),C3H7(186),C2H5O(189),C2H3(183),C#C(234),C2H2(247),C3H5(249),S(250),C2H2O(255),C2H2O(276),C2H2O(282),S(407),S(416)
1.4761759645208733e-05,0.11224539532331831,0.0,0.0,0.0,0.0,0.32998825963448153,0.6699891911644554,9.942317795028658e-06,8.798954471213521e-06,7.740694176804646e-08,9.391644946647477e-09,2.450360030832094e-16,4.037342612414165e-08,1.5599985267826833e-06,2.2338408829734475e-06,7.628881019713555e-08,6.940162248808081e-09,3.4150901106557813e-09,1.4366842614454324e-10,1.034216903806106e-09,5.865639041716528e-18,6.835927985502625e-09,1.3621758883493754e-12,4.418488378459273e-11,2.3271834355137884e-14,2.6136724246536923e-12,2.6630697001981505e-22,5.415115439176377e-19,5.611437749692986e-20,6.486107087267682e-21,9.320674490995259e-20,1.8383023694508042e-17,1.2190909491181496e-23,4.199100110644667e-25,4.382259749895792e-30,9.293367242805133e-29,9.910063573804794e-28,1.307073561760482e-22,5.312787761792467e-29,2.0700324917127932e-27
1.5254565635214406e-05,0.11224539678663044,0.0,0.0,0.0,0.0,0.32998776238810323,0.6699887606564496,1.0308680894459962e-05,9.090326773314133e-06,8.025931535074234e-08,9.695830713316908e-09,2.540653511816079e-16,4.185615453267946e-08,1.6704448889295737e-06,2.3922273731447387e-06,8.465381029173584e-08,7.190412352834113e-09,3.5293282293330985e-09,1.5430831546526498e-10,1.1117436605125965e-09,6.3053378799116996e-18,7.599517845958518e-09,1.4556648259931711e-12,4.595152082678708e-11,2.6548115741235394e-14,3.073540969854476e-12,3.0679358438697087e-22,5.821275525099395e-19,6.842025063532385e-20,7.907559704170932e-21,1.1347803758197504e-19,2.3077396721588895e-17,1.530403711501436e-23,5.465712167288247e-25,5.683510897906803e-30,1.2053879391485888e-28,1.2853759887070128e-27,1.74885288941981e-22,7.108458660626757e-29,2.86543926374068e-27
1.574737162522008e-05,0.112245398267149,0.0,0.0,0.0,0.0,0.3299872580074124,0.6699883252924761,1.067682847764341e-05,9.381593214379522e-06,8.312557849828488e-08,9.999933347587183e-09,2.631386674748471e-16,4.334562464270207e-08,1.784932287833563e-06,2.5563390625471765e-06,9.363633157916058e-08,7.441530026770724e-09,3.6435480141673557e-09,1.6535999996140252e-10,1.192305364641227e-09,6.762249650939047e-18,8.419371766476926e-09,1.5524742989200648e-12,4.773591998657377e-11,3.0170073132288584e-14,3.597119088790395e-12,3.5184820998630882e-22,6.243368331476358e-19,8.293663559004537e-20,9.584084067688143e-21,1.3735980649656485e-19,2.8775491398925785e-17,1.908279457681926e-23,7.058732438608657e-25,7.313916085979773e-30,1.551296448938987e-28,1.6542385584618787e-27,2.3194981734452864e-22,9.427920697807396e-29,3.9273942708147094e-27
1.624017761522575e-05,0.11224539976207616,0.0,0.0,0.0,0.0,0.32998674646538295,0.6699878850432929,1.1046713918866768e-05,9.672757566681019e-06,8.600536810214077e-08,1.030395654060593e-08,2.7225480252258115e-16,4.484172101839235e-08,1.90348234843753e-06,2.7262017265256678e-06,1.0326146693420833e-07,7.69349324501035e-09,3.757751142098135e-09,1.768262665186514e-10,1.2759227128020743e-09,7.236491737181117e-18,9.297657469327125e-09,1.6526187292542595e-12,4.953794070359249e-11,3.416287352334519e-14,4.191026829092287e-12,4.018199642066332e-22,6.68150583209064e-19,9.997910877336109e-20,1.1552055296626769e-20,1.6536299660265323e-19,3.5653195455734086e-17,2.3643823938101783e-23,9.048942415288066e-25,9.343284894358401e-30,1.9818858130112837e-28,2.1134012990308793e-27,3.0510588068643215e-22,1.2401441909495569e-28,5.333060914851591e-27
1.7225789595237096e-05,0.11224540278384526,0.0,0.0,0.0,0.0,0.32998570179187137,0.6699869897751174,1.1791509376966397e-05,1.0254794632801387e-05,9.180405481497193e-08,1.0911778856812117e-08,2.9061086961439103e-16,4.7853321278521226e-08,2.1528544489576975e-06,3.083280838334926e-06,1.245410895822659e-07,8.199866850008907e-09,3.986113964774788e-09,2.010134747033603e-10,1.4524055222465269e-09,8.237427279612157e-18,1.123826796379914e-08,1.862966090465465e-12,5.3194261603876023e-11,4.3366953878932515e-14,5.618706025103962e-12,5.179859342711658e-22,7.60635510439961e-19,1.4307809645284312e-19,1.6527835800157805e-20,2.360558009027313e-19,5.3776573973294225e-17,3.566255404694005e-23,1.456928082076876e-24,1.4940743517729192e-29,3.1697012279317893e-28,3.380038672629854e-27,5.160073099378055e-22,2.0973788545640712e-28,9.584409612474875e-27
1.811284037724731e-05,0.11224540552416953,0.0,0.0,0.0,0.0,0.3299847368338194,0.6699861670444844,1.2467291008931809e-05,1.077831479777605e-05,9.706541273350094e-08,1.1458582185981778e-08,3.072659923588279e-16,5.058522674405104e-08,2.3913902557546564e-06,3.4245696936301072e-06,1.4614676642454238e-07,8.658268421464993e-09,4.191599661592266e-09,2.2422688632977518e-10,1.6218913406238624e-09,9.19867886036843e-18,1.3206696550261213e-08,2.0638122379797118e-12,5.6543712575503256e-11,5.319311507795337e-14,7.220573331361717e-12,6.431613992370525e-22,8.494683725764338e-19,1.9441094751225162e-19,2.2452872677741e-20,3.200854017742056e-19,7.642820071992067e-17,5.0684246328490387e-23,2.1893120616595533e-24,2.2318064280110215e-29,4.735452781899005e-28,5.049691559033886e-27,8.085295890321699e-22,3.2863697188659963e-28,1.5813739858814077e-26
1.899989115925752e-05,0.11224540826663144,0.0,0.0,0.0,0.0,0.32998374827751403,0.6699853280568602,1.3147956391795732e-05,1.1301558620425854e-05,1.0236477969346064e-07,1.2005180841210818e-08,3.2404143485178346e-16,5.3336721408029466e-08,2.643402180481533e-06,3.7848717120910097e-06,1.7023460424459872e-07,9.119055061726811e-09,4.3970559003211645e-09,2.4882484456171597e-10,1.8015843312824085e-09,1.0217821187305665e-17,1.5398810681759058e-08,2.2756504200006667e-12,5.994786429702187e-11,6.466093415196855e-14,9.176153008457542e-12,7.903875035862231e-22,9.436666536755054e-19,2.6055791579276093e-19,3.008648163944202e-20,4.2817590380175817e-19,1.069221978465228e-16,7.09067003424796e-23,3.2300445911815603e-24,3.2738099999376836e-29,6.947298050134355e-28,7.408312137789459e-27,1.2412841999900653e-21,5.045348729417589e-28,2.549790854159828e-26
1.9886941941267734e-05,0.11224541099415813,0.0,0.0,0.0,0.0,0.3299827359853185,0.669984472662492,1.3833217378649184e-05,1.1824544725355664e-05,1.0769991172486108e-07,1.255159262351379e-08,3.409300936809054e-16,5.610706767668205e-08,2.9089976923600573e-06,4.164320388804134e-06,1.969581890734739e-07,9.582089351776831e-09,4.602491207748111e-09,2.74821949177136e-10,1.9915930517188522e-09,1.1295469952441143e-17,1.7827758522127875e-08,2.498534715955661e-12,6.340573611359564e-11,7.795607865864765e-14,1.154311891556915e-11,9.622526927967486e-22,1.043289811849112e-18,3.448574791634724e-19,3.981370664550856e-20,5.657081857418834e-19,1.4744575887693054e-16,9.778038009315704e-23,4.686444546850523e-24,4.7235032216773576e-29,1.0024963391944392e-27,1.0690207537070715e-26,1.8704981525208704e-21,7.602854744874725e-28,4.026282633120801e-26
2.0773992723277947e-05,0.11224541368950443,0.0,0.0,0.0,0.0,0.32998169982569275,0.669983600717928,1.4522782015370324e-05,1.2347290742929778e-05,1.1306853522034785e-07,1.3097834241711374e-08,3.579247716151064e-16,5.889551161568343e-08,3.188278621726798e-06,4.563044064666399e-06,2.2647272416680702e-07,1.0047231709579575e-08,4.80791373806891e-09,3.022322876925582e-10,2.192022293214282e-09,1.2432219487416784e-17,2.050682491992846e-08,2.732510220365471e-12,6.691630342348042e-11,9.32757327032251e-14,1.4385514100035304e-11,1.1615111447211136e-21,1.1483954863137595e-18,4.512070543080057e-19,5.208425018032231e-20,7.38957844396544e-19,2.006633994517461e-16,1.3307229165125227e-22,6.69594206192735e-24,6.712556716557634e-29,1.4248243642780244e-27,1.5193739430823073e-26,2.7710211435224982e-21,1.1263119319609573e-27,6.237190485302431e-26
2.166104350528816e-05,0.11224541633528658,0.0,0.0,0.0,0.0,0.32998063967331087,0.6699827120861185,1.5216354975996483e-05,1.2869813305271354e-05,1.1846835032586239e-07,1.3643921310550963e-08,3.7501818833789123e-16,6.170128410288078e-08,3.4813410716440182e-06,4.9811658173216996e-06,2.589347977016714e-07,1.0514340602904451e-08,5.01333126984472e-09,3.310694217414001e-10,2.4029729791207625e-09,1.3628642186623804e-17,2.3449426520647777e-08,2.9776129571280007e-12,7.047849914813319e-11,1.1082862745123132e-13,1.777413439276996e-11,1.3910847327709822e-21,1.2590394457153047e-18,5.841259217198105e-19,6.741985211749128e-20,9.551956523739296e-19,2.6979429833678993e-16,1.789172728156944e-22,9.432804280577146e-24,9.407025899931109e-29,1.997005094296395e-27,2.1295238771590294e-26,4.041295932014618e-21,1.6426268730707836e-27,9.493663114420429e-26
