Time (s),Volume (m^3),Ar,He,Ne,N2,methane(1),oxygen(2),CH3(5),HO2(7),CH3O2(12),H(6),CH3O2(19),OH(D)(9),CH2O(25),H2O(35),CC(14),O(T)(10),OO(11),CHO(34),CHO3(63),CHO3(75),CO2(114),COO(15),CH3O(17),C2H5(58),C2H4(166)
0.0004524663059245391,0.11220794272413809,0.0,0.0,0.0,0.0,0.32750248988934444,0.6681809552669561,0.00012772865475883428,0.0002100763777939293,9.921185238805193e-07,2.2079622509663072e-07,3.1406075719798827e-15,9.668619321202325e-07,0.0008865794164832357,0.0019111645114634152,0.0006238805862719202,1.1171620553750089e-07,9.709132948733572e-08,1.1364507656321981e-07,8.394903618287651e-07,4.761233027654109e-15,0.00020715056457547024,3.883462462852607e-10,1.7626815879391002e-09,2.7591645614283216e-09,1.3168689483542917e-05
0.00045582572401003035,0.11220744499351779,0.0,0.0,0.0,0.0,0.32747127801843484,0.6681580322255198,0.00012814270716561858,0.00021133901648650037,9.953048984452638e-07,2.2213405131377123e-07,3.15069423405557e-15,9.731372239528675e-07,0.0008957532169945781,0.0019371601248199387,0.0006323108869368801,1.1219922298566938e-07,9.781295139645684e-08,1.1498167960212785e-07,8.493423139299722e-07,4.8171091190045586e-15,0.0002112035167517949,3.9194143572481445e-10,1.7759963583913721e-09,2.8115076947857173e-09,1.3516673463159208e-05
0.0004591851420955216,0.11220694455972123,0.0,0.0,0.0,0.0,0.3274398925294914,0.6681349665110184,0.00012855571466906842,0.00021260082845577722,9.984827757184814e-07,2.2347121722460018e-07,3.1607539976264497e-15,9.794206282851178e-07,0.0009049451709361475,0.0019633296897524355,0.0006407891979647927,1.1268134332016681e-07,9.853603563775555e-08,1.1632397410747963e-07,8.592355818818405e-07,4.873219536339482e-15,0.0002153038547955952,3.955470096740044e-10,1.7893415822972215e-09,2.86447871389888e-09,1.387118899622841e-05
0.00046590397826650403,0.11220593559380902,0.0,0.0,0.0,0.0,0.3273766004067652,0.6680884058700384,0.0001293786556980868,0.00021512211110609277,1.0048135037876554e-06,2.26143717364272e-07,3.1807943024970187e-15,9.920121361521504e-07,0.0009233828401131962,0.0020161918956707616,0.0006578896123828507,1.1364295509456639e-07,9.998665782074639e-08,1.1902561039203109e-07,8.791458254016786e-07,4.9861419881491e-15,0.0002236474808502488,4.0278947310892993e-10,1.8161241591307676e-09,2.972320299169347e-09,1.4600121652808447e-05
0.0004726228144374865,0.11220491584876034,0.0,0.0,0.0,0.0,0.3273126129138415,0.6680412709484116,0.00013019759498354748,0.00021764049431190866,1.0111116051514554e-06,2.2881401445540528e-07,3.200731326299996e-15,1.0046371519878556e-06,0.0009418910436872025,0.002069753598465775,0.0006751813552722967,1.1460116144589208e-07,1.0144332573714569e-07,1.2174993282198283e-07,8.992206237113813e-07,5.0999977249482054e-15,0.0002321830246094963,4.1007395083608126e-10,1.8430308073422675e-09,3.082721234124427e-09,1.5356105808270555e-05
0.00047934165060846895,0.11220388534691073,0.0,0.0,0.0,0.0,0.32724792940451347,0.6679935593353387,0.00013101264311612924,0.00022015623254450836,1.0173779258323673e-06,2.3148238280608167e-07,3.220567747170856e-15,1.0172963307348674e-06,0.0009604684282909218,0.0021240173079708135,0.0006926639566392687,1.1555607640194456e-07,1.0290616333811973e-07,1.24496891161448e-07,9.194595244813492e-07,5.214784181316992e-15,0.00024091206351702945,4.1740073997499217e-10,1.870062934633451e-09,3.195713600931647e-09,1.613976702159037e-05
0.0004860604867794514,0.1122028441106785,0.0,0.0,0.0,0.0,0.3271825491965435,0.6679452686058204,0.00013182390456334436,0.0002226695668958321,1.0236132641124026e-06,2.3414908284194233e-07,3.240306092119918e-15,1.0299902882524952e-06,0.0009791136660277163,0.0021789855723368745,0.0007103369497550324,1.1650780781636316e-07,1.0437528908255544e-07,1.2726643739306936e-07,9.398620908333951e-07,5.330498879469538e-15,0.0002498361707523401,4.247701215901745e-10,1.897221872709063e-09,3.3113296420646863e-09,1.695173807545434e-05
0.0004927793229504339,0.11220179216246136,0.0,0.0,0.0,0.0,0.327116471574284,0.6678963963215728,0.00013263147804318284,0.0002251807257435687,1.0298183734454116e-06,2.3681436179645076e-07,3.2599487462514228e-15,1.0427196031078659e-06,0.0009978254531148054,0.002234660975941764,0.0007281998702454225,1.174564577153826e-07,1.0585081616127597e-07,1.3005852551687368e-07,9.604278998303992e-07,5.447139420687751e-15,0.0002589569153737261,4.321823609133131e-10,1.924508879460581e-09,3.429601752307004e-09,1.7792658995638896e-05
0.0004994981591214164,0.11220072952479818,0.0,0.0,0.0,0.0,0.3270496957910843,0.6678469400318667,0.00013343545685917386,0.0002276899253682955,1.035993965067287e-06,2.3947845435291096e-07,3.279497961026291e-15,1.0554848182787222e-06,0.0010166025086464356,0.002291046137460552,0.0007462522552590369,1.1840212261330565e-07,1.073328527167255e-07,1.3287311136873153e-07,9.811565410866399e-07,5.564703477439765e-15,0.0002682758624432556,4.396377077881806e-10,1.951925141704677e-09,3.5505624739071035e-09,1.866317706733822e-05
0.0005129358314633813,0.11219857227199691,0.0,0.0,0.0,0.0,0.3269140466132075,0.6677462655754729,0.00013503297845527177,0.00023270325495744262,1.0482592431684211e-06,2.448039597564847e-07,3.3183244548846045e-15,1.0811249527099055e-06,0.0010543474091969757,0.0024059563699439642,0.0007829235705957633,1.2028485762097942e-07,1.1031686274883356e-07,1.38569607891553e-07,1.0231007350518583e-06,5.802593146262007e-15,0.00028751460481523386,4.546786482234589e-10,2.0071498368134887e-09,3.8006806219683516e-09,2.0495630174305587e-05
0.0005263735038053462,0.11219637253582038,0.0,0.0,0.0,0.0,0.32677559515414456,0.6676432254114928,0.00013661711919239284,0.00023771106593762194,1.0604140351335583e-06,2.5012724835714387e-07,3.356801201181889e-15,1.1069143844962008e-06,0.0010923385349310415,0.002523737836809065,0.0008203471943180162,1.2215668584359584e-07,1.1332809105743636e-07,1.4435560457265358e-07,1.0656915977641401e-06,6.044150446054986e-15,0.0003075648424793534,4.698946480075343e-10,2.0629041223754887e-09,4.061947153429594e-09,2.2454421338395877e-05
0.0005398111761473111,0.11219413050401525,0.0,0.0,0.0,0.0,0.32663433454616736,0.6675377995637914,0.000138188460947653,0.00024271471088361873,1.0724627476517247e-06,2.5544980595187795e-07,3.394942149569159e-15,1.1328563373629419e-06,0.001130566349688287,0.0026444125425632114,0.0008585194023222737,1.2401821003436838e-07,1.1636724149479387e-07,1.502307990583849e-07,1.1089261857094071e-06,6.2893586824711e-15,0.00032843896235993075,4.852871933620964e-10,2.1191951865356586e-09,4.334627145948975e-09,2.4544991356751438e-05
0.000553248848489276,0.11219184636820935,0.0,0.0,0.0,0.0,0.3264902576215368,0.6674299679261897,0.0001397475253095414,0.0002477154003961756,1.0844093172104663e-06,2.6077297117766733e-07,3.43275976124786e-15,1.1589536082562833e-06,0.001169021584633073,0.0027680028806486776,0.000897436427862948,1.2586997031603892e-07,1.1943495547496084e-07,1.5619490489245684e-07,1.1528016559203417e-06,6.5382017314216584e-15,0.000350149295889039,5.008575632326024e-10,2.1760293086171836e-09,4.6189875015448525e-09,2.6772898077916633e-05
0.0005666865208312409,0.1121895203264592,0.0,0.0,0.0,0.0,0.32634335696572125,0.6673197102816036,0.00014129478028823654,0.0002527142174448645,1.0962572623652973e-06,2.66097950457161e-07,3.4702651744317046e-15,1.185208608097792e-06,0.0012076952122199764,0.0028945315891428214,0.0009370944436760259,1.2771245097231737e-07,1.2253181730140135e-07,1.622476480203939e-07,1.19731523982926e-06,6.790663890781467e-15,0.00037270812064997013,5.166068455795777e-10,2.2334119377301635e-09,4.915296805332065e-09,2.9143816497858432e-05
0.0005801241931732058,0.11218715258237764,0.0,0.0,0.0,0.0,0.32619362496586907,0.6672070063197483,0.00014283064634125343,0.00025771213053316284,1.108009730726199e-06,2.71425831686142e-07,3.5074683530850146e-15,1.2116233972800827e-06,0.0012465784227945428,0.003024021709970324,0.0009774895458246316,1.2954608663141617e-07,1.2565835891626476e-07,1.6838876356031952e-07,1.2424642192415375e-06,7.046729744120299e-15,0.00039612766156913164,5.325359482489133e-10,2.2913477512806767e-09,5.223825153944778e-09,3.1663538759372135e-05
0.0005935618655151708,0.11218474334666624,0.0,0.0,0.0,0.0,0.3260410538547464,0.6670918356534741,0.00014435550167575105,0.0002627100057032923,1.1196695402599865e-06,2.7675759674937266e-07,3.5443782176676406e-15,1.2381997200624891e-06,0.001285662603703209,0.0031564965514956555,0.00101861773922837,1.3137126779256548e-07,1.288150644422172e-07,1.7461799287859393e-07,1.2882459044515523e-06,7.306384036585823e-15,0.00042042009169027074,5.486456146767233e-10,2.349840726153884e-09,5.544844002919602e-09,3.4337974052464744e-05
0.0006069995378571357,0.11218229283728982,0.0,0.0,0.0,0.0,0.32588563575021784,0.6669741778337621,0.00014586968687017605,0.0002677086173820379,1.1312392153286356e-06,2.8209413281166446e-07,3.581002759216284e-15,1.2649390343538915e-06,0.001324939320842931,0.0032919796544682387,0.0010604749248329826,1.3318834574593114e-07,1.320023742420841e-07,1.8093508120174348e-07,1.3346576163488602e-06,7.56961157341742e-15,0.0004455975325563521,5.64936435269606e-10,2.4088941933799673e-09,5.878626039392396e-09,3.717314842004282e-05
0.0006204372101991006,0.11217980128006402,0.0,0.0,0.0,0.0,0.3257273626906567,0.6668540123635343,0.0001473735089341782,0.0002727086581422756,1.1427210183315614e-06,2.8743624248727133e-07,3.6173491395098536e-15,1.2918425392371355e-06,0.0013644003024231765,0.0034304947610218767,0.0011030568882666252,1.3499763694441779e-07,1.3522068862217293e-07,1.873397752414789e-07,1.381696668791433e-06,7.836397119974677e-15,0.00047167205423470865,5.814088598220312e-10,2.468510893887774e-09,6.225445009515584e-09,4.01752044672257e-05
0.0006338748825410655,0.11217726890906946,0.0,0.0,0.0,0.0,0.32556622666685203,0.6667313187104575,0.0001488672449106665,0.00027771074750909225,1.1541169777885442e-06,2.927846530189285e-07,3.65342377996753e-15,1.3189111997740986e-06,0.0014040374246128706,0.003572065786310612,0.0011463592897742413,1.3679942692002738e-07,1.3847037121581525e-07,1.9383182135249858e-07,1.4293603546740368e-06,8.106725322723128e-15,0.0004986556750404517,5.980632087942175e-10,2.5286930288485418e-09,6.585575612647158e-09,4.3350400981283764e-05
0.0006473125548830304,0.1121746959670074,0.0,0.0,0.0,0.0,0.32540221965082966,0.6666060763188826,0.00015035114508260688,0.00028271543990763544,1.1654289133437849e-06,2.981400245603281e-07,3.689232440800462e-15,1.346145769826865e-06,0.0014438426988353807,0.003716716792467873,0.0011903776552867093,1.3859397379430698e-07,1.417517520620628e-07,2.004109637431604e-07,1.47764593266793e-06,8.380580634027469e-15,0.000526560361002272,6.148996839789356e-10,2.589442306499342e-09,6.959293343535425e-09,4.670511246306819e-05
0.0006607502272249953,0.11217208270552026,0.0,0.0,0.0,0.0,0.32523533362183793,0.6664782646209865,0.00015182543580519176,0.0002877232318125851,1.1766584578510312e-06,3.0350295763097196e-07,3.724780290923462e-15,1.3735468125407442e-06,0.0014838082605705288,0.0038644719647106516,0.0012351073685434545,1.4038151141084512e-07,1.450651303968405e-07,2.0707694297700533e-07,1.526550615940923e-06,8.657947248176518e-15,0.0005553980250989605,6.319183785121304e-10,2.6507599854019443e-09,7.346874377855268e-09,5.0245828572108234e-05
0.0006741878995669602,0.11216942938546746,0.0,0.0,0.0,0.0,0.32506556058970515,0.6663478630471839,0.00015329032200347753,0.0002927345681493566,1.1878070768544275e-06,3.0887399979057104e-07,3.760071969622699e-15,1.4011147190007555e-06,0.0015239263595431007,0.004015355589430931,0.0012805436641919693,1.421622521196242e-07,1.484107771848378e-07,2.1382949463243328e-07,1.5760715621402553e-06,8.938809044570348e-15,0.0005851805262890052,6.491192860916711e-10,2.712646913859776e-09,7.748595435491298e-09,5.3979153485943044e-05
0.0006876255719089251,0.11216673627717509,0.0,0.0,0.0,0.0,0.3248928926158331,0.6662148510358887,0.000154745989379506,0.0002977498480118282,1.198876085804717e-06,3.142536516034596e-07,3.795111641054532e-15,1.428849725023085e-06,0.0015641893511496223,0.004169392034081057,0.001326681621769764,1.439363892519771e-07,1.517889373949058e-07,2.2066834816935772e-07,1.6262058649063848e-06,9.223149539590092e-15,0.0006159196683598943,6.665023095968365e-10,2.7751035662717816e-09,8.164733666615778e-09,5.791180517661027e-05
0.0007010632442508901,0.11216400366063703,0.0,0.0,0.0,0.0,0.32471732183208973,0.666079208042708,0.0001561926063760512,0.00030276942976466324,1.2098666653827263e-06,3.1964237196082716e-07,3.8299030427528426e-15,1.4567519263625365e-06,0.001604589688974164,0.004326605728648795,0.0013735161604728793,1.457040993258904e-07,1.5519983205570757e-07,2.2759322590177355e-07,1.6769505461826372e-06,9.510951842981557e-15,0.0006476271986222885,6.840672688740141e-10,2.838130075871364e-09,8.595566523889218e-09,6.205061460543677e-05
0.000714500916592855,0.11216123182569132,0.0,0.0,0.0,0.0,0.3245388404578267,0.6659409135491321,0.00015763032592219588,0.00030779363559037054,1.2207798751222213e-06,3.2504058282544096e-07,3.864449528752934e-15,1.4848212924268816e-06,0.0016451199182701255,0.00448702114855296,0.0014210420346353985,1.4746554400869164e-07,1.5864366009784608e-07,2.3460384213668167e-07,1.72830254975535e-06,9.802198621217642e-15,0.0006803148064705381,7.018139079562961e-10,2.9017262647912977e-09,9.04137164998954e-09,6.640252483776441e-05
0.0007279385889348199,0.11215842107216342,0.0,0.0,0.0,0.0,0.3243574408151981,0.6657999470707726,0.00015905928698414115,0.0003128227555299519,1.231616665518039e-06,3.3044867344785147e-07,3.898754107920483e-15,1.51305767865955e-06,0.001685772670310826,0.004650662798824603,0.0014692538298592447,1.4922087186073677e-07,1.6212060000960724e-07,2.4169990241617245e-07,1.7802587355842594e-06,1.0096872065342716e-14,0.0007139941218268465,7.197419015392817e-10,2.9658916709885815e-09,9.502426758473695e-09,7.097459007848965e-05
0.0007413762612767848,0.11215557170999206,0.0,0.0,0.0,0.0,0.32417311534294024,0.6656562881651913,0.00016047961593875109,0.00031785705106181434,1.242377888751955e-06,3.3586700410193066e-07,3.932819477904862e-15,1.5414608376754354e-06,0.001726540657520657,0.004817555199450933,0.001518145959740077,1.5097021987907452e-07,1.656308113128644e-07,2.4888110286994595e-07,1.8328158749559076e-06,1.0394953863484788e-14,0.0007486767134843621,7.378508609548238e-10,3.0306255728610277e-09,9.979009522755912e-09,7.577397462973213e-05
0.0007548139336187497,0.11215268405932671,0.0,0.0,0.0,0.0,0.3239858566087725,0.6655099164393696,0.0001618914277948179,0.00032289675826306945,1.2530643082350205e-06,3.412959093842581e-07,3.9666480553459315e-15,1.5700304292551299e-06,0.0017674166692990677,0.00498772287175864,0.0015677126631328578,1.5271371486497493e-07,1.6917443588059053e-07,2.561471296591386e-07,1.885970646318126e-06,1.0696425177230473e-14,0.0007843740873634681,7.56140339443873e-10,3.0959270110255557e-09,1.0471397462731306e-08,8.080795177164772e-05
0.0007682516059607146,0.11214975845060814,0.0,0.0,0.0,0.0,0.3237956573205691,0.6653608115568579,0.0001632948272799822,0.0003279420905955429,1.2636766071024273e-06,3.467357011223686e-07,4.000242002764999e-15,1.5987660293348482e-06,0.00180839356845624,0.005161190325720783,0.0016179480019063823,1.544514746336538e-07,1.7275159910458523e-07,2.634976585039322e-07,1.9397196317534e-06,1.1001266621623414e-14,0.0008210976846944202,7.746098369721739e-10,3.161794808100404e-09,1.0979867835730577e-08,8.608390256741848e-05
0.0007816892783026795,0.1121467952246256,0.0,0.0,0.0,0.0,0.32360251033643117,0.6652089532446475,0.00016468990981133297,0.00033299324135479397,1.2742153958049831e-06,3.521866709307202e-07,4.033603252596043e-15,1.6276671380428674e-06,0.0018494642881895238,0.005337982048085266,0.0016688458591414235,1.561836090853936e-07,1.7636241093083596e-07,2.70932354283699e-07,1.994059313994619e-06,1.1309458248238866e-14,0.0008588588801377757,7.932588044181821e-10,3.228227586022169e-09,1.15046975272856e-08,9.160931459326543e-05
0.0007951269506446444,0.11214379473256077,0.0,0.0,0.0,0.0,0.3234064086737721,0.6650543212997876,0.00016607676235975966,0.0003380503858155075,1.2846812188718807e-06,3.57649092449886e-07,4.06673352859364e-15,1.6567331869211185e-06,0.001890621829540716,0.005518122491236409,0.0017203999377359384,1.579102211499778e-07,1.8000696677140359e-07,2.7845087069392935e-07,2.048986073875211e-06,1.1620979530721957e-14,0.0008976689798519553,8.120866473781205e-10,3.2952237817143223e-09,1.2046162943031672e-08,9.739178059405764e-05
0.0008220022953285744,0.11213768340696272,0.0,0.0,0.0,0.0,0.32300531422553164,0.6647366560883481,0.00016882608756797662,0.00034818327722619313,1.3053958511436251e-06,3.686093061422836e-07,4.132307120036063e-15,1.7153575239436833e-06,0.001973169709102761,0.005888547116689921,0.0018254506647281997,1.613472596740973e-07,1.8739762383876549e-07,2.937379226331703e-07,2.1605858282911993e-06,1.2253925999596442e-14,0.0009784807622095588,8.502763725906642e-10,3.4308993205530646e-09,1.3180103521343569e-08,0.00010975876256524232
0.0008461901055441112,0.11213205950038004,0.0,0.0,0.0,0.0,0.32263415770737186,0.6644410705550517,0.00017127305889131885,0.00035732482841119393,1.323793791409376e-06,3.7851510417664174e-07,4.190547077219539e-15,1.7686766280974762e-06,0.002047690839185879,0.006233626148700964,0.0019221737055352198,1.6442262504003346e-07,1.941653054775241e-07,3.0777922383228696e-07,2.2629949525167486e-06,1.2834747114518442e-14,0.0010549105690956194,8.852520960224123e-10,3.554915170692576e-09,1.4260303547044724e-08,0.00012184644281284887
0.0008703779157596481,0.1121263207900575,0.0,0.0,0.0,0.0,0.3222533275080274,0.6641361881154482,0.00017369440500441453,0.0003664878751635249,1.341961353743011e-06,3.8846162115216595e-07,4.248057770011764e-15,1.8225187736925972e-06,0.002122387337275817,0.0065899326968124625,0.002020916661898234,1.6748145818922426e-07,2.0104321195567507e-07,3.2208618199347357e-07,2.367245081539836e-06,1.3426009629802974e-14,0.0011349113157652145,9.207963679020422e-10,3.680725005234035e-09,1.5398668892657792e-08,0.0001348897093183212
0.000894565725975185,0.11212046969889403,0.0,0.0,0.0,0.0,0.3218627895833927,0.6638218942833135,0.00017609041224364027,0.00037567298417464306,1.3598999930127965e-06,3.9845000746940967e-07,4.30484380394687e-15,1.8768788652287792e-06,0.0021972206357205462,0.006957606860547993,0.0021216362315979397,1.7052419637283097e-07,2.0803145840566963e-07,3.366563454730569e-07,2.47331122188517e-06,1.4027571793206513e-14,0.0012185461953021983,9.569044255837815e-10,3.808314454055763e-09,1.6596780286178286e-08,0.00014893644189348742
0.0009187535361907218,0.11211450876018993,0.0,0.0,0.0,0.0,0.3214625120432306,0.6634980757774878,0.00017846132189487543,0.00038488062855186755,1.3776108144922615e-06,4.084813244430108e-07,4.360908677887955e-15,1.9317514453493704e-06,0.002272152789983152,0.007336787665820977,0.0022242872175753277,1.7355124819321625e-07,2.151300487734633e-07,3.5148713300091973e-07,2.581167222467422e-06,1.4639285287016458e-14,0.0013058775170160508,9.93571199425636e-10,3.937667921471033e-09,1.7856205152678956e-08,0.000164035491943143
0.0009429413464062587,0.11210844061183056,0.0,0.0,0.0,0.0,0.3210524652254378,0.6631646206245178,0.00018080733646213144,0.0003941111980973507,1.3950946234834575e-06,4.185565548414169e-07,4.416254941112158e-15,1.9871307379748197e-06,0.0023471464748547693,0.007727612923021861,0.0023288225471080064,1.765629991813673e-07,2.2233887965526514e-07,3.6657583253120614e-07,2.6907857679399367e-06,1.5260995190327732e-14,0.001396966666303021,1.0307913205431239e-09,4.068768636554608e-09,1.9178495593131503e-08,0.0001802366449657314
0.0009671291566217956,0.11210226799806342,0.0,0.0,0.0,0.0,0.32063262176009044,0.6628214182595258,0.00018312862471897608,0.0004033650063787417,1.4123519654357135e-06,4.2867661008797177e-07,4.4708843203086574e-15,2.0430106836793654e-06,0.0024221649846740178,0.00813021909128888,0.0024351932971475284,1.7955981596145425e-07,2.296577430218555e-07,3.8191960030035534e-07,2.802138374066159e-06,1.58925399527914e-14,0.0014918740644070808,1.068559127610851e-09,4.20159869564835e-09,2.0565186311151712e-08,0.00019759058066190323
0.0009913169668373325,0.11209599376588664,0.0,0.0,0.0,0.0,0.3202029566254898,0.6624683596259164,0.00018542532598963193,0.00041264229532275015,1.4293831599796504e-06,4.3884233495620864e-07,4.524797827315364e-15,2.0993849706951803e-06,0.002497172236361083,0.008544741147183737,0.0025433487249063016,1.82542049403876e-07,2.370863283254298e-07,3.9751546171779946e-07,2.9151953960277885e-06,1.653375144173506e-14,0.001590659128197047,1.1068686759068355e-09,4.336139109225093e-09,2.201779292370846e-08,0.0002161488307586801
0.0009999999999999998,0.11208962086407175,0.0,0.0,0.0,0.0,0.320046313601716,0.6623391924121466,0.00018624382970426308,0.0004159784549661943,1.435441949273006e-06,4.42502957631722e-07,4.5439773767655786e-15,2.1197417631847745e-06,0.00252408906202417,0.008696480104339927,0.0025826000859556835,1.836091308613738e-07,2.397797584894824e-07,4.031750247765058e-07,2.956190920507329e-06,1.6766260673894667e-14,0.0016270784654495278,1.1207521427324384e-09,4.3848503257004895e-09,2.2555621225234358e-08,0.00022311472221694942
0.0010155047770528695,0.11208962086407175,0.0,0.0,0.0,0.0,0.31976344719736743,0.662105337274354,0.00018769755369292914,0.00042194323767540934,1.4461883293806002e-06,4.490545098485346e-07,4.577995849189722e-15,2.1562470515504358e-06,0.0025721327746819687,0.008971312456764012,0.0026532363034095854,1.855100369481228e-07,2.446242225673384e-07,4.133603113218706e-07,3.029926031243003e-06,1.7184454958146434e-14,0.0016933802300191623,1.1457137271441743e-09,4.472369783670076e-09,2.353780996128439e-08,0.00023596373451110271
0.0010396925872684065,0.11208315234050892,0.0,0.0,0.0,0.0,0.3193140732931984,0.6617322454617006,0.00018994539842818043,0.0004312679379604279,1.462767423486601e-06,4.5931385145452645e-07,4.630478227182742e-15,2.2135901549290917e-06,0.0026470117788198995,0.009410064649307562,0.002764801761349164,1.8846410431829494e-07,2.5227090967129535e-07,4.294509113923125e-07,3.146298313537794e-06,1.784446920361554e-14,0.001800094657631704,1.1850877377707013e-09,4.610269496232089e-09,2.5126708558055703e-08,0.0002570883918891374
0.0010638803974839434,0.11207659134007214,0.0,0.0,0.0,0.0,0.31885481721304393,0.6613489802501358,0.0001921689304635247,0.0004406164323889883,1.4791202398203948e-06,4.6962101249865424e-07,4.682244320341565e-15,2.271407299624094e-06,0.002721775069525266,0.009861127491721718,0.0028779891267628394,1.9140456662982964e-07,2.600257703584692e-07,4.4578389392100105e-07,3.2642791299508794e-06,1.851360637564514e-14,0.0019108585743414655,1.224983859912686e-09,4.749815908625306e-09,2.6785934984501214e-08,0.00027957661457178736
0.0010880682076994804,0.1120699411018912,0.0,0.0,0.0,0.0,0.31838566377771066,0.6609554396067919,0.00019436820199888398,0.00044998868799132137,1.4952464421688325e-06,4.79976580431584e-07,4.73329306435525e-15,2.329691296871778e-06,0.002796389116417825,0.010324628762918947,0.002992740774161527,1.9433172926410905e-07,2.6788808037422876e-07,4.6235576130897617e-07,3.3838342297448537e-06,1.9191672218757882e-14,0.002025726979365637,1.2653949200701475e-09,4.8909855078128e-09,2.8516908707494503e-08,0.00030348287476446664
0.0011122560179150174,0.1120632049567744,0.0,0.0,0.0,0.0,0.31790660036467616,0.6605515235043015,0.0001965432490161729,0.00045938460101510413,1.5111455759615392e-06,4.903810752295661e-07,4.783623020236382e-15,2.388434749305051e-06,0.0028708210453685283,0.010800694127621425,0.0031089974751384595,1.9724588832197404e-07,2.758570080035369e-07,4.79162883013404e-07,3.5049282077827004e-06,1.9878465930214803e-14,0.002144753668307061,1.30631339857042e-09,5.033753547075119e-09,3.0321019646882225e-08,0.00032886225177871216
0.0011364438281305544,0.11205638632410146,0.0,0.0,0.0,0.0,0.3174176169425221,0.6601371340221869,0.00019869409296233086,0.0004688039949146383,1.526817082196247e-06,5.008349470703338e-07,4.833232418402858e-15,2.4476300548162137e-06,0.002945038645493674,0.011289447009171127,0.003226698451965723,2.0014733085434044e-07,2.8393161296615585e-07,4.962014981991767e-07,3.6275245267667417e-06,2.0573780286145396e-14,0.0022679911938239825,1.3477314262978012e-09,5.178094042852451e-09,3.219962700656351e-08,0.0003557703765272372
0.0011606316383460913,0.11204948870897055,0.0,0.0,0.0,0.0,0.31691870610430484,0.6597121754492785,0.00020082074206929842,0.0004782466180132577,1.5422603086852853e-06,5.113385734256945e-07,4.882119194279397e-15,2.5072694018004165e-06,0.0030190103756053245,0.011791008461061759,0.0033457814341046463,2.0303633487224045e-07,2.9211084392686466e-07,5.134677179276528e-07,3.751585535758321e-06,2.127740174658299e-14,0.0023954908265228438,1.3896407609163021e-09,5.323979703791939e-09,3.415405758674404e-08,0.00038426337398208085
0.0011848194485616283,0.11204251569878586,0.0,0.0,0.0,0.0,0.3164098631001166,0.6592765543875795,0.0002029231927950683,0.00048771214093616807,1.5574745224415403e-06,5.218922555863937e-07,4.930281027505303e-15,2.567344759410161e-06,0.003092705370080535,0.012305497036622712,0.0034661827174883204,2.059131693512194e-07,3.0039353467109426e-07,5.309575185187301e-07,3.877072436085256e-06,2.1989110262106128e-14,0.002527302515935598,1.4320327558258307e-09,5.4713818358506645e-09,3.618560229590717e-08,0.0004143978034862232
0.0012090072587771653,0.11203547096008305,0.0,0.0,0.0,0.0,0.315891085869482,0.6588301798574046,0.00020500143062759322,0.000497200153963166,1.5724589166514994e-06,5.324962156295797e-07,4.9777153640085044e-15,2.627847875820919e-06,0.003166093443910905,0.012833028656715864,0.0035878372264555765,2.0877809381225172e-07,3.087784026660461e-07,5.486667439613706e-07,4.003945303471636e-06,2.2708679399349587e-14,0.002663474851614227,1.4748983628832663e-09,5.620270354638496e-09,3.8295515337353286e-08,0.00044623059713144844
0.0012331950689927023,0.11202835823471552,0.0,0.0,0.0,0.0,0.31536237507368386,0.6583729634038096,0.00020705543145210342,0.0005067101644663356,1.5872126226085915e-06,5.431505932279075e-07,5.024419453781614e-15,2.688770268894482e-06,0.0032391450966604497,0.013373716475334842,0.003710678577743416,2.11631358313625e-07,3.1726404681259056e-07,5.665911115453856e-07,4.13216312470085e-06,2.3435876548941183e-14,0.002804055024424676,1.5182281008115964e-09,5.770613690251695e-09,4.0485013043913665e-08,0.0004798189962684311
0.0012573828792082392,0.11202118133677436,0.0,0.0,0.0,0.0,0.31482373412791553,0.6579048192046725,0.0002090851618317578,0.0005162415941528508,1.6017347127352896e-06,5.538554417092588e-07,5.0703903604474576e-15,2.750103214527807e-06,0.0033118315158790013,0.013927670743087404,0.003834639147393808,2.1447320270577785e-07,3.2584894252848153e-07,5.847262007385006e-07,4.261683741430951e-06,2.4170462606845923e-14,0.002949088787871516,1.5620120300755774e-09,5.922378705365569e-09,4.275526941196682e-08,0.000515220486050438
0.0012815706894237762,0.11201394414791828,0.0,0.0,0.0,0.0,0.31427516923374005,0.6574256641801975,0.00021109058078611542,0.000525793776662698,1.6160242158683463e-06,5.646107250883956e-07,5.115625009645927e-15,2.8118377358230663e-06,0.0033841245792244415,0.014494998668045996,0.003959650139145675,2.17303856852234e-07,3.3453144017846005e-07,6.030674537472811e-07,4.392463866227705e-06,2.4912192065298982e-14,0.0030986204194775177,1.6062397402146953e-09,6.075530662466766e-09,4.51074154204495e-08,0.0005524927281567434
0.0013057584996393132,0.1120066506148254,0.0,0.0,0.0,0.0,0.3137166894119402,0.6569354181037855,0.00021307163868002183,0.0005353659548857082,1.6300801087894037e-06,5.754163150056818e-07,5.1601201622244236e-15,2.8739645998390187e-06,0.003455996856060641,0.015075804274782596,0.004085641655904785,2.2012353909055612e-07,3.433097640700173e-07,6.216101866988317e-07,4.5244591407846855e-06,2.5660813343005178e-14,0.003252692682198775,1.6509003542170152e-09,6.230033234379526e-09,4.7542538995730285e-08,0.0005916934919160792
