Time (s),Volume (m^3),Ar,He,Ne,N2,methane(1),oxygen(2),CH3(5),HO2(7),CH3O2(12),H(6),CH3O2(19),OH(D)(9),CH2O(25),H2O(35),CC(14),O(T)(10),OO(11),CHO(34),CHO3(63),CHO3(75),CO2(114),COO(15),CH3O(17),C2H5(58),C2H4(166),CHO3(116),CHO2(70),C3H7(186),C2H5O(189),C2H3(183),C#C(234),C2H2(247),C3H5(249),S(250),C2H2O(255),C2H2O(276),C2H2O(282),S(407),S(416),S(492),S(435),CH2(T)(8),S(434),C3H6(211),C3H6(209),C3H6(813)
0.002795030831595351,0.11164202884045916,0.0,0.0,0.0,0.0,0.2587220784403935,0.599605223011529,0.00029864526335271897,0.0012016758347787571,2.092170931030482e-06,1.43266515262233e-06,6.680804806998683e-15,7.881858800536673e-06,0.006636840620348243,0.0842381277554279,0.011009285144362608,4.3800170659156704e-07,1.0938057421418546e-06,2.120603368491335e-06,1.4096999140622817e-05,7.995222410997566e-14,0.023717677260382212,5.206051025657761e-09,1.8268420892496974e-08,4.0223491987694795e-07,0.007907933606160173,1.8018613457644347e-13,1.780340898906983e-13,4.806873996776913e-09,3.853850360425818e-09,3.309122348673253e-08,0.0009841223463648975,6.526335323108564e-10,6.983636645104475e-10,3.221286760053948e-14,6.815523410384656e-13,7.267793099242704e-12,1.6742682362785853e-05,6.119364100363363e-12,1.97544507944579e-10,7.95644805089227e-11,8.885336691551638e-14,5.29281168593974e-07,4.235284078866062e-17,2.2093635009624717e-13,0.0002562771486937617,3.906251104905498e-11
0.002809472692670378,0.11164104881025319,0.0,0.0,0.0,0.0,0.2580360646777201,0.5988019022436988,0.00029896386290971034,0.001206350420200752,2.091615263623068e-06,1.4403130171838795e-06,6.6803387130854135e-15,7.929376404674712e-06,0.006648885768788492,0.08521719556248894,0.011041561296408448,4.3979900396287073e-07,1.0996883880901777e-06,2.1341926662640758e-06,1.4168471432034553e-05,8.03575851965679e-14,0.02402040734454651,5.2318979781072075e-09,1.835472333661494e-08,4.069432817597305e-07,0.008024566786690912,1.8358778294052678e-13,1.8117390146423909e-13,4.883763571564218e-09,3.9343014634161515e-09,3.383416153409622e-08,0.0010087807825863609,6.689860950227628e-10,7.168319613295284e-10,3.3148742590150215e-14,7.01332159452133e-13,7.478716925811146e-12,1.7173706701186404e-05,6.268546827799481e-12,2.0342013223492695e-10,8.19845849838269e-11,9.156069762581664e-14,5.3900155294439e-07,4.364108142465908e-17,2.278297234450808e-13,0.00026388268290669637,4.0221768819493556e-11
0.002823914553745405,0.11164013448293651,0.0,0.0,0.0,0.0,0.25734827947865263,0.5979947203883748,0.00029927182671016727,0.0012109466825057148,2.0909645637305836e-06,1.447897546395994e-06,6.67958565378302e-15,7.976602560412271e-06,0.0066605288056075275,0.08620111581331658,0.01107292500446234,4.415843080631011e-07,1.105471411099229e-06,2.1476565133119376e-06,1.4238771073969672e-05,8.075629551939526e-14,0.024324850209608777,5.2572586389118524e-09,1.843937528220119e-08,4.116461843775051e-07,0.008141664561943644,1.8702344768365143e-13,1.8434102407637445e-13,4.960945601942609e-09,4.015519396758845e-09,3.458649404399741e-08,0.0010338435727874214,6.85606810337115e-10,7.356116112021815e-10,3.410202667709143e-14,7.214799341032388e-13,7.693564485954238e-12,1.7611995879627727e-05,6.419913010828796e-12,2.0940814435875763e-10,8.445470235894295e-11,9.432428614478855e-14,5.488083553036408e-07,4.4955944322488535e-17,2.3488535218676334e-13,0.0002716699372704739,4.140872490851016e-11
0.0028383564148204317,0.11163928571604381,0.0,0.0,0.0,0.0,0.2566587748476217,0.5971837349246434,0.0002995691388148781,0.001215463361528072,2.0902191818423602e-06,1.4554169333323844e-06,6.678546338956533e-15,8.023526608508701e-06,0.006671769925734927,0.08718981646309035,0.011103377566381073,4.4335728906539336e-07,1.1111525872828481e-06,2.160991146408521e-06,1.4307876032241752e-05,8.114823010983274e-14,0.024630985594799926,5.282124035904458e-09,1.8522346892994768e-08,4.1634226448650316e-07,0.00825920467667272,1.9049269210459478e-13,1.8753497501439436e-13,5.038400211225389e-09,4.097485315666715e-09,3.5348125044045584e-08,0.001059311582835801,7.024962524653978e-10,7.547025729335185e-10,3.507270243573729e-14,7.419953318251851e-13,7.912332226920747e-12,1.8057568153129724e-05,6.573455903513401e-12,2.1550850371766555e-10,8.697499782506018e-11,9.714433222988237e-14,5.586995023201945e-07,4.629751741836242e-17,2.421049331681986e-13,0.00027964166326938566,4.2623798705478426e-11
0.0028527982758954585,0.11163850233959555,0.0,0.0,0.0,0.0,0.25596760331314167,0.5963690044669708,0.00029985578541450966,0.001219899224631569,2.089379493779943e-06,1.46286938647463e-06,6.6772215395738966e-15,8.070137911756173e-06,0.006682609413355084,0.08818322397042004,0.011132920628020564,4.4511761822450957e-07,1.116729733160714e-06,2.174192832363901e-06,1.4375764671422635e-05,8.153326626083885e-14,0.02493879278074326,5.306485388262981e-09,1.8603608976419956e-08,4.2103015202432353e-07,0.00837716462890282,1.9399505615060616e-13,1.9075525396519783e-13,5.116107241555904e-09,4.180179619893827e-09,3.6118951632063114e-08,0.0010851855300761137,7.196548971240645e-10,7.741046379020449e-10,3.6060740015301465e-14,7.62877758888793e-13,8.135013817427556e-12,1.8510439108521636e-05,6.7291677197260265e-12,2.2172109003528846e-10,8.954560553398979e-11,1.0002100105651843e-13,5.686728560710347e-07,4.766587212648286e-17,2.494901011121343e-13,0.00028780059326197416,4.3867406684572065e-11
0.0028672401369704854,0.11163778415624057,0.0,0.0,0.0,0.0,0.2552748179093547,0.5955505887454968,0.0003001317549046256,0.0012242530679529645,2.0884458974415055e-06,1.470253129002508e-06,6.675612093015332e-15,8.116425874377762e-06,0.006693047643073391,0.08918126332212784,0.011161556180034041,4.4686496753165027e-07,1.1222007060684556e-06,2.187257859273995e-06,1.444241578136358e-05,8.191128367737217e-14,0.02524825059491555,5.33033415842024e-09,1.868313314516052e-08,4.2570847025666107e-07,0.008495521684505621,1.9753005744962855e-13,1.9400133998472537e-13,5.194046353736731e-09,4.263581974308287e-09,3.689886378405747e-08,0.0011114659816820079,7.37083120441736e-10,7.938174442274385e-10,3.706609675471426e-14,7.841263528087225e-13,8.361600060286649e-12,1.897062163311915e-05,6.887039639770822e-12,2.2804570084143314e-10,9.216664321763475e-11,1.0295444085666239e-13,5.787262224162496e-07,4.9061071120289704e-17,2.57042472605244e-13,0.00029614943792773786,4.5139962015581093e-11
0.002881681998045512,0.11163713094151256,0.0,0.0,0.0,0.0,0.25458047215705076,0.5947285485850612,0.0003003970378456595,0.0012285237176961645,2.0874188148515243e-06,1.477566401941445e-06,6.673718885593458e-15,8.162379952743409e-06,0.006703085080940504,0.09018385805961071,0.011189286554306895,4.48599010085526e-07,1.1275634086559068e-06,2.200182547304666e-06,1.4507808607635399e-05,8.228216464903547e-14,0.025559337417585756,5.3536620301419835e-09,1.876089175295932e-08,4.3037583838589213e-07,0.008614252892048048,2.0109719389815436e-13,1.9727269374230465e-13,5.272196983459583e-09,4.34767140012533e-09,3.768774482588964e-08,0.0011381533531848464,7.547811979834821e-10,8.138404632879104e-10,3.808871730543424e-14,8.057399848435759e-13,8.592078919065217e-12,1.943812588601853e-05,7.0470618024613085e-12,2.3448205211740983e-10,9.483818490388214e-11,1.0594475013469336e-13,5.888573409757166e-07,5.0483153809856475e-17,2.647635615667506e-13,0.00030469088375051644,4.644187418032654e-11
0.002896123859120539,0.11163654244404146,0.0,0.0,0.0,0.0,0.2538846200437903,0.5939029458832153,0.00030065162714152575,0.0012327100312498243,2.086298695067169e-06,1.4848074675578405e-06,6.671542868011303e-15,8.207989650428043e-06,0.00671272228547607,0.09119093030680497,0.011216114420196337,4.503194212320512e-07,1.132815792040379e-06,2.2129632633769933e-06,1.4571922862225242e-05,8.26457941107431e-14,0.025872031188174088,5.376460897849647e-09,1.883685786547527e-08,4.350308729768354e-07,0.008733335098040857,2.0469593971911602e-13,2.0056876056011858e-13,5.350538312524497e-09,4.432426186191632e-09,3.848547127734645e-08,0.001165247907106243,7.727493038439684e-10,8.341729902850301e-10,3.912853351268605e-14,8.277172576951173e-13,8.826435493551097e-12,1.9912959272239667e-05,7.209223305208833e-12,2.410297774637341e-10,9.756026702051994e-11,1.0899198502566452e-13,5.990639079068911e-07,5.193213959091071e-17,2.7265479709782344e-13,0.00031342759037648426,4.777354856995744e-11
0.002910565720195566,0.11163601838594119,0.0,0.0,0.0,0.0,0.25318731600355376,0.5930738435870831,0.00030089551801424004,0.0012368108983032522,2.085086008438243e-06,1.4919746068098644e-06,6.6690850602205195e-15,8.253244539223859e-06,0.006721959908604337,0.09220240079962438,0.011242042780478145,4.520258779262089e-07,1.1379558547553909e-06,2.225596403998477e-06,1.463473875086795e-05,8.300205979773221e-14,0.026186309412068003,5.398722935029378e-09,1.8911005470496853e-08,4.396721867281459e-07,0.008852744962243546,2.083257464309829e-13,2.0388896510317769e-13,5.429049408858239e-09,4.517823902004809e-09,3.9291912455656375e-08,0.0011927497517452417,7.909875098431501e-10,8.548141675999242e-10,4.018546395447365e-14,8.500564956801704e-13,9.064651914949896e-12,2.039512641941236e-05,7.373512217847193e-12,2.4768842512938874e-10,1.003329159984241e-10,1.1209619254017516e-13,6.093435383790432e-07,5.3408042537148165e-17,2.8071760881329016e-13,0.00032236218815698405,4.9135386110416976e-11
0.0029250075812705927,0.11163555846282672,0.0,0.0,0.0,0.0,0.25248861489572083,0.5922413056687609,0.0003011287081067372,0.0012408252421363115,2.0837812502879796e-06,1.4990661219562318e-06,6.666346536610791e-15,8.298134278755813e-06,0.00673079869644792,0.0932181889169875,0.011267074966951998,4.537180587061234e-07,1.1429816472544484e-06,2.2380784024468154e-06,1.4696237013314963e-05,8.335085247395219e-14,0.026502149167946618,5.42044056923407e-09,1.8983309404505796e-08,4.4429839151564884e-07,0.008972458973670019,2.1198604846431648e-13,2.072327128142967e-13,5.507709170311374e-09,4.603841568795848e-09,4.010693118460563e-08,0.0012206588401784998,8.094957848632444e-10,8.757629677371189e-10,4.1259414195688854e-14,8.727557498129076e-13,9.306707400080466e-12,2.08846291571502e-05,7.539915576956114e-12,2.544574594672257e-10,1.0315610836024117e-10,1.1525736259012924e-13,6.196938447502695e-07,5.4910850156448154e-17,2.889533002681779e-13,0.0003314972753089062,5.0527782829625757e-11
0.0029394494423456196,0.11163516234466787,0.0,0.0,0.0,0.0,0.2517885719838061,0.5914053971000733,0.00030135119727773944,0.0012447520206176031,2.08238494217244e-06,1.5060803431949256e-06,6.6633284241161835e-15,8.342648600495507e-06,0.006739239489970792,0.09423821271324373,0.0112912146357122,4.5539564548673556e-07,1.1478912766935082e-06,2.2504057598342304e-06,1.4756398918929847e-05,8.369206590708382e-14,0.026819527115495886,5.4416064491972794e-09,1.905374525582632e-08,4.4890810156392966e-07,0.009092453465994434,2.1567625655195877e-13,2.1059939753846997e-13,5.586496267130148e-09,4.690455511739085e-09,4.093038382623546e-08,0.0012489749693790797,8.282739942643388e-10,8.970181809051507e-10,4.235027682349972e-14,8.958127989717404e-13,9.552578263818148e-12,2.1381466499715753e-05,7.708419386423861e-12,2.6133626107150907e-10,1.0602978225122305e-10,1.1847544183112852e-13,6.301122860543664e-07,5.644052952860764e-17,2.973630888001748e-13,0.0003408354158057309,5.1951129536026935e-11
0.002950230946476631,0.11163490800978551,0.0,0.0,0.0,0.0,0.2512651166342101,0.5907791953214572,0.00030151032075562503,0.001247625849476133,2.0812831744766915e-06,1.511265402337999e-06,6.6608937197811244e-15,8.37562973266941e-06,0.006745282012956841,0.09500241849347885,0.011308656488169212,4.5663833751139487e-07,1.151479706385045e-06,2.259505806679341e-06,1.4800430415740464e-05,8.394179434938582e-14,0.027057452788308914,5.457043824018652e-09,1.9105096971304733e-08,4.5233787768184703e-07,0.00918220344783987,2.1845029537857185e-13,2.1312736037679285e-13,5.645384674790043e-09,4.7554909297413885e-09,4.1550537040748545e-08,0.0012703794001016012,8.424686209169134e-10,9.130851170537945e-10,4.317560930890475e-14,9.132577057105845e-13,9.738603555179287e-12,2.175715763905058e-05,7.83557556566773e-12,2.665427408376672e-10,1.0820797792772249e-10,1.2091494767414237e-13,6.379331084211526e-07,5.760000036475179e-17,3.037555981020744e-13,0.00034794064870816274,5.303412993276794e-11
0.002961012450607642,0.11163468888000277,0.0,0.0,0.0,0.0,0.25074096774411103,0.5901511794925992,0.00030166348370937033,0.0012504499083293892,2.0801309216178526e-06,1.5164057880133207e-06,6.658304391343192e-15,8.408391771295396e-06,0.006751103666502126,0.09576890349307078,0.011325604891314076,4.5787258959248327e-07,1.1550016241973397e-06,2.268516311231994e-06,1.4843699636458943e-05,8.418719948828587e-14,0.02729621248437735,5.472166940181113e-09,1.9155385130041635e-08,4.557571115058922e-07,0.009272086536969478,2.2124040040440878e-13,2.1566748962068737e-13,5.7043232089345074e-09,4.8208347806222445e-09,4.2175241667784635e-08,0.0012920102825008184,8.568134219453681e-10,9.29321442574412e-10,4.401024528234915e-14,9.308994879654653e-13,9.926728245853862e-12,2.2136931883994358e-05,7.96388743249704e-12,2.7180967981401985e-10,1.104142217863475e-10,1.2338609085667414e-13,6.457894483460674e-07,5.877440149493761e-17,3.1024627403637617e-13,0.0003551614949561516,5.4134752455264804e-11
0.0029707158043255524,0.11163452162781928,0.0,0.0,0.0,0.0,0.2502686600968348,0.5895844374290306,0.00030179623639352466,0.0012529486820983702,2.0790509315905316e-06,1.5209933886604228e-06,6.6558422358653434e-15,8.437686848585083e-06,0.006756154686397987,0.09646065941386035,0.011340438094770765,4.589760933346386e-07,1.158113883885299e-06,2.276548050636476e-06,1.4881984275937332e-05,8.440433415220299e-14,0.027511800912428247,5.485506770176583e-09,1.9199727555975574e-08,4.588249345639012e-07,0.00935308687193578,2.2376501282042065e-13,2.179637847831763e-13,5.757403297604892e-09,4.879899333083682e-09,4.274131222156703e-08,0.0013116714823912415,8.698520023980935e-10,9.440783934837247e-10,4.476932343062601e-14,9.469444095162738e-13,1.0097824672509223e-11,2.2482216881961584e-05,8.08035050556494e-12,2.7660132841258797e-10,1.1242376265354593e-10,1.2563710760267409e-13,6.528896380019262e-07,5.984409608316079e-17,3.1617213787728516e-13,0.00036175995262330177,5.514050868942842e-11
0.0029804191580434626,0.11163438263247323,0.0,0.0,0.0,0.0,0.24979582674825676,0.589016269375646,0.0003019241657914055,0.001255406543989003,2.077930428860035e-06,1.5255437846745468e-06,6.6532556815635755e-15,8.466798084934365e-06,0.006761027522043132,0.0971542066571336,0.011354874539405547,4.600725626970879e-07,1.1611711667505652e-06,2.2845051205591636e-06,1.4919640584596526e-05,8.46179051928038e-14,0.027728049193637132,5.498587878770716e-09,1.9243194656482756e-08,4.618833359935373e-07,0.009434179637157257,2.2630222329838202e-13,2.2026951483272279e-13,5.8105101292530795e-09,4.93919742268886e-09,4.3310965018848106e-08,0.0013315156810184809,8.83011940844257e-10,9.58971457534708e-10,4.553584354134288e-14,9.631468514266394e-13,1.0270600831318993e-11,2.28308031996692e-05,8.197738813610522e-12,2.8144139025398596e-10,1.1445591816220888e-10,1.2791364411943229e-13,6.60016932586321e-07,6.092582864799327e-17,3.22178145582501e-13,0.0003684536238012232,5.6160777646654705e-11
0.002990122511761373,0.11163427176392574,0.0,0.0,0.0,0.0,0.24932248488364986,0.5884466961710769,0.00030204727502677523,0.0012578232228798053,2.0767695993830517e-06,1.5300565008508452e-06,6.650545160439316e-15,8.495722492131244e-06,0.0067657225453948994,0.09784951886446333,0.011368915712678933,4.6116190522203006e-07,1.1641729684800216e-06,2.2923865179575826e-06,1.4956663591779193e-05,8.48278844185941e-14,0.027944949765430226,5.511408410229451e-09,1.928578026766268e-08,4.6493189710522523e-07,0.009515357514601018,2.2885182527088234e-13,2.225844735146314e-13,5.863637167327963e-09,4.998721051695662e-09,4.388414799900966e-08,0.0013515426256635258,8.96293069689965e-10,9.74000074514578e-10,4.6309756676092715e-14,9.79505796718989e-13,1.0445045877653716e-11,2.3182687086390735e-05,8.316046893583529e-12,2.8632957178941193e-10,1.1651064734243986e-10,1.3021566112465175e-13,6.671705250051826e-07,6.201957738212248e-17,3.2826462932392817e-13,0.0003752432364519793,5.71956702850814e-11
0.002999825865479283,0.1116341888862447,0.0,0.0,0.0,0.0,0.24884865174573353,0.587875738826866,0.0003021655677211703,0.0012601984557541908,2.075568636475087e-06,1.5345310691905778e-06,6.647711102028504e-15,8.52445712487051e-06,0.006770240148190813,0.09854656944700481,0.011382563162246844,4.6224402856721396e-07,1.16711880007545e-06,2.3001912553842406e-06,1.4993048477609532e-05,8.503424449324924e-14,0.028162494989549352,5.523966540331457e-09,1.9327478339726514e-08,4.6797020283958294e-07,0.00959661317232438,2.314136149700177e-13,2.249084523805608e-13,5.916777803274307e-09,5.058462301589602e-09,4.446080859552545e-08,0.0013717520313639461,9.096951999586909e-10,9.891636374893265e-10,4.709101154907437e-14,9.96020178786651e-13,1.0621148437659695e-11,2.3537864207802314e-05,8.435269077043253e-12,2.912655641163665e-10,1.1858787595334928e-10,1.3254307990221985e-13,6.743496026187198e-07,6.312530276867944e-17,3.3443182328937637e-13,0.0003821295088272081,5.824529608275975e-11
0.0030095292191971933,0.11163413385957913,0.0,0.0,0.0,0.0,0.24837434463527552,0.5873034185282203,0.0003022790479703995,0.0012625319876832053,2.0743277401687603e-06,1.538967030949114e-06,6.6447539421829365e-15,8.552999068765006e-06,0.00677458074197886,0.09924533158448404,0.011395818496230076,4.6331884125454724e-07,1.1700081879067447e-06,2.3079183728835664e-06,1.5028790561338634e-05,8.523695886951308e-14,0.028380677151824903,5.536260481336035e-09,1.9368282953554698e-08,4.709978423315566e-07,0.009677939264140423,2.3398738649297874e-13,2.2724124363719742e-13,5.9699253658094945e-09,5.118413199949994e-09,4.504089349584786e-08,0.001392143580974141,9.232181213312245e-10,1.0044614945592347e-09,4.78795543654282e-14,1.0126888782950604e-12,1.0798896575214739e-11,2.3896329647208283e-05,8.555399492422905e-12,2.9624904199852854e-10,1.2068750815537666e-10,1.3489579635190788e-13,6.815533436804675e-07,6.424295379420496e-17,3.4067989977514557e-13,0.000389113149344322,5.93097630187824e-11
0.0030192325729151035,0.11163410653835623,0.0,0.0,0.0,0.0,0.24789958090351724,0.5867297566245606,0.0003023877205290592,0.0012648235720292323,2.0730471113027217e-06,1.543363932272716e-06,6.641674158619135e-15,8.581345413542864e-06,0.0067787447581554895,0.0999457782375836,0.011408683381293859,4.643862538950741e-07,1.1728406680355184e-06,2.3155669189191213e-06,1.5063885269617862e-05,8.543600160925489e-14,0.028599488465292214,5.5482885651545655e-09,1.9408188573461572e-08,4.740144020108134e-07,0.009759328434625713,2.3657291830143045e-13,2.2958263438651674e-13,6.0230732891452825e-09,5.178565338721389e-09,4.5624346741390525e-08,0.001412716925133355,9.368616021244365e-10,1.0198929823646897e-09,4.867532801601903e-14,1.0295107068996475e-12,1.0978277618302397e-11,2.4258077904708303e-05,8.676432078558446e-12,3.0127965894260314e-10,1.2280948776196387e-10,1.372737547062965e-13,6.887809181214759e-07,6.53725005514229e-17,3.470091579684315e-13,0.00039619485598660543,6.038917748183412e-11
0.0030289359266330138,0.11163410677330009,0.0,0.0,0.0,0.0,0.2474243779524735,0.5861547746297632,0.0003024915907507912,0.0012670729704519928,2.0717269530507994e-06,1.5477213201672063e-06,6.638472244321061e-15,8.609493279613525e-06,0.006782732647988121,0.10064788214749225,0.01142115954278357,4.654461775657224e-07,1.1756157871603563e-06,2.3231359263088934e-06,1.509832816582821e-05,8.56313475498155e-14,0.028818921070109776,5.560049219702351e-09,1.9447189971698124e-08,4.770194651029475e-07,0.009840773318951073,2.391699851001026e-13,2.319324010176228e-13,6.076215071477505e-09,5.238910204166498e-09,4.621111042592508e-08,0.0014334716823142153,9.506253893234889e-10,1.0354574178949066e-09,4.9478272587577987e-14,1.0464844172575448e-12,1.1159278265772693e-11,2.462310289843475e-05,8.798360584517097e-12,3.063570502892066e-10,1.2495376408154416e-10,1.3967690640846262e-13,6.960314884436444e-07,6.651391605762141e-17,3.534199184199116e-13,0.0004033753162292608,6.148364425892464e-11
0.003038639280350924,0.11163413440968574,0.0,0.0,0.0,0.0,0.2469487532309909,0.5855784942167054,0.0003025906643321635,0.0012692799530484404,2.0703674835563736e-06,1.552038758019688e-06,6.635148656332265e-15,8.637439861067956e-06,0.006786544882591017,0.10135161584282294,0.01143324876363112,4.6649852249767933e-07,1.1783331157092005e-06,2.3306244819568808e-06,1.51321149904379e-05,8.582297253290332e-14,0.029038967035285565,5.571540807963866e-09,1.9485281745431076e-08,4.800126295450629e-07,0.009922266545699108,2.4177837889469255e-13,2.3429032895792967e-13,6.129343942839779e-09,5.299439776601277e-09,4.680112864692905e-08,0.001454407438920703,9.645092086468328e-10,1.0511540299714284e-09,5.028832670493998e-14,1.0636087303424585e-12,1.1341884878616706e-11,2.4991397965420416e-05,8.921178545453362e-12,3.1148084141106524e-10,1.2712018709114236e-10,1.4210508396089039e-13,7.033042104719058e-07,6.766712045819542e-17,3.599121992090992e-13,0.00041065520660066984,6.259326646853397e-11
0.0030483426340688342,0.11163418928849882,0.0,0.0,0.0,0.0,0.24647272422917052,0.5850009372101649,0.00030268494760001707,0.001271444298544218,2.068968918683498e-06,1.5563158142430834e-06,6.6317039061665306e-15,8.66518235270584e-06,0.0067901819528612935,0.10205695164895523,0.011444952882872563,4.675432017887656e-07,1.1809922331999429e-06,2.338031685746352e-06,1.516524160917627e-05,8.601085311065011e-14,0.029259618361110764,5.582761844541465e-09,1.9522458973307208e-08,4.829934895616408e-07,0.010003800740484983,2.443978696767738e-13,2.366561982929737e-13,6.182453307815725e-09,5.360145428170022e-09,4.739434222152479e-08,0.0014755237493505765,9.785127645875493e-10,1.0669820488047282e-09,5.1105425391060886e-14,1.0808822924196052e-12,1.1526083021164959e-11,2.536295586207556e-05,9.044879318163233e-12,3.1665063464381967e-10,1.293086711404367e-10,1.4455819794296003e-13,7.105982331904569e-07,6.883206816243114e-17,3.6648622112359807e-13,0.00041803519224065794,6.371814549325287e-11
0.0030580459877867444,0.1116342712462255,0.0,0.0,0.0,0.0,0.24599630847436396,0.5844221255816865,0.0003027744475589111,0.0012735657943206914,2.0675314760597746e-06,1.5605520591109465e-06,6.6281385318116135e-15,8.6927179670231e-06,0.00679364436949997,0.10276386169475973,0.011456273794670216,4.685801301288071e-07,1.1835927295267132e-06,2.3453566276407698e-06,1.5197704014746196e-05,8.619496655532541e-14,0.02948086698088824,5.59371095411362e-09,1.9558717086183722e-08,4.859616353038187e-07,0.010085368528498674,2.4702821752755634e-13,2.390297793724282e-13,6.2355366649073836e-09,5.421018265881952e-09,4.799068950221277e-08,0.0014968201360650599,9.92635740459585e-10,1.0829406895827616e-09,5.1929500707225995e-14,1.09830368781305e-12,1.1711857597233063e-11,2.5737768766032584e-05,9.169456076494752e-12,3.2186601318559724e-10,1.3151914984361185e-10,1.4703618271213434e-13,7.179126991910434e-07,7.000872383345282e-17,3.731422681763318e-13,0.000425515926550827,6.485838092649327e-11
0.0030677493415046547,0.11163438011525542,0.0,0.0,0.0,0.0,0.24551952353118445,0.5838420814491007,0.00030285917164617936,0.0012756442364995665,2.066055387410958e-06,1.564747073589616e-06,6.624453029656617e-15,8.720043996826821e-06,0.006796932662960192,0.10347231791295443,0.011467213448193202,4.6960922054633494e-07,1.1861342162247964e-06,2.3525984158332047e-06,1.5229498368621934e-05,8.637529109640326e-14,0.02970270476104681,5.604386713795041e-09,1.9594051389852585e-08,4.889166675707385e-07,0.010166962534655035,2.4966920465274274e-13,2.4141084354932117e-13,6.288587285786539e-09,5.482050023695514e-09,4.859011059153427e-08,0.0015182960896655466,1.006877798448659e-09,1.0990290873520455e-09,5.2760483382684947e-14,1.115871471477721e-12,1.1899193197456303e-11,2.611582827668311e-05,9.294901789673313e-12,3.271265510241267e-10,1.3375145513195573e-10,1.4953885083429268e-13,7.252467449947111e-07,7.119699801069819e-17,3.798803141826479e-13,0.0004330980511395724,6.601407056412867e-11
0.003077452695222565,0.11163451572309226,0.0,0.0,0.0,0.0,0.24504238699628067,0.5832608270697609,0.000302939127846642,0.0012776794300205926,2.0645408827084615e-06,1.5689004506095229e-06,6.620647955088334e-15,8.74715774597112e-06,0.006800047383412616,0.10418229204906816,0.011477773846284152,4.7063038920949344e-07,1.1886163175504996e-06,2.3597562086019383e-06,1.526062097860608e-05,8.655180579326514e-14,0.02992512350343526,5.614787840878197e-09,1.9628457641273592e-08,4.918581897653102e-07,0.010248575386938583,2.523205900532324e-13,2.4379916556041565e-13,6.341598592787635e-09,5.54323179530853e-09,4.919254303508143e-08,0.0015399510690393484,1.0212385797088553e-09,1.1152463723011309e-09,5.359830052985364e-14,1.1335841235035219e-12,1.2088073614140194e-11,2.649712541790041e-05,9.421209252544485e-12,3.324317990185976e-10,1.360054853899976e-10,1.52066095455328e-13,7.325995016199841e-07,7.239683660499987e-17,3.8670054155887284e-13,0.00044078219534314614,6.718531033146432e-11
0.003087156048940475,0.11163467789312255,0.0,0.0,0.0,0.0,0.24456491649252743,0.5826783848329108,0.00030301432481203105,0.0012796711886989731,2.0629881944038066e-06,1.5730117872305584e-06,6.616723887654284e-15,8.774056538188e-06,0.006802989100699615,0.10489375567143691,0.011487957043953704,4.7164355436858653e-07,1.1910386697776195e-06,2.366829167073176e-06,1.5291068290912896e-05,8.672449049030273e-14,0.030148114947948484,5.624913153679628e-09,1.9661931923663087e-08,4.947858031947425e-07,0.010330199720076512,2.549821225153567e-13,2.461945130507051e-13,6.394564087976332e-09,5.604554411396534e-09,4.979792215581722e-08,0.0015617845015272725,1.035717704473775e-09,1.1315916555113422e-09,5.444287641835695e-14,1.1514400646301478e-12,1.227848200670409e-11,2.6881650641299754e-05,9.548371082492244e-12,3.3778128961322384e-10,1.3828115254489376e-10,1.546178266042105e-13,7.39970094667867e-07,7.360819273547968e-17,3.9360317769912843e-13,0.00044856897572295056,6.837219420662197e-11
0.0030968594026583854,0.11163486644509586,0.0,0.0,0.0,0.0,0.24408712966932006,0.582094777259671,0.0003030847717394517,0.001281619335349375,2.0613975662493463e-06,1.5770806822099908e-06,6.612681368323652e-15,8.800737763838389e-06,0.006805758404293081,0.10560668017092349,0.01149776514835873,4.7264863308476603e-07,1.193400926125058e-06,2.373816424649579e-06,1.5320836913923785e-05,8.689332595165467e-14,0.030371670772522667,5.634761461286885e-09,1.969447030663899e-08,4.976991107380541e-07,0.010411828175408037,2.576535696850915e-13,2.485966426801761e-13,6.4474771343772595e-09,5.666009250430567e-09,5.040618359340939e-08,0.001583795782957484,1.0503147720790372e-09,1.148063985657319e-09,5.529413390904657e-14,1.169437684672976e-12,1.2470401204803194e-11,2.7269393826262274e-05,9.67637970530685e-12,3.4317454556299205e-10,1.4057828090072693e-10,1.5719384941585593e-13,7.473576446428971e-07,7.483097288124841e-17,4.005881826466375e-13,0.000456458996097734,6.957481422546473e-11
