Time (s),Volume (m^3),Ar,He,Ne,N2,methane(1),oxygen(2),CH3(5),HO2(7),CH3O2(12),H(6),CH3O2(19),OH(D)(9),CH2O(25),H2O(35),CC(14),O(T)(10),OO(11),CHO(34),CHO3(63),CHO3(75),CO2(114),COO(15),CH3O(17),C2H5(58),C2H4(166),CHO3(116),CHO2(70),C3H7(186),C2H5O(189),C2H3(183),C#C(234),C2H2(247),C3H5(249),S(250),C2H2O(255),C2H2O(276),C2H2O(282),S(407),S(416),S(492),S(435),CH2(T)(8),S(434),C3H6(211),C3H6(209),C3H6(813),C3H7(212),S(491),S(144),CH2O(26),CHO4(125),C2H4O(223),C2H4O(64),S(1075),C2H3O(404),S(413)
0.004616228585201161,0.111754287831108,0.0,0.0,0.0,0.0,0.1625312197311036,0.463111719441649,0.0002941480775040461,0.0013728811838851346,1.5899793586269648e-06,2.140804941154118e-06,5.3599540582188325e-15,1.3050678097235442e-05,0.006345829542446411,0.24347779890003984,0.009605760910741976,6.396255600523824e-07,1.2725478058196147e-06,3.4010281269851085e-06,1.7446401749978173e-05,9.894875934413495e-14,0.07981981999426593,5.849350785353645e-09,2.0308286593246402e-08,7.708158887732812e-07,0.01725438324732375,1.003062196178711e-12,8.66482046390467e-13,1.1101216542555983e-08,9.594999616704683e-09,1.643376790944672e-07,0.0065506780350379585,4.344167358363446e-09,4.961250251371783e-09,2.4472351345772995e-13,5.171945734979858e-12,5.5151496460467913e-11,7.724077894905932e-05,1.940574222653443e-11,1.866747340804745e-09,9.916792150242953e-10,1.1278204357321266e-12,2.6192507177124685e-06,5.278629208524058e-16,2.8719640976849704e-12,0.0037252602337057234,5.678151176053661e-10,1.987981693564161e-08,2.1603175098296457e-08,1.2160974024391718e-14,1.6038655339001297e-10,2.938814891803885e-12,0.00039792237159610636,0.0010168376914578112,9.407828079512104e-14,1.8227236098494337e-07,2.577282106494051e-08
0.00463184144583192,0.11175657080831895,0.0,0.0,0.0,0.0,0.1618391970689088,0.4619848498575697,0.00029363190869743434,0.001368502660644676,1.5832949090924435e-06,2.139218817647103e-06,5.338645394264535e-15,1.3049812454858554e-05,0.006329021611680342,0.2447542549705603,0.00957551510185196,6.396847952250256e-07,1.2658441498019574e-06,3.3973217010266675e-06,1.7384635786485713e-05,9.859845012770775e-14,0.08031809799821937,5.820333700465445e-09,2.0209478690389006e-08,7.696766209387583e-07,0.01727293039536333,1.0092362885958325e-12,8.71144993339633e-13,1.1106243430067958e-08,9.604545497950236e-09,1.6501629749591587e-07,0.006603557221108874,4.3792348786655325e-09,4.9946444083733824e-09,2.459071810532228e-13,5.197277605178962e-12,5.5421625077507646e-11,7.784371373647451e-05,1.9509235367819792e-11,1.87392986132411e-09,9.983862885717926e-10,1.1356316543461152e-12,2.626487166754657e-06,5.31433063773506e-16,2.8953242611986307e-12,0.003763845608853459,5.736964144105225e-10,2.0058726418023316e-08,2.1718389236241345e-08,1.2225830979845309e-14,1.6124183758508253e-10,2.9476690708359554e-12,0.00039922360678354136,0.0010214407383607362,9.433639450238402e-14,1.832454109880675e-07,2.5849199506905202e-08
0.0046474543064626795,0.11175885277524766,0.0,0.0,0.0,0.0,0.16115068622634215,0.4608613879441413,0.0002931135049589876,0.0013640981715058167,1.5766239626997146e-06,2.1375666853941573e-06,5.317341942293649e-15,1.3048472962815936e-05,0.006312180289295632,0.24602602054056216,0.009545333437689029,6.397262314089216e-07,1.2591169086840815e-06,3.3934859078175465e-06,1.7322432464287726e-05,9.824566038957416e-14,0.08081541781796228,5.79122914631595e-09,2.011037215910856e-08,7.684949339441839e-07,0.017290568439201136,1.0153604020232675e-12,8.757625540739738e-13,1.1110554183940867e-08,9.613233815964854e-09,1.656824708523138e-07,0.0066562692399623835,4.414191539853156e-09,5.027732453963235e-09,2.470672944225005e-13,5.222116317069045e-12,5.568649485771097e-11,7.844335532367242e-05,1.9611308999179757e-11,1.8809036468588365e-09,1.00501288510731e-09,1.1433532738422467e-12,2.6335174184049065e-06,5.349603696420428e-16,2.918518782109347e-12,0.0038023474816823092,5.795649835515023e-10,2.0236259369402066e-08,2.183202311640259e-08,1.2289798368207541e-14,1.6208539033002048e-10,2.9563145760818967e-12,0.00040048980551833185,0.0010259609519145463,9.458464591651438e-14,1.842013266434446e-07,2.5922687187295435e-08
0.004663067167093439,0.11176113358926754,0.0,0.0,0.0,0.0,0.16046569079324194,0.45974136658617354,0.0002925929728407247,0.0013596691520898659,1.5699672261395577e-06,2.1358502397386735e-06,5.29604670377e-15,1.3046669508196802e-05,0.0062953088031424175,0.2472930638841716,0.009515219638316242,6.397501653935861e-07,1.252368378330191e-06,3.389524255562027e-06,1.7259815533733158e-05,9.789052483159356e-14,0.08131175913345313,5.762046310590956e-09,2.0010997946336333e-08,7.672719918236276e-07,0.017307311633977467,1.021434350768578e-12,8.803347485536561e-13,1.1114161096845028e-08,9.621078853476986e-09,1.6633628483236886e-07,0.006708810801011763,4.449035159730875e-09,5.060512576416153e-09,2.4820394370077523e-13,5.246463667256981e-12,5.594612495935283e-11,7.90396648133393e-05,1.971196429721777e-11,1.8876700170766317e-09,1.0115586724281294e-09,1.150984850896835e-12,2.640343244108e-06,5.384446616200919e-16,2.9415456423775065e-12,0.0038407602461788437,5.854199705430868e-10,2.041238775647318e-08,2.1944078048162217e-08,1.2352876926562335e-14,1.6291722135075408e-10,2.9647531111121873e-12,0.0004017212399483491,0.0010303985050170697,9.482311775041369e-14,1.8514011551595648e-07,2.5993307328540967e-08
0.004678680027724198,0.11176341311583436,0.0,0.0,0.0,0.0,0.1597842135110339,0.45862481724792503,0.0002920704159976916,0.0013552170099007238,1.5633253853358399e-06,2.134071164625271e-06,5.274762618046974e-15,1.3044412360933466e-05,0.00627841030556332,0.24855535501768172,0.009485177263705392,6.397569617484165e-07,1.2456008004209528e-06,3.3854403122713258e-06,1.719680835554346e-05,9.753317594584545e-14,0.0818071022161707,5.7327941630071534e-09,1.9911386269337312e-08,7.660089494749574e-07,0.01732317422086027,1.027458071007208e-12,8.848616229919493e-13,1.111707639962488e-08,9.62809545564949e-09,1.6697783274596543e-07,0.006761178738465429,4.483763638862787e-09,5.092983101781889e-09,2.4931722943309694e-13,5.270321695310429e-12,5.62005371315417e-11,7.963260542091155e-05,1.9811202992332275e-11,1.894230386277628e-09,1.018023374783793e-09,1.1585260067817744e-12,2.6469664795416203e-06,5.418857929253441e-16,2.9644029418187163e-12,0.003879078408740959,5.91260538034122e-10,2.0587084969276674e-08,2.2054555957384008e-08,1.2415067739026816e-14,1.6373734494970735e-10,2.97298643378434e-12,0.00040291819330077376,0.001034753605805406,9.505189496754315e-14,1.8606179373874048e-07,2.6061084443618625e-08
0.004694292888354957,0.11176569122704022,0.0,0.0,0.0,0.0,0.15910625629625957,0.45751176999451765,0.00029154593546253126,0.0013507431260110815,1.5566991002531572e-06,2.1322311209838977e-06,5.253492545604318e-15,1.3041711682978235e-05,0.006261487873031993,0.2498128656660879,0.009455209716960416,6.397469812590815e-07,1.2388163651410148e-06,3.381237593073565e-06,1.7133433886813502e-05,9.717374393521214e-14,0.08230142792383262,5.7034814441111774e-09,1.981156657789538e-08,7.647069486681438e-07,0.017338170415456634,1.0334315080525261e-12,8.893432323442964e-13,1.1119312256797616e-08,9.634298462497781e-09,1.676072100142174e-07,0.006813370010660004,4.518374960130219e-09,5.125142496870174e-09,2.504072618416148e-13,5.293692643104289e-12,5.644975528070702e-11,8.022214250201884e-05,1.990902738028067e-11,1.9005862499463156e-09,1.0244067606646626e-09,1.1659764131555865e-12,2.6533890124941334e-06,5.4528364032410675e-16,2.9870888884854133e-12,0.0039172965889275975,5.970858659217944e-10,2.076032526293055e-08,2.2163459399233815e-08,1.2476372243968157e-14,1.6454578010094714e-10,2.981016350768357e-12,0.000404080959927722,0.0010390264964916926,9.527106560223747e-14,1.8696638816237774e-07,2.612604400661567e-08
0.004709905748985717,0.11176796780331683,0.0,0.0,0.0,0.0,0.15843182025954852,0.45640225351891245,0.0002910196320664815,0.0013462488530302321,1.5500890143838115e-06,2.1303317488627333e-06,5.232239296108973e-15,1.3038577151473057e-05,0.006244544507281685,0.2510655692292942,0.009425320248679477,6.39720510609111e-07,1.2320172083086063e-06,3.3769194883920964e-06,1.706971452797485e-05,9.681235584540646e-14,0.08279471769353257,5.674116686131058e-09,1.971156762413734e-08,7.633671170885052e-07,0.017352314399737157,1.0393545396517583e-12,8.937796472221526e-13,1.112088087028886e-08,9.639702318794827e-09,1.6822451284142738e-07,0.006865381696698522,4.552867186502311e-09,5.156989396273532e-09,2.5147416041041325e-13,5.316578923164043e-12,5.669380513302568e-11,8.08082434412422e-05,2.000544027752114e-11,1.9067391768569933e-09,1.0307086369341018e-09,1.1733357852849417e-12,2.6596127698532688e-06,5.486381010015583e-16,3.0096017931738906e-12,0.003955409520720115,6.028951515438902e-10,2.093208402206032e-08,2.2270791508688562e-08,1.2536792206143874e-14,1.6534255008283971e-10,2.9888447142557412e-12,0.0004052098439185503,0.0010432174523361253,9.54807218193462e-14,1.878539323251942e-07,2.6188212307124142e-08
0.004725518609616476,0.11177024273181264,0.0,0.0,0.0,0.0,0.15776090572717227,0.45529629516720244,0.0002904916048525584,0.0013417355143582185,1.5434957506496668e-06,2.128374672937922e-06,5.21100561437194e-15,1.3035018634621532e-05,0.006227583136476123,0.2523134407472013,0.009395511961651365,6.39677874528209e-07,1.2252054118839254e-06,3.37248940241957e-06,1.700567221165433e-05,9.64491360689664e-14,0.08328695353450187,5.6447082009525356e-09,1.9611417422098444e-08,7.619905700720401e-07,0.01736562031343875,1.0452271296595816e-12,8.981709614372194e-13,1.1121794418217048e-08,9.644321801417884e-09,1.6882984327594308e-07,0.0069172109941707405,4.587238459524225e-09,5.188522621328903e-09,2.525180525973331e-13,5.338983131124594e-12,5.693271436727791e-11,8.139087756600733e-05,2.0100445003329704e-11,1.9126908146689916e-09,1.0369288585953594e-09,1.18060389358185e-12,2.665639728672509e-06,5.519490977713919e-16,3.0319400747561075e-12,0.0039934120533017346,6.086876097976039e-10,2.110233800082579e-08,2.2376555980427613e-08,1.2596329705382143e-14,1.661276823287265e-10,2.996473410343261e-12,0.0004063051583331257,0.0010473267804346892,9.568095870734943e-14,1.8872446781409138e-07,2.6247616801105816e-08
0.0047395701841841595,0.11177228867024287,0.0,0.0,0.0,0.0,0.15716009318972088,0.4543039963778301,0.0002900149852570012,0.0013376582805252363,1.537576691497713e-06,2.1265652947034297e-06,5.191914238616194e-15,1.3031461811865305e-05,0.006212304869200184,0.2534323743817844,0.009368756361076641,6.396259990097965e-07,1.2190656667271145e-06,3.3684094059932697e-06,1.6947775829690695e-05,9.612077331007346e-14,0.08372905026961006,5.6182098670109545e-09,1.9521175472508088e-08,7.607211976326149e-07,0.017376890730026535,1.0504693748860865e-12,9.02084671541393e-13,1.1122066477889662e-08,9.647821186852157e-09,1.6936449228601117e-07,0.0069636991988310006,4.618067717350213e-09,5.216633429809349e-09,2.5343799781740346e-13,5.358737064368987e-12,5.714336216491876e-11,8.191226043170151e-05,2.018474841710653e-11,1.9178766094425233e-09,1.0424571628063673e-09,1.1870670157813895e-12,2.67089740385893e-06,5.548917903236668e-16,3.0518940046430344e-12,0.004027515777058264,6.138858000998924e-10,2.125426161500369e-08,2.2470407177859587e-08,1.2649160920876178e-14,1.6682437709597755e-10,3.003170117644627e-12,0.00040726250562927486,0.0010509556625802829,9.585319799006355e-14,1.8949345055906436e-07,2.629874122671881e-08
0.004753621758751843,0.11177433311525944,0.0,0.0,0.0,0.0,0.15656213189627421,0.45331461882700635,0.00028953711576251663,0.001333567580067523,1.5316721659291073e-06,2.1247116308089912e-06,5.172842776236422e-15,1.3027576629930048e-05,0.006197016361208049,0.25454735919129756,0.009342070973860231,6.395615432281965e-07,1.2129187711081624e-06,3.364243857298812e-06,1.6889650673907956e-05,9.579111303598297e-14,0.08417026688680197,5.591688412269302e-09,1.9430852471275205e-08,7.594237722612839e-07,0.017387503949541125,1.0556707599495258e-12,9.059620237722682e-13,1.1121826470891148e-08,9.650708040088133e-09,1.6988960681423236e-07,0.007010035616363172,4.648796315567765e-09,5.2444886009795646e-09,2.543395234553051e-13,5.378104928371278e-12,5.734989307937117e-11,8.243079240641905e-05,2.0267917413015708e-11,1.922902051796834e-09,1.0479191990960312e-09,1.1934559703089143e-12,2.675998810917488e-06,5.577992091356834e-16,3.071704284318981e-12,0.004061522406597674,6.190691910190652e-10,2.140493288914649e-08,2.2562995491266725e-08,1.2701281226996314e-14,1.6751169654705297e-10,3.0097080931726518e-12,0.00040819316351500335,0.0010545189662832604,9.601795873449937e-14,1.9024873945888103e-07,2.634767101720352e-08
0.0047676733333195265,0.11177637599780745,0.0,0.0,0.0,0.0,0.1559670205405932,0.45232817974311984,0.000289058064671885,0.001329464320122251,1.5257825865208152e-06,2.122814823257696e-06,5.153793095708837e-15,1.3023370110111684e-05,0.006181719595716975,0.2556583802547707,0.009315457768780216,6.394847396483599e-07,1.2067661330734144e-06,3.359995144117671e-06,1.6831311758305788e-05,9.546024039972792e-14,0.0846105914336144,5.565149451233605e-09,1.9340467349925368e-08,7.580990774868286e-07,0.017397470157069578,1.0608313032996786e-12,9.098031170413611e-13,1.1121083154152184e-08,9.652993142910307e-09,1.7040526706029407e-07,0.007056218444170926,4.679423058761654e-09,5.27208756499547e-09,2.5522273931758734e-13,5.397088972341499e-12,5.7552331095283444e-11,8.294645516589062e-05,2.0349955406406917e-11,1.927768484183198e-09,1.0533149484922707e-09,1.1997706891749784e-12,2.6809454752452825e-06,5.606713441047777e-16,3.091369970744372e-12,0.0040954284276324875,6.242372468969722e-10,2.155433716458832e-08,2.2654324722441537e-08,1.275269276386753e-14,1.6818966890890617e-10,3.0160887903900233e-12,0.0004090973778344549,0.0010580169771587323,9.617531551900834e-14,1.9099038125084695e-07,2.639442791100567e-08
0.00478172490788721,0.11177841725330229,0.0,0.0,0.0,0.0,0.15537475735423917,0.4513446955302148,0.00028857789849364714,0.0013253493894814388,1.5199083508082196e-06,2.1208760006308516e-06,5.134767016797941e-15,1.3018849324762492e-05,0.006166416509273801,0.2567654236436158,0.009288918627029854,6.39395841674999e-07,1.2006091260920459e-06,3.3556656439373914e-06,1.6772773841029255e-05,9.512823910324867e-14,0.08505001231572956,5.53859845055232e-09,1.9250038544678944e-08,7.567478880575164e-07,0.017406799489695795,1.0659510576956875e-12,9.136080599850447e-13,1.111984521788134e-08,9.654687371931433e-09,1.709115555355607e-07,0.007102245952923602,4.709946800103732e-09,5.29942983456142e-09,2.560877601072139e-13,5.415691555827349e-12,5.7750701373899226e-11,8.3459231602984e-05,2.043086609956587e-11,1.9324772903938824e-09,1.0586444200374144e-09,1.2060111366350444e-12,2.6857389485917468e-06,5.635082000420385e-16,3.1108901859635488e-12,0.00412923040223219,6.293894437140158e-10,2.1702460511276656e-08,2.2744398992630075e-08,1.280339785144329e-14,1.6885832477995035e-10,3.0223136846862793e-12,0.00040997539928071735,0.001061449998928152,9.632534410276455e-14,1.9171842841896684e-07,2.643903417136316e-08
0.004795776482454894,0.11178045682028463,0.0,0.0,0.0,0.0,0.1547853401167642,0.45036418178029614,0.00028809668240496625,0.0013212236588205524,1.514049843063452e-06,2.1188962762800424e-06,5.115766315403506e-15,1.301402114851969e-05,0.0061511089920792345,0.2578684764047657,0.009262455343968889,6.392950775204273e-07,1.1944490893867337e-06,3.3512576819230407e-06,1.6714051378291717e-05,9.479519113605368e-14,0.08548851829333472,5.512040736616462e-09,1.9159584021471025e-08,7.553709686870833e-07,0.01741550203287998,1.071030056361087e-12,9.173769686600331e-13,1.1118121297106098e-08,9.655801434635316e-09,1.7140855523842775e-07,0.007148116485562428,4.740366440693891e-09,5.326514988654953e-09,2.5693470514335067e-13,5.433915127365536e-12,5.7945030025404214e-11,8.396910580983441e-05,2.0510653475326748e-11,1.937029888198284e-09,1.0639076447288784e-09,1.2121773021625062e-12,2.6903807998220175e-06,5.66309793442744e-16,3.1302641118279242e-12,0.0041629249688371,6.345252690912678e-10,2.1849289659782317e-08,2.2833222735414987e-08,1.2853398985499255e-14,1.6951769707723464e-10,3.0283842712942128e-12,0.0004108274831762645,0.0010648183528844505,9.646812160510199e-14,1.9243293678370103e-07,2.6481512401117318e-08
0.004809828057022577,0.11178249464187288,0.0,0.0,0.0,0.0,0.15419876616815384,0.4493866532900425,0.0002876144809883974,0.0013170879802868482,1.5082074359239355e-06,2.1168767490967907e-06,5.0967927283993145e-15,1.3008892322486515e-05,0.006135798888552581,0.2589675265388728,0.00923606963152249,6.39182656006526e-07,1.1882873279378465e-06,3.346773540142732e-06,1.6655158466901092e-05,9.446117644925685e-14,0.08592609847610767,5.485481498726608e-09,1.9069121286732394e-08,7.539690729672151e-07,0.017423587816515984,1.0760683344736773e-12,9.211099681772722e-13,1.1115920005380541e-08,9.656345952300736e-09,1.7189635034972862e-07,0.007193828455627446,4.7706809284505564e-09,5.353342716827666e-09,2.577636978689087e-13,5.4517622178993555e-12,5.8135344038734076e-11,8.447606302486226e-05,2.0589321786097843e-11,1.9414277306675426e-09,1.0691046763133705e-09,1.2182692013576467e-12,2.694872615693022e-06,5.690761529101146e-16,3.1494909898477538e-12,0.004196508842341608,6.396442223031527e-10,2.1994812062785357e-08,2.292080068447176e-08,1.2902698830740908e-14,1.7016782094555543e-10,3.034302061102104e-12,0.00041165388896796684,0.0010681223771997522,9.660372693369965e-14,1.9313396567423046e-07,2.6521885652396883e-08
0.004823879631590261,0.11178453066428656,0.0,0.0,0.0,0.0,0.15361503242197977,0.4484121240752548,0.00028713135737648326,0.0013129431879893854,1.5023814886581276e-06,2.114818505293088e-06,5.077847947918688e-15,1.3003469728029689e-05,0.006120487997751073,0.26006256297949,0.009209763120407624,6.390588224122959e-07,1.182125113175194e-06,3.3422155007100485e-06,1.6596108925151303e-05,9.412627341436914e-14,0.08636274231857452,5.4589257865273e-09,1.8978667378789508e-08,7.525429450094214e-07,0.017431066810524337,1.081065984943943e-12,9.248071938925156e-13,1.1113249895443411e-08,9.656331726401336e-09,1.7237502787064664e-07,0.007239380346355906,4.800889257512753e-09,5.379912810199879e-09,2.5857486584044194e-13,5.469235458677444e-12,5.832167147243919e-11,8.498008962840523e-05,2.0666875544920816e-11,1.9456723089070964e-09,1.0742355973010392e-09,1.2242868830761945e-12,2.699216007280696e-06,5.718073223615372e-16,3.168570124061968e-12,0.004229978813949617,6.447458142554179e-10,2.2139015922713252e-08,2.3007137863638978e-08,1.2951300215213907e-14,1.7080873368372944e-10,3.0400685812817416e-12,0.00041245488011544155,0.0010713624262320843,9.6732240093237e-14,1.938215809630028e-07,2.656017751966633e-08
0.004837931206157944,0.11178656483704359,0.0,0.0,0.0,0.0,0.15303413537583957,0.44744060738283914,0.00028664737290066717,0.0013087900984848095,1.496572349086642e-06,2.112722616573589e-06,5.0589336273281964e-15,1.2997760184375908e-05,0.0061051780737900905,0.26115357557617364,0.009183537361957064,6.389238296415198e-07,1.1759636830321887e-06,3.337585815680781e-06,1.6536916319024254e-05,9.379055897189615e-14,0.08679843961628926,5.432378520900577e-09,1.88882389037466e-08,7.510933196322235e-07,0.017437948921435603,1.0860231078961203e-12,9.284687884975171e-13,1.1110119427112881e-08,9.655769506638495e-09,1.7284467586540863e-07,0.007284770709827313,4.830990467673149e-09,5.406225092246535e-09,2.5936834091323694e-13,5.486337573979428e-12,5.850404137711402e-11,8.548117315434846e-05,2.074331951625621e-11,1.9497651438115253e-09,1.079300512863895e-09,1.230230422380985e-12,2.7034126029053605e-06,5.745033577777527e-16,3.187500876251485e-12,0.004263331751007463,6.49829567459666e-10,2.2281890094751632e-08,2.309223957666729e-08,1.29992061245335e-14,1.7144047466850577e-10,3.045685377819095e-12,0.0004132307239848804,0.001074538869983507,9.685374157624997e-14,1.9449585271292118e-07,2.6596411873866184e-08
0.004851982780725628,0.11178859711342672,0.0,0.0,0.0,0.0,0.15245607112563073,0.44647211571114337,0.0002861625886017813,0.0013046295103451354,1.4907803522440794e-06,2.1105901383399086e-06,5.040051376295274e-15,1.2991770153873833e-05,0.00608987082659197,0.26224055506859745,0.009157393830851575,6.387778631255432e-07,1.1698042425317213e-06,3.332886663218603e-06,1.6477593850913195e-05,9.345410800021446e-14,0.08723318049961154,5.4058444823660725e-09,1.87978519972971e-08,7.49620919634863e-07,0.01744424398836497,1.0909397541966413e-12,9.320949009940269e-13,1.1106537045005515e-08,9.654669711016578e-09,1.7330538176785523e-07,0.007329998164853169,4.860983642978603e-09,5.432279497297876e-09,2.6014425830814954e-13,5.5030713376043765e-12,5.868248333140802e-11,8.597930221288529e-05,2.0818658708542905e-11,1.953707781828875e-09,1.0842995440563766e-09,1.2360999125455368e-12,2.7074640390821046e-06,5.771643235876087e-16,3.206282660959167e-12,0.00429656459688026,6.54895016014504e-10,2.2423424072657786e-08,2.3176111398900188e-08,1.3046419697201415e-14,1.720630852927966e-10,3.0511540070933887e-12,0.00041398169122434735,0.0010776520933262804,9.696831385735465e-14,1.9515685128605567e-07,2.6630612848352165e-08
0.004866034355293311,0.11179062744946916,0.0,0.0,0.0,0.0,0.15188083537454547,0.44550666082151025,0.00028567706420370634,0.0013004622039154987,1.4850058231330837e-06,2.1084221122943873e-06,5.02120276896751e-15,1.2985506268411527e-05,0.006074567922599443,0.26332349307100417,0.009131333927042832,6.386211551461437e-07,1.1636479632083578e-06,3.328120220567424e-06,1.6418154425333667e-05,9.311699368827645e-14,0.08766695542974925,5.379328324961117e-09,1.8707522370738315e-08,7.481264574738583e-07,0.017449961780782897,1.0958160415211229e-12,9.356856894887849e-13,1.110251112122491e-08,9.653042956267548e-09,1.7375723572921598e-07,0.007375061395893419,4.890867911011595e-09,5.4580760426483606e-09,2.609027567796092e-13,5.519439615923809e-12,5.885702790112505e-11,8.6474466458693e-05,2.0892898353754414e-11,1.9575018009012514e-09,1.0892328389808188e-09,1.2418954782589929e-12,2.711371971653838e-06,5.797902986221693e-16,3.224914950861034e-12,0.0043296743707736006,6.599417055783701e-10,2.2563608066304492e-08,2.3258759154579634e-08,1.309294421183063e-14,1.726766087972141e-10,3.0564760380082286e-12,0.0004147080554940607,0.0010807024955110476,9.707604005462981e-14,1.958046540584803e-07,2.6662805028843473e-08
0.004878680772404226,0.11179245305909111,0.0,0.0,0.0,0.0,0.15136553770567118,0.4446403570059316,0.0002852395075164182,0.0012967065147536528,1.4798239397836225e-06,2.1064413445897305e-06,5.004269052210548e-15,1.2979640065630982e-05,0.006060800364995319,0.2642946755597478,0.009107952613174321,6.384711320599922e-07,1.158110956611565e-06,3.3237746667862173e-06,1.636456940330464e-05,9.281308297420031e-14,0.08805651935649221,5.355482808260742e-09,1.8626287297711533e-08,7.467631592819189e-07,0.017454622240277426,1.1001702996751445e-12,9.38887333686514e-13,1.1098515414498104e-08,9.651137065090803e-09,1.7415641124567875e-07,0.007415476857267118,4.917669950113237e-09,5.481072526989182e-09,2.6157062964777375e-13,5.533861005540041e-12,5.901081165260409e-11,8.691757166688044e-05,2.095877842497422e-11,1.960790673616336e-09,1.0936167392331973e-09,1.2470484046775506e-12,2.714767795525819e-06,5.821238332027586e-16,3.2415558016999896e-12,0.004359365537973658,6.64467321012501e-10,2.2688611860869526e-08,2.333210057082088e-08,1.3134229952336775e-14,1.7322104768152966e-10,3.0611418305967576e-12,0.0004153409763614008,0.0010833944864958793,9.716720946425692e-14,1.963764610366879e-07,2.669008101924718e-08
0.004891327189515141,0.11179427703623124,0.0,0.0,0.0,0.0,0.15085252366950258,0.4437765294887949,0.0002848014401401025,0.001292946545890618,1.474656677220938e-06,2.1044333529784073e-06,4.987364911843819e-15,1.297356202019075e-05,0.006047038794705109,0.26526257342195125,0.009084641031614937,6.383127536039564e-07,1.1525782417645823e-06,3.3193778821290043e-06,1.6310908896772364e-05,9.250874413830755e-14,0.08844528690194393,5.3316586398464165e-09,1.8545121801452685e-08,7.453830642871782e-07,0.01745882997900836,1.1044920514396025e-12,9.420606238996986e-13,1.1094173156162384e-08,9.648820465284517e-09,1.745485569992554e-07,0.007455757415343408,4.944382526338204e-09,5.503860315019714e-09,2.6222461400843024e-13,5.5479909137908826e-12,5.916148716700551e-11,8.735826177831503e-05,2.1023776404125513e-11,1.9639616469205638e-09,1.0979476648156944e-09,1.2521416949509696e-12,2.718049956468496e-06,5.844291698778599e-16,3.258074868005109e-12,0.004388952596700885,6.689770679285442e-10,2.281250852259368e-08,2.340446000105877e-08,1.3174962908071568e-14,1.7375819658734305e-10,3.065691317537133e-12,0.0004159543963443633,0.0010860362368935164,9.725296319746851e-14,1.9693770507702587e-07,2.6715768284814502e-08
0.0049039736066260565,0.11179609935475024,0.0,0.0,0.0,0.0,0.15034178936169315,0.442915185368651,0.0002843629033610876,0.0012891828296842107,1.4695042482059739e-06,2.102398864811796e-06,4.9704914106821665e-15,1.2967276702435143e-05,0.00603328433805119,0.2662271822862098,0.009061400055332064,6.381461584832188e-07,1.1470506056128964e-06,3.31493137095408e-06,1.625718168877824e-05,9.22040269942933e-14,0.08883325178133396,5.3078589402109775e-09,1.8464036422012594e-08,7.439866691059054e-07,0.017462591962438843,1.1087813789215369e-12,9.452056887892405e-13,1.1089490316109374e-08,9.646100653329578e-09,1.7493373981812583e-07,0.00749590224293359,4.97100509112553e-09,5.526439571934915e-09,2.628648174958945e-13,5.561831558862549e-12,5.930907809815236e-11,8.779653137019051e-05,2.1087896548921567e-11,1.9670159188331713e-09,1.1022257629203193e-09,1.2571754854702645e-12,2.721219683051172e-06,5.867063869922618e-16,3.274471873028466e-12,0.004418433530221706,6.734706389299575e-10,2.2935292225752906e-08,2.34758421850305e-08,1.321514574715286e-14,1.7428809070324486e-10,3.0701256629831457e-12,0.0004165485204407295,0.0010886280652133897,9.733336376187053e-14,1.9748844828760835e-07,2.6739885256551215e-08
0.004916620023736972,0.11179791999074892,0.0,0.0,0.0,0.0,0.14983333064898993,0.44205633129698,0.0002839239374090621,0.001285415887226068,1.4643668579587404e-06,2.1003385986059166e-06,4.953649584604625e-15,1.2960788782761495e-05,0.006019538094171353,0.2671884983056598,0.00903823051332524,6.379715194831573e-07,1.1415288145134037e-06,3.3104366346770942e-06,1.6203396396158635e-05,9.189898041321538e-14,0.08922040791476815,5.284086747248645e-09,1.838304142219425e-08,7.425744638714868e-07,0.017465915102901276,1.1130384029579946e-12,9.483226622785966e-13,1.1084472804004799e-08,9.64298522700033e-09,1.7531202799883154e-07,0.007535910552940106,4.997537122501215e-09,5.5488105093054425e-09,2.634913495596602e-13,5.575385209704116e-12,5.94536086411819e-11,8.823237565799003e-05,2.115114324322298e-11,1.9699547030932903e-09,1.1064511965764184e-09,1.2621499311127137e-12,2.7242782133701292e-06,5.889555713241679e-16,3.2907465748358038e-12,0.00444780637063176,6.779477340628924e-10,2.3056957584445708e-08,2.3546252002883266e-08,1.325478121673888e-14,1.7481076626014564e-10,3.0744460361706955e-12,0.0004171235551045865,0.0010911702978529856,9.74084738476283e-14,1.9802875703125146e-07,2.6762450587047404e-08
