Time (s),Volume (m^3),Ar,He,Ne,N2,methane(1),oxygen(2),CH3(5),HO2(7),CH3O2(12),H(6),CH3O2(19),OH(D)(9),CH2O(25),H2O(35),CC(14),O(T)(10),OO(11),CHO(34),CHO3(63),CHO3(75),CO2(114),COO(15),CH3O(17),C2H5(58),C2H4(166),CHO3(116),CHO2(70),C3H7(186),C2H5O(189),C2H3(183),C#C(234),C2H2(247),C3H5(249),S(250),C2H2O(255),C2H2O(276)
9.627287185154089e-05,0.11224416367710449,0.0,0.0,0.0,0.0,0.3298057441859014,0.6698471526201627,6.463880246980869e-05,5.602124775868005e-05,5.031636216250047e-07,5.883887546969335e-08,1.5927926066217133e-15,2.9072007038148483e-07,7.579127454827072e-05,0.00011093248068424981,2.5255526052901097e-05,4.531190339597843e-08,2.2387824504599925e-08,8.039789868563196e-09,5.9175812344932806e-08,3.3562007568229867e-16,2.6776365224865854e-06,5.2858610872701355e-11,4.280596716071516e-10,4.204290164019282e-11,3.3041649240401665e-08,7.463942322240507e-19,3.175287616076953e-17,4.6142714889588784e-15,5.907088717667072e-16,7.682853827231018e-15,1.0443571757764648e-11,6.925787870392811e-18,1.5514606878971826e-18,1.585154701904179e-23,2.7007100155424865e-16,2.879925648935427e-15
9.7913206659938e-05,0.11224409274792757,0.0,0.0,0.0,0.0,0.32980019198001237,0.6698429844729775,6.531283389757292e-05,5.693262610605198e-05,5.084076375909546e-07,5.979311232064498e-08,1.6093928335273838e-15,2.9481780409945227e-07,7.823788878183076e-05,0.00011469208752985442,2.6393595623496576e-05,4.586507135296143e-08,2.276582799503079e-08,8.310862728306767e-09,6.117520437119258e-08,3.4695977811956727e-16,2.8202077093669106e-06,5.426802803117433e-11,4.352736818697903e-10,4.446240189878579e-11,3.57014077433697e-08,7.972139282312237e-19,3.2854478435506057e-17,5.037708002792766e-15,6.47257009454634e-16,8.40181232010643e-15,1.1661317260171702e-11,7.733351399160372e-18,1.750432274045888e-18,1.7987854191684864e-23,3.125462147711507e-16,3.332863784775203e-15
9.955354146833512e-05,0.11224402016355346,0.0,0.0,0.0,0.0,0.32979457780713833,0.6698387749604348,6.597153045500395e-05,5.784147075422064e-05,5.135322006524281e-07,6.074466100889487e-08,1.625614925609464e-15,2.9887491502935167e-07,8.071041958151204e-05,0.00011850425434000333,2.7554869028060143e-05,4.641004962995445e-08,2.3143315634243946e-08,8.585270569500884e-09,6.319925477575776e-08,3.5843933240656705e-16,2.967545431877434e-06,5.567981085762534e-11,4.424341286471854e-10,4.6958782834191976e-11,3.851227482879911e-08,8.504043106291372e-19,3.397174998814326e-17,5.489159166745404e-15,7.07827252801473e-16,9.170064886693153e-15,1.2991644060376271e-11,8.615574663560847e-18,1.969793005072839e-18,2.0359856025184753e-23,3.606760582665696e-16,3.8461005631234275e-15
9.999999999999998e-05,0.11224394595642345,0.0,0.0,0.0,0.0,0.3297930391240546,0.6698376221422532,6.61482229386984e-05,5.808839273410638e-05,5.149068169272454e-07,6.100317932860203e-08,1.6299663506120715e-15,2.9997228252430913e-07,8.138779051327452e-05,0.000119550864648052,2.7874915048050892e-05,4.6556993043439826e-08,2.3245967266641496e-08,8.660527092490147e-09,6.375436179019302e-08,3.6158766364033744e-16,3.008479946985967e-06,5.606443637499736e-11,4.4437390198311965e-10,4.765155692830194e-11,3.930410339684154e-08,8.652995479488054e-19,3.427853624770963e-17,5.61702592048472e-15,7.25033230867178e-16,9.38797100863688e-15,1.3374208152246948e-11,8.869276944305617e-18,2.033229391846157e-18,2.10488756501179e-23,3.7483430752076113e-16,3.997078287266004e-15
0.00010119387627673224,0.11224394595642345,0.0,0.0,0.0,0.0,0.32978890230438185,0.6698345246008773,6.661539857123774e-05,5.874774878726203e-05,5.185412544660584e-07,6.169348941320685e-08,1.6414713667334623e-15,3.028925889131307e-07,8.320827830304091e-05,0.00012236847521525146,2.8739033424114002e-05,4.694707967993002e-08,2.3520273493774726e-08,8.86295365007728e-09,6.524752019732463e-08,3.7005622398629025e-16,3.119707586281838e-06,5.7093687396631904e-11,4.49542173552801e-10,4.953212378609196e-11,4.147897268613535e-08,9.060241498306602e-19,3.510453820051303e-17,5.969715981573846e-15,7.726026504489905e-16,9.98969615896391e-15,1.4442168519305662e-11,9.57750855173127e-18,2.2110964770429265e-18,2.2987706502349243e-23,4.1507626829489403e-16,4.426201941161115e-15
0.00010283421108512935,0.11224387015867356,0.0,0.0,0.0,0.0,0.3297831660903441,0.6698302338942684,6.724494143425505e-05,5.9651430117975255e-05,5.234387174040619e-07,6.263956844330405e-08,1.6569745607256686e-15,3.068720198467813e-07,8.573089422025364e-05,0.00012628425951098404,2.9945778400260205e-05,4.7476402139612374e-08,2.3896688674441834e-08,9.143853973659263e-09,6.731957016237546e-08,3.8180801139577444e-16,3.2767510336119714e-06,5.85094134276929e-11,4.565990537936076e-10,5.2182487470800485e-11,4.4606227250640284e-08,9.641324226689079e-19,3.6252697535799955e-17,6.480478861742366e-15,8.417696045681206e-16,1.0862819774997796e-14,1.602082394693522e-11,1.0624414140684034e-17,2.4759726582672588e-18,2.5892767041992975e-23,4.764144758471702e-16,5.0802872601138074e-15
0.00010447454589352647,0.11224379280203751,0.0,0.0,0.0,0.0,0.32977736976510097,0.6698259033222311,6.78606572422112e-05,6.0552487422571244e-05,5.282284689379504e-07,6.358287195580351e-08,1.6721367882700854e-15,3.10814404544513e-07,8.827771447844313e-05,0.0001302511319068484,3.1174796878149584e-05,4.7998255940103176e-08,2.427254928973351e-08,9.427915303078906e-09,6.941498719066547e-08,3.9369232686438757e-16,3.438731630339765e-06,5.992677121659292e-11,4.636060710366888e-10,5.4909924052745536e-11,4.7898767273960796e-08,1.0247883165960335e-18,3.74160895677676e-17,7.0225574293951385e-15,9.15517834335571e-16,1.179157789794883e-14,1.773586490776479e-11,1.1761765551539764e-17,2.766129611378221e-18,2.909764792564621e-23,5.454132643456977e-16,5.816061851244228e-15
0.00010611488070192359,0.11224371391776188,0.0,0.0,0.0,0.0,0.3297715139102563,0.6698215333481622,6.846303765830177e-05,6.145089606885749e-05,5.329143376084886e-07,6.45233766681924e-08,1.6869701688265128e-15,3.1472093720002187e-07,9.084820397981846e-05,0.0001342686324069075,3.242578590689766e-05,4.851287751720913e-08,2.464784444689483e-08,9.715083164962697e-09,7.153336683202094e-08,4.057068765225272e-16,3.6057042592201726e-06,6.134556899106834e-11,4.705645835292242e-10,5.771447330470965e-11,5.136132360472275e-08,1.088051248014939e-18,3.8594582990436954e-17,7.597070810738867e-15,9.940404168928903e-16,1.2778141558956837e-14,1.9595871483174888e-11,1.2995252776164196e-17,3.0833551219453864e-18,3.2626246284343276e-23,6.228533263490092e-16,6.641850697650805e-15
0.0001077552155103207,0.11224363353653163,0.0,0.0,0.0,0.0,0.3297655990890643,0.6698171244174101,6.905256645804696e-05,6.234663403904815e-05,5.375000904993015e-07,6.546106205501488e-08,1.7014866273087389e-15,3.185928049240292e-07,9.34418452084961e-05,0.00013833631627753901,3.369844735601786e-05,4.902050011676962e-08,2.5022564224121277e-08,1.0005304845902686e-08,7.367431764835269e-08,4.1784944029960235e-16,3.7777228601548768e-06,6.27656372604665e-11,4.774759891397484e-10,6.059616796053701e-11,5.4998628658987704e-08,1.1539808739906029e-18,3.9788053591553935e-17,8.205147221691165e-15,1.0775337474673345e-15,1.3824710183372466e-14,2.1609753503917036e-11,1.4330784483999362e-17,3.429518379366847e-18,3.65037868720758e-23,7.095767198123786e-16,7.566633157685206e-15
0.00010939555031871782,0.1122435516884073,0.0,0.0,0.0,0.0,0.32975962584661445,0.6698126769575102,6.962971835753536e-05,6.323968184816118e-05,5.419894241127378e-07,6.639591024984198e-08,1.7156978652016794e-15,3.22431183628853e-07,9.605813800204016e-05,0.00014245375392987964,3.4992488513156955e-05,4.952135318794113e-08,2.539669964564175e-08,1.029852938190004e-08,7.583746114089898e-08,4.3011787151139657e-16,3.954840460943522e-06,6.418682746772913e-11,4.843417161742381e-10,6.355503725768533e-11,5.8815416062494416e-08,1.222637090772146e-18,4.099638418850913e-17,8.847923785870251e-15,1.166197498816253e-15,1.4933511125698786e-14,2.37867547614385e-11,1.577449081485851e-17,3.8065717573621135e-18,4.07568650696649e-23,8.064902244836927e-16,8.600078756172098e-15
0.00011103588512711494,0.11224346840277054,0.0,0.0,0.0,0.0,0.32975359471006827,0.66980819137847,7.01949580107148e-05,6.41300224589136e-05,5.463859565622631e-07,6.732790595254364e-08,1.729615335845769e-15,3.262372344046248e-07,9.869659927620145e-05,0.00014662053075310152,3.630762259302013e-05,5.001566185947637e-08,2.577024265648986e-08,1.059470754142471e-08,7.802243162527327e-08,4.425100961513911e-16,4.137109207802778e-06,6.560901235524087e-11,4.911632204494143e-10,6.659110797888515e-11,6.281642044904578e-08,1.2940800501788504e-18,4.22194645621868e-17,9.526547125878296e-15,1.2602346930904499e-15,1.6106800373127686e-14,2.6136457205608197e-11,1.7332726162702512e-17,4.216552474325963e-18,4.5413485061139703e-23,9.145687990206446e-16,9.752584049679433e-15
0.00011267621993551205,0.11224338370827981,0.0,0.0,0.0,0.0,0.3297475061889451,0.6698036680731,7.074873916377796e-05,6.501764119401819e-05,5.506932209962003e-07,6.825703631657318e-08,1.7432502236195047e-15,3.3001210040941795e-07,0.00010135676270911103,0.00015083624690447143,3.764356916388103e-05,5.050364649444893e-08,2.6143186094279456e-08,1.0893791802432632e-08,8.022887606904912e-08,4.550241119696012e-16,4.324580395545562e-06,6.703208196273236e-11,4.979419694575419e-10,6.970440677560763e-11,6.70063773961968e-08,1.3683701749894225e-18,4.3457191360096813e-17,1.024217302856861e-14,1.3598516800404442e-15,1.734686230689083e-14,2.866878513975906e-11,1.9012071957636816e-17,4.6615842977948785e-18,5.0503100860474715e-23,1.0348591394647358e-15,1.103531057261595e-14
0.00011431655474390917,0.1122432976328338,0.0,0.0,0.0,0.0,0.32974136077544747,0.6697991074173771,7.129150395491768e-05,6.590252564659637e-05,5.549146601450947e-07,6.918329084422028e-08,1.756613426679002e-15,3.3375690413310883e-07,0.00010403817839073045,0.00015510051706192298,3.9000054498025415e-05,5.098552231629774e-08,2.6515523659114235e-08,1.1195736324908198e-08,8.245645389382216e-08,4.676579873499724e-16,4.51730449732767e-06,6.845594201737141e-11,5.04679434194879e-10,7.289496340139514e-11,7.139002348216925e-08,1.4455681513145702e-18,4.47094679627896e-17,1.0995966173719725e-14,1.4652580816762545e-15,1.865600911982056e-14,3.139400941922297e-11,2.0819339450224682e-17,5.1438794062714754e-18,5.605666133100545e-23,1.1684833397559367e-15,1.2460223871448092e-14
0.00011595688955230629,0.1122432102035424,0.0,0.0,0.0,0.0,0.32973515894482175,0.6697945097708446,7.182368234774022e-05,6.678466558936496e-05,5.590536219079538e-07,7.010666129572555e-08,1.7697155429857398e-15,3.3747274503602227e-07,0.00010674041244297471,0.00015941297014436076,4.037681185235999e-05,5.146149910050922e-08,2.6887249885078982e-08,1.1500496919150986e-08,8.470483673957422e-08,4.804098599739536e-16,4.715331193881592e-06,6.98805155260593e-11,5.113770917843893e-10,7.616281076201652e-11,7.597209645136176e-08,1.525734940115478e-18,4.597620437001763e-17,1.1789101017835715e-14,1.576666892404284e-15,2.0036581827001998e-14,3.432275165695124e-11,2.2761572500498895e-17,5.665740097907014e-18,6.210664868642718e-23,1.3166426549676e-15,1.4040133634283275e-14
0.0001175972243607034,0.11224312144670535,0.0,0.0,0.0,0.0,0.3297289011557475,0.6697898754770347,7.234569168688528e-05,6.766405288329896e-05,5.631133559018978e-07,7.102714157456712e-08,1.782566859384321e-15,3.4116069762272656e-07,0.00010946304661554342,0.00016377324900449398,4.177358168523222e-05,5.1931780927969454e-08,2.725836010966168e-08,1.1808031010018256e-08,8.697370820493295e-08,4.9327793534734145e-16,4.918709402166208e-06,7.130573851337487e-11,5.180364105834476e-10,7.950798615458932e-11,8.07573354716066e-08,1.6089317979176996e-18,4.7257317059831403e-17,1.262276153920624e-14,1.6942944796417997e-15,2.149095029238092e-14,3.7465988444933406e-11,2.4846050377450495e-17,6.2295605157707e-18,6.868711946718206e-23,1.4806213679876767e-15,1.578873492356184e-14
0.00011923755916910052,0.1122430313877963,0.0,0.0,0.0,0.0,0.32972258785075104,0.6697852048639117,7.285793636497694e-05,6.854068138627049e-05,5.670970108691402e-07,7.194472762043037e-08,1.795177343394392e-15,3.448218098244223e-07,0.00011220567786202839,0.00016818101009878858,4.3190111815298846e-05,5.239656599366538e-08,2.7628850440848965e-08,1.2118297598621327e-08,8.926276356841219e-08,5.062604852192907e-16,5.127487303373145e-06,7.273155783078473e-11,5.246588416080117e-10,8.293053446280179e-11,8.575048146959571e-08,1.6952202640317951e-18,4.8552728802684793e-17,1.349814074623612e-14,1.8183605019064778e-15,2.302151239077439e-14,4.083505559582144e-11,2.708029057191729e-17,6.837828606941909e-18,7.583375207975523e-23,1.6617907604350974e-15,1.772065052026983e-14
0.00012087789397749764,0.11224294005145313,0.0,0.0,0.0,0.0,0.32971621945663776,0.6697804982443345,7.336080759034299e-05,6.941454686208616e-05,5.710076328632795e-07,7.285941732664402e-08,1.8075566374689433e-15,3.484571016445684e-07,0.00011496791790050474,0.00017263592313869757,4.462615752804382e-05,5.2856046464834365e-08,2.799871772755782e-08,1.2431257221431765e-08,9.157170948458027e-08,5.193558458591174e-16,5.341712370241824e-06,7.41579343300155e-11,5.312458273503937e-10,8.643050743600242e-11,9.095627753587305e-08,1.7846621639398903e-18,4.9862368523932325e-17,1.4416441856407294e-14,1.9490880332558394e-15,2.463069525722598e-14,4.444165240459501e-11,2.9472051622762343e-17,7.493127893321484e-18,8.358388586850122e-23,1.8616131885813056e-15,1.9851474387883158e-14
0.00012251822878589475,0.11224284746147338,0.0,0.0,0.0,0.0,0.32970979638494025,0.6697757559165289,7.385468324532928e-05,7.028564689046345e-05,5.74848164157688e-07,7.377121042872534e-08,1.8197140555387244e-15,3.520675641528098e-07,0.00011774939276248826,0.00017713767072686178,4.608148163526186e-05,5.331040838524292e-08,2.8367959529148136e-08,1.274687190689398e-08,9.39002636655353e-08,5.325624162497344e-16,5.561431393641677e-06,7.558483846606385e-11,5.377987878874251e-10,9.000796373808724e-11,9.637946938470476e-08,1.8773196367991723e-18,5.1186171143238824e-17,1.5378878161963355e-14,2.0867035940430367e-15,2.632095565274445e-14,4.829784593700643e-11,3.202933596081186e-17,8.198139203533214e-18,9.19765615429761e-23,2.0816462650813707e-15,2.2197816264621647e-14
0.00012415856359429187,0.11224275364081375,0.0,0.0,0.0,0.0,0.3297033190323769,0.6697709781645692,7.433992782576795e-05,7.115398077827389e-05,5.786214427756453e-07,7.468010839692431e-08,1.8316585815252544e-15,3.556541587337992e-07,0.00012054974233369179,0.00018168594798178664,4.7555854492538557e-05,5.375983162060369e-08,2.8736574081378238e-08,1.3065105131131285e-08,9.62481545564443e-08,5.458786562474645e-16,5.786690508388521e-06,7.701224702265498e-11,5.443191099626235e-10,9.3662972373671e-11,1.0202480585734523e-07,1.973255120014105e-18,5.2524077345777675e-17,1.638667216704369e-14,2.231437029919714e-15,2.8094778735410068e-14,5.2416075348413425e-11,3.476039277294565e-17,8.955642738882185e-18,1.0105257177831955e-22,2.323547147400435e-15,2.4777347393458075e-14
0.0001274392332110861,0.11224256239511869,0.0,0.0,0.0,0.0,0.3296902030002683,0.6697613174566556,7.528591510895558e-05,7.288235547831571e-05,5.859770750912027e-07,7.648923303952584e-08,1.854943250060814e-15,3.6275943852828855e-07,0.00012620569162496965,0.00019092093222499896,5.056086536383956e-05,5.4644550607784395e-08,2.9471917590737557e-08,1.3709288063304488e-08,1.0100091187006552e-07,5.728342772635443e-16,6.254010418264756e-06,7.986853721107175e-11,5.572672850203234e-10,1.0120596708045357e-10,1.140009270402303e-07,2.1752113584193465e-18,5.5241991198168126e-17,1.8543276800122162e-14,2.543194327864604e-15,3.190320348714815e-14,6.14902850731813e-11,4.0778071719144174e-17,1.0639755149018366e-17,1.214267660649623e-22,2.8801054399221696e-15,3.0712255223515174e-14
0.0001303918358662009,0.11224238627836827,0.0,0.0,0.0,0.0,0.32967821662393426,0.6697525042462523,7.611116969490971e-05,7.44284578758274e-05,5.923934903055179e-07,7.810759118701218e-08,1.8752547741147835e-15,3.690815835253452e-07,0.00013135725204602494,0.00019938873352847607,5.3328371139524687e-05,5.542558533120664e-08,3.013157666633308e-08,1.429766970739622e-08,1.0534200845593983e-07,5.974551334632604e-16,6.693995708418875e-06,8.24408677957602e-11,5.688224021784514e-10,1.0826077177596978e-10,1.2558689485947603e-07,2.3688153678117393e-18,5.77358652864695e-17,2.0651824179395504e-14,2.850496068060937e-15,3.564211428586155e-14,7.068579888113521e-11,4.687619507028516e-17,1.2364970624536117e-17,1.4254710975606068e-22,3.474616422734818e-15,3.7051874872279375e-14
0.0001333444385213157,0.11224220649345559,0.0,0.0,0.0,0.0,0.329666059919843,0.6697435800842333,7.691352390727978e-05,7.596565713062652e-05,5.986314374112432e-07,7.971666221722772e-08,1.8950013474715888e-15,3.753399533419124e-07,0.00013656495010457202,0.00020800308051346954,5.615436290962552e-05,5.6193134810319775e-08,3.0789203806325835e-08,1.4894028664776641e-08,1.0974198709357204e-07,6.224099436553189e-16,7.15262095634963e-06,8.501482120345324e-11,5.802920274751063e-10,1.1556835062641758e-10,1.3796666790180796e-07,2.5740251524886862e-18,6.027475835471866e-17,2.292682348324507e-14,3.1845934738470842e-15,3.969178809237801e-14,8.094123232898494e-11,5.3677217815615593e-17,1.430823807654542e-17,1.6660041233755809e-22,4.170777572219846e-15,4.44754499273707e-14
0.0001362970411764305,0.11224202314542363,0.0,0.0,0.0,0.0,0.32965373472783255,0.6697345461796941,7.769463389281564e-05,7.749400063502429e-05,6.047038107631113e-07,8.131650611192702e-08,1.9142237879321166e-15,3.815390523398739e-07,0.00014182712544490476,0.00021676259641118786,5.903776491881984e-05,5.694802872879312e-08,3.144480929218476e-08,1.549819813226306e-08,1.1419960675982842e-07,6.476916692836839e-16,7.630134606343524e-06,8.759049461721789e-11,5.916831059733228e-10,1.2312945944094002e-10,1.511681304516489e-07,2.7912159802751753e-18,6.28585099669238e-17,2.5375789767994574e-14,3.5469538546122893e-15,4.406781208283788e-14,9.234316517695346e-11,6.123855644434805e-17,1.6489615524208964e-17,1.9389364408627258e-22,4.982457845907014e-15,5.313087322543386e-14
0.0001392496438315453,0.1122418363308856,0.0,0.0,0.0,0.0,0.32964124276940154,0.6697254036314725,7.845602962959321e-05,7.901354753582257e-05,6.106225222607888e-07,8.290719434605177e-08,1.9329598032810214e-15,3.876830752759022e-07,0.00014714222659496537,0.00022566600485226826,6.197757213749486e-05,5.7691037279862834e-08,3.209840821071788e-08,1.6110022784436644e-08,1.1871371161370591e-07,6.732937549091015e-16,8.126779993078614e-06,9.016800463669685e-11,6.030021415946124e-10,1.309449582266972e-10,1.6521924683636138e-07,3.020766444285711e-18,6.548700590977827e-17,2.8006352250300752e-14,3.9390821339153026e-15,4.878609860266706e-14,1.0498243868605566e-10,6.962045351528404e-17,1.893035833807578e-17,2.2475572189080595e-22,5.924951475712586e-15,6.318123614067987e-14
0.0001422022464866601,0.11224164613960053,0.0,0.0,0.0,0.0,0.3296285856560031,0.6697161534365752,7.919912109535745e-05,8.052436744425063e-05,6.16398549364121e-07,8.44888085943368e-08,1.9512441432817325e-15,3.93775918104411e-07,0.0001525088029087241,0.00023471212286163041,6.497284685268238e-05,5.842287387921462e-08,3.2750019976098535e-08,1.6729357932085678e-08,1.2328322474814855e-07,6.992100927721512e-16,8.642795691950684e-06,9.274749001315387e-11,6.142552279672956e-10,1.3901580950763173e-10,1.8014807258123478e-07,3.2630584021324638e-18,6.816017487074375e-17,3.0826258302548804e-14,4.362521339004477e-15,5.3862890102107304e-14,1.1895424266530625e-10,7.888603538330134e-17,2.165295850334341e-17,2.5953840660633496e-22,7.01507786815676e-15,7.480589387955615e-14
0.0001451548491417749,0.11224145265405554,0.0,0.0,0.0,0.0,0.3296157648969744,0.6697067964982023,7.992520495441846e-05,8.202653923990463e-05,6.220419871350403e-07,8.606143957981287e-08,1.9691087644172534e-15,3.9982119096520147e-07,0.00015792549688517087,0.00024389985413506677,6.802271500469485e-05,5.9144198163971735e-08,3.339966787942578e-08,1.7356068710524236e-08,1.2790714216892176e-07,7.254349886440752e-16,9.178415842836634e-06,9.532912407749617e-11,6.254481117529917e-10,1.4734307190025398e-10,1.9598276509084342e-07,3.5184768949376625e-18,7.087798538741302e-17,3.3843379018100327e-14,4.818853323957794e-15,5.931476544053034e-14,1.343582034973678e-10,8.910137057470632e-17,2.4681183775648448e-17,2.986172052509534e-22,8.271285528073694e-15,8.820157368027998e-14
0.0001481074517968897,0.11224125595039768,0.0,0.0,0.0,0.0,0.32960278190707987,0.6696973336333506,8.063547151845521e-05,8.352014996422261e-05,6.275621025400707e-07,8.7625185805045e-08,1.986583001788445e-15,4.0582223257333163e-07,0.00016339103688366478,0.00025322818262526423,7.112636239435167e-05,5.98556191525502e-08,3.4047378664765395e-08,1.799002930586812e-08,1.325845270813369e-07,7.519631294232908e-16,9.733870449117216e-06,9.791307306435624e-11,6.365860940029226e-10,1.5592789405729907e-10,2.127515937693885e-07,3.787410259269865e-18,7.364044278793956e-17,3.7065705378535016e-14,5.309698918375055e-15,6.515864086957952e-14,1.5129847316297107e-10,1.0033552882493544e-16,2.804011575829776e-17,3.4239228026917284e-22,9.71375998670471e-15,1.0358352571346172e-13
0.0001510600544520045,0.11224105609861898,0.0,0.0,0.0,0.0,0.3295896380136343,0.6696877655799691,8.133101186463225e-05,8.500529380322999e-05,6.3296738985793e-07,8.918015255157564e-08,2.003693744510181e-15,4.117821258820124e-07,0.0001689042302610425,0.00026269616646593363,7.428303082169914e-05,6.055769850728637e-08,3.4693182141979884e-08,1.863112222837075e-08,1.3731450448610597e-07,7.787895524854634e-16,1.0309385652579079e-05,1.004994998491017e-10,6.476740681414662e-10,1.6477151084017688e-10,2.3048294950076917e-07,4.0702500509969436e-18,7.644758628083558e-17,4.0501350648008094e-14,5.836718309897159e-15,7.141177350847422e-14,1.698838191554044e-10,1.1266064070651785e-16,3.175619053348486e-17,3.912893941472361e-22,1.1364535877564962e-14,1.2118671821287136e-13
0.0001540126571071193,0.1122408531631026,0.0,0.0,0.0,0.0,0.32957633446318574,0.6696780930036494,8.201282491976627e-05,8.648207115572152e-05,6.382656257745368e-07,9.072645107518054e-08,2.0204656101165766e-15,4.177037142838627e-07,0.0001744639569482338,0.0002723029322594869,7.749201425448663e-05,6.125095380562734e-08,3.5337110830675156e-08,1.927923762946294e-08,1.420962560999516e-07,8.05909616875537e-16,1.0905183985972943e-05,1.0308859388806786e-10,6.587166383825031e-10,1.7387523526491966e-10,2.4920535344417574e-07,4.367390913777395e-18,7.929948650777952e-17,4.415855755026475e-14,6.4016118942899376e-15,7.809176835261996e-14,1.9022771526053062e-10,1.2615195783102374e-16,3.5857239642030066e-17,4.4576085903116425e-22,1.3247613174453042e-14,1.412670769895779e-13
0.0001569652597622341,0.1122406472029965,0.0,0.0,0.0,0.0,0.3295628724277446,0.6696683165038431,8.268182439158111e-05,8.795058778466448e-05,6.434639234733011e-07,9.226419758484013e-08,2.036921115787546e-15,4.2358961773527345e-07,0.0001800691634743991,0.00028204766974207257,8.075265508782433e-05,6.193586175768846e-08,3.59791996248283e-08,1.9934272659397844e-08,1.4692901561807312e-07,8.333189764381753e-16,1.1521484604627958e-05,1.0568052375856695e-10,6.697180046725922e-10,1.8324045059556486e-10,2.68947465093138e-07,4.679230717324139e-18,8.219624299393602e-17,4.8045692433555953e-14,7.006120343421223e-15,8.52165780878583e-14,2.1244843311864075e-10,1.4088791356949764e-16,4.037252891440946e-17,5.062864871670831e-22,1.5389077657623377e-14,1.641027700334721e-13
0.00015991786241734889,0.11224043827265062,0.0,0.0,0.0,0.0,0.32954925301056504,0.6696584366196134,8.333884545878963e-05,8.941095404576994e-05,6.485687847167739e-07,9.379351247823621e-08,2.0530808432167954e-15,4.294422487996787e-07,0.00018571885742984362,0.00029192962682329327,8.406434053960709e-05,6.261286132418613e-08,3.661948549009896e-08,2.0596130877888756e-08,1.5181206432360772e-07,8.610135549165501e-16,1.2158503498674827e-05,1.0827543695439805e-10,6.806819870439685e-10,1.9286860708710985e-10,2.897380896026313e-07,5.006170495557515e-18,8.513798166958013e-17,5.217124579972483e-14,7.652024842595522e-15,9.28045050329803e-14,2.3666913452064257e-10,1.5695018425987636e-16,4.533280038192286e-17,5.73374583998498e-22,1.7817225665963632e-14,1.8999553781897708e-13
0.00016287046507246369,0.11224022642199437,0.0,0.0,0.0,0.0,0.32953547725149435,0.6696484538349443,8.398465117489377e-05,9.086328418807658e-05,6.535861495946425e-07,9.531451985503993e-08,2.0689635960903917e-15,4.352638284107545e-07,0.00019141210235259368,0.00030194810499080166,8.742649920419208e-05,6.328235671348733e-08,3.725800719750129e-08,2.1264721712581474e-08,1.5674472704324694e-07,8.889895230146008e-16,1.2816453687282474e-05,1.1087351044109146e-10,6.916122036757943e-10,2.0276121459445358e-10,3.116061844272634e-07,5.348614264933153e-18,8.812485313727194e-17,5.6543841895950023e-14,8.341148112276338e-15,1.0087420923458067e-13,2.630179643895736e-10,1.7442375086888813e-16,5.077031508295812e-17,6.475629484845244e-22,2.0562693214134722e-14,2.1927207015691612e-13
0.00016582306772757848,0.11224001169690975,0.0,0.0,0.0,0.0,0.3295215461319062,0.6696383685836164,8.461993854926496e-05,9.230769572282626e-05,6.585214440167642e-07,9.682734669004011e-08,2.084586550429322e-15,4.4105640089224627e-07,0.00019714801302167517,0.0003121024550676548,9.08385977823617e-05,6.39447202365548e-08,3.7894805066555366e-08,2.1939959951414998e-08,1.6172636841881125e-07,9.172432772506311e-16,1.3495545396306619e-05,1.1347489556185975e-10,7.025119306836931e-10,2.129198342003952e-10,3.345808652999544e-07,5.706969206126182e-18,9.115703065547008e-17,6.117223111958243e-14,9.075354418876382e-15,1.094447074765826e-13,2.9162814442158973e-10,1.9339696109129127e-16,5.671889251587674e-17,7.294198649046482e-22,2.3658589546355804e-14,2.522854303569326e-13
0.00016877567038269328,0.1122397941395734,0.0,0.0,0.0,0.0,0.3295074605792344,0.669628181253678,8.524534427745491e-05,9.374430885484556e-05,6.633796243447905e-07,9.833212222707806e-08,2.099965395874518e-15,4.468218483416869e-07,0.00020292575113870203,0.00032239207330891196,9.430013800133707e-05,6.460029500288257e-08,3.8529920730073105e-08,2.2621765281577227e-08,1.6675638947167765e-07,9.457714204722083e-16,1.4195986220665294e-05,1.1607970656856681e-10,7.13384088336662e-10,2.233460765382907e-10,3.586914115743978e-07,6.081645632704802e-18,9.423470792866856e-17,6.60652877862933e-14,9.856549580998281e-15,1.1853537313186438e-13,3.2263806732993136e-10,2.1396159184898659e-16,6.321395355349273e-17,8.195451456114771e-22,2.714063519649082e-14,2.8941652744324854e-13
0.00017172827303780808,0.11223957378878326,0.0,0.0,0.0,0.0,0.3294932214711279,0.6696178921915273,8.58614501004348e-05,9.517324597077594e-05,6.681652189430267e-07,9.982897778080968e-08,2.1151144672164595e-15,4.5256190444366294e-07,0.00020874452137771682,0.00033281639782225343,9.781065373440502e-05,6.52493974489813e-08,3.916339694626249e-08,2.3310061876135743e-08,1.7183422448774422e-07,9.74570744189432e-16,1.4917981272753254e-05,1.1868809705278248e-10,7.242314925922612e-10,2.340415963628614e-10,3.839672709987381e-07,6.473056749614173e-18,9.735809813820802e-17,7.12320233089629e-14,1.068668223203446e-14,1.2816594600734348e-13,3.5619139167526907e-10,2.362129121789941e-16,7.029256534112637e-17,9.18571185799736e-22,3.104730462077906e-14,3.310756371312106e-13
