Time (s),Volume (m^3),Ar,He,Ne,N2,methane(1),oxygen(2),CH3(5),HO2(7),CH3O2(12),H(6),CH3O2(19),OH(D)(9),CH2O(25),H2O(35),CC(14),O(T)(10),OO(11),CHO(34),CHO3(63),CHO3(75),CO2(114),COO(15),CH3O(17),C2H5(58),C2H4(166),CHO3(116),CHO2(70),C3H7(186),C2H5O(189),C2H3(183),C#C(234),C2H2(247),C3H5(249),S(250),C2H2O(255),C2H2O(276)
3.4920838830545428e-09,0.1122453720201831,0.0,0.0,0.0,0.0,0.3299999978942959,0.6699999980740435,2.0910901076145306e-09,1.911324103906709e-09,1.4549251140013366e-11,1.9435575834183328e-10,4.605644817703185e-20,5.959801428777069e-14,5.978791365222445e-14,5.004004883238237e-16,8.439619533860548e-19,1.6509766788070254e-14,1.1774619342259455e-14,6.41776897602602e-20,2.142860457682373e-21,1.215333434036522e-29,2.001539229458581e-24,1.7015269415880977e-17,5.0737876927235434e-15,1.988997880963818e-27,5.234970240607995e-29,3.558179683496922e-36,1.1212814797586713e-30,6.568074387241794e-41,4.923432742578868e-44,3.2705977066002325e-39,1.5204303920220271e-40,9.972199699960053e-47,2.7168137358925344e-52,7.871843589139222e-57,4.579097990361641e-54,4.88295303331014e-53
3.6990777196484803e-09,0.11224537202044332,0.0,0.0,0.0,0.0,0.329999997769479,0.6699999979515363,2.214934013235293e-09,2.0328561312817568e-09,1.551343954721413e-11,1.976377194896856e-10,4.9108640500251836e-20,6.758736835828043e-14,6.807693486701022e-14,6.032315133732171e-16,1.002978785264159e-18,1.8681229631775616e-14,1.325526255210696e-14,7.754650184589791e-20,2.751663151698074e-21,1.5606192162804404e-29,2.7303711259264037e-24,1.828332256947202e-17,5.546179719036373e-15,2.5000162864283227e-27,6.971544248850997e-29,4.5690961616275765e-36,1.4398494886313465e-30,9.668039187420114e-41,7.774551678469999e-44,4.603208832725206e-39,2.267668019967698e-40,1.4882402230561263e-46,4.453398927611831e-52,1.2487317162243493e-56,7.696051790422211e-54,8.206739180298951e-53
3.906071556242418e-09,0.11224537202066227,0.0,0.0,0.0,0.0,0.32999999764466204,0.6699999978286605,2.3387774422400165e-09,2.1547560148777446e-09,1.6477652817910295e-11,2.00551776939355e-10,5.2160911530586186e-20,7.608533264098253e-14,7.69232158523172e-14,7.194016598640996e-16,1.1808102097603192e-18,2.098850454849869e-14,1.4825819805661298e-14,9.266736868982699e-20,3.482808478791719e-21,1.9752923808378393e-29,3.6591416008009654e-24,1.9552056844561868e-17,6.023400793994179e-15,3.103204752962286e-27,9.139897139209931e-29,5.783164624659695e-36,1.8224363732730703e-30,1.392509503146205e-40,1.1960472024892696e-43,6.358177727030982e-39,3.308796552016871e-40,2.172722961454244e-46,7.099907333049701e-52,1.931332874272711e-56,1.2572120799908576e-53,1.3406370908218747e-52
4.113065392836355e-09,0.11224537202084474,0.0,0.0,0.0,0.0,0.32999999751984493,0.669999997705459,2.462620412418041e-09,2.2769808122919e-09,1.74418744418995e-11,2.0314087353875337e-10,5.521320900387419e-20,8.50917866159584e-14,8.632760592498191e-14,8.497338068948848e-16,1.3785081361765194e-18,2.3431511814524797e-14,1.6486379060188055e-14,1.0964681279462183e-19,4.3517588398250576e-21,2.4681225349634643e-29,4.826718384363783e-24,2.0821376407967622e-17,6.504616969063497e-15,3.808896358161747e-27,1.1815548892739127e-28,7.226060912466881e-36,2.2771333096848727e-30,1.96697615612109e-40,1.7975606979138758e-43,8.635478380597324e-39,4.733934374671428e-40,3.1100911110876623e-46,1.104078237414866e-51,2.9199524190994403e-56,2.0020479761694457e-53,2.134898332415296e-52
4.320059229430292e-09,0.11224537202099501,0.0,0.0,0.0,0.0,0.3299999973950277,0.6699999975819699,2.58646293123477e-09,2.3994925946221253e-09,1.840609821245038e-11,2.0544293853636083e-10,5.826551327228845e-20,9.460658629497061e-14,9.629080101265599e-14,9.950506281098802e-16,1.597124460561692e-18,2.6010155158566547e-14,1.8236997297218733e-14,1.2859062220146874e-19,5.374876137653883e-21,3.0483894453216566e-29,6.276726909726496e-24,2.2091219893704282e-17,6.989136950371394e-15,4.62794545267973e-27,1.508224269750232e-28,8.924954535939191e-36,2.8125021709628554e-30,2.7300971974970327e-40,2.6454467579010374e-43,1.1551567879181654e-38,6.653878059562098e-40,4.37342441698715e-46,1.678822565937196e-51,4.325068596810876e-56,3.115666683813244e-53,3.3224139142057496e-52
4.527053066024229e-09,0.11224537202111681,0.0,0.0,0.0,0.0,0.3299999972702104,0.6699999974582267,2.7103050000354893e-09,2.522257862675035e-09,1.9370324021644993e-11,2.074914713925591e-10,6.13178239942073e-20,1.0462956949358018e-13,1.0681337198847935e-13,1.1561745571552816e-15,1.8377110640142327e-18,2.872432425267725e-14,2.007770417061927e-14,1.496038273299952e-19,6.569414270456971e-21,3.7258787805234316e-29,8.057818155273229e-24,2.3361552240271722e-17,7.476388140712487e-15,5.5717236666281e-27,1.9032348043238005e-28,1.0908496212286533e-35,3.4375715991815626e-30,3.7295327511468405e-40,3.8200384682775815e-43,1.524102981336442e-38,9.20341271701528e-40,6.0516491363991165e-46,2.5014309798653938e-51,6.288412524791521e-56,4.748660689560348e-53,5.06376930206424e-52
4.734046902618166e-09,0.11224537202121349,0.0,0.0,0.0,0.0,0.32999999714539296,0.6699999973342587,2.8341466208205615e-09,2.6452470274562587e-09,2.033455108128568e-11,2.093160613050807e-10,6.437013867453774e-20,1.1516056315528106e-13,1.1789579101287627e-13,1.3339277532286495e-15,2.1013198171756146e-18,3.157389745949219e-14,2.2008505252015254e-14,1.7279068239065064e-19,7.953511479129764e-21,4.5108777708948216e-29,1.0223934182532327e-23,2.4632356337633215e-17,7.965897349932843e-15,6.652115942454086e-27,2.3767260703622934e-28,1.3206805158049465e-35,4.161833000908173e-30,5.021697697844889e-40,5.421805021517691e-43,1.9858280740868938e-38,1.2544941808949597e-39,8.25193936981264e-46,3.6588786586635197e-51,8.989609023613229e-56,7.101384022473344e-53,7.572613577569988e-52
4.941040739212103e-09,0.11224537202128802,0.0,0.0,0.0,0.0,0.3299999970205754,0.6699999972100926,2.957987797500652e-09,2.7684339520574237e-09,2.1298776669149936e-11,2.1094284533508725e-10,6.742244869590045e-20,1.2619938571986684e-13,1.2953844985666686e-13,1.5291320823058028e-15,2.389002582143179e-18,3.4558743427909235e-14,2.4029384892579747e-14,1.9825465286302907e-19,9.546182554703747e-21,5.414170788857187e-29,1.2834571364250231e-23,2.590362260197834e-17,8.457273784970402e-15,7.881516603459938e-27,2.9397799635430207e-28,1.5851456149715298e-35,4.99523646946572e-30,6.672812543179051e-40,7.575013472185272e-43,2.557933856638642e-38,1.6872449310803295e-39,1.1102338581784977e-45,5.2623231597194817e-51,1.265380152585038e-55,1.0436890131297213e-52,1.1129455848370216e-51
5.14803457580604e-09,0.11224537202134284,0.0,0.0,0.0,0.0,0.32999999689575776,0.6699999970857506,3.081828533203404e-09,2.891795549334837e-09,2.2262998827559366e-11,2.1239491073917325e-10,7.047474786113219e-20,1.3774584590850258e-13,1.4174167193397427e-13,1.7426091080214797e-15,2.701811210399685e-18,3.767872182983999e-14,2.6140308736618205e-14,2.260984076543987e-19,1.1367310948061889e-20,6.447034873893547e-29,1.5955041286176583e-23,2.7175342993921367e-17,8.950194218858219e-15,9.272825457244502e-27,3.6044600843211643e-28,1.8875466422137306e-35,5.948186656065807e-30,8.760017253593104e-40,1.043182374231971e-42,3.26036514076983e-38,2.241580647648011e-39,1.4754609442852054e-45,7.452218475408287e-51,1.7560347891145292e-55,1.5096405525933546e-52,1.6098165691710898e-51
5.355028412399977e-09,0.11224537202138041,0.0,0.0,0.0,0.0,0.32999999677094,0.6699999969612541,3.205668829050705e-09,3.0153114271044154e-09,2.3227217589544624e-11,2.1369264978293866e-10,7.352703627479359e-20,1.4979974264684286e-13,1.5450572298373014e-13,1.9751800798342957e-15,3.040797541210099e-18,4.0933684212010125e-14,2.8341225938353987e-14,2.564238136127045e-19,1.343764083390787e-20,7.621235231569391e-29,1.9656729288838784e-23,2.844751137773911e-17,9.444391034637417e-15,1.0839443928351873e-26,4.38385082418646e-28,2.2313282491042896e-35,7.031538617001286e-30,1.1372547706954056e-39,1.4176841933266386e-42,4.11559850591457e-38,2.944543437509767e-39,1.93873194057084e-45,1.04041961111209e-50,2.4052678766170436e-55,2.1517686183885902e-52,2.2945547658322678e-51
5.562022248993914e-09,0.11224537202140267,0.0,0.0,0.0,0.0,0.3299999966461221,0.6699999968366204,3.3295086855331773e-09,3.1389635737691718e-09,2.4191433604832156e-11,2.1485407412022863e-10,7.657931599363752e-20,1.6236086712781784e-13,1.6783082184970558e-13,2.2276659169698055e-15,3.407013402440437e-18,4.4323475181110486e-14,3.063207112585146e-14,2.893319315944596e-19,1.5778769155610333e-20,8.949020721706456e-29,2.4017350625727447e-23,2.972012513825361e-17,9.939642871267592e-15,1.2595271218142902e-26,5.292096153121753e-28,2.620076694384061e-35,8.25659365082997e-30,1.461297435044634e-39,1.9032156340889554e-42,5.14883671628838e-38,3.827733286735673e-39,2.5209169096620794e-45,1.43357833640851e-50,3.2549412850234606e-55,3.0256632137887736e-52,3.2264390164913094e-51
5.7690160855878514e-09,0.11224537202141144,0.0,0.0,0.0,0.0,0.32999999652130413,0.6699999967118657,3.4533481038444353e-09,3.2627360799452698e-09,2.5155646805886903e-11,2.15895093172521e-10,7.963158680387706e-20,1.75429004742605e-13,1.8171714961077073e-13,2.5008871944906475e-15,3.801510611700953e-18,4.78479334735402e-14,3.3012766139807764e-14,3.24923014528233e-19,1.8413137657119435e-20,1.0443119339224282e-28,2.912120423474269e-23,3.0993184023028154e-17,1.043576688053186e-14,1.4554700494088927e-26,6.344438109688837e-28,3.0575185209018215e-35,9.635095128791986e-30,1.85985027925811e-39,2.5262880290505636e-42,6.388208646796298e-38,4.927848666693885e-39,3.246257058725595e-45,1.9514032289560358e-50,4.355682492654217e-55,4.201256590310129e-52,4.480042135252344e-51
5.9760099221817885e-09,0.11224537202140827,0.0,0.0,0.0,0.0,0.32999999639648603,0.6699999965870039,3.577187085649542e-09,3.3866148928021354e-09,2.611985664119394e-11,2.1682975979325637e-10,8.268384695965438e-20,1.8900393556424338e-13,1.9616485606812431e-13,2.7956641343676532e-15,4.2253409761171854e-18,5.1506892652521744e-14,3.5483221567918357e-14,3.6329650758827583e-19,2.136402491089329e-20,1.2116733692718553e-28,3.505942412814698e-23,3.2266687688484894e-17,1.0932611999835547e-14,1.6732615110076216e-26,7.5572549961405225e-28,3.5475192318975646e-35,1.1179224323137666e-29,2.3462336102178105e-39,3.318322615903871e-42,7.864974570854936e-38,6.287265904022858e-39,4.142748255050079e-45,2.6264135474670283e-50,5.76827646622177e-55,5.7657611092964365e-52,6.148363721528935e-51
6.183003758775726e-09,0.11224537202139458,0.0,0.0,0.0,0.0,0.3299999962716677,0.6699999964620477,3.701025632291488e-09,3.5105875995271393e-09,2.7084062870917578e-11,2.1767048680671766e-10,8.573609570175331e-20,2.0308543426160223e-13,2.1117406459692234e-13,3.1128165986093737e-15,4.679556291579349e-18,5.530018161932932e-14,3.804333809731603e-14,4.0455104984756135e-19,2.4655538359558556e-20,1.3983536490828714e-28,4.1930228404324924e-23,3.354063497346254e-17,1.1430053274518578e-14,1.914438485676765e-26,8.948099281375952e-28,4.094081969572839e-35,1.29015962426412e-29,2.935509850365619e-39,4.3163135163299985e-42,9.613736659780767e-38,7.954658334918118e-39,5.242550907287666e-45,3.4979106715257285e-50,7.565212720916347e-55,7.827063838866992e-52,8.346450016495356e-51
6.389997595369663e-09,0.11224537202137155,0.0,0.0,0.0,0.0,0.32999999614684933,0.6699999963370076,3.824863744677121e-09,3.634643236132649e-09,2.804826568225761e-11,2.1842823820377048e-10,8.878833362276737e-20,2.176732705309206e-13,2.2674487657310884e-13,3.45316408149348e-15,5.165208342743205e-18,5.922762516743147e-14,4.069300770866102e-14,4.487844767740655e-19,2.8312606387152105e-20,1.6057666045382634e-28,4.983916588452153e-23,3.4815024910070504e-17,1.1927987310091418e-14,2.180586224057477e-26,1.0535735214196179e-27,4.701346198579956e-35,1.4815255483593064e-29,3.644632006216962e-39,5.5635487087184345e-42,1.1672654538037897e-37,9.98565622227683e-39,6.582426861820957e-45,4.613060672924951e-50,9.832397957979153e-55,1.0517627759530238e-51,1.1215553985932874e-50
6.5969914319636e-09,0.11224537202134031,0.0,0.0,0.0,0.0,0.32999999602203084,0.6699999962118938,3.948701423710588e-09,3.758772118371231e-09,2.9012465256575735e-11,2.1911269822882297e-10,9.184056129680913e-20,2.327672099414581e-13,2.428773754642336e-13,3.81752570138382e-15,5.683348903572887e-18,6.328904456608765e-14,4.3432114732036846e-14,4.960938234233691e-19,3.236097042726033e-20,1.8353721795468018e-28,5.889936038255144e-23,3.608985739290701e-17,1.2426328630480276e-14,2.473337879104773e-26,1.2340176148910687e-27,5.373586395645261e-35,1.6933672100099922e-29,4.492598192227724e-39,7.110391339379349e-42,1.4083665741779498e-37,1.2443548382369704e-38,8.204203942573595e-45,6.028099639558835e-50,1.2671044906377184e-54,1.3998952721530026e-51,1.49278922990326e-50
7.010979105151475e-09,0.11224537202125687,0.0,0.0,0.0,0.0,0.3299999957723934,0.6699999959614771,4.1963754858190535e-09,4.007216446586664e-09,3.0940854900058055e-11,2.2029491728965186e-10,9.794498655580304e-20,2.64472442587065e-13,2.768276954916185e-13,4.621565909661039e-15,6.821302596167346e-18,7.181308096362265e-14,4.917814529489831e-14,6.003244401943212e-19,4.17385705829826e-20,2.3672288650162395e-28,8.096533367831737e-23,3.864084951759229e-17,1.3423964155117147e-14,3.145422874678406e-26,1.668599318441684e-27,6.93075986660571e-35,2.1840760400075044e-29,6.692263607031262e-39,1.1345001636156636e-41,2.014997572414621e-37,1.8936087265225402e-38,1.2489164268552362e-44,1.0036605936667284e-49,2.05569149227509e-54,2.415792636256839e-51,2.576099431814107e-50
7.383568011020562e-09,0.1122453720211622,0.0,0.0,0.0,0.0,0.3299999955477193,0.6699999957359254,4.41928067108952e-09,4.230990976547351e-09,3.2676393813795443e-11,2.2118412334608003e-10,1.0343893204487277e-19,2.9473560420963836e-13,3.0930452430509133e-13,5.435539929707085e-15,7.967122800455068e-18,7.99410611246106e-14,5.4654162396780666e-14,7.056088622829055e-19,5.179125130096056e-20,2.937373243847132e-28,1.060604613683449e-22,4.093825681368917e-17,1.43226400602268e-14,3.8586364370274986e-26,2.1566353612202526e-27,8.600033724871377e-35,2.710110795682458e-29,9.385077165828381e-39,1.6862189087320502e-41,2.731994827434158e-37,2.7058386148300363e-38,1.7851158583638499e-44,1.5470124193827627e-49,3.101488725619442e-54,3.841555737313374e-51,4.0964732710618446e-50
7.738441933725047e-09,0.11224537202105832,0.0,0.0,0.0,0.0,0.3299999953337271,0.6699999955209731,4.631586394383088e-09,4.444248292606622e-09,3.432940463679843e-11,2.2190862110631774e-10,1.0867163024744413e-19,3.2508106125276337e-13,3.4193005905875843e-13,6.294915836587042e-15,9.171457070803786e-18,8.808352767063296e-14,6.013735354427175e-14,8.16515598819091e-19,6.294820348380351e-20,3.5701471588259455e-28,1.353981367387156e-22,4.312776522937201e-17,1.5179084431359637e-14,4.643539250373312e-26,2.7211522667663543e-27,1.0452676255989431e-34,3.293930091230905e-29,1.2743209769002053e-38,2.412863982338607e-41,3.5993453409967287e-37,3.738815393249659e-38,2.467193961300322e-44,2.2881062027773206e-49,4.5015267973948343e-54,5.847823442436911e-51,6.235872891323146e-50
8.09331585642953e-09,0.11224537202094369,0.0,0.0,0.0,0.0,0.3299999951197345,0.6699999953059228,4.843890864575467e-09,4.657601651723068e-09,3.5982405649648525e-11,2.2253694113195454e-10,1.139042973954273e-19,3.569093603892463e-13,3.7620733619468567e-13,7.240530359772153e-15,1.0491420418267802e-17,9.66161825327919e-14,6.588081825429216e-14,9.382641474993804e-19,7.58054054454143e-20,4.299351920447824e-28,1.7088376831725595e-22,4.531857161927216e-17,1.6035875497721127e-14,5.541301216325349e-26,3.3975201740698336e-27,1.2587651513929353e-34,3.9667202406002606e-29,1.705637676091824e-38,3.394728506519317e-41,4.68265108318853e-37,5.090664807850608e-38,3.360000529167186e-44,3.3228009520319145e-49,6.423400397996161e-54,8.733109005267616e-51,9.312620330473838e-50
8.448189779134013e-09,0.11224537202082029,0.0,0.0,0.0,0.0,0.3299999949057415,0.6699999950907928,5.0561940864227846e-09,4.871032639097333e-09,3.763539735120332e-11,2.2308749814955363e-10,1.1913693506798916e-19,3.902192137426608e-13,4.121364424088436e-13,8.276495281421772e-15,1.1932312377650746e-17,1.0553804648790389e-13,7.188379739856572e-14,1.0713126213558488e-18,9.052345033655502e-20,5.134095686077741e-28,2.134297638175369e-22,4.751067565881633e-17,1.6892917060074213e-14,6.561988232732839e-26,4.201423267098307e-27,1.5031626776737037e-34,4.7368848208249284e-29,2.2532317999292806e-38,4.7030390468807e-41,6.022202667838216e-37,6.838694817167771e-38,4.514665902486043e-44,4.7454479352380356e-49,9.024502370643572e-54,1.2816061866423815e-50,1.3666510035115422e-49
8.803063701838497e-09,0.11224537202068986,0.0,0.0,0.0,0.0,0.3299999946917481,0.669999994875598,5.2684960653716765e-09,5.084526368641956e-09,3.928837952110012e-11,2.2357517817919618e-10,1.2436954256755633e-19,4.2500931944137404e-13,4.497174383235907e-13,9.406918789403469e-15,1.3499432393365851e-17,1.1484813257303938e-13,7.814551273311599e-14,1.216112660739041e-18,1.0726934730781934e-19,6.083850501411336e-28,2.640324979425235e-22,4.9704078422476506e-17,1.775013977868789e-14,7.716051744478136e-26,5.149910958819404e-27,1.7812334752792003e-34,5.613163149534161e-29,2.941117794017158e-38,6.424195540557438e-41,7.663491963523101e-37,9.074271546086015e-38,5.99162552142567e-44,6.6742615253839886e-49,1.2499484246598283e-53,1.8508902488692336e-50,1.973711668850264e-49
9.15793762454298e-09,0.11224537202055376,0.0,0.0,0.0,0.0,0.32999999447775435,0.6699999946603502,5.480796806949456e-09,5.298070788064228e-09,4.094135183443808e-11,2.240120334533554e-10,1.2960211886563268e-19,4.612783630538303e-13,4.889503660271905e-13,1.0635905440411312e-14,1.5198079820025057e-17,1.2454544805980542e-13,8.46651712301884e-14,1.3731095291217315e-18,1.2621641343737055e-19,7.158446171074174e-28,3.2377557564065903e-22,5.1898779908974376e-17,1.8607492997463067e-14,9.014323705906655e-26,6.261448889401347e-27,2.095855563774942e-34,6.604624629678286e-29,3.79686977241684e-38,8.662075918906167e-41,9.657602687912772e-37,1.190458515070326e-37,7.86178964754851e-44,9.255850519056174e-49,1.7086875187813448e-53,2.633896426779053e-50,2.808676660799184e-49
9.512811547247463e-09,0.11224537202041306,0.0,0.0,0.0,0.0,0.3299999942637601,0.6699999944450598,5.693096316259118e-09,5.511656147510941e-09,4.2594314370531136e-11,2.2440781377210863e-10,1.3483466421329144e-19,4.990250186599211e-13,5.298352534281667e-13,1.1967556128850901e-14,1.703355392241209e-17,1.346289959554715e-13,9.144196838817966e-14,1.5427422109899532e-18,1.4754416735518157e-19,8.36806422543935e-28,3.938330369886461e-22,5.4094778935575834e-17,1.9464939860949805e-14,1.046801161444886e-25,7.555969217237068e-27,2.4500099453438297e-34,7.720663183030297e-29,4.851955769611662e-38,1.1540571906597136e-40,1.2061610270300495e-36,1.5454551291209661e-37,1.0207802984071838e-43,1.267037210754163e-48,2.307650130844176e-53,3.6974059811804565e-50,3.942758729052452e-49
9.867685469951946e-09,0.11224537202026867,0.0,0.0,0.0,0.0,0.3299999940497655,0.6699999942297341,5.905394598206974e-09,5.725274572873494e-09,4.42472673876314e-11,2.247703931974844e-10,1.4006717942804662e-19,5.382479502665029e-13,5.723721178060232e-13,1.3405968057713895e-14,1.9011153875755714e-17,1.4509777631796282e-13,9.847509088764998e-14,1.7254435094560276e-18,1.7143822454481713e-19,9.72323198258819e-28,4.754725074943453e-22,5.629207479863998e-17,2.0322453995938993e-14,1.2088693610804422e-25,9.054920247756013e-27,2.8467788665575914e-34,8.970991771470862e-29,6.14208576499377e-38,1.5206353852403712e-40,1.4938989858628486e-36,1.986884598119401e-37,1.3125392718579861e-43,1.7137329658140504e-48,3.0817771878051055e-53,5.1252048748249475e-50,5.46530372928051e-49
9.999999999999999e-09,0.11224537202012129,0.0,0.0,0.0,0.0,0.3299999939699776,0.6699999941494423,5.984549572678264e-09,5.80492921028218e-09,4.486356752413051e-11,2.248984110196879e-10,1.4201811197587247e-19,5.532497527227056e-13,5.886547599345505e-13,1.3970431578189893e-14,1.9785948235685212e-17,1.490994457855821e-13,1.0116282272187658e-13,1.7969948419009727e-18,1.810425107621174e-19,1.026794564643945e-27,5.091489965848868e-22,5.71116671612104e-17,2.0642190865714714e-14,1.2738109538201225e-25,9.670731707890703e-27,3.0062613563239157e-34,9.473565144558862e-29,6.691272225040981e-38,1.6808656909833027e-40,1.6146974312410435e-36,2.176890660205864e-37,1.438132507773182e-43,1.91243022344236e-48,3.4234679222875566e-53,5.771166335236651e-50,6.1541300119206795e-49
1.022255939265643e-08,0.11224537202012129,0.0,0.0,0.0,0.0,0.3299999938357704,0.6699999940143797,6.117691657872254e-09,5.938919705860176e-09,4.590021095512521e-11,2.2510612998086598e-10,1.452996647295449e-19,5.789458131624567e-13,6.165609690773201e-13,1.4955234711582147e-14,2.1136178766459328e-17,1.559507873951012e-13,1.0576371883021002e-13,1.921640142695567e-18,1.9809019427904966e-19,1.1234816702935044e-27,5.700582966836593e-22,5.849066774416693e-17,2.118001662698871e-14,1.388831364237962e-25,1.078131543315699e-26,3.289344107304836e-34,1.0365637003769606e-28,7.707572710698468e-38,1.983186730509175e-40,1.836003159176328e-36,2.531407283650133e-37,1.6724804343366081e-43,2.292204917089835e-48,4.0728884867071545e-53,7.021503142729481e-50,7.487436897521236e-49
1.0577433315360913e-08,0.11224537201997144,0.0,0.0,0.0,0.0,0.3299999936217749,0.6699999937990015,6.329987500475669e-09,6.152586405541292e-09,4.7553144986812304e-11,2.25420165017532e-10,1.5053211984491308e-19,6.211172547571608e-13,6.624018121592935e-13,1.6619445832982983e-14,2.341392759276389e-17,1.6718702650885079e-13,1.1330702759336228e-13,2.1317528396265847e-18,2.276975781700737e-19,1.2914019835425302e-27,6.790544451614136e-22,6.069055797585897e-17,2.203761417913724e-14,1.587917669001162e-25,1.2759781743512486e-26,3.7809852965570196e-34,1.191493382685604e-28,9.593706712315228e-38,2.5618573492738786e-40,2.2402262849391783e-36,3.1981066139206415e-37,2.113232751946568e-43,3.034289264479965e-48,5.330701908106784e-53,9.514869101527848e-50,1.0146258127553518e-48
1.0932307238065396e-08,0.11224537201981968,0.0,0.0,0.0,0.0,0.32999999340777897,0.6699999935836041,6.542282131152602e-09,6.36627051208422e-09,4.9206069469395836e-11,2.257166581109861e-10,1.5576454473205862e-19,6.647609150768741e-13,7.098946483113823e-13,1.8402687401615036e-14,2.584969926513514e-17,1.7880549071844798e-13,1.211041892968093e-13,2.356196435089215e-18,2.60463670335567e-19,1.477237135537732e-27,8.040277196859669e-22,6.289174510439501e-17,2.2895236699445732e-14,1.8073944058729393e-25,1.5016607401983953e-26,4.325078254993809e-34,1.3629520301645498e-28,1.185114260605021e-37,3.2800446728116956e-40,2.7150877330671986e-36,4.008733418542577e-37,2.6491914948378156e-43,3.977926778642764e-48,6.91395666509769e-53,1.2762735702316098e-49,1.3609647358363344e-48
1.128718116076988e-08,0.11224537201966636,0.0,0.0,0.0,0.0,0.3299999931937826,0.6699999933681906,6.7545755549131545e-09,6.579968661780162e-09,5.085898450358785e-11,2.259989729454124e-10,1.6099693970979187e-19,7.098754272801246e-13,7.590394759893677e-13,2.03090416150693e-14,2.8448792606662666e-17,1.9080517736214761e-13,1.2915437394833094e-13,2.5953799641364313e-18,2.965974591756961e-19,1.6821724193690353e-27,9.466505568662475e-22,6.509422866767544e-17,2.375287695956656e-14,2.0485628731924131e-25,1.757978899005265e-26,4.925093364407147e-34,1.5520332463163575e-28,1.4536300721158896e-37,4.164773678673028e-40,3.269917058651637e-36,4.987964549152143e-37,3.296689596011189e-43,5.16804810823239e-48,8.891646453744506e-53,1.6956536867068584e-49,1.8081741749965956e-48
1.1642055083474363e-08,0.11224537201951174,0.0,0.0,0.0,0.0,0.3299999929797858,0.6699999931527637,6.966867776769661e-09,6.793678137282418e-09,5.251189017737302e-11,2.2626982684669895e-10,1.6622930505663373e-19,7.564594182208256e-13,8.098362916144314e-13,2.23425868704974e-14,3.121650635363439e-17,2.0318508452251111e-13,1.3745675036971424e-13,2.8497067549804284e-18,3.363135307388351e-19,1.9074248756157507e-27,1.1087039568588846e-21,6.729800861676714e-17,2.461052981782492e-14,2.312759078738435e-25,2.0479077937962318e-26,5.584593963515545e-34,1.759859926380573e-28,1.7711780386535762e-37,5.2471001648748734e-40,3.914898148294914e-36,6.1636758961360716e-37,4.074178555058363e-43,6.657547734669675e-48,1.1344368961955055e-52,2.2327532841776247e-49,2.3809147598092886e-48
1.1996929006178846e-08,0.11224537201935611,0.0,0.0,0.0,0.0,0.3299999927657886,0.6699999929373253,7.179158801796771e-09,7.007396743248783e-09,5.416478650662004e-11,2.265314151395132e-10,1.7146164082281723e-19,8.045115088831815e-13,8.622850902307088e-13,2.4507397747466423e-14,3.415813915610838e-17,2.1594421140355248e-13,1.460104869640141e-13,3.1195745205167604e-18,3.798319736461111e-19,2.1542427531188772e-27,1.2920803282175058e-21,6.950308508832704e-17,2.546819162354423e-14,2.601353287397329e-25,2.3746026412705327e-26,6.307234769692969e-34,1.9875837598168174e-28,2.144678589537495e-37,6.562541742650802e-40,4.6611139144189326e-36,7.567229929496072e-37,5.002418971898349e-43,8.508351584839105e-48,1.4365798093444883e-52,2.915338743729782e-49,3.108795403076594e-48
1.235180292888333e-08,0.11224537201919965,0.0,0.0,0.0,0.0,0.32999999255179097,0.6699999927218777,7.391448635072095e-09,7.221122704616242e-09,5.5817673495109765e-11,2.2678551287216788e-10,1.7669394702031043e-19,8.540303146503697e-13,9.163858659325668e-13,2.680754499204087e-14,3.72789895783534e-17,2.290815586189613e-13,1.54814752341456e-13,3.4053754485585468e-18,4.2737828554935053e-19,2.4239049784502056e-27,1.498786284551699e-21,7.170945802457954e-17,2.632585972772163e-14,2.91574957483286e-25,2.74140326098774e-26,7.096760326190781e-34,2.2363847408119506e-28,2.58175648305829e-37,8.151537411492904e-40,5.520591504566255e-36,9.233777959145454e-37,6.104680840134891e-43,1.079258386255085e-47,1.8064285009543443e-52,3.77655646353602e-49,4.027162044190377e-48
1.3061550774292297e-08,0.11224537201888492,0.0,0.0,0.0,0.0,0.3299999921237942,0.6699999922909596,7.81602474650418e-09,7.648591268023289e-09,5.912341959571793e-11,2.2727666214084773e-10,1.8715847117108238e-19,9.574625062713842e-13,1.0295433213334088e-12,3.1830112312519125e-14,4.407953711310512e-17,2.564869247629038e-13,1.7317154753070729e-13,4.026318447160428e-18,5.354830053252083e-19,3.0370284664379608e-27,1.990800756733089e-21,7.612609303988519e-17,2.8041207932116556e-14,3.6277311215115838e-25,3.6096307195338705e-26,8.891883916417982e-34,2.8020767846407813e-28,3.680939072151215e-37,1.2339580405548298e-39,7.632437691251336e-36,1.3517363209808158e-36,8.938193247442679e-43,1.7008778158998514e-47,2.800987583133976e-52,6.19968818292255e-49,6.611088648577409e-48
