Time (s),Volume (m^3),Ar,He,Ne,N2,methane(1),oxygen(2),CH3(5),HO2(7),CH3O2(12),H(6),CH3O2(19),OH(D)(9),CH2O(25),H2O(35),CC(14),O(T)(10),OO(11),CHO(34),CHO3(63),CHO3(75)
2.5479939080710852e-11,0.11224537200037435,0.0,0.0,0.0,0.0,0.3299999999846359,0.6699999999879708,1.536011867035884e-11,1.2025476438286005e-11,4.0300163327652476e-15,3.3386709229766763e-12,1.2755910751705471e-23,3.619997121363388e-19,8.722096083767948e-20,2.499519544237415e-23,3.5640807804975683e-25,2.7466686838533984e-19,5.689173048379907e-19,7.04426620823193e-28,2.003765308684489e-31,1.814162653241109e-36
4.2466718733147756e-11,0.1122453720006203,0.0,0.0,0.0,0.0,0.32999999997439305,0.669999999979919,2.5596056582434144e-11,2.0070393502903995e-11,1.0950880957064517e-14,5.536610455393408e-12,3.466345630687601e-23,1.1644234371743086e-18,4.039259615095091e-19,1.3563622309133845e-22,1.694645733077884e-24,7.599888852007597e-19,1.5741445463506675e-18,5.743584561175175e-27,2.9732274256202975e-30,5.039080311964321e-35
5.945349838558466e-11,0.1122453720008633,0.0,0.0,0.0,0.0,0.3299999999641502,0.6699999999718416,3.582875485211085e-11,2.813745536296843e-11,2.1111544227588524e-14,7.712404443717917e-12,6.682680326730555e-23,2.5589290013132308e-18,1.068761377742202e-18,3.9904729735837465e-22,4.54927462652744e-24,1.4888411614288658e-18,3.0837618697420522e-18,2.020733319734776e-26,1.3458309343633423e-29,2.8433055078034147e-34
7.644027803802157e-11,0.11224537200110357,0.0,0.0,0.0,0.0,0.32999999995390733,0.6699999999637394,4.605835121145251e-11,3.6226450459869556e-11,3.4374156284330656e-14,9.866264444547391e-12,1.088095785918529e-22,4.665533009814276e-18,2.2009900650377397e-18,8.99870109818975e-22,9.48105062258643e-24,2.461848586717991e-18,5.0990475962948936e-18,5.135120163554825e-26,4.1248941603356936e-29,1.029691409225943e-33
9.342705769045847e-11,0.11224537200134106,0.0,0.0,0.0,0.0,0.32999999994366447,0.6699999999556123,5.628498248906981e-11,4.4337160827796546e-11,5.0601771700121775e-14,1.1998408421675387e-11,1.6017827228260207e-22,7.60328428055818e-18,3.918916150510099e-18,1.739896370038715e-21,1.7068948546888218e-23,3.679636513648404e-18,7.621280432130798e-18,1.08592433626939e-25,1.0188948772088307e-28,2.926643909439078e-33
9.999999999999999e-11,0.11224537200180795,0.0,0.0,0.0,0.0,0.329999999939701,0.6699999999524613,6.024135181057107e-11,4.748134058646289e-11,5.765113466411507e-14,1.2817645427998263e-11,1.8249315128154257e-22,8.985161029281931e-18,4.762784943371986e-18,2.180301558875148e-21,2.0832204419070008e-23,4.216656979727344e-18,8.733523437045406e-18,1.401699568004147e-25,1.3943393774695912e-28,4.2465112277171545e-33
1.2740061699533228e-10,0.11224537200180795,0.0,0.0,0.0,0.0,0.32999999992317874,0.6699999999392858,7.672982602058617e-11,6.062292871367792e-11,9.147538514477783e-14,1.6198346960568877e-11,2.895646183375296e-22,1.6386347156058797e-17,9.523349769663231e-18,4.8936013238423094e-21,4.2356964527489826e-23,6.8518165137508236e-18,1.4191212322090874e-17,3.4680938041737555e-25,4.203641320537799e-28,1.5361991808729722e-32
1.613741763002061e-10,0.11224537200226414,0.0,0.0,0.0,0.0,0.329999999902693,0.6699999999228644,9.716428563659105e-11,7.699304298768649e-11,1.4273134224377113e-13,2.0313936077618844e-11,4.518169743726495e-22,2.977794535791208e-17,1.8746308554047273e-17,1.0921642548063959e-20,8.50483498216536e-23,1.1010241584092593e-17,2.2803491203809783e-17,8.431802924011491e-25,1.2351248364433506e-27,5.340755219211347e-32
1.953477356050799e-10,0.11224537200271006,0.0,0.0,0.0,0.0,0.3299999998822073,0.6699999999063511,1.1758933015590136e-10,9.344572934578677e-11,2.0339999958984498e-13,2.4346950060643253e-11,6.438658687002367e-22,4.8620723174624794e-17,3.242486797956624e-17,2.1152896153308414e-20,1.5001693238632334e-22,1.6159924523597847e-17,3.3468358654994915e-17,1.739979944685891e-24,2.986921894463335e-27,1.4886735889980445e-31
2.293212949099537e-10,0.11224537200314592,0.0,0.0,0.0,0.0,0.32999999986172157,0.6699999998897482,1.3800581764816534e-10,1.0997927011725688e-10,2.726225585817036e-13,2.8299106564684525e-11,8.629927163514174e-22,7.366114568618202e-17,5.130035005340351e-17,3.7162574922479463e-20,2.4208850109118876e-22,2.2305703966128736e-17,4.6195695873841275e-17,3.2126314328842213e-24,6.35844350379397e-27,3.610396526546225e-31
2.632948542148275e-10,0.11224537200357199,0.0,0.0,0.0,0.0,0.32999999984123585,0.6699999998730584,1.5841449007610738e-10,1.26592034007621e-10,3.496564275302016e-13,3.217203686933395e-11,1.1068467931854263e-21,1.0554485897624556e-16,7.601374371215025e-17,6.072048466821652e-20,3.659572121078085e-22,2.945216545440731e-17,6.09948626768176e-17,5.463322011007146e-24,1.2319105303259307e-26,7.90295946426673e-31
2.9726841351970127e-10,0.11224537200398849,0.0,0.0,0.0,0.0,0.3299999998207501,0.6699999998562836,1.78815997181756e-10,1.4328246003554955e-10,4.3385131483170594e-13,3.596730194167261e-11,1.3733695572154066e-21,1.448374614434305e-16,1.0712638194822953e-16,9.376076106300763e-20,5.262250301561006e-22,3.760369109367045e-17,7.787479927662374e-17,8.716574468186826e-24,2.219498841892591e-26,1.6024963864244423e-30
3.3124197282457506e-10,0.11224537200439576,0.0,0.0,0.0,0.0,0.3299999998002644,0.6699999998394264,1.9921095057326227e-10,1.6004900642510832e-10,5.245950956800053e-13,3.9686443543554904e-11,1.6606232860292227e-21,1.9207147536261765e-16,1.4516667356489989e-16,1.3832510690357733e-19,7.275066275537964e-22,4.6764606526818906e-17,9.684432801376074e-17,1.3210940457898179e-23,3.760000387053617e-26,3.0283233948906888e-30
3.6521553212944884e-10,0.11224537200479401,0.0,0.0,0.0,0.0,0.3299999997797787,0.6699999998224881,2.1959994482821827e-10,1.768901252829778e-10,6.212926906802669e-13,4.3331009554163e-11,1.966724215615573e-21,2.4776466227632047e-16,1.9064831897097656e-16,1.9655576338186056e-19,9.744899502751312e-22,5.693925141219137e-17,1.1791229768275477e-16,1.919762625191997e-23,6.04292768736707e-26,5.3745892000458184e-30
3.991890914343226e-10,0.11224537200518343,0.0,0.0,0.0,0.0,0.32999999975929295,0.6699999998054721,2.3998352905499567e-10,1.9380428743505907e-10,7.233945289789352e-13,4.690252913363313e-11,2.289932642323846e-21,3.1239530915111587e-16,2.4404572265568586e-16,2.7073443437754185e-19,1.2718929611887188e-21,6.813190590216275e-17,1.4108743228394481e-16,2.694594632867452e-23,9.294009811262932e-26,9.048696445759668e-30
4.331626507391964e-10,0.11224537200556428,0.0,0.0,0.0,0.0,0.3299999997388072,0.669999999788379,2.6036217945622083e-10,2.1079001537419753e-10,8.304240083024485e-13,5.040247977563216e-11,2.6287398494711506e-21,3.8637838995612723e-16,3.0577028948019276e-16,3.632979232244025e-19,1.6243934574356808e-21,8.0346696297996e-17,1.663781374581192e-16,3.674584292112769e-23,1.3783413706224644e-25,1.4584874705342455e-29
4.671362100440702e-10,0.11224537200593673,0.0,0.0,0.0,0.0,0.3299999997183215,0.6699999997712116,2.807363110602875e-10,2.2784588254619044e-10,9.41965753266942e-13,5.3832288021340296e-11,2.9818309382286423e-21,4.700757497497462e-16,3.7618057327164153e-16,4.768025231634942e-19,2.036621653275588e-21,9.358759898364887e-17,1.9379250894059977e-16,4.890314377658258e-23,1.9827119153407788e-25,2.2663759365636968e-29
5.350833286538178e-10,0.11224537200665734,0.0,0.0,0.0,0.0,0.32999999967735,0.6699999997366597,3.2147259957293516e-10,2.621623881263564e-10,1.1770030238458878e-12,6.048712373471065e-11,3.725853615657814e-21,6.679925614209069e-16,5.444247938326016e-16,7.77171558672816e-19,3.0589257955287965e-21,1.2316346134060325e-16,2.550242432985896e-16,8.15517799192293e-23,3.804793762185221e-25,5.003972370744039e-29
5.942693433017231e-10,0.11224537200725958,0.0,0.0,0.0,0.0,0.3299999996416614,0.6699999997063363,3.5694506048976874e-10,2.9226960163791976e-10,1.3929994896463973e-12,6.606839483826773e-11,4.409601813572153e-21,8.750558968328101e-16,7.22260007465114e-16,1.1328120984040196e-18,4.1883152962641355e-21,1.5230708792379436e-16,3.1535743601263213e-16,1.2076511511391085e-22,6.28221518221994e-25,9.20719285422427e-29
6.534553579496284e-10,0.11224537200783909,0.0,0.0,0.0,0.0,0.32999999960597276,0.6699999996758106,3.9240863242659966e-10,3.225701109121085e-10,1.6178611073438973e-12,7.145636039950223e-11,5.1214132485015014e-21,1.1158125117819899e-15,9.30625123530264e-16,1.5919991821102785e-18,5.5659661435617445e-21,1.8461928885093804e-16,3.8224642093945603e-16,1.7194148229526502e-22,9.87273287182076e-25,1.5958453414314138e-28
7.126413725975337e-10,0.11224537200839685,0.0,0.0,0.0,0.0,0.32999999957028414,0.6699999996450908,4.2786462541721034e-10,3.530571757281736e-10,1.850276770016414e-12,7.665776057763136e-11,5.8571375229426475e-21,1.3914070659563181e-15,1.1706518957948143e-15,2.1706040290004095e-18,7.21648778799189e-21,2.201186701483831e-16,4.557289724461877e-16,2.3699674937981514e-22,1.4895151996440837e-24,2.6328250596390004e-28
8.310134018933443e-10,0.11224537200945038,0.0,0.0,0.0,0.0,0.3299999994989068,0.6699999995830989,4.98758255847895e-10,4.1456514508518526e-10,2.333385386882544e-12,8.652669144954933e-11,7.386444072447188e-21,2.050941317138137e-15,1.7494754131681092e-15,3.751737740685136e-18,1.143458145006799e-20,3.0074999191061856e-16,6.226187957734477e-16,4.166747881141605e-22,3.075523328070919e-24,6.378770713710667e-28
9.357120693327092e-10,0.11224537201031749,0.0,0.0,0.0,0.0,0.3299999994357744,0.6699999995276911,5.614469435252969e-10,4.695289533858459e-10,2.7764932004138854e-12,9.469487839186484e-11,8.78912611723341e-21,2.758628005925197e-15,2.3750811513001573e-15,5.7115702399850056e-18,1.631481904947131e-20,3.8286004720607143e-16,7.9255125795311e-16,6.415836814800042e-22,5.363472206524269e-24,1.2582525840889717e-27
9.999999999999999e-10,0.11224537201106997,0.0,0.0,0.0,0.0,0.32999999939700925,0.669999999493417,5.999338518495407e-10,5.035245133389418e-10,3.054241989902146e-12,9.94641259903351e-11,9.66835519011203e-21,3.2524781218808707e-15,2.8135352918154577e-15,7.219949924641577e-18,1.990777170001905e-20,4.383378943034961e-16,9.073573403091198e-16,8.156740623642474e-22,7.312118354626782e-24,1.8377433573044048e-27
1.032673711438277e-09,0.11224537201106997,0.0,0.0,0.0,0.0,0.3299999993773073,0.6699999994759274,6.194930397453312e-10,5.20871391760459e-10,3.1967987358613588e-12,1.0181907694217243e-10,1.0119626429347944e-20,3.520996406051102e-15,3.052438327899761e-15,8.084702293603312e-18,2.1920386063175578e-20,4.680172359969839e-16,9.68773069742802e-16,9.157579531274453e-22,8.491671207330417e-24,2.2061631026893823e-27
1.1296353535438446e-09,0.11224537201177681,0.0,0.0,0.0,0.0,0.3299999993188402,0.6699999994237574,6.775317576034404e-10,5.726127438254069e-10,3.624405549377201e-12,1.0854433446049219e-10,1.1473239430266e-20,4.388222119376876e-15,3.825969277189627e-15,1.1075399539787124e-17,2.8681221696422123e-20,5.620059358530728e-16,1.1632526088953453e-15,1.263027987517057e-21,1.287329178850944e-23,3.670422603532225e-27
1.2265969956494123e-09,0.11224537201244084,0.0,0.0,0.0,0.0,0.32999999926037304,0.6699999993712051,7.355647991435516e-10,6.2473047665027e-10,4.05761035144847e-12,1.1489318367157698e-10,1.284457324200763e-20,5.361802218009362e-15,4.69714418229516e-15,1.4763682576310643e-17,3.670541552939257e-20,6.648866286806739e-16,1.376111662695119e-15,1.6930077836909138e-21,1.8823241999121625e-23,5.84614448724506e-27
1.32355863775498e-09,0.11224537201306456,0.0,0.0,0.0,0.0,0.3299999992019059,0.6699999993182936,7.935934681639235e-10,6.77203329435389e-10,4.495108435550487e-12,1.2088688518103922e-10,1.422949772795937e-20,6.44288517112653e-15,5.6670891548772585e-15,1.9230586888237745e-17,4.610106211376209e-20,7.767159766613974e-16,1.6074640842899782e-15,2.215407024325219e-21,2.66953637572878e-23,8.974644637612261e-27
1.4205202798605477e-09,0.11224537201365023,0.0,0.0,0.0,0.0,0.3299999991434388,0.6699999992650434,8.516187575581276e-10,7.300112438922238e-10,4.935906261905876e-12,1.2654549709435571e-10,1.56248677708601e-20,7.632346718786876e-15,6.736661696555541e-15,2.4557939609484248e-17,5.697625937307221e-20,8.97547031830878e-16,1.857416228478874e-15,2.8400010557162333e-21,3.688271736213331e-23,1.3348812632055172e-26
1.5174819219661153e-09,0.11224537201420012,0.0,0.0,0.0,0.0,0.3299999990849716,0.6699999992114744,9.096414272461882e-10,7.831352956104308e-10,5.37924345923211e-12,1.3188794364916328e-10,1.702827636406549e-20,8.930857589243157e-15,7.906518030344204e-15,3.082816038912536e-17,6.943910754110012e-20,1.0274294426382776e-15,2.1260673811977677e-15,3.5766041632728655e-21,4.981780890663442e-23,1.9318637765622605e-26
