Time (s),Volume (m^3),Ar,He,Ne,N2,methane(1),oxygen(2),CH3(5),HO2(7),CH3O2(12),H(6),CH3O2(19),OH(D)(9),CH2O(25),H2O(35),CC(14),O(T)(10),OO(11),CHO(34),CHO3(63),CHO3(75),CO2(114),COO(15),CH3O(17),C2H5(58),C2H4(166),CHO3(116),CHO2(70),C3H7(186),C2H5O(189),C2H3(183),C#C(234),C2H2(247),C3H5(249),S(250),C2H2O(255),C2H2O(276),C2H2O(282),S(407),S(416),S(492),S(435),CH2(T)(8),S(434),C3H6(211)
0.00016562685536071595,0.11224002644576017,0.0,0.0,0.0,0.0,0.3295224778701899,0.6696390451832096,8.457784827433147e-05,9.2208772902416e-05,6.581944706941007e-07,9.672375559685733e-08,2.08358349362403e-15,4.404971102487033e-07,0.00019676450913035795,0.0003114253857007131,9.06085850967957e-05,6.390006006592566e-08,3.785546577496377e-08,2.1894165734550532e-08,1.6138852518709305e-07,9.153271739179954e-16,1.344935375547131e-05,1.1329779045859677e-10,7.017745115688837e-10,2.1226745148052125e-10,3.3305853630502496e-07,5.680223703595072e-18,9.09509377937163e-17,6.086359748351653e-14,9.02260440113693e-15,1.0885745127279352e-13,2.8964591906564397e-10,1.9208242275552362e-16,5.63053382952884e-17,7.236233615730931e-22,1.5403796964826468e-20,1.6425973840472655e-19,2.6250902496269317e-13,1.0658127016747022e-19,2.3640227244578045e-19,1.3752847105933813e-16,1.6513071998684783e-19,3.834375034673575e-09,7.320266730522993e-23,2.270843520693534e-16
0.00016880309793946752,0.11223979250625724,0.0,0.0,0.0,0.0,0.3295073300837268,0.6696280894293687,8.5250936063009e-05,9.375430577880356e-05,6.634230584154579e-07,9.83426161303633e-08,2.100136108922368e-15,4.4669619693659923e-07,0.00020297864251966874,0.0003224903638948092,9.433077853985163e-05,6.46054706789852e-08,3.8538786767809734e-08,2.2627383767133373e-08,1.66797845965793e-07,9.46006544100352e-16,1.4202165509561782e-05,1.1609961955384161e-10,7.13470482509042e-10,2.2347725310206672e-10,3.5896395534712356e-07,6.082582024995301e-18,9.426018153116331e-17,6.611982302933844e-14,9.861265165983107e-15,1.186204431312485e-13,3.22929034433626e-10,2.1415455044088697e-16,6.327511397900903e-17,8.202989311007606e-22,1.7462414192164096e-20,1.862119835561295e-19,3.0383808395251054e-13,1.2335951553113925e-19,2.7820757380681062e-19,1.483032829908427e-16,1.7806722678072512e-19,3.915451800969778e-09,7.893780744380621e-23,2.4992310980286613e-16
0.0001719793405182191,0.11223955533442789,0.0,0.0,0.0,0.0,0.3294920046057851,0.6696170159521645,8.591326516203006e-05,9.529095482853779e-05,6.685676745307389e-07,9.99523104959216e-08,2.1164229263619763e-15,4.528659027219184e-07,0.00020924025448821254,0.0003337112245339793,9.810964390540844e-05,6.530339280119685e-08,3.922021006473742e-08,2.336811215382059e-08,1.7226248716725465e-07,9.769996682295162e-16,1.4979921517277047e-05,1.1890558836376236e-10,7.251378144757825e-10,2.3499875820348703e-10,3.8621847491186733e-07,6.504299757920002e-18,9.76223227941804e-17,7.169291297715492e-14,1.0756561527687568e-14,1.2900844446331507e-13,3.591570363265768e-10,2.3817961772956032e-16,7.092060842773752e-17,9.272798135266615e-22,1.9740631069656448e-20,2.1050594881518574e-19,3.5051690169103705e-13,1.423092536280971e-19,3.2620948640556814e-19,1.5966796802285076e-16,1.917118112131343e-19,3.9964571210932834e-09,8.498692112988073e-23,2.744628226725806e-16
0.00017515558309697066,0.11223931497458335,0.0,0.0,0.0,0.0,0.3294765024695099,0.6696058251337533,8.656549495079074e-05,9.681887465352591e-05,6.736334517777605e-07,1.0155300381668582e-07,2.1324601939684783e-15,4.590082087955451e-07,0.00021554840597375887,0.00034508731800371375,0.00010194463904594253,6.599418881921244e-08,3.9899790096263626e-08,2.4116261795049268e-08,1.7778178385066945e-07,1.0083027750434072e-15,1.5782874039676416e-05,1.217158184002632e-10,7.367795413116306e-10,2.4683408076544114e-10,4.1485898792017443e-07,6.945895151530176e-18,1.0103764943842555e-16,7.759424765707696e-14,1.1710973663956642e-14,1.4004649867289853e-13,3.985157508059653e-10,2.642808575835832e-16,7.929016350483402e-17,1.0453968752753508e-21,2.2256178951843307e-20,2.3733071403439087e-19,4.0309172120983954e-13,1.6365215259782825e-19,3.8115388297900573e-19,1.716422874056807e-16,2.0608817552103838e-19,4.077417912867737e-09,9.136052675680378e-23,3.007894788689736e-16
0.00017833182567572224,0.11223907146731306,0.0,0.0,0.0,0.0,0.3294608246514588,0.6695945173103737,8.720822455077664e-05,9.833822157298807e-05,6.786250536027845e-07,1.0314486279457894e-07,2.148262674221073e-15,4.6512493221511743e-07,0.00022190220590286285,0.00035661804204490825,0.00010583525769516307,6.667819170799052e-08,4.057758231234437e-08,2.487174857598556e-08,1.8335510811133262e-07,1.0399123033335463e-15,1.6611272373487582e-05,1.2453047440691163e-10,7.483985844844346e-10,2.5898537277420946e-10,4.449226239619747e-07,7.407890143722102e-18,1.0450647160185809e-16,8.383539122485158e-14,1.2727039911100719e-14,1.5176014754011164e-13,4.4119832238309447e-10,2.9258635629005866e-16,8.843444748485576e-17,1.1755275767641504e-21,2.5027786547161984e-20,2.668859944368961e-19,4.621499613037927e-13,1.8762658240612222e-19,4.438561700956297e-19,1.842463360226998e-16,2.2122042013417686e-19,4.1583586937503875e-09,9.806932030327924e-23,3.2899168810598465e-16
0.0001815080682544738,0.11223882484984793,0.0,0.0,0.0,0.0,0.3294449720760977,0.6695830927767117,8.784199887932992e-05,9.984915310412511e-05,6.835467214762059e-07,1.0472805493366558e-07,2.163843793799301e-15,4.712177417418024e-07,0.00022830080694525808,0.0003683028378801617,0.00010978102620860901,6.735570790388058e-08,4.125364296212233e-08,2.5634492922536258e-08,1.889818657371969e-07,1.0718248829817935e-15,1.746536301316994e-05,1.2734969322622436e-10,7.599975636206806e-10,2.7145482448669055e-10,4.7644675402117824e-07,7.890810899046272e-18,1.0802911986897248e-16,9.042807995926329e-14,1.3807357044659285e-14,1.641754280763894e-13,4.874053531150025e-10,3.232291457044148e-16,9.840651309661948e-17,1.3185975207557928e-21,2.807521326507638e-20,2.9938249621654384e-19,5.283222429487684e-13,2.1448843596520234e-19,5.152059569210955e-19,1.9750050003107075e-16,2.3713299262847814e-19,4.2393017664981895e-09,1.0512415278678342e-22,3.591606670368867e-16
0.00018468431083322538,0.1122385751563926,0.0,0.0,0.0,0.0,0.3294289456198585,0.6695715517898245,8.84673141627536e-05,0.00010135182750382895,6.88402317880224e-07,1.0630274795029656e-07,2.179215779654322e-15,4.772881724137719e-07,0.00023474340169101176,0.0003801411867181402,0.00011378150059152398,6.802701992577831e-08,4.192802887450756e-08,2.6404419403025636e-08,1.9466149319653633e-07,1.1040373178751962e-15,1.8345389798507706e-05,1.3017354928814268e-10,7.715787107851111e-10,2.842446730961731e-10,5.094689946084119e-07,8.395187929770531e-18,1.1160594258240586e-16,9.73842162650067e-14,1.4954580247250604e-14,1.7731887031839783e-13,5.373450425529043e-10,3.5634729605903517e-16,1.0926186098598568e-16,1.4755820712304485e-21,3.141928407267453e-20,3.3504228823425057e-19,6.022844631142566e-13,2.4451196939805796e-19,5.961718915478107e-19,2.1142544543265964e-16,2.538506738351571e-19,4.320267401709534e-09,1.1253602418027057e-22,3.9139024048716267e-16
0.00018786055341197695,0.11223832241842674,0.0,0.0,0.0,0.0,0.32941274611479915,0.6695598945726632,8.90846229388615e-05,0.00010284640336331883,6.931953649798628e-07,1.0786910987864777e-07,2.1943897814733336e-15,4.83337638950884e-07,0.0002412292192125621,0.00039213260660356854,0.0001178362637973994,6.869238875128716e-08,4.2600797329796636e-08,2.718145635879474e-08,2.0039345498858784e-07,1.1365465708812045e-15,1.9251594049196948e-05,1.3300217800193494e-10,7.831442653838112e-10,2.9735717983091404e-10,5.440272114268022e-07,8.921555335753227e-18,1.15237305974522e-16,1.0471589033174134e-13,1.6171424649521366e-14,1.9121751494507758e-13,5.912333285484741e-10,3.920840093407673e-16,1.2105851161774542e-16,1.6475080082281293e-21,3.508192514634364e-20,3.7409918219276017e-19,6.847599157848019e-13,2.779906613168579e-19,6.878066797908649e-19,2.260421792369509e-16,2.713986511356681e-19,4.401274014925253e-09,1.2031611596763325e-22,4.2577696840103573e-16
0.00019103679599072852,0.11223806666497642,0.0,0.0,0.0,0.0,0.32939637435189995,0.6695481213172254,8.969433858043954e-05,0.0001043330392530492,6.979290800423938e-07,1.0942730844112459e-07,2.209375983763762e-15,4.893674478723789e-07,0.0002477575219781632,0.00040427664958295716,0.00012194492328007889,6.935205597173827e-08,4.327200591522215e-08,2.7965535586998734e-08,2.061772412536363e-07,1.1693497502924217e-15,2.0184214687814057e-05,1.358356993501476e-10,7.946962646046538e-10,3.107946289800076e-10,5.801595225817656e-07,9.470451436084444e-18,1.1892359311205355e-16,1.124353676523013e-13,1.7460665721089918e-14,2.0589891063053624e-13,6.492940289661284e-10,4.305877132692728e-16,1.33857064589669e-16,1.835455147586042e-21,3.908619877076761e-20,4.1679910478516675e-19,7.765214599958714e-13,3.1523809108492564e-19,7.912523454473601e-19,2.4137200296558275e-16,2.8980246242237825e-19,4.4823383362219085e-09,1.2847576639553892e-22,4.624201317365423e-16
0.0001942130385694801,0.11223780792285801,0.0,0.0,0.0,0.0,0.3293798310840315,0.6695362321873786,9.029683937193259e-05,0.00010581189341207707,7.026064073233991e-07,1.1097751044460632e-07,2.2241837067677717e-15,4.953788084087108e-07,0.0002543276030833453,0.00041657289915681084,0.00012610710878222558,7.000624573944023e-08,4.394171233291748e-08,2.8756592059959133e-08,2.1201236560285863e-07,1.2024440975175278e-15,2.1143488352402995e-05,1.3867414502870808e-10,8.062363346412671e-10,3.2455934526196075e-10,6.179043013933893e-07,1.0042419114481423e-17,1.2266520048585584e-16,1.205550763187185e-13,1.8825138864298082e-14,2.21391107112324e-13,7.11758984289454e-10,4.720121558683381e-16,1.4772076243266678e-16,2.0405580396782804e-21,4.34563399226025e-20,4.634004878081446e-19,8.783937346871585e-13,3.565888359862093e-19,9.07745666424106e-19,2.5743648458141476e-16,3.0908796219819737e-19,4.563475570227801e-09,1.3702645553214766e-22,5.01421704341706e-16
0.00019738928114823167,0.11223754621690056,0.0,0.0,0.0,0.0,0.3293631170286235,0.6695242273213834,9.089247217169794e-05,0.00010728312347390246,7.072300461927303e-07,1.1251988218847807e-07,2.238821495565751e-15,5.013728424808331e-07,0.00026093878376864775,0.00042902096799098696,0.00013032247034258637,7.065516651238762e-08,4.4609974337618186e-08,2.9554563654988372e-08,2.1789836322481957e-07,1.2358269763437999e-15,2.2129649499763747e-05,1.4151762674747846e-10,8.177662148559185e-10,3.3865366929789977e-10,6.573001789366366e-07,1.0638004766572179e-17,1.2646253937404807e-16,1.2908763640611852e-13,2.0267741246827536e-14,2.3772267740088345e-13,7.788682011288129e-10,5.16516500634798e-16,1.627155679166297e-16,2.2640077224149623e-21,4.8217794045410956e-20,5.141746709782617e-19,9.912554201470248e-13,4.023993871319001e-19,1.0386237893615734e-18,2.742575453500655e-16,3.2928142572262125e-19,4.644699546220881e-09,1.4597985150126143e-22,5.428865124788932e-16
0.00020056552372698324,0.1122372815701431,0.0,0.0,0.0,0.0,0.329346232870068,0.6695121068341489,9.148155569319117e-05,0.00010874688622832096,7.118024768841573e-07,1.1405458897194573e-07,2.2532972015484695e-15,5.073505936966351e-07,0.00026759041119666814,0.0004416204958623782,0.00013459067650407324,7.129901262130207e-08,4.527684966610325e-08,3.0359390930391107e-08,2.2383478920594936e-07,1.2694958634110063e-15,2.3142930500472714e-05,1.4436626290551396e-10,8.292875554417261e-10,3.530799527862826e-10,6.983860463078535e-07,1.1257759000556172e-17,1.3031603595772034e-16,1.3804584841820098e-13,2.17914324717974e-14,2.5492271734227395e-13,8.508699967265521e-10,5.642654223690494e-16,1.7891022519050531e-16,2.5070534148265516e-21,5.33972535523431e-20,5.694062911815224e-19,1.1160415458370684e-12,4.530490840752174e-19,1.1853301108164241e-18,2.918574125927556e-16,3.5040949204255327e-19,4.726022858240931e-09,1.5534778533406678e-22,5.869222299554925e-16
0.0002037417663057348,0.11223701400400969,0.0,0.0,0.0,0.0,0.3293291792618796,0.6694998708192418,9.206438343926059e-05,0.0001102033374156798,7.163259836149295e-07,1.1558179435495363e-07,2.2676180555585738e-15,5.133130352235642e-07,0.0002742818564610783,0.00045437114781451623,0.00013891141270496227,7.193796567745192e-08,4.594239584072178e-08,3.1171016934230456e-08,2.2982121698583911e-07,1.303448339449002e-15,2.4183561726555033e-05,1.4722004775467734e-10,8.408015275216108e-10,3.678405858594343e-10,7.412010566356849e-07,1.1902237317839419e-17,1.3422612619145015e-16,1.474426706371383e-13,2.3399233642982685e-14,2.7302083195988793e-13,9.280211444526729e-10,6.154292036624058e-16,1.9637632299993436e-16,2.771004296135391e-21,5.902269614347994e-20,6.2939369107371795e-19,1.253745844416316e-12,5.089410680852546e-19,1.3494203460304857e-18,3.102585650700447e-16,3.724990981847839e-19,4.807456993579314e-09,1.6514222189850597e-22,6.336393075489562e-16
0.00020691800888448638,0.11223674353847014,0.0,0.0,0.0,0.0,0.3293119568286434,0.6694875193506873,9.264122632089621e-05,0.00011165263154493895,7.208026744553329e-07,1.1710166085792575e-07,2.281790730882382e-15,5.192610769556797e-07,0.00028101251280157965,0.00046727261250074437,0.0001432843798363292,7.257219582351976e-08,4.660667015285464e-08,3.1989387003053895e-08,2.3585723699664088e-07,1.3376820815631601e-15,2.5251771632558803e-05,1.5007907275618949e-10,8.523095009920229e-10,3.8293797130354263e-10,7.857846269563255e-07,1.2571998667416136e-17,1.3819325846482021e-16,1.5729125762003374e-13,2.5094229442885823e-14,2.920471624460817e-13,1.0105870202623462e-09,6.701838320222866e-16,2.151883783992809e-16,3.057231366893146e-21,6.512342491508977e-20,6.944493467889852e-19,1.405423151737073e-12,5.705032538780487e-19,1.5325687653532035e-18,3.2948385065207497e-16,3.9557762029327593e-19,4.889012449798027e-09,1.7537532253207446e-22,6.831511693910663e-16
0.00021009425146323795,0.11223647019218082,0.0,0.0,0.0,0.0,0.3292945661677694,0.6694750524845727,9.321233498969462e-05,0.00011309492173701308,7.252344996626318e-07,1.1861434963731953e-07,2.2958214012505698e-15,5.25195572103066e-07,0.00028778179400507846,0.0004803246006960822,0.0001477092929498085,7.320186284894645e-08,4.726972967865864e-08,3.2814448602971636e-08,2.4194245549186633e-07,1.3721948565914977e-15,2.63477868307563e-05,1.529434716179183e-10,8.638128978862079e-10,3.983745126207624e-10,8.321764399511507e-07,1.32676061666565e-17,1.4221789583298518e-16,1.6760495236122762e-13,2.6879569343634257e-14,3.1203239048929967e-13,1.0988417502647158e-09,7.287110977343941e-16,2.354239005866355e-16,3.3671692196077035e-21,7.17301065336372e-20,7.649002750117027e-19,1.5721918525913077e-12,6.381893197765537e-19,1.736574724710198e-18,3.495564447832395e-16,4.1967282349135663e-19,4.97069884294796e-09,1.860594229338244e-22,7.355742308181494e-16
0.00021327049404198952,0.11223619398260777,0.0,0.0,0.0,0.0,0.32927700785107544,0.6694624702604783,9.377794191344261e-05,0.00011453035959259094,7.296232683033495e-07,1.2012001947905694e-07,2.3097157933791026e-15,5.311173227273191e-07,0.00029458913297268174,0.0004935268439593655,0.0001521858801009459,7.382711719062335e-08,4.7931631047808214e-08,3.364615120698957e-08,2.4807649346053575e-07,1.4069845149438444e-15,2.747183216114802e-05,1.5581320593373614e-10,8.753125458738931e-10,4.1415265279730917e-10,8.804164455217919e-07,1.398962828587807e-17,1.4630050773303226e-16,1.7839724936982994e-13,2.8758465986824685e-14,3.3300771546152253e-13,1.1930683594067697e-09,7.911986924643677e-16,2.571634521498067e-16,3.702317897168259e-21,7.887481126178828e-20,8.410884597973085e-19,1.7552363720513835e-12,7.124797162924245e-19,1.9633694015408735e-18,3.7049975631989993e-16,4.448127485478265e-19,5.052525005575653e-09,1.972069830444766e-22,7.910277690084195e-16
0.0002164467366207411,0.1122359149261421,0.0,0.0,0.0,0.0,0.32925928242621727,0.6694497727027605,9.433826322031976e-05,0.0001159590950743281,7.339706619415072e-07,1.216188277791385e-07,2.3234792304221855e-15,5.370270846945817e-07,0.0003014339804318032,0.0005068790934283835,0.00015671388131450196,7.444810081669802e-08,4.859243044548179e-08,3.448444613836662e-08,2.542589856248934e-07,1.4420489849200008e-15,2.8624130756774158e-05,1.586883456520387e-10,8.868095270936831e-10,4.30274848325078e-10,9.305448623075952e-07,1.4738636877335055e-17,1.5044157377865498e-16,1.8968184318125548e-13,3.07341973203347e-14,3.550048854367345e-13,1.2935589211635896e-09,8.578403085268014e-16,2.80490740161606e-16,4.0642448739946104e-21,8.659105565303891e-20,9.23371307850198e-19,1.9558097121691885e-12,7.938826928863126e-19,2.215022678754627e-18,3.923375801704418e-16,4.710258950071835e-19,5.1344990728994606e-09,2.0883066829271045e-22,8.496341568031784e-16
0.00021962297919949267,0.11223563303819979,0.0,0.0,0.0,0.0,0.329241390417985,0.6694369598216969,9.489350033456954e-05,0.00011738127640613762,7.382782474645665e-07,1.231109304695153e-07,2.3371166725494555e-15,5.429255725168667e-07,0.0003083158037798394,0.0005203811187342529,0.00016129304765878595,7.50649480087106e-08,4.925218374416968e-08,3.532928645402623e-08,2.6048957961829623e-07,1.477386268047302e-15,2.980490410482996e-05,1.6156905753720649e-10,8.983051651667653e-10,4.4674354621602216e-10,9.826021791620873e-07,1.5515207823427588e-17,1.546415899739424e-16,2.014726286647044e-13,3.2810108724588905e-14,3.7805621000696416e-13,1.4006147084522494e-09,9.288357389657603e-16,3.05492684088662e-16,4.4545869076268154e-21,9.491384248090619e-20,1.0121220743121564e-18,2.1752360337881474e-12,8.829353428660118e-19,2.4937503512009342e-18,4.1509407209138066e-16,4.983411906370167e-19,5.216628562392961e-09,2.2094333617995934e-22,9.115189222531426e-16
0.00022279922177824424,0.11223534833330688,0.0,0.0,0.0,0.0,0.3292233323294765,0.6694240316145081,9.544384142817452e-05,0.00011879704999240492,7.425474891140078e-07,1.2459648059653585e-07,2.350632754904529e-15,5.488134631969074e-07,0.0003152340860449136,0.0005340327070216303,0.0001659231404172922,7.567778606547178e-08,4.9910946211236715e-08,3.61806268780824e-08,2.667679352456318e-07,1.5129944348824956e-15,3.1014372104089625e-05,1.6445527506463557e-10,9.098000271181327e-10,4.6356123582233056e-10,1.0366291565297935e-06,1.6319922988076767e-17,1.5890105530173615e-16,2.137836443645376e-13,3.4989610624352665e-14,4.0219452582845775e-13,1.514546345819937e-09,1.0043909784803322e-15,3.3225947313075296e-16,4.87505197328539e-21,1.0387970239982649e-19,1.1077303070170082e-18,2.4149132833615578e-12,9.80204666483749e-19,2.8019215655370437e-18,4.3879359890608443e-16,5.26787811256004e-19,5.29892044632664e-09,2.3355795655605617e-22,9.768105422151957e-16
0.0002259754643569958,0.11223506082518206,0.0,0.0,0.0,0.0,0.3292051086431651,0.66941098806628,9.598946270843978e-05,0.00012020656034463611,7.467797576796529e-07,1.2607562955544254e-07,2.3640318168632815e-15,5.546913994527715e-07,0.0003221883249468639,0.0005478336620615501,0.00017060393034724046,7.628673592341189e-08,5.0568772487082036e-08,3.7038423670974896e-08,2.7309372371006393e-07,1.5488716206293666e-15,3.225275311895964e-05,1.6734703896020708e-10,9.212949440221251e-10,4.807304245876648e-10,1.0926668277951752e-06,1.715336754962507e-17,1.6322047585405156e-16,2.2662913094270068e-13,3.7276180269912e-14,4.274532293768849e-13,1.6356739626508678e-09,1.0847183250257604e-15,3.608846655075091e-16,5.327421379206691e-21,1.1352673952462092e-19,1.2106023325312242e-18,2.6763158645456052e-12,1.086288651945792e-18,3.1420663778380227e-18,4.634609284948315e-16,5.56395408721072e-19,5.381381212102705e-09,2.466877127459261e-22,1.0456407092800353e-15
0.00022915170693574738,0.11223477052680814,0.0,0.0,0.0,0.0,0.3291867198218739,0.6693978291507892,9.653052955724029e-05,0.00012160995001850644,7.50976339292901e-07,1.275485274112366e-07,2.3773179298721277e-15,5.605599933484903e-07,0.0003291780320500886,0.0005617838034473618,0.00017533519701516797,7.689191270058951e-08,5.122571688253876e-08,3.79026345352652e-08,2.7946662700919697e-07,1.5850160217152053e-15,3.352026403047613e-05,1.70244567570667e-10,9.327912497844686e-10,4.982535991718692e-10,1.1507565006542656e-06,1.8016130397709416e-17,1.676003783570321e-16,2.400235463258385e-13,3.967336524911925e-14,4.538663033085723e-13,1.7643273476785042e-09,1.170036482280232e-15,3.914652625378022e-16,5.8135517038716146e-21,1.2389467321629922e-19,1.3211617017405e-18,2.96099735426537e-12,1.2018173742557937e-18,3.5168836601041314e-18,4.891212369127959e-16,5.87194119166417e-19,5.46401691817951e-09,2.6034600533845266e-22,1.118144457873908e-15
0.00023232794951449896,0.11223447745048944,0.0,0.0,0.0,0.0,0.3291681663096636,0.6693845548312393,9.706719754163233e-05,0.00012300735956908865,7.551384443846749e-07,1.290153208980646e-07,2.390494925615376e-15,5.664198290140003e-07,0.00033620273199897523,0.0005758829658647097,0.00018011672820078442,7.749342618992914e-08,5.188183300834336e-08,3.877321860139749e-08,2.8588633747567224e-07,1.6214258931802079e-15,3.481712028464404e-05,1.7314777201266566e-10,9.442893171267556e-10,5.161332922192409e-10,1.21093975843739e-06,1.890880726022913e-17,1.7204128910371438e-16,2.539814827459249e-13,4.2184780457921904e-14,4.81468268460908e-13,1.9008461049761756e-09,1.2605706630921129e-15,4.241017595081543e-16,6.335376800134003e-21,1.3502488123145384e-19,1.4398496499771203e-18,3.2705932632187408e-12,1.327454112051481e-18,3.929249283433726e-18,5.157998838171367e-16,6.1921429295524855e-19,5.5468332476091095e-09,2.7454633265258247e-22,1.1944598620675002e-15
0.00023550419209325053,0.11223418160791145,0.0,0.0,0.0,0.0,0.32914944853264727,0.6693711650609321,9.759961331101857e-05,0.00012439892750863506,7.59267213690118e-07,1.304761548424694e-07,2.4035664152071478e-15,5.722714644978203e-07,0.00034326196182153976,0.0005901309984253897,0.00018494831936173808,7.809138129552593e-08,5.253717366104508e-08,3.9650136308978685e-08,2.923525571479125e-07,1.658099545112153e-15,3.614353593831751e-05,1.7605664813274198e-10,9.557897205960023e-10,5.343720629166509e-10,1.2732584613955016e-06,1.9831997136255193e-17,1.7654373626865981e-16,2.685177332911161e-13,4.481410878529161e-14,5.102942137941065e-13,2.0455798109413163e-09,1.3565526935860578e-15,4.588982536021023e-16,6.894910062075269e-21,1.469604485521422e-19,1.567125617721669e-18,3.6068238406122e-12,1.463896482107643e-18,4.3822243769659946e-18,5.435226390885493e-16,6.524867666671125e-19,5.62983554826658e-09,2.893024113619793e-22,1.2747283250041926e-15
0.00023836281041412694,0.11223391299363514,0.0,0.0,0.0,0.0,0.32913246242524213,0.6693590155111685,9.807526651691565e-05,0.00012564645688040952,7.629554952594834e-07,1.3178592897592525e-07,2.4152433696486354e-15,5.775313677528688e-07,0.00034964441853047186,0.0006030813981317492,0.0001893393894319452,7.862658153958767e-08,5.312636066497517e-08,4.044474579289319e-08,2.98211681385464e-07,1.691330009562422e-15,3.7362759146435654e-05,1.7867973488514396e-10,9.661433022422695e-10,5.510960511290988e-10,1.331205921402383e-06,2.0689454195057077e-17,1.806490136838464e-16,2.821072404017938e-13,4.7284423400691074e-14,5.373135666080319e-13,2.183161013250044e-09,1.447791448832151e-15,4.92150900520665e-16,7.43246024226717e-21,1.5842806125113175e-19,1.689411510361901e-18,3.933696318001705e-12,1.5965385897654348e-18,4.827309206673413e-18,5.693875149961555e-16,6.835286524311376e-19,5.704700803253702e-09,3.030695912444315e-22,1.3504695504754807e-15
0.00024122142873500335,0.11223364215544751,0.0,0.0,0.0,0.0,0.32911534388142694,0.6693467723541517,9.854768356064945e-05,0.00012688946308851332,7.666183934804465e-07,1.3309109449340168e-07,2.4268399881103872e-15,5.827854374765739e-07,0.0003560541576192388,0.0006161521807295304,0.00019377070897203568,7.91590511601956e-08,5.371499979447073e-08,4.1244427377669256e-08,3.0410803979153833e-07,1.7247716504073117e-15,3.860625194328571e-05,1.8130753545990042e-10,9.764999940985392e-10,5.681148215614689e-10,1.3909481331603659e-06,2.1572559098419817e-17,1.848049846935302e-16,2.961883926723871e-13,4.9856075490080236e-14,5.653796583468871e-13,2.32795690219184e-09,1.543814717037637e-15,5.273215502868531e-16,8.00383495830968e-21,1.706182363064482e-19,1.8194025099887074e-18,4.284986532197732e-12,1.739086387030474e-18,5.310434713779543e-18,5.961385847114734e-16,7.156333115184411e-19,5.779724290037013e-09,3.1730846883673664e-22,1.429637928724589e-15
0.00024408004705587976,0.11223336910076015,0.0,0.0,0.0,0.0,0.3290980931773878,0.6693344355375257,9.901695575947581e-05,0.00012812804274618705,7.702566184294056e-07,1.3439175263268888e-07,2.438358518441544e-15,5.880340351863813e-07,0.0003624908649316921,0.0006293432638968826,0.00019824214302236175,7.968885789433647e-08,5.430312825755388e-08,4.204915473084828e-08,3.100414337018592e-07,1.7584233409076068e-15,3.987416765882961e-05,1.839401080592921e-10,9.868603399434e-10,5.854302597099409e-10,1.4525161934690932e-06,2.248175797566123e-17,1.8901205603643917e-16,3.107723798138048e-13,5.25318981425155e-14,5.945192865555476e-13,2.4802436722775274e-09,1.6448056601770594e-15,5.644938742208372e-16,8.610675602608158e-21,1.8356611006382833e-19,1.9574732961029258e-18,4.662136054817392e-12,1.892124410916332e-18,5.834252372570128e-18,6.237953906681385e-16,7.4882411724617945e-19,5.854909357209823e-09,3.3202944610244376e-22,1.5123436179269248e-15
0.00024665280354466856,0.11223312146232362,0.0,0.0,0.0,0.0,0.32908245476689046,0.6693232522761489,9.94366840171584e-05,0.0001292390584597327,7.735104859098034e-07,1.3555857386261694e-07,2.448660205300498e-15,5.927533836447072e-07,0.0003683067051187867,0.0006413180342337494,0.00020230062324526617,8.016346124716876e-08,5.483203778320427e-08,4.277770229118337e-08,3.154129936543629e-07,1.7888885477991093e-15,4.103629947316202e-05,1.8631360081636857e-10,9.96188366019257e-10,6.01269359109967e-10,1.5095143988490769e-06,2.3322718385845474e-17,1.9284245682777296e-16,3.2433725102880804e-13,5.503158496973849e-14,6.216852955291539e-13,2.6239403364352703e-09,1.7400999634734514e-15,5.997316145804702e-16,9.188558514795654e-21,1.9589706428485957e-19,2.088965506695414e-18,5.024922409871076e-12,2.0393314023696022e-18,6.342787378768257e-18,6.494772807042359e-16,7.796440620074988e-19,5.922716722685281e-09,3.4569922899588654e-22,1.5898960591190488e-15
0.0002492255600334573,0.11223287203928958,0.0,0.0,0.0,0.0,0.3290667097094798,0.6693119930585848,9.985399646170011e-05,0.00013034663424426422,7.767453906451871e-07,1.367218966290432e-07,2.4589018779678358e-15,5.974688300664744e-07,0.00037414392083481477,0.0006533901391615599,0.00020639139723879768,8.063600671081556e-08,5.5360590170630264e-08,4.351029798749716e-08,3.208142583068924e-07,1.819522227137272e-15,4.221844804515244e-05,1.8869102667899015e-10,1.0055201010312563e-09,6.173516720318136e-10,1.5680398105312714e-06,2.4185509093117827e-17,1.9671489140109938e-16,3.383269177815522e-13,5.762011698996481e-14,6.497629825942155e-13,2.7741451434796956e-09,1.839710226096669e-15,6.3672518758667715e-16,9.797823458348736e-21,2.0889858898979814e-19,2.2276084043881036e-18,5.411013977095778e-12,2.195992037189698e-18,6.888686558562764e-18,6.759233973444609e-16,8.113803515723927e-19,5.990659819602234e-09,3.5977578975481052e-22,1.6704883301796522e-15
