Time (s),Volume (m^3),Ar,He,Ne,N2,methane(1),oxygen(2),CH3(5),HO2(7),CH3O2(12),H(6),CH3O2(19),OH(D)(9),CH2O(25),H2O(35),CC(14),O(T)(10),OO(11),CHO(34),CHO3(63),CHO3(75),CO2(114),COO(15),CH3O(17),C2H5(58),C2H4(166),CHO3(116),CHO2(70),C3H7(186),C2H5O(189),C2H3(183),C#C(234),C2H2(247),C3H5(249),S(250),C2H2O(255),C2H2O(276),C2H2O(282),S(407),S(416),S(492),S(435),CH2(T)(8),S(434),C3H6(211),C3H6(209),C3H6(813),C3H7(212)
0.0009013135934288077,0.11211773658382279,0.0,0.0,0.0,0.0,0.3216820884764699,0.6636792358165097,0.00017803755091059254,0.0003840778691398883,1.374675233748337e-06,4.0758949028094713e-07,4.352655285163157e-15,1.917847753677398e-06,0.0022342864459233536,0.007121961135104082,0.002168571101330839,1.7838840010677614e-07,2.1411975328051745e-07,3.4225141117001515e-07,2.506962024668705e-06,1.421842430308041e-14,0.0012519786062706072,9.891142972338584e-10,3.920881467189219e-09,1.7329494973611904e-08,0.00015245045883463917,2.3045478327069757e-15,3.8638614125400605e-15,5.2579660594565636e-11,1.800102992356021e-11,1.5925227529892647e-10,2.3260033448073623e-06,1.542519331220235e-12,9.68293723005192e-13,2.4231259062963566e-17,5.191763611549527e-16,5.5362826087394236e-15,2.4953780572083444e-08,1.0052262416922258e-14,9.370456562820264e-14,1.218918244433825e-13,1.4315217466840872e-16,2.98736660537999e-08,6.488141257204124e-20,5.339125410514553e-16,8.566715796684938e-07,1.3057633431745318e-13,6.888589579448512e-12
0.0009184099682179805,0.1121134587834704,0.0,0.0,0.0,0.0,0.3213939640265337,0.6634458911289057,0.00017975268566972966,0.0003908586251041289,1.387483180644858e-06,4.1498267961956924e-07,4.393247801502016e-15,1.9580366822535767e-06,0.002288097014403717,0.007395215894562139,0.0022423180506282283,1.8075797448906708e-07,2.1938363108315472e-07,3.529515394545946e-07,2.584543787787518e-06,1.4658435143988612e-14,0.0013148471995878595,1.0162839236292053e-09,4.016558233251592e-09,1.825579741286078e-08,0.00016313872728396418,2.4710830432991095e-15,4.081327650605544e-15,5.6812422206894535e-11,1.966749289966506e-11,1.7339945756955274e-10,2.571416877571118e-06,1.7052685041961493e-12,1.0809178867745683e-12,2.7261837311008467e-17,5.840477936733569e-16,6.228044812382314e-15,2.8003165751811653e-08,1.1277126335547267e-14,1.0701595618482489e-13,1.3297428741524033e-13,1.5600457449762193e-16,3.071092002117271e-08,7.078054082475519e-20,5.876300463903013e-16,9.429524672294438e-07,1.4372751563541964e-13,7.475793841917772e-12
0.0009355063430071534,0.11210912608645109,0.0,0.0,0.0,0.0,0.32110076923361913,0.6632075461429294,0.00018145619439295294,0.00039766028745164217,1.4001832088177676e-06,4.2240862428049313e-07,4.433500261094139e-15,1.9985340859882552e-06,0.002341964865371852,0.007674511638809053,0.0023170398327128634,1.8312393767852392e-07,2.2471353422666084e-07,3.6379321663073003e-07,2.6630941339120387e-06,1.5103939377940014e-14,0.0013796442660460005,1.0437799449625866e-09,4.113275054884939e-09,1.9215350877126628e-08,0.00017436801440057567,2.6465899799317043e-15,4.308264873200315e-15,6.130324275582708e-11,2.1456867422274385e-11,1.8854528751900903e-10,2.837816595597973e-06,1.881934938689475e-12,1.2043721736723833e-12,3.0610911660260847e-17,6.557246488402752e-16,6.992377236624547e-15,3.135277301967233e-08,1.2621995102260653e-14,1.2190645247574357e-13,1.449186481492527e-13,1.698380739361449e-16,3.1561160629325904e-08,7.713846048601995e-20,6.45686264397684e-16,1.0361838176262218e-06,1.5793810662627209e-13,8.102703001399741e-12
0.0009526027177963263,0.11210473948560216,0.0,0.0,0.0,0.0,0.32080248813845885,0.6629641538635316,0.00018314816058140855,0.0004044832757934658,1.4127756552527751e-06,4.298680181616374e-07,4.473413774778156e-15,2.0393398318174553e-06,0.002395877385772029,0.007959906288473,0.0023927195668226597,1.8548647937333484e-07,2.301098276509693e-07,3.7477598047628626e-07,2.7426067757733427e-06,1.555490134627406e-14,0.0014463937249105492,1.0716021407733342e-09,4.211031568082002e-09,2.020878639112115e-08,0.0001861554310686579,2.8313990590538982e-15,4.544974265063271e-15,6.60629013929524e-11,2.33760049259299e-11,2.0474326768897625e-10,3.1265972445260502e-06,2.0734435784031714e-12,1.3394884515914756e-12,3.430593193480056e-17,7.347917279455873e-16,7.835515961252966e-15,3.50252317369029e-08,1.4095829813820112e-14,1.3852785586268418e-13,1.5778382829282482e-13,1.8471826312964473e-16,3.2424762449149e-08,8.398653637213118e-20,7.083508316545093e-16,1.136792022222133e-06,1.732730991033034e-13,8.771373598855643e-12
0.0009696990925854991,0.11210030000321913,0.0,0.0,0.0,0.0,0.32049910517957614,0.6627156673753043,0.000184828660648811,0.00041132799793975613,1.4252608008311562e-06,4.373615471013983e-07,4.512989278324651e-15,2.0804537820130444e-06,0.002449822123995742,0.00825145776685586,0.002469339898889011,1.878457868284856e-07,2.355728626302874e-07,3.85899352667814e-07,2.823075244063127e-06,1.601128435788157e-14,0.0015151193453038852,1.0997502639116844e-09,4.30982728457686e-09,2.123673330447808e-08,0.00019851826538493965,3.0258475411368745e-15,4.7917629988681114e-15,7.110240101329367e-11,2.5432014596895965e-11,2.2204889780666423e-10,3.439220281818659e-06,2.280763607854672e-12,1.487146622041025e-12,3.8376218104137616e-17,8.218734979931339e-16,8.764120044870282e-15,3.904436493139859e-08,1.5708053927829643e-14,1.570432864310869e-13,1.7163242219735614e-13,2.007147586263902e-16,3.330213686375501e-08,9.135808834732377e-20,7.759055319006044e-16,1.2452216675513216e-06,1.8980025824104393e-13,9.48394025996238e-12
0.000986795467374672,0.11209580869082049,0.0,0.0,0.0,0.0,0.32019060519761466,0.6624620398514037,0.00018649776458491623,0.00041819485028151467,1.437638875508259e-06,4.448898894329049e-07,4.552227549040419e-15,2.1218758002663405e-06,0.002503786790563799,0.008549223988107816,0.002546883006638723,1.9020204529309405e-07,2.411029774422902e-07,3.9716284008575057e-07,2.9044928944128055e-06,1.6473050728786974e-14,0.0015858447424343322,1.1282240502049773e-09,4.409661625843569e-09,2.2299819473310205e-08,0.00021147397405234348,3.23027967853396e-15,5.048944339664308e-15,7.643296502928404e-11,2.7632268814857583e-11,2.4051972101972443e-10,3.777215744131915e-06,2.504909690745012e-12,1.648276422031042e-12,4.285305445866385e-17,9.17636076761976e-16,9.785292692769724e-15,4.3435224872478654e-08,1.7468565978680942e-14,1.7762779162717802e-13,1.86530908297607e-13,2.179014366327214e-16,3.4193733996419906e-08,9.928850384324545e-20,8.486446817724594e-16,1.3619359626607942e-06,2.07590187711989e-13,1.0242617830777514e-11
0.0009999999999999998,0.11209126662895193,0.0,0.0,0.0,0.0,0.31994882088995885,0.6622626001107481,0.0001877791521194248,0.0004235139139269803,1.4471260215070034e-06,4.507287222793194e-07,4.58230315319196e-15,2.1540792268282234e-06,0.002545472830406668,0.00878349658833924,0.0026073941384695235,1.920199511599467e-07,2.4542032834930803e-07,4.0595787402923014e-07,2.9680218859342886e-06,1.683336021714409e-14,0.0016418536999996238,1.1504387446655274e-09,4.4874799997402784e-09,2.3145350499032355e-08,0.0002218973563725745,3.395229880332005e-15,5.25489559987453e-15,8.075651906756935e-11,2.943520508919744e-11,2.5562097613602963e-10,4.056645305812549e-06,2.6902170356667195e-12,1.7825658713586994e-12,4.661005411765209e-17,9.979880159842967e-16,1.0642132635835555e-14,4.7097570557464634e-08,1.893635961523907e-14,1.9506077305088532e-13,1.9880097434276926e-13,2.320397462262878e-16,3.48924103450209e-08,1.0581982711190195e-19,9.085677469693172e-16,1.4580560075652004e-06,2.2224108226323376e-13,1.0861599512980458e-11
0.0010038918421638448,0.11209126662895193,0.0,0.0,0.0,0.0,0.31987697343902616,0.6622032245623379,0.00018815553653209972,0.00042508421794603904,1.449910062892215e-06,4.5245371621014976e-07,4.591129220507377e-15,2.1636057551736343e-06,0.0025577592589449763,0.008853262845790636,0.0026253306052009015,1.9255543837146317e-07,2.4670049757273404e-07,4.0856593715385585e-07,2.986852920817865e-06,1.6940161858285412e-14,0.0016585933739154707,1.1570232141290824e-09,4.510533911901697e-09,2.3398671278769036e-08,0.00022504017351666135,3.4450468317554814e-15,5.316837736647947e-15,8.206603370664906e-11,2.9984408237003377e-11,2.6021536843443094e-10,4.1421841131832685e-06,2.74694320733381e-12,1.823859227829122e-12,4.77697852696655e-17,1.0227892489352834e-15,1.0906602756102098e-14,4.822412867500336e-08,1.9387752239302307e-14,2.0046896487490855e-13,2.0254987660749431e-13,2.363566852848202e-16,3.5100044600516e-08,1.0781535895687952e-19,9.26875539478917e-16,1.4874171673942158e-06,2.2671639496687798e-13,1.1049703506089179e-11
0.0010209882169530176,0.11208667492693032,0.0,0.0,0.0,0.0,0.3195581955591778,0.6619391748847202,0.0001898020353378654,0.0004319964747537351,1.4620745047050194e-06,4.600536910320958e-07,4.6296947968481185e-15,2.2056435220759804e-06,0.0026117275664987254,0.009163632201701983,0.0027046639532158374,1.9490614829288535e-07,2.523657348639179e-07,4.2010812302846967e-07,3.0701483413574995e-06,1.741257814795105e-14,0.0017333885361738043,1.1861474381647224e-09,4.612443328878802e-09,2.453391253751113e-08,0.00023923463081908805,3.670507275326506e-15,5.595768798970955e-15,8.801325946881616e-11,3.2496343891888225e-11,2.811975916126754e-10,4.535798176805499e-06,3.007973488621459e-12,2.0149299156293783e-12,5.316191580338403e-17,1.138088594110801e-15,1.2136107424101841e-14,5.3438693883759e-08,2.1476499218100328e-14,2.2576760168824022e-13,2.1976424969878667e-13,2.561636478335746e-16,3.6021601839241864e-08,1.1697853608001856e-19,1.0109187036594142e-15,1.622167021638817e-06,2.472553566617783e-13,1.1907578950731532e-11
0.0010380845917421905,0.11208203472258614,0.0,0.0,0.0,0.0,0.31923425762507635,0.6616698443099788,0.00019143731497497365,0.0004389319830219326,1.4741323040462487e-06,4.6769047000874613e-07,4.667924663282161e-15,2.2479889863144385e-06,0.0026656799154553094,0.009480389874848427,0.002784863859394061,1.9725435608518094e-07,2.5809898786825524e-07,4.3178886237241654e-07,3.1543720018902513e-06,1.7890259022596887e-14,0.0018102533609290485,1.2155963840256199e-09,4.7153889669510205e-09,2.570616476932625e-08,0.00025407525419333883,3.907026364923795e-15,5.886069396988483e-15,9.428650281140177e-11,3.517626247646855e-11,3.035303094283002e-10,4.9598048835827396e-06,3.289159046275131e-12,2.2225787233020503e-12,5.906721552002344e-17,1.2643376602783208e-15,1.3482375401154384e-14,5.910787398966174e-08,2.3746206037324412e-14,2.537383702009963e-13,2.38253523299164e-13,2.774104889031451e-16,3.6958983142117654e-08,1.2682035197169662e-19,1.1011085397295908e-15,1.7667071758603712e-06,2.6928658428149017e-13,1.2818712591907743e-11
0.0010551809665313634,0.11207734718192991,0.0,0.0,0.0,0.0,0.31890514611779053,0.6613951864530764,0.00019306142498917624,0.00044589109323437504,1.48608352899198e-06,4.7536470152884835e-07,4.7058190978216945e-15,2.2906420446983306e-06,0.002719604673868291,0.009803593630492071,0.002865910689435704,1.9960024176353388e-07,2.6390054211973735e-07,4.4360760930870544e-07,3.239516595968276e-06,1.8373163043219745e-14,0.0018892108117507592,1.2453696871479245e-09,4.819369805209715e-09,2.6916047494495915e-08,0.00026958008341274785,4.1549767375701105e-15,6.18807779215029e-15,1.0089782757723297e-10,3.803263189779268e-11,3.2727965529371823e-10,5.416027188484351e-06,3.591708796584888e-12,2.4479530847982064e-12,6.552582186326174e-17,1.4023901496259567e-15,1.4954510215332996e-14,6.526199383228968e-08,2.6208796709377232e-14,2.8461048518056134e-13,2.58102032836972e-13,3.001906917886118e-16,3.791281194411766e-08,1.3738569964137554e-19,1.19779364533421e-15,1.921579623126006e-06,2.928926899897364e-13,1.3785661880103224e-11
0.0010722773413205362,0.11207261349892446,0.0,0.0,0.0,0.0,0.31857084793457213,0.6611151550613003,0.00019467441081763234,0.0004528741435840385,1.4979282152238203e-06,4.830770255557203e-07,4.743378279721002e-15,2.333602606346149e-06,0.0027734903765824336,0.01013330116922883,0.0029477843734128572,2.0194398437848033e-07,2.6977066857969527e-07,4.555638036963174e-07,3.32557464834859e-06,1.886124781348369e-14,0.0019702836807113855,1.275466941509178e-09,4.924384663251973e-09,2.816417677308404e-08,0.0002857672798671634,4.414738000292508e-15,6.50213855593486e-15,1.078594955379071e-10,4.107420187070626e-11,3.525140048567477e-10,5.906365886404118e-06,3.916883276399073e-12,2.692259545081157e-12,7.258034997287274e-17,1.5531522281385916e-15,1.6562174847004104e-14,7.193278483370863e-08,2.8876732162514776e-14,3.1862842424308246e-13,2.793991992108637e-13,3.246033293881075e-16,3.88837594373054e-08,1.487221791746077e-19,1.3013372891291373e-15,2.087347133076849e-06,3.1815945277655806e-13,1.4811075565705924e-11
0.0010893737161097091,0.11206783489504635,0.0,0.0,0.0,0.0,0.318231350390848,0.6608297040231224,0.00019627631418997712,0.0004598814594538601,1.5096663691939627e-06,4.90828073241762e-07,4.780602299734994e-15,2.3768705929963764e-06,0.0028273257261016583,0.010469570115956775,0.0030304644134430273,2.0428576211276183e-07,2.7570962364663224e-07,4.6765687054774224e-07,3.412538512430703e-06,1.9354469965187134e-14,0.002053494585109366,1.3058877105904403e-09,5.03043223799717e-09,2.9451165478416957e-08,0.0003026551163886984,4.686696899647429e-15,6.828602650038163e-15,1.1518396080562382e-10,4.4310008847700894e-11,3.7930402181039116e-10,6.432801431168772e-06,4.2659958494234776e-12,2.9567656487694905e-12,8.02760049503896e-17,1.717584888101595e-15,1.8315616921592592e-14,7.915342001055088e-08,3.1763022064969486e-14,3.5605266110070394e-13,3.022398028028244e-13,3.5075336847670443e-16,3.987254616851572e-08,1.608802435919602e-19,1.4121178906035702e-15,2.2645936879097498e-06,3.4517588491192766e-13,1.5897696087660872e-11
0.001106470090898882,0.11206301261905917,0.0,0.0,0.0,0.0,0.31788664122212773,0.6605387873772095,0.00019786717327926806,0.0004669133527643058,1.5212979693254981e-06,4.986184664734838e-07,4.817491164266098e-15,2.4204459396538675e-06,0.0028810995934069545,0.010812458008721847,0.003113929891787343,2.0662575222043748e-07,2.8171764985140745e-07,4.798862258974732e-07,3.5004003943933184e-06,1.9852785295155386e-14,0.002138865964220528,1.336631526441751e-09,5.137511102634863e-09,3.0777623986063613e-08,0.00032026196682680055,4.971247633246708e-15,7.167827628135039e-15,1.228838649771761e-10,4.774938218707596e-11,4.077227094830242e-10,6.9973957376319825e-06,4.640413901303415e-12,3.2428018050688874e-12,8.866069343670269e-17,1.8967062963493547e-15,2.0225693750335935e-14,8.695854871322777e-08,3.4881236500726655e-14,3.971603929699336e-13,3.267242856226631e-13,3.7875200795687577e-16,4.087994376828035e-08,1.7391335968153493e-19,1.5305295456257455e-15,2.4539249212986837e-06,3.74034298847438e-13,1.7048362105616676e-11
0.0011235664656880548,0.1120581479464735,0.0,0.0,0.0,0.0,0.31753670858584526,0.6602423593215772,0.00019944702318446339,0.00047397012131595694,1.5328229700865319e-06,5.064488168061328e-07,4.854044808404806e-15,2.464328593752168e-06,0.0029348010186058832,0.011162022287353326,0.003198159479135476,2.0896413115126718e-07,2.877949735497202e-07,4.9225127294188e-07,3.589152340093032e-06,2.0356148690936566e-14,0.00222642007616326,1.3676978622588488e-09,5.245619619169506e-09,3.2144158327245327e-08,0.0003386062953732281,5.268791431427385e-15,7.520177478417896e-15,1.3097202949863426e-10,5.14019433158709e-11,4.378454320915648e-10,7.602293963154741e-06,5.041560021035636e-12,3.5517631925798547e-12,9.778514152632656e-17,2.0915942747012506e-15,2.2303898780630412e-14,9.538433102995066e-08,3.824551730170331e-14,4.422463140504103e-13,3.529590346281686e-13,4.0871699295592996e-16,4.1906776298629275e-08,1.8787815881230239e-19,1.6569825313053205e-15,2.655968559958713e-06,4.048303745207921e-13,1.826601076222624e-11
0.0011406628404772277,0.11205324217945052,0.0,0.0,0.0,0.0,0.3171815410632085,0.6599403742228981,0.00020101589579784283,0.00048105204803179023,1.5442413007755178e-06,5.143197248209385e-07,4.890263092266668e-15,2.508518515530816e-06,0.0029884192115652943,0.011518320281920043,0.003283131443442768,2.113010742675818e-07,2.939418044363456e-07,5.047513986328758e-07,3.678786221726276e-06,2.0864514055153548e-14,0.002316178994808881,1.3990861537247868e-09,5.3547560055838684e-09,3.355137034920815e-08,0.00035770664564086174,5.579736660559756e-15,7.886022646842092e-15,1.394614509948255e-10,5.5277609512382456e-11,4.697499590113932e-10,8.249726267088934e-06,5.4709131677927515e-12,3.885111728543913e-12,1.0770301614770201e-16,2.303388852572872e-15,2.4562388816024385e-14,1.0446847180602792e-07,4.187058908234354e-14,4.916234121564584e-13,3.810566703466293e-13,4.40772934511897e-16,4.295392207293408e-08,2.0283459056943335e-19,1.7919038219121585e-15,2.8713748695872127e-06,4.3766322732746907e-13,1.955368045185215e-11
0.0011577592152664006,0.11204829664590837,0.0,0.0,0.0,0.0,0.31682112766117004,0.6596327866261077,0.00020257382060862164,0.0004881594002147059,1.555552872163271e-06,5.222317796853431e-07,4.926145822505736e-15,2.5530156737428245e-06,0.003041943552222,0.011881409200716658,0.0033688236586416793,2.1363675616179342e-07,3.0015833705877203e-07,5.173859820734484e-07,3.769293765330737e-06,2.137783446147948e-14,0.0024081646067020414,1.430795788370884e-09,5.464918307801296e-09,3.49998588918614e-08,0.0003775816294873572,5.904499331028504e-15,8.265740364313148e-15,1.4836529214149893e-10,5.938660148893834e-11,5.035165191498094e-10,8.942009542494507e-06,5.930009819333994e-12,4.244377811317128e-12,1.184710436653846e-16,2.533294760940338e-15,2.7014010610825494e-14,1.1425025421116824e-07,4.5771770081703265e-14,5.456237449518888e-13,4.1113641635397114e-13,4.750517270382347e-16,4.402231440219562e-08,2.1884611942755143e-19,1.9357377289988e-15,3.100817103694859e-06,4.726354765328603e-13,2.0914513196812408e-11
0.0011748555900555735,0.11204331269988767,0.0,0.0,0.0,0.0,0.31645545781441553,0.6593195512642157,0.00020412082386075107,0.0004952924285982962,1.5667575696539498e-06,5.301855577320342e-07,4.961692730664353e-15,2.597820050363581e-06,0.003095363591075959,0.012251346118155525,0.0034552136143505253,2.1597134991424397e-07,3.064447477829076e-07,5.30154390909643e-07,3.860666540029762e-06,2.189606209363779e-14,0.0025023986080150986,1.4628260919133181e-09,5.576104349873059e-09,3.6490217579592794e-08,0.00039824991560000704,6.243502492751447e-15,8.659714400092903e-15,1.5769687900889607e-10,6.373944014916744e-11,5.392278196991444e-10,9.68154912138139e-06,6.420445102858627e-12,4.631162406560461e-12,1.3014913539246687e-16,2.7825840717733995e-15,2.9672329015926804e-14,1.2477057279955004e-07,4.996498256926926e-14,6.04599266924918e-13,4.433243684249203e-13,5.116928436103083e-16,4.5112944041021717e-08,2.359798680225779e-19,2.0889464082446673e-15,3.344991959421976e-06,5.098533147491467e-13,2.2351757725987794e-11
0.0011919519648447463,0.11203829171984361,0.0,0.0,0.0,0.0,0.31608452138764637,0.659000623068322,0.0002056569305080404,0.0005024513667780376,1.5778552694661906e-06,5.381816217125961e-07,4.996903524797462e-15,2.6429316297965574e-06,0.0031486690489012643,0.012628187961901393,0.003542278424578127,2.1830502816524132e-07,3.1280119335301033e-07,5.430559752082503e-07,3.952895945982966e-06,2.241914817706306e-14,0.0025989025016728696,1.4951763112771845e-09,5.688311686361648e-09,3.802303476268268e-08,0.0004197302178662491,6.597176381805839e-15,9.068334952161393e-15,1.6746968444813747e-10,6.834695054131654e-11,5.769690793046272e-10,1.047084044449451e-05,6.943873902345577e-12,5.0471386813909516e-12,1.428005175084083e-16,3.052598926762647e-15,3.255165607682814e-14,1.3607196599623487e-07,5.446676283338763e-14,6.689226862371572e-13,4.777538948881462e-13,5.508437877959929e-16,4.6226858392762066e-08,2.5430683025995534e-19,2.2520105633957997e-15,3.604620035058801e-06,5.494265776718821e-13,2.3868771126388346e-11
0.0012090483396339192,0.1120332351103351,0.0,0.0,0.0,0.0,0.3157083086777673,0.6586759571780741,0.0002071821611678586,0.0005096364298709401,1.588845813211844e-06,5.462205203261311e-07,5.031777809081644e-15,2.6883504109912486e-06,0.0032018498174236237,0.013011991500209841,0.0036299948389411935,2.2063796086110193e-07,3.192278139177563e-07,5.560900753675508e-07,4.045973217597414e-06,2.2947042997112127e-14,0.002697697594220665,1.5278456838137276e-09,5.801537815037973e-09,3.959889517366479e-08,0.00044204128343916987,6.9659588627334404e-15,9.491999191702291e-15,1.7769733797312438e-10,7.322026753101292e-11,6.168280983939921e-10,1.1312470701404636e-05,7.502011946201029e-12,5.494054329565742e-12,1.5649185671439945e-16,3.3447541805087204e-15,3.566707921951622e-14,1.4819864797193707e-07,5.929427095243106e-14,7.389882895355347e-13,5.145658880365307e-13,5.926603677179937e-16,4.736516627876629e-08,2.7390200514437606e-19,2.4254299382765516e-15,3.880446300333792e-06,5.914688157626972e-13,2.546902382179386e-11
0.001226144714423092,0.11202814429780539,0.0,0.0,0.0,0.0,0.31532681041683197,0.6583455089524145,0.00020869653805079527,0.0005168478143763296,1.5997290576176443e-06,5.543027869017932e-07,5.066315242093336e-15,2.734076378538799e-06,0.0032548959578152055,0.013402813327537027,0.003718339250088626,2.2297031898316645e-07,3.257247290148793e-07,5.692560255170354e-07,4.139889455819422e-06,2.3479696082210946e-14,0.0027988049930657206,1.5608332794973685e-09,5.9157796949718965e-09,4.121837758205729e-08,0.0004652018806518708,7.350295194861685e-15,9.93111091988186e-15,1.883935851873002e-10,7.837083668994988e-11,6.588952524172593e-10,1.2209120419826769e-05,8.096636861235637e-12,5.973732412043209e-12,1.7129339016592013e-16,3.660540126311398e-15,3.903449031715529e-14,1.6119653976324985e-07,6.446530001444459e-14,8.152128038352167e-13,5.539093712034661e-13,6.373073959420592e-16,4.852903198883534e-08,2.948447199191933e-19,2.6097243628791464e-15,4.173240561590605e-06,6.360973651529808e-13,2.715609853938839e-11
0.0012415314517333477,0.11202353452410713,0.0,0.0,0.0,0.0,0.3149789355279294,0.6580431249415576,0.00021005021072642428,0.0005233607113095131,1.6094320777504805e-06,5.61614333941921e-07,5.097110517902758e-15,2.775492414747571e-06,0.003302514300493353,0.01376060023472978,0.0037983663691822057,2.2506908774552178e-07,3.3163213467648643e-07,5.812175411664798e-07,4.225123868534497e-06,2.3963109535820134e-14,0.0028917959562756944,1.590793471976623e-09,6.019463448446473e-09,4.2713681517199246e-08,0.00048678828703658774,7.709869735651716e-15,1.033985784683198e-14,1.9843234734483562e-10,8.325310322864402e-11,6.987204634080535e-10,1.3065438718171817e-05,8.664515470985417e-12,6.43502507050392e-12,1.8562502666975841e-16,3.966246598308183e-15,4.229441806287565e-14,1.736788800803874e-07,6.942815955466328e-14,8.894439838689721e-13,5.916125442735177e-13,6.800530763152943e-16,4.959938016850965e-08,3.149143053279138e-19,2.7853332815300553e-15,4.4519196776650376e-06,6.785744434196959e-13,2.87517575496279e-11
0.0012569181890436034,0.11201889929663407,0.0,0.0,0.0,0.0,0.31462676605188916,0.6577359890543482,0.00021139511442584696,0.0005298951852749976,1.6190478733293772e-06,5.689617924493362e-07,5.127632142351847e-15,2.817157262022735e-06,0.003350008676728127,0.014124158631285,0.0038788650782909917,2.2716764624285914e-07,3.375966151973049e-07,5.932847905145006e-07,4.311023746563201e-06,2.445029722842593e-14,0.0029866919212194034,1.6210099226084942e-09,6.123964976782391e-09,4.4245197369801797e-08,0.0005090917099400288,8.08274412616526e-15,1.0761753296215193e-14,2.0887213130783068e-10,8.837824652977654e-11,7.40479222197101e-10,1.3970659660347532e-05,9.264824504762055e-12,6.925835971142465e-12,2.009723322457091e-16,4.293563172892834e-15,4.5784787030734366e-14,1.869414466253125e-07,7.46980839043256e-14,9.693576208683214e-13,6.31614082700449e-13,7.253655223712907e-16,5.069236486042654e-08,3.362073365761807e-19,2.9705966800477186e-15,4.745584108765055e-06,7.233356270038e-13,3.042352223001249e-11
0.0012707662526228335,0.11201470672904133,0.0,0.0,0.0,0.0,0.31430613681870273,0.6574554774154918,0.00021259804039435988,0.0005357947428784545,1.6276274014710497e-06,5.756055010901267e-07,5.1548673597788434e-15,2.854868350655379e-06,0.003392641923905341,0.014456329568421395,0.00395170233035273,2.290562690041085e-07,3.4301348116909565e-07,6.042352887550094e-07,4.388896937846836e-06,2.489196095820539e-14,0.0030737394346254084,1.648423142872518e-09,6.21871328169514e-09,4.565486047271229e-08,0.0005297891433967438,8.429982846136445e-15,1.1152955749631198e-14,2.1861930103260471e-10,9.320595886156227e-11,7.797742550842363e-10,1.482894931517213e-05,9.834010445453006e-12,7.394037908370581e-12,2.1570214730812644e-16,4.6076604450833096e-15,4.913419080945265e-14,1.9957552303991032e-07,7.971538280886385e-14,1.046430628958741e-12,6.696850459926742e-13,7.684568552516474e-16,5.169621112228227e-08,3.5647272508164214e-19,3.1459374804149606e-15,5.023202262491905e-06,7.656509906536356e-13,3.1995544847299854e-11
0.0012846143162020636,0.11201049523118745,0.0,0.0,0.0,0.0,0.31398202018145144,0.6571710675610263,0.0002137938805960896,0.0005417119214230437,1.636136056086515e-06,5.822788327049334e-07,5.181880366964106e-15,2.892780988878688e-06,0.003435164223567937,0.014793238162033066,0.004024893871417198,2.3094490579153575e-07,3.484766303512663e-07,6.152706283855911e-07,4.467298544444373e-06,2.5336621637233463e-14,0.0031623529313557887,1.6760426926745313e-09,6.314119866368514e-09,4.7094482168352324e-08,0.0005510883962111015,8.788520211223414e-15,1.1555285526195799e-14,2.287071784529216e-10,9.824437588340798e-11,8.207465770640427e-10,1.573020943389701e-05,1.0431692807938266e-11,7.888487264111605e-12,2.3134752968827644e-16,4.941231150503779e-15,5.269125124942813e-14,2.1289955394300898e-07,8.500373864864316e-14,1.128662774350973e-12,7.098165703801103e-13,8.138472273050057e-16,5.271992739473922e-08,3.7783497401424417e-19,3.329759082611673e-15,5.313916508143402e-06,8.099624987508628e-13,3.3633676884151075e-11
0.0012984623797812937,0.11200626561554934,0.0,0.0,0.0,0.0,0.313654412278891,0.6568827363685725,0.00021498264301348066,0.0005476467737462072,1.6445737340155046e-06,5.889820279552528e-07,5.2086709139494015e-15,2.9308951514990198e-06,0.003477570698558866,0.015134913976130931,0.004098426372153749,2.3283364351686653e-07,3.539860741406619e-07,6.26390426200599e-07,4.546223453253224e-06,2.5784250266208518e-14,0.0032525431310978545,1.7038678627123552e-09,6.410182385482791e-09,4.8564357207647475e-08,0.0005729994101018208,9.158611199542759e-15,1.1968973441475069e-14,2.3914333090346544e-10,1.0350034047334032e-10,8.634506869097037e-10,1.6676098421827072e-05,1.1058971385262025e-11,8.410346990742792e-12,2.4795527615789167e-16,5.295267264737892e-15,5.646654636920288e-14,2.2694223308662296e-07,9.057418036773273e-14,1.2163353391069956e-12,7.52109712305939e-13,8.616484520245811e-16,5.3764282368638805e-08,4.0034787706294843e-19,3.5223905131982184e-15,5.618198793322955e-06,8.563420869284334e-13,3.534011665904764e-11
