Time (s),Volume (m^3),Ar,He,Ne,N2,methane(1),oxygen(2),CH3(5),HO2(7),CH3O2(12),H(6),CH3O2(19),OH(D)(9),CH2O(25),H2O(35),CC(14),O(T)(10),OO(11),CHO(34),CHO3(63),CHO3(75),CO2(114),COO(15),CH3O(17),C2H5(58),C2H4(166),CHO3(116),CHO2(70),C3H7(186),C2H5O(189),C2H3(183),C#C(234),C2H2(247),C3H5(249),S(250),C2H2O(255),C2H2O(276),C2H2O(282),S(407),S(416),S(492),S(435),CH2(T)(8),S(434),C3H6(211),C3H6(209),C3H6(813),C3H7(212),S(491),S(144),CH2O(26),CHO4(125),C2H4O(223)
0.0005264740890298996,0.11219610907128756,0.0,0.0,0.0,0.0,0.32676121390809126,0.6676331263557337,0.0001371655592589719,0.00023953287760387207,1.0646573834741028e-06,2.520836057563772e-07,3.370462755062829e-15,1.11371106534055e-06,0.001096307849606095,0.0025340510342278014,0.000824474159683127,1.250373473029451e-07,1.1433769569224339e-07,1.4396218964521906e-07,1.0598245788513035e-06,6.010874960868928e-15,0.00030868118946391406,4.753866289645476e-10,2.0828157147115994e-09,4.112128939724979e-09,2.2434389169587207e-05,3.297277087714296e-16,9.434684807793626e-16,5.953112269353643e-12,1.0564344991927003e-12,1.5090107661153185e-11,1.3804646918910916e-07,9.154730715960448e-14,4.4141927986565606e-14,8.962585826941311e-19,1.8987785718906646e-17,2.0247791651343889e-16,3.237594036820382e-10,1.1680016165955158e-16,7.576854686629336e-16,1.199887977163876e-14,1.4381659128808864e-17,1.4357663672395637e-08,6.386692593623388e-21,3.58536477418018e-17,5.684792497757237e-08,8.664920058549817e-15,7.212990603921558e-13,1.3000707301263832e-13,7.318427066858013e-20,7.051907309741993e-15,1.9751051915042902e-15,3.6737201173845275e-08
0.000531449549564537,0.11219527688629045,0.0,0.0,0.0,0.0,0.32670884157533,0.6675940851400682,0.00013775695180023363,0.0002414228191590716,1.0691930802378466e-06,2.5409414383046706e-07,3.3848266565424034e-15,1.1234513642441285e-06,0.0011105356870195913,0.002578704272511099,0.0008386330564369434,1.257724932373812e-07,1.1548340638179309e-07,1.4613258244414884e-07,1.0757529510893483e-06,6.101213925382755e-15,0.00031635504360869987,4.811969085915258e-10,2.1040540749566202e-09,4.213531750244995e-09,2.3190651228131083e-05,3.4088274275591346e-16,9.646527084578981e-16,6.1804109122064406e-12,1.1016135968808498e-12,1.5706484821249863e-11,1.4494890061517207e-07,9.612474416535368e-14,4.655078630110097e-14,9.485044079863491e-19,2.009423903341733e-17,2.1427667836815105e-16,3.430612058045111e-10,1.2375720327589055e-16,8.091975841456881e-16,1.2450273406328826e-14,1.492190307180436e-17,1.4529873377468301e-08,6.626958161119123e-21,3.75660277951019e-17,5.9585409136226226e-08,9.082175148209332e-15,7.494501509724324e-13,1.3775096550995482e-13,7.754350368009643e-20,7.135336604216539e-15,2.0401929121279898e-15,3.865543535817443e-08
0.0005364250100991744,0.11219443879650427,0.0,0.0,0.0,0.0,0.32665607618718284,0.6675547098913452,0.00013834666116706776,0.00024331268402900326,1.0737147629181013e-06,2.561051268671687e-07,3.3991462741429944e-15,1.133214890983e-06,0.0011247971120451248,0.0026237621695895316,0.0008528963514968351,1.2650653844592735e-07,1.1663336318787147e-07,1.4831557134864582e-07,1.0917719880952648e-06,6.19206710200368e-15,0.00032414369934375385,4.870335627026727e-10,2.1253733812614317e-09,4.316559656267523e-09,2.396512565942821e-05,3.5231324499490525e-16,9.861865005460752e-16,6.414244059718796e-12,1.148312978029314e-12,1.6342437362496045e-11,1.5212889463282846e-07,1.0088625040880858e-13,4.906780162635371e-14,1.0032884490207387e-18,2.125441970150105e-17,2.266483665647108e-16,3.6331397669310387e-10,1.310565135796734e-16,8.63683751034346e-16,1.2914636847998016e-14,1.5477618644489778e-17,1.470290826727119e-08,6.874127260799055e-21,3.934349241317903e-17,6.242763352905851e-08,9.515395044023668e-15,7.784444433945419e-13,1.4587584715802646e-13,8.211720512378177e-20,7.221514302541852e-15,2.106802047502291e-15,4.065529818413826e-08
0.0005414004706338118,0.11219359481097131,0.0,0.0,0.0,0.0,0.3266029172958636,0.6675149995023594,0.00013893471375080077,0.0002452025369546992,1.078222631131948e-06,2.581166263760749e-07,3.4134222404569147e-15,1.143001808130684e-06,0.0011390916642155789,0.0026692259649039483,0.0008672638673798686,1.2723951056056827e-07,1.1778760369981048e-07,1.5051115044629428e-07,1.107881591087861e-06,6.28343393048865e-15,0.00033204780807982053,4.928965710650345e-10,2.146773704873584e-09,4.42122796021818e-09,2.4758089189595944e-05,3.640238904744615e-16,1.008074304458181e-15,6.654741685420722e-12,1.196571464988363e-12,1.6998427123275838e-11,1.5959505543554004e-07,1.0583753187266945e-13,5.169684242243505e-14,1.0607108571171638e-18,2.2470446187160207e-17,2.3961557152960553e-16,3.8455522737167617e-10,1.3871155993598794e-16,9.212868108317582e-16,1.33922412220688e-14,1.6049126520603086e-17,1.4876768526093201e-08,7.128344207964945e-21,4.118791570740595e-17,6.537762713351358e-08,9.965041431482275e-15,8.083002765147443e-13,1.543967092217266e-13,8.691381396191902e-20,7.310552838656048e-15,2.1749548337031236e-15,4.273952315443506e-08
0.0005458783851149854,0.11219283019068992,0.0,0.0,0.0,0.0,0.32655473747396396,0.6674789726896649,0.00013946256551768178,0.00024690344597608986,1.0822680587806331e-06,2.5992747471296057e-07,3.4262337875340103e-15,1.1518301598020974e-06,0.001151984708044462,0.002710491454366885,0.0008802835928847016,1.2789828994385634e-07,1.1883011263902576e-07,1.524979301553167e-07,1.1224575890377203e-06,6.366102802329584e-15,0.0003392607560981327,4.981958824003864e-10,2.1661035678679744e-09,4.516843766629604e-09,2.5487794898963677e-05,3.748067263050994e-16,1.0280795977528295e-15,6.876997485850977e-12,1.241369453635892e-12,1.7606336889246923e-11,1.6656654015903423e-07,1.1046076247422843e-13,5.416204547097114e-14,1.114732077802115e-18,2.3614421408285343e-17,2.5181445152280376e-16,4.0454941991093195e-10,1.4591671333614554e-16,9.75916975533285e-16,1.3833635483191551e-14,1.657725720816701e-17,1.5033948497927727e-08,7.36328743691233e-21,4.2906729038091326e-17,6.812731698020834e-08,1.0384156955017551e-14,8.35922630156302e-13,1.6241680214626626e-13,9.142852718186553e-20,7.393229120336973e-15,2.23763065210268e-15,4.4689769894509985e-08
0.0005499085081480418,0.1121921379612472,0.0,0.0,0.0,0.0,0.3265111025238307,0.6674463150171123,0.00013993651702297715,0.00024843433535499444,1.0858996188396696e-06,2.6155768460534796e-07,3.437734716987176e-15,1.1597920715377116e-06,0.0011636108018272153,0.002747913119100137,0.0008920732919876083,1.284904820749145e-07,1.197713837310188e-07,1.5429474017021286e-07,1.1356385871601753e-06,6.440859827451612e-15,0.0003458332086589664,5.029836806988255e-10,2.1835572074345093e-09,4.604052269523899e-09,2.615769678705593e-05,3.847111229795545e-16,1.0463353067918936e-15,7.081816015083099e-12,1.2828182597815733e-12,1.816794242212667e-11,1.7305056265175737e-07,1.1476072617033033e-13,5.646352040824409e-14,1.1653138148262791e-18,2.4685539870396235e-17,2.6323641708334375e-16,4.232794476592866e-10,1.5266590915587307e-16,1.0274379888650792e-15,1.4240417676042637e-14,1.7063934203365188e-17,1.5175982075293524e-08,7.579807541046432e-21,4.450253227972861e-17,7.068070971150096e-08,1.077335231775814e-14,8.614038341844792e-13,1.6992937338694069e-13,9.565754360537012e-20,7.469770774997567e-15,2.2951370142479677e-15,4.650708438254812e-08
0.0005539386311810981,0.11219144188004017,0.0,0.0,0.0,0.0,0.32646720858280676,0.6674134354801159,0.00014040942516453875,0.00024996532442052364,1.0895224430430285e-06,2.631883533862948e-07,3.4492080454536043e-15,1.1677695949383832e-06,0.0011752578265228392,0.002785603322501216,0.0009039310509061578,1.2908201591009028e-07,1.2071552855316203e-07,1.5609979664101953e-07,1.1488788391405201e-06,6.515952915326021e-15,0.0003524825659439113,5.077889328459308e-10,2.201064712243118e-09,4.692362707313082e-09,2.6840228060589386e-05,3.948074772710602e-16,1.064831321998591e-15,7.291244769290144e-12,1.3253605689044041e-12,1.8743537986713607e-11,1.7973827813474806e-07,1.1919577151870722e-13,5.884572667322378e-14,1.217814956048228e-18,2.5797283110703946e-17,2.7509158852530013e-16,4.427284786093052e-10,1.5967379426722427e-16,1.081276478513822e-15,1.46563792606768e-14,1.756155400870558e-17,1.5318557084320476e-08,7.80121362963703e-21,4.6145724703758874e-17,7.33103982308479e-08,1.1174176903002572e-14,8.874839660847455e-13,1.777299000667487e-13,1.0004865743097389e-19,7.548400299847394e-15,2.353696210736297e-15,4.838483685746193e-08
0.0005579687542141544,0.11219074195208932,0.0,0.0,0.0,0.0,0.3264230554032714,0.6673803334844061,0.0001408813021100532,0.0002514964432671294,1.0931366225793968e-06,2.648195141081266e-07,3.4606540616990344e-15,1.1757628023215256e-06,0.0011869255459261688,0.0028235627375582406,0.0009158567728731734,1.2967290421359836e-07,1.2166256496466616e-07,1.5791309802908833e-07,1.1621782951825172e-06,6.591381783526575e-15,0.0003592091728560881,5.126116084705636e-10,2.2186260219028734e-09,4.781783092312167e-09,2.7535539679618682e-05,4.050983048133063e-16,1.083569849194255e-15,7.505356705634903e-12,1.3690183591362771e-12,1.933338458942779e-11,1.8663463849033166e-07,1.2376918242447456e-13,6.131092963623699e-14,1.2722948352769224e-18,2.6950906071561077e-17,2.8739334803639545e-16,4.6291868896893477e-10,1.6694832645972748e-16,1.1375193637352719e-15,1.5081678304973545e-14,1.8070303454066262e-17,1.5461673395520216e-08,8.027589839496642e-21,4.783738211267077e-17,7.601811214008818e-08,1.1586894341659113e-14,9.141733788486093e-13,1.8582724044509715e-13,1.0460685519701537e-19,7.629183977981814e-15,2.41332035108414e-15,5.032461515340131e-08
0.0005619988772472107,0.11219003818246727,0.0,0.0,0.0,0.0,0.3263786427357505,0.6673470084345009,0.0001413521596527306,0.0002530277211102292,1.096742245006988e-06,2.664511998027912e-07,3.4720730429991347e-15,1.183771763709545e-06,0.0011986137255861956,0.002861792040209747,0.0009278503604674712,1.3026315937026767e-07,1.2261251037733188e-07,1.597346391262057e-07,1.1755369086066383e-06,6.667146167306246e-15,0.0003660133740228658,5.174518257272534e-10,2.236241545970517e-09,4.872320527244541e-09,2.824378347478174e-05,4.1558598292467755e-16,1.10255330383715e-15,7.724225686639998e-12,1.4138134224042702e-12,1.9937744219448268e-11,1.9374468335633787e-07,1.2848430098895105e-13,6.386144406907287e-14,1.3288142546731789e-18,2.8147694713553587e-17,3.001554085700011e-16,4.838727812424246e-10,1.7449765140684202e-16,1.1962562780038343e-15,1.551646738137857e-14,1.8590362678939063e-17,1.560533082032851e-08,8.259017382414699e-21,4.9578592608711785e-17,7.880560863390227e-08,1.2011772470417503e-14,9.41482591357971e-13,1.9423046194140513e-13,1.093372411832959e-19,7.712189624535342e-15,2.474021616087215e-15,5.2328038563529335e-08
0.000566029000280267,0.11218933057629939,0.0,0.0,0.0,0.0,0.32633397032903055,0.667313459733743,0.00014182200921593983,0.0002545591863130877,1.1003393963975507e-06,2.6808344379267524e-07,3.4834652626936435e-15,1.191796549462846e-06,0.0012103221327504515,0.0029002919092563045,0.0009399117155751482,1.3085279343981472e-07,1.2356538263996268e-07,1.6156441313918376e-07,1.1889546352440675e-06,6.743245816169027e-15,0.0003728955138016066,5.223096885450773e-10,2.2539117308583717e-09,4.963983033120657e-09,2.8965112145943453e-05,4.262731143345352e-16,1.1217847199168781e-15,7.947923716414082e-12,1.4597680067439296e-12,2.0556880600291837e-11,2.0107354115902998e-07,1.3334452819465208e-13,6.649962967772533e-14,1.3874355876994233e-18,2.938896816241176e-17,3.1339183673890913e-16,5.056139931532357e-10,1.8233010570689446e-16,1.2575798324178463e-15,1.5960884808604192e-14,1.9121894610977778e-17,1.5749529141752133e-08,8.49556988335715e-21,5.137044639377032e-17,8.16746727668395e-08,1.2449083372455353e-14,9.694220420805747e-13,2.0294884454652472e-13,1.1424503933145387e-19,7.797486625523759e-15,2.535812305405491e-15,5.439675828405196e-08
0.0005700591233133233,0.11218861913876955,0.0,0.0,0.0,0.0,0.32628903793024694,0.6672796867843387,0.0001422908618768533,0.0002560908664211478,1.103928159317734e-06,2.697162756169173e-07,3.4948309819835054e-15,1.1998372233983445e-06,0.0012220505363202154,0.0029390630262870056,0.0009520407393574273,1.3144181805436278e-07,1.2452119831908103e-07,1.6340242127525954e-07,1.2024314243645685e-06,6.819680442386104e-15,0.0003798559362803661,5.27185086387894e-10,2.271636228674157e-09,5.056778846063879e-09,2.969967926074359e-05,4.371622828150926e-16,1.1412660312512628e-15,8.176526585758041e-12,1.5069052298719051e-12,2.1191066729733636e-11,2.0862643013341203e-07,1.3835332458193753e-13,6.922790106606488e-14,1.4482225463863445e-18,3.06760738790733e-17,3.2711700131088066e-16,5.281661067874535e-10,1.9045422045276615e-16,1.3215849823279774e-15,1.6415103543977032e-14,1.966510368318657e-17,1.5894268096526646e-08,8.737339404522451e-21,5.3214078797929116e-17,8.46271177223435e-08,1.2899103418430553e-14,9.980025067513383e-13,2.1199188469004044e-13,1.1933559542196707e-19,7.885145951899754e-15,2.598704719553486e-15,5.653245785422476e-08
0.0005740892463463797,0.11218790387511746,0.0,0.0,0.0,0.0,0.32624384528498274,0.667245688987385,0.00014275872837460026,0.000257622788186311,1.1075086129037643e-06,2.7134972525842394e-07,3.5061704512887035e-15,1.2078938471356834e-06,0.0012337987068053423,0.0029781060755920538,0.0009642373322196604,1.320302445061657e-07,1.2547997346761737e-07,1.6524865989624244e-07,1.2159672291247393e-06,6.896449780277648e-15,0.0003868949852802158,5.320781033549278e-10,2.289415314658191e-09,5.150715098568629e-09,3.0447639253239303e-05,4.482558995704348e-16,1.1609994927792252e-15,8.410110815383284e-12,1.5552478711345879e-12,2.1840575712357408e-11,2.1640865936070908e-07,1.4351421093701842e-13,7.204872429349388e-14,1.51124040791531e-18,3.2010392378986295e-17,3.4134562353334356e-16,5.515534578062208e-10,1.9887872422694017e-16,1.3883696361771808e-15,1.6879287056295562e-14,2.0220182835586412e-17,1.6039547349852177e-08,8.984412957674294e-21,5.511063483203745e-17,8.76647850842461e-08,1.3362113307871753e-14,1.0272349225130129e-12,2.2136929866403848e-13,1.24614379001478e-19,7.975240187390432e-15,2.6627112361876482e-15,5.873685359760295e-08
0.0005777163570761303,0.11218725687087186,0.0,0.0,0.0,0.0,0.3262029491820616,0.6672148982296111,0.00014317897365720506,0.00025900174588232625,1.1107239815104355e-06,2.728203840834603e-07,3.516353736146398e-15,1.2151584978519537e-06,0.001244388772540708,0.003013477889732895,0.0009752719544085451,1.3255932600135878e-07,1.2634541550679102e-07,1.6691730562461343e-07,1.2281998776782432e-06,6.96582816945821e-15,0.00039329763900842416,5.364969771035998e-10,2.3054635765688063e-09,5.236239597509022e-09,3.113238249191947e-05,4.584171931384777e-16,1.1789779215425002e-15,8.624656325636863e-12,1.5998060450025837e-12,2.2438460796936212e-11,2.236132135631137e-07,1.4829200460012994e-13,7.466867142684176e-14,1.5699192390490927e-18,3.3252816113922e-17,3.545943178786506e-16,5.733367684822823e-10,2.0672498598985697e-16,1.4509359149344084e-15,1.7305686463970543e-14,2.0730037461529666e-17,1.617076033391528e-08,9.211374976308793e-21,5.686372519273269e-17,9.047309603641266e-08,1.379016404366085e-14,1.0541104133579572e-12,2.3010307129333144e-13,1.295308405835726e-19,8.05846817123673e-15,2.7212800077172554e-15,6.078099030765184e-08
0.000581343467805881,0.11218660677565867,0.0,0.0,0.0,0.0,0.32616184188478625,0.6671839244212474,0.00014359843594814715,0.00026038093880920014,1.1139327373577095e-06,2.7429158841514085e-07,3.5265161320044737e-15,1.22243616107787e-06,0.00125499449972786,0.003049071027895724,0.0009863611525027895,1.3308793968020226e-07,1.2721327972728872e-07,1.6859261288944654e-07,1.2404802594863283e-06,7.035477281414066e-15,0.00039976450877135967,5.409301573986466e-10,2.3215562563307483e-09,5.3227002174960415e-09,3.182821355076399e-05,4.687481276662451e-16,1.1971645785969887e-15,8.843353534749252e-12,1.6453767979357734e-12,2.3049185220317584e-11,2.3101190858157056e-07,1.531985452672956e-13,7.736749130453657e-14,1.63050911325137e-18,3.4535681791935674e-17,3.6827426842706957e-16,5.958353287108832e-10,2.1482844364179732e-16,1.515910998924771e-15,1.774040200251081e-14,2.1249795257361975e-17,1.630241038893138e-08,9.442763490371878e-21,5.86614737610889e-17,9.335333512161313e-08,1.4229178271735908e-14,1.081530886894591e-12,2.391231382601404e-13,1.346084644916399e-19,8.143783814444842e-15,2.780770451663005e-15,6.288348636496403e-08
0.0005849705785356316,0.11218595359342802,0.0,0.0,0.0,0.0,0.3261205232048451,0.6671527671235195,0.00014401712241614886,0.00026176038492761776,1.1171349336961603e-06,2.757633591086099e-07,3.5366578077520065e-15,1.2297268774781624e-06,0.0012656157242260946,0.0030848859942283805,0.0009975048521959182,1.336160931155623e-07,1.2808357744329549e-07,1.7027457850732762e-07,1.2528083420345353e-06,7.10539693173979e-15,0.00040629584467073563,5.453776941944938e-10,2.337693557909259e-09,5.410102633928555e-09,3.253524680531347e-05,4.792506097762851e-16,1.215561452261063e-15,9.066258391306121e-12,1.6919774917709599e-12,2.3672954667082454e-11,2.386088076341537e-07,1.5823652751438403e-13,8.014708819642048e-14,1.6930609522670782e-18,3.5860066240372013e-17,3.823969580213311e-16,6.190680662979575e-10,2.231958836905975e-16,1.58337258240811e-15,1.8183548772122734e-14,2.1779591777832957e-17,1.6434497197062893e-08,9.678639765969983e-21,6.050474486714483e-17,9.630690493691009e-08,1.4679369779998066e-14,1.1095044831581207e-12,2.484370540528059e-13,1.3985150333829915e-19,8.231243504726385e-15,2.8411917615242962e-15,6.504566288070783e-08
0.0005885976892653822,0.1121852973281516,0.0,0.0,0.0,0.0,0.3260789929531394,0.6671214258970043,0.00014443504003304152,0.0002631401017434046,1.1203306221402106e-06,2.772357161913263e-07,3.546778926965703e-15,1.237030687440629e-06,0.0012762522828402342,0.0031209232944604745,0.0010087029786074644,1.3414379369199575e-07,1.289563199319207e-07,1.7196320003586412e-07,1.2651840926073204e-06,7.175586934887055e-15,0.0004128918966387813,5.498396093868075e-10,2.3538755825629756e-09,5.498452604977867e-09,3.325359719539292e-05,4.899265541477397e-16,1.2341703979314661e-15,9.293427680692902e-12,1.739625773217722e-12,2.430997777217082e-11,2.464080361549452e-07,1.6340868717661972e-13,8.300940226210588e-14,1.7576267297740946e-18,3.722706851550709e-17,3.9697410654432323e-16,6.430542956514637e-10,2.3183423051929647e-16,1.653400344858757e-15,1.8635247258339382e-14,2.2319568976751527e-17,1.656702040548459e-08,9.919067935706306e-21,6.239441828219197e-17,9.933522738872163e-08,1.5140955299535734e-14,1.1380394504180008e-12,2.580525266248364e-13,1.4526429612559515e-19,8.320904759499751e-15,2.902553168159708e-15,6.726886360832542e-08
0.0005922247999951329,0.1121846379838662,0.0,0.0,0.0,0.0,0.32603725093983055,0.6670899003016458,0.0001448521955822492,0.0002645201063219471,1.1235198528311898e-06,2.7870867921779373e-07,3.556879648558944e-15,1.2443476294114725e-06,0.0012869040132974592,0.0031571834358634426,0.0010199554562664163,1.3467104859430687e-07,1.2983151811126876e-07,1.736584753896715e-07,1.277607478767372e-06,7.246047106885545e-15,0.0004195529144387242,5.54315924098355e-10,2.3701024268914414e-09,5.587755876476903e-09,3.398338022398112e-05,5.00777886659581e-16,1.2529932748819942e-15,9.524918656748882e-12,1.7883394981270203e-12,2.4960465578922205e-11,2.5441378241935804e-07,1.687178017632727e-13,8.595640943876205e-14,1.824259509229191e-18,3.8637810693758864e-17,4.1201767935623405e-16,6.678137234697625e-10,2.4075054836209443e-16,1.7260760483629223e-15,1.909561920645166e-14,2.2869870248874754e-17,1.6699979643239306e-08,1.0164112802754282e-20,6.433138581245456e-17,1.0243974385437397e-07,1.56141545292499e-14,1.1671441247772735e-12,2.6797741961429005e-13,1.5085126949434496e-19,8.412826243525168e-15,2.96486394863637e-15,6.95544552155957e-08
0.0005958519107248835,0.11218397556463318,0.0,0.0,0.0,0.0,0.3259952969743884,0.667058189896774,0.00014526859566478328,0.0002659004153018531,1.126702674485666e-06,2.8018226731845816e-07,3.566960126934575e-15,1.251677740466661e-06,0.001297570754224239,0.0031936669272097772,0.0010312622090947535,1.3519786482291527e-07,1.3070918274159617e-07,1.7536040233586932e-07,1.2900784681071382e-06,7.31677726393374e-15,0.00042627914766650256,5.588066588477067e-10,2.3863741856825103e-09,5.678018206242155e-09,3.4724711956119623e-05,5.118065456093191e-16,1.2720319592280934e-15,9.760789028726702e-12,1.838136737548501e-12,2.562463144701065e-11,2.6263029817190696e-07,1.7416669087397315e-13,8.899012189241867e-14,1.893013460997571e-18,4.00934382337912e-17,4.275398911558793e-16,6.933664544671339e-10,2.4995204331956803e-16,1.801483580808808e-15,1.956478760189196e-14,2.3430640406142484e-17,1.6833374519626777e-08,1.0413839830417076e-20,6.631655137882453e-17,1.0562191534349089e-07,1.609919016045357e-14,1.1968269292015986e-12,2.782197545805569e-13,1.5661693898327872e-19,8.507067785788555e-15,3.028133426205724e-15,7.190382755855589e-08
0.0005994790214546342,0.11218331007456471,0.0,0.0,0.0,0.0,0.32595313086563976,0.6670262942411176,0.00014568424670431985,0.0002672810449085597,1.1298791344344022e-06,2.816564991924686e-07,3.577020512108074e-15,1.2590210565750042e-06,0.0013082523451237288,0.0032303742787336727,0.001042623160391426,1.3572424920029935e-07,1.315893244115185e-07,1.770689787146337e-07,1.3025970282006285e-06,7.387777222125532e-15,0.00043307084575184684,5.633118334837413e-10,2.402690950498031e-09,5.769245365732699e-09,3.547770901803834e-05,5.23014482139052e-16,1.2912883324571986e-15,1.0001096967989066e-11,1.8890357815797425e-12,2.6302691133774645e-11,2.710618992600205e-07,1.797582166190318e-13,9.21125884988243e-14,1.963943879847944e-18,4.159512034512411e-17,4.435532099114098e-16,7.197329971549143e-10,2.5944606539279285e-16,1.879708999205615e-15,2.0042876681019806e-14,2.4002025688582458e-17,1.6967204616433986e-08,1.066831514786914e-20,6.835083111413678e-17,1.0888322265966868e-07,1.6596287901514742e-14,1.2270963734941252e-12,2.8878771327142975e-13,1.6256591030523144e-19,8.60369039655308e-15,3.092370970440943e-15,7.431839395960267e-08
0.0006031061321843848,0.11218264151781417,0.0,0.0,0.0,0.0,0.3259107524218132,0.6669942128928229,0.00014609915495247147,0.00026866201096753983,1.1330492786635593e-06,2.8313139313099713e-07,3.587060949838023e-15,1.2663776124113895e-06,0.001318948626354567,0.0032673060020928096,0.0010540382328172498,1.3625020837463138e-07,1.3247195350859605e-07,1.7878420240347773e-07,1.3151631268676288e-06,7.459046798948766e-15,0.00043992825795872585,5.67831467232968e-10,2.419052810283571e-09,5.861443131537474e-09,3.6242488596027186e-05,5.344036589417103e-16,1.3107642882227714e-15,1.0245901107498555e-11,1.941055134511461e-12,2.6994862765702873e-11,2.7971296626899275e-07,1.854952840405166e-13,9.53258953158509e-14,2.037107202534625e-18,4.314405035882725e-17,4.600703608132347e-16,7.469342696835112e-10,2.6924011053823377e-16,1.960840573843337e-15,2.053001195058357e-14,2.4584173786357416e-17,1.7101469487450705e-08,1.0927605560515855e-20,7.043515347087143e-17,1.1222516656267085e-07,1.7105676502578617e-14,1.2579610558063778e-12,2.996896399100225e-13,1.6870288063450694e-19,8.70275628457264e-15,3.15758599726788e-15,7.679959148629096e-08
0.0006103603536438862,0.11218129522110228,0.0,0.0,0.0,0.0,0.325825357759108,0.666929491348072,0.00014692676725251277,0.0002714250138201864,1.1393707974323052e-06,2.8608323839241694e-07,3.607082545501113e-15,1.2811305759748508e-06,0.001340384625403319,0.003341844617843778,0.0010770304284234268,1.3730087687319726e-07,1.3424471466793282e-07,1.8223458332784547e-07,1.340437811540872e-06,7.602394080366819e-15,0.0004538412209666577,5.769141859277638e-10,2.4519121573209235e-09,6.048773639775278e-09,3.780786683769628e-05,5.577336470384427e-16,1.3503825710815528e-15,1.0749234832108556e-11,2.0485298881956657e-12,2.8422426436496254e-11,2.976913479083174e-07,1.9741788127860962e-13,1.0203356261016278e-13,2.1903641232978553e-18,4.638855028157597e-17,4.946683699879317e-16,8.039267606023361e-10,2.897589961462157e-16,2.1321866091702263e-15,2.1531929494205846e-14,2.578135649506618e-17,1.737130166054067e-08,1.1460902303049103e-20,7.475770203163872e-17,1.1915706792589847e-07,1.8162256643077103e-14,1.3215109702688642e-12,3.225296002119023e-13,1.8156007215127017e-19,8.908472824544527e-15,3.290986394580959e-15,8.196774859886945e-08
0.0006176145751033876,0.11217993670861877,0.0,0.0,0.0,0.0,0.32573911144177714,0.6668640217165822,0.000147751479333826,0.00027418954294325805,1.1456675733266603e-06,2.890379417227983e-07,3.627025999722666e-15,1.2959368851740198e-06,0.0013618774905921082,0.0034172868947991873,0.0011002381638938095,1.383499202458556e-07,1.3602754587252895e-07,1.8571152860282226e-07,1.3659022661752944e-06,7.746817656542115e-15,0.00046802002750484875,5.860549567980786e-10,2.484952886609092e-09,6.2400561328578825e-09,3.942179532446818e-05,5.818124604514733e-16,1.390902157046885e-15,1.1271268529994707e-11,2.160713455981863e-12,2.9909115890140246e-11,3.166018068059763e-07,2.0995859765917158e-13,1.0913057419661656e-13,2.3532592378968086e-18,4.9836981442969374e-17,5.3144101779225475e-16,8.645196904907105e-10,3.115716660974853e-16,2.31627383390553e-15,2.257157003828707e-14,2.7023399410107448e-17,1.7642867026867496e-08,1.2014278208882014e-20,7.9291874739539e-17,1.2643003082001395e-07,1.9270822361449424e-14,1.387547239506482e-12,3.468097269377779e-13,1.952279697850138e-19,9.124739708821013e-15,3.4284108752984212e-15,8.742028104042283e-08
0.000624868796562889,0.11217856601521768,0.0,0.0,0.0,0.0,0.32565201191844617,0.666797800444017,0.00014857333553490885,0.000276955711807613,1.1519399298815769e-06,2.919956359988433e-07,3.646892338149725e-15,1.3107967765608387e-06,0.0013834259735883505,0.0034936369737799573,0.0011236607961068487,1.3939738599060078e-07,1.3782052416288546e-07,1.8921502198673688e-07,1.3915562348750716e-06,7.892316076145089e-15,0.00048246666576219805,5.952539127254923e-10,2.518175619112744e-09,6.435337149557493e-09,4.108523157918301e-05,6.066562476134023e-16,1.4323385582993831e-15,1.1812487965885987e-11,2.2777618744026008e-12,3.145676378253012e-11,3.364817835380538e-07,2.2314226238682427e-13,1.1663500645332405e-13,2.5262869913862764e-18,5.3499797664302526e-17,5.704997794654429e-16,9.288957592166844e-10,3.3474355600003305e-16,2.5138927445869207e-15,2.364998437628457e-14,2.831153730592755e-17,1.7916161241620676e-08,1.2588292600829718e-20,8.404555265751392e-17,1.34056796363101e-07,2.043331569579376e-14,1.4561418764093948e-12,3.7260286072410223e-13,2.0974757737290304e-19,9.352099541186751e-15,3.569936442729914e-15,9.316956901709542e-08
