Time (s),Volume (m^3),Ar,He,Ne,N2,methane(1),oxygen(2),CH3(5),HO2(7),CH3O2(12),H(6),CH3O2(19),OH(D)(9),CH2O(25),H2O(35),CC(14),O(T)(10),OO(11),CHO(34),CHO3(63),CHO3(75),CO2(114),COO(15),CH3O(17),C2H5(58),C2H4(166),CHO3(116),CHO2(70),C3H7(186),C2H5O(189),C2H3(183),C#C(234),C2H2(247),C3H5(249),S(250),C2H2O(255),C2H2O(276),C2H2O(282),S(407),S(416),S(492),S(435),CH2(T)(8),S(434),C3H6(211),C3H6(209),C3H6(813),C3H7(212),S(491),S(144),CH2O(26),CHO4(125),C2H4O(223),C2H4O(64)
2.4195539555225574e-11,0.11224537200035556,0.0,0.0,0.0,0.0,0.3299999999854104,0.6699999999885781,1.45859846178906e-11,1.141836069384793e-11,3.683958964193598e-15,3.1713066843316715e-12,1.1660227354119848e-23,3.2636924688371736e-19,7.562657268230737e-20,2.128052651359086e-23,2.995343759118377e-25,2.660155063857724e-19,5.193567148882458e-19,5.651342624608943e-28,1.4503329430586255e-31,8.220359345262187e-40,1.16843507457238e-36,1.216480695780214e-22,1.5180725154139402e-20,5.713587609240379e-36,1.2906912924279607e-39,2.3956566510130715e-46,7.548355919111496e-41,1.5289034271556458e-55,9.920223420719812e-62,7.91810799673078e-52,3.787886245531266e-55,1.1929731305812902e-61,9.830188013990404e-71,1.158715485338165e-73,6.208492941575523e-73,6.619608509513204e-72,2.7538090151885636e-72,4.552824342673813e-78,2.3608896135259085e-71,3.905099087348376e-65,1.4762769964295082e-67,2.3432199658560666e-25,2.0785522727166475e-71,8.210848048650414e-68,4.216142057492046e-59,2.8815008374648357e-67,2.487807260603904e-59,2.4746805586235403e-71,3.0314073698276047e-71,1.7227048662552634e-24,3.294469300432008e-55,1.5365062470425055e-49,7.277706845066051e-42
3.802177647860043e-11,0.11224537200055615,0.0,0.0,0.0,0.0,0.3299999999770733,0.6699999999820279,2.291788457238003e-11,1.7963392047855554e-11,8.86695749222854e-15,4.963356680669049e-12,2.806621048896541e-23,9.012162240566467e-19,2.8921358296115113e-19,9.238498507019142e-23,1.1893245758275496e-24,6.705928681970333e-19,1.2680938625714318e-18,3.545530639836374e-27,1.551154138611248e-30,8.794153492409599e-39,2.2125300029478544e-35,4.587995852598398e-22,5.776968034917842e-20,3.77003667689324e-35,1.468164827407031e-38,2.5677917013577127e-45,8.091179895996167e-40,5.1098741052602924e-54,5.96308656626516e-60,1.6081045312959302e-50,1.4175402228645845e-53,5.913419556664066e-60,1.1270175081591838e-68,6.858356178727882e-72,5.736941422894977e-71,6.117222418591468e-70,4.802581478910068e-70,7.243584874739703e-76,1.1625751474230844e-69,3.333568839569139e-63,8.438841547513594e-66,5.717558440922514e-25,1.7743566385153382e-69,3.419491982389537e-66,2.7017859819326706e-57,3.4453360853221178e-65,1.591034321637499e-57,3.3628572509572513e-69,2.1046864014703858e-69,6.311869108692647e-24,1.0169752831092629e-53,5.1163985488542204e-48,1.2999539864211093e-40
5.184801340197529e-11,0.1122453720007548,0.0,0.0,0.0,0.0,0.3299999999687362,0.6699999999754608,3.12476106726153e-11,2.452314205883731e-11,1.6223894524665025e-14,6.740687525050357e-12,5.135377461101179e-23,1.8454149617291156e-18,7.114213711532375e-19,2.490571452530125e-22,2.9770634751649318e-24,1.2784811985438514e-18,2.3509086291873655e-18,1.146614906867288e-26,6.435583112503707e-30,3.648911143133417e-38,1.147666645952846e-34,1.1160887493522853e-21,1.4154582229571816e-19,1.2427470525675415e-34,6.21007569355771e-38,1.0660791977275275e-44,3.359303181398722e-39,3.2772042981033764e-53,4.9429802416789e-59,8.494354764182816e-50,9.114230432303115e-53,4.061692487399016e-59,9.951035765253904e-68,5.2173456548124605e-71,4.786698275775073e-70,5.104042380035962e-69,4.616421752984479e-69,7.364632415423079e-75,9.028045999443942e-69,2.973802771779904e-62,6.98792970883175e-65,1.0593297266219149e-24,1.5828655501826847e-68,2.371295128158787e-65,2.0585041015043465e-56,3.0205801137943838e-64,1.2113918484399084e-56,3.40414814315983e-68,1.8675597493233974e-68,1.500658461416614e-23,6.469092568828359e-53,3.244875338970976e-47,6.77939341060449e-40
6.567425032535016e-11,0.1122453720009516,0.0,0.0,0.0,0.0,0.3299999999603991,0.669999999968877,3.957523910693597e-11,3.109749188884057e-11,2.5678503849296876e-14,8.503418055082064e-12,8.12814997744756e-23,3.2247007787979485e-18,1.408198128832986e-18,5.336357882787664e-22,5.964816923065973e-24,2.1031825954545332e-18,3.768394357349311e-18,2.781609410125417e-26,1.8775801088552894e-29,1.064622105236125e-37,3.955610180137848e-34,2.186282082146837e-21,2.7914362663235043e-19,3.052103003164854e-34,1.8340283216878137e-37,3.1115503901229115e-44,9.804854704649744e-39,1.3809593090810031e-52,2.788515092092149e-58,2.961828543299926e-49,3.691322245937769e-52,1.721952810208408e-58,5.4782979282600655e-67,2.6078068162805885e-70,2.53516399648999e-69,2.7032537404520957e-68,2.714858840915598e-68,5.145009778506744e-74,4.638738668612117e-68,1.753253993364129e-61,3.9522568249830405e-64,1.697061047562195e-24,9.332046638426978e-68,1.0650387149479503e-64,9.818397664527275e-56,1.5990239542424828e-63,5.77456409655471e-56,2.4534211653257324e-67,1.2701680979848757e-67,2.87817859572356e-23,2.787219077116192e-52,1.3285836076053582e-46,2.4104218081569964e-39
7.950048724872502e-11,0.11224537200114654,0.0,0.0,0.0,0.0,0.329999999952062,0.6699999999622767,4.7900845730946014e-11,3.768632189845183e-11,3.715485203596197e-14,1.0251667909893308e-11,1.176090194518659e-22,5.1048699848019026e-18,2.4456830197205468e-18,9.963248036116168e-22,1.0464794188696887e-23,3.1582358783435976e-18,5.521211814320603e-18,5.707304071662081e-26,4.486790371213165e-29,2.544180201444906e-37,1.0863924262103562e-33,3.758388989735992e-21,4.83042744774855e-19,6.322967890154444e-34,4.423897563235196e-37,7.437680851820748e-44,2.3437165046038508e-38,4.584338108799659e-52,1.2182803188042778e-57,8.206793620104553e-49,1.1609769130481127e-51,5.6115242231340445e-58,2.3118549625673396e-66,1.0141056532794745e-69,1.0346208881530405e-68,1.1032247620012073e-67,1.2138375123966634e-67,2.7219323499035828e-73,1.845717578177422e-67,7.939086023605206e-61,1.7230378653600886e-63,2.4849927671569358e-24,4.225739742491415e-67,3.742513200809343e-64,3.6191669490695736e-55,6.434474970124111e-63,2.1273884246260046e-55,1.3285675330563774e-66,6.398127535664571e-67,4.8481641319988235e-23,9.49179009161185e-52,4.27113372045184e-46,6.885107574385929e-39
9.999999999999999e-11,0.11224537200153092,0.0,0.0,0.0,0.0,0.32999999993970097,0.6699999999524606,6.024125334250424e-11,4.7481688750706885e-11,5.774870488028871e-14,1.2817297279685525e-11,1.8279754965587482e-22,8.938146566310695e-18,4.735847437080823e-18,2.1286150504303622e-21,2.0537719378179163e-23,5.1719676228453995e-18,8.73852944108993e-18,1.3565925547889266e-25,1.2976682922313829e-28,7.358547613657672e-37,3.7979231376162175e-33,7.169292116952841e-21,9.30363879580431e-19,1.5217180101556543e-33,1.2950626948795226e-36,2.151785569074978e-43,6.780629585714093e-38,2.1631327941075706e-51,8.898813510204788e-57,2.902809608692492e-48,4.933515715317425e-51,2.4988547897422785e-57,1.6334146539012938e-65,6.151436502393079e-69,6.848618419834174e-68,7.302795140757827e-67,9.484383132920136e-67,2.71091024765196e-72,1.1483392959697643e-66,6.154090684267164e-60,1.2260180277088918e-62,3.929767045335683e-24,3.275642519542378e-66,1.939396900282309e-63,2.0234053891489085e-54,4.144731401021171e-62,1.1881525740223736e-54,1.3442779705488926e-65,5.171390963742038e-66,8.983472349252035e-23,4.6219266532610125e-51,1.910487998398869e-45,2.578366716769651e-38
1.0715296109547473e-10,0.11224537200153092,0.0,0.0,0.0,0.0,0.3299999999353878,0.6699999999490273,6.454626008255352e-11,5.090698737589392e-11,6.590595670357081e-14,1.3705160674118554e-11,2.0861886332079777e-22,1.0599602914162332e-17,5.7765658495099644e-18,2.6778460039678484e-21,2.5158117833786384e-23,6.007140501372934e-18,1.0035339254605309e-17,1.7575091389249465e-25,1.7744294940873745e-28,1.0062157621942823e-36,5.444175251371237e-33,8.700896075735324e-21,1.1327763688120143e-18,1.978566105052611e-33,1.7764631557950596e-36,2.9425674266687086e-43,9.272531131467448e-38,3.3055889382732414e-51,1.4552345893013125e-56,4.172286148404903e-48,7.380517702963404e-51,3.772416406716295e-57,2.6609140773344853e-65,9.80489889740373e-69,1.1057000834296255e-67,1.1790275786913802e-66,1.564710988187943e-66,4.587912449045218e-72,1.8367759174597242e-66,1.0138410119584072e-59,1.9973529711375338e-62,4.5116587921174084e-24,5.396379820491656e-66,3.014332319016145e-63,3.1849583540916465e-54,6.665631988303037e-62,1.8699024559129042e-54,2.2779524103070394e-65,8.545639247375609e-66,1.0797860730531332e-22,7.101656755878077e-51,2.889579839792614e-45,3.7573006989975845e-38
1.3480543494222446e-10,0.11224537200190822,0.0,0.0,0.0,0.0,0.32999999991871365,0.6699999999357141,8.118441654674695e-11,6.418420236483807e-11,1.0191381129872294e-13,1.7102101944106656e-11,3.2259987782285714e-22,1.881900278210734e-17,1.1198650012573132e-17,5.807874072639048e-21,4.955798312683255e-23,9.926043160919713e-18,1.5898658782813108e-17,4.185749110581269e-25,5.090896010896179e-28,2.886946354564449e-36,1.8453201643125006e-32,1.6541386490892762e-20,2.1807021440079334e-18,4.774570349153074e-33,5.154847478623916e-36,8.444249752731355e-43,2.6609428406501914e-37,1.3847458097447425e-50,8.127157215517311e-56,1.428060173314345e-47,2.928571094867536e-50,1.5451918297142694e-56,1.4426249159356333e-64,4.668643851104343e-68,5.624316124361521e-67,5.99734024232347e-66,9.07775690407242e-66,2.9789670777270517e-71,9.234049661306341e-66,5.769725996148371e-59,1.100494901106213e-61,7.139768829048866e-24,3.071057681802819e-65,1.3696069471930495e-62,1.5277011244189113e-53,3.5423544757577986e-61,8.96124576304374e-54,1.4916735349290177e-64,5.354055938723387e-65,1.9786614425976735e-22,2.951692394593021e-50,1.1878642361978154e-44,1.3312429690626768e-37
1.6245790878897418e-10,0.11224537200227849,0.0,0.0,0.0,0.0,0.3299999999020395,0.6699999999223385,9.781586870373355e-11,7.751699679492644e-11,1.4462426753840834e-13,2.0443461792456627e-11,4.577979120100652e-22,3.0244702572172653e-17,1.9201181769885066e-17,1.1025217927768615e-20,8.62946970236059e-23,1.501428329264383e-17,2.311675103275591e-17,8.525927969222484e-25,1.2118447656438195e-27,6.872267019650604e-36,5.054509414423559e-32,2.781114455795373e-20,3.71270705465625e-18,9.844499354920007e-33,1.2395757910481964e-35,2.0104060175152447e-42,6.335196462689572e-37,4.511118539614728e-50,3.441117996555626e-55,3.944996402721871e-47,9.175367552607516e-50,4.960937666750815e-56,5.924960597864157e-64,1.7780411970764816e-67,2.201139602222166e-66,2.347131784809491e-65,3.922320640638639e-65,1.4374907989330035e-70,3.528715246200654e-65,2.472191735124459e-58,4.5551572185869345e-61,1.0369814693103804e-23,1.3158763133600266e-64,4.790757074244646e-62,5.585296131090122e-53,1.4197645171682747e-60,3.273280531634206e-53,7.233757422449233e-64,2.3559507887326503e-64,3.2096420509066296e-22,9.838240640296251e-50,3.810610995033978e-44,3.759126832345795e-37
2.1776285648247362e-10,0.11224537200299865,0.0,0.0,0.0,0.0,0.32999999986869116,0.669999999895406,1.3106048410759682e-10,1.0434568781541711e-10,2.483271052899886e-13,2.6963073413963284e-11,7.860652353024383e-22,6.430392221846243e-17,4.4583636069744285e-17,3.103677464576885e-20,2.0699313065842362e-22,2.9027273334166886e-17,4.16382368073263e-17,2.6688140600041874e-24,5.189838368540311e-27,2.9432049331471706e-35,3.034530874492829e-31,6.193065535183423e-20,8.489111657442288e-18,3.172223456291595e-32,5.45941703876561e-35,8.611964470080663e-42,2.7138227447859715e-36,4.046053096163849e-49,5.472499696644155e-54,2.4342887375148716e-46,8.202446785732307e-49,4.710456723204463e-55,1.2425703845953604e-62,2.3150775617037945e-66,3.3989995061151397e-65,3.624484331411394e-64,1.0051504470243756e-63,3.4919014929254276e-69,4.340378542987579e-64,4.225215636696868e-57,6.658839397596802e-60,1.86378315087834e-23,2.2489632124062974e-63,5.6772815255010054e-61,7.757341330772071e-52,2.8683419766887633e-59,4.5217633562811626e-52,1.690335761078916e-62,3.0517607946478304e-63,6.669182952642224e-22,8.359747525437113e-49,3.4128344936798197e-43,2.2783404984300194e-36
2.675373094066231e-10,0.1122453720036244,0.0,0.0,0.0,0.0,0.32999999983867767,0.6699999998709674,1.6096220725612577e-10,1.286725301370451e-10,3.60079935704885e-13,3.264969676631954e-11,1.1398150304420214e-21,1.0984079047645461e-16,8.029162502175387e-17,6.463872882455339e-20,3.833571371250187e-22,4.644824943004957e-17,6.29930774277418e-17,5.91705809517221e-24,1.4084722417071187e-26,7.987699957885954e-35,9.99553447064822e-31,1.0749413582061391e-19,1.508034038855573e-17,7.197570205051223e-32,1.5113090561341e-34,2.337503071517774e-41,7.366020120329021e-36,1.6341652140384916e-48,2.947451852577899e-53,8.15329067986117e-46,3.2902170464893325e-48,1.932332873693232e-54,7.017468873918298e-62,1.1467739337239983e-65,1.756059657725729e-64,1.8725591784138733e-63,5.992853422439159e-63,2.143342486614713e-68,2.0507812320693042e-63,2.3182264179431535e-56,3.540641412268361e-59,2.814296214432277e-23,1.2339268795443967e-62,2.589988684982384e-60,3.709247433545086e-51,1.5421817396401804e-58,2.1570665715636092e-51,1.0355523662982943e-61,1.6474209046516432e-62,1.0928813283762392e-21,3.4017152094024073e-48,1.3581112072750617e-42,7.530530377645737e-36
3.173117623307726e-10,0.11224537200422986,0.0,0.0,0.0,0.0,0.3299999998086642,0.6699999998463473,1.9084875710277995e-10,1.5316564328743443e-10,4.869938429568495e-13,3.8170043000374546e-11,1.5415570654259002e-21,1.714718804128765e-16,1.3027166990550614e-16,1.1906399121885377e-19,6.391221262293023e-22,6.883871795101571e-17,8.881676523440078e-17,1.1406628547894135e-23,3.207439011449366e-26,1.8190159287532948e-34,2.6719468328375883e-30,1.6818809887285832e-19,2.413609470719929e-17,1.4186208148353074e-31,3.50735050571911e-34,5.323537540857631e-41,1.6775753413649785e-35,5.1404066663606744e-48,1.1842837864961957e-52,2.2146144335557422e-45,1.0406198791563777e-47,6.2124106070524e-54,2.886528809904665e-61,4.074818612797062e-65,6.506658459621213e-64,6.938337223575781e-63,2.5923674512763244e-62,9.379001522920213e-68,7.332120388793561e-63,9.167290343203834e-56,1.355491093893785e-58,3.960672468253253e-23,4.879492578695016e-62,9.114508424605537e-60,1.3562858209105748e-50,6.257004605860563e-58,7.867357874698481e-51,4.5128273669657265e-61,6.14342294042524e-62,1.6215996253270896e-21,1.0476919775201832e-47,4.242787476648787e-42,2.0137324061242185e-35
3.670862152549221e-10,0.11224537200481562,0.0,0.0,0.0,0.0,0.3299999997786506,0.6699999998215526,2.2072205489306568e-10,1.7782013995857789e-10,6.271456244317338e-13,4.352899949671236e-11,1.985203461265367e-21,2.508733686094646e-16,1.963008473698645e-16,2.0086549196572214e-19,9.889589091670314e-22,9.654696538775865e-17,1.1913725453324022e-16,1.992495163083693e-23,6.457984264451524e-26,3.6625070558015453e-34,6.161696690176157e-30,2.4450305028213557e-19,3.5877088631370903e-17,2.5317977787704227e-31,7.190666443782617e-34,1.071930598141776e-40,3.3779180830025675e-35,1.37261611761857e-47,3.948066484741398e-52,5.184418412313402e-45,2.7671046528008217e-47,1.6719905373447556e-53,9.802257595628278e-61,1.269238313638361e-64,2.0671382201890755e-63,2.2042833305714583e-62,9.134599420110491e-62,3.352775713546375e-67,2.1958775906322796e-62,3.049472206283797e-55,4.433161774246114e-58,5.303248212465498e-23,1.6231490672719425e-61,2.6712302957868523e-59,4.082098457433926e-50,2.041428038220388e-57,2.362415617925679e-50,1.6108852081681672e-60,1.9900406582378622e-61,2.2444895353954173e-21,2.8255490168316945e-47,1.1155191510616276e-41,4.6552398547406744e-35
4.1686066817907157e-10,0.11224537200538252,0.0,0.0,0.0,0.0,0.32999999974863703,0.6699999997965895,2.5058377184048004e-10,2.0263127726666758e-10,7.788623691075422e-13,4.873130922245028e-11,2.4654586345487392e-21,3.495045539301057e-16,2.7994962692409783e-16,3.1723130331067464e-19,1.4475310710460666e-21,1.298770364851892e-16,1.539815971976132e-16,3.234915926451245e-23,1.1876604420052344e-25,6.735601474136637e-34,1.2762044980059464e-29,3.3652219420202734e-19,5.047098852134504e-17,4.1976955885204475e-31,1.3458515341210201e-33,1.971438785150828e-40,6.21249860840912e-35,3.24502976570596e-47,1.136652226981898e-51,1.0894701942563574e-44,6.498227473303015e-47,3.9636892186662355e-53,2.871602292924517e-60,3.43358197331295e-64,5.704225172560277e-63,6.082681258435349e-62,2.765904794778573e-61,1.0207754047963861e-66,5.738346447829156e-62,8.760006481193313e-55,1.2534970717245913e-57,6.842372237980002e-23,4.662707819415529e-61,6.858215041664505e-59,1.0705727553176399e-49,5.726155021761565e-57,6.181986407478952e-50,4.894410295256326e-60,5.497664272282273e-61,2.952056758972461e-21,6.724884987382429e-47,2.5921074062985795e-41,9.66874731336144e-35
4.66635121103221e-10,0.11224537200593122,0.0,0.0,0.0,0.0,0.3299999997186235,0.6699999997714644,2.8043536517648596e-10,2.2759445057762442e-10,9.406853700694594e-13,5.3781576903174645e-11,2.9777050628620706e-21,4.686390314343957e-16,3.8261053251729097e-16,4.758953295358248e-19,2.0294990532266396e-21,1.690950675631963e-16,1.9337598020071598e-16,4.963430525499206e-23,2.037130377872306e-25,1.155327168718221e-33,2.43494944539463e-29,4.440301895911106e-19,6.804113324395856e-17,6.57492459028837e-31,2.3486399467621337e-33,3.3816353212249513e-40,1.0656392945273658e-34,6.981254880660365e-47,2.915189182363749e-51,2.1083544288485427e-44,1.389062550456826e-46,8.537954600785245e-53,7.498999815686804e-60,8.308098283767139e-64,1.4059737013323988e-62,1.4992568837958298e-61,7.44597626845946e-61,2.7387486070649766e-66,1.3474847215739075e-61,2.2367395580691787e-54,3.1540841049817113e-57,8.578404193763462e-23,1.1905543777791719e-60,1.5919908291066885e-58,2.530251231194137e-49,1.43494810494744e-56,1.4579071871083886e-49,1.3096095051964047e-59,1.339095377836333e-60,3.7350058562607776e-21,1.4489876162175075e-46,5.484030016790214e-41,1.8490099459743562e-34
5.6618402695152e-10,0.11224537200697655,0.0,0.0,0.0,0.0,0.3299999996585964,0.6699999997207502,3.401131978744903e-10,2.779591108764563e-10,1.2896282209658474e-12,6.344378085207633e-11,4.082274846496831e-21,7.728069591060153e-16,6.498562777209482e-16,9.531110211122547e-19,3.622235560493772e-21,2.661153996769444e-16,2.8591571667768183e-16,1.029065295280266e-22,5.12155727894408e-25,2.9046330372014893e-33,7.371815627067725e-29,7.037861431198334e-19,1.1244225871543058e-16,1.4191239685514334e-30,6.10813754124577e-33,8.502275475446517e-40,2.6792873444104285e-34,2.621623318264366e-46,1.497063359929204e-50,6.565175846724942e-44,5.15862714399959e-46,3.208897827332736e-52,4.024956666309803e-59,3.8661235737022626e-63,6.747028274929657e-62,7.194690637529363e-61,4.229042157914225e-60,1.5096723100733108e-65,5.8763598379206856e-61,1.132731700525489e-53,1.5563568817583468e-56,1.264267190574656e-22,6.029217452805421e-60,6.891302254874608e-58,1.12852999065734e-48,7.095933049227508e-56,6.472776874832852e-49,7.166305497243458e-59,6.088154884654064e-60,5.493447064335139e-21,5.43530780806909e-46,1.9931122666259607e-40,5.614376915645495e-34
6.557780422149891e-10,0.11224537200786132,0.0,0.0,0.0,0.0,0.329999999604572,0.6699999996746079,3.9379984935854054e-10,3.237637367757097e-10,1.6270040941865373e-12,7.166331312993603e-11,5.150230014314888e-21,1.1265079836824272e-15,9.665121822240503e-16,1.6134541289532518e-18,5.624671353480784e-21,3.756377251963781e-16,3.85008698908531e-16,1.783092780580653e-22,1.0293515102065206e-24,5.837876995162692e-33,1.7095305099660396e-28,9.848579817955932e-19,1.631490568296143e-16,2.547117059600389e-30,1.264597211443749e-32,1.7088863506951422e-39,5.385149112169884e-34,7.153460171682628e-46,5.112627855087972e-50,1.5601677656433484e-43,1.4024373445016362e-45,8.792746527666274e-52,1.4273438921913007e-58,1.2276891167020943e-62,2.1849485974323506e-61,2.329921444795365e-60,1.5627335536048276e-59,5.366369591600548e-65,1.7789324700406277e-60,3.797751635433592e-53,5.134317217465047e-56,1.6977719645784445e-22,2.021438337662217e-59,2.104575448588769e-57,3.518005580459793e-48,2.383255694188784e-55,2.009706788997441e-48,2.529522887540894e-58,1.868631685295928e-59,7.255012371953054e-21,1.471002500766989e-45,5.311994912865689e-40,1.3025691308182317e-33
7.453720574784582e-10,0.11224537200869611,0.0,0.0,0.0,0.0,0.3299999995505476,0.6699999996280209,4.474691159970814e-10,3.699953033844547e-10,1.9816931493254673e-12,7.945588674207516e-11,6.272989889482992e-21,1.5601505164897232e-15,1.3603051833689978e-15,2.5494856284631707e-18,8.254655939730578e-21,5.070883454684256e-16,4.99213884795087e-16,2.870008456115463e-22,1.8881038537516705e-24,1.070825343733815e-32,3.5543309763798526e-28,1.3058451625479708e-18,2.240046261243115e-16,4.243082068825702e-30,2.3873229372098937e-32,3.1346414177321847e-39,9.878084808981413e-34,1.7097101979549836e-45,1.4720466905648123e-49,3.320439710996466e-43,3.350355467735331e-45,2.11318372698186e-51,4.2289939693095806e-58,3.3232449009557964e-62,6.006545935114351e-61,6.405089654532124e-60,4.784365251859358e-59,1.5822729196326707e-64,4.627513131938867e-60,1.0754875688373684e-52,1.4386262501463735e-55,2.1956714889268706e-22,5.724523772521549e-59,5.543632566342223e-57,9.411941904766366e-48,6.767854671602799e-55,5.3566672038356045e-48,7.41136927742522e-58,4.902283151948681e-59,9.149683884365333e-21,3.4935542436400606e-45,1.2443117599335993e-39,2.7057239409501298e-33
8.349660727419274e-10,0.11224537200948403,0.0,0.0,0.0,0.0,0.3299999994965232,0.6699999995810159,5.011246841664432e-10,4.1663150658036265e-10,2.3500053903846334e-12,8.68438064385701e-11,7.43887382590618e-21,2.0769786364145013e-15,1.8352513111690265e-15,3.818496104721966e-18,1.1597505891611616e-20,6.611625871781664e-16,6.28655596890534e-16,4.363618452241385e-22,3.226676998036896e-24,1.8299931483758235e-32,6.7973401751505055e-28,1.6621221697171426e-18,2.9483150020121547e-16,6.671348298728938e-30,4.1965478229323046e-32,5.3570706178376305e-39,1.688155762839086e-33,3.707096367572798e-45,3.769235362588191e-49,6.497222184921916e-43,7.27272152195062e-45,4.609464270536645e-51,1.1138365419222329e-57,8.135210705593935e-62,1.485524404747363e-60,1.584092122864426e-59,1.2968515473405266e-58,4.1179694780693936e-64,1.0795451177892612e-59,2.7111807523423313e-52,3.58854867486537e-55,2.7582006397393113e-22,1.443086852936474e-58,1.3134036912647796e-56,2.2589205308463356e-47,1.710130413274475e-54,1.280849395174975e-47,1.9161367399810948e-57,1.1406957474188972e-58,1.1150328785435707e-20,7.520106257829135e-45,2.6469580905071704e-39,5.164654612824281e-33
