Time (s),Volume (m^3),Ar,He,Ne,N2,methane(1),oxygen(2),CH3(5),HO2(7),CH3O2(12),H(6),CH3O2(19),OH(D)(9),CH2O(25),H2O(35),CC(14),O(T)(10),OO(11),CHO(34),CHO3(63),CHO3(75),CO2(114),COO(15),CH3O(17),C2H5(58),C2H4(166),CHO3(116),CHO2(70),C3H7(186),C2H5O(189),C2H3(183),C#C(234),C2H2(247),C3H5(249),S(250),C2H2O(255),C2H2O(276),C2H2O(282),S(407),S(416),S(492),S(435),CH2(T)(8),S(434),C3H6(211),C3H6(209),C3H6(813),C3H7(212),S(491),S(144),CH2O(26),CHO4(125),C2H4O(223),C2H4O(64)
0.00031732145205848116,0.11222563408234551,0.0,0.0,0.0,0.0,0.32861193945387174,0.6689863768565987,0.00011015310406371907,0.0001586193018131401,8.56498632065254e-07,1.6645832864912764e-07,2.711340951727402e-15,7.212856599447513e-07,0.000535660118662173,0.0010080158103107334,0.00032602744008665023,9.25075749820446e-08,6.930143718459794e-08,6.420639010261952e-08,4.7333948680211947e-07,2.6845805511529808e-15,8.1033042298172e-05,2.5308824111294377e-10,1.2545205610318701e-09,1.1356253632620452e-09,3.745925376235113e-06,5.604433181409025e-17,3.1508422232238073e-16,7.978547112608244e-13,1.1427824171968225e-13,1.7950759511851327e-12,9.948766918732164e-09,6.597653619746918e-15,2.550129249707135e-15,4.2761596277252497e-20,9.067577527809006e-19,9.669290736404134e-18,1.3702328068442381e-11,4.951998988691464e-18,2.1229400425795133e-17,1.6977841316359336e-15,2.0378957684700637e-18,7.835091789276088e-09,9.036847574824432e-22,2.9050641826046945e-18,4.468859568856215e-09,6.811556480119998e-16,9.39348902093238e-14,5.5113311553743415e-15,3.102467754084098e-21,4.93734554310964e-15,3.4325655437282295e-16,1.4964555507149598e-08,9.931227392275553e-08
0.00031974597153165343,0.11222535424125377,0.0,0.0,0.0,0.0,0.32859439917029204,0.668973782030335,0.00011049971595442282,0.00015959596201400958,8.591796901474658e-07,1.6748705837039533e-07,2.719829464723146e-15,7.256958254864811e-07,0.0005416432518105448,0.0010219012930194659,0.0003306875388137577,9.291257969264689e-08,6.979894890885223e-08,6.499430555030664e-08,4.791437377792099e-07,2.717499797888949e-15,8.270085003182969e-05,2.5544203112569954e-10,1.263511046968083e-09,1.1575813987106023e-09,3.849110659315489e-06,5.754768224960264e-17,3.1993380886490233e-16,8.224160322486582e-13,1.1814442315708344e-13,1.853252212599414e-12,1.0353470311155897e-08,6.8660379204991835e-15,2.6622768253955397e-15,4.4775200866054587e-20,9.494444250595007e-19,1.0124483805966324e-17,1.4385343077092966e-11,5.198754580233293e-18,2.2424900413148462e-17,1.7478906839924037e-15,2.0980202832059266e-18,7.903021191085952e-09,9.303551376555274e-22,3.0177157671663453e-18,4.645033383436027e-09,7.080085462140092e-16,9.685265889106768e-14,5.785970946917917e-15,3.2570694414340536e-21,4.954714090124229e-15,3.524792982701348e-16,1.5374347427018456e-08,1.0161591894442692e-07
0.0003221704910048257,0.11222507289814393,0.0,0.0,0.0,0.0,0.3285767671272266,0.6689611178306425,0.00011084514873949748,0.00016057096454927277,8.618514144940676e-07,1.6851414654098165e-07,2.7282884450770964e-15,7.301069290068023e-07,0.0005476409787666591,0.0010358734087415717,0.00033537458195189286,9.331656044621068e-08,7.02967045569963e-08,6.578547354519565e-08,4.849717578447496e-07,2.750553852804802e-15,8.438902613733064e-05,2.578001604876235e-10,1.27251141654405e-09,1.1797904743383666e-09,3.954267099034263e-06,5.907948478915835e-17,3.2482944071752993e-16,8.475293974756611e-13,1.2211014882013382e-13,1.912840582361564e-12,1.0771177023340123e-08,7.143045541467454e-15,2.778406838018713e-15,4.6866332407851016e-20,9.937740473511297e-19,1.0597196616929312e-17,1.5096128338549808e-11,5.455537411190841e-18,2.3676748958085058e-17,1.7990829142769903e-15,2.1594464875805986e-18,7.971106586350597e-09,9.576033958347444e-22,3.133781042245029e-18,4.826633480363971e-09,7.356885336024226e-16,9.983717564379965e-14,6.071771604012452e-15,3.4179538623801004e-21,4.972112160413571e-15,3.61872702714341e-16,1.5791791421819343e-08,1.0395419503353383e-07
0.000324595010477998,0.11222479005485266,0.0,0.0,0.0,0.0,0.3285590433719416,0.6689483841710894,0.00011118942271243422,0.0001615443456071196,8.64513962285339e-07,1.6953963143925528e-07,2.736718390522729e-15,7.345190761625247e-07,0.0005536531845007021,0.0010499322060757133,0.0003400885286490853,9.371953570705933e-08,7.079471898745017e-08,6.657988658672413e-08,4.908234886792001e-07,2.7837423851372173e-15,8.609765375494544e-05,2.601627285929913e-10,1.2815220463888822e-09,1.20225393452663e-09,4.061416817024517e-06,6.064006584095343e-17,3.297714327561821e-16,8.732029485716273e-13,1.2617723971512462e-13,1.9738648039073837e-12,1.1202198763272187e-08,7.428883195851474e-15,2.898628671366434e-15,4.903734185790666e-20,1.0397964178609285e-18,1.1087960196816378e-17,1.5835565880509912e-11,5.72266566413169e-18,2.49871028233555e-17,1.851376787418739e-15,2.2221934774453895e-18,8.039348944231312e-09,9.854380297611726e-22,3.2533359572129476e-18,5.0137822603906825e-09,7.642142668491361e-16,1.0288946688264222e-13,6.369087296817317e-15,3.585320388265613e-21,4.989543282140237e-15,3.71438575336033e-16,1.621696997568182e-08,1.0632737106624482e-07
0.00032701952995117025,0.1122245057131767,0.0,0.0,0.0,0.0,0.32854122794924584,0.6689355809642508,0.00011153255766805232,0.0001625161407913998,8.671674870079648e-07,1.7056355083478647e-07,2.745119786897761e-15,7.389323698996323e-07,0.0005596797554646158,0.0010640777357001612,0.0003448293387792484,9.412152353206165e-08,7.129300740940279e-08,6.737753720549207e-08,4.966988733147225e-07,2.8170650717886103e-15,8.7826815823004e-05,2.6252980218010674e-10,1.2905432545230101e-09,1.2249729509215219e-09,4.170582038826587e-06,6.222975649328798e-17,3.347601571805375e-16,8.99444920060776e-13,1.3034753015650064e-13,2.036348808260333e-12,1.1646852363428932e-08,7.723760995222752e-15,3.0230538596542144e-15,5.129063270987145e-20,1.087562446313702e-18,1.1597317425938141e-17,1.6604558321608776e-11,6.000464936027931e-18,2.6358183100394182e-17,1.9047879243594634e-15,2.2862799330178217e-18,8.107749217508093e-09,1.0138673540820967e-21,3.37645750532518e-18,5.206603951671159e-09,7.936046811642907e-16,1.0601057182497694e-13,6.6782804488446225e-15,3.7593730364550465e-21,5.007011023240549e-15,3.8117873522594963e-16,1.6649966070163725e-08,1.0873571697238591e-07
0.0003294440494243425,0.11222421987487526,0.0,0.0,0.0,0.0,0.32852332090154257,0.6689227081217316,0.00011187457291649314,0.0001634863851299173,8.698121386387936e-07,1.7158594101815423e-07,2.753493108914418e-15,7.433469126972685e-07,0.0005657205795615916,0.0010783100503351192,0.00034959697292284865,9.452254160070987e-08,7.179158468240541e-08,6.817841835317651e-08,5.025978558109071e-07,2.850521595488714e-15,8.957659508219016e-05,2.6490129340642617e-10,1.2995748425112425e-09,1.2479489751178283e-09,4.281785093769883e-06,6.38488975908545e-17,3.3979592310463034e-16,9.262636092972578e-13,1.3462289651571207e-13,2.1003169114218088e-12,1.2105459832490722e-08,8.027892483819427e-15,3.1517961502420028e-15,5.3628663252861263e-20,1.1371242026716976e-18,1.2125823556898823e-17,1.7404029197502637e-11,6.289268355030783e-18,2.779227698379429e-17,1.9593322656496575e-15,2.3517249163359586e-18,8.176308343780023e-09,1.0428998535650706e-21,3.503223849238911e-18,5.405224625328049e-09,8.238789926684865e-16,1.092015381871221e-13,6.9997218669748475e-15,3.940320543523002e-21,5.0245189937310226e-15,3.9109501061239646e-16,1.709086319111083e-08,1.1117950375302716e-07
0.0003318685688975148,0.11222393254167477,0.0,0.0,0.0,0.0,0.32850532226887386,0.668909765554191,0.0001122154873002943,0.00016445511307873337,8.72448063013826e-07,1.726068384320336e-07,2.7618388184434285e-15,7.477628048037484e-07,0.0005717755461143587,0.0010926292047089279,0.0003543913923480666,9.492260725239865e-08,7.229046497660572e-08,6.8982523079584e-08,5.085203815484953e-07,2.884111646460742e-15,9.134707407987486e-05,2.6727730645384103e-10,1.3086171844366629e-09,1.2711834175022145e-09,4.395048415642242e-06,6.549782096662542e-17,3.4487903851014124e-16,9.536673553954905e-13,1.3900522856429645e-13,2.165793640746371e-12,1.2578348407798527e-08,8.341494673333925e-15,3.2849715983715173e-15,5.605394771967061e-20,1.1885349411625634e-18,1.267404647082051e-17,1.823492329045469e-11,6.5894166984120394e-18,2.9291739100132084e-17,2.0150263013010208e-15,2.4185481470579215e-18,8.245027247934343e-09,1.072544305442188e-21,3.633714363731225e-18,5.609772211091877e-09,8.550567007767523e-16,1.1246342070283206e-13,7.333790872626141e-15,4.128376439092761e-21,5.042070843729356e-15,4.011892314660048e-16,1.7539745335567043e-08,1.1365900349885232e-07
0.00033429308837068706,0.11222364371526602,0.0,0.0,0.0,0.0,0.32848723208897024,0.668896753171361,0.00011255531920712958,0.00016542235853012044,8.750754025886769e-07,1.73626279281673e-07,2.7701573664125897e-15,7.52180143136724e-07,0.0005778445458366857,0.0011070352555220687,0.0003592125589925325,9.532173744992488e-08,7.278966283530966e-08,6.978984434571052e-08,5.144663971673503e-07,2.9178349220684373e-15,9.313833517421607e-05,2.696579452831545e-10,1.3176707159515506e-09,1.294677408989726e-09,4.510394543114675e-06,6.717686128956858e-17,3.50009897904469e-16,9.81664597775408e-13,1.4349642180329693e-13,2.232803663315787e-12,1.3065850607271227e-08,8.664788077342492e-15,3.4226984934591938e-15,5.856905519787396e-20,1.2418490762571796e-18,1.3242566421180615e-17,1.9098206962060744e-11,6.901258512198922e-18,3.085899271787628e-17,2.0718860335123138e-15,2.4867687561861917e-18,8.313906838985736e-09,1.102809227297316e-21,3.7680094711749835e-18,5.820376512988426e-09,8.871575905896059e-16,1.1579728808469746e-13,7.68087543501043e-15,4.3237591208495175e-21,5.059670267788808e-15,4.1146323973995426e-16,1.7996697018172233e-08,1.161744894047529e-07
0.00033671760784385933,0.11222335339730444,0.0,0.0,0.0,0.0,0.32846905039729785,0.6688836708820664,0.00011289408658095728,0.00016638815482198009,8.776942968099908e-07,1.7464429794441996e-07,2.7784491941384883e-15,7.56599024385825e-07,0.0005839274708055805,0.0011215282614103286,0.00036406043544526793,9.571994879327978e-08,7.32891926582904e-08,7.060037557497971e-08,5.204358501314582e-07,2.951691124349697e-15,9.495046053810376e-05,2.72043078499923e-10,1.326735104790205e-09,1.3184324093211949e-09,4.627846119442124e-06,6.888636769747318e-17,3.551888183276089e-16,1.0102638452409003e-12,1.480984213958922e-13,2.3013720748242454e-12,1.3568304281895541e-08,8.997996746114595e-15,3.565097412908647e-15,6.117661213821792e-20,1.2971222369460493e-18,1.3831976612592994e-17,1.9994868489144126e-11,7.2251502314496e-18,3.249653169884219e-17,2.1299277171184176e-15,2.556406176012138e-18,8.382948010112344e-09,1.1337032711870008e-21,3.9061907818147876e-18,6.037169225111541e-09,9.20201735297198e-16,1.1920421812157876e-13,8.041372305094799e-15,4.526691929950625e-21,5.0773210082008726e-15,4.219188884697121e-16,1.846180327800045e-08,1.1872623578714557e-07
0.0003391421273170316,0.11222306158941689,0.0,0.0,0.0,0.0,0.3284507772271032,0.6688705185942474,0.00011323180693774362,0.00016735253474134737,8.803048811483685e-07,1.7566092902784277e-07,2.7867147307346494e-15,7.610195438425158e-07,0.0005900242144309519,0.001136108282912914,0.000368934984928955,9.611725757074576e-08,7.378906797627205e-08,7.141411035893042e-08,5.26428689238365e-07,2.98567996290656e-15,9.678353216315993e-05,2.744328060308985e-10,1.3358106903390503e-09,1.3424499190677301e-09,4.747425893159569e-06,7.06266782441784e-17,3.6041609356713924e-16,1.0394736356864698e-12,1.5281318994000633e-13,2.3715242181427256e-12,1.4086052669452711e-08,9.341348302242594e-15,3.712291358119983e-15,6.387930409195994e-20,1.354411303496965e-18,1.444288359277648e-17,2.0925918402999203e-11,7.56145630147441e-18,3.4206921938429765e-17,2.1891684055998707e-15,2.6274807956790557e-18,8.452151643047447e-09,1.165235514266513e-21,4.0483411897613854e-18,6.2602839474745e-09,9.54209498595484e-16,1.2268529418988756e-13,8.41568715037972e-15,4.737403226895662e-21,5.095026851513268e-15,4.325580302211764e-16,1.893514968574123e-08,1.213145181036013e-07
0.00034132419484288667,0.11222279768975038,0.0,0.0,0.0,0.0,0.32843425318551517,0.6688586216096875,0.00011353487420126055,0.0001682192923308852,8.82647411577733e-07,1.7657473937322668e-07,2.794131581264704e-15,7.649994874305159e-07,0.0005955230116014911,0.001149304752159194,0.000373344855006463,9.647407695978319e-08,7.423926266687851e-08,7.214920519228149e-08,5.318421983414592e-07,3.016383087697741e-15,9.84512733021589e-05,2.7658760785106757e-10,1.343988762932917e-09,1.3642909955855378e-09,4.8568861852901674e-06,7.221957460841399e-17,3.6516234066819213e-16,1.066291610317009e-12,1.571545142689124e-13,2.4360362243100587e-12,1.4565391266364112e-08,9.65922790784877e-15,3.8489691785003715e-15,6.639533278312431e-20,1.4077430446654742e-18,1.5011591287049077e-17,2.179411880395993e-11,7.875053800651196e-18,3.581074057578897e-17,2.2435236453420496e-15,2.6926928591472097e-18,8.51457453419774e-09,1.1941673636042181e-21,4.179739474853214e-18,6.466604485171746e-09,9.856574460659763e-16,1.2588256595424849e-13,8.764727457686875e-15,4.9338868469380085e-21,5.111012392490979e-15,4.422916861301495e-16,1.936827793671241e-08,1.2367543900818245e-07
0.00034350626236874174,0.11222253258567685,0.0,0.0,0.0,0.0,0.32841765509269233,0.668846667782733,0.00011383711942153574,0.00016908495191921854,8.849834129448108e-07,1.7748747781789302e-07,2.80152777511007e-15,7.689808982713223e-07,0.0006010328407241556,0.001162571801350462,0.0003777762749962709,9.683018956972833e-08,7.46897586243119e-08,7.288688500038543e-08,5.372745737990455e-07,3.0471932144432854e-15,0.00010013610670674938,2.787461503462464e-10,1.3521761217117407e-09,1.3863466056932714e-09,4.968105561830023e-06,7.383795484434529e-17,3.69948343950106e-16,1.0936174851682192e-12,1.6159023064177767e-13,2.5018704735097986e-12,1.5057658926619238e-08,9.98568158959325e-15,3.989725444545153e-15,6.899268260643341e-20,1.4627979308861965e-18,1.5598673889548716e-17,2.269177936566656e-11,8.199285931165335e-18,3.7477681321663926e-17,2.2988754003145295e-15,2.7590993172627314e-18,8.57713034136329e-09,1.2236296321972696e-21,4.314482727556725e-18,6.678255735874071e-09,1.017917915822674e-15,1.2914159381733942e-13,9.125604824077357e-15,5.137033847023354e-21,5.127048505621436e-15,4.521768505540458e-16,1.980821359844215e-08,1.260663805206803e-07
0.0003456883298945968,0.11222226627831919,0.0,0.0,0.0,0.0,0.3284009829684364,0.6688346570445077,0.0001141385545231487,0.00016994953629523256,8.873129775123377e-07,1.783991677925391e-07,2.808903604622654e-15,7.72963843383744e-07,0.0006065536267592707,0.0011759094784409777,0.00038222921933719564,9.71856065911453e-08,7.514056522561691e-08,7.362714564798787e-08,5.427257802849451e-07,3.078110142788922e-15,0.00010183809178742092,2.809084187945398e-10,1.360372693057961e-09,1.4086181023176129e-09,5.0811008259256286e-06,7.548207451103751e-17,3.747742481894894e-16,1.12145761314358e-12,1.661218382187464e-13,2.5690461218531247e-12,1.5563117274190173e-08,1.032088284681104e-14,4.1346548311367795e-15,7.167343607739956e-20,1.5196200684818565e-18,1.6204601731911883e-17,2.3619684375032804e-11,8.534435508452908e-18,3.920977062411994e-17,2.3552367502051813e-15,2.8267158065337477e-18,8.639819677724306e-09,1.2536292820482117e-21,4.452633919330081e-18,6.895339117349383e-09,1.051006366251851e-15,1.3246318599631507e-13,9.498634054829173e-15,5.347021439007393e-21,5.143138055891002e-15,4.622148896119835e-16,2.02550201827515e-08,1.2848754588320207e-07
0.00034787039742045187,0.11222199876878296,0.0,0.0,0.0,0.0,0.32838423683119966,0.6688225893256031,0.00011443919118057237,0.00017081306790229852,8.896361953781528e-07,1.7930983422685418e-07,2.8162593550168992e-15,7.7694838556185e-07,0.0006120852954751712,0.0011893178325546522,0.0003867036628424849,9.754033901234014e-08,7.5591692095242e-08,7.4369982433597e-08,5.48195783820853e-07,3.109133680023808e-15,0.00010355728784507914,2.830746439725216e-10,1.3685793011337052e-09,1.4311061223360409e-09,5.195888851159148e-06,7.715217710645102e-17,3.7964041987713937e-16,1.149818441708004e-12,1.7075079298344243e-13,2.6375821309646275e-12,1.6082031601247357e-08,1.0665007611450467e-14,4.283853581250941e-15,7.443971370432682e-20,1.5782543661811558e-18,1.6829853702301506e-17,2.4578633586196973e-11,8.880790914127993e-18,4.1009085510769876e-17,2.412619786656552e-15,2.895556774019107e-18,8.702643148532289e-09,1.2841727492509253e-21,4.594256629695e-18,7.1179573377445666e-09,1.0849384524230696e-15,1.3584816483399334e-13,9.884136151123161e-15,5.564030322576304e-21,5.159283941492727e-15,4.724071776800386e-16,2.070876156692222e-08,1.3093913912687818e-07
0.00035005246494630693,0.11222173005815314,0.0,0.0,0.0,0.0,0.32836741669811137,0.6688104645560825,0.00011473904082076365,0.00017167556884809744,8.919531556382193e-07,1.8021949985279724e-07,2.8235953079668444e-15,7.809345866529097e-07,0.0006176277734363083,0.0012027969139635825,0.00039119958069054297,9.789439758995073e-08,7.604314938365391e-08,7.511539095799193e-08,5.536845505029501e-07,3.1402636338590934e-15,0.00010529375407337465,2.8524464736072947e-10,1.3767955002901707e-09,1.4538115233433432e-09,5.31248658069314e-06,7.884852909588586e-17,3.8454716186413904e-16,1.178706494582906e-12,1.7547859585526563e-13,2.7074977944972867e-12,1.6614670899383856e-08,1.1018234268779963e-14,4.4374194875915646e-15,7.729367636014617e-20,1.6387465869392655e-18,1.7474917797999284e-17,2.556944242995209e-11,9.238646171079807e-18,4.287775526660723e-17,2.471036322362114e-15,2.965636330195531e-18,8.765601346445097e-09,1.3152663214232823e-21,4.739415180268883e-18,7.346214405133478e-09,1.1197300275444783e-15,1.392973617469575e-13,1.0282438393884305e-14,5.788244732443126e-21,5.175489100671154e-15,4.827551038394189e-16,2.1169501997442778e-08,1.334213650805831e-07
0.0003520163257195765,0.1122214871925363,0.0,0.0,0.0,0.0,0.3283522153249914,0.668799503427023,0.00011500824184769823,0.00017245095648489003,8.940331409432162e-07,1.8103736191531671e-07,2.8301809649734568e-15,7.845236390553645e-07,0.0006226251854390106,0.0012149886015286912,0.00039526424708854785,9.821248292780686e-08,7.644975082120995e-08,7.578845429846497e-08,5.586404552839589e-07,3.1683714212728286e-15,0.00010687138851320579,2.8720093891108936e-10,1.3841984105278442e-09,1.4744334195338088e-09,5.4189858939436376e-06,8.039790016811986e-17,3.8899802083091057e-16,1.2051618669136846e-12,1.7981941302429922e-13,2.7716177859727796e-12,1.710600644752738e-08,1.1344069808842839e-14,4.579445020688551e-15,7.993903565983659e-20,1.694816701548715e-18,1.8072826377366274e-17,2.6489097136206832e-11,9.57079589287283e-18,4.462065956677195e-17,2.524506169446128e-15,3.0297804591211853e-18,8.822379398848508e-09,1.3437269031343657e-21,4.873135083208161e-18,7.556553998088999e-09,1.151790571757941e-15,1.4245722804486581e-13,1.0652130164401089e-14,5.996353583608478e-21,5.190126877483849e-15,4.922024468951729e-16,2.159020597030034e-08,1.3568172934906996e-07
0.00035398018649284606,0.11222124335566872,0.0,0.0,0.0,0.0,0.32833695403873137,0.668788495978203,0.00011527682244832704,0.00017322554256725363,8.961081892594349e-07,1.818544484543724e-07,2.8367510032849056e-15,7.88114131595504e-07,0.0006276312416307925,0.0012272376580662369,0.0003993462702867593,9.853003861485312e-08,7.685663376599274e-08,7.646359460603342e-08,5.636115075481149e-07,3.1965651187819773e-15,0.00010846310265763637,2.8916042016784815e-10,1.391609486229638e-09,1.4952332230387277e-09,5.526977298277176e-06,8.196892571653779e-17,3.934820546611037e-16,1.2320543229436703e-12,1.84242663222821e-13,2.836885577780467e-12,1.7608881506513865e-08,1.1677557925282167e-14,4.72516233933567e-15,8.265884141150866e-20,1.752464196338316e-18,1.868755548847683e-17,2.7435848508297228e-11,9.912725737412853e-18,4.642313728650448e-17,2.5788334991404567e-15,3.0949521619799936e-18,8.87926747541904e-09,1.3726439007394593e-21,5.009820134332264e-18,7.771624038455126e-09,1.1845721441042148e-15,1.456703923881803e-13,1.1032707922571794e-14,6.210590432646284e-21,5.204817263960189e-15,5.01777986383379e-16,2.2016678878101094e-08,1.3796722314859488e-07
0.00035594404726611563,0.11222099854830804,0.0,0.0,0.0,0.0,0.3283216328491625,0.6687774421575889,0.0001155447904656044,0.00017399934252279492,8.981783616666809e-07,1.8267077587020535e-07,2.843305615915503e-15,7.917061065426957e-07,0.000632645890071003,0.0012395441225423658,0.0004034456329135174,9.884707209589733e-08,7.726380532187067e-08,7.714080868300708e-08,5.685976841925344e-07,3.2248445953559215e-15,0.00011006893944339283,2.911230344813149e-10,1.399028667266508e-09,1.5162113755269932e-09,5.63647329119909e-06,8.356179820212487e-17,3.979995493653549e-16,1.2593887278069627e-12,1.8874945516049397e-13,2.9033154978471942e-12,1.8123499985871223e-08,1.2018833843349692e-14,4.874646197072724e-15,8.545475552823088e-20,1.811724265371196e-18,1.9319480426306427e-17,2.8410324402949964e-11,1.0264662067032761e-17,4.828685291971373e-17,2.634026832363106e-15,3.1611616123668793e-18,8.936265990353074e-09,1.4020218497245211e-21,5.149518863701017e-18,7.991503086719169e-09,1.2180867189976089e-15,1.4893747697043868e-13,1.1424423635858934e-14,6.431097118416092e-21,5.219562479177723e-15,5.114827466005552e-16,2.2448968339863253e-08,1.4027799749809394e-07
0.0003579079080393852,0.11222075277120064,0.0,0.0,0.0,0.0,0.32830625176530837,0.6687663419128291,0.00011581215359475426,0.0001747723715669504,9.002437176163942e-07,1.8348635985837904e-07,2.8498449912862733e-15,7.952996078800968e-07,0.0006376690793045426,0.001251908034631389,0.00040756231781437013,9.916359069907753e-08,7.767127203891132e-08,7.782009383410001e-08,5.735989620076042e-07,3.2532097193601907e-15,0.00011168894174185276,2.9308878587951585e-10,1.4064559406394228e-09,1.5373688335638283e-09,5.747486415949519e-06,8.517670872189343e-17,4.0255061818394565e-16,1.2871699063819048e-12,1.93340946029073e-13,2.9709222487000486e-12,1.8650068304374546e-08,1.236803445233716e-14,5.027972577821052e-15,8.832847082230335e-20,1.8726327581404453e-18,1.9968983475065398e-17,2.941316350037131e-11,1.0626835137452194e-17,5.021350807907537e-17,2.6900961123361453e-15,3.2284206917168312e-18,8.993375351369877e-09,1.4318660426299467e-21,5.292280573081445e-18,8.21627058051278e-09,1.25234640454937e-15,1.5225909930955676e-13,1.1827533605692095e-14,6.6580179194771466e-21,5.234364766125885e-15,5.213177452273783e-16,2.2887122227199652e-08,1.4261420396637314e-07
0.00035987176881265476,0.11222050602508518,0.0,0.0,0.0,0.0,0.32829081079539696,0.6687551951912581,0.00011607891938727078,0.00017554464470442437,9.023043151657511e-07,1.8430121634499606e-07,2.8563693135397952e-15,7.988946794361384e-07,0.0006427007583538178,0.00126432943470777,0.00041169630804723423,9.947960164260979e-08,7.807904007335129e-08,7.850144744373567e-08,5.786153184136164e-07,3.2816603627330994e-15,0.00011332315235998219,2.950577887973056e-10,1.4138916256357407e-09,1.5587065703221808e-09,5.8600292621665405e-06,8.681384437554636e-17,4.07135380779327e-16,1.315402701264303e-12,1.980183010574044e-13,3.039720649994907e-12,1.918879540907795e-08,1.2725298318197463e-14,5.185218626089988e-15,9.12817089285192e-20,1.9352261341839e-18,2.063645342422963e-17,3.044501542812449e-11,1.0999479142477587e-17,5.2204841550189906e-17,2.7470515397769757e-15,3.296741589388964e-18,9.050595963121653e-09,1.4621819090545954e-21,5.438155140912823e-18,8.446006840022691e-09,1.2873634433923629e-15,1.5563588010884035e-13,1.2242298517153987e-14,6.891499582057947e-21,5.249226392657901e-15,5.312840002610054e-16,2.3331188666878336e-08,1.4497599467919445e-07
0.0003618356295859243,0.11222025831068791,0.0,0.0,0.0,0.0,0.3282753099468719,0.6687440019399,0.00011634509525536383,0.0001763161767331512,9.043602120187253e-07,1.851153613599619e-07,2.8628787649496836e-15,8.024913615965783e-07,0.0006477408767114007,0.0012768083638369427,0.0004158475868771857,9.979511201562367e-08,7.848711615510909e-08,7.918486640930373e-08,5.836467316618001e-07,3.3101964021237823e-15,0.00011497161404156016,2.970300198106358e-10,1.421335787650074e-09,1.580224959745928e-09,5.974114466435732e-06,8.847339830328236e-17,4.1175416313638053e-16,1.344092078398172e-12,2.0278265081195823e-13,3.109725336139554e-12,1.9739892796146995e-08,1.3090765697359705e-14,5.3464624826503944e-15,9.431621712723317e-20,1.9995413937072324e-18,2.1322284828733853e-17,3.1506540901480046e-11,1.1382832264600679e-17,5.4262629677929275e-17,2.8049016408894194e-15,3.366134481217115e-18,9.107928223551754e-09,1.4929739873000354e-21,5.5871926999880905e-18,8.68079307427698e-09,1.3231502136391567e-15,1.5906845633834984e-13,1.2668983495343502e-14,7.13169135178446e-21,5.2641496561463634e-15,5.413825471521454e-16,2.3781216042839875e-08,1.4736352232201372e-07
0.0003637994903591939,0.11222000962872657,0.0,0.0,0.0,0.0,0.3282597492264077,0.6687327621054756,0.00011661068847328833,0.00017708698224670367,9.064114647455008e-07,1.8592881000746109e-07,2.869373524438354e-15,8.060896948546222e-07,0.0006527893843330599,0.0012893448637638434,0.0004200161377720662,1.0011012878492458e-07,7.889550698266529e-08,7.987034792383842e-08,5.88693179892355e-07,3.3388177135524037e-15,0.00011663436946820232,2.9900539506825015e-10,1.4287882229339134e-09,1.6019246649707565e-09,6.0897547114221556e-06,9.01555672397469e-17,4.164071754799702e-16,1.3732430012371153e-12,2.0763516227037427e-13,3.180951218970808e-12,2.0303574528342446e-08,1.3464578548323975e-14,5.511783488915966e-15,9.743377351190494e-20,2.0656161897570814e-18,2.2026879205139714e-17,3.259841184639118e-11,1.1777136718320129e-17,5.638868782440392e-17,2.863655698558561e-15,3.4366104511270318e-18,9.165372521879042e-09,1.5242472184294083e-21,5.739444052228077e-18,8.920711386542284e-09,1.359719229704774e-15,1.6255746490307758e-13,1.3107858153677011e-14,7.378745000870101e-21,5.279136881211027e-15,5.516144212638446e-16,2.4237252998194723e-08,1.497769401444468e-07
0.00036576335113246345,0.11221975997991084,0.0,0.0,0.0,0.0,0.3282441286399236,0.6687214756344092,0.00011687570617977779,0.0001778570756349726,9.084581280210017e-07,1.867415771766192e-07,2.8758537656959363e-15,8.096897217502398e-07,0.000657846231628651,0.001301938976902529,0.00042420194439741175,1.0042465881644314e-07,7.930421848634378e-08,8.055788974318697e-08,5.937546413601458e-07,3.3675241736913275e-15,0.00011831146126045483,3.009840263586399e-10,1.4362491690924285e-09,1.6238069009091873e-09,6.20696272591944e-06,9.186054186509366e-17,4.210944458107401e-16,1.4028603721233148e-12,2.1257705488759757e-13,3.253413618816394e-12,2.08800572561542e-08,1.384688054567676e-14,5.681262307014611e-15,1.0063618897950164e-19,2.133488871393646e-18,2.275064549201033e-17,3.372131153263239e-11,1.2182638797757802e-17,5.85848708432834e-17,2.9233247600251716e-15,3.508182701684219e-18,9.222929244157445e-09,1.5560074826251089e-21,5.894960842208361e-18,9.1658447802426e-09,1.3970831432089012e-15,1.661035358026712e-13,1.3559196646809568e-14,7.632814857906408e-21,5.294190416827094e-15,5.61980646793352e-16,2.4699348438483572e-08,1.5221640197170036e-07
