Time (s),Volume (m^3),Ar,He,Ne,N2,methane(1),oxygen(2),CH3(5),HO2(7),CH3O2(12),H(6),CH3O2(19),OH(D)(9),CH2O(25),H2O(35),CC(14),O(T)(10),OO(11),CHO(34),CHO3(63),CHO3(75),CO2(114),COO(15),CH3O(17),C2H5(58),C2H4(166),CHO3(116),CHO2(70),C3H7(186),C2H5O(189),C2H3(183),C#C(234),C2H2(247),C3H5(249),S(250),C2H2O(255),C2H2O(276),C2H2O(282),S(407),S(416),S(492),S(435),CH2(T)(8),S(434),C3H6(211),C3H6(209),C3H6(813),C3H7(212),S(491),S(144),CH2O(26),CHO4(125),C2H4O(223),C2H4O(64),S(1075),C2H3O(404)
0.00014128367862107188,0.11224170567981742,0.0,0.0,0.0,0.0,0.3296325583281287,0.6697190609451044,7.896296969503405e-05,8.005238691908347e-05,6.145629429337287e-07,8.39946475112799e-08,1.94540911674052e-15,3.9169087306540595e-07,0.00015082662449135827,0.0002318687537640766,6.402790978131313e-05,5.819199074443658e-08,3.254976905905473e-08,1.6515570774154354e-08,1.2170615985366075e-07,6.902656504578077e-16,8.47153165822884e-06,9.193351735961525e-11,6.10697576103646e-10,1.364695838508731e-10,1.7532187922794151e-07,3.1814635131222606e-18,6.724171996441404e-17,2.676111413784515e-14,2.9037343480253166e-15,5.2186530877891175e-14,1.1435761862819761e-10,7.583772491588542e-17,2.097025769829083e-17,2.4803091529356113e-22,2.6293983107404914e-20,2.803881818058141e-19,5.1315661028519145e-11,1.8563046370090416e-17,4.011850232142619e-17,8.243982655722042e-17,9.753581119560503e-20,3.2064836945427522e-09,4.388162305842155e-23,4.1300043092977527e-20,5.7402770542715164e-11,8.749462757000934e-18,3.1037486060731197e-15,2.0656633813386188e-14,1.1628141791210188e-20,3.666565330541488e-15,1.8108175359438585e-17,6.667703771722797e-10,7.63677192045647e-09,1.8884911390213916e-19,2.545142873364982e-12
0.00014371108630906296,0.11224154768236137,0.0,0.0,0.0,0.0,0.3296220726848958,0.6697114044190007,7.956511935203143e-05,8.129007179346649e-05,6.192432390468407e-07,8.52903594536757e-08,1.960225321355716e-15,3.9667116700193787e-07,0.00015526311200130235,0.0002393748923867523,6.651697827646552e-05,5.8788238635121285e-08,3.308453165408974e-08,1.7027589619770116e-08,1.2548388050144345e-07,7.116912776053368e-16,8.90487463534142e-06,9.405464705735694e-11,6.199159340084376e-10,1.4323022575078813e-10,1.8802959275483217e-07,3.386723516703062e-18,6.945802115480221e-17,2.891977866293239e-14,3.1538183322700387e-15,5.653742331853988e-14,1.265265952382176e-10,8.390773860450533e-17,2.337951530345861e-17,2.7866752902419705e-22,2.861119742830615e-20,3.050979988812763e-19,5.538659175241467e-11,2.003547350855427e-17,4.397070128669989e-17,8.859758577155328e-17,1.0479186165458187e-19,3.2697982257959205e-09,4.71593343961506e-23,4.548062602246416e-20,6.339326415631016e-11,9.662548484388735e-18,3.354574116150366e-15,2.229533754116245e-14,1.255060957922178e-20,3.705487476760074e-15,1.9328777898824216e-17,7.162492861492227e-10,8.088116585641397e-09,2.0153588697563092e-19,2.71628789221689e-12
0.00014613849399705404,0.11224138748520225,0.0,0.0,0.0,0.0,0.3296114769713512,0.6697036760752378,8.015619094592815e-05,8.252193850452377e-05,6.238371675808814e-07,8.658003052007204e-08,1.9747681420526897e-15,4.016204543539683e-07,0.00015973301253827978,0.0002469763505897446,6.904264009084752e-05,5.937759383210465e-08,3.361797479389747e-08,1.7544535330855225e-08,1.2929793974658017e-07,7.33323001845609e-16,9.351527271855145e-06,9.6177265757722e-11,6.29095391109784e-10,1.5016448306513519e-10,2.0135853329239116e-07,3.600969681176439e-18,7.170442325821308e-17,3.120000010549519e-14,3.4195439007594408e-15,6.114714300754734e-14,1.396977392643596e-10,9.264235256645154e-17,2.600596939005444e-17,3.123391737211121e-22,3.1082087403430404e-20,3.3144654971368255e-19,5.967597351241316e-11,2.15868906361824e-17,4.8094003006611246e-17,9.508019929591132e-17,1.1242841445736233e-19,3.332887383688492e-09,5.0609963533597165e-23,4.998306907221335e-20,6.986269584845163e-11,1.064863519806608e-17,3.6195791738364685e-15,2.402196346003967e-14,1.3522570993062823e-20,3.744568632453476e-15,2.0605903659132e-17,7.682198264634901e-10,8.555829283317073e-09,2.1477418207674632e-19,2.8948936471787435e-12
0.00014856590168504512,0.11224122512916501,0.0,0.0,0.0,0.0,0.3296007719533269,0.6696958763493034,8.073682204264989e-05,8.374803721926727e-05,6.283496921620916e-07,8.786371717375321e-08,1.9890532910978976e-15,4.0654052815637144e-07,0.00016423563836822678,0.00025467258094484876,7.160445584322971e-05,5.996038338674083e-08,3.415011410875007e-08,1.8066340011080528e-08,1.331478320212445e-07,7.551579558126649e-16,9.811616102295518e-06,9.830146826080164e-11,6.382388046605891e-10,1.5727301057877632e-10,2.1532438914897243e-07,3.824417797262132e-18,7.398093688358663e-17,3.360576608009619e-14,3.701534767999093e-15,6.602513818267747e-14,1.539298925748214e-10,1.0208058854902372e-16,2.8864012845546875e-17,3.4927370439879463e-22,3.37138879169463e-20,3.595109841229897e-19,6.418973223305615e-11,2.3219438547182087e-17,5.250043997829181e-17,1.0189819261634316e-16,1.2045769110700886e-19,3.395774039023063e-09,5.423911315945669e-23,5.48245828267237e-20,7.683784228024265e-11,1.1711804270138671e-17,3.899234141131944e-15,2.5838894790920107e-14,1.4545367608075563e-20,3.783854864894268e-15,2.1940954255125498e-17,8.227449884637357e-10,9.040127212218519e-09,2.285755170046955e-19,3.0811160209086684e-12
0.00015342071706102726,0.11224089409036916,0.0,0.0,0.0,0.0,0.3295790368747638,0.6696800643196656,8.186909443999075e-05,8.618314663672072e-05,6.371486820570268e-07,9.041337766396014e-08,2.0169080359494563e-15,4.162996422538941e-07,0.0001733364883486888,0.000270347331540833,7.683491519052226e-05,6.110746936087368e-08,3.5210550401388193e-08,1.91242729438039e-08,1.409532287534921e-07,7.994268511997369e-16,1.0772599941534783e-05,1.0255501536300399e-10,6.564280906684699e-10,1.7201568706440448e-10,2.452298785230184e-07,4.299790741579175e-18,7.862441576095898e-17,3.881013811588485e-14,4.316869779440277e-15,7.662453388960111e-14,1.8582320848391077e-10,1.2323105235226e-16,3.533561100333899e-17,4.339022168342084e-22,3.9490412418666145e-20,4.211094572064266e-19,7.391409003263215e-11,2.6736491341224415e-17,6.221195307025174e-17,1.165832129797056e-16,1.3774421627769057e-19,3.5210259443510675e-09,6.205580641713546e-23,6.5596375709083e-20,9.241678469826544e-11,1.40863854389962e-17,4.504407155797718e-15,2.975320816438352e-14,1.674883363920941e-20,3.863217111918245e-15,2.4790454369640426e-17,9.397103246405923e-10,1.0059342352785021e-08,2.579136782915431e-19,3.4770374538804295e-12
0.0001577900508994112,0.11224058912857662,0.0,0.0,0.0,0.0,0.3295591084046645,0.6696655930525253,8.285796238845058e-05,8.835558075713644e-05,6.44832417392691e-07,9.26882276310606e-08,2.0412323305171636e-15,4.2499867248827024e-07,0.00018163295852470978,0.00028477388104801053,8.166205784813681e-05,6.212025868261207e-08,3.6160666410460614e-08,2.0092421054240616e-08,1.480960967167952e-07,8.399381647837884e-16,1.168467262012966e-05,1.0638958985048136e-10,6.727004155464976e-10,1.8588741538097597e-10,2.744816298223409e-07,4.761292300896179e-18,8.290692934620258e-17,4.3964482553721964e-14,4.932811659706528e-15,8.717949283943587e-14,2.1878997410514662e-10,1.450933883148761e-16,4.2109624605336773e-17,5.237597860074283e-22,4.5317395186771883e-20,4.83245996464607e-19,8.349287053752192e-11,3.0200794537964625e-17,7.204585606136036e-17,1.3105554461008044e-16,1.547715284837622e-19,3.6332671940130902e-09,6.975929203559914e-23,7.663444021818873e-20,1.08454135299032e-10,1.653083860187128e-17,5.1040144919041515e-15,3.360885642299882e-14,1.8919275592964547e-20,3.935768160284463e-15,2.756724227951046e-17,1.0543446014444568e-09,1.1035516517821773e-08,2.8636035658000033e-19,3.860993158789624e-12
0.00016215938473779513,0.11224027769279275,0.0,0.0,0.0,0.0,0.32953883606156625,0.6696508958185712,8.382105250541759e-05,9.051022986870678e-05,6.523150682826137e-07,9.494468225260958e-08,2.064920132004195e-15,4.3362607485029625e-07,0.00019002623066837065,0.00029950036560881803,8.660056412751475e-05,6.311596821445221e-08,3.710685502933903e-08,2.107541053365695e-08,1.5534834585505197e-07,8.810698419437605e-16,1.264217293268283e-05,1.1023076104442395e-10,6.888928880327007e-10,2.0033555440125783e-10,3.0604367417123586e-07,5.256030999345896e-18,8.728780277566895e-17,4.958993855196642e-14,5.611726264801555e-15,9.875780091620362e-14,2.5620827254600556e-10,1.6990781583874397e-16,4.988759353322932e-17,6.282937865104056e-22,5.179011002042478e-20,5.522683560062512e-19,9.389092298378705e-11,3.3961296361500314e-17,8.299430327015543e-17,1.4678536315600777e-16,1.7326959826659477e-19,3.745157975392944e-09,7.813213042888638e-23,8.906387916056962e-20,1.2658722212577298e-10,1.929472940872803e-17,5.758694026220031e-15,3.779420384802241e-14,2.1275313548984467e-20,4.0096173746664045e-15,3.055367028905945e-17,1.1782284634089775e-09,1.2068763239708252e-08,3.168130452675921e-19,4.272082130142832e-12
0.00016652871857617907,0.11223995993791452,0.0,0.0,0.0,0.0,0.3295182231220913,0.6696359741061512,8.476072731690915e-05,9.264746985659782e-05,6.596150261089628e-07,9.718314859188939e-08,2.0880296581141458e-15,4.421887484799182e-07,0.0001985133543354661,0.0003145245996745846,9.16486436856188e-05,6.40958546563317e-08,3.8049244566184076e-08,2.2072956707201464e-08,1.6270785380095165e-07,9.22809845513885e-16,1.3645784545929166e-05,1.1407903163833979e-10,7.050165781963183e-10,2.1536506564283322e-10,3.400097763698922e-07,5.785317573546467e-18,9.176755785908362e-17,5.571161964649445e-14,6.3577092967184615e-15,1.1142030483727951e-13,2.985010503727112e-10,1.9795481742174104e-16,5.87777554540646e-17,7.492946015372008e-22,5.896053711276213e-20,6.287308311676904e-19,1.0514298083876003e-10,3.803053984359364e-17,9.513542393458062e-17,1.6383969123249276e-16,1.933162031544221e-19,3.856792408324644e-09,8.720999755309486e-23,1.0300528378404212e-19,1.4700503202587107e-10,2.240686375720072e-17,6.471421571365703e-15,4.23232137509466e-14,2.3824807808585177e-20,4.084973550861537e-15,3.375804564170396e-17,1.311724186558755e-09,1.3160321068630644e-08,3.49341013805006e-19,4.711238605669858e-12
0.000170898052414563,0.11223963600093723,0.0,0.0,0.0,0.0,0.32949727259854705,0.6696208291787287,8.567905341775406e-05,9.47676902538988e-05,6.667483781332861e-07,9.940404580737463e-08,2.110611832910032e-15,4.5069279807714205e-07,0.00020709160948235883,0.00032984462039589225,9.680467777743699e-05,6.506103153657066e-08,3.898796995572503e-08,2.3084798933551804e-08,1.7017267673545355e-07,9.651471509783292e-16,1.4696178304801775e-05,1.179348513101134e-10,7.210812016599376e-10,2.309811412049217e-10,3.764744593444291e-07,6.350476898966268e-18,9.63468181204668e-17,6.235518201060828e-14,7.174992840045504e-15,1.2522955134063372e-13,3.4611585803703796e-10,2.2953119194801197e-16,6.889605460142144e-17,8.887021367255102e-22,6.688384697348966e-20,7.132217375054882e-19,1.172838835371578e-10,4.242110486304663e-17,1.0854965732053018e-16,1.822871400583045e-16,2.149909502362502e-19,3.968254122359842e-09,9.702941497340823e-23,1.1858540441685533e-19,1.6990656562098112e-10,2.5897573873158174e-17,7.245241448205582e-15,4.7209890436598055e-14,2.6575641749267483e-20,4.1620326173929045e-15,3.7188716061575196e-17,1.455193006537409e-09,1.431142351229639e-08,3.840141001469505e-19,5.1794042892089285e-12
0.00017526738625294695,0.11223930600279283,0.0,0.0,0.0,0.0,0.32947598726851385,0.6696054621039611,8.657783939020168e-05,9.68712905893446e-05,6.737292027300033e-07,1.0160780163943416e-07,2.1327112213660074e-15,4.5914363084772784e-07,0.00021575847833301575,0.00034545866214456914,0.00010206719886894805,6.601248709254539e-08,3.9923171303776056e-08,2.411069764015038e-08,1.7774102724097192e-07,1.0080716208638926e-15,1.579401329199143e-05,1.217986249887215e-10,7.37095297235916e-10,2.471891729923671e-10,4.1553303766152905e-07,6.952848256021912e-18,1.0102629749378115e-16,6.95468314358451e-14,8.067947680528045e-15,1.4024981118394166e-13,3.995255168168367e-10,2.649504969782509e-16,8.036644818189802e-17,1.048613186630862e-21,7.561856361349639e-20,8.063651509298581e-19,1.303485969703425e-10,4.7145615516199823e-17,1.2331976529952631e-16,2.0219790399656256e-16,2.383752691429792e-19,4.079617019607401e-09,1.0762774695859183e-22,1.3593728614988383e-19,1.9550106013241387e-10,2.9798752274396457e-17,8.083267513102751e-15,5.24682874118268e-14,2.953572644559606e-20,4.240979384157732e-15,4.08540708828134e-17,1.6089953274421557e-09,1.5523299915247957e-08,4.209027261527645e-19,5.677528267594593e-12
0.00017963672009133088,0.1122389700507223,0.0,0.0,0.0,0.0,0.32945436970069675,0.6695898737789793,8.745866982389896e-05,9.895867729037039e-05,6.805698342476466e-07,1.0379484947919067e-07,2.154366867779059e-15,4.675460456236896e-07,0.00022451162086525324,0.00036136513423737956,0.00010743487234180083,6.69511003664187e-08,4.085499262567061e-08,2.5150431761661352e-08,1.854112550646493e-07,1.051573895637494e-15,1.6939937755371085e-05,1.2567072782991228e-10,7.530664105830163e-10,2.6399473179363576e-10,4.572816455866384e-07,7.593786133023474e-18,1.0580679067581297e-16,7.731333178103291e-14,9.041086270660187e-15,1.5654710856108623e-13,4.5922879171986226e-10,3.0454349499462133e-16,9.33212181902479e-17,1.2312889944156369e-21,8.522673070591784e-20,9.088226795776944e-19,1.4437223135549143e-10,5.2216746538322955e-17,1.3953084825415186e-16,2.2364377608938337e-16,2.6355243013020316e-19,4.190946177438344e-09,1.19043208750135e-22,1.5520041034403125e-19,2.240082133548119e-10,3.414388590935557e-17,8.988684361564709e-15,5.811251453729405e-14,3.271300469512195e-20,4.321989109612447e-15,4.476254237267064e-17,1.7734909297536845e-09,1.679717611640068e-08,4.600779237631194e-19,6.206566904529087e-12
0.00018400605392971482,0.11223862823993513,0.0,0.0,0.0,0.0,0.3294324222775263,0.6695740649523629,8.83229355504243e-05,0.00010103026105275792,6.87281098501093e-07,1.0596562572494212e-07,2.1756130412086553e-15,4.759043107187394e-07,0.000233348853452535,0.0003775626014657201,0.00011290648021405303,6.78776555299558e-08,4.178358076356992e-08,2.6203796436450788e-08,1.931818303481911e-07,1.0956452985928536e-15,1.8134589923005098e-05,1.295514808609989e-10,7.690011390871582e-10,2.8140352643539764e-10,5.018172605986908e-07,8.27465892505411e-18,1.1068916433865415e-16,8.568199543639765e-14,1.0099062980097995e-14,1.7418921900167426e-13,5.25751070058444e-10,3.4865860340637715e-16,1.0790128256812905e-16,1.4391629560095043e-21,9.577407981783945e-20,1.0212952577661171e-18,1.5939005681229636e-10,5.764722889833048e-17,1.5727034544146823e-16,2.466981087416111e-16,2.906074968220054e-19,4.302298780454756e-09,1.313148456349517e-22,1.7652082056284325e-19,2.5565840862551645e-10,3.896809044762526e-17,9.96474657105295e-15,6.415674425770242e-14,3.611545452553613e-20,4.4052288932062504e-15,4.892260686828905e-17,1.9490391750645067e-09,1.81342749468927e-08,5.016112535928745e-19,6.7674837459556574e-12
0.00018837538776809876,0.11223828065522612,0.0,0.0,0.0,0.0,0.32941014721473905,0.669558036243054,8.917186030047419e-05,0.00010308645463750127,6.938725203042779e-07,1.0812056771852464e-07,2.196479892417696e-15,4.842222344948947e-07,0.00024226813042922451,0.00039404976722992135,0.00011848090676462601,6.879285455169007e-08,4.27090844865956e-08,2.7270601066094707e-08,2.010513291175467e-07,1.1402777535541456e-15,1.9378598715722812e-05,1.334411634950689e-10,7.849052777896455e-10,2.9942138280915554e-10,5.492377227555596e-07,8.996849048478474e-18,1.1567434978037698e-16,9.468068821730006e-14,1.1246676055965652e-14,1.9324568932366114e-13,5.996450455921572e-10,3.9766234824797297e-16,1.242565145476257e-16,1.674848503417167e-21,1.0733020157040892e-19,1.1445249711733106e-18,1.754375168977021e-10,6.344985465069838e-17,1.7662805182503915e-16,2.7143580687965e-16,3.1962731740434615e-19,4.41372499896167e-09,1.444825293043484e-22,2.00051256965654e-19,2.906929407347678e-10,4.430814471383754e-17,1.1014779498346328e-14,7.061521700586482e-14,3.9751092236757106e-20,4.490858901872983e-15,5.334278597832491e-17,2.1359992057338256e-09,1.9535816593882246e-08,5.45574813044238e-19,7.361249398840223e-12
0.0001927447216064827,0.11223792737238862,0.0,0.0,0.0,0.0,0.3293875465783476,0.6695417881566296,9.000652398015684e-05,0.00010512767102385409,7.003525046348858e-07,1.1026011210491945e-07,2.216994027349427e-15,4.925032292453323e-07,0.0002512675281842232,0.0004108254589419015,0.00012415712594822465,6.96973282872338e-08,4.363165372058051e-08,2.8350667725908754e-08,2.0901842109700003e-07,1.185463715762756e-15,2.067258437500674e-05,1.3734004253130886e-10,8.007840042644958e-10,3.1805424454591196e-10,5.996417509257212e-07,9.761754584000433e-18,1.2076333718366999e-16,1.0433784193534487e-13,1.2488871620719957e-14,2.137878769257651e-13,6.814914085778347e-10,4.519398217946967e-16,1.4254607030425612e-16,1.9411472077525464e-21,1.1996872068851214e-19,1.2792969234960427e-18,1.9255024037001012e-10,6.963748114461933e-17,1.976961428444192e-16,2.979333659937957e-16,3.5070056944948175e-19,4.525268828848371e-09,1.5858697810360665e-22,2.2595130361838385e-19,3.2936424273204936e-10,5.0202525258141724e-17,1.2142180947417493e-14,7.750224589092068e-14,4.3627975040046675e-20,4.579033440485648e-15,5.803164807094283e-17,2.3347301375101897e-09,2.100301888082755e-08,5.920412920926008e-19,7.988841431773372e-12
0.00019711405544486663,0.11223756845942016,0.0,0.0,0.0,0.0,0.3293646222993121,0.669525321099263,9.082788284683956e-05,0.00010715432186720552,7.067284938173094e-07,1.1238469323122988e-07,2.237179004682387e-15,5.007503642727881e-07,0.00026034523146586567,0.00042788861542590687,0.00012993419045228974,7.059164609237528e-08,4.455143888514201e-08,2.9443829690494284e-08,2.1708185921045346e-07,1.2311961123329369e-15,2.201715901936032e-05,1.4124834239025318e-10,8.166418665611259e-10,3.3730814073266735e-10,6.531289564128026e-07,1.0570787742029559e-17,1.2595717001489007e-16,1.1468244204836232e-13,1.383074358666746e-14,2.3588894420120997e-13,7.718995417092733e-10,5.118951440841405e-16,1.6293871455915847e-16,2.2410570298553803e-21,1.3376747350961714e-19,1.4264411293308178e-18,2.1076405146447853e-10,7.622303469905102e-17,2.2056917566559003e-16,3.2626884262823795e-16,3.839177244139402e-19,4.636968890672173e-09,1.7366974132417927e-22,2.5438751730929297e-19,3.7193611367194433e-10,5.66914410699144e-17,1.335042013398954e-14,8.483222079012299e-14,4.775420336137959e-20,4.669901880757948e-15,6.299780945372557e-17,2.545591243835204e-09,2.253709749313463e-08,6.410838788274276e-19,8.651244320560574e-12
0.00020148338928325057,0.11223720397758012,0.0,0.0,0.0,0.0,0.3293413761862427,0.6695086353897036,9.163678689715151e-05,0.00010916681621226952,7.130071028870507e-07,1.144947419578485e-07,2.257055764324964e-15,5.089664123876714e-07,0.00026949952158892686,0.00044523827603887224,0.00013581122222544687,7.147632412137487e-08,4.546859035379352e-08,3.054993017006559e-08,2.252404702119473e-07,1.2774682891121086e-15,2.3412927139747437e-05,1.45166254023339e-10,8.324828804204991e-10,3.5718916762470957e-10,7.097998543069182e-07,1.1425374458579046e-17,1.3125694020549863e-16,1.2574403113221883e-13,1.527753484549522e-14,2.5962387300175154e-13,8.715082217796285e-10,5.779519282327448e-16,1.856131551644839e-16,2.577780753284621e-21,1.4880868887948912e-19,1.5868344431711817e-18,2.3011497907752782e-10,8.321951387857156e-17,2.4534410827052276e-16,3.5652184299938276e-16,4.1937103331291103e-19,4.748859151846122e-09,1.8977319314581462e-22,2.8553356086863047e-19,4.1868394740135427e-10,6.381686845017732e-17,1.4643038335115588e-14,9.261961199707062e-14,5.213792289512633e-20,4.7636094621489914e-15,6.824993556855346e-17,2.7689421316294986e-09,2.4139266169940092e-08,6.927762627452178e-19,9.349449410616124e-12
0.0002058527231216345,0.11223683398228625,0.0,0.0,0.0,0.0,0.32931780993639287,0.6694917312695376,9.243399479681922e-05,0.00011116555942588806,7.191942357256582e-07,1.1659068483458656e-07,2.276642995045001e-15,5.171538926281857e-07,0.00027872876629220683,0.0004628735712831944,0.00014178740430003677,7.235183247655265e-08,4.638325800248887e-08,3.166882138025961e-08,2.3349314713477484e-07,1.324273967855533e-15,2.486048604219518e-05,1.490939775853234e-10,8.483107235731578e-10,3.7770351077088417e-10,7.697558733756835e-07,1.232695720788477e-17,1.366637851928347e-16,1.375527280445086e-13,1.6834642896547342e-14,2.8506951933099244e-13,9.809863280122828e-10,6.505537501746164e-16,2.107583891070055e-16,2.9547346664235866e-21,1.6517917397980825e-19,1.7614025409967446e-18,2.506392651922462e-10,9.063999249096755e-17,2.721203342674249e-16,3.887735804895196e-16,4.571545945719871e-19,4.860969576142413e-09,2.0694056323988718e-22,3.1957035656930426e-19,4.69894962510022e-10,7.162258606130914e-17,1.6023651294646203e-14,1.0087897356033042e-13,5.67873264834484e-20,4.860297980563262e-15,7.379674257519616e-17,3.005142909647506e-09,2.5810736879313982e-08,7.471927337482402e-19,1.0084454905232115e-11
0.00021022205696001844,0.11223645852388571,0.0,0.0,0.0,0.0,0.32929392514517425,0.6694746089119642,9.32201866629804e-05,0.00011315095231852265,7.252951846969658e-07,1.1867294310419696e-07,2.295957449861614e-15,5.253151042015695e-07,0.00028803141102055495,0.0004807937147136606,0.0001478619737473605,7.321860132215324e-08,4.7295590806506726e-08,3.280036361907085e-08,2.4183884299359504e-07,1.3716072105072692e-15,2.636042624515311e-05,1.5303168379992125e-10,8.64128666600934e-10,3.988574195486721e-10,8.330993648544236e-07,1.3276993335739463e-17,1.4217888440976266e-16,1.5013921329303445e-13,1.8507619715839832e-14,3.12304606945528e-13,1.1010335573275294e-09,7.301646229999333e-16,2.3857404487113667e-16,3.375557404313141e-21,1.8297050326023014e-19,1.9511219349668162e-18,2.723733727878927e-10,9.84976224045122e-17,3.0099968510508477e-16,4.231068571509132e-16,4.973643317204734e-19,4.97332670129847e-09,2.2521592692401977e-22,3.566862198005805e-19,5.258684336147363e-10,8.015421018008323e-17,1.749594798184193e-14,1.0962494641904921e-13,6.171065588141263e-20,4.960106381182567e-15,7.964699855600899e-17,3.2545543499406517e-09,2.7552719987636352e-08,8.044080754543248e-19,1.0857265893295496e-11
0.00021459139079840238,0.1122360776483139,0.0,0.0,0.0,0.0,0.32926972331440096,0.6694572684293035,9.39959749693525e-05,0.00011512339042494372,7.313147155573744e-07,1.2074193201510853e-07,2.3150142148270984e-15,5.334521550707715e-07,0.0002974059714308914,0.000498997995954603,0.00015403421562262216,7.407702610460645e-08,4.8205736520713184e-08,3.3944424396741106e-08,2.5027656460460557e-07,1.419462384150815e-15,2.7913331837838385e-05,1.5697951288810462e-10,8.799396124218592e-10,4.2065717971522624e-10,8.999336099539985e-07,1.4276953445632097e-17,1.4780345573300785e-16,1.6353472943383037e-13,2.0302171227255062e-14,3.414097295886503e-13,1.2323811459278022e-09,8.172694754835813e-16,2.6927073341037665e-16,3.844118966161407e-21,2.0227921092418224e-19,2.157022026009576e-18,2.953539934195232e-10,1.0680563624152683e-16,3.320864500639765e-16,4.596060424940056e-16,5.400979672346582e-19,5.085954132791751e-09,2.4464419387178783e-22,3.9707699148194326e-19,5.86915924072926e-10,8.945923016855926e-17,1.9063690911985944e-14,1.1887226140204637e-13,6.691620344525667e-20,5.0631712661237974e-15,8.580952462032355e-17,3.517538042345588e-09,2.9366424423691362e-08,8.644975515384347e-19,1.1668894390490089e-11
0.00021896072463678632,0.11223569139765995,0.0,0.0,0.0,0.0,0.32924520585945843,0.6694397098794252,9.476191381393237e-05,0.00011708326341805113,7.372571394529113e-07,1.227980605374175e-07,2.333826936941512e-15,5.415669897654895e-07,0.00030685102693782124,0.0005174857746596676,0.00016030345776910207,7.492747201531683e-08,4.911384143786704e-08,3.510087793212997e-08,2.5880536782504487e-07,1.467834134009712e-15,2.951978080538956e-05,1.6093763470046725e-10,8.957463224183262e-10,4.4310915678819397e-10,9.703628268485283e-07,1.5328325751000325e-17,1.5353875458063425e-16,1.7777110902084668e-13,2.2224165172426295e-14,3.724674260392748e-13,1.3757925984388973e-09,9.12374635624623e-16,3.0307041490009356e-16,4.364530015563184e-21,2.2320698932292196e-19,2.380187219414401e-18,3.1961805465737414e-10,1.155773500148633e-16,3.6548742387296933e-16,4.983571506252445e-16,5.8545511355185e-19,5.198872988762912e-09,2.6527114917256837e-22,4.409461989169893e-19,6.533615202439747e-10,9.958704418084745e-17,2.0730719524534114e-14,1.286357421641896e-13,7.241231378535017e-20,5.169627327846847e-15,9.229319655737682e-17,3.794456543220557e-09,3.12530578510709e-08,9.275370593303224e-19,1.2520359411430066e-11
0.00022333005847517025,0.11223529981064563,0.0,0.0,0.0,0.0,0.32922037411555294,0.6694219332712567,9.551850678319594e-05,0.0001190309546362788,7.431263742852348e-07,1.2484173072037264e-07,2.3524080184003757e-15,5.496614104858074e-07,0.00031636521514109,0.0005362564752782407,0.0001666690663618204,7.577027776892589e-08,5.002005014822187e-08,3.626960460748407e-08,2.6742435407369056e-07,1.5167173637131734e-15,3.1180345326195403e-05,1.6490620116690522e-10,9.115513002165841e-10,4.662197804030087e-10,1.0444921775131332e-06,1.643261471490855e-17,1.5938607184184213e-16,1.928807582217909e-13,2.4279631725683214e-14,4.0556217838086633e-13,1.532064425198865e-09,1.0160083195890141e-15,3.402067601909194e-16,4.9411513638285815e-21,2.458608911537167e-19,2.6217590809899457e-18,3.452027275416781e-10,1.2482616577858496e-16,4.0131191091579736e-16,5.394478394525541e-16,6.335372719498757e-19,5.31210229473365e-09,2.8714345290810573e-22,4.885051978995067e-19,7.255420674838201e-10,1.1058899513411993e-16,2.2500948807716677e-14,1.3893030813554702e-13,7.820738542634552e-20,5.279607721825215e-15,9.910694605801093e-17,4.085673519188304e-09,3.321382685746125e-08,9.93603011714061e-19,1.341268707627796e-11
0.0002276993923135542,0.11223490292303567,0.0,0.0,0.0,0.0,0.3291952293431808,0.6694039385695214,9.626621361960729e-05,0.00012096684070554699,7.489259966696812e-07,1.2687333725453878e-07,2.3707687810640644e-15,5.577370933637934e-07,0.0003259472270018334,0.0005553095825037843,0.00017313044208353747,7.660575880145399e-08,5.092450534093249e-08,3.745049029003426e-08,2.7613266607334237e-07,1.5661072111492114e-15,3.289559204513658e-05,1.688853283178979e-10,9.273567606569791e-10,4.899954940478254e-10,1.1224277737788484e-06,1.7591337219563448e-17,1.653467304838259e-16,2.0889665138710258e-13,2.6474759742028658e-14,4.4078039133673605e-13,1.702026886417755e-09,1.12872112520883e-15,3.809255191728063e-16,5.57860361191877e-21,2.703535350225784e-19,2.8829385291004074e-18,3.7214543415382973e-10,1.345655743169331e-16,4.3967174408223127e-16,5.829673661378311e-16,6.844477784064585e-19,5.425659291769033e-09,3.1030861644101914e-22,5.399733016569221e-19,8.038074079616024e-10,1.2251840695733305e-16,2.4378368987239947e-14,1.497709775147114e-13,8.430987249219635e-20,5.393244385778114e-15,1.0625976167754416e-16,4.391553885602633e-09,3.524993714808245e-08,1.062772287956489e-18,1.4346910711506271e-11
