Time (s),Volume (m^3),Ar,He,Ne,N2,methane(1),oxygen(2),CH3(5),HO2(7),CH3O2(12),H(6),CH3O2(19),OH(D)(9),CH2O(25),H2O(35),CC(14),O(T)(10),OO(11),CHO(34),CHO3(63),CHO3(75),CO2(114),COO(15),CH3O(17),C2H5(58),C2H4(166),CHO3(116),CHO2(70),C3H7(186),C2H5O(189),C2H3(183),C#C(234),C2H2(247),C3H5(249),S(250),C2H2O(255),C2H2O(276),C2H2O(282),S(407),S(416),S(492),S(435),CH2(T)(8),S(434),C3H6(211),C3H6(209),C3H6(813),C3H7(212),S(491),S(144),CH2O(26),CHO4(125),C2H4O(223),C2H4O(64),S(1075),C2H3O(404)
6.776710803394539e-07,0.11224537178641014,0.0,0.0,0.0,0.0,0.3299995876061894,0.6699995853333885,4.0620837065558894e-07,4.077377777175277e-07,3.1609702570294956e-09,6.438407943823753e-10,1.000598358853583e-17,1.2749839757501038e-09,3.0097720138348334e-09,2.740045161475878e-09,6.161386106162133e-12,2.3901984639875973e-10,1.3422192769476612e-10,1.1501763705712712e-13,4.835328249729499e-13,2.7423927795997965e-21,1.1932029102353112e-13,6.520011051238984e-15,1.6449063349929474e-12,4.494437882878615e-19,2.691092985730051e-18,9.487769081519403e-28,2.5302612516108173e-22,2.093272609401098e-27,1.4393400950104299e-28,6.359650238200345e-27,6.797208085425542e-26,4.5074396276103975e-32,6.39622849692775e-35,7.508663511795168e-40,2.952639861433615e-34,3.148573215932733e-33,7.19982380598888e-25,2.6053944933852767e-31,2.8558902431436627e-33,1.7666182313824358e-30,2.1199639796358632e-33,5.525872663830775e-15,9.403228529776903e-37,1.023588554721561e-35,1.9491290524110748e-26,2.9681137966898288e-33,2.3553789181717824e-28,2.581653048872958e-28,1.4532780421775809e-34,1.8067073269263237e-17,1.2990252337225666e-27,5.900278025854459e-22,1.1515888531507715e-18,1.4649180523950814e-31,5.2775602565020546e-24
7.043640112696176e-07,0.11224537178024328,0.0,0.0,0.0,0.0,0.32999957114769507,0.6699995688457073,4.2229754704131293e-07,4.237969024072185e-07,3.286238657213011e-09,6.605587394418599e-10,1.0402518024816506e-17,1.3417002554691326e-09,3.252148439179838e-09,3.0130447582194886e-09,6.920378798787752e-12,2.5070569781343013e-10,1.4047662027894433e-10,1.2635944448177786e-13,5.408173725958224e-13,3.0672864015199076e-21,1.3905479804106914e-13,6.8761744338382625e-15,1.7105094757671277e-12,5.093333540998901e-19,3.1705142719459056e-18,1.076916966563538e-27,2.8300237805767635e-22,2.5647878998941338e-27,1.7850136187720603e-28,7.68094379055957e-27,8.525131628406256e-26,5.653289449179802e-32,8.340949529341306e-35,9.78837237319083e-40,3.7731801225627287e-34,4.02356346625947e-33,9.200603473885862e-25,3.3294191897977588e-31,3.7938214366620305e-33,2.32788809456699e-30,2.793539764951679e-33,6.2489328123378136e-15,1.2390715426313936e-36,1.3064151562635063e-35,2.4841748183982958e-26,3.7830129122746785e-33,2.888855368624998e-28,3.313176445168483e-28,1.8650711149738027e-34,1.8783171419938542e-17,1.5735120487591474e-27,7.27544954403676e-22,1.3665949445049246e-18,1.8072907226105716e-31,6.487846924622429e-24
7.310569421997813e-07,0.11224537177432475,0.0,0.0,0.0,0.0,0.32999955467134573,0.669999552346925,4.383949592439092e-07,4.3985527881744253e-07,3.4115712044182124e-09,6.772760158561607e-10,1.0799255517125175e-17,1.4085830364255131e-09,3.5039527327581354e-09,3.2999834295379537e-09,7.739480599799591e-12,2.624074103909888e-10,1.4673311881420566e-10,1.3833912982452468e-13,6.021546135424242e-13,3.415165178704075e-21,1.6107576899547427e-13,7.239917448703941e-15,1.7761698107478644e-12,5.745417024075174e-19,3.71252387044187e-18,1.2174230313470361e-27,3.1509935808173023e-22,3.1187562344012832e-27,2.1949499530220205e-28,9.214116884345895e-27,1.060468735824938e-25,7.032321489077935e-32,1.0772220430114082e-34,1.2637437432856052e-39,4.777697680631992e-34,5.0947395089127956e-33,1.1649974829475193e-24,4.215777244293851e-31,4.986508601228016e-33,3.0341732975585214e-30,3.6411577328588064e-33,7.0322175587534745e-15,1.6150079558390453e-36,1.6522567866309946e-35,3.1373657503080675e-26,4.77788138427689e-33,3.5161119003418053e-28,4.211870302470333e-28,2.370968676443184e-34,1.9499636336005018e-17,1.8917376129801515e-27,8.901867005720804e-22,1.6115297451022975e-18,2.212431845136768e-31,7.914265811088007e-24
7.57749873129945e-07,0.11224537176865443,0.0,0.0,0.0,0.0,0.32999953817710637,0.6699995358370346,4.545006319038721e-07,4.559129079310135e-07,3.536968045678381e-09,6.939926018723546e-10,1.1196196530891254e-17,1.4756085817842268e-09,3.76519004311838e-09,3.6008933652963424e-09,8.62101462654341e-12,2.7412282459248906e-10,1.5299096791566976e-10,1.509670228860196e-13,6.676425782627655e-13,3.786585098233875e-21,1.8554135944214124e-13,7.611245533542307e-15,1.841887471026105e-12,6.453287755057919e-19,4.322575529925477e-18,1.3711297431173691e-27,3.4936836429280703e-22,3.765796851361845e-27,2.677902004564973e-28,1.0984028602537976e-26,1.3091177033547666e-25,8.681208978427501e-32,1.3787848616867976e-34,1.617007536865694e-39,5.99833439657091e-34,6.396376097160001e-33,1.4626306934397467e-24,5.292828483670955e-31,6.48982926712535e-33,3.914933490568065e-30,4.698176179493172e-33,7.877956121747107e-15,2.0838126637823337e-36,2.072068109633244e-35,3.928976892523344e-26,5.9836087152893934e-33,4.249286730774341e-28,5.307491842823431e-28,2.9877218204113306e-34,2.021646875948052e-17,2.258627993910211e-27,1.0813774672991276e-21,1.889245516385243e-18,2.688993039959777e-31,9.585265587857138e-24
7.844428040601086e-07,0.112245371763232,0.0,0.0,0.0,0.0,0.3299995216649469,0.6699995193160302,4.7061458473126637e-07,4.7196979072647283e-07,3.662429321066019e-09,7.107084821239272e-10,1.159334150951167e-17,1.542757105041309e-09,4.035865532012794e-09,3.915802227968724e-09,9.567307601259688e-12,2.858501725952031e-10,1.592498135424551e-10,1.6425311882725196e-13,7.373760770865771e-13,4.182083884036149e-21,2.1261344214200757e-13,7.990164182320025e-15,1.907662559106298e-12,7.2195844456362065e-19,5.006385163050287e-18,1.538910936091853e-27,3.8585901076032437e-22,4.5174510482797024e-27,3.2434191842324805e-28,1.3017491513923457e-26,1.604627478485572e-25,1.0640851002961115e-31,1.7500908616898928e-34,2.0518245607084178e-39,7.471371527688284e-34,7.967162065644075e-33,1.821806126316521e-24,6.5925849489569315e-31,8.369209109535038e-33,5.004084941574087e-30,6.0053025229546335e-33,8.78835114973193e-15,2.663538374199184e-36,2.578217776647235e-35,4.8818487817304566e-26,7.434993557649658e-33,5.101576963463766e-28,6.6337022552091025e-28,3.7342792824765088e-34,2.0933669462594382e-17,2.679358329646963e-27,1.3048612204363968e-21,2.2027494030824828e-18,3.246382217590624e-31,1.1531792274695933e-23
8.111357349902723e-07,0.11224537175805721,0.0,0.0,0.0,0.0,0.32999950513484183,0.6699995027839045,4.867368332786247e-07,4.880259281307962e-07,3.787955218592664e-09,7.274236944766265e-10,1.1990691048135245e-17,1.6100121279096617e-09,4.315984371737125e-09,4.2447339073736e-09,1.0580689845462221e-11,2.975880074556958e-10,1.655093807096254e-10,1.7820708959301097e-13,8.114468111447489e-13,4.6021816259822684e-21,2.424574850609191e-13,8.376679170427991e-15,1.973495135904579e-12,8.04698521524217e-19,5.769934785209413e-18,1.7216812801306962e-27,4.246192846130757e-22,5.386226898460416e-27,3.901887391874847e-28,1.534335872335025e-26,1.953851979071839e-25,1.2956699224564839e-31,2.2041488061860426e-34,2.58336750678954e-39,9.237584854367925e-34,9.850579022828574e-33,2.252465750697949e-24,8.151024211677024e-31,1.0700815908998085e-32,6.340449667654739e-30,7.609132424985359e-33,9.765579381904829e-15,3.3748489917966264e-36,3.1846132575465935e-35,6.021606610223927e-26,9.171077706977409e-33,6.087291215658668e-28,8.22840795792678e-28,4.631979545241101e-34,2.1651239665517284e-17,3.1593685374445865e-27,1.5647184154140497e-21,2.5552056939371095e-18,3.894813532636138e-31,1.3787404042177667e-23
8.37828665920436e-07,0.1122453717531298,0.0,0.0,0.0,0.0,0.3299994885867685,0.6699994862406509,5.028673898179365e-07,5.040813211199819e-07,3.9135457884203676e-09,7.441382290463837e-10,1.2388245305547322e-17,1.6773599397859038e-09,4.605551743086906e-09,4.587709152148189e-09,1.1663495275926729e-11,3.0933514503756503e-10,1.717694560025843e-10,1.9283829503695123e-13,8.899434793233188e-13,5.047381386485813e-21,2.7524243356988703e-13,8.77079578602225e-15,2.0393852815275063e-12,8.938207710883153e-19,6.619476465363639e-18,1.920403895265589e-27,4.656956020411535e-22,6.3856465421509015e-27,4.664571857595164e-28,1.7992612433944366e-26,2.3643830616448554e-25,1.5679098968710178e-31,2.7558607846376856e-34,3.229015353413465e-39,1.1342615655545412e-33,1.2095296943928138e-32,2.7657378007175534e-24,1.0008416669414114e-30,1.3572883592231423e-32,7.96824449632675e-30,9.562736963692209e-33,1.0811792300529063e-14,4.241279932322633e-36,3.9068325736922896e-35,7.376890022758374e-26,1.123549631462132e-32,7.221902272306749e-28,1.0134117406036478e-27,5.704751694296359e-34,2.236917955479419e-17,3.704571331464639e-27,1.8653831818225128e-21,2.9499379961468085e-18,4.645506171069098e-31,1.638838632558125e-23
8.645215968505997e-07,0.11224537174844951,0.0,0.0,0.0,0.0,0.3299994720207073,0.6699994696862627,5.190062637930083e-07,5.201359706900924e-07,4.039201068416045e-09,7.608520568663369e-10,1.2786004401614767e-17,1.7447891426587887e-09,4.904572833445171e-09,4.944746098221477e-09,1.2818061401378861e-11,3.210906161946861e-10,1.7802987376535708e-10,2.0815579365975831e-13,9.72951881502095e-13,5.518169786028155e-21,3.1114059669419123e-13,9.172519301504589e-15,2.1053330631538528e-12,9.896009227682866e-19,7.561536288917795e-18,2.1360846799777604e-27,5.091328622807024e-22,7.530293074505822e-27,5.543658765626898e-28,2.0998454011696193e-26,2.8446041580404896e-25,1.886364491964519e-31,3.4222256279394163e-34,4.008580768410395e-39,1.3837357548125964e-33,1.4755586680490836e-32,3.3740310869431895e-24,1.220966683922106e-30,1.7087108384476672e-32,9.937581040952228e-30,1.192626257700926e-32,1.1929116763027343e-14,5.289504245901539e-36,4.7622623582789233e-35,8.97959374756707e-26,1.367684458961907e-32,8.52210151772898e-28,1.239831346967951e-27,6.979325039347158e-34,2.3087489270325358e-17,4.321147860806476e-27,2.211660733014959e-21,3.3904313266929507e-18,5.510568230986272e-31,1.9373867174316572e-23
8.912145277807634e-07,0.11224537174401597,0.0,0.0,0.0,0.0,0.32999945543664105,0.6699994531207335,5.351534621852952e-07,5.36189877773218e-07,4.164921200676479e-09,7.775652136709699e-10,1.3183968786145098e-17,1.812290268335431e-09,5.21305283518606e-09,5.315860710603963e-09,1.4046729316907554e-11,3.3285362756331196e-10,1.8429050532826026e-10,2.24168352924056e-13,1.0605550182628825e-12,6.015017568661123e-21,3.503275372711944e-13,9.581855448041e-15,2.1713385009400902e-12,1.0923186828456143e-18,8.602918332617754e-18,2.3697722718439038e-27,5.549744997903678e-22,8.835857294048013e-27,6.5522969801440345e-28,2.4396395529065806e-26,3.4037461520031574e-25,2.25715516702338e-31,4.222555859483057e-34,4.944559290740641e-39,1.6778359211653433e-33,1.7891749409356434e-32,4.091133179934493e-24,1.4804668663540377e-30,2.1360148857345528e-32,1.2304984567832766e-29,1.4767553856257387e-32,1.311965560630144e-14,6.549608795903062e-36,5.770242546288215e-35,1.086511925043947e-25,1.6549061309051627e-32,1.0005854638176854e-27,1.5073841404378793e-27,8.485447512501632e-34,2.3806169815773265e-17,5.015512989078265e-27,2.6087449917707035e-21,3.880334123000067e-18,6.503010201631226e-31,2.2785932767977143e-23
9.179074587109271e-07,0.11224537173982897,0.0,0.0,0.0,0.0,0.32999943883455424,0.6699994365440565,5.513089901603118e-07,5.52243043331794e-07,4.290706186375485e-09,7.942777053350782e-10,1.3582138462852278e-17,1.8798554573429505e-09,5.530996944603649e-09,5.701067151874655e-09,1.5351843700504175e-11,3.446235296199447e-10,1.9055125073321343e-10,2.408844592029992e-13,1.1528331871486868e-12,6.538380147948436e-21,3.929819658854594e-13,9.998809448208058e-15,2.237401643388494e-12,1.2022577463996282e-18,9.750708651463632e-18,2.6225686033786877e-27,6.032625346718457e-22,1.0319187438153406e-26,7.704643331703845e-28,2.8224352857220523e-26,4.0519455336594483e-25,2.6870039377741655e-31,5.178715163773669e-34,6.062414831333954e-39,2.0228243011479754e-33,2.1570563035119057e-32,4.932312468426362e-24,1.7848674837607558e-30,2.6525281992291523e-32,1.5133959285623384e-29,1.8162832321606174e-32,1.438548822475442e-14,8.055395147152434e-36,6.952218561482802e-35,1.307263759268792e-25,1.99118294252024e-32,1.1692457086130866e-27,1.82193124277281e-27,1.0256112851870326e-33,2.4525221110669475e-17,5.7946177109928526e-27,3.0622364235233595e-21,4.4234601778428415e-18,7.63701826373207e-31,2.666974303686501e-23
9.446003896410908e-07,0.11224537173588836,0.0,0.0,0.0,0.0,0.32999942221443346,0.669999419956225,5.674728513004375e-07,5.682954683734459e-07,4.416555986776073e-09,8.109894928698642e-10,1.3980513309114374e-17,1.9474781897401313e-09,5.858410360794883e-09,6.100378088933053e-09,1.6735752811387194e-11,3.5639979057572797e-10,1.9681203238137524e-10,2.5831232741744813e-13,1.2498640755547668e-12,7.088698133804244e-21,4.392856384519205e-13,1.0423386374722496e-14,2.3035225426683668e-12,1.3197058093910417e-18,1.1012279277646872e-17,2.8956220085791964e-27,6.540376212301997e-22,1.1998339018715471e-26,9.01590697192124e-28,3.252274029696209e-26,4.800304869622374e-25,3.1832734775958573e-31,6.315369686586951e-34,7.390860263099109e-39,2.425613951127732e-33,2.586574553632905e-32,5.914424091896966e-24,2.1402680157538196e-30,3.273414228639954e-32,1.8495563611295908e-29,2.2197386670576372e-32,1.5728671120355195e-14,9.844685764389054e-36,8.331900241250672e-35,1.5645363699189016e-25,2.383099403353786e-32,1.3602591118169643e-27,2.189952290559453e-27,1.2327796572022395e-33,2.5244642789807193e-17,6.665711323629033e-27,3.578160068913876e-21,5.023790501831121e-18,8.927814934362268e-31,3.1073647328293206e-23
9.712933205712545e-07,0.11224537173219365,0.0,0.0,0.0,0.0,0.3299994055762661,0.6699994033572326,5.836450476788119e-07,5.843471538401777e-07,4.542470726779326e-09,8.277006031040579e-10,1.4379093720307342e-17,2.0151530600384275e-09,6.195298284648836e-09,6.513804948171051e-09,1.820080848464244e-11,3.681819749972385e-10,2.030727900927295e-10,2.7645991036008094e-13,1.3517228503865945e-12,7.66639784099496e-21,4.894232573191569e-13,1.0855591949692252e-14,2.369701193424325e-12,1.444954580330582e-18,1.2395292231394514e-17,3.1901244099867593e-27,7.073390948823108e-22,1.3892623645247982e-26,1.0502392773290307e-27,3.7334566658665227e-26,5.660955625927111e-25,3.754008779038306e-31,7.660253103175311e-34,8.96215824926545e-39,2.8938137868391245e-33,3.0858435248499646e-32,7.056019744759017e-24,2.5533818879069137e-30,4.015856348900162e-32,2.246899729072632e-29,2.6966277421081767e-32,1.715123841909876e-14,1.1959636520621535e-35,9.935427649931438e-35,1.8630842229367714e-25,2.837899802880016e-32,1.575838457715774e-27,2.6185889140545964e-27,1.4740700717365859e-33,2.59644358053571e-17,7.636221865365115e-27,4.162983767677667e-21,5.685475114644607e-18,1.0391609398106428e-30,3.6049300062156806e-23
9.979862515014183e-07,0.11224537172874462,0.0,0.0,0.0,0.0,0.329999388920041,0.6699993867470726,5.998255803917984e-07,6.003981006777077e-07,4.6684503925226385e-09,8.444110591874382e-10,1.477787965254769e-17,2.0828755896643083e-09,6.541665918359874e-09,6.941358127747111e-09,1.9749366128061633e-11,3.7996972634869627e-10,2.0933347722038175e-10,2.953349076881619e-13,1.4584822446310626e-12,8.271891780134475e-21,5.435823757690818e-13,1.1295431401835613e-14,2.4359376219669057e-12,1.5782997918542123e-18,1.3907703543553004e-17,3.5073257360195665e-27,7.632050175290368e-22,1.602266106195535e-26,1.2181548875021535e-27,4.270553290690737e-26,6.647123381150492e-25,4.407980400418497e-31,9.244455318340369e-34,1.0812470503728127e-38,3.43577520986372e-33,3.663768806963501e-32,8.377461347498178e-24,3.0315776069972544e-30,4.899260417293392e-32,2.714224262205391e-29,3.2575106987048184e-32,1.865520235901343e-14,1.4447078002919904e-35,1.179154503033968e-34,2.2081245228952145e-25,3.363533574909629e-32,1.8183469326362197e-27,3.115689774719182e-27,1.7539007389920187e-33,2.6684600026074054e-17,8.714180891538948e-27,4.823636566211778e-21,6.412834769904706e-18,1.2045966441044079e-30,4.165177632608553e-23
9.999999999999997e-07,0.11224537172554115,0.0,0.0,0.0,0.0,0.32999938766274145,0.6699993854935279,6.010465984484575e-07,6.016089744894462e-07,4.677957089227064e-09,8.45671690081868e-10,1.48079728972429e-17,2.0879864879436867e-09,6.568181034102292e-09,6.974186606472642e-09,1.986964482506524e-11,3.8085922650585333e-10,2.0980578744840727e-10,2.9678858068428624e-13,1.466737098750609e-12,8.318709806536923e-21,5.478366691357724e-13,1.1328923263804957e-14,2.440936927095282e-12,1.5886963528285742e-18,1.402728067906874e-17,3.5322128130169386e-27,7.675246851943692e-22,1.6193525242935212e-26,1.231655763424111e-27,4.313475005305267e-26,6.727008853424527e-25,4.4609560237973205e-31,9.374628136964675e-34,1.096448398157718e-38,3.479904947713833e-33,3.71082693714469e-32,8.485060835309305e-24,3.070515104127272e-30,4.972220150095656e-32,2.752585708785742e-29,3.3035522306012186e-32,1.8772021273020175e-14,1.4651265557498802e-35,1.1942685588019097e-34,2.2361977743810744e-25,3.4063006425145315e-32,1.8378041662374498e-27,3.1562053784173895e-27,1.776707998638272e-33,2.6738945164572014e-17,8.800096188293001e-27,4.87675789522997e-21,6.4704968705134285e-18,1.2179023187955068e-30,4.2101483641421467e-23
1.0246791824315821e-06,0.11224537172554115,0.0,0.0,0.0,0.0,0.32999937224574777,0.6699993701257384,6.160144497030092e-07,6.164483098978785e-07,4.79449487880532e-09,8.611208180914985e-10,1.517687077282286e-17,2.150642070133162e-09,6.897518464795331e-09,7.383047174130856e-09,2.1383784722521548e-11,3.9176275262544195e-10,2.155940576062206e-10,3.1494477459472557e-13,1.5702126409524343e-12,8.905579131804855e-21,6.019533057956729e-13,1.1742909608113307e-14,2.5022318782947325e-12,1.7200412125342997e-18,1.5557767289793115e-17,3.848526269595987e-27,8.2167222123975395e-22,1.8410432122430094e-26,1.4072013979710883e-27,4.8684131404235215e-26,7.773195467584181e-25,5.15472932260462e-31,1.110272819196782e-33,1.2982199447110277e-38,4.060640317460377e-33,4.3300991549953697e-32,9.901038578685987e-24,3.582921293426587e-30,5.945467141094778e-32,3.2612716277982136e-29,3.914080175186976e-32,2.0242553752098496e-14,1.7358862459739413e-35,1.3931781949902484e-34,2.60536817700488e-25,3.968702485565842e-32,2.090304088845175e-27,3.689857159318855e-27,2.077114103922625e-33,2.7405134618215e-17,9.907967065921767e-27,5.567527301544292e-21,7.210362617130505e-18,1.3909655158652647e-30,4.793968736464231e-23
1.051372113361746e-06,0.11224537172258275,0.0,0.0,0.0,0.0,0.32999935555337695,0.6699993534932233,6.322116548848084e-07,6.324977824576309e-07,4.920604306747704e-09,8.778298915874538e-10,1.5576067464542204e-17,2.218449431967382e-09,7.262861126768644e-09,7.83888092877798e-09,2.310642681685253e-11,4.035608145556573e-10,2.2185450322965288e-10,3.3529673018551597e-13,1.6869821524007594e-12,9.56784620430013e-21,6.6472902905059e-13,1.219803228929638e-14,2.5685839413749334e-12,1.8704826582119932e-18,1.735403963632843e-17,4.2150695114769846e-27,8.827763504628007e-22,2.1079329773409052e-26,1.6193662439126482e-27,5.532174656917466e-26,9.054791078235801e-25,6.00461344104122e-31,1.3273804894703212e-33,1.5516345363817352e-38,4.7783916931391964e-33,5.095479583801068e-32,1.1651090260462646e-23,4.216220608139126e-30,7.178973942788918e-32,3.8987922379048367e-29,4.679239572896703e-32,2.1915262414271788e-14,2.0752211414103772e-35,1.639064151016539e-34,3.06105197783407e-25,4.662909678298145e-32,2.3943920255488815e-27,4.3504951279055025e-27,2.449003949946335e-33,2.8126040553225655e-17,1.122605314809509e-26,6.4025633547522465e-21,8.082725800266331e-18,1.600249859833263e-30,5.497529591727034e-23
