Time (s),Volume (m^3),Ar,He,Ne,N2,methane(1),oxygen(2),CH3(5),HO2(7),CH3O2(12),H(6),CH3O2(19),OH(D)(9),CH2O(25),H2O(35),CC(14),O(T)(10),OO(11),CHO(34)
1.616340252614094e-06,0.11224537171702031,0.0,0.0,0.0,0.0,0.3299990026050969,0.6699990046969574,9.753353229357739e-07,9.691243874416794e-07,7.593475448718736e-09,1.2222294308344364e-09,2.4037571167368966e-17,3.261684936666763e-09,1.4289160141124437e-08,1.8692689765173176e-08,8.440790763204853e-11,2.120585219567608e-10,3.533195141230628e-10,8.128620576561374e-12
1.6779518071040216e-06,0.11224537172298373,0.0,0.0,0.0,0.0,0.32999896352677516,0.6699989661752788,1.0129846912136263e-06,1.0059045907322046e-06,7.886660860446433e-09,1.2602881573241194e-09,2.4965665984174758e-17,3.400777669847472e-09,1.5403782001263995e-08,2.029709575685581e-08,9.449717310373575e-11,2.20837740996758e-10,3.676756827239068e-10,9.096330253979013e-12
1.7395633615939493e-06,0.11224537173021892,0.0,0.0,0.0,0.0,0.3299989243691328,0.6699989276110425,1.0506692708839715e-06,1.0426724086319608e-06,8.180120443459704e-09,1.2983340550166416e-09,2.5894628705518336e-17,3.539936592323678e-09,1.656060698916091e-08,2.1968508241165753e-08,1.0536532767080175e-10,2.2961402192666869e-10,3.820273062357312e-10,1.0138129038217588e-11
1.8011749160838769e-06,0.11224537173872215,0.0,0.0,0.0,0.0,0.3299988851321448,0.6699988890042093,1.0883889886821852e-06,1.079427845183291e-06,8.473853627121833e-09,1.3363671280905268e-09,2.6824457525017296e-17,3.6791613635340467e-09,1.7759671821341014e-08,2.3706959027906148e-08,1.170420974412674e-10,2.3838735933026083e-10,3.963743855908034e-10,1.1256776071276816e-11
1.924398025063732e-06,0.11224537175951788,0.0,0.0,0.0,0.0,0.3299988064200322,0.6699988116625981,1.163933544498028e-06,1.1529015904051122e-06,9.062138505227909e-09,1.4123948170915905e-09,2.8686706205670373e-17,3.957807394576222e-09,2.0284667459114746e-08,2.73851020306725e-08,1.429407833754578e-10,2.559251930231699e-10,4.2505491705912e-10,1.373566510688378e-11
2.035298823145602e-06,0.11224537178253331,0.0,0.0,0.0,0.0,0.32999873530751994,0.6699987419090784,1.2320430777258428e-06,1.2189856574257711e-06,9.592524850720918e-09,1.480775918896103e-09,3.036567384344456e-17,4.208811753026937e-09,2.2701990395841926e-08,3.092501801203916e-08,1.6931489822356808e-10,2.716991639579754e-10,4.508518693497984e-10,1.625722180400441e-11
2.1461996212274716e-06,0.11224537180959897,0.0,0.0,0.0,0.0,0.32999866393754335,0.6699986720169437,1.3002653097581018e-06,1.2850296716992131e-06,1.0123788715157503e-08,1.5491155338770504e-09,3.204741931651059e-17,4.460026233416664e-09,2.5256737542327262e-08,3.468262698321463e-08,1.9877484152640699e-10,2.87463589258536e-10,4.766341222856279e-10,1.9070801497962715e-11
2.2571004193093414e-06,0.11224537184069282,0.0,0.0,0.0,0.0,0.32999859230996026,0.6699986019859698,1.368599806725505e-06,1.3510336567651826e-06,1.065592671924238e-08,1.6174136863695301e-09,3.3731931927520836e-17,4.711449774497551e-09,2.794911993277701e-08,3.8658110592891475e-08,2.314968277021741e-10,3.0321847134624877e-10,5.024016843490101e-10,2.2192593697716672e-11
2.368001217391211e-06,0.11224537187579287,0.0,0.0,0.0,0.0,0.329998520424629,0.669998531815934,1.4370461331288427e-06,1.4169976361534382e-06,1.1188935470987083e-08,1.6856704006989667e-09,3.541920093894553e-17,4.963081331779267e-09,3.0779347694508e-08,4.2851649621383154e-08,2.676578921967489e-10,3.189638134417331e-10,5.281545642347097e-10,2.563881616450399e-11
2.5898028135549507e-06,0.1122453719579224,0.0,0.0,0.0,0.0,0.3299983758801605,0.6699983910577869,1.5742725239908709e-06,1.5488056719667395e-06,1.2257551585205189e-08,1.8220596121233025e-09,3.8801965009387957e-17,5.466964546941032e-09,3.6854175282157805e-08,5.1893612535939944e-08,3.510094783790184e-10,3.5042589961886943e-10,5.796163140980792e-10,3.3569563309435665e-11
2.81160440971869e-06,0.11224537205580898,0.0,0.0,0.0,0.0,0.32999823030302355,0.6699982497407352,1.7119409658659412e-06,1.6804539671813456e-06,1.3329609668918136e-08,1.958283362565197e-09,4.219562482676401e-17,5.9716679792767604e-09,4.348288306988164e-08,6.180994435847143e-08,4.502621876553073e-10,3.818498930048106e-10,6.310194447870566e-10,4.2993345858535233e-11
3.0334060058824297e-06,0.11224537216927259,0.0,0.0,0.0,0.0,0.3299980836921177,0.6699981078630253,1.8500479169099851e-06,1.811942709686086e-06,1.4405082135696086e-08,2.094341846292439e-09,4.5600093064688274e-17,6.477183710188989e-09,5.0667119119947205e-08,7.260205993317867e-08,5.668615500038039e-10,4.132358401999763e-10,6.823640288515638e-10,5.404091181490198e-11
3.2552076020461693e-06,0.11224537229813185,0.0,0.0,0.0,0.0,0.3299979360463564,0.6699979654229182,1.988589810248789e-06,1.943272087219864e-06,1.548394120419023e-08,2.230235257429073e-09,4.9015281779748397e-17,6.983503696331118e-09,5.840851668890604e-08,8.427136031946251e-08,7.022659290341343e-10,4.4458378537152097e-10,7.336501383134536e-10,6.684345043362248e-11
3.4770091982099088e-06,0.11224537244220396,0.0,0.0,0.0,0.0,0.3299977873646673,0.6699978224186901,2.1275630541490725e-06,2.0744422873750587e-06,1.656615889946446e-08,2.365963789958953e-09,5.244110241572055e-17,7.490619817407144e-09,6.670869412786204e-08,9.68192326374918e-08,8.579464129654801e-10,4.7589377201498e-10,7.848778452833613e-10,8.153258844704726e-11
3.6988107943736483e-06,0.11224537260130485,0.0,0.0,0.0,0.0,0.3299976376459921,0.6699976788486316,2.266964032192602e-06,2.2054534976008243e-06,1.765170705435076e-08,2.501527637729188e-09,5.58774658078601e-17,7.998523920518271e-09,7.556925478691997e-08,1.1024704992263528e-07,1.0353867063766335e-09,5.071658445230436e-10,8.360472221074605e-10,9.824038637797578e-11
4.142413986701127e-06,0.11224537296384932,0.0,0.0,0.0,0.0,0.32999733509352175,0.669997390004258,2.5470346030528402e-06,2.4669996973637264e-06,1.9832681124356683e-08,2.7721620537154165e-09,6.278146119460366e-17,9.016663192981803e-09,9.497786361547975e-08,1.3974794065627224e-07,1.4615439733407306e-09,5.695964251471916e-10,9.38211274499678e-10,1.3824235144927224e-10
4.541656859795858e-06,0.11224537333966259,0.0,0.0,0.0,0.0,0.3299970592394837,0.6699971280923348,2.800524190716125e-06,2.7018494092652336e-06,2.180666151610015e-08,3.0151717482204547e-09,6.903020651701142e-17,9.93560061597772e-09,1.1437789654348914e-07,1.69321636967961e-07,1.9346429682815133e-09,6.256547308037965e-10,1.0299601580201191e-09,1.8248151886545432e-10
4.940899732890589e-06,0.11224537376124372,0.0,0.0,0.0,0.0,0.32999678000981086,0.6699968643212142,3.0553422916701974e-06,2.936186902808031e-06,2.3790985953338457e-08,3.2576508729288093e-09,7.531169649396956e-17,1.0856961847587272e-08,1.356178108720902e-07,2.0176705538522367e-07,2.5018830319835288e-09,6.815908880443292e-10,1.1215211759943553e-09,2.353343813293091e-10
5.34014260598532e-06,0.11224537422747098,0.0,0.0,0.0,0.0,0.3299964973988568,0.6699965986814694,3.3114669543641197e-06,3.170013266454893e-06,2.5785483463398564e-08,3.4996005538688213e-09,8.162538990192558e-17,1.1780697265101329e-08,1.5870640262065052e-07,2.370916822988168e-07,3.1723581547064755e-09,7.374051526174294e-10,1.212894749644575e-09,2.9758630364261816e-10
5.7393854790800505e-06,0.11224537473720922,0.0,0.0,0.0,0.0,0.3299962114011305,0.6699963311638344,3.5688759875862917e-06,3.403329587430574e-06,2.7789981207319645e-08,3.741021915909847e-09,8.797073960948893e-17,1.2706756783436748e-08,1.836523030132976e-07,2.753028487399192e-07,3.955285301519062e-09,7.930977835816982e-10,1.3040813007341014e-09,3.700269000038002e-10
6.138628352174781e-06,0.11224537528931029,0.0,0.0,0.0,0.0,0.32999592201129896,0.6699960617592062,3.827546965544283e-06,3.636136951785292e-06,2.980430451942424e-08,3.981916082828256e-09,9.434719270269534e-17,1.3635089786842245e-08,2.1046397682243012e-07,3.164077287197333e-07,4.860001957977221e-09,8.486690404453345e-10,1.395081250932821e-09,4.5344995914177664e-10
6.537871225269512e-06,0.11224537588261323,0.0,0.0,0.0,0.0,0.32999562922418846,0.6699957904586464,4.0874572331083216e-06,3.86843644445819e-06,3.182827694816431e-08,4.222284177373376e-09,1.007541906143072e-16,1.4565645048512395e-08,2.3914972075116386e-07,3.6041333761900195e-07,5.8959635999727315e-09,9.0411917988104e-10,1.4858950216079969e-09,5.48653368593781e-10
6.937114098364243e-06,0.11224537651594461,0.0,0.0,0.0,0.0,0.32999533303478534,0.6699955172533829,4.34858391102901e-06,4.100229149340692e-06,3.386172029676337e-08,4.462127321333272e-09,1.0719116925246905e-16,1.5498370808687683e-08,2.6971766185619e-07,4.0732653045168423e-07,7.072741091451022e-09,9.594484580939687e-10,1.5765230343602013e-09,6.564390381845522e-10
7.336356971458974e-06,0.11224537718811876,0.0,0.0,0.0,0.0,0.32999503343823894,0.6699952421348109,4.610903901303495e-06,4.3315161493395924e-06,3.590445466501441e-08,4.701446635600203e-09,1.136575591330208e-16,1.6433214840001337e-08,3.0217575601680226e-07,4.5715400018860337e-07,8.400018015032696e-09,1.0146571327129226e-09,1.6669657110539123e-09,7.776128228908367e-10
7.735599844553705e-06,0.11224537789793812,0.0,0.0,0.0,0.0,0.3299947304298617,0.6699949650944941,4.874393892794011e-06,4.562298526440007e-06,3.795629849304565e-08,4.9402432402359e-09,1.2015278551804035e-16,1.7370124409551815e-08,3.365317864447889e-07,5.099022762290753e-07,9.887587931685314e-09,1.0697454609996054e-09,1.7572234734479103e-09,9.12984444893832e-10
8.134842717648436e-06,0.11224537864419366,0.0,0.0,0.0,0.0,0.3299944240051314,0.6699946861241675,5.1390303669641264e-06,4.792577361768217e-06,4.0017068606003054e-08,5.178518254536673e-09,1.2667626855728966e-16,1.8309046264384192e-08,3.7279336223464825e-07,5.655777228869904e-07,1.1545351568652066e-08,1.1247136988810716e-09,1.8472967432946446e-09,1.0633674147674539e-09
8.534085590743167e-06,0.11224537942566494,0.0,0.0,0.0,0.0,0.32999411415969215,0.6699944052157376,5.4047896036853725e-06,5.022353735654419e-06,4.2086580259278866e-08,5.416272797098374e-09,1.332274234313872e-16,1.9249926683050833e-08,4.1096791695496526e-07,6.241865378486545e-07,1.338331393690976e-08,1.1795621023014033e-09,1.937185942598928e-09,1.2295789518161692e-09
8.933328463837898e-06,0.11224538024112066,0.0,0.0,0.0,0.0,0.3299938008893554,0.6699941223612843,5.67164768720457e-06,5.251628727695213e-06,4.416464718499167e-08,5.653507985881058e-09,1.3980566049894315e-16,2.0192711502746908e-08,4.51062707283551e-07,6.857347506998455e-07,1.5411581381567456e-08,1.2342909277005315e-09,2.0268914934968217e-09,1.4124399036405736e-09
9.332571336932629e-06,0.11224538108931888,0.0,0.0,0.0,0.0,0.3299934841901023,0.6699938375530614,5.9395805122826976e-06,5.4804034168158195e-06,4.6251081639804495e-08,5.89022493827328e-09,1.4641038544793147e-16,2.1137346106270587e-08,4.930848116879972e-07,7.502282215393335e-07,1.7640358567729576e-08,1.2889004310780624e-09,2.116413818123108e-09,1.6127746649708282e-09
9.73181421002736e-06,0.1122453819690074,0.0,0.0,0.0,0.0,0.3299931640580837,0.6699935507834985,6.208563790435241e-06,5.7086788813319836e-06,4.8345694453532e-08,6.126424771156066e-09,1.5304099944955747e-16,2.208377543156076e-08,5.370411291524789e-07,8.176726396141911e-07,2.0079945403235025e-08,1.3433908678342126e-09,2.2057533387542744e-09,1.8314110957829171e-09
9.999999999999997e-06,0.11224538287892417,0.0,0.0,0.0,0.0,0.3299929470846147,0.669993357045112,6.389827112245238e-06,5.861739950009731e-06,4.975721795704908e-08,6.2847988945882975e-09,1.5750925603848818e-16,2.2720506013720938e-08,5.676575615502682e-07,8.646371510536009e-07,2.1842262304515884e-08,1.3799273269350172e-09,2.26566347636733e-09,1.988968636204969e-09
1.013105708312209e-05,0.11224538287892417,0.0,0.0,0.0,0.0,0.3299928404896222,0.6699932620452027,6.478573056270798e-06,5.93645619901152e-06,5.0448295078511213e-08,6.362108600966416e-09,1.5969689931454343e-16,2.3031944005491076e-08,5.829383779510394e-07,8.880735219760783e-07,2.2740733899363347e-08,1.3977624934396166e-09,2.2949104778848363e-09,2.0691804386978762e-09
1.0530299956216821e-05,0.1122453838177975,0.0,0.0,0.0,0.0,0.3299925134812125,0.6699929713309586,6.749583673969602e-06,6.1637364471355224e-06,5.255869164006442e-08,6.5972775437604255e-09,1.6637747765287322e-16,2.3981795959608113e-08,6.307830944679029e-07,9.614362122030584e-07,2.5633204971196963e-08,1.4520155634736873e-09,2.3838856581238016e-09,2.326917235671351e-09
1.1328785702406283e-05,0.11224538577728135,0.0,0.0,0.0,0.0,0.32999184913139734,0.6699923839466606,7.294509609572738e-06,6.6168100417708375e-06,5.6802098750954516e-08,7.066075230993517e-09,1.7981022017296825e-16,2.5886324586537743e-08,7.323401601275469e-07,1.1170675160505674e-06,3.215554327352041e-08,1.5601670575695832e-09,2.56129183305668e-09,2.905647349993446e-09
1.2047422873976799e-05,0.11224538762690783,0.0,0.0,0.0,0.0,0.329991239420348,0.6699918484743489,7.788117174934107e-06,7.022887098519867e-06,6.06458770347338e-08,7.486243426586318e-09,1.9197791529231144e-16,2.76055892815897e-08,8.304636688458932e-07,1.267315085232065e-06,3.892485049668691e-08,1.6571005016586555e-09,2.7203393337498714e-09,3.503229837898442e-09
1.2766060045547315e-05,0.11224538955017774,0.0,0.0,0.0,0.0,0.329990618517351,0.6699913064960014,8.284578904055004e-06,7.427370387913073e-06,6.451187499248261e-08,7.904760734304704e-09,2.042159480327654e-16,2.932942241644115e-08,9.349901991602034e-07,1.4272339621417366e-06,4.661152147362495e-08,1.7536537922532933e-09,2.8788038674983197e-09,4.1786275209772095e-09
