Time (s),Volume (m^3),Ar,He,Ne,N2,methane(1),oxygen(2),CH3(5),HO2(7),CH3O2(12),H(6),CH3O2(19),OH(D)(9),CH2O(25),H2O(35),CC(14),O(T)(10),OO(11),CHO(34),CHO3(63),CHO3(75),CO2(114),COO(15),CH3O(17),C2H5(58),C2H4(166),CHO3(116),CHO2(70),C3H7(186),C2H5O(189),C2H3(183),C#C(234),C2H2(247),C3H5(249),S(250),C2H2O(255),C2H2O(276),C2H2O(282),S(407),S(416),S(492),S(435),CH2(T)(8),S(434),C3H6(211),C3H6(209)
0.002380902019739979,0.11169774660683533,0.0,0.0,0.0,0.0,0.2774352516715525,0.6207900539404697,0.00028511117386512076,0.0010404389716023679,2.06689560309882e-06,1.194430603449255e-06,6.570726189248159e-15,6.440669293831865e-06,0.006122247292650531,0.058485725170223005,0.009702216284993397,3.827598087745527e-07,8.932130496915561e-07,1.6940155302093584e-06,1.1652821130669281e-05,6.608986993570112e-14,0.015837153598203466,4.301821843839354e-09,1.523730500651982e-08,2.7036991671376e-07,0.004846627875375746,9.826798021846565e-14,1.0105529529745655e-13,2.801522643465939e-09,1.9291096175380087e-09,1.5973923440357166e-08,0.0004407140385484114,2.9226524532603973e-10,2.964409625937251e-10,1.2483885332462035e-14,2.644939551327693e-13,2.820454462602839e-12,7.312325325936891e-06,2.765663949553404e-12,7.466342441499217e-11,2.9844470030651493e-11,3.3307050761645217e-14,2.9394827789686925e-07,1.588647996111368e-17,8.340831211558338e-14,0.00010339378330696975
0.002392801101492778,0.11169543218036722,0.0,0.0,0.0,0.0,0.2769280585177379,0.620235503949303,0.000285614390036226,0.0010456405848961899,2.0687368719360517e-06,1.2015861871926103e-06,6.57721625204287e-15,6.4831081743926955e-06,0.006141489960419215,0.059157826444525184,0.009749595543616239,3.8441349701835803e-07,8.99564090876877e-07,1.7068629823068371e-06,1.173096351000059e-05,6.653306066508255e-14,0.01604057714769423,4.331025193370454e-09,1.5335490771585104e-08,2.739500191954501e-07,0.004925101096601775,1.0018810378796378e-13,1.0289407013232636e-13,2.8521820868027298e-09,1.973302447863483e-09,1.6353054298043384e-08,0.00045222081629545146,2.9989611463702594e-10,3.0477161880002687e-10,1.2874140807282356e-14,2.727476983315432e-13,2.9084689763123392e-12,7.510078006138381e-06,2.837979299202166e-12,7.706757084959137e-11,3.079927581824677e-11,3.437220440440981e-14,2.9943165371853963e-07,1.639473114384817e-17,8.598464527069691e-14,0.00010632813391110288
0.002404700183245577,0.1116931571146544,0.0,0.0,0.0,0.0,0.2764188354379118,0.6196775696433219,0.0002861111129221998,0.001050817791941512,2.0705126712990694e-06,1.2087339857395795e-06,6.583511089652086e-15,6.525541753875044e-06,0.006160477351464093,0.0598341586215831,0.009796434414370477,3.8606494797773527e-07,9.058953075134615e-07,1.7196966370028848e-06,1.1808787997305956e-05,6.697444845043388e-14,0.016245420209451005,4.360103769960084e-09,1.543323946979443e-08,2.775484025565858e-07,0.005004219511380737,1.0213374712274935e-13,1.0475531158995907e-13,2.903322244713611e-09,2.018166604730389e-09,1.6738609057143916e-08,0.00046394939655235184,3.0767407516764076e-10,3.132757188396501e-10,1.3273704694034142e-14,2.8119798804467395e-13,2.998579380997263e-12,7.711767631622815e-06,2.911633516940197e-12,7.953073442087225e-11,3.177834129480428e-11,3.546449385211776e-14,3.049934537545516e-07,1.6915895932632188e-17,8.862820795692498e-14,0.00010933293771153043
0.0024165992649983763,0.11169092176185795,0.0,0.0,0.0,0.0,0.27590760039045975,0.6191162629569348,0.0002866013159682128,0.0010559697597096733,2.072222904770621e-06,1.2158730970377008e-06,6.5896104483103965e-15,6.567965459611256e-06,0.006179208508814603,0.06051470775739248,0.009842727927072546,3.87714023982768e-07,9.122053908085587e-07,1.7325147148863738e-06,1.1886281286326477e-05,6.741395782431908e-14,0.016451679136660263,4.38905166726406e-09,1.553053144001491e-08,2.811646125931008e-07,0.005083977141776462,1.0410498480791875e-13,1.0663904388069216e-13,2.9549384962777663e-09,2.063703210417228e-09,1.713062711449752e-08,0.00047590200263206253,3.1560060133680303e-10,3.219551147769521e-10,1.3682700640314122e-14,2.8984743348515597e-13,3.0908135002289726e-12,7.917435289884267e-06,2.986636891292523e-12,8.205373215234455e-11,3.278204620713014e-11,3.6584347527593386e-14,3.1063369244623016e-07,1.745017646910639e-17,9.134028534924176e-14,0.00011240954651340222
0.0024284983467511754,0.11168872646160585,0.0,0.0,0.0,0.0,0.2753943716771394,0.6185515963832269,0.0002870849726698476,0.0010610956508964738,2.073867480984616e-06,1.2230026084471198e-06,6.595514084185771e-15,6.61037464537143e-06,0.006197682495418145,0.06119945918733295,0.009888471259182147,3.893605848577237e-07,9.18493020667523e-07,1.7453154136413813e-06,1.1963429979321519e-05,6.785151280045533e-14,0.016659350078889412,4.417862944404063e-09,1.5627346906249046e-08,2.847981834085817e-07,0.005164367788395239,1.0610188457736091e-13,1.0854528435493289e-13,3.0070260040017746e-09,2.109913116320774e-09,1.752914607221624e-08,0.0004880808302320247,3.2367714924984834e-10,3.308116299461918e-10,1.4101250676092826e-14,2.9869861002140553e-13,3.1851987966742056e-12,8.127121590520018e-06,3.062999431657634e-12,8.463737141119308e-11,3.381076801959919e-11,3.7732191439631763e-14,3.1635235154030744e-07,1.799777367999392e-17,9.412216863453852e-14,0.00011555932687675174
0.0024403974285039745,0.11168657154501312,0.0,0.0,0.0,0.0,0.27487916794287987,0.6179835829767004,0.0002875620566033521,0.0010661946243457623,2.0754463138794703e-06,1.230121597098701e-06,6.6012217640252875e-15,6.652764592429335e-06,0.006215898394622738,0.06188839752210614,0.009933659737086506,3.9100448797749436e-07,9.247568663213138e-07,1.758096908337561e-06,1.2040220590164196e-05,6.82870368912693e-14,0.016868428980716724,4.446531628941924e-09,1.5723665987551317e-08,2.8844863747238995e-07,0.005245385031559124,1.081245071689777e-13,1.1047404337449029e-13,3.0595797141274084e-09,2.1567968981022774e-09,1.7934201683105088e-08,0.0005004880460781937,3.319051557992948e-10,3.398470574211428e-10,1.4529475089950012e-14,3.077540565821533e-13,3.2817623444219185e-12,8.340866640472442e-06,3.140730859416727e-12,8.728244910653065e-11,3.486488160213748e-11,3.8908448835379796e-14,3.2214937987853467e-07,1.8558887111013652e-17,9.697515429080364e-14,0.00011878365974985692
0.0024522965102567735,0.11168445733121689,0.0,0.0,0.0,0.0,0.27436200817610884,0.6174122363568328,0.00028803254145374596,0.0010712658354488337,2.076959322927931e-06,1.237229130216307e-06,6.60673326572023e-15,6.695130510581541e-06,0.0062338553107039955,0.0625815066426551,0.009978288837583732,3.9264558831074997e-07,9.309955869068709e-07,1.770857351807222e-06,1.2116639549100984e-05,6.872045313489158e-14,0.017078911580056522,4.475051719880547e-09,1.5819468708026173e-08,2.921154856573021e-07,0.005327022232115284,1.1017290612912521e-13,1.1242532417433185e-13,3.112594356882755e-09,2.2043548490992537e-09,1.8345827786068712e-08,0.0005131257865666096,3.402860377639831e-10,3.4906315849971005e-10,1.496749229699533e-14,3.1701627288694715e-13,3.3805307994505126e-12,8.558710019265687e-06,3.219840599430193e-12,8.998975083526236e-11,3.594475890088375e-11,4.011353983368036e-14,3.2802469308594343e-07,1.913371475157312e-17,9.990054333977045e-14,0.00012208394012561515
0.002476094673762372,0.11168035223437212,0.0,0.0,0.0,0.0,0.27332189821967817,0.6162596008033877,0.0002889536093164686,0.0010813215772366262,2.079787576170087e-06,1.2514060510999827e-06,6.617166904555968e-15,6.779770749250228e-06,0.006268988718600403,0.0639801690828828,0.010065851574984361,3.9591878871944036e-07,9.433922425044649e-07,1.7963075887183179e-06,1.2268307849297544e-05,6.958065206117418e-14,0.017504069778672877,4.531621990942636e-09,1.6009444744068278e-08,2.994963502929535e-07,0.0054921288552758525,1.143472104205073e-13,1.163954276310831e-13,3.2199842815814534e-09,2.301492987850898e-09,1.918891689823696e-08,0.0005391012273477724,3.5751198914295973e-10,3.6804425855544415e-10,1.587336860873247e-14,3.3617080131043885e-13,3.5847867914224152e-12,9.006847297647337e-06,3.3822311824040106e-12,9.559410719997998e-11,3.818327581778095e-11,4.26118852457258e-14,3.400096690432836e-07,2.0325295775533022e-17,1.059737538572982e-13,0.00012891799154596758
0.0024998928372679708,0.11167641350404782,0.0,0.0,0.0,0.0,0.27227420060058183,0.6150938101210895,0.00028984796878905725,0.0010912560657115196,2.0823517146800892e-06,1.2655257235269922e-06,6.6268134644428215e-15,6.864255658970672e-06,0.00630307599356982,0.06539530275751998,0.010151126352499491,3.991789795062339e-07,9.55672082074665e-07,1.8216509241669723e-06,1.241832487084369e-05,7.043148565464267e-14,0.017934786377156894,4.587525289745341e-09,1.6197113679312876e-08,3.0693663508116073e-07,0.005659630185271012,1.1862507578622016e-13,1.2045547313754707e-13,3.329149308740139e-09,2.4013240249789443e-09,2.005864357099167e-08,0.0005660235847661997,3.753659006079199e-10,3.877683258866652e-10,1.6819784487794446e-14,3.561813045370099e-13,3.798170545699522e-12,9.471838559059584e-06,3.550240321063837e-12,1.0145646679665993e-10,4.052922311111502e-11,4.5230511834824785e-14,3.5230593017724923e-07,2.1574062752729735e-17,1.1235226979500527e-13,0.00013607290826134989
0.0025236910007735694,0.11167264328956521,0.0,0.0,0.0,0.0,0.27121907962040964,0.6139149939718449,0.00029071541566104333,0.0011010624617153139,2.0846513136799536e-06,1.2795803639344942e-06,6.6356716178476014e-15,6.948544480597774e-06,0.006336110782270268,0.06682675191940089,0.010234082552336092,4.024249187875266e-07,9.678240797135552e-07,1.8468718397718127e-06,1.2566579645046037e-05,7.127232454802377e-14,0.018371019662259312,4.642712886090693e-09,1.6382313308167948e-08,3.1443201747990214e-07,0.005829465298836623,1.2300665499316725e-13,1.2460521697729063e-13,3.4400395407002523e-09,2.5038395897169516e-09,2.0955203520260907e-08,0.0005939087172292663,3.938582888681431e-10,4.082481481959738e-10,1.7807606365750888e-14,3.7706608684779226e-13,4.020877251587331e-12,9.953978884718735e-06,3.723931864877989e-12,1.0758261998737272e-10,4.298543659715127e-11,4.797262945020844e-14,3.649115803286663e-07,2.288152520872096e-17,1.1904658253846873e-13,0.0001435603175087984
0.002547489164279168,0.11166904355398306,0.0,0.0,0.0,0.0,0.2701567050747362,0.6127232913640337,0.0002915557498170152,0.0011107339117062593,2.0866860562829786e-06,1.2935620653009041e-06,6.643740262522894e-15,7.032595449392364e-06,0.006368087123142973,0.06827434870223216,0.010314692097547682,4.056553312343946e-07,9.798371114285927e-07,1.8719545201674373e-06,1.271296044679331e-05,7.210253508394015e-14,0.018812724459535062,4.697135892729076e-09,1.6564880905641593e-08,3.2197799821779347e-07,0.00600156986853551,1.274919701499003e-13,1.288442895486887e-13,3.552601682393297e-09,2.6090262883895094e-09,2.187875615224587e-08,0.0006227718655956931,4.129992610974907e-10,4.2949585564756404e-10,1.8837657931037632e-14,3.9884255741044176e-13,4.253092553270361e-12,1.0453552504440126e-05,3.9033641110741995e-12,1.1397809325824055e-10,4.5554672424374586e-11,5.0841361193190214e-14,3.7782417066671823e-07,2.42491502622214e-17,1.2606717792586982e-13,0.00015139203210335353
0.0025712873277847666,0.11166561606855058,0.0,0.0,0.0,0.0,0.26908725222384317,0.6115188507155048,0.0002923687760838211,0.0011202635625227992,2.088455739932772e-06,1.3074628106143864e-06,6.6510185378569805e-15,7.116365853677923e-06,0.006398999466590099,0.06973791302374595,0.010392929486856613,4.088689101243394e-07,9.916999790910548e-07,1.8968828768954694e-06,1.2857355014729165e-05,7.292148056363597e-14,0.019259852093911616,4.7507453765764434e-09,1.6744653598134576e-08,3.295699058393869e-07,0.006175876219865478,1.3208090791959139e-13,1.3317219198684724e-13,3.6667790861869235e-09,2.716865561007551e-09,2.2829422774820743e-08,0.0006526276098462784,4.327984862000379e-10,4.515228718628514e-10,1.9910715817285234e-14,4.2152713983656186e-13,4.494991585369816e-12,1.0970832004384077e-05,4.088589554209763e-12,1.2064812111810587e-10,4.8239595721808535e-11,5.3839730733908885e-14,3.9104069618917536e-07,2.5678356582593013e-17,1.3342450757565917e-13,0.00015958003437651055
0.002595085491290365,0.11166236241020411,0.0,0.0,0.0,0.0,0.26801090175075504,0.6103018298993542,0.0002931543050901682,0.0011296445765771558,2.0899602828325025e-06,1.3212744869736895e-06,6.657505841536128e-15,7.199812097641807e-06,0.00642884269569469,0.07121725251126089,0.010468771825288756,4.1206431952116433e-07,1.00340143536487e-06,1.9216405742186353e-06,1.299965078173364e-05,7.372852255416925e-14,0.01971235035554706,4.803492472347819e-09,1.692146874250463e-08,3.372029018332047e-07,0.0063523133975905985,1.3677321491071543e-13,1.3758829295876557e-13,3.78251180482076e-09,2.827333548749869e-09,2.3807284855203034e-08,0.0006834898262117284,4.53265166378836e-10,4.743398652272356e-10,2.1027505290458675e-14,4.451351817034831e-13,4.746738008121158e-12,1.150607754223861e-05,4.2796546441384694e-12,1.2759761794881754e-10,5.104276921186339e-11,5.69706495870623e-14,4.045575927240848e-07,2.7170508328448544e-17,1.4112895935385356e-13,0.0001681364587232944
0.0026188836547959638,0.11165928395788297,0.0,0.0,0.0,0.0,0.26692783970626804,0.6090723962714834,0.0002939121541379199,0.0011388701473952745,2.0911997301389634e-06,1.334988900435994e-06,6.6632018459551216e-15,7.282889770398708e-06,0.006457612147317045,0.07271216245103428,0.01054219885034641,4.1524019660603685e-07,1.0149302098864122e-06,1.9462110570190865e-06,1.3139735117398661e-05,7.452302226362903e-14,0.020170163471446106,4.855328501399477e-09,1.7095164322378795e-08,3.448719866636045e-07,0.006530807241244093,1.4156849336247844e-13,1.4209182585702757e-13,3.899736658768948e-09,2.9404009783078835e-09,2.4812382365839774e-08,0.0007153716450287361,4.744080091876231e-10,4.979567012899121e-10,2.2188695971816082e-14,4.696808648127383e-13,5.008483050407487e-12,1.2059536074868895e-05,4.476599556854651e-12,1.348311500202181e-10,5.3966641660273215e-11,6.023690418640765e-14,4.183707371558322e-07,2.8726908999536786e-17,1.4919082656089427e-13,0.0001770735727965236
0.0026426818183015624,0.11165638189000696,0.0,0.0,0.0,0.0,0.2658382574395642,0.6078307266772229,0.0002946421480757577,0.0011479335154907858,2.0921742600157945e-06,1.3485977915397828e-06,6.668106514613884e-15,7.365553720541742e-06,0.006485303633346712,0.07422242576495228,0.010613192952975874,4.1839515415688187e-07,1.0262750364166615e-06,1.9705775810555553e-06,1.3277495582636454e-05,7.53043419851655e-14,0.020633232083902383,4.906205092771715e-09,1.7265579352021455e-08,3.5257200660354e-07,0.00671128047055043,1.464661972432334e-13,1.4668188633573222e-13,4.018387313376916e-09,3.0560330647902375e-09,2.5844712229617574e-08,0.0007482854096344374,4.962352002711475e-10,5.22382396134681e-10,2.339489761919198e-14,4.951771166600752e-13,5.280364565712272e-12,1.2631440603899379e-05,4.679457978452557e-12,1.4235290783331877e-10,5.7013536521138764e-11,6.364114318241782e-14,4.3247544688533013e-07,3.0348795392474667e-17,1.5762027690084325e-13,0.00018640375732611298
0.002666479981807161,0.11165365718207036,0.0,0.0,0.0,0.0,0.2647423515135806,0.6065770074354973,0.00029534412019335387,0.0011568279845250691,2.092884189569062e-06,1.3620928514592696e-06,6.672220118740254e-15,7.4477581358883575e-06,0.006511913461961484,0.07574781301657385,0.010681739192980235,4.215277831767579e-07,1.037424680934985e-06,1.994723244981751e-06,1.3412820193092381e-05,7.60718465909551e-14,0.021101493236398986,4.95607430774371e-09,1.7432554291893008e-08,3.6029766128574196e-07,0.0068936527811170245,1.5146562859101834e-13,1.5135743019643928e-13,4.138394368977499e-09,3.1741894304009856e-09,2.690422685899268e-08,0.0007822426364893773,5.18754376920194e-10,5.47625071205088e-10,2.464665599823161e-14,5.216355237745375e-13,5.5625061080030416e-12,1.3222009442679123e-05,4.888256904414215e-12,1.5016667898500005e-10,6.018564037403168e-11,6.718586447260964e-14,4.46866485540825e-07,3.20373314457969e-17,1.6642731971832067e-13,0.00019613948454159794
0.0026902781453127596,0.11165111060466322,0.0,0.0,0.0,0.0,0.2636403236052555,0.6053114343004552,0.00029601791309371325,0.0011655469376777806,2.0933299803669044e-06,1.375465738780617e-06,6.675543252975112e-15,7.529456628640601e-06,0.00653743845876731,0.0772880824467078,0.01074782530890887,4.2463665565375486e-07,1.0483679705682344e-06,2.0186310243576613e-06,1.354559769224672e-05,7.682490508111726e-14,0.021574880367100844,5.004888766403904e-09,1.7595931470977492e-08,3.680435121075179e-07,0.00707784095005785,1.5656593434877969e-13,1.5611727171089395e-13,4.259685463021711e-09,3.294824045055712e-09,2.79908328249255e-08,0.0008172539766614245,5.419726025291394e-10,5.736919098862808e-10,2.5944448863929106e-14,5.490662473558082e-13,5.8550160321228086e-12,1.3831445506996559e-05,5.103016454748601e-12,1.5827582169228638e-10,6.348499203732462e-11,7.087340302157019e-14,4.615380619006954e-07,3.379360244494261e-17,1.7562177463555454e-13,0.0002062932952884267
0.002714076308818358,0.11164874272204464,0.0,0.0,0.0,0.0,0.2625323803908275,0.604034212400545,0.00029666337959869,0.0011740838541488868,2.0935122440050613e-06,1.3887080967958295e-06,6.678076852153216e-15,7.610602325428181e-06,0.006561875987679749,0.07884298003860159,0.01081144172246258,4.277203274647026e-07,1.0590938232090385e-06,2.0422838076016057e-06,1.3675717832439295e-05,7.75628921775663e-14,0.022053323310060664,5.0526017759406994e-09,1.7755555515060877e-08,3.7580399139527114e-07,0.007263758951209994,1.617661035980638e-13,1.609600823605173e-13,4.3821853829109146e-09,3.417885186973641e-09,2.9104389651493636e-08,0.0008533291788339622,5.658963420643545e-10,6.005891156091016e-10,2.728868208512215e-14,5.774779418900583e-13,6.157986625943041e-12,1.4459935632536003e-05,5.323749705988767e-12,1.666832391839796e-10,6.69134708314011e-11,7.470591763089286e-14,4.7648384804595664e-07,3.5618608774747224e-17,1.8521323596055635e-13,0.0002168777748462022
0.002737874472323957,0.11164655389130185,0.0,0.0,0.0,0.0,0.2614187334162217,0.602745556154496,0.00029728038356309635,0.0011824323257142641,2.093431746641212e-06,1.401811571242483e-06,6.679822204538879e-15,7.691147961753221e-06,0.0065852239713597395,0.08041223961352499,0.010872581537243058,4.3077734135689663e-07,1.0695912776667362e-06,2.0656644334125737e-06,1.3803071661894656e-05,7.828518995189585e-14,0.022536748304465913,5.099167459813088e-09,1.791127377764917e-08,3.8357341227056406e-07,0.007451318079568585,1.6706496524008804e-13,1.6588439001345352e-13,4.505816192403073e-09,3.5433154246768655e-09,3.024470875199964e-08,0.0008904770540464452,5.905314386814442e-10,6.283218728491071e-10,2.867968593779681e-14,6.068776772876293e-13,6.471493280072016e-12,1.510764992284241e-05,5.550462541311746e-12,1.7539135513077683e-10,7.047278737692e-11,7.868538071806301e-14,4.916969615778031e-07,3.751326102127872e-17,1.952110451395059e-13,0.0002279055276762086
0.0027616726358295554,0.1116445442617785,0.0,0.0,0.0,0.0,0.26029959895203925,0.6014456891633785,0.0002978688008723142,0.0011905860732735858,2.093089414838996e-06,1.4147678284743782e-06,6.680780972007494e-15,7.771045981161733e-06,0.006607480911083955,0.08199558295784233,0.010931240531722055,4.3380623012763254e-07,1.0798495242538497e-06,2.088755729845698e-06,1.3927551817464558e-05,7.899118948568955e-14,0.02302507801232171,5.144540888055707e-09,1.8062936775512894e-08,3.913459793542963e-07,0.007640427085214622,1.7246118619998326e-13,1.7088857858920302e-13,4.630497365338864e-09,3.671051622401085e-09,3.1411552518491254e-08,0.0009287054423659637,6.158830916230603e-10,6.568943089347783e-10,3.0117711595154195e-14,6.372708651241628e-13,6.795593701320647e-12,1.5774741131503266e-05,5.783153519994529e-12,1.8440209029559742e-10,7.416446967512434e-11,8.281356238899153e-14,5.071700358535251e-07,3.9478372562438624e-17,2.0562424466814421e-13,0.00023938915079785997
0.002785470799335154,0.11164271377538415,0.0,0.0,0.0,0.0,0.25917519783383186,0.6001348440784849,0.000298428519936838,0.0011985389633035989,2.092486336967315e-06,1.427568573925926e-06,6.680955191226025e-15,7.8502486373631e-06,0.006628645905754418,0.08359271998203706,0.010987417146149179,4.368055196907499e-07,1.0898579356129737e-06,2.1115405547323637e-06,1.404905282032148e-05,7.968029254756901e-14,0.023518231544840635,5.188678205016585e-09,1.8210398613954246e-08,3.991157999383624e-07,0.00783099231552435,1.7795327014678467e-13,1.7597088820292415e-13,4.756145939039406e-09,3.801024968922029e-09,3.2604633583436425e-08,0.0009680211816882162,6.419558355288631e-10,6.863094622486475e-10,3.160292784351832e-14,6.686611896037083e-13,7.1303271765215304e-12,1.646134408184908e-05,6.021813767167403e-12,1.9371684059255734e-10,7.798986161581914e-11,8.709202938574716e-14,5.22895084932437e-07,4.151465877348294e-17,2.1646157614571522e-13,0.0002513412067660746
0.002802254891993539,0.11164153038114354,0.0,0.0,0.0,0.0,0.25837914819145924,0.5992038755743958,0.0002988059613237244,0.0012040238573551966,2.091904885430204e-06,1.4364985510583748e-06,6.680607598195873e-15,7.905663684972156e-06,0.006642916102054849,0.08472726170658955,0.011025544475574049,4.389022236853053e-07,1.0967606603944089e-06,2.1274164183957264e-06,1.4132896056858137e-05,8.015581647480616e-14,0.023868892255498396,5.219040361769402e-09,1.8311795377145466e-08,4.045907188134042e-07,0.007966215710543074,1.8188341547964833e-13,1.7960123129750376e-13,4.84529749448276e-09,3.8939962005531824e-09,3.3461672278609366e-08,0.0009964063840093088,6.60779851652729e-10,7.075628785785862e-10,3.2678830025809265e-14,6.91400507332679e-13,7.372809883321093e-12,1.6957380399533362e-05,6.1937142419576286e-12,2.0046953846673344e-10,8.076881518637808e-11,9.020059848810773e-14,5.341325228421825e-07,4.299391760447892e-17,2.2436438454840685e-13,0.0002600590808724239
0.0028168545895569893,0.11164057324409637,0.0,0.0,0.0,0.0,0.25768472485448396,0.5983897942776495,0.0002991226080045363,0.0012087096521679007,2.091294521615244e-06,1.4441978498066248e-06,6.679989628058497e-15,7.953552962970433e-06,0.006654887311735095,0.08571951939278234,0.011057706786161806,4.40713074246689e-07,1.1026569516680615e-06,2.1410905764954934e-06,1.4204552797577275e-05,8.056222368923375e-14,0.024175809006332052,5.244922343055016e-09,1.839820107572824e-08,4.093479186025488e-07,0.008084363869482372,1.8533968381374555e-13,1.827893790141868e-13,4.923179391586848e-09,3.975720894238856e-09,3.42175441019354e-08,0.0010215409048643393,6.774481360825439e-10,7.263921785391093e-10,3.363383432886009e-14,7.115846282420479e-13,7.58804502497348e-12,1.7396826815486235e-05,6.34564437717435e-12,2.0646683147076001e-10,8.324091351809668e-11,9.296625006927087e-14,5.440035894787016e-07,4.4309834979673906e-17,2.3141582577901224e-13,0.000267840288033523
0.0028314542871204396,0.11163968318287217,0.0,0.0,0.0,0.0,0.2569885182473532,0.5975717969166394,0.0002994283766516972,0.0012133147408388005,2.0905872173818323e-06,1.4518314758528224e-06,6.679078749663359e-15,8.001138817097333e-06,0.006666447663026976,0.08671669872437907,0.01108893723325571,4.425114956702203e-07,1.1084502642212713e-06,2.154634559507862e-06,1.427499955935199e-05,8.09617684231017e-14,0.024484465655513966,5.270302631748734e-09,1.8482904328107883e-08,4.1409882815664685e-07,0.008202975240561645,1.8883049077070122e-13,1.8600518853884712e-13,5.001349819118165e-09,4.058219520191262e-09,3.4982967621250355e-08,0.0010470891374504603,6.943907788294781e-10,7.455396730975722e-10,3.460662281585371e-14,7.321446512814621e-13,7.807288631922458e-12,1.7843707607266332e-05,6.499802562459554e-12,2.1257897123282687e-10,8.576421530898494e-11,9.578950600629572e-14,5.539618719048404e-07,4.5653008362581375e-17,2.386339871829601e-13,0.00027580864853473123
0.00284605398468389,0.11163886003608775,0.0,0.0,0.0,0.0,0.2562905823807534,0.596749943484754,0.0002997232517108215,0.0012178378359656138,2.089783346547953e-06,1.4593975700052106e-06,6.677875724470007e-15,8.048410241996452e-06,0.006677597404826959,0.0877187244658712,0.011119237344026178,4.4429714758038613e-07,1.114138321256462e-06,2.1680444928141713e-06,1.4344213784150696e-05,8.135432273675296e-14,0.02479484102502937,5.295172059201475e-09,1.8565874646886167e-08,4.1884203481960695e-07,0.00832202669703271,1.923553725467124e-13,1.8924815125254821e-13,5.079788091736398e-09,4.141472198651285e-09,3.5757839921388484e-08,0.00107305189720782,7.116083206633154e-10,7.650052303799709e-10,3.559717084078005e-14,7.530800929313449e-13,8.030535548114645e-12,1.829804021373957e-05,6.6561812724420695e-12,2.1880587323035523e-10,8.833887076028889e-11,9.86705495408669e-14,5.64005235763934e-07,4.7023517710773495e-17,2.46020575112265e-13,0.0002839669952922007
0.00286065368224734,0.1116381036121545,0.0,0.0,0.0,0.0,0.25559097180130963,0.5959242951480856,0.00030000722004550897,0.0012222776795389697,2.0888833094965607e-06,1.4668942890567898e-06,6.676381381806105e-15,8.09535626715737e-06,0.006688336879702934,0.08872551983539066,0.011148609006644957,4.4606969059712785e-07,1.1197188888089704e-06,2.181316529373068e-06,1.4412173344440161e-05,8.173976113213004e-14,0.025106913461762796,5.319521678670679e-09,1.864708228683414e-08,4.2357611920124173e-07,0.008441494863079846,1.959138419867284e-13,1.9251773892395174e-13,5.158473268393287e-09,4.2254582876098794e-09,3.6542050829446307e-08,0.0010994298438150032,7.291011990585316e-10,7.847885484926304e-10,3.6605440634864006e-14,7.743901943946599e-13,8.257777682051348e-12,1.875983927456959e-05,6.814771900461938e-12,2.251473687499153e-10,9.096500610015018e-11,1.0160953796902405e-13,5.741314331013992e-07,4.8421430220697946e-17,2.535772581971682e-13,0.0002923181398842216
0.0028737934100544456,0.11163747969945964,0.0,0.0,0.0,0.0,0.2549599359021481,0.5951780184882822,0.0003002534577419143,0.001226201343755487,2.087991406472319e-06,1.4735805115175605e-06,6.674788148998192e-15,8.137320457037718e-06,0.006697651988694876,0.08963564900825667,0.011174251529770238,4.476534918650326e-07,1.124647686630028e-06,2.1931403085709636e-06,1.4472246304691987e-05,8.208047002337513e-14,0.02538921137101152,5.34098471890995e-09,1.871863819660559e-08,4.2782781908462083e-07,0.008549352989368375,1.9914476138320105e-13,1.9548267987726605e-13,5.229483588772287e-09,4.301655185475854e-09,3.725572835979709e-08,0.0011235253984020156,7.45080479499416e-10,8.028648451799853e-10,3.752799358162521e-14,7.938887669053767e-13,8.465702418293511e-12,1.9181852057394548e-05,6.959386669920978e-12,2.3095248360763215e-10,9.337264081718962e-11,1.0430429470545518e-13,5.833139073552976e-07,4.9703033142579514e-17,2.6052509179006884e-13,0.000300001316469692
0.002886933137861551,0.11163690947616367,0.0,0.0,0.0,0.0,0.25432762857139923,0.5944287646415637,0.00030049084631748326,0.0012300557073490694,2.0870222826057978e-06,1.480207744111173e-06,6.672960370114872e-15,8.17900430611607e-06,0.006706635520650705,0.09054952004422526,0.011199145709662559,4.4922615576667126e-07,1.129486082851611e-06,2.204846546538575e-06,1.4531269980520223e-05,8.241522782369137e-14,0.025672849539510625,5.362013486392335e-09,1.878872236356754e-08,4.320699349358379e-07,0.00865751216405487,2.0240208690001072e-13,1.9846833126287664e-13,5.300661200842135e-09,4.378412754769634e-09,3.797678471522381e-08,0.0011479579181156005,7.612832227482396e-10,8.211976892053109e-10,3.8464813415696356e-14,8.136890247062661e-13,8.676844202058072e-12,1.9609928876595346e-05,7.105777435647623e-12,2.36849969286798e-10,9.582209540276935e-11,1.0704614752009886e-13,5.925598898547125e-07,5.1006897126268074e-17,2.6761311937037434e-13,0.00030784493091288783
