Time (s),Volume (m^3),Ar,He,Ne,N2,methane(1),oxygen(2),CH3(5),HO2(7),CH3O2(12),H(6),CH3O2(19),OH(D)(9),CH2O(25),H2O(35),CC(14),O(T)(10),OO(11),CHO(34),CHO3(63),CHO3(75),CO2(114),COO(15),CH3O(17),C2H5(58),C2H4(166),CHO3(116),CHO2(70),C3H7(186),C2H5O(189),C2H3(183),C#C(234),C2H2(247),C3H5(249),S(250),C2H2O(255),C2H2O(276),C2H2O(282)
0.0004941858210159316,0.1122013675299317,0.0,0.0,0.0,0.0,0.3270915813479102,0.6678784801036047,0.0001332882714917465,0.00022724933912566356,1.0348942009739494e-06,2.390279482159619e-07,3.276016579375176e-15,1.051682858324394e-06,0.0010048005246092852,0.002253996735712895,0.0007351642483255914,1.2023673410671634e-07,1.0698025792647514e-07,1.3019096968650871e-07,9.587177171356998e-07,5.437439769744173e-15,0.00026163912351923426,4.383014682464672e-10,1.946896051698012e-09,3.491944839509444e-09,1.8014014090319685e-05,2.639004814928389e-16,8.1421129122529015e-16,5.1897117490263134e-12,1.1655311403081435e-12,1.1584200360453918e-11,9.972732465483336e-08,6.61354690447704e-14,3.056250391214157e-14,6.1424175868612365e-19,1.3240393704697406e-17,1.4119009813190173e-16,7.698555890164837e-10
0.0004957609447137219,0.11220111697854973,0.0,0.0,0.0,0.0,0.32707584827879294,0.6678668345566257,0.00013347940085409768,0.0002278480105712965,1.0363624350990568e-06,2.3966369740729e-07,3.2806643647035847e-15,1.0547197852128915e-06,0.0010092277141208394,0.0022672676919328182,0.0007394196792251518,1.2047201691666112e-07,1.0733384023607828e-07,1.3085075240605514e-07,9.635633815988913e-07,5.4649223211476365e-15,0.00026382585613244004,4.400840500702599e-10,1.9534463536743427e-09,3.520646226403368e-09,1.821739554577024e-05,2.668751243373448e-16,8.201978826345922e-16,5.2558422574330196e-12,1.182096546964096e-12,1.1741594541560426e-11,1.0138644282683515e-07,6.723573479555333e-14,3.1115582568394986e-14,6.261070994950793e-19,1.349704710119668e-17,1.4392694410793675e-16,7.872139022624856e-10
0.0004973360684115122,0.11220086583003014,0.0,0.0,0.0,0.0,0.3270600761305687,0.6678551563346687,0.00013367033893214807,0.00022844661374100118,1.0378290935953697e-06,2.402994248841298e-07,3.2853071623257093e-15,1.0577588920942434e-06,0.001013658610750803,0.002280578328767669,0.0007436857004687329,1.207071644994102e-07,1.0768781436460384e-07,1.3151180352331508e-07,9.684182018182768e-07,5.492456800116049e-15,0.00026602362375220044,4.418691990351595e-10,1.9600044315989885e-09,3.54950025510205e-09,1.8422423586728587e-05,2.6987428256748286e-16,8.262164398344996e-16,5.32260927315786e-12,1.1988476805642763e-12,1.1900654383150225e-11,1.0306784510050186e-07,6.835077853775673e-14,3.1676926369693423e-14,6.381641493908412e-19,1.3757867062132605e-17,1.467082206088168e-16,8.049068280082989e-10
0.0004989111921093024,0.11220061408465216,0.0,0.0,0.0,0.0,0.3270442648909124,0.667843445403725,0.0001338610868565531,0.0002290451513097814,1.0392941851055498e-06,2.4093513328141363e-07,3.289944999600008e-15,1.060800185985675e-06,0.001018093198517667,0.0022939286831944457,0.0007479623065516883,1.2094217801897582e-07,1.0804218175390962e-07,1.3217412267042385e-07,9.732821738794445e-07,5.520043184448693e-15,0.0002682324472047305,4.4365688441740566e-10,1.9665701872713938e-09,3.578507371234482e-09,1.8629106653491713e-05,2.728980674771305e-16,8.3226701686092875e-16,5.390017024930375e-12,1.2157860609823622e-12,1.2061392879552996e-11,1.0477176275071886e-07,6.948075364432569e-14,3.2246632443115895e-14,6.504153797543494e-19,1.4022907709492532e-17,1.4953450476909555e-16,8.229397606364112e-10
0.0005004863158070927,0.11220036174269447,0.0,0.0,0.0,0.0,0.3270284145474134,0.6678317017297442,0.0001340516457434491,0.00022964362591903505,1.0407577180691007e-06,2.4157082574336807e-07,3.294577903242655e-15,1.0638436737317463e-06,0.001022531461502044,0.0023073187922924747,0.0007522494919691384,1.211770586245518e-07,1.0839694381402869e-07,1.3283770946719382e-07,9.78155293926169e-07,5.54768145227459e-15,0.00027045234730740676,4.454471413494044e-10,1.9731437417839256e-09,3.6076680213842054e-09,1.8837453207948054e-05,2.759466335982933e-16,8.383498171096844e-16,5.4580698525936065e-12,1.2329133072741614e-12,1.222382321719729e-11,1.0649842879809461e-07,7.062581464590467e-14,3.2824801751514267e-14,6.628633820730302e-19,1.4292225712003697e-17,1.5240640088070882e-16,8.413181653025994e-10
0.0005020614395048829,0.11220010880443738,0.0,0.0,0.0,0.0,0.32701252508757783,0.6678199252786364,0.00013424201669442763,0.00023024204017839915,1.0422197008955966e-06,2.422065048807615e-07,3.2992058998743117e-15,1.0668893621518993e-06,0.0010269733838464562,0.0023207486932421903,0.0007565472512154489,1.2141180745067388e-07,1.0875210195883688e-07,1.3350256355314627e-07,9.830375581140183e-07,5.5753715817899e-15,0.0002726833448688446,4.4723994368388545e-10,1.979725012718129e-09,3.6369826523030983e-09,1.9047471733576446e-05,2.79020095994154e-16,8.444649072231551e-16,5.526772026933066e-12,1.2502309643466312e-12,1.2387958545593917e-11,1.0824807801788081e-07,7.178611723675227e-14,3.341153343852647e-14,6.755106866081825e-19,1.456587648553194e-17,1.5532449987559676e-16,8.600475786661574e-10
0.0005036365632026732,0.1121998552701611,0.0,0.0,0.0,0.0,0.3269965964988294,0.6678081160162728,0.00013443220079696069,0.0002308403966648188,1.0436801418068488e-06,2.428421737309665e-07,3.3038290155219826e-15,1.0699372579055475e-06,0.00103141894975405,0.002334218423323951,0.000760855578783706,1.2164642561745428e-07,1.091076575723801e-07,1.3416868456014035e-07,9.879289626496373e-07,5.603113551480235e-15,0.0002749254606889723,4.4903532213768934e-10,1.98631410580155e-09,3.6664517114885432e-09,1.9259170735454562e-05,2.821186072688375e-16,8.50612480297303e-16,5.5961279166500345e-12,1.2677406641150409e-12,1.25538121837854e-11,1.1002094694859051e-07,7.296181828045699e-14,3.4006930089551763e-14,6.883599314709315e-19,1.4843917736301917e-17,1.5828941710914007e-16,8.791336096258946e-10
0.0005052116869004635,0.11219960114014711,0.0,0.0,0.0,0.0,0.32698062876851086,0.667796273908484,0.00013462219912439887,0.00023143869792416197,1.0451390489866235e-06,2.4347783487567345e-07,3.3084472760915733e-15,1.072987367619574e-06,0.0010358681434883281,0.002347728019916843,0.0007651744691652069,1.2188091423073936e-07,1.0946361204116509e-07,1.3483607213533188e-07,9.92829503754827e-07,5.6309073399173845e-15,0.0002771787155591041,4.508332545052184e-10,1.99291095211196e-09,3.69607564676615e-09,1.9472558740257365e-05,2.852422858617692e-16,8.567926138314555e-16,5.6661418337210045e-12,1.285443975778653e-12,1.2721397435148959e-11,1.1181727390092363e-07,7.415307581585595e-14,3.4611092859298014e-14,7.014137057331694e-19,1.5126406173790276e-17,1.613017573078108e-16,8.985819400617075e-10
0.0005067868105982537,0.11219934641467719,0.0,0.0,0.0,0.0,0.3269646218838864,0.6677843989210636,0.00013481201273636234,0.00023203694647048548,1.0465964304445623e-06,2.4411349125309825e-07,3.313060706938404e-15,1.0760396977719255e-06,0.0010403209493719562,0.00236127752049752,0.0007695039168489463,1.2211527438233682e-07,1.0981996672376712e-07,1.3550472592165123e-07,9.97739177696707e-07,5.65875292592996e-15,0.0002794431302620107,4.52633767680083e-10,1.9995156441438045e-09,3.725854906562398e-09,1.9687644296264804e-05,2.8839128281797746e-16,8.630054922426987e-16,5.736818176715597e-12,1.3033425450636465e-12,1.2890727754390929e-11,1.1363729896646554e-07,7.536004906280376e-14,3.522412600639054e-14,7.14674695769723e-19,1.5413400577327017e-17,1.6436214727014255e-16,9.183983255819803e-10
0.000508361934296044,0.11219909109403425,0.0,0.0,0.0,0.0,0.32694857583214154,0.6677724910197658,0.00013500164267875883,0.00023263514478745256,1.0480522941455922e-06,2.447491454118819e-07,3.317669333275677e-15,1.079094254801926e-06,0.0010447773517864494,0.002374866962639043,0.0007738439163211214,1.2234950715017086e-07,1.1017672297993506e-07,1.3617464557398896e-07,1.0026579807598097e-06,5.686650288445526e-15,0.0002817187255719893,4.544368428503212e-10,2.0061281245099457e-09,3.755789939736751e-09,1.9904435973359852e-05,2.915657196130245e-16,8.692512023835934e-16,5.8081612980727505e-12,1.3214379648435306e-12,1.3061816597870711e-11,1.154812640266262e-07,7.658289842810023e-14,3.584613269532218e-14,7.281455495210439e-19,1.5704958952430983e-17,1.674712055430668e-16,9.385885962766286e-10
0.0005099370579938343,0.11219883517850143,0.0,0.0,0.0,0.0,0.32693249060038587,0.6677605501703081,0.00013519108998414392,0.0002332332953277652,1.0495066478926246e-06,2.4538480019784475e-07,3.3222731798042553e-15,1.0821510450097563e-06,0.0010492373351710577,0.0023884963840097367,0.0007781944620646318,1.2258361359850176e-07,1.1053388214327442e-07,1.3684583074552047e-07,1.007585909269269e-06,5.71459940662174e-15,0.0002840055222549306,4.5624250359797845e-10,2.0127484743022744e-09,3.785881195652177e-09,2.0122942363035406e-05,2.947657460523018e-16,8.755299213844827e-16,5.88017562711169e-12,1.339731895493216e-12,1.323467755862283e-11,1.1734941276141146e-07,7.782178551130777e-14,3.647721890508035e-14,7.418290031636474e-19,1.600114118502269e-17,1.7062957072534217e-16,9.591586574760249e-10
0.0005115121816916245,0.11219857866836339,0.0,0.0,0.0,0.0,0.3269163661756541,0.6677485763383707,0.00013538035567175623,0.00023383140051441397,1.0509594994384212e-06,2.460204581234085e-07,3.326872271065757e-15,1.0852100746519872e-06,0.0010537008840224165,0.002402165822372055,0.0007825555485585949,1.228175947780791e-07,1.1089144554738163e-07,1.3751828109886054e-07,1.0125229595690547e-06,5.742600259723253e-15,0.0002863035410683858,4.5805073403165264e-10,2.0193766459864484e-09,3.81612912416919e-09,2.0343172078391983e-05,2.979914863532466e-16,8.818417441604049e-16,5.9528655561222385e-12,1.3582259530480968e-12,1.3409324245455988e-11,1.1924199065838245e-07,7.907687311069216e-14,3.7117489812308194e-14,7.557277636762811e-19,1.630200658145872e-17,1.7383787523549726e-16,9.80114490515637e-10
0.0005130873053894148,0.11219832156390479,0.0,0.0,0.0,0.0,0.326900202544907,0.667736569489597,0.00013556944074785007,0.0002344294627402493,1.0524108563845058e-06,2.4665612194795764e-07,3.3314666311235062e-15,1.088271349854737e-06,0.001058167982893506,0.0024158753155814694,0.0007869271702778598,1.2305145172635376e-07,1.1124941450138089e-07,1.381919962967204e-07,1.017469128039818e-06,5.770652827222611e-15,0.0002886128027616303,4.598615548638431e-10,2.0260127108238504e-09,3.846534175588698e-09,2.056513375414376e-05,3.0124308935839623e-16,8.881868417491055e-16,6.026235545943716e-12,1.3769218132720321e-12,1.3585770392083442e-11,1.2115924502149385e-07,8.034832522908456e-14,3.7767053160464917e-14,7.698446184881264e-19,1.6607616165927843e-17,1.7709676981031386e-16,1.0014621535065994e-09
0.000514662429087205,0.11219806386541191,0.0,0.0,0.0,0.0,0.32688399969503346,0.6677245295895942,0.0001357583462057451,0.0002350274843690885,1.0538607262778834e-06,2.472917941452024e-07,3.336056283867822e-15,1.0913348766964598e-06,0.0010626386163932675,0.0024296249015853515,0.0007913093216925352,1.232851854676292e-07,1.1160779031331301e-07,1.3886697600934618e-07,1.0224244110818444e-06,5.798757088703847e-15,0.00029093332807572696,4.616749527153659e-10,2.0326566296900037e-09,3.877096800744876e-09,2.0788836046615972e-05,3.0452068177247746e-16,8.945653160215129e-16,6.100290028205583e-12,1.395821114940815e-12,1.3764029759517014e-11,1.2310142498007796e-07,8.163630707983869e-14,3.842601614388182e-14,7.841823338839049e-19,1.691803055249389e-17,1.8040690081317128e-16,1.0232077821120682e-09
0.0005162375527849953,0.11219780557317115,0.0,0.0,0.0,0.0,0.32686775761285136,0.6677124566039339,0.00013594707302613446,0.0002356254677354039,1.055309116523936e-06,2.479274773933614e-07,3.3406412527410975e-15,1.0944006611328972e-06,0.001067112769185631,0.00244341461842189,0.0007957019972675136,1.235187970132658e-07,1.1196657426829948e-07,1.3954321990836586e-07,1.027388805128799e-06,5.826913023940197e-15,0.00029326513774358706,4.634909458110497e-10,2.0393084653659275e-09,3.907817450873575e-09,2.101428763375007e-05,3.078244117150177e-16,9.009773329458074e-16,6.175033495942441e-12,1.4149255498636056e-12,1.3944116224243876e-11,1.2506878149774546e-07,8.29409850927342e-14,3.9094488312017435e-14,7.98743749922391e-19,1.7233311933756443e-17,1.8376893144030253e-16,1.0453575903295661e-09
0.0005178126764827856,0.11219754668747048,0.0,0.0,0.0,0.0,0.3268514762851091,0.6677003504981522,0.00013613562217714638,0.0002362234151453076,1.0567560344700626e-06,2.485631741255172e-07,3.345221561001815e-15,1.097468709068868e-06,0.0010715904259891054,0.002457244504219,0.0008001051914620134,1.237522873618307e-07,1.1232576764941207e-07,1.4022072767150425e-07,1.032362306634309e-06,5.855120612818212e-15,0.0002956082524900309,4.6530952293148487e-10,2.045968185899527e-09,3.938696577759284e-09,2.1241497215100844e-05,3.111544081577785e-16,9.074230004012915e-16,6.25047041969807e-12,1.4342367792132086e-12,1.412604369946651e-11,1.270615673813983e-07,8.426252691995285e-14,3.977257888518938e-14,8.135316925479366e-19,1.7553522240179038e-17,1.8718352209263033e-16,1.0679178712791732e-09
0.0005193878001805758,0.11219728720859905,0.0,0.0,0.0,0.0,0.32683515569849153,0.6676882112377535,0.00013632399461549951,0.00023682132887823792,1.0582014873394869e-06,2.4919888693471093e-07,3.3497972315156943e-15,1.100539026298591e-06,0.0010760715715722726,0.0024711145971873264,0.0008045188987295081,1.2398565750018178e-07,1.1268537171952757e-07,1.4089949897827083e-07,1.0373449120786346e-06,5.88337983537541e-15,0.0002979626930323792,4.671306986626234e-10,2.052635842006725e-09,3.969734633476512e-09,2.1470473510394115e-05,3.145108176869505e-16,9.139024773236883e-16,6.3266053224088745e-12,1.453756508970333e-12,1.4309826201415762e-11,1.290800371664874e-07,8.560110135998656e-14,4.046039916758989e-14,8.285490532092333e-19,1.7878724805887754e-17,1.906513481391556e-16,1.0908949926745128e-09
0.0005209629238783661,0.11219702713684448,0.0,0.0,0.0,0.0,0.3268187958396113,0.667676038788204,0.00013651219128466935,0.00023741921118374781,1.0596454822761501e-06,2.498346182556703e-07,3.354368286897258e-15,1.1036116185566115e-06,0.0010805561907609557,0.0024850249356317485,0.0008089431135165374,1.2421890840166524e-07,1.1304538773541092e-07,1.415795335138382e-07,1.0423366179691411e-06,5.9116906718030926e-15,0.00030032848007938287,4.689544697617866e-10,2.059311427438008e-09,4.00093207094795e-09,2.1701225262554806e-05,3.1789377549230323e-16,9.204158885815011e-16,6.403442722471555e-12,1.4734864314611178e-12,1.4495477806958315e-11,1.3112444738445945e-07,8.695687853499749e-14,4.1158060657702557e-14,8.437987259247385e-19,1.8208983055438793e-17,1.9417308591318893e-16,1.1142954087000972e-09
0.0005225380475761564,0.11219676647249839,0.0,0.0,0.0,0.0,0.3268023966950135,0.6676638331149358,0.00013670021311577564,0.00023801706428285194,1.0610880263188542e-06,2.504703705387239e-07,3.358934749428289e-15,1.106686491473127e-06,0.0010850442684351453,0.002498975557946545,0.0008133778302624046,1.2445204102702615e-07,1.1340581693796123e-07,1.4226083096692201e-07,1.0473374208396063e-06,5.9400531024423435e-15,0.0003027056343316179,4.707808395297378e-10,2.0659949565498313e-09,4.032289343182801e-09,2.1933761236819943e-05,3.2130342154479706e-16,9.269633713844207e-16,6.480987164070057e-12,1.4934282572048867e-12,1.4683012670355355e-11,1.3319505649645815e-07,8.833002984685155e-14,4.1865676204656594e-14,8.5928364554395435e-19,1.854436130426566e-17,1.9774942124798906e-16,1.1381256576212415e-09
0.0005241131712739466,0.11219650521585185,0.0,0.0,0.0,0.0,0.32678595825117973,0.6676515941833476,0.00013688806102834077,0.00023861489036967098,1.0625291264144604e-06,2.511061462160931e-07,3.363496641099538e-15,1.1097636506035457e-06,0.0010895357895259015,0.0025129665026102643,0.0008178230433989673,1.2468505632507947e-07,1.1376666055887757e-07,1.4294339102883414e-07,1.0523473172420927e-06,5.9684671077379456e-15,0.0003050941764819031,4.726098122139806e-10,2.0726864469051657e-09,4.063806903703849e-09,2.216809021975459e-05,3.247398968367927e-16,9.335450665060057e-16,6.559243210861781e-12,1.5135837076932226e-12,1.487244502250638e-11,1.352921248189907e-07,8.972072792782318e-14,4.2583359642336045e-14,8.75006775827614e-19,1.888492450780535e-17,2.013810468015479e-16,1.162392359028216e-09
