Time (s),Volume (m^3),Ar,He,Ne,N2,methane(1),oxygen(2),CH3(5),HO2(7),CH3O2(12),H(6),CH3O2(19),OH(D)(9),CH2O(25),H2O(35),CC(14),O(T)(10),OO(11),CHO(34),CHO3(63)
2.6617270502515127e-08,0.11224537201278738,0.0,0.0,0.0,0.0,0.3299999839489874,0.6699999840597922,1.5924975343750892e-08,1.581303486542493e-08,1.2228084330733228e-10,2.357754333708705e-10,3.8708682792674814e-19,3.992543599598395e-12,3.755199965061456e-12,2.755606952890782e-13,3.728673536530151e-16,3.469881202209103e-13,7.067367792505433e-13,2.712150107352623e-17,7.623280781353954e-18
2.7960967615352725e-08,0.11224537201218425,0.0,0.0,0.0,0.0,0.3299999831386235,0.6699999832437409,1.672868614329817e-08,1.6622314149322554e-08,1.2853962581646272e-10,2.3661284380460767e-10,4.0689935397356305e-19,4.403977947647721e-12,4.1494093531204425e-12,3.1964177762532107e-13,4.3222345458954465e-16,3.821241185869544e-13,7.776595565102489e-13,3.1146280760556646e-17,9.209853941159218e-18
2.9304664728190323e-08,0.11224537201158148,0.0,0.0,0.0,0.0,0.32999998232825073,0.6699999824276697,1.753238613110428e-08,1.743158749260957e-08,1.3479832360151055e-10,2.374502459982608e-10,4.2671161182155127e-19,4.8348001444613566e-12,4.5632919139072135e-12,3.681464441571566e-13,4.97565905990813e-16,4.188355383528463e-13,8.516710378283594e-13,3.551887293702722e-17,1.1022507102519993e-17
3.199205895386552e-08,0.1122453720103769,0.0,0.0,0.0,0.0,0.32999998070747805,0.669999980795469,1.9139754537004458e-08,1.905011633996489e-08,1.4731547187714123e-10,2.391250432223036e-10,4.663353446930525e-19,5.754169601802403e-12,5.4500753929255826e-12,4.792376672936799e-13,6.473599287278173e-16,4.969218617197795e-13,1.0088044830060855e-12,4.5345049895908575e-17,1.5400271340558023e-17
3.4679453179540714e-08,0.11224537200917366,0.0,0.0,0.0,0.0,0.3299999790866677,0.6699999791631898,2.074708227953476e-08,2.066862139338505e-08,1.5983230169625458e-10,2.4079983948920475e-10,5.059580694726189e-19,6.749775173837461e-12,6.415548133641556e-12,6.104451263511675e-13,8.245494620417023e-16,5.811230964016675e-13,1.177830771409644e-12,5.667102528734026e-17,2.0909122662733128e-17
3.736684740521591e-08,0.11224537200797187,0.0,0.0,0.0,0.0,0.3299999774658178,0.6699999775308322,2.2354371056257968e-08,2.2287102685884816e-08,1.7234882618009975e-10,2.4247460212492123e-10,5.455798276962972e-19,7.820740702921332e-12,7.459707951622809e-12,7.633611699725602e-13,1.0314343991765472e-15,6.713177126272269e-13,1.358451255636652e-12,6.956187362840248e-17,2.7707523528131358e-17
4.2741635856566296e-08,0.11224537200557255,0.0,0.0,0.0,0.0,0.3299999742239928,0.6699999742658818,2.556883839862689e-08,2.5523993958193364e-08,1.9738101131860336e-10,2.4582405779385e-10,6.248206096439928e-19,1.018525360732349e-11,9.784080491779128e-12,1.1405965148040274e-12,1.5434894009737479e-15,8.692128884094341e-13,1.7533171121906823e-12,1.0027438070851054e-16,4.5830904703900364e-17
4.732014030547055e-08,0.11224537200353338,0.0,0.0,0.0,0.0,0.32999997146230986,0.6699999714843918,2.8306969184237283e-08,2.8281259348791594e-08,2.1870379074081684e-10,2.4867718089405094e-10,6.923190603531111e-19,1.2429225393611889e-11,1.2012331588066549e-11,1.544669677870609e-12,2.0944205503699203e-15,1.055630144041626e-12,2.1236647629356635e-12,1.3188176025474494e-16,6.687598065851886e-17
5.18986447543748e-08,0.11224537200149863,0.0,0.0,0.0,0.0,0.32999996870048964,0.6699999687026741,3.104500923086202e-08,3.103845575702143e-08,2.40025858400318e-10,2.515302253677836e-10,7.598152579375024e-19,1.4880035670625465e-11,1.4468951773178708e-11,2.0327709657386857e-12,2.7629402513124995e-15,1.2578770838000478e-12,2.5238738495226974e-12,1.687434509590237e-16,9.400366706608295e-17
5.6477149203279054e-08,0.11224537199946852,0.0,0.0,0.0,0.0,0.32999996593852443,0.6699999659207289,3.3782966318237175e-08,3.379558315938985e-08,2.6134727503261164e-10,2.5438321639005293e-10,8.273093946588039e-19,1.7533412207625124e-11,1.7153932645156312e-11,2.612226771740682e-12,3.560418329493933e-15,1.4754214412732946e-12,2.952678114569588e-12,2.1106493184376224e-16,1.2811376303074388e-16
6.10556536521833e-08,0.11224537199744308,0.0,0.0,0.0,0.0,0.3299999631764066,0.6699999631385558,3.6520848056640085e-08,3.655264156714137e-08,2.826680999305528e-10,2.5723614439831665e-10,8.948016582118657e-19,2.0385110877499006e-11,2.0067266444560133e-11,3.290211081497916e-12,4.498223936086495e-15,1.707748802293083e-12,3.408864847697417e-12,2.590322242103778e-16,1.7012549419338675e-16
6.563415810108755e-08,0.1122453719954225,0.0,0.0,0.0,0.0,0.32999996041412855,0.6699999603561546,3.925866188831708e-08,3.930963099640385e-08,3.0398839114821123e-10,2.600889949464005e-10,9.622922323700943e-19,2.343091948488515e-11,2.320894604085132e-11,4.073746519862694e-12,5.5877256599953565e-15,1.954362033891921e-12,3.8912727269781614e-12,3.128152967996207e-16,2.209741106903272e-16
7.479116699889606e-08,0.11224537199139631,0.0,0.0,0.0,0.0,0.3299999548890625,0.6699999547906689,4.4734114775497295e-08,4.48234029093546e-08,3.4662759849385427e-10,2.6579448049360614e-10,1.0972690277631318e-18,3.0088206262505736e-11,3.017731713374806e-11,5.984814824792408e-12,8.267289932232406e-15,2.488539339198145e-12,4.930346235052602e-12,4.3845074642284013e-16,3.529807968280867e-16
8.394817589670457e-08,0.11224537198739079,0.0,0.0,0.0,0.0,0.32999994936326943,0.6699999492242705,5.020938123116113e-08,5.0336898908051715e-08,3.8926533592621253e-10,2.7149967666823955e-10,1.2322411700632636e-18,3.747234567846256e-11,3.805900092561353e-11,8.398636435559444e-12,1.1690052945049829e-14,3.074300176249378e-12,6.0615549231914404e-12,5.891088574812885e-16,5.318375553115509e-16
9.310518479451307e-08,0.11224537198340676,0.0,0.0,0.0,0.0,0.3299999438366951,0.6699999436569601,5.568451494170644e-08,5.585011899781943e-08,4.319020222991489e-10,2.772045915876036e-10,1.3672099851758243e-18,4.5551121507449496e-11,4.6853961624204744e-11,1.1366082419870246e-11,1.5946954349212362e-14,3.708233469526904e-12,7.277250150435991e-12,7.658107022117031e-16,7.65364368150613e-16
9.999999999999998e-08,0.11224537197944497,0.0,0.0,0.0,0.0,0.32999993967488667,0.6699999394644237,5.980698747919941e-08,6.000114329642504e-08,4.6400507547520654e-10,2.8149994819203407e-10,1.4688339953243525e-18,5.20734402729249e-11,5.4078869469265806e-11,1.399531185968289e-11,1.975777132245196e-14,4.215410265102305e-12,8.244099027236157e-12,9.166244485018436e-16,9.820553020617e-16
1.0226219369232158e-07,0.11224537197944497,0.0,0.0,0.0,0.0,0.32999993830928787,0.6699999380887368,6.115956710029367e-08,6.136306319566944e-08,4.745380570580142e-10,2.82909221677167e-10,1.5021767375674206e-18,5.429311084149735e-11,5.6562172201724726e-11,1.4935745273206843e-11,2.1128935013582478e-14,4.3871534501408335e-12,8.570417634017083e-12,9.695057966813553e-16,1.0614526135036206e-15
1.1141920259013008e-07,0.11224537197550605,0.0,0.0,0.0,0.0,0.3299999327809983,0.6699999325196002,6.663458648206845e-08,6.687573151764343e-08,5.17173820786919e-10,2.886135643282593e-10,1.6371426319983469e-18,6.366774715327578e-11,6.718361397435302e-11,1.9153998984261892e-11,2.7326940115008764e-14,5.108084365696893e-12,9.934623319856225e-12,1.2010981567037546e-15,1.4280390993520734e-15
1.2057621148793858e-07,0.11224537197159058,0.0,0.0,0.0,0.0,0.3299999272517794,0.66999992694955,7.210961952072439e-08,7.23881239758134e-08,5.59809675807774e-10,2.943176208980111e-10,1.7721088154188817e-18,7.364536575568033e-11,7.871827620744185e-11,2.4065062073383874e-11,3.463192193206216e-14,5.868246746042738e-12,1.1363965803243527e-11,1.4614604028058175e-15,1.873092040708863e-15
1.2973322038574708e-07,0.11224537196769921,0.0,0.0,0.0,0.0,0.32999992172158654,0.6699999213785859,7.758471037962911e-08,7.790024058262392e-08,6.024459667394484e-10,3.0002139236712296e-10,1.907076378739336e-18,8.419723463404516e-11,9.116615576904289e-11,2.971105729268129e-11,4.3134842213660635e-14,6.6650457595933525e-12,1.2853036711190721e-11,1.7514423980561914e-15,2.4046024925911474e-15
1.480472381813641e-07,0.11224537195999056,0.0,0.0,0.0,0.0,0.3299999106581109,0.6699999102339141,8.853523142236317e-08,8.892364629663576e-08,6.87721150664113e-10,3.11428079218477e-10,2.1770197423504174e-18,1.0691361128200083e-10,1.1880158978660035e-10,4.3366337305058335e-11,6.409840944173497e-14,8.359014405693748e-12,1.5990918864255004e-11,2.423599164684405e-15,3.759026999862807e-15
1.663612559769811e-07,0.11224537195238367,0.0,0.0,0.0,0.0,0.32999989959025616,0.6699998990855827,9.948646072157679e-08,9.994594877083524e-08,7.730018004125193e-10,3.228336210617404e-10,2.4469804083316854e-18,1.3160647175321972e-10,1.5009002844508778e-10,6.041765969595158e-11,9.094562027441024e-14,1.0172456986708273e-11,1.9313314181925072e-11,3.2241648130668796e-15,5.555448167198145e-15
1.8284387199303641e-07,0.11224537194562685,0.0,0.0,0.0,0.0,0.32999988962520754,0.6699998890489528,1.0934340469580163e-07,1.0986507781418809e-07,8.49760869389098e-10,3.3309763179994264e-10,2.6899655338216712e-18,1.5535875942653106e-10,1.813731147572022e-10,7.889021663230948e-11,1.2074053851513338e-13,1.1894019420492378e-11,2.2436814490160772e-11,4.059870922819669e-15,7.603191531567705e-15
1.9932648800909173e-07,0.1122453719389567,0.0,0.0,0.0,0.0,0.32999987965619454,0.6699998790093546,1.1920133383741163e-07,1.1978331339464086e-07,9.26527577006157e-10,3.43360718819402e-10,2.932974839854924e-18,1.804230231136332e-10,2.1561552024519316e-10,1.0050905731915056e-10,1.5642226426118498e-13,1.3690147341222949e-11,2.5667701695229603e-11,5.009631195467502e-15,1.0107779802866373e-14
2.1580910402514704e-07,0.1122453719323746,0.0,0.0,0.0,0.0,0.3299998696830473,0.6699998689667862,1.2906041513158682e-07,1.2970065559313924e-07,1.0033032265544048e-09,3.5362287933057315e-10,3.1760124520711e-18,2.0667804445968361e-10,2.528175133547762e-10,1.2543532449374152e-10,1.9852221631521355e-13,1.5552184027225084e-11,2.899042462785596e-11,6.0781764972835704e-15,1.3116061257660992e-14
2.3229172004120235e-07,0.11224537192588194,0.0,0.0,0.0,0.0,0.32999985970561235,0.6699998589212462,1.3892079962530398e-07,1.3961710448726675e-07,1.0800889969685332e-09,3.638841138820554e-10,3.419082102453933e-18,2.340121556569096e-10,2.9297941041281003e-10,1.5381515088983473e-10,2.47572100719726e-13,1.747247684278737e-11,3.2391683759841855e-11,7.270236247696048e-15,1.6674892554700612e-14
2.4877433605725766e-07,0.11224537191947981,0.0,0.0,0.0,0.0,0.32999984972375057,0.6699998488727332,1.4878262374732354e-07,1.4953266015262547e-07,1.1568859531224435e-09,3.7414442498156843e-10,3.662187161921329e-18,2.623228080837547e-10,3.36101570985801e-10,1.8578086693369247e-10,3.041039333698903e-13,1.9444259246800518e-11,3.586009971110875e-11,8.590544240776119e-15,2.0831133734380444e-14
2.6525695207331297e-07,0.11224537191316904,0.0,0.0,0.0,0.0,0.3299998397373365,0.6699998388212454,1.5864601055766319e-07,1.594473226693365e-07,1.2336950555740263e-09,3.844038105976424e-10,3.9053306711730405e-18,2.9151608025218287e-10,3.8218439363556693e-10,2.214521522349323e-10,3.686500594287282e-13,2.1461547269933837e-11,3.938593316956503e-11,1.0043837062841366e-14,2.5631650536373338e-14
2.817395680893683e-07,0.1122453719069505,0.0,0.0,0.0,0.0,0.3299998297462568,0.6699998287667817,1.6851107091473392e-07,1.6936109211640381e-07,1.3105171696621366e-09,3.9466226979695336e-10,4.14851536948763e-18,3.215061550886789e-10,4.3122831206705134e-10,2.609371174461391e-10,4.417431698950863e-13,2.351904895966776e-11,4.296084867205694e-11,1.1634851128009517e-14,3.1123318019032866e-14
2.982221841054236e-07,0.11224537190082472,0.0,0.0,0.0,0.0,0.32999981975040943,0.6699998187093406,1.7837790455750084e-07,1.7927396856913892e-07,1.3873530739508807e-09,4.049198053211587e-10,4.391743721453336e-18,3.5221478924263695e-10,4.83233791638583e-10,3.0433331191961296e-10,5.239163156823368e-13,2.561208489242086e-11,4.6577714120765314e-11,1.3368322635406475e-14,3.7353021185819984e-14
3.147048001214789e-07,0.11224537189479239,0.0,0.0,0.0,0.0,0.3299998097497025,0.6699998086489208,1.8824660111000807e-07,1.8918595210627412e-07,1.4642034680689517e-09,4.151764164745134e-10,4.635017941783931e-18,3.8357078774788767e-10,5.382013261808062e-10,3.5172866230428056e-10,6.157029196675929e-13,2.7736517562998866e-11,5.0230427868546576e-11,1.5248989417867883e-14,4.436765366123587e-14
3.311874161375342e-07,0.11224537188885376,0.0,0.0,0.0,0.0,0.3299997997440533,0.6699997985855212,1.981172410136466e-07,1.990970428077932e-07,1.5410689799754449e-09,4.2543210129491407e-10,4.878340018319072e-18,4.155094888023993e-10,5.961314350937919e-10,4.032023463503063e-10,7.176367869859017e-13,2.988868853705025e-11,5.3913769399024433e-11,1.728159185988557e-14,5.2214117245207305e-14
3.476700321535895e-07,0.1122453718830093,0.0,0.0,0.0,0.0,0.32999978973338734,0.6699997885191403,2.0798989638920388e-07,2.0900724074953515e-07,1.617950172687874e-09,4.3568686195064646e-10,5.1217117333221966e-18,4.4797226228181845e-10,6.570246607074282e-10,4.5882560337998654e-10,8.302521137524732e-13,3.2065362766266965e-11,5.7623271356969184e-11,1.9470872270283325e-14,6.093932296399944e-14
3.6415264816964483e-07,0.11224537187725937,0.0,0.0,0.0,0.0,0.32999977971763794,0.6699997784497774,2.1786463182922727e-07,2.1891654600882047e-07,1.6948475504704667e-09,4.4594069911495493e-10,5.365134683069934e-18,4.809060270015914e-10,7.208815658940059e-10,5.186624813929052e-10,9.54083494368861e-13,3.426367951432755e-11,6.13551107078862e-11,2.18215740742395e-14,7.059019225601463e-14
3.8063526418570014e-07,0.11224537187160404,0.0,0.0,0.0,0.0,0.32999976969674516,0.6699997683774309,2.27741505123096e-07,2.2882495866594426e-07,1.771761564483647e-09,4.561936104738944e-10,5.608610295735851e-18,5.142627917947387e-10,7.87702731914238e-10,5.827705224011747e-10,1.0896659275974778e-12,3.6481109111825216e-11,6.510601607698625e-11,2.433844180442288e-14,8.121365731711019e-14
3.9711788020175545e-07,0.11224537186604361,0.0,0.0,0.0,0.0,0.3299997596706552,0.6699997583020999,2.37620567919175e-07,2.387324787977952e-07,1.8486926179515307e-09,4.664455971082826e-10,5.8521398477484474e-18,5.479992233364466e-10,8.574887564734538e-10,6.512013895831493e-10,1.2375348215912114e-12,3.8715414722617725e-11,6.887318840500387e-11,2.7026221551471692e-14,9.285666095013231e-14
4.1360049621781076e-07,0.11224537186057827,0.0,0.0,0.0,0.0,0.32999974963931983,0.6699997482237833,2.4750186632905266e-07,2.486391064806075e-07,1.925641070886191e-09,4.766966607416964e-10,6.0957244787460845e-18,5.820762413025248e-10,9.30240251966417e-10,7.240014406144431e-10,1.3982259980365621e-12,4.096461845936101e-11,7.265423276807754e-11,2.988966115840237e-14,1.0556615663835726e-13
4.3008311223386607e-07,0.11224537185520807,0.0,0.0,0.0,0.0,0.329999739602696,0.6699997381424802,2.5738544147820535e-07,2.585448417942867e-07,2.002607244376339e-09,4.869467994162067e-10,6.339365205153042e-18,6.164586403863349e-10,1.0059578438939463e-09,8.012122510343455e-10,1.5722756955328573e-12,4.322697137306358e-11,7.644709989954081e-11,3.2933510033079346e-14,1.1938910897193527e-13
4.465657282499214e-07,0.11224537184993312,0.0,0.0,0.0,0.0,0.3299997295607449,0.6699997280581893,2.67271330006651e-07,2.684496848169306e-07,2.0795914244920357e-09,4.971960129708908e-10,6.583062932540114e-18,6.511147387278052e-10,1.0846421694374111e-09,8.828710908579052e-10,1.760220572308924e-12,4.5500926926924774e-11,8.025003621974906e-11,3.61625189353175e-14,1.3437249407341804e-13
4.630483442659767e-07,0.11224537184475351,0.0,0.0,0.0,0.0,0.3299997195134318,0.6699997179709098,2.7715956452299603e-07,2.7835363562427065e-07,2.1565938658407208e-09,5.074443036018295e-10,6.826818466881389e-18,6.860160524446053e-10,1.166293876177661e-09,9.690113574774927e-10,1.9625977083709818e-12,4.778511757198307e-11,8.406154119138347e-11,3.958143997313229e-14,1.5056329979041362e-13
4.79530960282032e-07,0.11224537183966928,0.0,0.0,0.0,0.0,0.32999970946072593,0.6699997078806408,2.8705017401550607e-07,2.8825669429530013e-07,2.233614794767363e-09,5.176916702336627e-10,7.070632524684526e-18,7.211369956742598e-10,1.250913620944726e-09,1.0596629680880347e-09,2.1799446071699587e-12,5.0078334047137253e-11,8.788033086055211e-11,4.319502670913873e-14,1.6800852575691985e-13
4.960135762980873e-07,0.11224537183468039,0.0,0.0,0.0,0.0,0.3299996994025994,0.6699996977873809,2.969431842238483e-07,2.981588609091219e-07,2.310654412249066e-09,5.279381116728684e-10,7.314505742153811e-18,7.564546050380667e-10,1.3385020687851939e-09,1.1548527149793395e-09,2.412799196866008e-12,5.237950706648293e-11,9.170530661870939e-11,4.700803419738555e-14,1.8675518350540626e-13
5.124961923141426e-07,0.11224537182978694,0.0,0.0,0.0,0.0,0.32999968933902735,0.6699996876911297,3.0683861797492897e-07,3.080601355416108e-07,2.3877128965321155e-09,5.381836299450957e-10,7.558438683537819e-18,7.919482871138645e-10,1.4290598920356064e-09,1.2546045868828267e-09,2.661699831254737e-12,5.4687691114190156e-11,9.553552843223278e-11,5.102521892643706e-14,2.0685029665586377e-13
5.289788083301979e-07,0.1122453718249889,0.0,0.0,0.0,0.0,0.3299996792699878,0.669999677591886,3.167364954859852e-07,3.179605182706311e-07,2.4647904054915357e-09,5.484282250783812e-10,7.802431848598767e-18,8.275995874678599e-10,1.5225877694917726e-09,1.358940059259789e-09,2.9271852904089348e-12,5.700205011231022e-11,9.937019193308801e-11,5.525133876126754e-14,2.2834090109099956e-13
5.454614243462532e-07,0.1122453718202862,0.0,0.0,0.0,0.0,0.3299996691954607,0.6699996674896488,3.266368346377359e-07,3.278600091758204e-07,2.541887078750714e-09,5.586718953192738e-10,8.046485679322332e-18,8.633919798855301e-10,1.6190863856648104e-09,1.4678783561609504e-09,3.2097947810826025e-12,5.932184475213761e-11,1.032086088359229e-10,5.969115293968056e-14,2.512740450634221e-13
5.619440403623086e-07,0.11224537181567892,0.0,0.0,0.0,0.0,0.32999965911542845,0.6699996573844174,3.3653965122021043e-07,3.3775860833372215e-07,2.619003039618829e-09,5.689146420009643e-10,8.290600566050593e-18,8.993106744885972e-10,1.7185564301153652e-09,1.581436686128638e-09,3.510067936918391e-12,6.164642129610229e-11,1.0705019019473264e-10,6.434942209502436e-14,2.7569678926448155e-13
5.784266563783639e-07,0.11224537181116695,0.0,0.0,0.0,0.0,0.3299996490298753,0.6699996472761905,3.4644495915381717e-07,3.4765631582118537e-07,2.6961383968143133e-09,5.791564661432867e-10,8.534776852937822e-18,9.353424434052237e-10,1.8209985968581168e-09,1.699630454492282e-09,3.82854481849444e-12,6.397520167581259e-11,1.1089443207323683e-10,6.923090826025324e-14,3.0165620690103126e-13
5.949092723944192e-07,0.11224537180675029,0.0,0.0,0.0,0.0,0.3299996389387868,0.6699996371649677,3.563527706879945e-07,3.575531317178106e-07,2.7732932459961756e-09,5.893973660073513e-10,8.779014842798006e-18,9.7147546264506e-10,1.9264135838293805e-09,1.8224734542590565e-09,4.165765913241241e-12,6.630767473403261e-11,1.1474090327479812e-10,7.434037484919387e-14,3.2919938378542384e-13
6.113918884104745e-07,0.11224537180242887,0.0,0.0,0.0,0.0,0.3299996288421504,0.6699996270507478,3.6626309657952407e-07,3.6744905610108125e-07,2.8504676711760715e-09,5.996373419643147e-10,9.023314801574711e-18,1.0076991688703508e-09,2.034802092411302e-09,1.9499780376182115e-09,4.5222721352536734e-12,6.86433884790445e-11,1.1858923483968237e-10,7.968258663896365e-14,3.583734184158286e-13
6.278745044265298e-07,0.11224537179820268,0.0,0.0,0.0,0.0,0.32999961873995487,0.6699996169335302,3.761759462525055e-07,3.773440890472082e-07,2.927661745971426e-09,6.098763956508828e-10,9.267676962308e-18,1.0440041298364915e-09,2.1461648270069385e-09,2.0821552698936246e-09,4.898604825019367e-12,7.098194323584183e-11,1.2243911106047593e-10,8.526230976668639e-14,3.892254220346386e-13
6.608397364586404e-07,0.11224537179003571,0.0,0.0,0.0,0.0,0.32999959851884664,0.6699995966900976,3.9600924878426556e-07,3.971314809430659e-07,3.082109093104906e-09,6.303517325342529e-10,9.756588676906798e-18,1.1168250801334968e-09,2.377815804822744e-09,2.360566286785237e-09,5.71291709941231e-12,7.566620477263006e-11,1.3014245864346722e-10,9.71533614022599e-14,4.561518451796947e-13
6.9050844528754e-07,0.11224537178301049,0.0,0.0,0.0,0.0,0.32999958030074544,0.669999578460747,4.1386792440413114e-07,4.149370857184793e-07,3.22117946969312e-09,6.487763782202313e-10,1.019682373130939e-17,1.1825664681031756e-09,2.59648065370422e-09,2.6272058977218085e-09,6.519044110827132e-12,7.988861870553608e-11,1.3707842860365437e-10,1.0871543839099818e-13,5.225971624383445e-13
7.201771541164395e-07,0.11224537177629287,0.0,0.0,0.0,0.0,0.32999956206450365,0.6699995602216698,4.317348763948722e-07,4.3273980344814927e-07,3.360314286920105e-09,6.671980355283712e-10,1.0637262776157722e-17,1.2484649087127343e-09,2.8247930517896477e-09,2.909111327489219e-09,7.397847253166197e-12,8.411584192436526e-11,1.44016221969426e-10,1.2112123713984824e-13,5.952123603539118e-13
7.498458629453391e-07,0.11224537176988242,0.0,0.0,0.0,0.0,0.32999954381008756,0.6699995419728609,4.4961012730155236e-07,4.505396345899992e-07,3.4995137209370307e-09,6.856167003069442e-10,1.1077906369068365e-17,1.314493289037895e-09,3.0627571749046325e-09,3.2063157765271893e-09,8.352498988837772e-12,8.834678122631617e-11,1.5095513136878579e-10,1.3439860265913915e-13,6.742726578984649e-13
7.795145717742387e-07,0.1122453717637788,0.0,0.0,0.0,0.0,0.32999952553746953,0.669999523714316,4.6749369378295656e-07,4.683365795954822e-07,3.6387779019982085e-09,7.04032374810643e-10,1.1518754922368477e-17,1.3806296334128732e-09,3.3103772093670497e-09,3.5188467508848528e-09,9.386176221542278e-12,9.258056159963483e-11,1.5789462429456906e-10,1.4857539401883163e-13,7.600534105733586e-13
8.091832806031382e-07,0.11224537175798163,0.0,0.0,0.0,0.0,0.3299995072466268,0.6699995054460298,4.853855877362972e-07,4.861306389132898e-07,3.778106923185944e-09,7.224450639925609e-10,1.195980873071521e-17,1.4468561448746885e-09,3.5676573490826055e-09,3.846727148913633e-09,1.0502060287147501e-11,9.68164824077761e-11,1.6483429949165888e-10,1.6367948431554485e-13,8.528301107339638e-13
8.388519894320378e-07,0.11224537175249041,0.0,0.0,0.0,0.0,0.3299994889375402,0.6699994871679975,5.032858172119304e-07,5.039218130016983e-07,3.917500847462005e-09,7.40854763159428e-10,1.2401067993417847e-17,1.5131584196387307e-09,3.834601793192715e-09,4.189976145557881e-09,1.1703336944975764e-11,1.01053982282587e-10,1.7177385395110784e-10,1.797387606367842e-13,9.528783878364601e-13
8.685206982609373e-07,0.11224537174730474,0.0,0.0,0.0,0.0,0.3299994706101941,0.6699994688802142,5.211943871553389e-07,5.217101023146546e-07,4.0569597136130875e-09,7.59261471886138e-10,1.2842532833257711e-17,1.5795248043851438e-09,4.111214744174512e-09,4.548609910349989e-09,1.299319636938311e-11,1.0529261110904957e-10,1.7871305832714349e-10,1.967811240239245e-13,1.060474008621439e-12
8.981894070898369e-07,0.1122453717424243,0.0,0.0,0.0,0.0,0.329999452264575,0.6699994505826755,5.391112999995256e-07,5.394955072991753e-07,4.1964835408436444e-09,7.776651966187869e-10,1.3284203311027367e-17,1.645945878690022e-09,4.3975004063317155e-09,4.922642180909145e-09,1.4374833141764232e-11,1.0953200806252661e-10,1.8565173919910584e-10,2.1483448944216126e-13,1.1758928772339198e-12
9.278581159187364e-07,0.11224537173784858,0.0,0.0,0.0,0.0,0.32999943390067166,0.6699994322753763,5.570365561438969e-07,5.57278028412045e-07,4.336072332366292e-09,7.960659339746563e-10,1.3726079436896913e-17,1.7124140343303615e-09,4.693462984578562e-09,5.312084726635016e-09,1.585144624292798e-11,1.1377188406105398e-10,1.925897657377286e-10,2.3392678575827076e-13,1.2994110352939642e-12
9.57526824747636e-07,0.11224537173357714,0.0,0.0,0.0,0.0,0.3299994155184744,0.6699994139583115,5.74970154343995e-07,5.750576661094507e-07,4.475726078622559e-09,8.144636811118034e-10,1.416816118060837e-17,1.7789231314551583e-09,4.999106683450442e-09,5.716947726457772e-09,1.742623904592037e-11,1.1801200756695325e-10,1.9952703934909417e-10,2.540859557201279e-13,1.4313046619329455e-12
9.871955335765356e-07,0.11224537172960956,0.0,0.0,0.0,0.0,0.3299993971179749,0.6699993956314768,5.929120920297087e-07,5.928344208374751e-07,4.6154447597764756e-09,8.328584452331569e-10,1.4610448479369502e-17,1.8454682170328444e-09,5.314435706297428e-09,6.137240077208827e-09,1.9102419309248905e-11,1.222521930723592e-10,2.06463485619748e-10,2.7533995593531916e-13,1.5718500738046395e-12
9.999999999999997e-07,0.11224537172594544,0.0,0.0,0.0,0.0,0.3299993891710034,0.6699993877189344,6.006580761219318e-07,6.005056491462871e-07,4.675764813412157e-09,8.407963643816209e-10,1.4801394982466408e-17,1.874197934982869e-09,5.453518947329054e-09,6.323398955041955e-09,1.9857952687463917e-11,1.2408215961063828e-10,2.094568574660211e-10,2.8485800987471243e-13,1.6352488198853137e-12
1.0168642424054351e-06,0.11224537172594544,0.0,0.0,0.0,0.0,0.32999937869916574,0.6699993772948675,6.108623655627147e-07,6.106082930506647e-07,4.755228347505383e-09,8.512502250205335e-10,1.5052941243523846e-17,1.9120452961408252e-09,5.63945425463377e-09,6.5729696429729805e-09,2.088319917050152e-11,1.264922918845417e-10,2.1339904827771852e-10,2.977167568509364e-13,1.7213237250726228e-12
1.0465329512343347e-06,0.11224537172258431,0.0,0.0,0.0,0.0,0.3299993602620407,0.6699993589484785,6.288209704426919e-07,6.283792832074781e-07,4.895076806805261e-09,8.696390151868705e-10,1.5495639362264184e-17,1.9786511474110276e-09,5.974166527616547e-09,7.024143455264964e-09,2.2771795140310303e-11,1.3073218481598363e-10,2.2033368477560658e-10,3.2124434273629676e-13,1.8800022073759886e-12
1.0762016600632342e-06,0.11224537171952575,0.0,0.0,0.0,0.0,0.3299993418065942,0.6699993405923053,6.467879014729492e-07,6.461473917541204e-07,5.034990097360999e-09,8.880248226413989e-10,1.5938542707970223e-17,2.045283174229759e-09,6.31857672162748e-09,7.490767873778736e-09,2.4771428096629112e-11,1.3497177636629296e-10,2.2726736301621638e-10,3.459507116673914e-13,2.048162249778269e-12
1.1058703688921338e-06,0.11224537171676933,0.0,0.0,0.0,0.0,0.32999932333282067,0.669999322226343,6.647631528945927e-07,6.639126191421463e-07,5.174968174290533e-09,9.064076488861627e-10,1.6381651138565868e-17,2.11193928423377e-09,6.672689029935076e-09,7.972848716271218e-09,2.68853232792905e-11,1.3921099004158288e-10,2.3420005883388894e-10,3.718638755114332e-13,2.226080718704515e-12
1.1355390777210334e-06,0.11224537171431462,0.0,0.0,0.0,0.0,0.32999930484071566,0.669999303850587,6.827467184948327e-07,6.816749658317597e-07,5.315010989183986e-09,9.247874867195726e-10,1.6824964500807055e-17,2.178617791465916e-09,7.036507642419933e-09,8.47039136383688e-09,2.9116710284804915e-11,1.434497645721627e-10,2.411317540328551e-10,3.990118599114937e-13,2.414034617868906e-12
