Time (s),Volume (m^3),Ar,He,Ne,N2,methane(1),oxygen(2),CH3(5),HO2(7),CH3O2(12),H(6),CH3O2(19),OH(D)(9),CH2O(25),H2O(35),CC(14),O(T)(10),OO(11),CHO(34),CHO3(63),CHO3(75),CO2(114),COO(15),CH3O(17),C2H5(58),C2H4(166),CHO3(116),CHO2(70),C3H7(186),C2H5O(189),C2H3(183),C#C(234),C2H2(247),C3H5(249),S(250),C2H2O(255),C2H2O(276),C2H2O(282),S(407),S(416),S(492),S(435)
0.00010233502479956053,0.11224389339189207,0.0,0.0,0.0,0.0,0.3297849181239553,0.669831543882861,6.705484555225048e-05,5.937669858948799e-05,5.219599018997106e-07,6.23519505477944e-08,1.6522932871837112e-15,3.0566497688975024e-07,8.496062507043122e-05,0.0001250871794564656,2.9576170263648405e-05,4.731612039084189e-08,2.3782196271047523e-08,9.058033289051962e-09,6.668651190912556e-08,3.7821757384090907e-16,3.2284395427518315e-06,5.807839693834684e-11,4.5445684247531667e-10,5.136777295602162e-11,4.3637263300528114e-08,9.461819873041138e-19,3.590167126259315e-17,6.321779854148869e-15,8.2024456829089e-16,1.0591320936164547e-14,1.5526346377031945e-11,1.0296494999147055e-17,2.392767971147462e-18,2.4977172345623908e-23,5.316567414964719e-22,5.6693682393501815e-21,5.250630670094264e-15,2.1323605622288465e-21,3.0471734796338687e-21,8.982512563630401e-17,1.0785877723578556e-19
0.0001039794443268566,0.11224381631293456,0.0,0.0,0.0,0.0,0.32977912556610456,0.6698272145894373,6.767624338770498e-05,6.028079966442393e-05,5.267938995531012e-07,6.329844892730586e-08,1.6675955782907433e-15,3.096283081572192e-07,8.75064907165631e-05,0.00012904845729574314,3.0801514080954894e-05,4.784151778527718e-08,2.4159162533952064e-08,9.341847411018457e-09,6.878009062377278e-08,3.9009146317515363e-16,3.3893176049051307e-06,5.949881109386932e-11,4.614963206310321e-10,5.407857979323676e-11,4.688728394369615e-08,1.0062086013316047e-18,3.706334640047003e-17,6.855575989489212e-15,8.92764286936873e-16,1.1505260369617063e-14,1.7203326791822005e-11,1.1408606068738043e-17,2.6757809939470954e-18,2.809633734501435e-23,5.980412342031068e-22,6.377265093027765e-21,6.0147172291991316e-15,2.4426542540778472e-21,3.5438504566975754e-21,1.0619721539437599e-16,1.2751779321104188e-19
0.00010562386385415267,0.1122437376892976,0.0,0.0,0.0,0.0,0.3297732730073264,0.6698228455588504,6.828409096860469e-05,6.118224606582098e-05,5.315223410247815e-07,6.424214131425142e-08,1.6825637254252512e-15,3.135552469098529e-07,9.007630408402635e-05,0.00013306075361782074,3.204902942337295e-05,4.835957547955546e-08,2.453556372025851e-08,9.628799893997186e-09,7.089686776483352e-08,4.020969241320863e-16,3.5551960452354923e-06,6.092072693300715e-11,4.684866322400003e-10,5.6866872545746475e-11,5.030673347228912e-08,1.068837217361604e-18,3.824023731857118e-17,7.421628132014721e-15,9.700232349283094e-16,1.2476632062656754e-14,1.9023358219875023e-11,1.261558325944963e-17,2.9854466249489922e-18,3.153342710188411e-23,6.711910954693465e-22,7.157305047030758e-21,6.8725598361148465e-15,2.7910197595510767e-21,4.109951780002536e-21,1.2517801008169474e-16,1.5030924814612174e-19
0.00010726828338144874,0.11224365755207329,0.0,0.0,0.0,0.0,0.3297673610206338,0.6698184372452273,6.887887821361015e-05,6.20810148276864e-05,5.361490412453632e-07,6.518300620125956e-08,1.6972098049634277e-15,3.1744699175442193e-07,9.266953847849503e-05,0.00013712361574638366,3.3318414400726464e-05,4.887052950026641e-08,2.491138954088666e-08,9.918837097542237e-09,7.303644502810575e-08,4.142316976994538e-16,3.7261294898928684e-06,6.234396656734773e-11,4.754291726154921e-10,5.97326859783722e-11,5.39003793147017e-08,1.1341278740004977e-18,3.943221672050406e-17,8.021070062876056e-15,1.0522182612765577e-15,1.350764319592412e-14,2.0995316883711036e-11,1.3923312952985112e-17,3.3236232027390893e-18,3.531344665305843e-23,7.516384256181467e-22,8.015162199768468e-21,7.833507511791283e-15,3.181253123598253e-21,4.7535665403940956e-21,1.4712362905182883e-16,1.7666075733912638e-19
0.0001089127029087448,0.11224357593174085,0.0,0.0,0.0,0.0,0.3297613901606313,0.669813990084627,6.946108622733109e-05,6.297708556717555e-05,5.406777464693834e-07,6.612102481635935e-08,1.711545675889223e-15,3.213047311662503e-07,9.528568480685255e-05,0.00014123660634229057,3.4609372424053036e-05,4.937461221371654e-08,2.5286630672434653e-08,1.0211907152441879e-08,7.519843720476282e-08,4.2649359913636657e-16,3.902171634528142e-06,6.376837897544119e-11,4.823253864211145e-10,6.267605067009241e-11,5.7672990211779776e-08,1.2021407878796434e-18,4.063916444441177e-17,8.655045352661517e-15,1.1395496195120665e-15,1.460052961180409e-14,2.3128415030437873e-11,1.5337904370115772e-17,3.692252818403771e-18,3.9462775176461764e-23,8.399445852809194e-22,8.956822669512798e-21,8.90762237230812e-15,3.617439889966286e-21,5.483536956278559e-21,1.724306533052971e-16,2.0704852097697447e-19
0.00011055712243604087,0.11224349285810922,0.0,0.0,0.0,0.0,0.3297553609637395,0.6698095044953161,7.003118623528847e-05,6.387044039950244e-05,5.451121259963502e-07,6.705618097962308e-08,1.725582953569621e-15,3.2512963969221906e-07,9.792425131199454e-05,0.00014539930324895605,3.5921612747030094e-05,4.987205177112358e-08,2.5661278729021637e-08,1.0507959944405839e-08,7.738247207026045e-08,4.3888051734332586e-16,4.083375275276055e-06,6.519382577177219e-11,4.891767221553282e-10,6.569699385176037e-11,6.162933596818281e-08,1.2729365279230742e-18,4.186096739242291e-17,9.32470594950086e-15,1.232220801607137e-15,1.575755563907147e-14,2.5432205185460555e-11,1.686569239158351e-17,4.093362247071771e-18,4.4009197400300424e-23,9.36700869390963e-22,9.988591781586321e-21,1.0105716676671233e-14,4.1039701374314244e-21,6.3095077791808276e-21,2.0153978483918004e-16,2.4200171815065317e-19
0.00011220154196333694,0.11224340836026919,0.0,0.0,0.0,0.0,0.32974927394847164,0.6698049808780877,7.0589638681949e-05,6.476106384978497e-05,5.49455765141939e-07,6.798846102593966e-08,1.739332987520447e-15,3.2892287465519746e-07,0.00010058476326453756,0.0001496112992920963,3.7254850921821875e-05,5.036307163521301e-08,2.6035326231865773e-08,1.0806947093142224e-08,7.958819023175359e-08,4.5139041399678e-16,4.269792339423905e-06,6.662018933579609e-11,4.959846495760637e-10,6.879554206111948e-11,6.577418734757912e-08,1.3465759136682063e-18,4.309751940376959e-17,1.0031213264902823e-14,1.3304386865936485e-15,1.698101417657248e-14,2.7916584399949892e-11,1.8513240374864862e-17,4.529065330852804e-18,4.8981951773335955e-23,1.0425295363215782e-21,1.1117105042666598e-20,1.143939084084745e-14,4.6455539070042224e-21,7.241982402308414e-21,2.3493975000183e-16,2.8210719386300534e-19
0.00011384596149063301,0.11224332246655411,0.0,0.0,0.0,0.0,0.32974312961575114,0.6698004196166245,7.113689247979308e-05,6.564894276272736e-05,5.53712159387227e-07,6.891785372443493e-08,1.752806842890907e-15,3.3268557325582436e-07,0.00010326676261758663,0.00015387220203978295,3.860880917583109e-05,5.084789018083975e-08,2.6408766585499398e-08,1.110882192637268e-08,8.181524493623451e-08,4.640213224608999e-16,4.461473915667731e-06,6.804737700822102e-11,5.027506697965055e-10,7.197172461864763e-11,7.011231609522595e-08,1.423119929849124e-18,4.434872118302764e-17,1.077573892855542e-14,1.434413604553434e-15,1.82732268098784e-14,3.059179849918834e-11,2.028734297151702e-17,5.001565117875463e-18,5.441177806978049e-23,1.1580848247892423e-21,1.2349338984622326e-20,1.2921072415949246e-14,5.247237020073939e-21,8.292380307673986e-21,2.7317145708841556e-16,3.280144513197561e-19
0.00011549038101792907,0.11224323520450842,0.0,0.0,0.0,0.0,0.3297369284492668,0.6697958210778902,7.167338439749169e-05,6.653406621111553e-05,5.578847096330587e-07,6.984435011723697e-08,1.7660152854162013e-15,3.364188500893608e-07,0.00010596980763027636,0.00015818163352822938,3.998321671573459e-05,5.132672036386219e-08,2.6781594045757412e-08,1.1413539447666816e-08,8.406330184276124e-08,4.767713464958897e-16,4.658470283870741e-06,6.947530200341537e-11,5.094762583111444e-10,7.522557337823501e-11,7.46484950761406e-08,1.5026299593062558e-18,4.5614480167198524e-17,1.1559462908457542e-14,1.5443591091830711e-15,1.9636543728055992e-14,3.346844633840737e-11,2.2195028949491577e-17,5.51315452196587e-18,6.033094594155903e-23,1.2840535684837308e-21,1.3692617718675556e-20,1.4564056028709512e-14,5.914417287495611e-21,9.473092407581065e-21,3.168324185722565e-16,3.8044096198566603e-19
0.00011713480054522514,0.11224314660086389,0.0,0.0,0.0,0.0,0.3297306709158599,0.6697911856125529,7.219953857547689e-05,6.741642540339927e-05,5.619767184221954e-07,7.076794343982512e-08,1.778968769476253e-15,3.401237950756337e-07,0.00010869347246509874,0.00016253922995829675,4.137780996501559e-05,5.179976945428226e-08,2.715380368408817e-08,1.1721056301910337e-08,8.63320387673634e-08,4.896386588111477e-16,4.860830944248351e-06,7.090389225746333e-11,5.161628852693713e-10,7.855712424381533e-11,7.93874985100176e-08,1.5851676823154289e-18,4.6894710328524827e-17,1.2383574698314758e-14,1.6604921521893335e-15,2.1073343931283954e-14,3.6557484071993544e-11,2.4243564024313986e-17,6.066218793793273e-18,6.677330387414376e-23,1.421156243085871e-21,1.5154624100367094e-20,1.6382544282645317e-14,6.652861107142968e-21,1.0797544358234262e-20,3.665814485124254e-16,4.401778060624383e-19
0.00011877922007252121,0.11224305668152178,0.0,0.0,0.0,0.0,0.32972435746593554,0.6697865135554281,7.271576615761196e-05,6.829601359098793e-05,5.659913870622107e-07,7.168862906074906e-08,1.7916774290010193e-15,3.4380147171602494e-07,0.00011143734676391086,0.00016694464136750124,4.279233274099839e-05,5.226723882705634e-08,2.7525391363620298e-08,1.203133073807868e-08,8.862114540420336e-08,5.026214994836998e-16,5.068604645916394e-06,7.233310052384386e-11,5.228120442784761e-10,8.196642068645875e-11,8.433410228848286e-08,1.6707949120513188e-18,4.818933209126822e-17,1.324927477505696e-14,1.783033227884711e-15,2.2586035505766118e-14,3.987022944059236e-11,2.6440453702132453e-17,6.663238082675763e-18,7.377433238049108e-23,1.5701481024428067e-21,1.674341184526101e-20,1.8391689618474772e-14,7.468720450129902e-21,1.2280262273819202e-20,4.2314364585033254e-16,5.080956562518221e-19
0.00012042363959981728,0.11224296547154163,0.0,0.0,0.0,0.0,0.32971798853389633,0.6697818052259421,7.322246502815125e-05,6.917282597617886e-05,5.699318136008019e-07,7.260640430566431e-08,1.804151071026771e-15,3.4745291566550933e-07,0.00011420103520717307,0.0001713975312818608,4.422653637715356e-05,5.2729323804508474e-08,2.789635370636144e-08,1.234432256705983e-08,9.09303230251059e-08,5.157181742542344e-16,5.281839414750851e-06,7.376287929860835e-11,5.294251807584777e-10,8.545351264329571e-11,8.949308436767247e-08,1.759573897501213e-18,4.949827215836757e-17,1.4157772095471151e-14,1.912206062285752e-15,2.4177055572176864e-14,4.3418366080277785e-11,2.879344613739955e-17,7.306787756936027e-18,8.137116907935876e-23,1.7318197207222966e-21,1.8467411310254632e-20,2.060763713258568e-14,8.368550236591128e-21,1.3936934114759847e-20,4.873156744667406e-16,5.85151117857952e-19
0.00012206805912711335,0.11224287299513468,0.0,0.0,0.0,0.0,0.3297115645385914,0.6697770609286063,7.372001964355685e-05,7.004685962070689e-05,5.738009915114247e-07,7.352126837469137e-08,1.8163991715534646e-15,3.510791336193765e-07,0.0001169841570601642,0.00017589757635143568,4.568017979616968e-05,5.318621354701668e-08,2.8266688053205045e-08,1.2659993118795085e-08,9.325928416246362e-08,5.289270527286387e-16,5.500582580514542e-06,7.51931890543188e-11,5.36003710550171e-10,8.901845676257323e-11,9.486922521940535e-08,1.851567243519494e-18,5.082146324519691e-17,1.511028519039608e-14,2.048237794258122e-15,2.5848870553595282e-14,4.7213947857128145e-11,3.131053500740246e-17,7.99954088033581e-18,8.960265733931198e-23,1.9069980341146618e-21,2.0335440601858324e-20,2.3047568352575212e-14,9.359326098219339e-21,1.578448030731269e-20,5.599713510060202e-16,6.723934384455116e-19
0.00012371247865440943,0.11224277927566309,0.0,0.0,0.0,0.0,0.3297050858837785,0.669772280953505,7.420880094925796e-05,7.091811335524846e-05,5.776018090280152e-07,7.443322231489591e-08,1.828430873463164e-15,3.546811024634974e-07,0.00011978634570988366,0.00018044446597322312,4.715302953899489e-05,5.363809098673017e-08,2.8636392442243603e-08,1.2978305198885786e-08,9.560775227978315e-08,5.422465665093015e-16,5.724880803214836e-06,7.662401699316576e-11,5.425490746794528e-10,9.266132023997074e-11,1.0046730832789815e-07,1.9468376335186572e-18,5.215884402438922e-17,1.6108044593905556e-14,2.191359236034676e-15,2.7603976589066256e-14,5.1269403229557185e-11,3.3999962405199804e-17,8.744271375241185e-18,9.850940725807432e-23,2.0965476427254664e-21,2.235671945904216e-20,2.5729745968948588e-14,1.0448462527781228e-20,1.7841128614423814e-20,6.420675516448152e-16,7.709716004748567e-19
0.0001253568981817055,0.1122426843356423,0.0,0.0,0.0,0.0,0.32969855295859435,0.6697674655767855,7.468916637214992e-05,7.178658769083302e-05,5.813370491158923e-07,7.534226883183165e-08,1.8402549863817973e-15,3.582597686613346e-07,0.0001226072481961647,0.0001850379019047433,4.864485975475354e-05,5.408513279839671e-08,2.900546557811585e-08,1.329922304108494e-08,9.79754614331839e-08,5.556752072754954e-16,5.954780098666839e-06,7.805534493914542e-11,5.490626503001448e-10,9.638217921556926e-11,1.0629212073064028e-07,2.045448212003623e-18,5.351035893467909e-17,1.7152289587701188e-14,2.341804458366768e-15,2.944489946920887e-14,5.559753964093585e-11,3.6870221752645676e-17,9.543853938156876e-18,1.0813381679653985e-22,2.3013712702148066e-21,2.4540874154639972e-20,2.867355952231435e-14,1.1643831417616303e-20,2.012648169091706e-20,7.346504491441363e-16,8.821418105295847e-19
0.00012700131770900156,0.11224258819674768,0.0,0.0,0.0,0.0,0.3296919661380304,0.6697626150611534,7.516145988009706e-05,7.265228473191722e-05,5.850093899334833e-07,7.624841219836733e-08,1.8518799881563126e-15,3.618160478554418e-07,0.00012544652473961106,0.000189677597871168,5.015545215613932e-05,5.452750940447283e-08,2.9373906787570604e-08,1.3622712260169088e-08,1.0036215592445739e-07,5.69211524815677e-16,6.1903258632420026e-06,7.948715462320699e-11,5.555457603038504e-10,1.0018111754704184e-10,1.1234845358915166e-07,2.1474625577621513e-18,5.487595782675116e-17,1.8244268907452623e-14,2.499810946708222e-15,3.1374194902264266e-14,6.021154794381966e-11,3.993006073437337e-17,1.0401266370874642e-17,1.1852011822072506e-22,2.522410760209303e-21,2.6897948120675657e-20,3.1899572045606816e-14,1.2953780983876499e-20,2.266159491608996e-20,8.388620916486657e-16,1.0072753989018556e-18
0.00012864573723629763,0.11224249087982471,0.0,0.0,0.0,0.0,0.3296853257834113,0.6697577296563689,7.562601210014381e-05,7.351520809111937e-05,5.88621405724443e-07,7.715165827268991e-08,1.8633140277199174e-15,3.653508246725278e-07,0.00012830384826900427,0.00019436327916864813,5.168459594456511e-05,5.496538501084581e-08,2.9741716001573885e-08,1.3948739806218047e-08,1.027675899485237e-07,5.828541250277444e-16,6.431562897786898e-06,8.091945866045086e-11,5.6199976341661e-10,1.0405823116826717e-10,1.1864110277638461e-07,2.252944250276385e-18,5.625559597976027e-17,1.9385244507279824e-14,2.6656200249517297e-15,3.339444905938309e-14,6.512500685620348e-11,4.3188484253018957e-17,1.1319593571902815e-17,1.2971444961967123e-22,2.7606486021416797e-21,2.9438418219287166e-20,3.5429567660747233e-14,1.4387155076399053e-20,2.5469061475083363e-20,9.559473348642684e-16,1.1478671435015305e-18
0.0001302901567635937,0.11224239240490126,0.0,0.0,0.0,0.0,0.32967863224287264,0.6697528095997392,7.60831404879735e-05,7.43753628067001e-05,5.92175568172597e-07,7.805201430013241e-08,1.874564929321664e-15,3.6886495271567095e-07,0.00013117890395087858,0.0001990946822663009,5.323208770904042e-05,5.53989176677849e-08,3.010889373000302e-08,1.427727391538565e-08,1.0519152724258919e-07,5.966016679294676e-16,6.678535430705804e-06,8.235226073069238e-11,5.68425946328892e-10,1.0801362646192836e-10,1.2517486948544796e-07,2.361957336126924e-18,5.764923392311021e-17,2.0576487481180758e-14,2.8394763216976445e-15,3.550827847312228e-14,7.035188745158737e-11,4.6654757406866746e-17,1.2302027003145175e-17,1.4176487199595399e-22,3.017108306163087e-21,3.217319874063731e-20,3.928660012943832e-14,1.5953312877604826e-20,2.857308626353556e-20,1.0872611394136796e-15,1.3055440322581173e-18
0.00013193457629088977,0.11224229279120272,0.0,0.0,0.0,0.0,0.3296718858518373,0.6697478551166066,7.65331495416882e-05,7.523275526238491e-05,5.95674248071642e-07,7.894948880223037e-08,1.885640197820185e-15,3.7235925467726216e-07,0.0001340713887229085,0.00020387155440887677,5.479773130245772e-05,5.582825935355809e-08,3.047544101161144e-08,1.4608284061491305e-08,1.0763374073396562e-07,6.104528656611397e-16,6.931287140205403e-06,8.378555417545736e-11,5.748255130886081e-10,1.1204741730659409e-10,1.319545608485938e-07,2.47456640593539e-18,5.905683694670018e-17,2.1819277942648196e-14,3.021627852187158e-15,3.7718330241349735e-14,7.590655768283563e-11,5.0338408489904787e-17,1.3351866633340922e-17,1.5472141051538166e-22,3.2928552910199304e-21,3.511365087086566e-20,4.34950423580385e-14,1.7662148986686657e-20,3.1999570566402756e-20,1.234276245284351e-15,1.482074478321408e-18
0.00013357899581818583,0.11224219205716957,0.0,0.0,0.0,0.0,0.3296650869334855,0.6697428664208341,7.697633105322191e-05,7.608739310911749e-05,5.991197172393563e-07,7.984409165352558e-08,1.896547024808075e-15,3.7583452259290013e-07,0.00013698101083282825,0.00020869365322191143,5.6381337698660764e-05,5.625355607853034e-08,3.084135940042905e-08,1.494174091067464e-08,1.1009401218441942e-07,6.244064804680885e-16,7.189861175701483e-06,8.521936965245147e-11,5.811997221234193e-10,1.1615973001714404e-10,1.3898499055085434e-07,2.5908359498815673e-18,6.047837523708438e-17,2.3114910586392798e-14,3.2123266648312063e-15,4.0027282704735924e-14,8.180378693829487e-11,5.4249232013274266e-17,1.4472526039048677e-17,1.6863613989005936e-22,3.588998704219028e-21,3.827160210157916e-20,4.808063685603434e-14,1.9524113888150468e-20,3.577620858597942e-20,1.3985912354432504e-15,1.6793780025597666e-18
0.0001352234153454819,0.11224209022047563,0.0,0.0,0.0,0.0,0.32965823579922066,0.6697378437152766,7.741296439157007e-05,7.693928519005552e-05,6.025141507640738e-07,8.07358338789122e-08,1.907292295649367e-15,3.792915182631223e-07,0.0001399074893849718,0.0002135607463210857,5.79827248333708e-05,5.667494800523218e-08,3.120665094971723e-08,1.5277616273119206e-08,1.1257213184457859e-07,6.384613227409143e-16,7.454300178394233e-06,8.665372773456672e-11,5.875497607978099e-10,1.2035070230790388e-10,1.4627097944891465e-07,2.7108309008408627e-18,6.191382376442544e-17,2.4464689821797276e-14,3.4118281846946576e-15,4.243784530579799e-14,8.805875063197284e-11,5.83972917493063e-17,1.566753142938111e-17,1.835631980493113e-22,3.906691725276003e-21,4.165934946356843e-20,5.307054714793872e-14,2.1550234809822496e-20,3.993256802437598e-20,1.5819390008738039e-15,1.8995353980716867e-18
0.00013686783487277797,0.11224198729804846,0.0,0.0,0.0,0.0,0.3296513327491257,0.6697327871922488,7.784331681264566e-05,7.778844146835626e-05,6.058596294344036e-07,8.162472750506185e-08,1.9178825971642496e-15,3.8273097371696566e-07,0.0001428505538952948,0.00021847261092715938,5.9601717431799015e-05,5.7092569581895434e-08,3.157131815433849e-08,1.5615883055505382e-08,1.150678981145914e-07,6.526162490910759e-16,7.72464630102357e-06,8.80886251679004e-11,5.938766981632562e-10,1.2462047834977119e-10,1.53817356188907e-07,2.834616891142213e-18,6.336316156883907e-17,2.58699281876159e-14,3.620391148668783e-15,4.4952758674432493e-14,9.468703482737897e-11,6.279292379788115e-17,1.694052283659834e-17,1.995588177367881e-22,4.247132250711938e-21,4.528966683132908e-20,5.849341013893624e-14,2.3752136966164278e-20,4.4500180866585734e-20,1.786195619394601e-15,2.1447993915515772e-18
0.00013851225440007404,0.11224188330609121,0.0,0.0,0.0,0.0,0.3296443780724113,0.6697276970339805,7.826764379053788e-05,7.863487295681379e-05,6.091581422555419e-07,8.251078570954278e-08,1.928324225691628e-15,3.861535917443345e-07,0.00014580994385578297,0.00022342903348759682,6.123814682550234e-05,5.750654968845579e-08,3.1935363940527406e-08,1.5956515217741297e-08,1.175811171994214e-07,6.668701603953252e-16,8.000941226815056e-06,8.952410452228536e-11,6.00181682497539e-10,1.289692141389932e-10,1.6162895780263587e-07,2.9622593316129137e-18,6.482637206444385e-17,2.7331954262670074e-14,3.83827854555441e-15,4.7574795438196116e-14,1.0170464089119586e-10,6.744673967257162e-17,1.8295260661874113e-17,2.1668142959412993e-22,4.611565089715538e-21,4.9175828336697444e-20,6.437938943371789e-14,2.6142065184448913e-20,4.951265277410678e-20,2.013389660768116e-15,2.417605816529256e-18
0.0001401566739273701,0.11224177826010422,0.0,0.0,0.0,0.0,0.3296373720478542,0.6697225734130599,7.868618936576525e-05,7.947859165096508e-05,6.124115892058145e-07,8.339402262387236e-08,1.9386231957277902e-15,3.895600466040795e-07,0.00014878540830994626,0.00022842980930600575,6.289185076076432e-05,5.791701179162353e-08,3.2298791664232596e-08,1.6299487727501917e-08,1.2011160277916588e-07,6.812219999262035e-16,8.283226187630986e-06,9.09602008070458e-11,6.064658040579458e-10,1.333970777970742e-10,1.6971063029770665e-07,3.093824003491141e-18,6.630344308716247e-17,2.885210722290939e-14,4.065756851327584e-15,5.030676005982742e-14,1.0912799017905996e-10,7.236962940807971e-17,1.9735624358942703e-17,2.3499167427907406e-22,5.0012822350602465e-21,5.333161125779971e-20,7.076022960819022e-14,2.873290592101084e-20,5.500575094508079e-20,2.265711930803798e-15,2.720585313738074e-18
0.00014180109345466617,0.11224167217490802,0.0,0.0,0.0,0.0,0.3296303149442231,0.6697174164928649,7.909918650690566e-05,8.031961046532449e-05,6.156217840889115e-07,8.427445312175893e-08,1.9487852489224723e-15,3.929509847184835e-07,0.00015177670543966586,0.00023347474218026053,6.456267320058731e-05,5.8324074106496285e-08,3.266160504338167e-08,1.6644776515096514e-08,1.226591756951065e-07,6.956707515718163e-16,8.571541981346572e-06,9.239690722155468e-11,6.127299880193723e-10,1.3790424244013305e-10,1.7806722924248588e-07,3.2293776054242755e-18,6.779436581367168e-17,3.043173288920323e-14,4.303095715668292e-15,5.315148875703145e-14,1.1697392875398283e-10,7.75727646893178e-17,2.1265612346572824e-17,2.545524180520482e-22,5.417623210732165e-21,5.77712997260121e-20,7.766931143479334e-14,3.15382096632617e-20,6.101749976198913e-20,2.5455256672585425e-15,3.056575573985055e-18
0.00014344551298196224,0.11224156506466698,0.0,0.0,0.0,0.0,0.3296232070206944,0.6697122264279836,7.95068574816387e-05,8.115794317111622e-05,6.187904573354262e-07,8.515209305325462e-08,1.9588158630865142e-15,3.9632702534871056e-07,0.00015478360216355356,0.00023856364404990072,6.625046412216572e-05,5.872784976446288e-08,3.302380814807412e-08,1.6992358433139306e-08,1.252236636257203e-07,7.102154379975685e-16,8.86592898846925e-06,9.38342727904299e-11,6.189752673520819e-10,1.424908915455477e-10,1.8670362031811506e-07,3.368986482333987e-18,6.929913526955015e-17,3.2072194599925196e-14,4.55056927453999e-15,5.6111850438976906e-14,1.2525973213070169e-10,8.306760199768725e-17,2.2889350376444036e-17,2.754288776987308e-22,5.861977730707513e-21,6.250971307806677e-20,8.514170806069338e-14,3.4572213712622103e-20,6.758830462083457e-20,2.855377200465401e-15,3.4286341390499938e-18
0.0001450899325092583,0.1122414569429128,0.0,0.0,0.0,0.0,0.32961604852725507,0.6697070033646195,7.990941423390542e-05,8.199360433747402e-05,6.21919258984051e-07,8.602695907187256e-08,1.968720261532188e-15,3.996887614742747e-07,0.0001578058737483434,0.00024369633465344748,6.795507931145204e-05,5.9128446985227374e-08,3.338540542014497e-08,1.7342211215033172e-08,1.2780490077794873e-07,7.248551188954558e-16,9.166427188019762e-06,9.527234701023957e-11,6.252026467206976e-10,1.471572214325142e-10,1.956246798557111e-07,3.5127172032758e-18,7.081775071114424e-17,3.377486768135744e-14,4.808455320049629e-15,5.919074655423884e-14,1.3400311004864044e-10,8.886588577633017e-17,2.461109013140475e-17,2.9768863494001834e-22,6.3357860186879866e-21,6.756220926557919e-20,9.321424213803927e-14,3.7849865358061376e-20,7.476104812214417e-20,3.1980070918361288e-15,3.840051776398221e-18
0.00014673435203655438,0.11224134782256766,0.0,0.0,0.0,0.0,0.32960883970509197,0.6697017474409825,8.030705876493566e-05,8.28266092761123e-05,6.250097617144905e-07,8.689906832536252e-08,1.9785034225988666e-15,4.030367606355828e-07,0.0001608433034331766,0.00024887264119614883,6.967638015628718e-05,5.9525969250461276e-08,3.3746401592865473e-08,1.7694313433483103e-08,1.3040272760650547e-07,7.395888893927217e-16,9.473076172699752e-06,9.671111372560162e-11,6.314129040491671e-10,1.5190343191648508e-10,2.048352953704138e-07,3.66063755362809e-18,7.235021396270395e-17,3.5541131892552e-14,5.07703460075902e-15,6.23911108143114e-14,1.4322221127670591e-10,9.497965161649068e-17,2.643520713196243e-17,3.21401627290051e-22,6.840538633937388e-21,7.294468299784088e-20,1.0192554390754815e-13,4.1386845436365255e-20,8.258118870673021e-20,3.576361763484776e-15,4.29436644361385e-18
0.00014837877156385044,0.11224123771596849,0.0,0.0,0.0,0.0,0.329601580786969,0.669696458787669,8.06999835152331e-05,8.365697398693411e-05,6.280634637047873e-07,8.776843878468544e-08,1.9881700888906e-15,4.0637156564929487e-07,0.00016389568206621764,0.00025409239802836247,7.141423343941189e-05,5.992051547912432e-08,3.4106801675700994e-08,1.8048644463324045e-08,1.3301699051759642e-07,7.544158783705235e-16,9.785915163368749e-06,9.815062292768876e-11,6.376069531747542e-10,1.5672973091740272e-10,2.143403660554246e-07,3.8128148393184805e-18,7.389653012547157e-17,3.737238587354457e-14,5.35659258824601e-15,6.571591023793715e-14,1.5293562843966976e-10,1.0142122945819413e-16,2.8366211315589326e-17,3.466402988276595e-22,7.377779678131201e-21,7.867359993834e-20,1.1131611023454795e-13,4.5199592270731236e-20,9.109690055685791e-20,3.993605632314875e-15,4.795377858574748e-18
0.0001500231910911465,0.11224112663489051,0.0,0.0,0.0,0.0,0.32959427199759117,0.6696911375280253,8.108837174501675e-05,8.448471510688283e-05,6.310817916299926e-07,8.863508912578449e-08,1.9977247766711044e-15,4.096936955669222e-07,0.00016696280775511797,0.00025935544633484524,7.316851113243274e-05,6.031218020346653e-08,3.4466611004064354e-08,1.8405184444347417e-08,1.3564754158188244e-07,7.693352468361606e-16,1.0104983022850836e-05,9.95909411757005e-11,6.437857326208109e-10,1.6163633998924394e-10,2.2414480325305107e-07,3.969316332962014e-18,7.545670859482445e-17,3.927004243720538e-14,5.647418665132216e-15,6.916814504296618e-14,1.6316240286836305e-10,1.082032468067173e-16,3.040874604390074e-17,3.7347962372319264e-22,7.949107308078929e-21,8.476600217222281e-20,1.2142836459570341e-13,4.930532600016996e-20,1.0035917987848043e-19,4.453133762145313e-15,5.347162691669694e-18
