Time (s),Volume (m^3),Ar,He,Ne,N2,methane(1),oxygen(2),CH3(5),HO2(7),CH3O2(12),H(6),CH3O2(19),OH(D)(9),CH2O(25),H2O(35),CC(14),O(T)(10),OO(11),CHO(34),CHO3(63),CHO3(75),CO2(114),COO(15),CH3O(17),C2H5(58),C2H4(166),CHO3(116),CHO2(70),C3H7(186),C2H5O(189),C2H3(183),C#C(234),C2H2(247),C3H5(249),S(250),C2H2O(255),C2H2O(276),C2H2O(282),S(407),S(416),S(492),S(435),CH2(T)(8)
0.00038223700472763214,0.11221762975748721,0.0,0.0,0.0,0.0,0.3281103304763532,0.668624556941077,0.00011912088445276517,0.00018429580754438212,9.257929569475024e-07,1.935404766158565e-07,2.930812299411157e-15,8.403695298793781e-07,0.000700733351325227,0.00141026352976283,0.00046018889786957274,1.0306958891120454e-07,8.275008106274003e-08,8.65729510748037e-08,6.380300531107029e-07,3.618635508059441e-15,0.00013316709705650615,3.178369341324848e-10,1.4997598459975224e-09,1.8162014241504241e-09,7.275974720457768e-06,1.0731455375427245e-16,4.626504863421191e-16,1.8730768622188633e-12,3.7611939254780473e-13,3.927245255699561e-12,2.6324525527105738e-08,1.7457450293047785e-14,7.208872897655363e-15,1.3147270829541686e-19,2.8111531677008795e-18,2.997697807279618e-17,1.034161408567381e-10,4.193272809988563e-17,1.8617479820468296e-16,3.499254857253095e-15,4.195277064880068e-18,9.729490869619383e-09
0.0003847416061992794,0.1122172996991383,0.0,0.0,0.0,0.0,0.32808967356608565,0.6686095848047132,0.00011945279328565987,0.00018527010633134766,9.283544536868243e-07,1.9456963066369802e-07,2.938922990781983e-15,8.449890977223451e-07,0.0007072835430059498,0.0014270364751889312,0.00046574003026257654,1.0346547009138268e-07,8.327562832810972e-08,8.747697354579021e-08,6.446832021526604e-07,3.656369344262808e-15,0.00013548732987902012,3.2040250049227764e-10,1.5093914358637337e-09,1.8464112848826943e-09,7.446084242710867e-06,1.0978486788108642e-16,4.690728563717206e-16,1.922215495335671e-12,3.870300524276814e-13,4.036235257685822e-12,2.7232975421029732e-08,1.8059900623717598e-14,7.478450284469563e-15,1.3672921477286198e-19,2.923682517090874e-18,3.117694464800236e-17,1.0803709604087207e-10,4.3805560864045656e-17,1.9552245334899212e-16,3.5888885736149426e-15,4.302580828495208e-18,9.80477536952914e-09
0.0003872462076709266,0.11221696808046407,0.0,0.0,0.0,0.0,0.32806891921425113,0.6685945357596438,0.00011978387905396268,0.00018624347169482748,9.309093593723165e-07,1.9559791471682705e-07,2.9470128336805106e-15,8.496120873023429e-07,0.0007138465096493375,0.0014439040369915212,0.00047131901921145224,1.038606674460845e-07,8.380179814893022e-08,8.838432153034503e-08,6.513605564609676e-07,3.69424046246385e-15,0.00013783167569181583,3.2297357154104214e-10,1.5190381231649794e-09,1.876931297110111e-09,7.6189895182212125e-06,1.1229581508241566e-16,4.755547363917023e-16,1.972308595652274e-12,3.9818503800404093e-13,4.1475265321304845e-12,2.8166390877219737e-08,1.867890719107425e-14,7.756237076881924e-15,1.4215901429398724e-19,3.03992673186274e-18,3.2416525015641585e-17,1.128285616854325e-10,4.5747451267779415e-17,2.052672926539358e-16,3.6802565548615835e-15,4.411953277125052e-18,9.880259494463766e-09
0.0003895003489954091,0.11221666829066151,0.0,0.0,0.0,0.0,0.32805015698113144,0.6685809257645411,0.00012008116237456694,0.00018711872321535366,9.332032147992257e-07,1.9652264890348014e-07,2.9542761064601116e-15,8.537757672291677e-07,0.0007197640254878168,0.0014591658252015866,0.00047636390230249373,1.042157700503231e-07,8.427589244578869e-08,8.92037745091209e-08,6.573908402287034e-07,3.728441671333332e-15,0.00013996227585371835,3.2529234671977847e-10,1.5277334195437687e-09,1.904666130253271e-09,7.777017741919406e-06,1.1459080903390878e-16,4.814396659281254e-16,2.018219168917102e-12,4.0843692950718914e-13,4.249686009866756e-12,2.902823943311934e-08,1.9250453240398183e-14,8.013427243886145e-15,1.471977834722296e-19,3.147803953347284e-18,3.356688321737998e-17,1.172907750615312e-10,4.755585855681949e-17,2.1438874124366712e-16,3.7639929922426e-15,4.51218377653923e-18,9.948366594537852e-09
0.0003917544903198916,0.11221636723899883,0.0,0.0,0.0,0.0,0.3280313158118688,0.6685672532911971,0.00012037779716208541,0.0001879932570102309,9.354918718421214e-07,1.9744671893028397e-07,2.9615229364487236e-15,8.579423288600607e-07,0.0007256917468619949,0.0014745044131090196,0.0004814313041922285,1.045703365680044e-07,8.475050827347862e-08,9.002591518160786e-08,6.634406752673967e-07,3.762753766713157e-15,0.00014211254211579126,3.276155774317682e-10,1.5364410203615411e-09,1.932654971963573e-09,7.937353647027487e-06,1.1691942539986106e-16,4.873734698710783e-16,2.0649220583619155e-12,4.188930859771034e-13,4.353763727829848e-12,2.991111456223629e-08,1.9835943334697588e-14,8.277570460116104e-15,1.523839948628922e-19,3.258842078938866e-18,3.475094799696845e-17,1.2189882753172487e-10,4.942332762675591e-17,2.238534691702907e-16,3.8491717600295096e-15,4.614134286878664e-18,1.0016636719615953e-08
0.00039400863164437407,0.11221606492640984,0.0,0.0,0.0,0.0,0.32801239570081936,0.6685535182526657,0.00012067379174409885,0.00018886709077651936,9.377753946258604e-07,1.9837014363090136e-07,2.9687535266674525e-15,8.621118183244259e-07,0.0007316296074063477,0.0014899198782132098,0.0004865212039378204,1.049243751993948e-07,8.522565379547368e-08,9.085073972991003e-08,6.695100365463606e-07,3.797176606640548e-15,0.00014428253809785336,3.299433158710423e-10,1.5451611153631155e-09,1.9608986339993132e-09,8.10001779583343e-06,1.1928191226993356e-16,4.933564491992857e-16,2.1124266664647233e-12,4.295562620586185e-13,4.459784767761644e-12,3.081540519864366e-08,2.0435635400655467e-14,8.548814753120662e-15,1.5772110359846646e-19,3.373115271668825e-18,3.596951019838854e-17,1.2665648890301154e-10,5.135138326261539e-17,2.3367211632266407e-16,3.935810376118984e-15,4.717825476621416e-18,1.0085070484798073e-08
0.00039626277296885655,0.1122157613538198,0.0,0.0,0.0,0.0,0.32799339664133625,0.6685397205616056,0.00012096915427086212,0.00018974024191646788,9.400538455379517e-07,1.9929294193958936e-07,2.975968074717104e-15,8.662842891164368e-07,0.0007375775413704501,0.0015054122989401663,0.0004916335808289292,1.0527789398160944e-07,8.570133676654233e-08,9.167824531000128e-08,6.75598898749089e-07,3.831710047532878e-15,0.00014647232733761714,3.3227568658607677e-10,1.5538941280220655e-09,1.989398662760988e-09,8.265030836109143e-06,1.216786445392102e-16,4.993889258672235e-16,2.160742778946404e-12,4.404297135593397e-13,4.567776435965218e-12,3.1741505361379247e-08,2.104979073711452e-14,8.827311481665923e-15,1.6321264249601773e-19,3.4906993569850165e-18,3.722337839294588e-17,1.3156760071212455e-10,5.334157914582652e-17,2.4385563040229207e-16,4.023930031452007e-15,4.823282413844455e-18,1.0153668496332474e-08
0.000398516914293339,0.11221545652214374,0.0,0.0,0.0,0.0,0.32797431862577503,0.6685258601302809,0.00012126389273057492,0.00019061272754479968,9.423272867335705e-07,2.0021513162319832e-07,2.983166777377421e-15,8.704597874637937e-07,0.000743535483610103,0.0015209817546418178,0.000496768414381157,1.0563090080450612e-07,8.617756507874643e-08,9.25084294129202e-08,6.817072376916843e-07,3.866353952227585e-15,0.0001486819732911951,3.346126038147546e-10,1.5626398316921735e-09,2.0181562356634483e-09,8.432413502295264e-06,1.2410993930956635e-16,5.054712232086252e-16,2.2098793730185174e-12,4.515164443194894e-13,4.677764545375176e-12,3.268981419623344e-08,2.1678674042790732e-14,9.113211596229593e-15,1.6886216725371945e-19,3.611670665842154e-18,3.851336654246288e-17,1.3663607700010827e-10,5.5395498336151534e-17,2.5441508654644954e-16,4.113547103911037e-15,4.930524382510415e-18,1.0222431362777416e-08
0.0004007710556178215,0.1122151504322877,0.0,0.0,0.0,0.0,0.3279551616455209,0.6685119368705716,0.00012155801495283936,0.00019148456449220484,9.445957788771299e-07,2.011367303048322e-07,2.9903498267028196e-15,8.746383570786439e-07,0.0007495033695719526,0.0015366283255746213,0.0005019256843268088,1.0598340341476818e-07,8.665434655866336e-08,9.334128891219625e-08,6.878350294525992e-07,3.90110818505096e-15,0.00015091153933717103,3.369540333671883e-10,1.5713981517778624e-09,2.047172275685917e-09,8.602186615714018e-06,1.2657606936502547e-16,5.116036540293364e-16,2.259845696452658e-12,4.628193407378586e-13,4.789774755940924e-12,3.366073602890031e-08,2.232255345152067e-14,9.406669106670257e-15,1.7467330596012465e-19,3.7361070805178864e-18,3.984030515142999e-17,1.4186590540042793e-10,5.751475355278722e-17,2.653618585358509e-16,4.20467838130756e-15,5.039571148939503e-18,1.0291359673584581e-08
0.000403025196942304,0.1122148430851535,0.0,0.0,0.0,0.0,0.3279359256910055,0.6684979506939812,0.0001218515286022498,0.00019235576930422664,9.468593802282439e-07,2.0205775625056607e-07,2.9975174072256743e-15,8.78820046619573e-07,0.0007554811352874402,0.0015523520928868227,0.000507105370611832,1.0633540941265925e-07,8.713168872336927e-08,9.417682052817678e-08,6.939822508222015e-07,3.935972614370902e-15,0.00015316108877715985,3.3930016883876424e-10,1.5801697151005277e-09,2.0764480851153572e-09,8.774371084351938e-06,1.2907737025934391e-16,5.177865346027047e-16,2.310652008617141e-12,4.743416142524369e-13,4.903834778850135e-12,3.465468038293063e-08,2.298170054416645e-14,9.707843467544316e-15,1.806497950799535e-19,3.864088794333828e-18,4.1205049368357224e-17,1.4726114750855055e-10,5.970098720878296e-17,2.767077426259716e-16,4.2973461249425924e-15,5.150449037864066e-18,1.03604540185602e-08
0.00040527933826678647,0.11221453448163063,0.0,0.0,0.0,0.0,0.32791661075172657,0.6684839015116382,0.00012214444118677632,0.00019322635825138552,9.49118148949858e-07,2.0297822661293112e-07,3.0046697031294913e-15,8.830049031765013e-07,0.0007614687173594566,0.0015681531386049503,0.000512307453385811,1.0668692625224425e-07,8.760959905000248e-08,9.501502236136457e-08,7.001488791069399e-07,3.970947111478317e-15,0.0001554306848373024,3.4165097466905916e-10,1.5889544533909206e-09,2.1059852011748366e-09,8.948987903573562e-06,1.316142246352448e-16,5.240202036709527e-16,2.3623077017700556e-12,4.860865955147254e-13,5.019972184423933e-12,3.567206204028619e-08,2.365639038877395e-14,1.0016893587200426e-14,1.8679539476786047e-19,3.9956965238183165e-18,4.26084599210155e-17,1.5282594002575467e-10,6.195587214700801e-17,2.8846466730246356e-16,4.39156916513111e-15,5.263180248660834e-18,1.042971499513031e-08
0.00040753347959126895,0.11221422462260178,0.0,0.0,0.0,0.0,0.3278972168162723,0.6684697892343088,0.00012243676007106085,0.00019409634733574845,9.513721425472387e-07,2.038981577952395e-07,3.0118068964447263e-15,8.871929679105842e-07,0.0007674660529464457,0.0015840315456149582,0.0005175319129917145,1.0703796125344206e-07,8.808808505003253e-08,9.585589185376009e-08,7.063348916286541e-07,4.006031547749821e-15,0.0001577203906714096,3.440063212746177e-10,1.5977519998245767e-09,2.1357845744281883e-09,9.12605815645029e-06,1.3418691295222596e-16,5.303049818263483e-16,2.4148218325840978e-12,4.980572417927057e-13,5.138212992587873e-12,3.6713301111383045e-08,2.434690158702342e-14,1.0333979562006046e-14,1.9311391116114939e-19,4.131011980251528e-18,4.405140814479922e-17,1.5856449620984058e-10,6.42811121532506e-17,3.006447735842327e-16,4.487363095831405e-15,5.377783087408101e-18,1.0499143181116092e-08
0.00040978762091575143,0.11221391350894679,0.0,0.0,0.0,0.0,0.3278777438723257,0.6684556137724024,0.00012272849247068216,0.00019496575228585182,9.536214157776906e-07,2.0481756711073227e-07,3.0189291605744435e-15,8.913842829665398e-07,0.0007734730797624986,0.001599987397656302,0.0005227787299672922,1.073885216031205e-07,8.856715404124729e-08,9.669942493378381e-08,7.125402663121291e-07,4.041225797987279e-15,0.00016003026936031137,3.46366401877103e-10,1.6065629664650524e-09,2.1658469688756277e-09,9.305603013006712e-06,1.3679567740070476e-16,5.366411695135458e-16,2.4682048428252873e-12,5.102565032204168e-13,5.258584306841896e-12,3.777882302853783e-08,2.5053516269882312e-14,1.065926825603066e-14,1.99609278077757e-19,4.270119594251402e-18,4.553479437299893e-17,1.6448110582572257e-10,6.667844166669978e-17,3.1326070259796657e-16,4.584749152566167e-15,5.494282618666299e-18,1.0568739131318571e-08
0.0004120417622402339,0.11221360114153409,0.0,0.0,0.0,0.0,0.32785819190669757,0.6684413750359793,0.00012301964544957997,0.00019583458856611274,9.55866023297942e-07,2.0573647096180201e-07,3.0260366686252414e-15,8.95578893922068e-07,0.0007794897360630626,0.0016160207792967223,0.000528047885034395,1.0773861434552929e-07,8.904681317871425e-08,9.754562014750112e-08,7.187649808526183e-07,4.076529735686885e-15,0.00016236038391169644,3.487311895301805e-10,1.615387315108481e-09,2.1961741576788425e-09,9.487643729684611e-06,1.3944095107589406e-16,5.430291203080039e-16,2.522466368178772e-12,5.226879704091368e-13,5.381115055101181e-12,3.886905861418317e-08,2.577652014284302e-14,1.099292621465159e-14,2.062854593187288e-19,4.413104453209272e-18,4.7059525942466033e-17,1.7058013649180638e-10,6.914962665033575e-17,3.2632524985599116e-16,4.683747574201238e-15,5.612702703260055e-18,1.0638503406330234e-08
0.00041407048943226815,0.11221331893961234,0.0,0.0,0.0,0.0,0.3278405275624578,0.6684285059988556,0.00012328119344728693,0.00019661606756568367,9.578822253087755e-07,2.065630653465836e-07,3.032420950073804e-15,8.993568960206763e-07,0.000784912909363213,0.0016305171811787733,0.0005328092078798205,1.0805330372326522e-07,8.947901686130516e-08,9.830947014738013e-08,7.243837423975842e-07,4.108396965302545e-15,0.00016447484068677671,3.508634671982428e-10,1.623340525136053e-09,2.2236959861406526e-09,9.653631979281077e-06,1.418531733797159e-16,5.48822803996981e-16,2.572060736329122e-12,5.34077454447505e-13,5.493261723132105e-12,3.987176156915653e-08,2.6441475616346193e-14,1.1300513385826281e-14,2.1245194240798757e-19,4.545177222790103e-18,4.846789549092219e-17,1.762289115512403e-10,7.143832643724516e-17,3.3847770293902387e-16,4.7742394344084365e-15,5.720940142362319e-18,1.0701435638577089e-08
0.0004160992166243024,0.11221303572347899,0.0,0.0,0.0,0.0,0.32782279918830337,0.6684155855701304,0.00012354228265326725,0.0001973971091207245,9.59894729387228e-07,2.0738927486179892e-07,3.0387935364965086e-15,9.031376308115664e-07,0.0007903437887857463,0.001645076514153221,0.000537588595329371,1.0836762487392562e-07,8.991170944227834e-08,9.907547249576041e-08,7.300181375380317e-07,4.1403528620374106e-15,0.0001666057853142498,3.5299956270826866e-10,1.6313046330748869e-09,2.2514339704653954e-09,9.821674802442107e-06,1.4429543527976336e-16,5.54658914056283e-16,2.622381835214432e-12,5.456599034346917e-13,5.607200099100206e-12,4.089515881249482e-08,2.712015477584558e-14,1.1615142067553443e-14,2.1877113386359446e-19,4.680524707592046e-18,4.9911185252013107e-17,1.8203236056217935e-10,7.378964411020862e-17,3.5101386727906886e-16,4.866066563127983e-15,5.830767655559753e-18,1.0764505076086487e-08
0.0004181279438163366,0.11221275149374067,0.0,0.0,0.0,0.0,0.3278050067729883,0.6684026136835838,0.00012380291795824602,0.00019817772400909344,9.619035729401575e-07,2.082151111938779e-07,3.045154546360696e-15,9.069211279767774e-07,0.0007957823303241515,0.0016596988414320024,0.0005423860336578924,1.0868158269166157e-07,9.034489598238801e-08,9.984362519259726e-08,7.356681511042422e-07,4.17239733985624e-15,0.00016875326359517957,3.5513954133610653e-10,1.6392798597543308e-09,2.279388985018365e-09,9.991787865129785e-06,1.4676797806404904e-16,5.605376919791696e-16,2.6734371769409134e-12,5.574377542697329e-13,5.722951146346513e-12,4.1939575013173014e-08,2.7812772929789552e-14,1.1936940741863549e-14,2.252461063108953e-19,4.8192128429688185e-18,5.139009833315914e-17,1.8799382161095678e-10,7.620492900991213e-17,3.6394386444359224e-16,4.959244527162718e-15,5.9422035868287586e-18,1.0827712113486513e-08
0.00042015667100837086,0.11221246625103087,0.0,0.0,0.0,0.0,0.32778715030460603,0.6683895902727282,0.00012406310413519495,0.0001989579228052862,9.639087929358102e-07,2.0904058546896366e-07,3.0515040967283517e-15,9.107074170010185e-07,0.0008012284903835653,0.0016743842268667206,0.0005472015092745049,1.0899518196196026e-07,9.077858147145662e-08,1.0061392687723156e-07,7.413337681027998e-07,4.204530313721996e-15,0.00017091732127691485,3.572833705989426e-10,1.6472661307290453e-09,2.307562038588329e-09,1.0163986904887679e-05,1.4927106689271593e-16,5.664593869453261e-16,2.725233912000339e-12,5.694135104170099e-13,5.840535863524219e-12,4.3005339340078936e-08,2.8519548370802214e-14,1.2266037752385013e-14,2.318799382065795e-19,4.961307712291445e-18,5.290533942017633e-17,1.9411669832530027e-10,7.868555708256073e-17,3.7727784221918005e-16,5.053787483166868e-15,6.055264585348928e-18,1.0891057146992871e-08
0.0004221853982004051,0.11221217999595381,0.0,0.0,0.0,0.0,0.32776922977078715,0.6683765152708898,0.00012432284588875304,0.0001997377159423367,9.65910425818934e-07,2.098657086293958e-07,3.0578423029935713e-15,9.14496526483364e-07,0.000806682225655727,0.0016891327347549761,0.0005520350086755809,1.0930842740347843e-07,9.121277084257504e-08,1.0138637604979419e-07,7.470149740397795e-07,4.236751701430522e-15,0.0001730980040685632,3.5943101601113265e-10,1.6552633621117998e-09,2.3359540210866896e-09,1.0338287710016315e-05,1.5180494269325437e-16,5.724242414233829e-16,2.777779206873708e-12,5.815895982311878e-13,5.959975023040102e-12,4.4092784203362685e-08,2.924070154099303e-14,1.2602562507511376e-14,2.386757336287806e-19,5.106875956727242e-18,5.44576191469904e-17,2.0040444195761826e-10,8.123292353176982e-17,3.9102605839034582e-16,5.149709256739999e-15,6.16996689906932e-18,1.0954540567512551e-08
0.00042421412539243934,0.11221189272912686,0.0,0.0,0.0,0.0,0.32775124515872534,0.6683633886112182,0.00012458214784932115,0.00020051711371678492,9.679085069340832e-07,2.1069049185745756e-07,3.0641692770866416e-15,9.182884843810886e-07,0.0008121434931044792,0.0017039444298194548,0.0005568865184434566,1.0962132366854025e-07,9.164746897889582e-08,1.0216097062988674e-07,7.527117549618272e-07,4.269061423845395e-15,0.00017529535764381466,3.615825490956508e-10,1.6632717890397596e-09,2.3645656893924134e-09,1.0514706117653323e-05,1.543698236808767e-16,5.784324932355993e-16,2.8310807199879694e-12,5.939684216434738e-13,6.081289731520448e-12,4.520224511802501e-08,2.9976454941493446e-14,1.2946648323332553e-14,2.4563669256800667e-19,5.2559862511332316e-18,5.604766983395516e-17,2.0686054928068903e-10,8.384844170531781e-17,4.0519918373019935e-16,5.24702548438257e-15,6.2863289369773714e-18,1.1018162762242326e-08
0.0004262428525844736,0.11221160445116335,0.0,0.0,0.0,0.0,0.3277331964549026,0.6683502102265755,0.00012484101452604044,0.00020129612620246266,9.69903070774307e-07,2.115149460684494e-07,3.0704851282499795e-15,9.220833185274552e-07,0.0008176122501387086,0.0017188193774778809,0.0005617560252968397,1.0993387529641539e-07,9.208268069240659e-08,1.0293770887486459e-07,7.584240969583999e-07,4.301459402072657e-15,0.00017750942761819588,3.6373802213881495e-10,1.671291591625317e-09,2.3933979486492904e-09,1.0693258046288446e-05,1.5696595973701384e-16,5.844843907777546e-16,2.8851460800346177e-12,6.065525071427113e-13,6.2045015617749865e-12,4.633406282770823e-08,3.0727034540876386e-14,1.3298429921096377e-14,2.5276604980590923e-19,5.408708032809189e-18,5.767623193179962e-17,2.1348859395645324e-10,8.653355607138802e-17,4.1980803643465047e-16,5.345752006894583e-15,6.404369348014628e-18,1.1081924115550016e-08
0.0004282715797765078,0.11221131516265925,0.0,0.0,0.0,0.0,0.32771508364541785,0.6683369800496662,0.00012509945037032227,0.0002020747633549982,9.718941520800585e-07,2.1233908155298137e-07,3.0767899664869626e-15,9.258810566372533e-07,0.0008230884544069907,0.0017337576435223524,0.0005666435160233159,1.1024608676814348e-07,9.251841073182567e-08,1.0371658990457481e-07,7.641519856518705e-07,4.333945554566782e-15,0.0001797402595755478,3.658973453421381e-10,1.6793225230585857e-09,2.422451914744061e-09,1.0873959458849044e-05,1.5959364103917843e-16,5.905801919365507e-16,2.9399823700554575e-12,6.193444925066982e-13,6.329632159964232e-12,4.7488580972139026e-08,3.149266822829095e-14,1.3658041422881092e-14,2.6006704729071255e-19,5.565110904101025e-18,5.934404765123677e-17,2.2029219250494183e-10,8.928972847273864e-17,4.34863493935351e-16,5.4459026801710415e-15,6.5241043947952655e-18,1.1145825007977007e-08
0.00043030030696854205,0.11221102486422918,0.0,0.0,0.0,0.0,0.32769690671576907,0.6683236980129516,0.00012535745973384814,0.00020285303494060693,9.738817843408574e-07,2.1316290867676717e-07,3.08308389783397e-15,9.296817248975242e-07,0.0008285720639340959,0.0017487592943361018,0.0005715489775214388,1.105579624722996e-07,9.295466374863792e-08,1.0449761195645993e-07,7.698954078011369e-07,4.3665198062298245e-15,0.00018198789905043408,3.6806052500632026e-10,1.687364617376651e-09,2.451728325612171e-09,1.1056826389980808e-05,1.622530783931953e-16,5.967201313555577e-16,2.9955971186076777e-12,6.32346788486433e-13,6.456702766457338e-12,4.86661478223778e-08,3.227358696421542e-14,1.4025620947337991e-14,2.675430229208151e-19,5.7252665113324446e-18,6.105188099911592e-17,2.272750298565373e-10,9.211844818808096e-17,4.503768524138838e-16,5.547492155388414e-15,6.6455512814410334e-18,1.1209865815437148e-08
0.0004323290341605763,0.11221073355646469,0.0,0.0,0.0,0.0,0.32767866565102954,0.6683103640487189,0.00012561504690198038,0.00020363095058863835,9.758659999397175e-07,2.1398643812839981e-07,3.089367024856528e-15,9.334853493009414e-07,0.0008340630370129522,0.001763824396725149,0.0005764723967621556,1.1086950673455792e-07,9.339144437332977e-08,1.0528077279225295e-07,7.756543506329373e-07,4.399182084619304e-15,0.00018425239154206582,3.7022768733615e-10,1.6954182721290618e-09,2.4812278831101038e-09,1.124187492799885e-05,1.6494448149934952e-16,6.02904449351176e-16,3.0519983996099316e-12,6.455618613871062e-13,6.585735243490445e-12,4.986711520217445e-08,3.307002406514014e-14,1.4401310367524636e-14,2.751974002225812e-19,5.889248322469327e-18,6.280051540752719e-17,2.3444084388106313e-10,9.502122569527782e-17,4.663597652524841e-16,5.650537457964522e-15,6.768730051427674e-18,1.127404690609571e-08
0.00043435776135261053,0.1122104412399703,0.0,0.0,0.0,0.0,0.3276603604358039,0.6682969780890641,0.00012587221608127529,0.00020440851977965237,9.77846831422066e-07,2.148096799967936e-07,3.0956394506456085e-15,9.37291956784854e-07,0.0008395613322329285,0.0017789530179601453,0.0005814137607993719,1.1118072380511664e-07,9.382875722579532e-08,1.0606607168945807e-07,7.814288003444033e-07,4.431932311450475e-15,0.00018653378251089745,3.7239880043315003e-10,1.7034834224182196e-09,2.510951891249373e-09,1.1429121218643167e-05,1.6766819271918678e-16,6.091334270249211e-16,3.109193675859977e-12,6.589926043019839e-13,6.7167525415990276e-12,5.109183873763666e-08,3.388221536913837e-14,1.4785249846018866e-14,2.830335725720135e-19,6.057129193789338e-18,6.459072778576948e-17,2.4179342894459103e-10,9.799959453776294e-17,4.828237626044185e-16,5.755054612760542e-15,6.893659549460863e-18,1.1338368648754333e-08
0.00043638648854464477,0.11221014791533827,0.0,0.0,0.0,0.0,0.3276419910542692,0.6682835400659056,0.00012612897141256016,0.00020518575185920403,9.798243109015071e-07,2.1563264397108096e-07,3.101901276858702e-15,9.411015722821143e-07,0.000845066908452514,0.0017941452257378573,0.0005863730567587737,1.1149161786876444e-07,9.426660676756796e-08,1.0685350708047207e-07,7.872187442270087e-07,4.464770414644998e-15,0.0001888321173819817,3.745738155861946e-10,1.7115599315081034e-09,2.54090103944599e-09,1.1618581462569706e-05,1.7042440449449084e-16,6.154072902520647e-16,3.1671903795706598e-12,6.726413994190341e-13,6.849775958300546e-12,5.234067766779194e-08,3.471039911023845e-14,1.5177582243074915e-14,2.910550188643472e-19,6.2289837971178495e-18,6.642331440339452e-17,2.493366333475646e-10,1.0105510981944967e-16,4.997807857320808e-16,5.861057318969125e-15,7.020355814252061e-18,1.1402831409179287e-08
0.000438415215736679,0.11220985358316482,0.0,0.0,0.0,0.0,0.3276235574901786,0.6682700499109888,0.0001263853169689889,0.00020596265603483148,9.817984693773493e-07,2.164553401350876e-07,3.108152601682256e-15,9.449142206304641e-07,0.0008505797247997473,0.0018094010881808283,0.0005913502718356536,1.1180219304653994e-07,9.470499746139331e-08,1.076430772551989e-07,7.93024169756612e-07,4.497696323172334e-15,0.00019114744154482148,3.76752803515134e-10,1.719648032269982e-09,2.571076185948417e-09,1.1810271916097188e-05,1.7321336801754683e-16,6.21726294502821e-16,3.2259964877198977e-12,6.865108911499691e-13,6.984828049181971e-12,5.3613994984563904e-08,3.555481601125027e-14,1.5578453690777076e-14,2.992652866159705e-19,6.404888270918225e-18,6.829908716957612e-17,2.570743616659248e-10,1.0418934926686861e-16,5.172430469646695e-16,5.968562484487538e-15,7.148838728611054e-18,1.146743554710064e-08
0.00044044394292871324,0.1122095582440431,0.0,0.0,0.0,0.0,0.3276050597268359,0.6682565075558723,0.00012664125674897252,0.0002067392413693968,9.837693376824602e-07,2.1727777810858643e-07,3.1143935227560953e-15,9.487299268356708e-07,0.0008560997406891897,0.0018247206738632063,0.0005963453932996192,1.1211245338777349e-07,9.514393372610376e-08,1.084347809700401e-07,7.988450642331142e-07,4.5307099650025155e-15,0.00019347980035125677,3.7893575003279267e-10,1.7277477016981485e-09,2.6014782990553757e-09,1.2004208894757509e-05,1.7603534362648395e-16,6.280906934795825e-16,3.2856196702897275e-12,7.006037476564612e-13,7.121931378471451e-12,5.4912157661780015e-08,3.6415709435635126e-14,1.5988010834443104e-14,3.0766795006275495e-19,6.584919337375235e-18,7.021886421805271e-17,2.6501057813746073e-10,1.074039147295408e-16,5.352228977098383e-16,6.077585655905445e-15,7.279126535297792e-18,1.1532181419759089e-08
0.0004424726701207475,0.11220926189856321,0.0,0.0,0.0,0.0,0.32758649774709586,0.6682429129319294,0.00012689679467766364,0.00020751551677985756,9.857369457962773e-07,2.1809996757184027e-07,3.1206241350331332e-15,9.525487150869523e-07,0.000861626915821311,0.0018401040518124837,0.0006013584084931577,1.124224028717595e-07,9.558341990867909e-08,1.0922861675304162e-07,8.04681415500978e-07,4.563811271195104e-15,0.0001958292391155499,3.8112269829748265e-10,1.7358590883750336e-09,2.6321082792179443e-09,1.2200408774358948e-05,1.788905898655105e-16,6.34500744640792e-16,3.346067880840369e-12,7.14922666757622e-13,7.26110879881356e-12,5.6235536729453954e-08,3.729332543676686e-14,1.6406403202181826e-14,3.162666539806936e-19,6.7691552256513676e-18,7.218347975235138e-17,2.731493078802197e-10,1.1070043252525823e-16,5.537329958911984e-16,6.188143565780383e-15,7.411238891190817e-18,1.1597069382805532e-08
0.0004445013973127817,0.11220896454731565,0.0,0.0,0.0,0.0,0.32756787153338435,0.6682292659703546,0.00012715193461008552,0.00020829149104396047,9.877013235611963e-07,2.1892191773459263e-07,3.126844533005725e-15,9.563706093337527e-07,0.0008671612101711498,0.0018555512914911203,0.0006063893048259277,1.1273204541015433e-07,9.602346030018605e-08,1.1002458342651213e-07,8.10533211291743e-07,4.59700017216775e-15,0.00019819580311597148,3.8331360785028735e-10,1.7439820881725986e-09,2.662967053122642e-09,1.2398887989682085e-05,1.8177935663380086e-16,6.4095669761744075e-16,3.40734877301893e-12,7.294703086741591e-13,7.402382986908499e-12,5.7584507225587884e-08,3.818791272596906e-14,1.6833781027039795e-14,3.2506507606218443e-19,6.95767487885441e-18,7.419377558921779e-17,2.814946363523464e-10,1.1408055334078592e-16,5.727861707386551e-16,6.300251358299319e-15,7.545193539345558e-18,1.1662099788332756e-08
