Time (s),Volume (m^3),Ar,He,Ne,N2,methane(1),oxygen(2),CH3(5),HO2(7),CH3O2(12),H(6),CH3O2(19),OH(D)(9),CH2O(25),H2O(35),CC(14),O(T)(10),OO(11),CHO(34),CHO3(63),CHO3(75),CO2(114),COO(15),CH3O(17),C2H5(58),C2H4(166),CHO3(116),CHO2(70),C3H7(186),C2H5O(189),C2H3(183),C#C(234),C2H2(247)
0.0002248089711896586,0.11223516616462763,0.0,0.0,0.0,0.0,0.32921182114453695,0.6694157871337081,9.578980421888857e-05,0.00011969564718397954,7.452310938942614e-07,1.2553940532689506e-07,2.3590708908978828e-15,5.527838951130263e-07,0.0003196298906888207,0.0005427430354682433,0.00016888110137026706,7.606508167125311e-08,5.032361747711601e-08,3.6724036874348314e-08,2.7077530432976645e-07,1.5357225304869954e-15,3.1795626988185827e-05,1.6629301182723085e-10,9.171017629165054e-10,4.7430157350067e-10,1.0716902596381995e-06,1.6852084854794604e-17,1.6163416439888924e-16,2.218158299621055e-13,3.64348017733981e-14,4.18052151377046e-13,1.5931468375137513e-09,1.0565159115129654e-15
0.0002289268915431205,0.11223479057745013,0.0,0.0,0.0,0.0,0.32918802744686854,0.6693987595520344,9.649257968942905e-05,0.00012151705918251029,7.506820105579558e-07,1.2745097908370543e-07,2.376326080339854e-15,5.604004398401029e-07,0.00032868172029724274,0.0005607865050134167,0.00017500079237080541,7.685080262238411e-08,5.1175535817075796e-08,3.7842707262043485e-08,2.7902470701941383e-07,1.5825096392075936e-15,3.3430698469662245e-05,1.7004831104957114e-10,9.320072269706037e-10,4.96914636024093e-10,1.1464032745412176e-06,1.7962875002002012e-17,1.6729576035730614e-16,2.3902150449022165e-13,3.9512026366327335e-14,4.519666591476849e-13,1.758184145398792e-09,1.1659625380224315e-15
0.00023304481189658242,0.1122344103192525,0.0,0.0,0.0,0.0,0.3291639568699483,0.6693815379916312,9.718794379780157e-05,0.0001233284059442573,7.56074840807213e-07,1.2935227833777785e-07,2.393397394162429e-15,5.680022258625909e-07,0.00033779242186551844,0.0005790804793530206,0.00018120499880172345,7.763035432828422e-08,5.202605687005445e-08,3.89720969574108e-08,2.8735283725192984e-07,1.6297432571245797e-15,3.5115072025962483e-05,1.7381321658770987e-10,9.469157717435338e-10,5.20126519026277e-10,1.2246296312672579e-06,1.9123907580797977e-17,1.7305985325297436e-16,2.571724722875354e-13,4.27808982969299e-14,4.878755484993926e-13,1.936449853958061e-09,1.2841817498790922e-15
0.00023716273225004434,0.11223402541539758,0.0,0.0,0.0,0.0,0.3291396103390643,0.6693641223489595,9.787621476843857e-05,0.00012512998891354228,7.614120597762829e-07,1.312436188948717e-07,2.410292667542307e-15,5.755904662892568e-07,0.0003469609884724982,0.0005976246323337259,0.0001874932763083592,7.840396462709074e-08,5.287529597314777e-08,4.0112119980176306e-08,2.9575904751260997e-07,1.6774197118097818e-15,3.6849213991046385e-05,1.7758784819610268e-10,9.61829055571846e-10,5.439427577920812e-10,1.306460576468381e-06,2.033648996998917e-17,1.789276144771288e-16,2.7630102003824376e-13,4.624946248682205e-14,5.25855424445609e-13,2.1287120478932e-09,1.4116829124206954e-15
0.00024128065260350625,0.11223363588966759,0.0,0.0,0.0,0.0,0.3291149887313608,0.6693465124945568,9.855768832061331e-05,0.00012692210365181366,7.666959673588299e-07,1.3312531035608745e-07,2.4270191809223187e-15,5.831663090965097e-07,0.00035618644602791787,0.0006164186764826238,0.00019386520058865716,7.917184884121932e-08,5.3723366673401326e-08,4.1262693867767806e-08,3.042427162424273e-07,1.7255354780446123e-15,3.863358692542451e-05,1.8137232703477937e-10,9.76748651244434e-10,5.683689294598495e-10,1.3919881436591086e-06,2.1601942714337123e-17,1.8490023893495932e-16,2.9643996935086344e-13,4.992596303554344e-14,5.65984527249688e-13,2.335767869417947e-09,1.5489946608516701e-15
0.0002453985729569682,0.11223324176442076,0.0,0.0,0.0,0.0,0.32909009287829605,0.6693287082749635,9.923264014209951e-05,0.00012870503975111506,7.719287074655105e-07,1.349976560462161e-07,2.4435837209723676e-15,5.907308438620571e-07,0.0003654678512297863,0.0006354623610262043,0.0002003203658596066,7.993421098081774e-08,5.4570380673987505e-08,4.2423739474528275e-08,3.1280324634598735e-07,1.7740871693578157e-15,4.046864976601634e-05,1.851667762406803e-10,9.916760577387186e-10,5.934106533264555e-10,1.4813051580690819e-06,2.2921599685376836e-17,1.909789444517898e-16,3.176226811911096e-13,5.381884605598369e-14,6.083427529220372e-13,2.5584441227646625e-09,1.6966653011294848e-15
0.00024951649331043013,0.11223284306072759,0.0,0.0,0.0,0.0,0.32906492356786876,0.6693107095144247,9.9901328011278e-05,0.00013047908077528516,7.771122845447385e-07,1.3686095296784616e-07,2.459992632886832e-15,5.982851075141769e-07,0.00037480428974249,0.0006547554701098447,0.00020685838351040733,8.069124477970033e-08,5.541644779202098e-08,4.3595180792570104e-08,3.214400638605565e-07,1.8230715304767698e-15,4.235485796763167e-05,1.889713213273858e-10,1.0066127099999412e-09,6.190735912355039e-10,1.5745052415323975e-06,2.4296808240549828e-17,1.971649712611047e-16,3.398830604240882e-13,5.793676255679746e-14,6.530116741194026e-13,2.7975978858092576e-09,1.855263215571672e-15
0.00025363441366389207,0.11223243979848836,0.0,0.0,0.0,0.0,0.3290394815466446,0.6692925160163965,0.00010056399362170501,0.00013224450422488234,7.82248577787166e-07,1.3871549177752629e-07,2.4762518653496484e-15,6.058300892480566e-07,0.00038419487456367384,0.0006742978211886272,0.00021347888091423776,8.14431345895698e-08,5.626167592636552e-08,4.4776944790889387e-08,3.30152616760922e-07,1.8724854305491547e-15,4.4292663636949724e-05,1.9278609043881869e-10,1.0215599870616792e-09,6.453634480045987e-10,1.671682817422655e-06,2.5728929380086082e-17,2.0345958156096313e-16,3.6325556044602453e-13,6.22885713697176e-14,7.000745614171332e-13,3.0541171289460172e-09,2.025377273270713e-15
0.000257752334017354,0.11223203199653627,0.0,0.0,0.0,0.0,0.32901376752161254,0.669274127564888,0.00010122086415494881,0.00013400158152243542,7.873393533705002e-07,1.405615567808568e-07,2.4923670092959646e-15,6.133667347387999e-07,0.0003936387445529218,0.0006940892635648509,0.00022018150037480383,8.219005615441599e-08,5.710617103403377e-08,4.5968961269973e-08,3.3894037387949286e-07,1.9223258570182266e-15,4.628251565973851e-05,1.9661121448134257e-10,1.0365192187691086e-09,6.722859718617574e-10,1.7729331156362727e-06,2.7219337901345515e-17,2.0986405912779077e-16,3.877751878924908e-13,6.688334212019213e-14,7.496164049338616e-13,3.3289213413310518e-09,2.207617245395522e-15
0.00026187025437081595,0.11223161967272755,0.0,0.0,0.0,0.0,0.3289877821618926,0.6692555439256607,0.00010187215364042538,0.00013575057801511824,7.923862750461681e-07,1.423994259438423e-07,2.5083433314248144e-15,6.208959497612076e-07,0.0004031350630994002,0.0007141296770514368,0.00022696589818754063,8.293217728358938e-08,5.7950037113989255e-08,4.7171162729595473e-08,3.478028239245395e-07,1.972589910054687e-15,4.832485982194963e-05,2.004468271562437e-10,1.051491691330422e-09,6.998469548693278e-10,1.8783521776229357e-06,2.876942255041401e-17,2.1637970897839595e-16,4.134775074128183e-13,7.173035823979491e-14,8.017239362907066e-13,3.6229621646057675e-09,2.402614225453409e-15
0.0002659881747242779,0.11223120284402059,0.0,0.0,0.0,0.0,0.3289615261003165,0.6692367648473052,0.0001025180641350439,0.00013749175299236272,7.973909133232702e-07,1.442293709182197e-07,2.5241858032714417e-15,6.284186033096594e-07,0.00041268301690914396,0.0007344189707436343,0.00023383174379841773,8.366965843921639e-08,5.879337619733326e-08,4.83834842478506e-08,3.567394745820006e-07,2.0232747974625166e-15,5.0420138925229714e-05,2.042930649115092e-10,1.066478651888283e-09,7.280522333188015e-10,1.9880368614597086e-06,3.0380586170808003e-17,2.2300785707242924e-16,4.4039864649957774e-13,7.683912001885886e-14,8.564856508861693e-13,3.93722403420648e-09,2.611021054582882e-15
0.00027010609507773984,0.11223078152654635,0.0,0.0,0.0,0.0,0.3289349999348971,0.6692177900622163,0.00010315878675045475,0.00013922535971629574,8.023547534661792e-07,1.4605165707881776e-07,2.5398991265241426e-15,6.359355302972292e-07,0.00042228181489568846,0.0007549570818842104,0.00024077871904591426,8.440265325122327e-08,5.963628834300739e-08,4.9605863369784714e-08,3.6574985168867875e-07,2.074377829989688e-15,5.256879289730843e-05,2.0815006682916613e-10,1.0814813122746025e-09,7.56907688084225e-10,2.102084846963246e-06,3.205424584919023e-17,2.2974985004873027e-16,4.685753003617592e-13,8.221934769783629e-14,9.139918304678202e-13,4.272724828359422e-09,2.833512751943126e-15
0.00027834193578466366,0.11222992548602495,0.0,0.0,0.0,0.0,0.32888113951841214,0.6691792522254442,0.00010442538309588987,0.00014267085160047453,8.121655933623593e-07,1.4967428339162864e-07,2.5709559087898233e-15,6.509553867717759e-07,0.00044162888424744475,0.0007967796401451021,0.0002549148438475184,8.585576675727507e-08,6.132122221700653e-08,5.2080556344653066e-08,3.839899749351857e-07,2.177828063068074e-15,5.702797140733334e-05,2.1589693106597765e-10,1.111538418403756e-09,8.165928735869171e-10,2.34366558173109e-06,3.5594793727549834e-17,2.435808592760055e-16,5.288447995162066e-13,9.383420011305691e-14,1.037607778366185e-12,5.0116858853434585e-09,3.3235643496375605e-15
0.0002865777764915875,0.11222905166589502,0.0,0.0,0.0,0.0,0.328826205050215,0.6691399279821917,0.00010567328424259478,0.00014608896102436886,8.218292178085654e-07,1.5326930437642339e-07,2.6015466730520958e-15,6.65961599148148e-07,0.00046117034975303134,0.0008395973743926928,0.0002693719504819788,8.729262623160448e-08,6.300559988287581e-08,5.459478761053542e-08,4.0251973558930043e-07,2.2829209965605186e-15,6.170586119957784e-05,2.2368857844320094e-10,1.1416721030235496e-09,8.789504610048755e-10,2.6038924509339073e-06,3.940269311890166e-17,2.578839150036058e-16,5.945911090572645e-13,1.0665719626149432e-13,1.1733306371565098e-12,5.848682382393605e-09,3.878629420871532e-15
0.0002948136171985113,0.11222816017124367,0.0,0.0,0.0,0.0,0.3287702001909643,0.6690998146895083,0.00010690370434651587,0.0001494815024082277,8.31355057453438e-07,1.568386229557536e-07,2.631701272563788e-15,6.809598259489954e-07,0.0004809005871846048,0.0008834106965434583,0.0002841478766353698,8.871425519717619e-08,6.469015133394521e-08,5.714813664979503e-08,4.213359218652794e-07,2.389638414584441e-15,6.660588848069891e-05,2.3152619675693085e-10,1.1718910442402708e-09,9.440291294036815e-10,2.883577002443597e-06,4.348980783162241e-17,2.726705135339813e-16,6.661287381938767e-13,1.207743405798662e-13,1.32194934202085e-12,6.79312929299957e-09,4.504951627550107e-15
0.00030304945790543515,0.11222725109755838,0.0,0.0,0.0,0.0,0.32871312815793774,0.6690589095137438,0.0001081177466534746,0.00015285019963836275,8.407516790082695e-07,1.6038404802101968e-07,2.6614468257358456e-15,6.959553457676994e-07,0.0005008142460335736,0.0009282203824555244,0.00029924060475376696,9.012160099183197e-08,6.637557591660418e-08,5.974021397031646e-08,4.40435549720734e-07,2.4979633929208875e-15,7.173144262624528e-05,2.3941099271744994e-10,1.2022035380929633e-09,1.0118782787019013e-09,3.1835444279320467e-06,4.7868242020611333e-17,2.8795246419491703e-16,7.43781738465062e-13,1.3627546386591489e-13,1.484283642300687e-12,7.855041690281227e-09,5.209172595446033e-15
0.000311285298612359,0.11222632453407323,0.0,0.0,0.0,0.0,0.32865499175566304,0.6690172094470304,0.00010931641684255595,0.0001561966887476859,8.500268891228538e-07,1.6390729726295098e-07,2.6908080449621398e-15,7.109530923132194e-07,0.0005209062287498133,0.0009740275489634768,0.00031464824890608975,9.151554199024987e-08,6.806254293908426e-08,6.237065892304988e-08,4.5981584662328164e-07,2.6078802069458754e-15,7.70858787806188e-05,2.473441863381138e-10,1.2326175339735612e-09,1.082548046032453e-09,3.5046337270946978e-06,5.255034524261739e-17,3.037418852318352e-16,8.278839026259685e-13,1.5325433406590002e-13,1.661184934073692e-12,9.045057460551412e-09,5.998346976994176e-15
0.0003195211393192828,0.112225380562446,0.0,0.0,0.0,0.0,0.32859579340420525,0.6689747113219066,0.00011050063439268745,0.00015952252077067018,8.591878229244789e-07,1.6741000014374836e-07,2.7198075168945934e-15,7.259576827388628e-07,0.000541171671938036,0.001020833632714178,0.00033036904292747625,9.289689389911552e-08,6.975169240525563e-08,6.503913762739673e-08,4.79474236217362e-07,2.7193742446670844e-15,8.267252027984623e-05,2.553269998296255e-10,1.2631406446407949e-09,1.1560892846131617e-09,3.847697869289543e-06,5.754871529379606e-17,3.2005120008078865e-16,9.18778882726328e-13,1.718087618717952e-13,1.8535370011251596e-12,1.0374460535042061e-08,6.879957857712762e-15
0.00032775698002620663,0.11222441925879555,0.0,0.0,0.0,0.0,0.3285355351653216,0.6689314118243002,0.00011167124215887816,0.00016282916472553442,8.682410185689892e-07,1.7089370102006446e-07,2.7484659384387305e-15,7.409734433836372e-07,0.0005616059293139903,0.0010686403706333118,0.0003464013297367353,9.426641519097063e-08,7.144363578752675e-08,6.774534106049388e-08,4.994083240988158e-07,2.8324319260433117e-15,8.849466090665048e-05,2.6336065311423787e-10,1.293780170112955e-09,1.2325535664652689e-09,4.213603951817923e-06,6.287620212875409e-17,3.3689313377227326e-16,1.0168203820056904e-12,1.920407120160028e-13,2.062256853242433e-12,1.18552046486673e-08,7.861932512135992e-15
0.00033599282073313046,0.11222344069384317,0.0,0.0,0.0,0.0,0.32847421876657834,0.668887307504975,0.00011282901430375053,0.00016611801069952125,8.771924790219116e-07,1.7435986234578276e-07,2.776802312325285e-15,7.560044303919695e-07,0.0005822045563205757,0.0011174497819474787,0.0003627435517550961,9.562481175589795e-08,7.313895687959112e-08,7.048898336366877e-08,5.196158852454604e-07,2.9470406316960326e-15,9.455556698267963e-05,2.714463556522128e-10,1.324543103259538e-09,1.311993174901008e-09,4.603233354921973e-06,6.854591198598095e-17,3.5428071014688006e-16,1.1223722947198516e-12,2.1405641808884073e-13,2.288295535012165e-12,1.3499937647928226e-08,8.952658523917127e-15
0.0003442286614400543,0.11222244493367065,0.0,0.0,0.0,0.0,0.32841184562368014,0.6688423947897078,0.00011397466299088397,0.0001693903729961584,8.860477241836237e-07,1.7780986794129355e-07,2.8048341121153257e-15,7.710544478243719e-07,0.000602963296157176,0.0011672641515428322,0.000379394242216477,9.697274095331609e-08,7.483821268937601e-08,7.326980017531987e-08,5.400948517067586e-07,3.063188633090436e-15,0.00010085847930745273,2.795853008039475e-10,1.3554361384772531e-09,1.394461085165236e-09,5.017481891794985e-06,7.45712094912146e-17,3.72227248738396e-16,1.2358088694727344e-12,2.3796649166163233e-13,2.5326389390209886e-12,1.532202635388276e-08,1.0161000274030201e-14
0.0003524645021469781,0.11222143204026308,0.0,0.0,0.0,0.0,0.3283484168613187,0.668796669988483,0.00011510884425081057,0.00017264749329901072,8.94811836575068e-07,1.8124502627863392e-07,2.8325774268209304e-15,7.861270639752445e-07,0.0006238780669323405,0.0012180860144097776,0.0003963520171466208,9.831081526094633e-08,7.654193435745735e-08,7.608754716869218e-08,5.608433016573916e-07,3.180865030451935e-15,0.00010740661495914526,2.877786607421728e-10,1.3864656788333363e-09,1.4800109632112445e-09,5.457259953786624e-06,8.096572219647066e-17,3.907463623325669e-16,1.3575148675084988e-12,2.638860426497262e-13,2.7963086637100924e-12,1.7335581984740466e-08,1.1496315800094304e-14
0.00036070034285390194,0.11222040207194976,0.0,0.0,0.0,0.0,0.32828393333271766,0.6687501293038884,0.00011623216321237148,0.00017589054382099992,9.034895020835014e-07,1.8466657374923758e-07,2.860047089888134e-15,8.012256263640967e-07,0.0006449449497720658,0.0012699181410315444,0.0004136155679027523,9.963960560772052e-08,7.825062808981628e-08,7.894199862641215e-08,5.818594489025612e-07,3.300059693244698e-15,0.00011420316896940718,2.96027582039111e-10,1.417637842807032e-09,1.5686971452785082e-09,5.923492650216272e-06,8.774334275408718e-17,4.098519543646028e-16,1.4878857162847245e-12,2.9193479266398667e-13,3.0803628444671036e-12,1.955548613666308e-08,1.2968474025879212e-14
0.00036893618356082577,0.11221935508382051,0.0,0.0,0.0,0.0,0.32821839563794625,0.6687027688387649,0.00011734517873249943,0.0001791206304242487,9.120850460236484e-07,1.880756779015638e-07,2.8872567933505097e-15,8.163532753654455e-07,0.0006661601778230605,0.0013227635236687744,0.00043118365425000527,1.0095964440305587e-07,7.996477609817565e-08,8.183294611428569e-08,6.031416329847687e-07,3.4207632040615074e-15,0.00012125131587869921,3.0433318200836503e-10,1.448958471037637e-09,1.6605746262626904e-09,6.417119942282177e-06,9.491823226263967e-17,4.295582165197832e-16,1.6273276610636125e-12,3.222371945205359e-13,3.3858970112927326e-12,2.1997417324761636e-08,1.458787236231276e-14
0.0003771720242677496,0.11221829112812286,0.0,0.0,0.0,0.0,0.3281518041410615,0.6686545846031706,0.0001184484074658016,0.00018233879569832221,9.206024648355975e-07,1.914734406351117e-07,2.9142191881706343e-15,8.315129566914153e-07,0.0006875201260962643,0.0013766253634955885,0.0004490550979473406,1.0227142827979475e-07,8.168483754295524e-08,8.476019724748364e-08,6.246883100341906e-07,3.5429668067309705e-15,0.0001285542111776636,3.126965457601411e-10,1.4804331331055995e-09,1.755699044059398e-09,6.939096770771905e-06,1.0250482297965615e-16,4.498796264772765e-16,1.7762579170397313e-12,3.5492255113574935e-13,3.714044950052307e-12,2.4677878089427762e-08,1.636545468339682e-14
0.0003854078649746734,0.11221721025462777,0.0,0.0,0.0,0.0,0.3280841589861814,0.6686055725207503,0.00011954232747377778,0.00018554602198197088,9.290454541972328e-07,1.948609013359485e-07,2.94094597323155e-15,8.467074328711088e-07,0.0007090213020608954,0.0014315070585108275,0.00046722877678402993,1.0357542059668955e-07,8.341124947019083e-08,8.772357453717208e-08,6.464980442099291e-07,3.666662357775928e-15,0.00013611499264196684,3.2111872386548873e-10,1.512067134415251e-09,1.854126665261791e-09,7.490393177576957e-06,1.1051782117230469e-16,4.708309457600082e-16,1.9351048207037835e-12,3.9012513659419966e-13,4.065979576086156e-12,2.7614222673696932e-08,1.831272968081063e-14
0.00039364370568159725,0.11221611251095136,0.0,0.0,0.0,0.0,0.3280154601125872,0.6685557284345968,0.00012062738147511153,0.00018874323431449509,9.374174343420806e-07,1.9823903993925322e-07,2.9674479754818206e-15,8.619392939349148e-07,0.0007306603368982811,0.0014874121921457503,0.0004857036190063968,1.048720537471952e-07,8.514442773931983e-08,9.072291429606413e-08,6.685694995702059e-07,3.791842280304653e-15,0.00014393678156809645,3.296007304945412e-10,1.5438655231574399e-09,1.955914368546549e-09,8.071994420848132e-06,1.1897220965020456e-16,4.924272176451614e-16,2.104307977990679e-12,4.2798431753884646e-13,4.442913811034085e-12,3.082468527390214e-08,2.0441789598699082e-14
0.0004018795463885211,0.11221499794284355,0.0,0.0,0.0,0.0,0.3279457072689312,0.6685050481126646,0.0001217039797920978,0.00019193130330809644,9.457215730110857e-07,2.0160877991034406e-07,2.9937352225906524e-15,8.772109674311818e-07,0.0007524339773553231,0.001544344522516092,0.0005044785980988334,1.0616173129991135e-07,8.688476793625326e-08,9.37580656151984e-08,6.909014324676142e-07,3.9184995208799374e-15,0.00015202268391628103,3.3814354200696995e-10,1.5758330975024866e-09,2.061119628669635e-09,8.684901083557598e-06,1.2788325033802853e-16,5.146837651752154e-16,2.2843184091217023e-12,4.68644676212939e-13,4.846101467757496e-12,3.432840886394237e-08,2.276532934886115e-14
0.0004101153870954449,0.11221386659445663,0.0,0.0,0.0,0.0,0.32787490002659037,0.6684535272527709,0.0001227725030143629,0.00019511104793638087,9.539608062024263e-07,2.049709911392292e-07,3.019817008632591e-15,8.925247278294601e-07,0.0007743390781604409,0.0016023079722866141,0.0005235527279011818,1.074448299796901e-07,8.863264626962431e-08,9.682888940398188e-08,7.134926844227147e-07,4.046627509101175e-15,0.00016037579136581897,3.46748095985069e-10,1.6079744130782616e-09,2.169800499718027e-09,9.330129175289465e-06,1.3726648667325546e-16,5.376161892737656e-16,2.475598691426491e-12,5.122561342338971e-13,5.276838141186666e-12,3.8145474593865725e-08,2.529666600680252e-14
0.00041835122780236873,0.11221271850859638,0.0,0.0,0.0,0.0,0.32780303779221837,0.668401161487213,0.00012383330440086888,0.00019828323823481084,9.621378568826216e-07,2.0832649274430182e-07,3.0457019533185657e-15,9.078827053229897e-07,0.000796372594965214,0.0016613066191159724,0.0005429250580443773,1.0872170149857233e-07,9.038842044723403e-08,9.99352574874064e-08,7.363421754152089e-07,4.1762201195547265e-15,0.00016899918228790282,3.5541529066174734e-10,1.640293790664791e-09,2.282015598674344e-09,1.0008710227235536e-05,1.471377459489216e-16,5.612403669342052e-16,2.6786231006666744e-12,5.589740775042377e-13,5.73646210710805e-12,4.2296931764846246e-08,2.804975869003124e-14
0.00042658706850929256,0.11221155372695374,0.0,0.0,0.0,0.0,0.327730119819547,0.6683479463870474,0.00012488671205334337,0.00020144859790881066,9.702552519173558e-07,2.1167605578056464e-07,3.071398055591362e-15,9.232868940860272e-07,0.0008185315777685764,0.0017213446866431164,0.0005625946696796482,1.0999267425195807e-07,9.215243053076059e-08,1.030770517586995e-07,7.594488975856269e-07,4.307271636092579e-15,0.0001778959226410231,3.6414598466084585e-10,1.6727953239752502e-09,2.3978240888357827e-09,1.0721691380436874e-05,1.5751314155305464e-16,5.85572449498406e-16,2.893877750118853e-12,6.089594820055336e-13,6.22635522728645e-12,4.6804828382745574e-08,3.103922882004942e-14
0.0004348229092162164,0.11221037229031583,0.0,0.0,0.0,0.0,0.3276561452204882,0.6682938774660655,0.00012593303089532143,0.00020460780684643565,9.783153374884704e-07,2.1502040584917416e-07,3.0969127424289623e-15,9.387391600510064e-07,0.0008408131647825058,0.0017824265359777298,0.0005825606714762179,1.1125805489624794e-07,9.392499976679531e-08,1.062541633854825e-07,7.828119093352597e-07,4.4397767183696654e-15,0.00018706906679388061,3.7294099699476295e-10,1.7054828874849491e-09,2.5172856633531336e-09,1.147013546729113e-05,1.68409075147734e-16,6.106288610312337e-16,3.1218607267048845e-12,6.623790405878226e-13,6.747943860702811e-12,5.1692242291434015e-08,3.428038076881986e-14
0.0004430587499231402,0.11220917423875952,0.0,0.0,0.0,0.0,0.32758111297558234,0.6682389501844902,0.00012697254448065787,0.00020776150353433642,9.863202931828475e-07,2.1836022560700663e-07,3.1222529134436864e-15,9.542412482528559e-07,0.0008632145767070001,0.0018445566576647421,0.0006028221958682775,1.1251812981934734e-07,9.57064353930728e-08,1.0946649206337296e-07,8.064303297779616e-07,4.573730370376846e-15,0.0001965216582802978,3.818011072912307e-10,1.7383601443141224e-09,2.640460528583417e-09,1.2255121086288884e-05,1.7984223874091404e-16,6.364262967810304e-16,3.363082224110715e-12,7.194052904902503e-13,7.302699779899935e-12,5.698331288595562e-08,3.778922288976393e-14
0.00045129459063006404,0.11220795961183103,0.0,0.0,0.0,0.0,0.32750502194382364,0.6681831599524211,0.0001280055166458863,0.0002109102873768816,9.94272144864954e-07,2.216961571761324e-07,3.1474249816309467e-15,9.697947897663832e-07,0.0008857331113885427,0.0019077396640983413,0.0006233783955370732,1.1377316651103117e-07,9.74970294189013e-08,1.1271394531565056e-07,8.303033335315395e-07,4.709127910899879e-15,0.00020625673049020054,3.9072705623099025e-10,1.771430554163625e-09,2.7674093876708906e-09,1.3077742669963339e-05,1.918296166941268e-16,6.629817217275291e-16,3.6180646732756228e-12,7.802167417155891e-13,7.892141093334473e-12,6.270327340553461e-08,4.158248893328862e-14
0.00045953043133698787,0.11220672844871313,0.0,0.0,0.0,0.0,0.3274278708719018,0.6681265021330447,0.00012903219301881936,0.00021405472091862895,1.0021727764295224e-06,2.2502880445334244e-07,3.172434910573013e-15,9.854013082577117e-07,0.0009083661388373284,0.001971980282361632,0.0006442284401149158,1.1502341483930606e-07,9.929705937921744e-08,1.1599643783760757e-07,8.544301458411669e-07,4.8459649458614955e-15,0.00021627730730058148,3.997195461657542e-10,1.804697381255446e-09,2.8981934243605064e-09,1.3939110546108093e-05,2.0438848766271376e-16,6.903123692256753e-16,3.887342870399236e-12,8.449980061941288e-13,8.517833173722701e-12,6.887848380689008e-08,4.5677659847152645e-14
0.0004677662720439117,0.11220548078837948,0.0,0.0,0.0,0.0,0.3273496584028915,0.668068972045628,0.00013005280239772283,0.00021719533197057917,1.0100239405460666e-06,2.283587353201069e-07,3.197288248451368e-15,1.0010622261710522e-06,0.0009311110965781256,0.0020372833474674485,0.0006653715130969734,1.1626910823994232e-07,1.0110678906178065e-07,1.1931389088246812e-07,8.788100380111606e-07,4.984237342412378e-15,0.00022658640365025973,4.087792418806692e-10,1.8381637022212003e-09,3.0328742870635923e-09,1.4840350992356467e-05,2.1753642647459327e-16,7.184357397438848e-16,4.171464102253117e-12,9.139399277073694e-13,9.181389592137091e-12,7.553646421843964e-08,5.0092985962056683e-14
0.0004760021127508355,0.11220421666973772,0.0,0.0,0.0,0.0,0.327270383084425,0.6680105649683187,0.00013106755801565821,0.0002203326156412037,1.017827268508993e-06,2.316864837539441e-07,3.2219901592277838e-15,1.016778870576241e-06,0.0009539654853111911,0.0021036537959768925,0.000686806808946843,1.1751046482661621e-07,1.0292646920731332e-07,1.2266623168595577e-07,9.03442323122718e-07,5.123941204643989e-15,0.00023718702606203844,4.1790677147031534e-10,1.871832413898226e-09,3.1715140730971463e-09,1.5782606284197965e-05,2.31291305941886e-16,7.47369599696161e-16,4.4709882684950334e-12,9.872397124926402e-13,9.884473057346287e-12,8.270592897549018e-08,5.4847509562522596e-14
0.00048423795345775935,0.11220293613176138,0.0,0.0,0.0,0.0,0.32719004337637664,0.6679512761407661,0.00013207665870198918,0.00022346703627388118,1.0255842792867169e-06,2.3501255184288159e-07,3.2465454512897997e-15,1.0325524787015852e-06,0.000976926864862667,0.0021710966599746665,0.0007085335303835461,1.1874768842797367e-07,1.0475633818252985e-07,1.2605339292792162e-07,9.283263520262191e-07,5.265072850858602e-15,0.00024808217311560134,4.2710272730953474e-10,1.905706241021448e-09,3.314175313188042e-09,1.676703473648911e-05,2.4567129861806057e-16,7.771319803706093e-16,4.786488000932138e-12,1.0651010605356833e-12,1.062879636046663e-11,9.041682123603053e-08,5.996108784280654e-14
0.0004924737941646832,0.11220163921361255,0.0,0.0,0.0,0.0,0.3271086376580863,0.667891100766574,0.00013308028995005872,0.0002265990292927691,1.0332963878398734e-06,2.3833741170510038e-07,3.2709586037824792e-15,1.0483842031707182e-06,0.0009999928504062605,0.0022396170613822853,0.0007305508858393423,1.1998096955652152e-07,1.0659662262619678e-07,1.294753122289551e-07,9.534615095931516e-07,5.407628792311827e-15,0.0002592748358742841,4.3636766710457604e-10,1.9397877438005643e-09,3.460920956246766e-09,1.779481073852493e-05,2.606948784994536e-16,8.077411769550432e-16,5.118548779827513e-12,1.1477342974986325e-12,1.1416123324914926e-11,9.870034817662284e-08,6.545441624751199e-14
0.0005007096348716071,0.1122003259547555,0.0,0.0,0.0,0.0,0.32702616423514824,0.6678300340156,0.00013407862489862754,0.00022972900295929283,1.0409649127677255e-06,2.4166150731599567e-07,3.295233790813536e-15,1.0642751169574446e-06,0.0010231611089390968,0.0023092202065911507,0.0007528580870786101,1.212104863135926e-07,1.084475380684694e-07,1.3293193167991039e-07,9.788472112118596e-07,5.551605713337969e-15,0.00027076799826870673,4.457021150089838e-10,1.974079325363076e-09,3.6118143544525924e-09,1.886712478276038e-05,2.7638082267684888e-16,8.392157476592523e-16,5.467769047301817e-12,1.2353565072615327e-12,1.2248269761728159e-11,1.0758901676797853e-07,7.134905219662815e-14
