Time (s),Volume (m^3),Ar,He,Ne,N2,methane(1),oxygen(2),CH3(5),HO2(7),CH3O2(12),H(6),CH3O2(19),OH(D)(9),CH2O(25),H2O(35),CC(14),O(T)(10),OO(11),CHO(34),CHO3(63),CHO3(75),CO2(114),COO(15),CH3O(17),C2H5(58),C2H4(166),CHO3(116),CHO2(70),C3H7(186),C2H5O(189),C2H3(183),C#C(234),C2H2(247),C3H5(249),S(250),C2H2O(255),C2H2O(276),C2H2O(282),S(407),S(416),S(492),S(435),CH2(T)(8),S(434),C3H6(211),C3H6(209),C3H6(813),C3H7(212),S(491),S(144),CH2O(26),CHO4(125),C2H4O(223),C2H4O(64),S(1075),C2H3O(404),S(413),CHO2(133)
0.005283113059731219,0.11184989198128356,0.0,0.0,0.0,0.0,0.13606136878998787,0.41826417194604143,0.0002711714867559185,0.0011768060576718708,1.3227056956478507e-06,2.0322990857049126e-06,4.4831101703744884e-15,1.2703483933663907e-05,0.005628780236784721,0.29361604243673317,0.00840020021187385,6.300628493742941e-07,9.868024571661099e-07,3.1651505126074012e-06,1.465169676144203e-05,8.309841862399746e-14,0.10006825771511478,4.618020872565028e-09,1.611195563938124e-08,6.967215132857169e-07,0.017400440399496737,1.2230151807720415e-12,1.0271593258204536e-12,1.0818274934844457e-08,9.412379224404143e-09,1.835912150069108e-07,0.00863378033465486,5.725603754026404e-09,6.108907066494885e-09,2.7624282635620907e-13,5.854563487694499e-12,6.243065066250321e-11,9.980773451367796e-05,2.2627740961680685e-11,2.0106538999341063e-09,1.2071033391200354e-09,1.3816305438705775e-12,2.770219803405309e-06,6.42532500487857e-16,3.709164306699354e-12,0.005244916415461789,7.994456036129624e-10,2.608572186899351e-08,2.5190087516919247e-08,1.4180137864268436e-14,1.8701336641998193e-10,3.1554288709308604e-12,0.0004264437206681855,0.0011449725039975975,9.757519557766355e-14,2.0950174505057292e-07,2.682816148249372e-08,8.739987213065296e-12
0.005305418302887755,0.1118530043879146,0.0,0.0,0.0,0.0,0.13528132008831567,0.4168848494469021,0.00027040179469643195,0.0011703328936314816,1.3145652282032195e-06,2.0277984246883554e-06,4.45575628620935e-15,1.2684571601885918e-05,0.00560567911683031,0.29513596758431226,0.008363536192007094,6.294411703395836e-07,9.778520308301931e-07,3.155699042050215e-06,1.4559368619620998e-05,8.257477366453182e-14,0.10070433161311924,4.5794466730245965e-09,1.5980307994743734e-08,6.937309149245538e-07,0.017388052379566442,1.228922618199522e-12,1.0312907496543116e-12,1.0795973106631245e-08,9.391436685283782e-09,1.8394746072900415e-07,0.008696681944456101,5.7673177750643195e-09,6.137708138730114e-09,2.7671712206954583e-13,5.865203959368503e-12,6.254411626410132e-11,0.00010044730894018066,2.2697010690338808e-11,2.0107252195750566e-09,1.2119551401323575e-09,1.3874535947578588e-12,2.7707056232988414e-06,6.451151127486646e-16,3.731355962631566e-12,0.0052896968319721144,8.062711671390738e-10,2.6239041977402413e-08,2.5267202840397383e-08,1.4223548033563583e-14,1.8758580316671356e-10,3.1579310207152834e-12,0.00042661301827958,0.0011471228937345603,9.747826282033283e-14,2.0996355077576028e-07,2.6800925267711396e-08,8.775819262282082e-12
0.005325493021728638,0.11185580062188857,0.0,0.0,0.0,0.0,0.134584752307719,0.4156501500371835,0.00026971039724462185,0.0011645285858780984,1.3072878901352662e-06,2.023726337312034e-06,4.4312778559223836e-15,1.2667325800256598e-05,0.005584970755410088,0.29649538082479826,0.008330753447904982,6.288712265864471e-07,9.698523576754676e-07,3.1471609723223964e-06,1.4476611885519002e-05,8.210541354706153e-14,0.10127437239977824,4.544961812672127e-09,1.5862603597496763e-08,6.910289048451415e-07,0.017376232029573595,1.234167841458295e-12,1.0349489967326303e-12,1.0775432485164414e-08,9.372077155940925e-09,1.8425552929257759e-07,0.008752908081934477,5.8046048697680155e-09,6.163137948495693e-09,2.771179756950356e-13,5.874232174019515e-12,6.26403894217146e-11,0.0001010167415510392,2.2757506704312018e-11,2.0105897899723667e-09,1.2162066457313333e-09,1.3925628446643334e-12,2.7709504971021786e-06,6.473781888627807e-16,3.751016487804968e-12,0.00532960713074826,8.123544129211986e-10,2.637405110252554e-08,2.5334550740946872e-08,1.426145987308554e-14,1.8808573404469919e-10,3.159977089298109e-12,0.0004267322266688334,0.001148960094418854,9.738230284538039e-14,2.1035860273775106e-07,2.677388068119126e-08,8.807551924902011e-12
0.0053455677405695205,0.11185859220644381,0.0,0.0,0.0,0.0,0.13389333643390777,0.4144217737425005,0.0002690203364690125,0.0011587455790379175,1.3000571743424102e-06,2.019635575068978e-06,4.406933502784166e-15,1.2649878949977648e-05,0.005564342373590453,0.29784675568029284,0.008298173915057716,6.282918234914217e-07,9.61906439482116e-07,3.138596210562796e-06,1.4394190286898827e-05,8.163795416384246e-14,0.10184211132032954,4.510700518628751e-09,1.5745649869173712e-08,6.883180750958571e-07,0.017363795669385385,1.2393462293053335e-12,1.0385511684449225e-12,1.0754464189882847e-08,9.352254581424063e-09,1.845519723107118e-07,0.008808769785743511,5.841650285542088e-09,6.188107076659857e-09,2.7749469662616454e-13,5.882751683820651e-12,6.2731237960593e-11,0.00010158035223146298,2.2816278928073853e-11,2.010270301534089e-09,1.2203507375133396e-09,1.3975493219057627e-12,2.771017836693111e-06,6.495840894899216e-16,3.770383326455024e-12,0.005369143527302093,8.18380667425169e-10,2.6506254760392247e-08,2.539997963194707e-08,1.4298291453560605e-14,1.8857141889054258e-10,3.1618325450769763e-12,0.000426820831837721,0.0011507060888971874,9.727832615003279e-14,2.1073455269925257e-07,2.6744510425910538e-08,8.83880236115671e-12
0.005365642459410403,0.11186137916525271,0.0,0.0,0.0,0.0,0.13320703741782683,0.4131997042501976,0.0002683316872625135,0.0011529846905621326,1.2928731748711198e-06,2.015527710970075e-06,4.382724558024192e-15,1.2632242132223424e-05,0.005543795496485225,0.29919012495983605,0.008265797156671643,6.27703359613288e-07,9.54015141552365e-07,3.1300079057882847e-06,1.4312116905943735e-05,8.117246971161433e-14,0.10240754541462377,4.476666209058211e-09,1.562945849394729e-08,6.855994488679701e-07,0.017350761958128527,1.2444586307583515e-12,1.0420980363654352e-12,1.0733083922710356e-08,9.331988877965757e-09,1.8483704332664833e-07,0.00886426774760568,5.878454481111157e-09,6.212619988146186e-09,2.7784777539400545e-13,5.8907727212454776e-12,6.281677099561387e-11,0.00010213817805931239,2.287335255432053e-11,2.0097715895755617e-09,1.2243887060700955e-09,1.4024144132576348e-12,2.7709121568786117e-06,6.517335015994379e-16,3.7894582902814006e-12,0.005408303860465712,8.24349601239225e-10,2.6635670178578502e-08,2.5463517549992443e-08,1.433405855749703e-14,1.8904306584314815e-10,3.16350159733178e-12,0.0004268796061194366,0.001152362587795549,9.716656735626313e-14,2.1109177450583648e-07,2.6712884215998482e-08,8.869577126930993e-12
0.005385717178251286,0.11186416152397925,0.0,0.0,0.0,0.0,0.13252581985942205,0.41198392405391016,0.00026764452165458,0.0011472466953695037,1.2857359681173946e-06,2.0114042670759905e-06,4.3586520408717074e-15,1.2614426123477333e-05,0.005523331557642593,0.30052552271126637,0.008233622649219747,6.271062234759039e-07,9.461792657259224e-07,3.121399099808371e-06,1.4230404143720947e-05,8.070903052411184e-14,0.10297067239356361,4.442862050425031e-09,1.5514040310597167e-08,6.828740136947022e-07,0.0173371491367639,1.2495058953784717e-12,1.0455903701123614e-12,1.0711306909038288e-08,9.311299634351207e-09,1.8511099300566297e-07,0.008919402765385722,5.915017985589798e-09,6.236681369597059e-09,2.781776957988573e-13,5.898305381476959e-12,6.289709617764724e-11,0.0001026902574149281,2.2928752097095377e-11,2.0090983970903566e-09,1.2283224988129778e-09,1.407160297308479e-12,2.7706378069515017e-06,6.538274617684149e-16,3.808243342177404e-12,0.005447086169531414,8.302609155063867e-10,2.6762315561960124e-08,2.5525191800720147e-08,1.4368776555928704e-14,1.8950087761580926e-10,3.1649883983341864e-12,0.00042690931198598897,0.0011539312960793281,9.704725472138934e-14,2.1143064122610581e-07,2.6679070430358408e-08,8.899882764402072e-12
0.005405791897092169,0.11186693930977631,0.0,0.0,0.0,0.0,0.1318496480383021,0.41077441450568886,0.0002669589085535761,0.0011415323270927951,1.2786456043499298e-06,2.0072667157541883e-06,4.3347172016744126e-15,1.2596441386707663e-05,0.0055029519020170555,0.3018529841578716,0.008201649787478818,6.265007935707711e-07,9.383995407285918e-07,3.112772726251847e-06,1.4149063669519484e-05,8.024770278474214e-14,0.1035314906168585,4.40929092155458e-09,1.5399405183624257e-08,6.80142721255719e-07,0.017322975031936486,1.2544888815829434e-12,1.049028939432348e-12,1.0689148168383221e-08,9.29020567784971e-09,1.8537406819208646e-07,0.008974175738274349,5.951341395287749e-09,6.260295741872654e-09,2.7848494141450847e-13,5.905359756184866e-12,6.297232112009537e-11,0.00010323662989429349,2.298250298573736e-11,2.0082554554894287e-09,1.2321530915877215e-09,1.4117879863849507e-12,2.7701992238459487e-06,6.558664894360605e-16,3.826740373393735e-12,0.005485488688883659,8.361143411061422e-10,2.6886210069976063e-08,2.5585030670914565e-08,1.4402461372202153e-14,1.899450642038776e-10,3.1662970478501013e-12,0.0004269107017670296,0.0011554139117424685,9.692061791379928e-14,2.117515244704101e-07,2.6643136958067928e-08,8.929725820118983e-12
0.005425866615933052,0.11186971255100925,0.0,0.0,0.0,0.0,0.13117848594206108,0.4095711558649825,0.0002662749141048746,0.0011358422793708526,1.2716021219036332e-06,2.0031164807866056e-06,4.31092075287773e-15,1.2578298095168896e-05,0.005482657788697008,0.30317254563890333,0.008169877889230072,6.258874385811417e-07,9.306766409363074e-07,3.104131614575028e-06,1.4068106532906335e-05,7.97885491621032e-14,0.10408999907166526,4.3759554915027024e-09,1.5285562274847237e-08,6.77406489308136e-07,0.017308257060213945,1.2594084413127583e-12,1.0524145105665414e-12,1.0666622149534708e-08,9.268725675680535e-09,1.8562651304482478e-07,0.009028587662565271,5.987425370910495e-09,6.283467990993243e-09,2.7876998600583315e-13,5.911945735980608e-12,6.304255129236313e-11,0.00010377733623605174,2.3034629345755428e-11,2.007247370392315e-09,1.235882831306048e-09,1.4163001434206026e-12,2.769600607624499e-06,6.578518338232621e-16,3.844951508454766e-12,0.005523509842566375,8.419096378265171e-10,2.7007373735475278e-08,2.5643061051072953e-08,1.4435128143658538e-14,1.903758252391909e-10,3.167431583724101e-12,0.0004268845174043842,0.0011568121246285164,9.678687702579162e-14,2.1205479452840088e-07,2.660515002666626e-08,8.959112813373538e-12
0.005443933862889846,0.11187220460654325,0.0,0.0,0.0,0.0,0.13057869337740724,0.4084935503871372,0.00026566075508999886,0.0011307425696724426,1.2653030770191442e-06,1.999371559231003e-06,4.2896232848511876e-15,1.2561841703411748e-05,0.005464467193447969,0.30435342745778693,0.00814145437746282,6.253289391316285e-07,9.237751111912572e-07,3.0963442624657137e-06,1.3995581378656696e-05,7.937721806549225e-14,0.10459068152230648,4.346157075211006e-09,1.5183787701386814e-08,6.749403858954445e-07,0.017294559918028578,1.2637825307706575e-12,1.0554168435925426e-12,1.0646046569009863e-08,9.249078242291208e-09,1.8584482251659742e-07,0.009077250601936915,6.019696832375997e-09,6.303948736160065e-09,2.7900793736854645e-13,5.917480847163908e-12,6.31015754351415e-11,0.00010425916198909155,2.308017532506519e-11,2.0062027143678816e-09,1.2391537777503619e-09,1.4202626685639334e-12,2.7689286275091173e-06,6.595929628507304e-16,3.861098697257659e-12,0.0055574016724488995,8.470755308010877e-10,2.7114103451250384e-08,2.5693765730274792e-08,1.4463671092458617e-14,1.9075220649458396e-10,3.1683070898041946e-12,0.00042683797943150287,0.0011579997401920655,9.666062197209611e-14,2.1231298219364636e-07,2.6569260580348913e-08,8.985176557605288e-12
0.005460194385150961,0.11187444434791761,0.0,0.0,0.0,0.0,0.13004230244414275,0.4075280070452656,0.0002651092132731339,0.0011261705006559083,1.2596664113101945e-06,1.9959940993147785e-06,4.2705525795788014e-15,1.2546933747793419e-05,0.00544815637783775,0.3054107989650329,0.008116011378531877,6.248212598399231e-07,9.176038410298831e-07,3.0893289129009585e-06,1.3930587288261652e-05,7.900859987933159e-14,0.10503969590252395,4.3195047065273435e-09,1.5092749464666404e-08,6.727185971930823e-07,0.017281877635698866,1.2676763970820162e-12,1.058083225985211e-12,1.0627292420333132e-08,9.231151142880307e-09,1.860342477796277e-07,0.009120798662667375,6.048576295514003e-09,6.322081344145977e-09,2.7920732760738487e-13,5.922150783569354e-12,6.315137371090409e-11,0.0001046889357297519,2.312007385496423e-11,2.005154053109871e-09,1.2420295663238336e-09,1.4237508711326039e-12,2.7682184964337798e-06,6.611237494573111e-16,3.87543585493946e-12,0.005587638504704025,8.516843182272485e-10,2.7208296357284787e-08,2.57381833286262e-08,1.4488674884165358e-14,1.9108191795228094e-10,3.1689795881326767e-12,0.00042677793957693463,0.0011590123112431682,9.654235670191882e-14,2.125336283688682e-07,2.653562230338399e-08,9.008326480357742e-12
0.005476454907412076,0.11187668116057231,0.0,0.0,0.0,0.0,0.12950913355958554,0.40656652651819375,0.0002645588418746078,0.0011216154968619373,1.2540605005269623e-06,1.992610697235888e-06,4.251574233848403e-15,1.253193888961804e-05,0.005431903659911514,0.3064630552443453,0.008090698791475223,6.243090053864751e-07,9.114708417117703e-07,3.0823085981255203e-06,1.3865862189602033e-05,7.864150729293569e-14,0.1054871949796758,4.2930108858139535e-09,1.5002244454803627e-08,6.704950895579103e-07,0.01726886817075527,1.2715301841255684e-12,1.0607161957562042e-12,1.0608322094164945e-08,9.213001922339096e-09,1.862171207942304e-07,0.009164111903297854,6.0773000346472666e-09,6.3399323300707e-09,2.793929865266317e-13,5.926530838388773e-12,6.319808080897733e-11,0.00010511506768406241,2.3158950751265035e-11,2.00400510174245e-09,1.2448415976921e-09,1.4271658983494115e-12,2.767410848347648e-06,6.626205986062241e-16,3.889589148785225e-12,0.005617622913584479,8.562546305383854e-10,2.7300735969675826e-08,2.5781463589641988e-08,1.4513038439897393e-14,1.9140318625227512e-10,3.1695448610942993e-12,0.00042670109216716516,0.0011599724772180513,9.64198182962615e-14,2.1274336997357973e-07,2.6500751825759917e-08,9.031188756740053e-12
0.005492715429673192,0.1118789150620113,0.0,0.0,0.0,0.0,0.12897916715481333,0.405609096445176,0.00026400967071629994,0.001117077855734856,1.2484853298335126e-06,1.9892220170590243e-06,4.232688594738916e-15,1.2516861966127049e-05,0.005415709557129378,0.3075102174758131,0.008065516126886241,6.237923529126178e-07,9.053763651461699e-07,3.0752846295437956e-06,1.3801410794978653e-05,7.827596703255317e-14,0.10593317932064761,4.266676606141107e-09,1.4912276100816578e-08,6.682702884339228e-07,0.017255540012948517,1.2753443416194103e-12,1.0633161487861857e-12,1.0589142663192392e-08,9.194639476354542e-09,1.8639356370398004e-07,0.009207191018871172,6.10586851070249e-09,6.357504256735565e-09,2.7956515437583433e-13,5.930626030956069e-12,6.324175025346822e-11,0.00010553758133732622,2.319681895181066e-11,2.0027581828754212e-09,1.2475907307381962e-09,1.4305087032730343e-12,2.7665078302500402e-06,6.640839674703181e-16,3.903559740315014e-12,0.0056473544011510805,8.607863918370731e-10,2.739143417453932e-08,2.5823620919793248e-08,1.4536769869421787e-14,1.917161183456155e-10,3.1700049122496337e-12,0.000426607810521195,0.0011608811152992486,9.629311873587267e-14,2.1294239912362408e-07,2.6464682420878648e-08,9.053766759427649e-12
0.005508975951934307,0.11188114606870278,0.0,0.0,0.0,0.0,0.12845238358841615,0.4046557040865439,0.00026346172857674645,0.0011125578596475772,1.2429408740034722e-06,1.985828705845055e-06,4.213896012372848e-15,1.2501707691449043e-05,0.005399574555225697,0.308552307209195,0.008040462870673153,6.232714752028731e-07,8.993206270621066e-07,3.068258279790347e-06,1.3737237498168827e-05,7.791200401790421e-14,0.10637764972313626,4.240502723836423e-09,1.4822847375302032e-08,6.660446041319578e-07,0.01724190148301716,1.2791193259064245e-12,1.0658834831628583e-12,1.0569761039457868e-08,9.176072451526201e-09,1.8656369729952566e-07,0.009250036737789675,6.134282206729124e-09,6.374799709825505e-09,2.7972407520536563e-13,5.934441459822034e-12,6.328243641321956e-11,0.00010595650050472706,2.3233691519670156e-11,2.0014156179401443e-09,1.250277703584335e-09,1.4337800939896298e-12,2.765511590080537e-06,6.65514248944785e-16,3.917348803379086e-12,0.005676832541545687,8.65279537212686e-10,2.748040334846048e-08,2.5864669857202875e-08,1.4559877356615717e-14,1.9202082216026373e-10,3.1703617729299135e-12,0.0004264984629832875,0.0011617390969548527,9.616236882464222e-14,2.131309065238066e-07,2.642744695134795e-08,9.076063881441499e-12
0.005525236474195422,0.11188337419766946,0.0,0.0,0.0,0.0,0.12792876315765292,0.4037063363473417,0.0002629150432393289,0.0011080557765365262,1.2374271032067747e-06,1.9824313968902276e-06,4.195196758955841e-15,1.248648068829654e-05,0.005383499109651588,0.30958934633686347,0.008015538486037305,6.227465425997805e-07,8.933038288032704e-07,3.061230785070382e-06,1.3673346485444312e-05,7.75496419918253e-14,0.10682060720407847,4.2144900355195925e-09,1.4733961045653028e-08,6.63818435789141e-07,0.01722796073739128,1.2828555938819023e-12,1.0684186014920299e-12,1.0550184012898946e-08,9.157309348086573e-09,1.8672764185783833e-07,0.00929264981978028,6.162541626549978e-09,6.391821309178274e-09,2.7986998680771636e-13,5.9379820947303095e-12,6.33201922835283e-11,0.00010637184934438566,2.326958130632282e-11,1.9999796791340947e-09,1.2529033967084001e-09,1.4369810511852297e-12,2.7644242260220607e-06,6.66911911697051e-16,3.930957535780109e-12,0.005706056977647557,8.697340122317647e-10,2.7567656287421945e-08,2.5904624711922446e-08,1.4582368956969255e-14,1.9231740393132262e-10,3.170617416057668e-12,0.0004263734129917426,0.001162547287647135,9.602767741933708e-14,2.1330908229976636e-07,2.638907777070617e-08,9.098083555470144e-12
0.005541496996456537,0.11188559946624235,0.0,0.0,0.0,0.0,0.12740828611119548,0.40276097982298265,0.0002623696414212607,0.0011035718618174384,1.2319439811498192e-06,1.979030701713067e-06,4.17659111312089e-15,1.2471185461763114e-05,0.005367483649182204,0.3106213570467698,0.007990742416697618,6.222177215811119e-07,8.87326150887933e-07,3.0542033434697444e-06,1.3609741738585517e-05,7.718890353736461e-14,0.10726205297349323,4.188639256396726e-09,1.4645619605425395e-08,6.615921700853887e-07,0.01721372578504815,1.2865535999205035e-12,1.070921896744166e-12,1.0530418227574461e-08,9.138358458500248e-09,1.868855151442978e-07,0.009335031051977418,6.190647292163469e-09,6.4085716500976045e-09,2.800031257418355e-13,5.9412528800045085e-12,6.33550705886224e-11,0.00010678365226441744,2.330450117002243e-11,1.998452615432503e-09,1.2554685801969932e-09,1.4401124237694715e-12,2.7632478145590393e-06,6.682773656362437e-16,3.944387138876245e-12,0.0057350274131602146,8.741497717318611e-10,2.7653205776159492e-08,2.5943499796324836e-08,1.460425272727919e-14,1.9260596991084015e-10,3.1707737987450778e-12,0.00042623301950827,0.0011633065471330242,9.58891520945259e-14,2.1347711498972787e-07,2.6349606771378e-08,9.11982913251394e-12
0.005557757518717652,0.11188782189142457,0.0,0.0,0.0,0.0,0.12689093264668033,0.40181962074585637,0.00026182554882662166,0.0010991063556528731,1.2264914635603448e-06,1.9756272160161722e-06,4.158079296064102e-15,1.2455826398778322e-05,0.005351528570817178,0.3116483618700177,0.007966074083859936,6.216851745743878e-07,8.813877454324884e-07,3.0471771146959964e-06,1.3546426947609645e-05,7.682980958281376e-14,0.10770198847073037,4.162950993326684e-09,1.4557825184074135e-08,6.593661793887239e-07,0.017199204456582226,1.290213801469661e-12,1.0733937656975017e-12,1.0510470166652429e-08,9.119227863152509e-09,1.8703743387515734e-07,0.009377181253332508,6.218599746667886e-09,6.4250533781942255e-09,2.8012372815047403e-13,5.944258751903542e-12,6.338712396673123e-11,0.00010719193405513175,2.3338463916050263e-11,1.9968366517205486e-09,1.2579740939078622e-09,1.4431751452443342e-12,2.761984411463079e-06,6.696110578088629e-16,3.957638838728878e-12,0.0057637436243841616,8.785267816159758e-10,2.7737065093318152e-08,2.598130936653874e-08,1.4625536692681042e-14,1.928866259333741e-10,3.1708328717077042e-12,0.00042607763597390333,0.0011640177279346052,9.574689852865561e-14,2.136351916092602e-07,2.6309065337275786e-08,9.141303997526397e-12
0.005574018040978767,0.11189004149076494,0.0,0.0,0.0,0.0,0.12637668292256823,0.40088224502520436,0.00026128279012261414,0.0010946594845613732,1.2210695016239626e-06,1.9722215178233444e-06,4.139661504048146e-15,1.244040776418301e-05,0.005335634242863744,0.3126703836393222,0.007941532889092839,6.211490594726855e-07,8.754887529123485e-07,3.0401532187911835e-06,1.3483405623763613e-05,7.647238004255394e-14,0.1081404153418536,4.137425801055435e-09,1.4470579731072703e-08,6.571408251092789e-07,0.01718440441835805,1.2938366487295996e-12,1.0758346027572887e-12,1.049034620000294e-08,9.09992545326386e-09,1.8718351325665148e-07,0.009419101271321487,6.246399552077918e-09,6.4412691193761774e-09,2.802320236223781e-13,5.947004510807336e-12,6.341640360712684e-11,0.00010759671974845543,2.3371482218847545e-11,1.995133964452414e-09,1.2604207600726086e-09,1.446170129577703e-12,2.7606360268518283e-06,6.709134258794164e-16,3.970713866396034e-12,0.005792205453360108,8.828650178074298e-10,2.7819247685087393e-08,2.6018067533162523e-08,1.4646228796387642e-14,1.931594767530618e-10,3.170796521594525e-12,0.0004259076106448007,0.001164681675494437,9.560102090925114e-14,2.1378349760049798e-07,2.626748433730647e-08,9.16251151592047e-12
0.005590278563239882,0.11189225828157591,0.0,0.0,0.0,0.0,0.12586551706870225,0.3999488382777677,0.0002607413889196126,0.0010902314623812014,1.2156780405772477e-06,1.968814161219488e-06,4.121337921245562e-15,1.242493369669995e-05,0.005319801007277406,0.31368744545630467,0.007917118216633302,6.206095300208863e-07,8.696292913940525e-07,3.0331327349503538e-06,1.3420681060507537e-05,7.611663359577151e-14,0.10857733542324143,4.112064151369623e-09,1.4383884917481248e-08,6.549164554079651e-07,0.01716933318182361,1.2974225879528091e-12,1.0782447899050315e-12,1.047005253103904e-08,9.080458908968082e-09,1.87323865548805e-07,0.009460791979045993,6.274047287402271e-09,6.45722148759211e-09,2.8032824097500183e-13,5.949494941175386e-12,6.344296052931216e-11,0.0001079980345488851,2.3403568731762036e-11,1.9933467071162593e-09,1.2628093538932659e-09,1.4490982350378605e-12,2.759204650430205e-06,6.721848824798073e-16,3.983613464077749e-12,0.005820412803180314,8.871644655351996e-10,2.7899766911451176e-08,2.605378838126966e-08,1.4666336967243216e-14,1.9342462693441182e-10,3.1706666254028373e-12,0.0004257232867490786,0.0011652992281734069,9.545162177264806e-14,2.139222164359108e-07,2.6224894130953045e-08,9.183454947576858e-12
0.005606539085500998,0.11189447228116835,0.0,0.0,0.0,0.0,0.12535741519411253,0.39901938584583674,0.0002602013679180155,0.0010858224908932412,1.2103170192748555e-06,1.9654056853631315e-06,4.1031086843857605e-15,1.2409408241808777e-05,0.0053040291807946475,0.3146995706712756,0.007892829434764211,6.200667373982275e-07,8.638094593854248e-07,3.0261167117283076e-06,1.3358256333664947e-05,7.576258768731082e-14,0.10901275073247944,4.086866436346715e-09,1.4297742145488014e-08,6.526934065418375e-07,0.017153998107711753,1.3009720674640244e-12,1.0806247086966807e-12,1.0449595224318633e-08,9.060835734706678e-09,1.874586016839521e-07,0.009502254273701057,6.301543547627492e-09,6.472913127221386e-09,2.804126071990504e-13,5.951734790216747e-12,6.346684535556684e-11,0.00010839590384169896,2.34347359962283e-11,1.991477002840328e-09,1.2651406994227756e-09,1.451960379575496e-12,2.7576922421431446e-06,6.734258662440423e-16,3.996338885510122e-12,0.00584836563535952,8.914251189331907e-10,2.797863639439012e-08,2.6088485872939163e-08,1.4685869064855275e-14,1.9368218012885648e-10,3.170445042043022e-12,0.00042552500253377555,0.0011658712170999567,9.52988019588299e-14,2.1405153000281128e-07,2.6181324598874706e-08,9.20413754970567e-12
0.005622799607762113,0.11189668350693172,0.0,0.0,0.0,0.0,0.12485235739341391,0.39809387280631753,0.00025966274893511566,0.0010814327600218864,1.2049863716102223e-06,1.9619966233510076e-06,4.084973908731163e-15,1.2393835363589835e-05,0.005288319055305149,0.3157067828716639,0.007868665896565158,6.19520829928918e-07,8.580293410485705e-07,3.019106169448356e-06,1.3296134336439158e-05,7.541025872627237e-14,0.10944666346476731,4.061832988620262e-09,1.4212152614312823e-08,6.504720059248839e-07,0.017138406406192075,1.3044855380431043e-12,1.0829747524180417e-12,1.0428980254824015e-08,9.041063275156577e-09,1.8758783289789145e-07,0.009543489075833285,6.328888943226042e-09,6.488346679363805e-09,2.804853449625277e-13,5.95372871594537e-12,6.348810775703088e-11,0.00010879035321761276,2.3464996441658267e-11,1.9895269363814867e-09,1.2674156002776022e-09,1.4547574578940103e-12,2.756100728414707e-06,6.74636804928395e-16,4.0088913916316285e-12,0.00587606396883304,8.956469808875272e-10,2.8055870342664722e-08,2.6122173845716763e-08,1.4704832878728426e-14,1.9393223906329385e-10,3.1701335889338077e-12,0.0004253130912397825,0.0011663984658873095,9.514266078874838e-14,2.141716191579775e-07,2.613680513801798e-08,9.224562680894571e-12
0.005639060130023228,0.11189889197608505,0.0,0.0,0.0,0.0,0.12435032375264436,0.3971722839793366,0.0002591255528901493,0.0010770624480200609,1.1996860270919026e-06,1.9585874872027685e-06,4.066933692928466e-15,1.2378218900248582e-05,0.005272670898307794,0.3167091058711526,0.007844626940714444,6.189719508242223e-07,8.522890022360435e-07,3.0121020878576365e-06,1.3234317773567201e-05,7.505966205285462e-14,0.10987907598954626,4.036964074658169e-09,1.4127117299976462e-08,6.482525691025997e-07,0.01712256513712197,1.3079634431436305e-12,1.0852953042701094e-12,1.0408213449405921e-08,9.02114867288076e-09,1.8771166781465013e-07,0.009584497328565332,6.356084099641972e-09,6.5035247717044845e-09,2.8054667498478783e-13,5.955481335566139e-12,6.350679696967301e-11,0.0001091814084578711,2.349436245159048e-11,1.987498564660398e-09,1.2696348376621497e-09,1.4574903387218373e-12,2.7544320097187284e-06,6.758181143596451e-16,4.021272250989438e-12,0.005903507879039302,8.998300628967021e-10,2.81314829077619e-08,2.6154866084895302e-08,1.47232361689528e-14,1.9417490607661175e-10,3.169734063830095e-12,0.00042508788103536954,0.0011668817903730823,9.498329592724999e-14,2.142826627993475e-07,2.609136463254756e-08,9.24473361411985e-12
0.005655320652284343,0.11190109770575887,0.0,0.0,0.0,0.0,0.12385129435516057,0.39625460393945916,0.0002585897998444571,0.0010727117217086267,1.1944159098907699e-06,1.9551787598405502e-06,4.048988100455954e-15,1.2362562555652253e-05,0.005257084953612204,0.317706563696471,0.00782071189245109,6.184202389934892e-07,8.465884917973352e-07,3.0051054073563557e-06,1.3172809150652375e-05,7.471081187785251e-14,0.11030999084547985,4.0122598907902645e-09,1.4042636942506944e-08,6.460353979603679e-07,0.017106481211477478,1.311406217097276e-12,1.087586725426147e-12,1.0387300460991807e-08,9.00109886679532e-09,1.8783021096346388e-07,0.00962527999643975,6.383129656524219e-09,6.518450040995387e-09,2.805968158070039e-13,5.956997221033614e-12,6.352296174693129e-11,0.00010956909549638732,2.352284631652605e-11,1.985393913575924e-09,1.2717992151080546e-09,1.4601599186426312e-12,2.752687957617404e-06,6.769702222486626e-16,4.0334827404765834e-12,0.005930697496784627,9.039743848985481e-10,2.820548781427351e-08,2.6186576272994075e-08,1.474108663776469e-14,1.9441028274471458e-10,3.1692482434239944e-12,0.00042484969492713985,0.001167321998414553,9.482080336517197e-14,2.143848370152924e-07,2.604503145524222e-08,9.264653434411064e-12
