Time (s),Volume (m^3),Ar,He,Ne,N2,methane(1),oxygen(2),CH3(5),HO2(7),CH3O2(12),H(6),CH3O2(19),OH(D)(9),CH2O(25),H2O(35),CC(14),O(T)(10),OO(11),CHO(34),CHO3(63),CHO3(75),CO2(114),COO(15),CH3O(17),C2H5(58),C2H4(166),CHO3(116),CHO2(70),C3H7(186),C2H5O(189),C2H3(183)
3.954777421043409e-06,0.1122453728011942,0.0,0.0,0.0,0.0,0.32999743057985276,0.6699974761782109,2.4428951380624813e-06,2.374020545987437e-06,1.901832624569578e-08,2.69146934351309e-09,6.020358436551984e-17,9.7576943862112e-09,1.0479151236702988e-07,1.431575733942225e-07,1.279763628533987e-09,1.710626631560292e-09,9.015308499416161e-10,7.794393654148711e-12,5.2025896302366357e-11,2.95068787500062e-19,8.557193590969279e-11,1.0848126750897395e-13,1.0131048600176026e-11,1.6357967777706271e-16,5.4230383139169186e-15,8.791650232761942e-25,2.7225587914775614e-20,2.856275492649869e-23,3.2476184707770318e-24,2.628500626270522e-21
4.110933182528451e-06,0.11224537293403643,0.0,0.0,0.0,0.0,0.3299973208302244,0.669997371296591,2.5429689704414485e-06,2.4674629599492813e-06,1.9797484702668633e-08,2.7888116157368234e-09,6.267005648278671e-17,1.017192001899373e-08,1.1334811535504816e-07,1.5532141308045202e-07,1.4405350027582027e-09,1.7822089827689685e-09,9.38017777419949e-10,8.514368277107918e-12,5.7063476311101095e-11,3.236398017655672e-19,9.787008260229765e-11,1.1635468314403888e-13,1.0557148563436729e-11,1.87627969837588e-16,6.4501642719361864e-15,1.0393592267067596e-24,2.9861903253904536e-20,3.536528496168122e-23,4.0268010174151334e-24,3.3408126345148622e-21
4.267088944013494e-06,0.11224537307409711,0.0,0.0,0.0,0.0,0.32999721043783686,0.6699972660068094,2.643310787038823e-06,2.5608838699096216e-06,2.0578729422108332e-08,2.886134572704938e-09,6.514312701077604e-17,1.0587024558700826e-08,1.2224959310689517e-07,1.6799142854103788e-07,1.6144881538722987e-09,1.8539193960171255e-09,9.744982227304174e-10,9.268281734409402e-12,6.235061887740944e-11,3.536262289656692e-19,1.113326085535108e-10,1.244969716572155e-13,1.0985239357599425e-11,2.1420864173247345e-16,7.625435337966204e-15,1.2265522372862114e-24,3.262881811208525e-20,4.346908592994946e-23,4.955983104539075e-24,4.209959703121493e-21
4.423244705498537e-06,0.11224537322131278,0.0,0.0,0.0,0.0,0.3299970994015257,0.6699971603076078,2.7439196029282603e-06,2.654283456312406e-06,2.1362052731350825e-08,2.9834384059873795e-09,6.762277545074335e-17,1.1003006069874469e-08,1.3149693186130097e-07,1.8116869140326774e-07,1.8021796076390377e-09,1.9257574335214155e-09,1.0109722607965084e-09,1.0056267571921572e-11,6.788835937788078e-11,3.8503394125247773e-19,1.2601591950433527e-10,1.3292022760081352e-13,1.141530385591248e-11,2.4349450527439e-16,8.964197009774072e-15,1.4395407379375374e-24,3.5526891085023634e-20,5.305328389439486e-23,6.055885126898675e-24,5.2633249907584475e-21
4.579400466983579e-06,0.11224537337561954,0.0,0.0,0.0,0.0,0.32999698772012975,0.6699970541977305,2.844794425202396e-06,2.747661898880618e-06,2.2147446895056515e-08,3.0807233089379346e-09,7.010899009782704e-17,1.1419862578326041e-08,1.410911147142555e-07,1.9485427092128876e-07,2.0041699113765385e-09,1.997722653239009e-09,1.0474399663014827e-09,1.0878455553886383e-11,7.367769734903857e-11,4.178686073561684e-19,1.419766468852056e-10,1.4164108109227948e-13,1.1847318263177785e-11,2.7566468933499644e-16,1.0482831971331529e-14,1.6695821526751094e-24,3.855669597399595e-20,6.43276549719602e-23,7.35074119966188e-24,6.5319148000148164e-21
4.735556228468622e-06,0.11224537353695323,0.0,0.0,0.0,0.0,0.32999687539249045,0.6699969476759265,2.9459342530080613e-06,2.8410193766259302e-06,2.2934904123690784e-08,3.1779894423595576e-09,7.260171051251478e-17,1.1837592133663818e-08,1.510331216001801e-07,2.090492339805431e-07,2.2210236113926764e-09,2.069814609042422e-09,1.0839014136808113e-09,1.1734971438902761e-11,7.971959433454008e-11,4.521356813500322e-19,1.592716492050632e-10,1.506207051551824e-13,1.2281339466968973e-11,3.1090467741832857e-16,1.2198764503309026e-14,1.9492997072343143e-24,4.1718604021832307e-20,7.751681114651662e-23,8.866708201423098e-24,8.050461599845201e-21
4.8917119899536645e-06,0.11224537370524908,0.0,0.0,0.0,0.0,0.3299967624174526,0.6699968407409466,3.047338077591217e-06,2.9343560678231015e-06,2.372441654804054e-08,3.2752370421538695e-09,7.510100326756355e-17,1.2256192621257045e-08,1.6132392934678966e-07,2.2375464505799395e-07,2.4533092367137463e-09,2.142032850690551e-09,1.1203566771228573e-09,1.2625937552342026e-11,8.601497938968643e-11,4.878404308917127e-19,1.779580053726533e-10,1.5995290524502642e-13,1.2717231185658346e-11,3.49406400561845e-16,1.4130502729189953e-14,2.203279105122915e-24,4.501344860449007e-20,9.290117509375125e-23,1.0635914221923494e-23,9.857820207051231e-21
5.047867751438707e-06,0.1122453738804419,0.0,0.0,0.0,0.0,0.3299966487938638,0.6699967333915461,3.149004882209913e-06,3.027672150038745e-06,2.451597626761126e-08,3.3724662136977313e-09,7.760671191539644e-17,1.2675662122882769e-08,1.719645114274715e-07,2.389715661179284e-07,2.7015993010211003e-09,2.2143769236546526e-09,1.1568058305547643e-09,1.3551474603522373e-11,9.25647665765226e-11,5.24988042379106e-19,1.9809299571262353e-10,1.6950490112251462e-13,1.3155186995504492e-11,3.913682986711616e-16,1.6297725823629236e-14,2.5456213735736008e-24,4.844121629495365e-20,1.1072455994716115e-22,1.2687083261813147e-23,1.1997694269032829e-20
5.20402351292375e-06,0.11224537406246628,0.0,0.0,0.0,0.0,0.3299965345205749,0.669996625626484,3.250933642197113e-06,3.120967800081713e-06,2.5309575296389656e-08,3.4696771613010543e-09,8.011885047401898e-17,1.309599851704275e-08,1.829558381210544e-07,2.5470105658328244e-07,2.9664702938083816e-09,2.286846369244411e-09,1.1932489476495498e-09,1.4511701955733603e-11,9.936985755958437e-11,5.635836290049278e-19,2.1973409880825785e-10,1.7931821438606304e-13,1.3595146632411542e-11,4.369954139120541e-16,1.872131410895646e-14,2.9454555223181936e-24,5.200252994096021e-20,1.3130069997168838e-22,1.5056419605764773e-23,1.4518948409529953e-20
5.3601792744087924e-06,0.11224537425125611,0.0,0.0,0.0,0.0,0.32999641959644016,0.6699965174445217,3.3531233249909587e-06,3.214243194017359e-06,2.6105205577135335e-08,3.5668701294622334e-09,8.26375050081694e-17,1.3517199582708354e-08,1.9429887647172478e-07,2.709441733442209e-07,3.248502660207645e-09,2.3594407247283122e-09,1.2296861018416404e-09,1.550673703460807e-11,1.064311359104494e-10,6.036322001222393e-19,2.429389969467973e-10,1.8950601422378155e-13,1.4036945451482348e-11,4.864994644392817e-16,2.1423354908106433e-14,3.310604382283924e-24,5.569827506578483e-20,1.5499164835977064e-22,1.7785476049308165e-23,1.7475774287403614e-20
5.516335035893835e-06,0.11224537444674518,0.0,0.0,0.0,0.0,0.3299963040203164,0.6699964088444258,3.4555728901142166e-06,3.307498507208688e-06,2.690285903154115e-08,3.6640451914199224e-09,8.516246276402927e-17,1.3939263369019913e-08,2.0599459010190906e-07,2.877019707365595e-07,3.548280783666703e-09,2.432159523292114e-09,1.2661173663018951e-09,1.6536695315598856e-11,1.1374946701070304e-10,6.451386669781726e-19,2.67765575589827e-10,1.9988375435101233e-13,1.4480852229744375e-11,5.400988905659966e-16,2.4427173634457275e-14,3.802840762858338e-24,5.952820329984632e-20,1.8211529364225341e-22,2.091166751294254e-23,2.0928068997069315e-20
5.672490797378878e-06,0.11224537464886654,0.0,0.0,0.0,0.0,0.3299961877910642,0.6699962998249648,3.5582812892574973e-06,3.4007339142323618e-06,2.7702527473171115e-08,3.761202617949987e-09,8.76938648072199e-17,1.4362187549187203e-08,2.1804393944414269e-07,3.0497550046999307e-07,3.866392977960619e-09,2.5050022939372867e-09,1.3025428139390995e-09,1.7601691323410352e-11,1.2132570765368449e-10,6.881078861125112e-19,2.942719126658614e-10,2.1061341388583078e-13,1.492663114055023e-11,5.980189545772396e-16,2.7757405264377045e-14,4.283114452513193e-24,6.349339494036212e-20,2.1310537257422133e-22,2.4484774705402017e-23,2.4942143021236422e-20
5.813030982715416e-06,0.11224537483639095,0.0,0.0,0.0,0.0,0.3299960826253733,0.6699962013478793,3.650939278782668e-06,3.484628904479321e-06,2.8423945088143866e-08,3.848629366119086e-09,8.997760423588985e-17,1.4743553144317043e-08,2.2919150339338058e-07,3.2096349546909824e-07,4.168858984072625e-09,2.5706663910431716e-09,1.3353208034864452e-09,1.859023913677383e-11,1.2836554063476517e-10,7.280348280471994e-19,3.1961196300251755e-10,2.205642136536498e-13,1.5329442681384748e-11,6.540328907648421e-16,3.1055148195671815e-14,4.71670002923727e-24,6.717804832757339e-20,2.446531497393474e-22,2.81233271666902e-23,2.9095496104350883e-20
5.953571168051954e-06,0.11224537502918383,0.0,0.0,0.0,0.0,0.32999597692890176,0.6699961025292224,3.743805293025701e-06,3.5685080377743766e-06,2.9146982150403634e-08,3.936042064317727e-09,9.22664556132687e-17,1.5125612334084003e-08,2.406269827187976e-07,3.3737084631660727e-07,4.48708969067323e-09,2.6364301715956925e-09,1.3680941930555465e-09,1.9607342166361968e-11,1.3561558487613104e-10,7.691539992187681e-19,3.464024201778349e-10,2.307347423437383e-13,1.573386566746383e-11,7.139085480685236e-16,3.465821697868149e-14,5.202747712670726e-24,7.097269828666726e-20,2.799990608686656e-22,3.2201276630932823e-23,3.382148305789372e-20
6.094111353388492e-06,0.11224537522719563,0.0,0.0,0.0,0.0,0.3299958707008256,0.6699960033681049,3.836878551447531e-06,3.6523714398445365e-06,2.987163259052097e-08,4.023440799913119e-09,9.456031641739884e-17,1.55083635568876e-08,2.5235107043939656e-07,3.541983141426076e-07,4.82152209267798e-09,2.702293283802477e-09,1.4008630352367683e-09,2.0653082030391863e-11,1.4307644819243042e-10,8.114688483047725e-19,3.746860200377572e-10,2.4105397627278235e-13,1.6140003401995496e-11,7.778245811221019e-16,3.858742804512971e-14,5.814326894206441e-24,7.487735206641715e-20,3.1948703641956166e-22,3.6758578467420487e-23,3.91834818009466e-20
6.2346515387250305e-06,0.11224537543037663,0.0,0.0,0.0,0.0,0.3299957639403233,0.66999590386364,3.93015826842673e-06,3.736219235891619e-06,3.059789026707579e-08,4.110825798029517e-09,9.68593667191599e-17,1.589180499076765e-08,2.6436445742483884e-07,3.7144665828398924e-07,5.172595728064138e-09,2.7682553731665516e-09,1.4336273824632928e-09,2.1727539851497477e-11,1.5074873400770542e-10,8.54982794290958e-19,4.0450562218325075e-10,2.516924681345071e-13,1.6547607418592983e-11,8.459643114467442e-16,4.286454952165629e-14,6.384268726162475e-24,7.889307919997073e-20,3.635433309990199e-22,4.184434505595803e-23,4.5250267718856965e-20
6.375191724061569e-06,0.11224537563867662,0.0,0.0,0.0,0.0,0.3299956566465756,0.6699958040149426,4.023643653187944e-06,3.820051550649944e-06,3.1325749037339953e-08,4.198197116579403e-09,9.916342684639641e-17,1.6275935088529798e-08,2.766678321211639e-07,3.8911663624574406e-07,5.540752672198002e-09,2.8343160825034056e-09,1.4663872870161456e-09,2.283079663334711e-11,1.586330449965413e-10,8.996992580053912e-19,4.359042058580235e-10,2.625297236841515e-13,1.695685296738326e-11,9.185157483735991e-16,4.751233916407501e-14,7.051139378616627e-24,8.301959489540447e-20,4.1255531607233526e-22,4.750346159182044e-23,5.209644866981899e-20
6.515731909398107e-06,0.1122453758520453,0.0,0.0,0.0,0.0,0.329995548818765,0.6699957038211312,4.1173339098765745e-06,3.903868508335037e-06,3.2055202700536637e-08,4.285554893575563e-09,1.0147251589230695e-16,1.666075214537527e-08,2.8926188073822016e-07,4.07209003692371e-07,5.926437528744613e-09,2.9004750520106796e-09,1.4991428009896462e-09,2.396293309408754e-11,1.6672998148686753e-10,9.456216435972917e-19,4.689248714093948e-10,2.735861284055113e-13,1.736771015367997e-11,9.956716302290402e-16,5.255456144091035e-14,7.784532603038165e-24,8.72573620206973e-20,4.669671804660565e-22,5.378748051412333e-23,5.980273429764511e-20
6.656272094734645e-06,0.11224537607043197,0.0,0.0,0.0,0.0,0.32999544045607676,0.6699956032813257,4.211228237569968e-06,3.987670232653669e-06,3.278624500963463e-08,4.3728992947709114e-09,1.0378669700062284e-16,1.7046254390005257e-08,3.021472872001781e-07,4.257245144410436e-07,6.3300974182787624e-09,2.9667319192630636e-09,1.5318939762948675e-09,2.5124029453814535e-11,1.7504013940201855e-10,9.927533294863177e-19,5.036108421675103e-10,2.8493149192935597e-13,1.77800770758124e-11,1.0776294907931097e-15,5.80160044810341e-14,8.516560952489082e-24,9.160700757081738e-20,5.272663458879923e-22,6.07527699055199e-23,6.845623639752084e-20
6.796812280071183e-06,0.11224537629378592,0.0,0.0,0.0,0.0,0.32999533155769817,0.6699955023946499,4.305325830256644e-06,4.071456846827784e-06,3.351886970110226e-08,4.46023038602937e-09,1.0610581775013443e-16,1.7432440207711548e-08,3.1532473302815464e-07,4.4466392044351756e-07,6.75218197144771e-09,3.0330863191792272e-09,1.5646408646594563e-09,2.6314165545051602e-11,1.8356411134721675e-10,1.041097678923358e-18,5.400054630602254e-10,2.9646218764118296e-13,1.819410431516586e-11,1.1645916730927248e-15,6.392250229121165e-14,9.362525465165014e-24,9.606834572540628e-20,5.939330260175038e-22,6.845499987935923e-23,7.815078031016384e-20
6.9373524654077215e-06,0.11224537652205584,0.0,0.0,0.0,0.0,0.32999522212281895,0.6699954011602286,4.399625876905452e-06,4.155228473545566e-06,3.425307044374518e-08,4.547548355458996e-09,1.0842999463294834e-16,1.7819307751771116e-08,3.2879489748766e-07,4.640279717538016e-07,7.193143316458151e-09,3.099537884033679e-09,1.5973835176538127e-09,2.7533420994091625e-11,1.923024883415671e-10,1.090658041605289e-18,5.781521983640825e-10,3.0828905366155214e-13,1.8609630157923284e-11,1.2567653873458522e-15,7.030097632691917e-14,1.0209128410198018e-23,1.0064220286437178e-19,6.675250415117215e-22,7.695866554461836e-23,8.898749299391803e-20
7.07789265074426e-06,0.11224537675519035,0.0,0.0,0.0,0.0,0.32999511215063115,0.6699952995771907,4.494127561413543e-06,4.238985235013185e-06,3.4988840899049577e-08,4.634853252668033e-09,1.1075904820747438e-16,1.820685540030712e-08,3.42558457370888e-07,4.838174165159547e-07,7.653436073051328e-09,3.1660862434754895e-09,1.6301219866531682e-09,2.878187519509404e-11,2.012558595898208e-10,1.1414377619505939e-18,6.180946317817771e-10,3.2028208258682203e-13,1.9026843521496144e-11,1.3543627504805939e-15,7.717945109215395e-14,1.1194573300071285e-23,1.05328290736792e-19,7.485839003610969e-22,8.632659957610553e-23,1.0107504895420726e-19
7.218432836080798e-06,0.11224537699313776,0.0,0.0,0.0,0.0,0.32999500164032913,0.6699951976446665,4.588830062701712e-06,4.322727252888543e-06,3.5726174648419697e-08,4.722145303992765e-09,1.1309318219079655e-16,1.8595081204583475e-08,3.5661608722854814e-07,5.04033000944988e-07,8.133517340101718e-09,3.2327310245607644e-09,1.662856322872452e-09,3.005960726711656e-11,2.1042481205144758e-10,1.1934401651496052e-18,6.598764665567775e-10,3.3262087260893897e-13,1.9445482502602654e-11,1.4576008324223383e-15,8.458708493092352e-14,1.2131361334603468e-23,1.1012776309445148e-19,8.377488448892689e-22,9.663266976578076e-23,1.1453016916875058e-19
7.358973021417336e-06,0.11224537723584616,0.0,0.0,0.0,0.0,0.32999489059110987,0.6699950953617894,4.683732554646148e-06,4.406454648350082e-06,3.646506527338895e-08,4.809424565821964e-09,1.1543222738890009e-16,1.8983983495657003e-08,3.7096845908003743e-07,5.246754693105154e-07,8.633846687305323e-09,3.2994718517267968e-09,1.6955865773365878e-09,3.1366696070502125e-11,2.1980993062177377e-10,1.2466685710017284e-18,7.035415250375382e-10,3.451892648036588e-13,1.9865715774740085e-11,1.5667016908190462e-15,9.255419157118701e-14,1.314892168697359e-23,1.1504036911193141e-19,9.356379939231382e-22,1.0794850355954304e-22,1.2947797451799514e-19
7.499513206753874e-06,0.11224537748326337,0.0,0.0,0.0,0.0,0.32999477900217233,0.6699949927276958,4.778834206150403e-06,4.490167542044504e-06,3.7205506298426394e-08,4.896691173008238e-09,1.1777619318581675e-16,1.9373560449497225e-08,3.8561624259688046e-07,5.457455639221455e-07,9.154886146721413e-09,3.366308346805212e-09,1.7283128008867542e-09,3.270322022974977e-11,2.294117983518439e-10,1.3011262858187416e-18,7.491337482005727e-10,3.5800914289618337e-13,2.0287510990908228e-11,1.6818924110598496e-15,1.011122626784722e-13,1.42248703718662e-23,1.200665298963361e-19,1.0429339057369425e-21,1.203531094610858e-22,1.4605235895128235e-19
7.640053392090413e-06,0.11224537773533681,0.0,0.0,0.0,0.0,0.3299946668727182,0.6699948897415239,4.874134181122313e-06,4.573866054121672e-06,3.7947491233809446e-08,4.9839451531353645e-09,1.201248421225199e-16,1.9763810412284466e-08,4.0056010493300133e-07,5.672440251047781e-07,9.697100199735815e-09,3.4332401290286095e-09,1.7610350441455966e-09,3.406925815192827e-11,2.392309966308856e-10,1.3568166106673314e-18,7.96697195083766e-10,3.709160682596412e-13,2.071110703710983e-11,1.8034051313409053e-15,1.1029400221188915e-13,1.5546597149397785e-23,1.2520573685773643e-19,1.1603258818145773e-21,1.3392633305596047e-22,1.6439656925798211e-19
7.780593577426952e-06,0.11224537799201387,0.0,0.0,0.0,0.0,0.32999455420195145,0.6699947864024155,4.969631638584282e-06,4.657550304156931e-06,3.86910134907624e-08,5.071186796387363e-09,1.2247853992149048e-16,2.0154731253003793e-08,4.1580071099661985e-07,5.891715911755965e-07,1.0260955762854208e-08,3.5002668150618122e-09,1.7937533576070666e-09,3.546488803055468e-11,2.492681052022837e-10,1.4137428270582491e-18,8.462760423786414e-10,3.8420520907374005e-13,2.1136073598799327e-11,1.931477143678124e-15,1.2013336297321326e-13,1.6788792875785444e-23,1.3045975207190501e-19,1.2886280436765441e-21,1.487622740574736e-22,1.8466383985760766e-19
7.92113376276349e-06,0.11224537825324152,0.0,0.0,0.0,0.0,0.3299944409890788,0.6699946827095142,5.065325732563915e-06,4.74122041125196e-06,3.943606649618975e-08,5.1584161568788e-09,1.2483711027494386e-16,2.054632123651995e-08,4.3133872304709267e-07,6.115289984353952e-07,1.084692218331479e-08,3.567388018982349e-09,1.8264677915909075e-09,3.689018783406719e-11,2.5952370208558934e-10,1.471908215906617e-18,8.979145844017779e-10,3.9776049279776087e-13,2.1562579063554225e-11,2.0663508905566447e-15,1.3066555701016106e-13,1.8086816486774028e-23,1.3582829649910567e-19,1.4286245934302607e-21,1.6495171833491592e-22,2.070175936335017e-19
8.047619929566375e-06,0.11224537849219324,0.0,0.0,0.0,0.0,0.32999433863333905,0.6699945890827054,5.151617837964387e-06,4.8165115134126746e-06,4.01079175245754e-08,5.236912128223061e-09,1.2696385546948842e-16,2.0899322882880137e-08,4.455777612550645e-07,6.320187860015e-07,1.1393586729619488e-08,3.627877594141e-09,1.8559075066219759e-09,3.819838969420915e-11,2.6894102308990397e-10,1.5253192616868094e-18,9.461870207406101e-10,4.1009964273089686e-13,2.1947877568342436e-11,2.193757380409516e-15,1.4076710504526403e-13,1.940478851039344e-23,1.4075772156831107e-19,1.5653053961704532e-21,1.8075876906364304e-22,2.2906407275422983e-19
8.17410609636926e-06,0.11224537873474885,0.0,0.0,0.0,0.0,0.32999423583727766,0.6699944951680129,5.238067906407e-06,4.891791341931685e-06,4.0780998231461645e-08,5.3153983593735085e-09,1.2909457393088224e-16,2.1252863607019737e-08,4.60058712271169e-07,6.528578736979171e-07,1.1958888613747582e-08,3.688443129311796e-09,1.88534415626957e-09,3.9530743718598585e-11,2.7853620563876505e-10,1.5797390612435967e-18,9.961962317222433e-10,4.226972450543989e-13,2.23343591432901e-11,2.3270579649998497e-15,1.514868330395901e-13,2.0723117874236297e-23,1.4578060651765271e-19,1.712802671561487e-21,1.9781765217886586e-22,2.530754589610805e-19
8.300592263172144e-06,0.112245378980869,0.0,0.0,0.0,0.0,0.3299941326003214,0.6699944009648192,5.32467531043869e-06,4.967059982485847e-06,4.1455303745357386e-08,5.393874871454561e-09,1.3122909382977891e-16,2.1606942137982548e-08,4.7478205340245897e-07,6.74046793791501e-07,1.2543175262825673e-08,3.749084337546476e-09,1.9147777767780342e-09,4.088730627629874e-11,2.883096675940059e-10,1.6351699871609244e-18,1.0479747638410423e-09,4.35438949807896e-13,2.272218975908441e-11,2.4664400064206828e-15,1.62853294616512e-13,2.2177178638675232e-23,1.508965841970229e-19,1.87178589470765e-21,2.162058571836463e-22,2.791955675480441e-19
8.427078429975028e-06,0.1122453792305148,0.0,0.0,0.0,0.0,0.3299940289218989,0.6699943064725072,5.411439420390582e-06,5.042317520481812e-06,4.213082914851118e-08,5.47234181082872e-09,1.3336754282684907e-16,2.196155697752426e-08,4.89748260886907e-07,6.955860775838357e-07,1.3146795204836576e-08,3.809800930727173e-09,1.9442084043286892e-09,4.2268133647230864e-11,2.982618260949068e-10,1.6916144028497727e-18,1.1015552172493842e-09,4.4842958813441517e-13,2.3111216232847005e-11,2.6120949074558357e-15,1.74895677870477e-13,2.3647897347330284e-23,1.5610641498684008e-19,2.0429816653000054e-21,2.360073751298501e-22,3.0757390448446914e-19
8.553564596777912e-06,0.1122453794836463,0.0,0.0,0.0,0.0,0.32999392480144024,0.6699942116904626,5.4983596026095e-06,5.117564040916776e-06,4.280756951929166e-08,5.550799205844525e-09,1.3550976543820849e-16,2.2316706819954988e-08,5.049578087959099e-07,7.174762546611132e-07,1.3770098906653307e-08,3.870592618661751e-09,1.9736360749325966e-09,4.3673281934137725e-11,3.0839309701579267e-10,1.749074669342252e-18,1.1569702867182478e-09,4.615687486034221e-13,2.350158419609287e-11,2.764216979570039e-15,1.8764430851929295e-13,2.5256692420548414e-23,1.6140979288810738e-19,2.2271328353876895e-21,2.573081927419994e-22,3.383703733651491e-19
8.680050763580796e-06,0.11224537974022414,0.0,0.0,0.0,0.0,0.32999382023837703,0.6699941166180724,5.5854352209111646e-06,5.192799628486698e-06,4.3485519894412693e-08,5.6292471796117305e-09,1.3765583705538285e-16,2.2672390184546554e-08,5.204111699236587e-07,7.397178534883134e-07,1.4413438085160031e-08,3.931459109825262e-09,2.003060824508954e-09,4.51028071341672e-11,3.187038954070124e-10,1.807553139084655e-18,1.2142527281631193e-09,4.749220616741801e-13,2.3893197489983782e-11,2.9230043998996162e-15,2.0113026375887779e-13,2.6928879291378835e-23,1.6680728110466575e-19,2.4250310839594378e-21,2.801998222865314e-22,3.717519439674191e-19
8.80653693038368e-06,0.11224538000020852,0.0,0.0,0.0,0.0,0.32999371523214266,0.6699940212547256,5.672665635944308e-06,5.26802436754764e-06,4.416467529741341e-08,5.70768580504047e-09,1.398057104947908e-16,2.3028605667115788e-08,5.361088153423158e-07,7.623114011339787e-07,1.5077166001220892e-08,3.992400111037992e-09,2.0324826888513197e-09,4.655676510826457e-11,3.291946353108941e-10,1.8670521608815585e-18,1.273435373149606e-09,4.884681689386651e-13,2.428608659142231e-11,3.088659005733234e-15,2.153855650844334e-13,2.869386163321148e-23,1.722989811019357e-19,2.6374925341720754e-21,3.0477665192519505e-22,4.078945512264573e-19
8.933023097186565e-06,0.11224538026355942,0.0,0.0,0.0,0.0,0.3299936097821725,0.6699939255998131,5.760050204888739e-06,5.3432383420553455e-06,4.484503071168677e-08,5.7861152116732845e-09,1.4195948194659173e-16,2.3385351751869527e-08,5.520512142956708e-07,7.852574231090344e-07,1.576163761836857e-08,4.053415327298406e-09,2.061901703640758e-09,4.803521156571303e-11,3.398657296565825e-10,1.9275740747935588e-18,1.3345511368391024e-09,5.022853758744081e-13,2.468013683293761e-11,3.261386077699091e-15,2.30443298497259e-13,3.0459263034000466e-23,1.7788553401328978e-19,2.865391398515842e-21,3.311397379606219e-22,4.469844750620216e-19
9.05950926398945e-06,0.11224538053023653,0.0,0.0,0.0,0.0,0.3299935038879034,0.6699938296527277,5.847588281626743e-06,5.418441635627249e-06,4.5526581128286465e-08,5.86453538376145e-09,1.4411688245530438e-16,2.374262716574726e-08,5.682388341353087e-07,8.085564434431833e-07,1.646720949411153e-08,4.1145044618895955e-09,2.0913179043794452e-09,4.953820206952215e-11,3.5071759031744185e-10,1.989121221078208e-18,1.397633012843575e-09,5.161989880004157e-13,2.5075601905659763e-11,3.4413943840709456e-15,2.463375728616142e-13,3.244280250939658e-23,1.8356620584370633e-19,3.1096028432296563e-21,3.5939032080961294e-22,4.892182071672555e-19
9.185995430792334e-06,0.11224538080019981,0.0,0.0,0.0,0.0,0.32999339754877427,0.6699937334128642,5.935279217139329e-06,5.493634331491562e-06,4.62093214560264e-08,5.942946564667365e-09,1.4627830451689304e-16,2.4100430171446472e-08,5.846721407871088e-07,8.322089848040587e-07,1.7194239631087375e-08,4.1756672165521275e-09,2.1207313265050005e-09,5.106579205738525e-11,3.6175062819925074e-10,2.051695923297889e-18,1.4627140660981478e-09,5.304874272473432e-13,2.5472075709171365e-11,3.628896397991574e-15,2.631034501935802e-13,3.430043612955288e-23,1.8934275305367934e-19,3.3711039880199137e-21,3.8964131300182764e-22,5.348019733788699e-19
9.312481597595218e-06,0.11224538107340871,0.0,0.0,0.0,0.0,0.3299932907642255,0.6699936368796192,6.023122359377302e-06,5.56881651261142e-06,4.689324666208491e-08,6.0213486404499484e-09,1.484432194506104e-16,2.4458759646479256e-08,6.013515982527371e-07,8.562155684859229e-07,1.7943087468527525e-08,4.236903291465806e-09,2.1501420052690884e-09,5.2618036830090755e-11,3.7296525324342796e-10,2.1153005151506745e-18,1.5298274326289611e-09,5.448058753627993e-13,2.587005959404662e-11,3.824108172876246e-15,2.8077696212702884e-13,3.6470431311079044e-23,1.9521346334139772e-19,3.650826586906773e-21,4.2200044765375204e-22,5.839520857459079e-19
9.426319147717815e-06,0.11224538132203808,0.0,0.0,0.0,0.0,0.32999319427683665,0.6699935497483602,6.1023107825544054e-06,5.6364715537147795e-06,4.750978817765669e-08,6.0919028926590315e-09,1.5039487863749054e-16,2.4781704907181622e-08,6.16573951099815e-07,8.781246295585076e-07,1.8636003062986975e-08,4.2920781984793606e-09,2.1766092996230813e-09,5.403618255304611e-11,3.8321401072543273e-10,2.1734271155337862e-18,1.5919945431935261e-09,5.578930922381856e-13,2.6229280845857676e-11,4.006572316434544e-15,2.9748983708575855e-13,3.846986609536694e-23,2.005787807964242e-19,3.919025756954876e-21,4.5302662068979095e-22,6.3142472221392e-19
9.540156697840411e-06,0.11224538157323387,0.0,0.0,0.0,0.0,0.3299930974278004,0.6699934623785376,6.181621482865814e-06,5.704118204681412e-06,4.812728155596468e-08,6.162449986252301e-09,1.5234957013213393e-16,2.5105074169549148e-08,6.319963966508555e-07,9.003212639466313e-07,1.9347147534026813e-08,4.347312029866461e-09,2.203074425877542e-09,5.5474383457283285e-11,3.936104824331414e-10,2.232391487946566e-18,1.6558589905646905e-09,5.71159769773097e-13,2.658949817388749e-11,4.195622182782715e-15,3.149956550225852e-13,4.053332705709728e-23,2.0602156302186904e-19,4.2036075958844635e-21,4.859479910315927e-22,6.821434031689923e-19
